,count,mean,median,std,min,25%,75%,max
CU-select,51,8886.0,4715.0,12289.3,194.0,1552.0,9611.5,59184.0
COVIDhub-baseline,51,9667.6,4504.0,18807.4,6.0,1279.0,9242.5,113667.0
Covid19Sim-Simulator,51,11484.3,8416.5,11355.3,77.4,3563.7,15303.6,52168.0
UCLA-SuEIR,51,11866.9,5709.9,18043.7,47.2,2807.3,12543.6,90507.8
RobertWalraven-ESG,51,12679.0,9398.0,12438.5,79.3,4069.4,16688.0,63837.9
USACE-ERDC_SEIR,51,12969.1,7688.7,18260.1,134.6,2673.3,15838.7,106808.9
USC-SI_kJalpha,51,13531.2,10532.0,13448.1,5.0,3591.0,17978.0,59488.0
IowaStateLW-STEM,49,14850.2,5438.0,29819.6,48.0,2899.5,13369.0,164721.0
LANL-GrowthRate,51,15051.8,11787.3,15521.6,128.6,4185.6,18598.7,82652.4
CovidAnalytics-DELPHI,51,15361.4,11695.0,16368.5,182.0,4165.0,20978.5,79366.0
