,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,4162.3,1750.0,6505.9,7.0,800.0,4919.5,33760.0
LNQ-ens1,51,4180.8,2377.9,6409.0,17.4,1105.8,5151.9,36558.0
JCB-PRM,51,4312.3,1972.2,8156.6,14.8,1094.0,4234.2,50485.7
CEID-Walk,51,4521.2,1921.0,6816.4,8.8,668.8,4274.9,29118.0
Covid19Sim-Simulator,51,4666.7,2026.2,8254.9,6.0,783.0,4175.6,39062.6
COVIDhub-baseline,51,5012.4,2040.0,7938.3,11.0,704.5,4520.0,37988.0
DDS-NBDS,51,5365.3,2104.8,8084.9,44.4,835.7,4912.8,36142.0
USC-SI_kJalpha,51,5410.5,2915.0,7485.6,22.0,1792.0,6376.0,41062.0
UMich-RidgeTfReg,49,5633.5,2814.4,9303.2,69.6,685.8,6303.7,49540.5
JHUAPL-Bucky,51,5753.8,3253.9,6512.6,29.8,800.4,9628.7,29250.2
USACE-ERDC_SEIR,51,5801.1,2598.8,9506.1,11.1,1059.5,7603.7,57021.9
UCLA-SuEIR,51,6240.0,3492.5,8851.8,9.3,1559.5,6944.4,51337.2
JHU_IDD-CovidSP,51,6381.2,4365.8,9159.1,11.1,1100.0,7555.8,55733.4
Karlen-pypm,51,6627.6,3127.1,8845.1,21.0,941.0,9038.0,38094.9
IowaStateLW-STEM,49,6629.3,3160.0,17766.7,14.0,915.5,5260.0,124708.0
LANL-GrowthRate,51,7859.4,5420.7,11304.5,56.7,2237.8,8833.7,75360.2
CovidAnalytics-DELPHI,51,10392.7,7283.0,10305.1,87.0,2609.0,14671.0,43921.0
RobertWalraven-ESG,51,10715.3,7030.0,13399.2,34.0,3182.2,13461.9,81289.3
CU-select,51,11787.0,5270.0,20120.1,52.0,1093.5,11994.5,96556.0
