,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
26161,1137,534.0,337.0,,,,838.0,566.2,237.3,481.8,,194.0,-603.0,-800.0,,,,-299.0,-570.8,-899.7,-655.2,,-943.0,False,,,,True,True,False,False,,False
26163,6009,4752.0,3053.0,,,,5160.0,1916.6,3767.4,3932.9,,3922.0,-1257.0,-2956.0,,,,-849.0,-4092.4,-2241.6,-2076.1,,-2087.0,False,,,,True,False,False,False,,False
26165,52,72.0,90.0,,,,105.0,9.6,11.8,97.9,,437.0,20.0,38.0,,,,53.0,-42.4,-40.2,45.9,,385.0,False,,,,False,False,False,False,,False
27001,55,18.0,4.0,,,,27.0,1.5,7.5,28.8,,5.0,-37.0,-51.0,,,,-28.0,-53.5,-47.5,-26.2,,-50.0,False,,,,True,False,False,True,,False
27003,2285,1944.0,1606.0,,,,1654.0,1038.0,1814.4,1850.4,,1687.0,-341.0,-679.0,,,,-631.0,-1247.0,-470.6,-434.6,,-598.0,False,,,,False,False,False,False,,False
27005,131,66.0,6.0,,,,140.0,10.1,2.3,29.9,,48.0,-65.0,-125.0,,,,9.0,-120.9,-128.7,-101.1,,-83.0,False,,,,True,False,False,False,,False
27007,237,132.0,98.0,,,,84.0,20.6,13.1,451.9,,36.0,-105.0,-139.0,,,,-153.0,-216.4,-223.9,214.9,,-201.0,False,,,,False,False,False,False,,False
27009,252,114.0,96.0,,,,166.0,18.7,74.9,48.5,,237.0,-138.0,-156.0,,,,-86.0,-233.3,-177.1,-203.5,,-15.0,False,,,,True,False,False,False,,True
27011,60,30.0,0.0,,,,13.0,2.5,15.6,25.5,,20.0,-30.0,-60.0,,,,-47.0,-57.5,-44.4,-34.5,,-40.0,False,,,,False,False,False,False,,False
27013,753,420.0,465.0,,,,426.0,267.0,293.2,261.3,,412.0,-333.0,-288.0,,,,-327.0,-486.0,-459.8,-491.7,,-341.0,True,,,,True,False,False,False,,False
27015,117,60.0,56.0,,,,101.0,16.0,26.0,50.5,,184.0,-57.0,-61.0,,,,-16.0,-101.0,-91.0,-66.5,,67.0,False,,,,True,False,False,False,,False
27017,133,90.0,210.0,,,,89.0,11.4,89.5,49.2,,66.0,-43.0,77.0,,,,-44.0,-121.6,-43.5,-83.8,,-67.0,False,,,,False,False,False,False,,False
27019,465,516.0,507.0,,,,555.0,111.8,306.9,451.4,,446.0,51.0,42.0,,,,90.0,-353.2,-158.1,-13.6,,-19.0,True,,,,False,False,False,True,,True
27021,124,60.0,40.0,,,,72.0,6.8,0.0,61.5,,33.0,-64.0,-84.0,,,,-52.0,-117.2,-124.0,-62.5,,-91.0,False,,,,True,False,False,True,,False
27023,127,42.0,83.0,,,,37.0,3.6,25.9,44.6,,13.0,-85.0,-44.0,,,,-90.0,-123.4,-101.1,-82.4,,-114.0,True,,,,False,False,False,True,,False
27025,318,264.0,457.0,,,,210.0,252.9,181.2,195.4,,549.0,-54.0,139.0,,,,-108.0,-65.1,-136.8,-122.6,,231.0,False,,,,False,False,False,False,,False
27027,727,132.0,48.0,,,,305.0,45.8,117.9,144.7,,127.0,-595.0,-679.0,,,,-422.0,-681.2,-609.1,-582.3,,-600.0,False,,,,True,False,False,True,,False
27029,19,18.0,0.0,,,,6.0,1.3,8.1,,,214.0,-1.0,-19.0,,,,-13.0,-17.7,-10.9,,,195.0,False,,,,False,False,False,,,False
27031,1,0.0,0.0,,,,14.0,,2.7,2.3,,0.0,-1.0,-1.0,,,,13.0,,1.7,1.3,,-1.0,False,,,,False,,False,False,,False
27033,43,84.0,84.0,,,,26.0,5.2,20.0,73.7,,122.0,41.0,41.0,,,,-17.0,-37.8,-23.0,30.7,,79.0,False,,,,True,True,True,True,,False
27035,334,102.0,51.0,,,,265.0,19.5,28.0,52.7,,42.0,-232.0,-283.0,,,,-69.0,-314.5,-306.0,-281.3,,-292.0,False,,,,True,False,False,False,,False
27037,2723,2706.0,3973.0,,,,2187.0,2462.8,2494.9,2609.3,,2411.0,-17.0,1250.0,,,,-536.0,-260.2,-228.1,-113.7,,-312.0,False,,,,False,False,False,False,,False
27039,137,54.0,66.0,,,,93.0,5.3,32.5,16.8,,30.0,-83.0,-71.0,,,,-44.0,-131.7,-104.5,-120.2,,-107.0,True,,,,True,False,False,False,,False
27041,268,0.0,0.0,,,,197.0,2.0,3.4,5.5,,1.0,-268.0,-268.0,,,,-71.0,-266.0,-264.6,-262.5,,-267.0,False,,,,True,True,True,True,,True
27043,62,42.0,42.0,,,,65.0,38.1,32.6,22.8,,31.0,-20.0,-20.0,,,,3.0,-23.9,-29.4,-39.2,,-31.0,False,,,,True,False,False,False,,False
27045,80,24.0,42.0,,,,71.0,11.8,20.3,13.0,,6.0,-56.0,-38.0,,,,-9.0,-68.2,-59.7,-67.0,,-74.0,True,,,,True,False,False,False,,False
27047,173,120.0,103.0,,,,211.0,10.8,134.3,68.3,,252.0,-53.0,-70.0,,,,38.0,-162.2,-38.7,-104.7,,79.0,False,,,,True,False,True,False,,False
27049,181,168.0,280.0,,,,224.0,30.4,53.4,132.2,,225.0,-13.0,99.0,,,,43.0,-150.6,-127.6,-48.8,,44.0,False,,,,False,False,False,False,,False
27051,12,0.0,0.0,,,,12.0,4.2,0.5,147.5,,0.0,-12.0,-12.0,,,,0.0,-7.8,-11.5,135.5,,-12.0,False,,,,True,True,True,False,,False
27053,7018,7290.0,10471.0,,,,6563.0,4431.6,3876.5,5986.9,,5622.0,272.0,3453.0,,,,-455.0,-2586.4,-3141.5,-1031.1,,-1396.0,False,,,,False,False,False,False,,False
27055,85,78.0,187.0,,,,50.0,9.5,15.1,52.2,,94.0,-7.0,102.0,,,,-35.0,-75.5,-69.9,-32.8,,9.0,False,,,,False,False,False,False,,False
27057,113,24.0,0.0,,,,55.0,3.2,19.5,,,13.0,-89.0,-113.0,,,,-58.0,-109.8,-93.5,,,-100.0,False,,,,True,False,False,,,False
27059,181,90.0,175.0,,,,161.0,47.6,70.2,103.4,,69.0,-91.0,-6.0,,,,-20.0,-133.4,-110.8,-77.6,,-112.0,True,,,,True,False,False,True,,False
27061,249,90.0,37.0,,,,65.0,12.0,0.2,55.7,,307.0,-159.0,-212.0,,,,-184.0,-237.0,-248.8,-193.3,,58.0,False,,,,False,False,False,False,,True
27063,71,42.0,37.0,,,,18.0,6.1,50.2,63.2,,136.0,-29.0,-34.0,,,,-53.0,-64.9,-20.8,-7.8,,65.0,False,,,,False,False,True,True,,False
27065,93,72.0,146.0,,,,52.0,1.9,20.8,92.5,,265.0,-21.0,53.0,,,,-41.0,-91.1,-72.2,-0.5,,172.0,False,,,,False,False,False,True,,False
27067,344,228.0,346.0,,,,287.0,39.2,131.9,89.6,,152.0,-116.0,2.0,,,,-57.0,-304.8,-212.1,-254.4,,-192.0,True,,,,True,False,False,False,,False
27069,11,0.0,0.0,,,,0.0,0.0,0.9,0.6,,0.0,-11.0,-11.0,,,,-11.0,-11.0,-10.1,-10.4,,-11.0,False,,,,False,True,True,True,,False
27071,42,6.0,0.0,,,,4.0,3.8,0.3,14.8,,2.0,-36.0,-42.0,,,,-38.0,-38.2,-41.7,-27.2,,-40.0,False,,,,False,False,False,True,,False
27073,69,12.0,0.0,,,,10.0,1.5,6.9,9.5,,7.0,-57.0,-69.0,,,,-59.0,-67.5,-62.1,-59.5,,-62.0,False,,,,False,False,False,False,,False
27075,47,18.0,0.0,,,,24.0,2.5,1.8,,,11.0,-29.0,-47.0,,,,-23.0,-44.5,-45.2,,,-36.0,False,,,,True,False,False,,,False
27077,19,0.0,0.0,,,,0.0,,5.6,1.1,,1.0,-19.0,-19.0,,,,-19.0,,-13.4,-17.9,,-18.0,False,,,,False,,True,True,,True
27079,180,390.0,946.0,,,,151.0,593.6,98.6,271.8,,451.0,210.0,766.0,,,,-29.0,413.6,-81.4,91.8,,271.0,False,,,,True,False,True,True,,False
27081,61,6.0,0.0,,,,12.0,3.4,6.2,104.3,,1.0,-55.0,-61.0,,,,-49.0,-57.6,-54.8,43.3,,-60.0,False,,,,True,False,True,True,,False
27083,326,78.0,21.0,,,,109.0,9.3,57.8,60.8,,272.0,-248.0,-305.0,,,,-217.0,-316.7,-268.2,-265.2,,-54.0,False,,,,True,False,False,False,,True
27085,212,282.0,381.0,,,,194.0,87.8,82.7,308.8,,130.0,70.0,169.0,,,,-18.0,-124.2,-129.3,96.8,,-82.0,False,,,,True,False,False,False,,False
27087,20,24.0,0.0,,,,6.0,1.5,4.4,,,82.0,4.0,-20.0,,,,-14.0,-18.5,-15.6,,,62.0,False,,,,False,False,False,,,False
27089,28,6.0,0.0,,,,6.0,1.1,0.0,7.5,,10.0,-22.0,-28.0,,,,-22.0,-26.9,-28.0,-20.5,,-18.0,False,,,,False,False,False,True,,True
27091,282,36.0,2.0,,,,88.0,6.4,45.0,30.7,,17.0,-246.0,-280.0,,,,-194.0,-275.6,-236.9,-251.3,,-265.0,False,,,,True,False,True,False,,False
27093,138,30.0,1.0,,,,114.0,8.9,10.3,39.1,,45.0,-108.0,-137.0,,,,-24.0,-129.1,-127.7,-98.9,,-93.0,False,,,,True,False,False,True,,True
27095,107,54.0,73.0,,,,92.0,10.2,36.7,106.7,,133.0,-53.0,-34.0,,,,-15.0,-96.8,-70.3,-0.3,,26.0,True,,,,True,False,False,True,,True
27097,207,60.0,146.0,,,,148.0,3.5,76.4,53.6,,53.0,-147.0,-61.0,,,,-59.0,-203.5,-130.6,-153.4,,-154.0,True,,,,True,False,True,False,,False
27099,219,138.0,145.0,,,,290.0,40.7,75.2,145.2,,144.0,-81.0,-74.0,,,,71.0,-178.3,-143.8,-73.8,,-75.0,True,,,,True,False,False,True,,True
27101,58,48.0,0.0,,,,15.0,4.1,0.2,34.6,,84.0,-10.0,-58.0,,,,-43.0,-53.9,-57.8,-23.4,,26.0,False,,,,False,False,False,False,,False
27103,179,198.0,230.0,,,,180.0,110.4,171.8,183.4,,165.0,19.0,51.0,,,,1.0,-68.6,-7.2,4.4,,-14.0,False,,,,True,False,True,True,,True
27105,179,234.0,1.0,,,,203.0,22.3,39.7,82.1,,0.0,55.0,-178.0,,,,24.0,-156.7,-139.3,-96.9,,-179.0,False,,,,True,False,False,False,,False
27107,22,30.0,0.0,,,,6.0,2.6,15.3,28.7,,100.0,8.0,-22.0,,,,-16.0,-19.4,-6.7,6.7,,78.0,False,,,,False,False,True,True,,False
27109,746,492.0,273.0,,,,1010.0,236.5,434.4,332.2,,331.0,-254.0,-473.0,,,,264.0,-509.5,-311.6,-413.8,,-415.0,False,,,,False,False,False,False,,False
27111,276,174.0,199.0,,,,282.0,17.6,122.9,127.1,,229.0,-102.0,-77.0,,,,6.0,-258.4,-153.1,-148.9,,-47.0,True,,,,True,False,False,False,,True
27113,56,0.0,0.0,,,,18.0,12.7,1.9,20.9,,0.0,-56.0,-56.0,,,,-38.0,-43.3,-54.1,-35.1,,-56.0,False,,,,True,True,True,True,,False
27115,241,36.0,63.0,,,,93.0,0.9,22.1,20.3,,67.0,-205.0,-178.0,,,,-148.0,-240.1,-218.8,-220.7,,-174.0,True,,,,True,False,False,False,,True
27117,89,66.0,1.0,,,,24.0,12.5,35.6,133.5,,50.0,-23.0,-88.0,,,,-65.0,-76.5,-53.4,44.5,,-39.0,False,,,,False,False,False,False,,False
27119,170,108.0,48.0,,,,68.0,14.6,2.9,236.6,,128.0,-62.0,-122.0,,,,-102.0,-155.4,-167.1,66.6,,-42.0,False,,,,False,False,False,False,,True
27121,51,48.0,0.0,,,,36.0,3.9,17.5,36.7,,154.0,-3.0,-51.0,,,,-15.0,-47.1,-33.5,-14.3,,103.0,False,,,,False,False,False,False,,False
27123,3008,3144.0,4647.0,,,,3146.0,1495.0,2914.6,3353.3,,2241.0,136.0,1639.0,,,,138.0,-1513.0,-93.4,345.3,,-767.0,False,,,,False,False,True,False,,False
27125,19,24.0,0.0,,,,0.0,0.9,11.9,,,71.0,5.0,-19.0,,,,-19.0,-18.1,-7.1,,,52.0,False,,,,False,False,False,,,False
27127,154,54.0,53.0,,,,22.0,5.2,4.8,28.6,,152.0,-100.0,-101.0,,,,-132.0,-148.8,-149.2,-125.4,,-2.0,False,,,,False,False,False,False,,True
27129,99,18.0,0.0,,,,45.0,13.8,17.8,26.2,,13.0,-81.0,-99.0,,,,-54.0,-85.2,-81.2,-72.8,,-86.0,False,,,,True,False,False,True,,False
27131,277,366.0,644.0,,,,407.0,86.4,219.6,265.3,,597.0,89.0,367.0,,,,130.0,-190.6,-57.4,-11.7,,320.0,False,,,,False,False,True,True,,False
27133,95,36.0,0.0,,,,24.0,6.7,47.1,24.5,,25.0,-59.0,-95.0,,,,-71.0,-88.3,-47.9,-70.5,,-70.0,False,,,,False,False,True,False,,False
27135,83,54.0,33.0,,,,31.0,6.9,29.0,76.4,,132.0,-29.0,-50.0,,,,-52.0,-76.1,-54.0,-6.6,,49.0,False,,,,False,False,False,True,,False
27137,1136,546.0,274.0,,,,880.0,468.4,210.2,1149.8,,302.0,-590.0,-862.0,,,,-256.0,-667.6,-925.8,13.8,,-834.0,False,,,,True,False,False,True,,False
27139,914,744.0,493.0,,,,881.0,462.8,539.4,396.8,,473.0,-170.0,-421.0,,,,-33.0,-451.2,-374.6,-517.2,,-441.0,False,,,,True,False,False,False,,False
27141,412,312.0,298.0,,,,467.0,178.9,185.6,198.0,,320.0,-100.0,-114.0,,,,55.0,-233.1,-226.4,-214.0,,-92.0,False,,,,True,False,False,False,,True
27143,112,102.0,112.0,,,,62.0,146.3,60.3,75.0,,239.0,-10.0,0.0,,,,-50.0,34.3,-51.7,-37.0,,127.0,True,,,,False,False,False,False,,False
27145,1191,726.0,1983.0,,,,1021.0,565.5,302.5,762.2,,1163.0,-465.0,792.0,,,,-170.0,-625.5,-888.5,-428.8,,-28.0,False,,,,True,False,False,True,,True
27147,193,144.0,172.0,,,,234.0,76.9,0.0,113.8,,131.0,-49.0,-21.0,,,,41.0,-116.1,-193.0,-79.2,,-62.0,True,,,,True,False,False,False,,False
27149,98,18.0,0.0,,,,32.0,2.1,14.5,,,11.0,-80.0,-98.0,,,,-66.0,-95.9,-83.5,,,-87.0,False,,,,True,False,False,,,False
27151,96,6.0,0.0,,,,18.0,3.6,12.9,27.4,,1.0,-90.0,-96.0,,,,-78.0,-92.4,-83.2,-68.6,,-95.0,False,,,,True,False,True,True,,False
27153,84,54.0,0.0,,,,169.0,3.8,40.1,20.7,,56.0,-30.0,-84.0,,,,85.0,-80.2,-43.9,-63.3,,-28.0,False,,,,False,False,False,False,,True
27155,19,30.0,0.0,,,,6.0,0.5,7.9,,,21.0,11.0,-19.0,,,,-13.0,-18.5,-11.1,,,2.0,False,,,,False,False,False,,,True
27157,118,48.0,46.0,,,,93.0,13.0,21.7,26.8,,57.0,-70.0,-72.0,,,,-25.0,-105.0,-96.3,-91.2,,-61.0,False,,,,True,False,False,False,,True
27159,49,54.0,0.0,,,,47.0,5.4,23.0,38.4,,202.0,5.0,-49.0,,,,-2.0,-43.6,-26.0,-10.6,,153.0,False,,,,True,False,False,False,,False
27161,610,246.0,369.0,,,,95.0,223.1,115.3,321.8,,285.0,-364.0,-241.0,,,,-515.0,-386.9,-494.7,-288.2,,-325.0,True,,,,False,False,False,True,,True
27163,1520,1608.0,2168.0,,,,1201.0,1496.5,1614.1,1601.5,,1738.0,88.0,648.0,,,,-319.0,-23.5,94.1,81.5,,218.0,False,,,,False,True,False,True,,False
27165,141,60.0,53.0,,,,60.0,20.7,115.7,37.4,,16.0,-81.0,-88.0,,,,-81.0,-120.3,-25.3,-103.6,,-125.0,False,,,,False,False,True,False,,False
27167,36,30.0,0.0,,,,17.0,6.4,42.3,15.2,,86.0,-6.0,-36.0,,,,-19.0,-29.6,6.3,-20.8,,50.0,False,,,,False,False,False,False,,False
27169,676,132.0,101.0,,,,211.0,42.1,46.1,292.8,,193.0,-544.0,-575.0,,,,-465.0,-633.9,-629.9,-383.2,,-483.0,False,,,,True,False,False,True,,True
27171,730,618.0,939.0,,,,679.0,226.7,591.4,394.7,,740.0,-112.0,209.0,,,,-51.0,-503.3,-138.6,-335.3,,10.0,False,,,,True,False,False,False,,True
27173,157,36.0,0.0,,,,17.0,9.8,33.3,64.5,,108.0,-121.0,-157.0,,,,-140.0,-147.2,-123.7,-92.5,,-49.0,False,,,,False,False,False,True,,True
28001,258,252.0,209.0,,,,426.0,139.3,265.1,132.3,,103.0,-6.0,-49.0,,,,168.0,-118.7,7.1,-125.7,,-155.0,False,,,,False,False,False,False,,False
28003,351,330.0,258.0,,,,411.0,283.9,1.1,475.2,,171.0,-21.0,-93.0,,,,60.0,-67.1,-349.9,124.2,,-180.0,False,,,,False,False,False,False,,False
28005,90,78.0,39.0,,,,115.0,11.0,23.7,80.4,,42.0,-12.0,-51.0,,,,25.0,-79.0,-66.3,-9.6,,-48.0,False,,,,False,False,False,True,,False
28007,122,126.0,154.0,,,,121.0,25.1,70.0,85.7,,28.0,4.0,32.0,,,,-1.0,-96.9,-52.0,-36.3,,-94.0,False,,,,True,False,False,False,,False
28009,77,114.0,71.0,,,,119.0,108.4,131.2,56.8,,55.0,37.0,-6.0,,,,42.0,31.4,54.2,-20.2,,-22.0,True,,,,False,True,False,True,,True
28011,565,684.0,234.0,,,,409.0,509.4,298.8,470.4,,45.0,119.0,-331.0,,,,-156.0,-55.6,-266.2,-94.6,,-520.0,False,,,,False,True,False,True,,False
28013,95,84.0,4.0,,,,140.0,28.1,52.4,84.7,,27.0,-11.0,-91.0,,,,45.0,-66.9,-42.6,-10.3,,-68.0,False,,,,False,False,False,True,,False
28015,51,108.0,42.0,,,,72.0,45.2,0.0,96.7,,15.0,57.0,-9.0,,,,21.0,-5.8,-51.0,45.7,,-36.0,True,,,,True,True,True,True,,True
28017,170,234.0,205.0,,,,187.0,123.4,284.7,150.0,,52.0,64.0,35.0,,,,17.0,-46.6,114.7,-20.0,,-118.0,True,,,,True,True,False,True,,False
28019,42,48.0,5.0,,,,36.0,10.3,49.3,29.2,,22.0,6.0,-37.0,,,,-6.0,-31.7,7.3,-12.8,,-20.0,False,,,,False,False,False,False,,False
28021,54,42.0,4.0,,,,72.0,3.2,25.5,20.7,,1.0,-12.0,-50.0,,,,18.0,-50.8,-28.5,-33.3,,-53.0,False,,,,False,False,False,False,,False
28023,213,252.0,326.0,,,,62.0,181.6,156.1,212.3,,75.0,39.0,113.0,,,,-151.0,-31.4,-56.9,-0.7,,-138.0,False,,,,False,True,False,True,,False
28025,166,168.0,156.0,,,,170.0,20.3,144.1,189.6,,60.0,2.0,-10.0,,,,4.0,-145.7,-21.9,23.6,,-106.0,False,,,,False,False,False,False,,False
28027,290,522.0,368.0,,,,362.0,106.2,130.1,643.4,,47.0,232.0,78.0,,,,72.0,-183.8,-159.9,353.4,,-243.0,True,,,,True,True,True,False,,False
28029,225,156.0,70.0,,,,250.0,94.2,76.6,150.8,,26.0,-69.0,-155.0,,,,25.0,-130.8,-148.4,-74.2,,-199.0,False,,,,True,False,False,False,,False
28031,154,222.0,128.0,,,,121.0,62.0,182.5,128.9,,30.0,68.0,-26.0,,,,-33.0,-92.0,28.5,-25.1,,-124.0,True,,,,True,False,True,True,,False
28033,1551,2100.0,5250.0,,,,1591.0,1510.0,1065.2,1408.5,,773.0,549.0,3699.0,,,,40.0,-41.0,-485.8,-142.5,,-778.0,False,,,,True,True,True,True,,False
28035,642,582.0,245.0,,,,521.0,352.6,235.1,488.4,,214.0,-60.0,-397.0,,,,-121.0,-289.4,-406.9,-153.6,,-428.0,False,,,,False,False,False,False,,False
28037,42,84.0,86.0,,,,73.0,13.7,99.4,73.1,,55.0,42.0,44.0,,,,31.0,-28.3,57.4,31.1,,13.0,False,,,,True,True,False,True,,True
28039,154,180.0,220.0,,,,197.0,70.3,65.8,260.8,,92.0,26.0,66.0,,,,43.0,-83.7,-88.2,106.8,,-62.0,False,,,,False,False,False,False,,False
28041,123,42.0,46.0,,,,93.0,7.6,28.5,135.4,,45.0,-81.0,-77.0,,,,-30.0,-115.4,-94.5,12.4,,-78.0,True,,,,True,False,False,True,,True
28043,221,198.0,58.0,,,,227.0,30.0,127.0,126.5,,12.0,-23.0,-163.0,,,,6.0,-191.0,-94.0,-94.5,,-209.0,False,,,,True,False,False,False,,False
28045,168,168.0,58.0,,,,395.0,79.7,47.7,134.1,,148.0,0.0,-110.0,,,,227.0,-88.3,-120.3,-33.9,,-20.0,False,,,,False,False,False,False,,False
28047,1047,1542.0,1565.0,,,,1471.0,1355.3,800.3,1235.4,,1028.0,495.0,518.0,,,,424.0,308.3,-246.7,188.4,,-19.0,False,,,,True,True,True,True,,True
28049,1051,2064.0,5065.0,,,,2005.0,1545.5,1451.5,1629.8,,635.0,1013.0,4014.0,,,,954.0,494.5,400.5,578.8,,-416.0,False,,,,True,True,True,True,,True
28051,115,348.0,151.0,,,,178.0,163.1,205.3,219.7,,0.0,233.0,36.0,,,,63.0,48.1,90.3,104.7,,-115.0,True,,,,True,True,True,True,,True
28053,55,96.0,47.0,,,,95.0,15.5,53.3,64.2,,10.0,41.0,-8.0,,,,40.0,-39.5,-1.7,9.2,,-45.0,True,,,,True,True,True,True,,False
28055,14,396.0,55.0,,,,18.0,,13.9,,,0.0,382.0,41.0,,,,4.0,,-0.1,,,-14.0,True,,,,True,,True,,,True
28057,432,330.0,284.0,,,,185.0,172.1,175.0,266.0,,170.0,-102.0,-148.0,,,,-247.0,-259.9,-257.0,-166.0,,-262.0,False,,,,False,False,False,False,,False
28059,1017,1626.0,4020.0,,,,1278.0,1577.0,410.8,1070.0,,713.0,609.0,3003.0,,,,261.0,560.0,-606.2,53.0,,-304.0,False,,,,True,True,True,True,,True
28061,140,198.0,188.0,,,,102.0,41.6,143.4,158.5,,53.0,58.0,48.0,,,,-38.0,-98.4,3.4,18.5,,-87.0,True,,,,True,False,True,True,,False
28063,36,72.0,1.0,,,,84.0,16.2,3.8,41.2,,12.0,36.0,-35.0,,,,48.0,-19.8,-32.2,5.2,,-24.0,True,,,,False,True,True,True,,True
28065,84,96.0,58.0,,,,73.0,20.2,23.9,119.7,,42.0,12.0,-26.0,,,,-11.0,-63.8,-60.1,35.7,,-42.0,False,,,,True,False,False,False,,False
28067,516,474.0,142.0,,,,647.0,141.3,466.0,471.1,,119.0,-42.0,-374.0,,,,131.0,-374.7,-50.0,-44.9,,-397.0,False,,,,False,False,False,False,,False
28069,35,54.0,42.0,,,,48.0,3.6,48.7,60.7,,19.0,19.0,7.0,,,,13.0,-31.4,13.7,25.7,,-16.0,True,,,,True,False,True,False,,True
28071,1106,540.0,356.0,,,,444.0,465.1,293.8,444.4,,253.0,-566.0,-750.0,,,,-662.0,-640.9,-812.2,-661.6,,-853.0,False,,,,False,False,False,False,,False
28073,503,444.0,305.0,,,,391.0,193.9,76.0,471.8,,209.0,-59.0,-198.0,,,,-112.0,-309.1,-426.9,-31.2,,-294.0,False,,,,False,False,False,True,,False
28075,491,762.0,1103.0,,,,758.0,279.4,456.6,689.8,,243.0,271.0,612.0,,,,267.0,-211.6,-34.4,198.8,,-248.0,False,,,,True,True,True,True,,True
28077,69,192.0,118.0,,,,67.0,88.3,59.5,271.6,,39.0,123.0,49.0,,,,-2.0,19.3,-9.5,202.6,,-30.0,True,,,,True,True,True,False,,True
28079,144,150.0,86.0,,,,201.0,161.7,141.5,117.3,,16.0,6.0,-58.0,,,,57.0,17.7,-2.5,-26.7,,-128.0,False,,,,False,False,True,False,,False
28081,1069,1548.0,1591.0,,,,1059.0,622.4,509.5,1530.6,,673.0,479.0,522.0,,,,-10.0,-446.6,-559.5,461.6,,-396.0,False,,,,True,True,False,True,,True
28083,275,1260.0,1425.0,,,,393.0,408.2,131.3,758.1,,57.0,985.0,1150.0,,,,118.0,133.2,-143.7,483.1,,-218.0,False,,,,True,True,True,True,,True
28085,227,276.0,179.0,,,,269.0,96.0,263.4,237.6,,96.0,49.0,-48.0,,,,42.0,-131.0,36.4,10.6,,-131.0,True,,,,True,False,True,True,,False
28087,437,432.0,321.0,,,,634.0,117.1,267.3,442.3,,199.0,-5.0,-116.0,,,,197.0,-319.9,-169.7,5.3,,-238.0,False,,,,False,False,False,False,,False
28089,613,1416.0,3989.0,,,,821.0,797.5,626.3,1244.4,,348.0,803.0,3376.0,,,,208.0,184.5,13.3,631.4,,-265.0,False,,,,True,True,True,True,,True
28091,137,258.0,65.0,,,,189.0,170.8,195.6,259.9,,67.0,121.0,-72.0,,,,52.0,33.8,58.6,122.9,,-70.0,True,,,,True,True,True,False,,True
28093,262,660.0,472.0,,,,388.0,360.3,60.4,559.4,,225.0,398.0,210.0,,,,126.0,98.3,-201.6,297.4,,-37.0,True,,,,True,True,True,True,,True
28095,318,582.0,388.0,,,,354.0,408.5,114.8,497.7,,163.0,264.0,70.0,,,,36.0,90.5,-203.2,179.7,,-155.0,True,,,,True,True,True,True,,True
28097,98,150.0,134.0,,,,84.0,46.9,142.2,57.0,,19.0,52.0,36.0,,,,-14.0,-51.1,44.2,-41.0,,-79.0,True,,,,True,True,True,True,,False
28099,275,252.0,218.0,,,,194.0,71.9,120.8,204.2,,6.0,-23.0,-57.0,,,,-81.0,-203.1,-154.2,-70.8,,-269.0,False,,,,False,False,False,False,,False
28101,173,198.0,364.0,,,,92.0,56.1,119.7,205.1,,53.0,25.0,191.0,,,,-81.0,-116.9,-53.3,32.1,,-120.0,False,,,,False,False,False,False,,False
28103,66,132.0,140.0,,,,72.0,30.8,140.2,69.5,,2.0,66.0,74.0,,,,6.0,-35.2,74.2,3.5,,-64.0,False,,,,True,True,False,True,,True
28105,576,606.0,196.0,,,,377.0,203.3,515.4,631.6,,163.0,30.0,-380.0,,,,-199.0,-372.7,-60.6,55.6,,-413.0,False,,,,False,False,False,False,,False
28107,313,540.0,211.0,,,,394.0,176.7,311.7,417.0,,93.0,227.0,-102.0,,,,81.0,-136.3,-1.3,104.0,,-220.0,True,,,,True,True,True,True,,True
28109,274,456.0,719.0,,,,351.0,232.2,551.4,389.7,,299.0,182.0,445.0,,,,77.0,-41.8,277.4,115.7,,25.0,False,,,,True,True,False,True,,True
28111,163,150.0,54.0,,,,66.0,21.1,18.8,180.6,,56.0,-13.0,-109.0,,,,-97.0,-141.9,-144.2,17.6,,-107.0,False,,,,False,False,False,False,,False
28113,188,552.0,624.0,,,,412.0,269.8,39.6,449.4,,147.0,364.0,436.0,,,,224.0,81.8,-148.3,261.4,,-41.0,False,,,,True,True,True,True,,True
28115,356,498.0,228.0,,,,385.0,185.6,218.1,464.0,,110.0,142.0,-128.0,,,,29.0,-170.4,-137.9,108.0,,-246.0,True,,,,True,False,True,True,,False
28117,339,366.0,224.0,,,,290.0,105.9,82.2,607.8,,200.0,27.0,-115.0,,,,-49.0,-233.1,-256.8,268.8,,-139.0,False,,,,False,False,False,False,,False
