,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,120.4,36.4,436.9,0.0,11.2,95.6,15886.0
COVIDhub-ensemble,3141,125.9,36.0,494.6,0.0,11.0,99.0,20183.0
COVIDhub-baseline,3141,147.1,38.0,481.2,0.0,12.0,109.0,12084.0
CEID-Walk,3141,149.9,37.9,517.3,0.0,12.4,107.8,12644.8
JHU_IDD-CovidSP,3139,155.5,42.0,554.0,0.0,13.1,121.9,20815.8
UCLA-SuEIR,2797,157.3,45.2,592.0,0.0,15.0,122.2,20240.1
IowaStateLW-STEM,3103,173.9,38.0,1327.0,0.0,13.0,109.0,56433.0
LANL-GrowthRate,2951,184.8,66.3,552.4,0.0,24.8,163.9,20008.1
USC-SI_kJalpha,2789,186.1,51.0,646.8,0.0,17.0,135.0,16838.4
JHUAPL-Bucky,3141,190.0,71.9,586.1,0.0,20.9,177.1,21297.1
RobertWalraven-ESG,3141,223.3,62.6,708.9,0.0,19.8,170.7,19889.6
MITCovAlliance-SIR,2292,227.3,57.5,929.9,0.0,21.3,159.9,30990.5
CU-select,3098,307.3,52.0,1488.2,0.0,18.0,153.0,44874.0
UVA-Ensemble,2779,322.8,53.1,2208.2,0.0,15.5,174.4,109993.2
Yu_Group-CLEP,3128,1053.5,149.2,3729.2,0.1,45.6,549.2,82849.8
