,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,602.9,422.0,620.2,2.0,197.9,807.3,2629.9
COVIDhub-ensemble,51,633.3,387.0,701.2,2.0,193.0,806.5,3328.0
Geneva-DetGrowth,51,702.5,352.7,1554.5,2.7,102.9,623.7,10880.4
JCB-PRM,51,756.0,517.3,715.8,12.6,237.5,975.8,2850.4
USC-SI_kJalpha,51,915.7,492.0,1217.6,2.0,216.5,1030.0,5395.0
USACE-ERDC_SEIR,51,932.8,438.5,1695.3,0.2,145.1,1051.5,11392.8
Covid19Sim-Simulator,51,943.2,693.2,1038.4,0.4,259.1,1243.5,5654.4
CU-select,51,950.4,501.0,1652.6,6.0,224.0,1118.5,11185.0
IQVIA_ACOE-STAN,49,961.1,504.0,1241.3,11.0,230.5,1070.5,5227.0
UCLA-SuEIR,51,964.3,434.8,1769.8,3.6,241.8,912.7,11763.0
CEID-Walk,51,974.8,425.6,2052.6,0.4,161.1,989.8,13808.3
COVIDhub-baseline,51,981.2,337.0,2030.1,2.0,169.5,1010.0,13588.0
DDS-NBDS,51,1005.9,543.0,1103.5,1.8,206.0,1622.2,3800.2
JHUAPL-Bucky,51,1024.9,333.1,1885.9,4.6,140.6,1022.6,11696.6
Karlen-pypm,51,1048.8,821.7,1078.9,0.2,310.1,1384.1,5647.0
LANL-GrowthRate,51,1106.2,806.4,1437.8,11.3,237.1,1361.6,8790.6
UMich-RidgeTfReg,50,1322.7,670.4,1571.7,2.5,333.2,1738.0,7677.5
IowaStateLW-STEM,49,1483.3,510.0,2747.4,22.0,192.0,1457.0,17982.0
OliverWyman-Navigator,51,1630.5,628.0,3469.3,3.0,196.0,1532.5,20261.0
JHU_IDD-CovidSP,51,1698.3,1320.1,2181.0,23.5,456.7,2317.8,12320.9
RobertWalraven-ESG,48,2209.7,1621.8,3300.1,22.6,504.3,2233.1,22277.6
CovidAnalytics-DELPHI,51,2904.8,1904.0,2973.3,24.0,1009.5,3589.5,14577.0
TTU-squider,51,4015.4,2041.7,6649.7,0.0,590.3,3623.5,40281.2
