,predicted_cases,actual_cases,error,perc_error
IowaStateLW-STEM,2072326.0,2022769,49557.0,2.4%
UCLA-SuEIR,1831083.4,2022769,-191685.6,-9.5%
CovidAnalytics-DELPHI,1806516.0,2022769,-216253.0,-10.7%
Columbia_UNC-SurvCon,1705942.0,2022769,-316827.0,-15.7%
Covid19Sim-Simulator,1694664.7,2022769,-328104.3,-16.2%
USACE-ERDC_SEIR,1628769.1,2022769,-393999.9,-19.5%
COVIDhub-baseline,2542652.0,2022769,519883.0,25.7%
USC-SI_kJalpha,1351176.0,2022769,-671593.0,-33.2%
RobertWalraven-ESG,1303683.1,2022769,-719085.9,-35.5%
LANL-GrowthRate,1181795.8,2022769,-840973.2,-41.6%
