,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
42053,0,1.0,0.9,,0.0,0.0,,,,,,0.3,,,4.0,,1.0,0.4,,0.1,0.0,,0.0,2.0,,0.4,,,,,,1.0,0.6,2.7,1.0,0.9,,0.0,0.0,,,,,,0.3,,,4.0,,1.0,0.4,,0.1,0.0,,0.0,2.0,,0.4,,,,,,1.0,0.6,2.7,True,,True,True,,,,,,True,,,False,,False,True,,True,True,,True,False,,True,,,,,,False,True,False
42055,44,53.0,51.7,,52.0,55.0,,,,,,54.7,,,85.0,,55.2,109.4,,34.8,61.5,85.3,52.0,66.0,,45.8,,50.1,48.0,,,52.0,55.9,17.3,9.0,7.7,,8.0,11.0,,,,,,10.7,,,41.0,,11.2,65.4,,-9.2,17.5,41.3,8.0,22.0,,1.8,,6.1,4.0,,,8.0,11.9,-26.7,True,,True,False,,,,,,False,,,False,,False,False,,False,False,False,True,False,,True,,True,True,,,True,False,False
42057,6,3.0,2.5,,3.0,0.0,,,,,,1.3,,,3.0,,4.3,4.4,,1.5,2.1,,3.0,8.0,,3.7,,2.9,,,,5.0,3.7,6.3,-3.0,-3.5,,-3.0,-6.0,,,,,,-4.7,,,-3.0,,-1.7,-1.6,,-4.5,-3.9,,-3.0,2.0,,-2.3,,-3.1,,,,-1.0,-2.3,0.3,False,,False,False,,,,,,False,,,False,,True,True,,False,False,,False,True,,True,,False,,,,True,True,True
42059,7,16.0,16.8,,14.0,7.0,,,,,,0.6,,,8.0,,18.1,13.8,,5.7,13.7,18.1,8.0,20.0,,6.3,,14.1,,,,18.0,13.2,8.0,9.0,9.8,,7.0,0.0,,,,,,-6.4,,,1.0,,11.1,6.8,,-1.3,6.7,11.1,1.0,13.0,,-0.7,,7.1,,,,11.0,6.2,1.0,False,,True,True,,,,,,True,,,True,,False,True,,True,True,False,True,False,,True,,True,,,,False,True,True
42061,29,7.0,6.4,,6.0,1.0,,,,,,11.6,,,25.0,,8.6,20.2,,1.7,5.7,16.6,10.0,25.0,,2.5,,7.8,,,,4.0,7.5,7.5,-22.0,-22.6,,-23.0,-28.0,,,,,,-17.4,,,-4.0,,-20.4,-8.8,,-27.3,-23.3,-12.4,-19.0,-4.0,,-26.5,,-21.2,,,,-25.0,-21.5,-21.5,False,,False,False,,,,,,True,,,True,,True,True,,False,False,True,True,True,,False,,True,,,,False,True,True
42063,55,88.0,87.5,,71.0,136.0,,,,,,38.7,,,34.0,,90.0,82.9,,49.5,71.0,106.5,111.0,80.0,,43.5,,71.5,,,,95.0,72.9,2.4,33.0,32.5,,16.0,81.0,,,,,,-16.3,,,-21.0,,35.0,27.9,,-5.5,16.0,51.5,56.0,25.0,,-11.5,,16.5,,,,40.0,17.9,-52.6,True,,True,False,,,,,,True,,,True,,False,True,,True,True,False,False,True,,True,,True,,,,False,True,False
42065,6,5.0,5.7,,4.0,0.0,,,,,,7.3,,,13.0,,4.1,12.1,,1.3,3.4,9.9,7.0,21.0,,1.7,,4.9,,,,3.0,4.6,3.2,-1.0,-0.3,,-2.0,-6.0,,,,,,1.3,,,7.0,,-1.9,6.1,,-4.7,-2.6,3.9,1.0,15.0,,-4.3,,-1.1,,,,-3.0,-1.4,-2.8,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
42067,5,13.0,13.0,,11.0,17.0,,,,,,0.6,,,11.0,,7.4,12.3,,3.9,8.9,16.8,12.0,20.0,,4.9,,10.6,,,,9.0,11.9,7.5,8.0,8.0,,6.0,12.0,,,,,,-4.4,,,6.0,,2.4,7.3,,-1.1,3.9,11.8,7.0,15.0,,-0.1,,5.6,,,,4.0,6.9,2.5,False,,True,False,,,,,,True,,,True,,True,True,,True,True,False,True,False,,True,,True,,,,True,True,True
42069,151,130.0,127.7,,111.0,0.0,,,,,,129.9,,,41.0,,81.5,200.7,,149.6,154.8,96.5,151.0,155.0,,79.2,,118.6,168.0,,,49.0,116.4,,-21.0,-23.3,,-40.0,-151.0,,,,,,-21.1,,,-110.0,,-69.5,49.7,,-1.4,3.8,-54.5,0.0,4.0,,-71.8,,-32.4,17.0,,,-102.0,-34.6,,False,,False,False,,,,,,False,,,False,,False,False,,True,True,False,True,True,,False,,False,True,,,False,False,
42071,291,297.0,313.5,297.9,296.0,217.0,,,,,,269.6,,,378.0,,282.8,472.5,,296.1,306.6,137.3,304.0,310.0,,201.5,,306.2,266.0,,,269.0,282.3,,6.0,22.5,6.9,5.0,-74.0,,,,,,-21.4,,,87.0,,-8.2,181.5,,5.1,15.6,-153.7,13.0,19.0,,-89.5,,15.2,-25.0,,,-22.0,-8.7,,False,False,True,False,,,,,,False,,,False,,False,False,,True,False,False,False,False,,False,,False,False,,,False,False,
42073,31,18.0,16.2,,15.0,7.0,,,,,,26.5,,,15.0,,15.8,23.5,,9.9,17.7,23.6,21.0,6.0,,4.1,,14.8,,,,11.0,13.2,,-13.0,-14.8,,-16.0,-24.0,,,,,,-4.5,,,-16.0,,-15.2,-7.5,,-21.1,-13.3,-7.4,-10.0,-25.0,,-26.9,,-16.2,,,,-20.0,-17.8,,False,,False,False,,,,,,True,,,False,,False,True,,False,False,True,True,False,,False,,False,,,,False,False,
42075,97,84.0,84.7,,87.0,96.0,,,,,,58.9,,,93.0,,84.6,100.8,,88.5,112.3,47.9,128.0,154.0,,125.6,,75.1,118.0,,,89.0,71.5,,-13.0,-12.3,,-10.0,-1.0,,,,,,-38.1,,,-4.0,,-12.4,3.8,,-8.5,15.3,-49.1,31.0,57.0,,28.6,,-21.9,21.0,,,-8.0,-25.5,,True,,True,True,,,,,,False,,,True,,True,True,,True,False,False,False,False,,False,,False,False,,,True,False,
42077,134,128.0,129.4,,129.0,110.0,,,,,,92.5,,,132.0,,106.0,132.3,,131.1,149.2,140.7,150.0,131.0,,89.5,,128.2,163.0,,,85.0,111.2,,-6.0,-4.6,,-5.0,-24.0,,,,,,-41.5,,,-2.0,,-28.0,-1.7,,-2.9,15.2,6.7,16.0,-3.0,,-44.5,,-5.8,29.0,,,-49.0,-22.8,,True,,True,False,,,,,,False,,,True,,False,True,,True,False,False,False,True,,False,,True,False,,,False,False,
42079,69,75.0,76.9,,73.0,43.0,,,,,,78.8,,,109.0,,61.8,190.0,,58.8,91.9,94.1,77.0,107.0,,56.0,,72.2,74.0,,,57.0,74.8,,6.0,7.9,,4.0,-26.0,,,,,,9.8,,,40.0,,-7.2,121.0,,-10.2,22.9,25.1,8.0,38.0,,-13.0,,3.2,5.0,,,-12.0,5.8,,False,,True,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,True,,,False,True,
42081,53,48.0,46.7,,47.0,33.0,,,,,,39.9,,,55.0,,42.5,81.9,,67.1,75.9,74.2,62.0,43.0,,27.4,,46.4,,,,36.0,41.5,,-5.0,-6.3,,-6.0,-20.0,,,,,,-13.1,,,2.0,,-10.5,28.9,,14.1,22.9,21.2,9.0,-10.0,,-25.6,,-6.6,,,,-17.0,-11.5,,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,
42083,3,4.0,4.6,,4.0,7.0,,,,,,2.9,,,9.0,,4.2,8.9,,0.7,0.4,,0.0,5.0,,1.3,,4.1,,,,5.0,4.0,4.6,1.0,1.6,,1.0,4.0,,,,,,-0.1,,,6.0,,1.2,5.9,,-2.3,-2.6,,-3.0,2.0,,-1.7,,1.1,,,,2.0,1.0,1.6,False,,False,False,,,,,,True,,,False,,False,False,,False,False,,False,False,,False,,False,,,,False,True,False
42085,32,37.0,40.5,,29.0,65.0,,,,,,34.5,,,24.0,,34.2,66.0,,15.5,29.1,72.3,39.0,18.0,,21.2,,29.2,,,,41.0,39.3,5.0,5.0,8.5,,-3.0,33.0,,,,,,2.5,,,-8.0,,2.2,34.0,,-16.5,-2.9,40.3,7.0,-14.0,,-10.8,,-2.8,,,,9.0,7.3,-27.0,False,,True,False,,,,,,True,,,False,,True,False,,False,True,False,False,False,,False,,True,,,,False,False,False
42087,10,13.0,13.5,,13.0,22.0,,,,,,10.7,,,20.0,,16.9,32.7,,4.7,14.0,29.3,14.0,15.0,,10.5,,11.7,,,,13.0,14.4,16.3,3.0,3.5,,3.0,12.0,,,,,,0.7,,,10.0,,6.9,22.7,,-5.3,4.0,19.3,4.0,5.0,,0.5,,1.7,,,,3.0,4.4,6.3,False,,False,False,,,,,,True,,,False,,False,False,,False,False,False,False,False,,True,,True,,,,False,False,False
42089,26,18.0,18.0,,17.0,14.0,,,,,,17.9,,,24.0,,18.2,44.9,,7.6,16.0,72.3,32.0,41.0,,16.4,,17.7,16.0,,,11.0,18.2,,-8.0,-8.0,,-9.0,-12.0,,,,,,-8.1,,,-2.0,,-7.8,18.9,,-18.4,-10.0,46.3,6.0,15.0,,-9.6,,-8.3,-10.0,,,-15.0,-7.8,,False,,False,False,,,,,,False,,,True,,True,False,,False,False,False,True,False,,False,,False,False,,,False,True,
42091,253,247.0,248.7,263.5,247.0,263.0,,,,,,285.3,,,290.0,,186.5,353.6,,188.8,270.2,303.7,261.0,342.0,,189.2,,242.8,227.0,,,213.0,269.7,,-6.0,-4.3,10.5,-6.0,10.0,,,,,,32.3,,,37.0,,-66.5,100.6,,-64.2,17.2,50.7,8.0,89.0,,-63.8,,-10.2,-26.0,,,-40.0,16.7,,True,False,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,
42093,31,8.0,7.8,,8.0,7.0,,,,,,0.7,,,8.0,,6.9,6.4,,6.7,11.6,14.4,7.0,20.0,,3.7,,9.1,,,,1.0,7.7,,-23.0,-23.2,,-23.0,-24.0,,,,,,-30.3,,,-23.0,,-24.1,-24.6,,-24.3,-19.4,-16.6,-24.0,-11.0,,-27.3,,-21.9,,,,-30.0,-23.3,,False,,False,False,,,,,,False,,,False,,False,False,,False,True,True,False,True,,False,,True,,,,False,False,
42095,78,112.0,106.0,,104.0,143.0,,,,,,72.8,,,69.0,,87.7,105.3,,83.6,104.9,127.7,160.0,109.0,,65.4,,103.7,116.0,,,119.0,104.2,,34.0,28.0,,26.0,65.0,,,,,,-5.2,,,-9.0,,9.7,27.3,,5.6,26.9,49.7,82.0,31.0,,-12.6,,25.7,38.0,,,41.0,26.2,,True,,True,False,,,,,,True,,,True,,True,True,,True,True,False,False,True,,True,,True,False,,,False,True,
42097,122,115.0,111.5,,130.0,163.0,,,,,,60.7,,,45.0,,130.0,89.0,,164.3,163.4,113.2,142.0,145.0,,383.7,,118.5,,,,131.0,93.3,,-7.0,-10.5,,8.0,41.0,,,,,,-61.3,,,-77.0,,8.0,-33.0,,42.3,41.4,-8.8,20.0,23.0,,261.7,,-3.5,,,,9.0,-28.7,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,
42099,21,14.0,13.1,,14.0,7.0,,,,,,10.8,,,14.0,,17.7,27.3,,9.4,18.6,23.8,14.0,17.0,,10.6,,14.6,,,,21.0,6.9,8.5,-7.0,-7.9,,-7.0,-14.0,,,,,,-10.2,,,-7.0,,-3.3,6.3,,-11.6,-2.4,2.8,-7.0,-4.0,,-10.4,,-6.4,,,,0.0,-14.1,-12.5,False,,False,False,,,,,,False,,,False,,True,True,,False,True,True,False,True,,False,,True,,,,True,False,False
42101,1315,604.0,625.4,540.4,402.0,145.0,,,,,,388.7,,,444.0,,666.2,847.9,,310.2,385.4,250.7,483.0,643.0,,70.5,,635.7,402.0,,,561.0,607.0,254.8,-711.0,-689.6,-774.6,-913.0,-1170.0,,,,,,-926.3,,,-871.0,,-648.8,-467.1,,-1004.8,-929.6,-1064.3,-832.0,-672.0,,-1244.5,,-679.3,-913.0,,,-754.0,-708.0,-1060.2,True,False,False,False,,,,,,False,,,False,,True,True,,False,False,False,False,True,,False,,True,False,,,False,True,False
42103,16,9.0,9.2,,9.0,7.0,,,,,,1.7,,,5.0,,9.3,14.5,,5.0,10.3,23.1,14.0,5.0,,11.8,,7.5,,,,9.0,8.2,11.4,-7.0,-6.8,,-7.0,-9.0,,,,,,-14.3,,,-11.0,,-6.7,-1.5,,-11.0,-5.7,7.1,-2.0,-11.0,,-4.2,,-8.5,,,,-7.0,-7.8,-4.6,True,,False,False,,,,,,False,,,False,,True,True,,False,True,False,True,False,,True,,False,,,,False,False,True
42105,2,3.0,3.3,,2.0,0.0,,,,,,0.5,,,4.0,,3.6,1.8,,1.2,1.6,,0.0,12.0,,1.9,,2.7,,,,5.0,0.0,0.5,1.0,1.3,,0.0,-2.0,,,,,,-1.5,,,2.0,,1.6,-0.2,,-0.8,-0.4,,-2.0,10.0,,-0.1,,0.7,,,,3.0,-2.0,-1.5,False,,True,False,,,,,,False,,,False,,False,True,,True,True,,False,False,,True,,True,,,,False,False,False
42107,102,64.0,65.1,,65.0,83.0,,,,,,36.1,,,63.0,,52.0,82.2,,86.5,86.6,39.5,72.0,106.0,,100.3,,57.3,123.0,,,32.0,48.7,,-38.0,-36.9,,-37.0,-19.0,,,,,,-65.9,,,-39.0,,-50.0,-19.8,,-15.5,-15.4,-62.5,-30.0,4.0,,-1.7,,-44.7,21.0,,,-70.0,-53.3,,True,,True,True,,,,,,False,,,False,,False,True,,True,True,False,True,True,,True,,False,True,,,False,False,
42109,61,50.0,49.9,,50.0,82.0,,,,,,25.1,,,18.0,,58.8,46.1,,38.2,56.0,58.3,73.0,52.0,,58.3,,43.3,,,,50.0,47.8,,-11.0,-11.1,,-11.0,21.0,,,,,,-35.9,,,-43.0,,-2.2,-14.9,,-22.8,-5.0,-2.7,12.0,-9.0,,-2.7,,-17.7,,,,-11.0,-13.2,,False,,False,False,,,,,,False,,,False,,True,False,,False,True,True,False,True,,True,,False,,,,False,False,
42111,16,12.0,10.7,,11.0,10.0,,,,,,0.6,,,17.0,,10.5,26.9,,6.7,15.0,29.1,12.0,6.0,,7.8,,11.6,,,,11.0,10.8,10.7,-4.0,-5.3,,-5.0,-6.0,,,,,,-15.4,,,1.0,,-5.5,10.9,,-9.3,-1.0,13.1,-4.0,-10.0,,-8.2,,-4.4,,,,-5.0,-5.2,-5.3,False,,False,False,,,,,,False,,,True,,False,False,,False,True,False,False,False,,False,,False,,,,False,False,False
42113,1,1.0,1.0,,1.0,0.0,,,,,,2.0,,,2.0,,0.1,0.3,,1.1,1.1,,0.0,0.0,,0.1,,,,,,0.0,0.5,5.2,0.0,-0.0,,0.0,-1.0,,,,,,1.0,,,1.0,,-0.9,-0.7,,0.1,0.1,,-1.0,-1.0,,-0.9,,,,,,-1.0,-0.5,4.2,False,,True,False,,,,,,False,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
42115,7,0.0,0.0,,2.0,6.0,,,,,,4.0,,,8.0,,1.5,20.4,,0.1,1.4,22.5,3.0,7.0,,1.2,,4.0,,,,3.0,3.8,5.1,-7.0,-7.0,,-5.0,-1.0,,,,,,-3.0,,,1.0,,-5.5,13.4,,-6.9,-5.6,15.5,-4.0,0.0,,-5.8,,-3.0,,,,-4.0,-3.2,-1.9,False,,True,True,,,,,,True,,,True,,True,False,,True,True,False,True,True,,True,,True,,,,True,True,True
42117,15,7.0,7.4,,7.0,11.0,,,,,,0.2,,,10.0,,7.1,9.6,,2.9,5.7,,7.0,7.0,,9.1,,6.6,,,,18.0,2.7,10.6,-8.0,-7.6,,-8.0,-4.0,,,,,,-14.8,,,-5.0,,-7.9,-5.4,,-12.1,-9.3,,-8.0,-8.0,,-5.9,,-8.4,,,,3.0,-12.3,-4.4,True,,False,True,,,,,,False,,,True,,True,True,,False,False,,False,False,,True,,False,,,,True,False,True
42119,21,21.0,19.8,,20.0,7.0,,,,,,34.2,,,37.0,,15.1,48.6,,9.9,23.9,38.9,17.0,42.0,,16.7,,21.5,,,,8.0,15.6,11.6,0.0,-1.2,,-1.0,-14.0,,,,,,13.2,,,16.0,,-5.9,27.6,,-11.1,2.9,17.9,-4.0,21.0,,-4.3,,0.5,,,,-13.0,-5.4,-9.4,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
42121,12,4.0,4.0,,4.0,7.0,,,,,,2.2,,,7.0,,5.5,11.7,,2.2,2.4,,6.0,13.0,,1.7,,3.6,,,,4.0,4.6,4.8,-8.0,-8.0,,-8.0,-5.0,,,,,,-9.8,,,-5.0,,-6.5,-0.3,,-9.8,-9.6,,-6.0,1.0,,-10.3,,-8.4,,,,-8.0,-7.4,-7.2,False,,False,True,,,,,,False,,,True,,True,True,,False,False,,True,True,,False,,False,,,,False,True,True
42123,1,1.0,1.1,,1.0,2.0,,,,,,4.0,,,9.0,,1.6,7.5,,0.4,0.1,,0.0,9.0,,1.6,,,,,,0.0,1.7,4.9,0.0,0.1,,0.0,1.0,,,,,,3.0,,,8.0,,0.6,6.5,,-0.6,-0.9,,-1.0,8.0,,0.6,,,,,,-1.0,0.7,3.9,False,,True,False,,,,,,False,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
42125,75,53.0,51.7,,50.0,48.0,,,,,,73.5,,,62.0,,53.5,114.1,,42.7,63.1,104.4,57.0,64.0,,4.0,,45.0,49.0,,,56.0,54.3,48.4,-22.0,-23.3,,-25.0,-27.0,,,,,,-1.5,,,-13.0,,-21.5,39.1,,-32.3,-11.9,29.4,-18.0,-11.0,,-71.0,,-30.0,-26.0,,,-19.0,-20.7,-26.6,False,,False,False,,,,,,True,,,True,,True,False,,False,True,False,True,True,,False,,False,False,,,True,True,False
42127,27,12.0,11.9,,12.0,16.0,,,,,,0.7,,,4.0,,11.9,22.8,,10.9,19.3,22.8,9.0,18.0,,19.5,,11.1,,,,15.0,11.9,6.5,-15.0,-15.1,,-15.0,-11.0,,,,,,-26.3,,,-23.0,,-15.1,-4.2,,-16.1,-7.7,-4.2,-18.0,-9.0,,-7.5,,-15.9,,,,-12.0,-15.1,-20.5,False,,False,True,,,,,,False,,,False,,False,True,,False,True,True,False,True,,True,,False,,,,True,False,False
42129,150,157.0,158.7,,150.0,233.0,,,,,,96.0,,,96.0,,151.2,216.5,,156.3,148.6,94.0,193.0,274.0,,10.8,,148.6,196.0,,,153.0,134.2,,7.0,8.7,,0.0,83.0,,,,,,-54.0,,,-54.0,,1.2,66.5,,6.3,-1.4,-56.0,43.0,124.0,,-139.2,,-1.4,46.0,,,3.0,-15.8,,False,,True,False,,,,,,False,,,False,,True,False,,True,True,False,False,False,,False,,True,False,,,True,False,
42131,4,3.0,2.9,,2.0,0.0,,,,,,2.5,,,2.0,,4.2,4.9,,2.0,2.2,,,9.0,,1.7,,2.6,,,,0.0,1.8,0.9,-1.0,-1.1,,-2.0,-4.0,,,,,,-1.5,,,-2.0,,0.2,0.9,,-2.0,-1.8,,,5.0,,-2.3,,-1.4,,,,-4.0,-2.2,-3.1,False,,False,False,,,,,,False,,,False,,True,True,,False,False,,,False,,False,,False,,,,False,False,False
42133,224,331.0,327.1,,329.0,261.0,,,,,,432.7,,,303.0,,346.2,462.9,,340.4,307.0,434.9,315.0,706.0,,330.4,,316.6,350.0,,,281.0,333.1,,107.0,103.1,,105.0,37.0,,,,,,208.7,,,79.0,,122.2,238.9,,116.4,83.0,210.9,91.0,482.0,,106.4,,92.6,126.0,,,57.0,109.1,,True,,True,True,,,,,,False,,,True,,False,False,,False,True,False,True,False,,True,,True,False,,,True,False,
44001,10,22.0,21.7,,21.0,21.0,,,,,,2.4,,,9.0,,28.7,27.4,,0.1,2.6,29.9,,27.0,,9.6,,21.0,,,,14.0,,,12.0,11.7,,11.0,11.0,,,,,,-7.6,,,-1.0,,18.7,17.4,,-9.9,-7.4,19.9,,17.0,,-0.4,,11.0,,,,4.0,,,True,,True,True,,,,,,True,,,True,,False,False,,True,True,False,,False,,True,,True,,,,True,,
44003,78,71.0,71.4,,71.0,75.0,,,,,,71.4,,,96.0,,75.2,130.4,,0.6,8.1,76.0,89.0,94.0,,25.7,,70.3,41.0,,,47.0,,,-7.0,-6.6,,-7.0,-3.0,,,,,,-6.6,,,18.0,,-2.8,52.4,,-77.4,-69.9,-2.0,11.0,16.0,,-52.3,,-7.7,-37.0,,,-31.0,,,True,,False,True,,,,,,True,,,False,,True,False,,False,False,True,False,False,,False,,False,False,,,False,,
44005,12,16.0,16.2,,14.0,12.0,,,,,,21.9,,,14.0,,17.2,58.2,,0.0,2.6,53.2,,46.0,,5.7,,13.8,,,,21.0,,,4.0,4.2,,2.0,0.0,,,,,,9.9,,,2.0,,5.2,46.2,,-12.0,-9.4,41.2,,34.0,,-6.3,,1.8,,,,9.0,,,False,,True,True,,,,,,False,,,True,,False,False,,False,False,False,,False,,False,,True,,,,False,,
44007,490,496.0,490.4,460.8,394.0,551.0,,,,,,498.8,,,1967.0,,423.8,448.8,,10.0,103.6,146.8,527.0,387.0,,53.2,,394.1,306.0,,,200.0,,,6.0,0.4,-29.2,-96.0,61.0,,,,,,8.8,,,1477.0,,-66.2,-41.2,,-480.0,-386.4,-343.2,37.0,-103.0,,-436.8,,-95.9,-184.0,,,-290.0,,,True,False,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,,
44009,74,50.0,49.9,,38.0,14.0,,,,,,27.8,,,38.0,,62.3,68.0,,0.6,4.1,47.9,57.0,77.0,,14.4,,44.6,,,,27.0,,,-24.0,-24.1,,-36.0,-60.0,,,,,,-46.2,,,-36.0,,-11.7,-6.0,,-73.4,-69.9,-26.1,-17.0,3.0,,-59.6,,-29.4,,,,-47.0,,,False,,False,False,,,,,,False,,,False,,True,True,,False,False,False,True,True,,False,,False,,,,False,,
45001,55,48.0,50.7,,37.0,39.0,,,,,,24.0,,,28.0,,56.2,14.8,,21.5,36.9,21.1,66.0,43.0,,26.3,,43.1,,,,48.0,42.1,29.7,-7.0,-4.3,,-18.0,-16.0,,,,,,-31.0,,,-27.0,,1.2,-40.2,,-33.5,-18.1,-33.9,11.0,-12.0,,-28.7,,-11.9,,,,-7.0,-12.9,-25.3,True,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,False
45003,242,1516.0,1521.6,,291.0,258.0,,,,,,262.5,,,291.0,,2011.4,117.0,,98.4,240.8,385.5,1359.0,1409.0,,101.3,,1281.7,,,,1792.0,1141.0,,1274.0,1279.6,,49.0,16.0,,,,,,20.5,,,49.0,,1769.4,-125.0,,-143.6,-1.2,143.5,1117.0,1167.0,,-140.7,,1039.7,,,,1550.0,899.0,,False,,True,True,,,,,,True,,,True,,False,True,,True,True,True,True,True,,True,,True,,,,False,True,
45005,22,26.0,24.6,,20.0,7.0,,,,,,14.1,,,24.0,,34.6,7.6,,10.7,20.4,8.6,41.0,18.0,,3.9,,23.9,,,,24.0,23.9,12.4,4.0,2.6,,-2.0,-15.0,,,,,,-7.9,,,2.0,,12.6,-14.4,,-11.3,-1.6,-13.4,19.0,-4.0,,-18.1,,1.9,,,,2.0,1.9,-9.6,True,,True,False,,,,,,False,,,True,,False,False,,False,True,False,False,False,,False,,True,,,,True,True,False
45007,253,450.0,447.3,,374.0,640.0,,,,,,363.3,,,258.0,,413.4,108.2,,339.4,345.0,298.7,600.0,308.0,,181.9,,384.5,372.0,,,309.0,402.3,,197.0,194.3,,121.0,387.0,,,,,,110.3,,,5.0,,160.4,-144.8,,86.4,92.0,45.7,347.0,55.0,,-71.1,,131.5,119.0,,,56.0,149.3,,True,,True,False,,,,,,True,,,True,,True,True,,True,True,True,False,True,,True,,True,True,,,True,True,
45009,10,32.0,32.1,,24.0,10.0,,,,,,15.1,,,24.0,,34.8,8.8,,13.4,25.5,0.0,43.0,34.0,,9.3,,32.0,,,,24.0,26.9,2.1,22.0,22.1,,14.0,0.0,,,,,,5.1,,,14.0,,24.8,-1.2,,3.4,15.5,-10.0,33.0,24.0,,-0.7,,22.0,,,,14.0,16.9,-7.9,False,,True,True,,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,False,,,,True,True,True
45011,52,102.0,98.1,,37.0,37.0,,,,,,28.6,,,22.0,,126.4,15.2,,31.7,46.4,20.3,95.0,106.0,,14.2,,93.3,,,,90.0,65.7,,50.0,46.1,,-15.0,-15.0,,,,,,-23.4,,,-30.0,,74.4,-36.8,,-20.3,-5.6,-31.7,43.0,54.0,,-37.8,,41.3,,,,38.0,13.7,,True,,True,True,,,,,,True,,,True,,False,True,,True,True,True,True,False,,True,,True,,,,True,True,
45013,132,211.0,197.4,,155.0,437.0,,,,,,168.7,,,138.0,,234.5,77.1,,113.7,151.3,59.4,233.0,371.0,,39.5,,175.2,158.0,,,211.0,130.2,45.7,79.0,65.4,,23.0,305.0,,,,,,36.7,,,6.0,,102.5,-54.9,,-18.3,19.3,-72.6,101.0,239.0,,-92.5,,43.2,26.0,,,79.0,-1.8,-86.3,True,,True,False,,,,,,True,,,True,,False,True,,True,True,True,False,False,,False,,True,True,,,False,True,False
