,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,3139,288.2,79.0,873.7,0.0,26.2,233.5,22838.2
CEID-Walk,3141,341.9,96.5,972.3,0.0,29.3,272.1,23961.6
COVIDhub-ensemble,3141,374.9,108.0,1076.3,0.0,36.0,294.0,25207.0
USC-SI_kJalpha,2774,389.8,114.0,1283.9,0.0,39.0,306.0,36886.0
LNQ-ens1,3141,402.3,105.9,1264.2,0.0,34.5,304.2,36336.5
COVIDhub-baseline,3141,407.8,83.0,1905.5,0.0,27.0,245.0,60508.0
CU-select,3103,437.9,103.0,1608.2,0.0,35.0,302.0,50992.0
LANL-GrowthRate,2951,454.1,133.4,1501.8,0.0,48.6,349.2,40519.9
OliverWyman-Navigator,2550,459.6,128.0,1415.6,0.0,41.0,370.0,42351.0
UCLA-SuEIR,2716,477.0,98.9,2097.8,0.0,32.7,321.6,64429.1
PandemicCentral-USCounty,3080,545.4,146.0,1672.4,0.0,49.0,436.0,49410.0
RobertWalraven-ESG,3141,608.0,124.4,3635.4,0.0,43.1,371.5,161589.9
Yu_Group-CLEP,3139,610.4,163.0,2008.8,0.0,55.7,464.3,54311.5
