,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,6189.6,3770.0,7137.8,61.9,1656.5,8325.2,33380.8
COVIDhub-baseline,51,6193.1,2891.0,10063.8,15.0,846.5,7584.5,59616.0
JHU_IDD-CovidSP,51,7689.2,4967.8,9649.8,69.5,1265.7,9589.2,49066.3
IowaStateLW-STEM,49,7811.2,3429.0,13060.6,115.0,1579.0,7144.5,68211.0
Karlen-pypm,51,8170.4,5791.0,9363.8,48.9,1466.9,12098.8,46054.9
UCLA-SuEIR,51,8427.5,4137.2,12544.8,110.4,1525.8,8307.0,58935.7
USC-SI_kJalpha,51,8790.1,4640.0,11451.6,102.0,1402.0,11180.5,58898.0
USACE-ERDC_SEIR,51,10224.4,5258.4,14711.3,177.1,1027.0,11410.0,73028.5
LANL-GrowthRate,51,10423.8,6858.9,13344.2,15.9,2654.9,12603.9,78282.3
CU-select,51,12319.3,4094.0,23942.6,18.0,1572.0,12142.5,158718.0
RobertWalraven-ESG,51,13029.2,8337.3,16699.5,72.1,3446.2,16744.8,101076.0
CovidAnalytics-DELPHI,51,13196.6,9963.0,14157.2,127.0,2683.0,18511.0,66084.0
