,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,83.0,23.8,343.9,0.0,7.6,67.6,14428.8
COVIDhub-ensemble,3141,86.2,24.0,379.1,0.0,8.0,69.0,16804.0
COVIDhub-baseline,3141,103.9,27.0,374.9,0.0,8.0,74.0,11767.0
CEID-Walk,3141,106.5,26.6,405.1,0.0,8.5,74.9,12123.2
UCLA-SuEIR,2797,107.2,28.4,448.9,0.0,9.3,80.3,16701.8
JHU_IDD-CovidSP,3139,112.6,30.5,427.1,0.0,9.1,87.0,17677.9
LANL-GrowthRate,2951,122.7,44.7,411.5,0.0,15.8,107.3,16789.1
USC-SI_kJalpha,2789,124.1,34.0,449.8,0.0,11.0,88.0,11338.0
IowaStateLW-STEM,3103,128.9,28.0,1007.2,0.0,9.0,77.0,42617.0
JHUAPL-Bucky,3141,136.8,48.2,442.1,0.0,14.4,122.8,17313.7
OliverWyman-Navigator,2686,139.6,34.0,424.1,0.0,11.7,104.0,12345.0
RobertWalraven-ESG,3141,155.8,41.1,529.0,0.0,12.5,115.8,16901.7
MITCovAlliance-SIR,2292,161.5,37.9,699.8,0.0,13.1,111.2,25381.2
CU-select,3098,200.9,36.0,952.8,0.0,11.0,105.0,25625.0
UVA-Ensemble,2779,234.3,39.5,1552.6,0.0,11.0,128.8,76053.8
Yu_Group-CLEP,3128,437.5,76.0,1525.1,0.0,27.5,256.8,38394.2
