,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
30035,99,14.0,13.7,,13.0,0.0,,,,,,,,0.0,,17.5,14.8,,12.8,18.9,0.0,13.0,20.0,,10.6,,,,,19.0,18.4,18.1,-85.0,-85.3,,-86.0,-99.0,,,,,,,,-99.0,,-81.5,-84.2,,-86.2,-80.1,-99.0,-86.0,-79.0,,-88.4,,,,,-80.0,-80.6,-80.9,False,,False,False,,,,,,,,False,,True,True,,False,True,False,False,True,,False,,,,,True,True,True
30037,1,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.3,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,1.0,3.4,-1.0,-1.0,,-1.0,-1.0,,,,,,,,-1.0,,-0.7,-1.0,,-1.0,-1.0,,-1.0,-1.0,,-1.0,,,,,-1.0,0.0,2.4,False,,False,False,,,,,,,,False,,True,True,,True,True,,False,False,,False,,,,,False,True,False
30039,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.9,0.8,,,0.1,,0.0,1.0,,1.3,,,,,0.0,1.7,4.9,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.9,0.8,,,0.1,,0.0,1.0,,1.3,,,,,0.0,1.7,4.9,False,,True,True,,,,,,,,True,,False,False,,,False,,True,False,,False,,,,,True,False,False
30041,21,21.0,21.7,,19.0,0.0,,,,,,,,31.0,,24.1,7.7,,9.5,13.0,15.1,21.0,19.0,,2.7,,,,,15.0,18.8,21.9,0.0,0.7,,-2.0,-21.0,,,,,,,,10.0,,3.1,-13.3,,-11.5,-8.0,-5.9,0.0,-2.0,,-18.3,,,,,-6.0,-2.2,0.9,False,,False,False,,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,False,False,False
30043,19,10.0,10.3,,6.0,,,,,,,,,4.0,,7.8,6.5,,1.1,5.2,,11.0,13.0,,6.3,,,,,7.0,8.9,23.4,-9.0,-8.7,,-13.0,,,,,,,,,-15.0,,-11.2,-12.5,,-17.9,-13.8,,-8.0,-6.0,,-12.7,,,,,-12.0,-10.1,4.4,True,,False,,,,,,,,,False,,False,False,,False,False,,True,True,,False,,,,,False,False,True
30045,1,0.0,0.4,,0.0,0.0,,,,,,,,0.0,,0.1,0.4,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.8,3.6,-1.0,-0.6,,-1.0,-1.0,,,,,,,,-1.0,,-0.9,-0.6,,,-1.0,,-1.0,-1.0,,-1.0,,,,,-1.0,0.8,2.6,True,,False,False,,,,,,,,False,,True,True,,,True,,False,False,,False,,,,,False,True,False
30047,25,19.0,19.5,,12.0,0.0,,,,,,,,5.0,,36.8,19.1,,3.8,12.3,20.6,15.0,0.0,,11.4,,,,,15.0,21.6,22.2,-6.0,-5.5,,-13.0,-25.0,,,,,,,,-20.0,,11.8,-5.9,,-21.2,-12.7,-4.4,-10.0,-25.0,,-13.6,,,,,-10.0,-3.4,-2.8,True,,False,False,,,,,,,,False,,False,True,,False,False,True,False,False,,False,,,,,False,True,True
30049,52,14.0,14.7,,14.0,0.0,,,,,,,,25.0,,20.3,10.8,,4.4,11.8,17.1,17.0,19.0,,3.8,,,,,14.0,14.0,23.5,-38.0,-37.3,,-38.0,-52.0,,,,,,,,-27.0,,-31.7,-41.2,,-47.6,-40.2,-34.9,-35.0,-33.0,,-48.2,,,,,-38.0,-38.0,-28.5,True,,False,False,,,,,,,,True,,True,False,,False,False,True,True,True,,False,,,,,False,False,True
30051,2,1.0,0.8,,1.0,0.0,,,,,,,,0.0,,7.4,2.2,,0.2,0.5,,0.0,7.0,,0.5,,,,,1.0,2.0,5.8,-1.0,-1.2,,-1.0,-2.0,,,,,,,,-2.0,,5.4,0.2,,-1.8,-1.5,,-2.0,5.0,,-1.5,,,,,-1.0,0.0,3.8,False,,False,False,,,,,,,,False,,False,True,,False,False,,False,False,,False,,,,,False,True,False
30053,5,2.0,3.0,,2.0,0.0,,,,,,,,0.0,,1.6,5.9,,0.2,1.8,9.0,4.0,10.0,,0.0,,,,,1.0,3.9,7.7,-3.0,-2.0,,-3.0,-5.0,,,,,,,,-5.0,,-3.4,0.9,,-4.8,-3.2,4.0,-1.0,5.0,,-5.0,,,,,-4.0,-1.1,2.7,True,,False,False,,,,,,,,False,,False,True,,False,False,False,True,False,,False,,,,,False,True,True
30055,0,4.0,4.3,,3.0,0.0,,,,,,,,4.0,,4.9,1.8,,,0.5,,,2.0,,0.3,,,,,4.0,3.3,6.0,4.0,4.3,,3.0,0.0,,,,,,,,4.0,,4.9,1.8,,,0.5,,,2.0,,0.3,,,,,4.0,3.3,6.0,False,,True,True,,,,,,,,False,,False,True,,,True,,,True,,True,,,,,False,True,False
30057,4,1.0,1.2,,1.0,0.0,,,,,,,,6.0,,1.1,1.3,,2.5,0.4,,,2.0,,0.3,,,,,1.0,1.8,9.8,-3.0,-2.8,,-3.0,-4.0,,,,,,,,2.0,,-2.9,-2.7,,-1.5,-3.6,,,-2.0,,-3.7,,,,,-3.0,-2.2,5.8,True,,False,False,,,,,,,,True,,True,True,,True,False,,,True,,False,,,,,False,True,False
30059,1,15.0,14.6,,3.0,0.0,,,,,,,,0.0,,17.6,1.4,,1.3,4.9,,,7.0,,0.6,,,,,11.0,54.5,,14.0,13.6,,2.0,-1.0,,,,,,,,-1.0,,16.6,0.4,,0.3,3.9,,,6.0,,-0.4,,,,,10.0,53.5,,True,,True,True,,,,,,,,True,,False,True,,True,True,,,True,,True,,,,,True,False,
30061,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.1,0.3,,,0.0,,0.0,1.0,,0.0,,,,,0.0,1.4,3.1,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.1,0.3,,,0.0,,0.0,1.0,,0.0,,,,,0.0,1.4,3.1,True,,True,True,,,,,,,,True,,False,False,,,False,,True,False,,True,,,,,True,False,False
30063,168,99.0,103.2,,73.0,6.0,,,,,,,,124.0,,105.6,65.9,,57.1,52.5,58.6,112.0,137.0,,29.4,,,,,75.0,118.9,137.6,-69.0,-64.8,,-95.0,-162.0,,,,,,,,-44.0,,-62.4,-102.1,,-110.9,-115.5,-109.4,-56.0,-31.0,,-138.7,,,,,-93.0,-49.1,-30.4,True,,False,False,,,,,,,,True,,True,False,,False,False,False,True,True,,False,,,,,False,True,True
30065,3,9.0,8.5,,9.0,,,,,,,,,12.0,,11.6,5.7,,1.6,6.1,,7.0,5.0,,3.5,,,,,9.0,8.8,13.9,6.0,5.5,,6.0,,,,,,,,,9.0,,8.6,2.7,,-1.4,3.1,,4.0,2.0,,0.5,,,,,6.0,5.8,10.9,True,,False,,,,,,,,,False,,False,True,,True,True,,True,True,,True,,,,,False,True,False
30067,12,10.0,9.4,,8.0,0.0,,,,,,,,7.0,,12.3,5.1,,4.4,9.3,,7.0,0.0,,7.0,,,,,10.0,8.9,15.5,-2.0,-2.6,,-4.0,-12.0,,,,,,,,-5.0,,0.3,-6.9,,-7.6,-2.7,,-5.0,-12.0,,-5.0,,,,,-2.0,-3.1,3.5,False,,False,False,,,,,,,,False,,True,False,,False,False,,False,False,,False,,,,,False,False,False
30069,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.2,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,1.8,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.2,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,1.8,True,,True,True,,,,,,,,False,,False,True,,,True,,True,True,,True,,,,,,False,False
30071,4,3.0,3.1,,2.0,0.0,,,,,,,,25.0,,2.5,0.4,,,0.6,0.0,,7.0,,0.0,,,,,3.0,4.3,8.7,-1.0,-0.9,,-2.0,-4.0,,,,,,,,21.0,,-1.5,-3.6,,,-3.4,-4.0,,3.0,,-4.0,,,,,-1.0,0.3,4.7,True,,False,False,,,,,,,,False,,False,False,,,False,False,,False,,False,,,,,False,True,False
30073,7,4.0,3.8,,1.0,0.0,,,,,,,,0.0,,3.4,1.0,,0.3,1.1,,,3.0,,0.4,,,,,3.0,3.2,10.1,-3.0,-3.2,,-6.0,-7.0,,,,,,,,-7.0,,-3.6,-6.0,,-6.7,-5.9,,,-4.0,,-6.6,,,,,-4.0,-3.8,3.1,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,False,False
30075,6,1.0,1.0,,1.0,0.0,,,,,,,,3.0,,1.1,0.9,,,0.2,,0.0,3.0,,0.0,,,,,1.0,1.5,6.9,-5.0,-5.0,,-5.0,-6.0,,,,,,,,-3.0,,-4.9,-5.1,,,-5.8,,-6.0,-3.0,,-6.0,,,,,-5.0,-4.5,0.9,False,,False,False,,,,,,,,True,,True,False,,,False,,False,True,,False,,,,,False,True,True
30077,2,0.0,0.5,,0.0,0.0,,,,,,,,1.0,,0.1,1.0,,,0.0,,0.0,1.0,,0.0,,,,,0.0,1.5,4.1,-2.0,-1.5,,-2.0,-2.0,,,,,,,,-1.0,,-1.9,-1.0,,,-2.0,,-2.0,-1.0,,-2.0,,,,,-2.0,-0.5,2.1,True,,False,False,,,,,,,,True,,True,True,,,True,,False,True,,False,,,,,False,True,False
30079,1,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.2,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.6,2.8,-1.0,-1.0,,-1.0,-1.0,,,,,,,,0.0,,-1.0,-0.8,,,-1.0,,-1.0,-1.0,,-1.0,,,,,-1.0,0.6,1.8,False,,False,False,,,,,,,,True,,True,True,,,True,,False,False,,False,,,,,False,True,False
30081,14,11.0,10.0,,10.0,7.0,,,,,,,,15.0,,16.2,18.1,,3.5,5.9,12.7,14.0,9.0,,0.7,,,,,9.0,9.8,22.6,-3.0,-4.0,,-4.0,-7.0,,,,,,,,1.0,,2.2,4.1,,-10.5,-8.1,-1.3,0.0,-5.0,,-13.3,,,,,-5.0,-4.2,8.6,False,,False,False,,,,,,,,True,,True,False,,False,False,True,True,False,,False,,,,,False,False,False
30083,5,5.0,4.7,,3.0,0.0,,,,,,,,33.0,,3.8,4.7,,2.0,2.2,,5.0,5.0,,1.1,,,,,3.0,4.8,10.1,0.0,-0.3,,-2.0,-5.0,,,,,,,,28.0,,-1.2,-0.3,,-3.0,-2.8,,0.0,0.0,,-3.9,,,,,-2.0,-0.2,5.1,False,,False,False,,,,,,,,False,,False,False,,False,False,,True,True,,False,,,,,False,False,False
30085,189,73.0,72.0,,63.0,0.0,,,,,,,,24.0,,76.9,3.9,,63.4,39.0,0.0,77.0,113.0,,93.4,,,,,59.0,81.1,116.1,-116.0,-117.0,,-126.0,-189.0,,,,,,,,-165.0,,-112.1,-185.1,,-125.6,-150.0,-189.0,-112.0,-76.0,,-95.6,,,,,-130.0,-107.9,-72.9,False,,False,False,,,,,,,,False,,True,False,,False,False,False,True,True,,True,,,,,False,True,True
30087,74,131.0,128.7,,128.0,0.0,,,,,,,,38.0,,167.0,14.7,,128.0,99.9,3.4,138.0,137.0,,221.5,,,,,13.0,154.5,119.7,57.0,54.7,,54.0,-74.0,,,,,,,,-36.0,,93.0,-59.3,,54.0,25.9,-70.6,64.0,63.0,,147.5,,,,,-61.0,80.5,45.7,True,,True,False,,,,,,,,True,,False,False,,True,True,False,False,False,,False,,,,,False,False,True
30089,2,2.0,0.0,,2.0,0.0,,,,,,,,0.0,,1.8,3.8,,,2.1,,,6.0,,4.3,,,,,3.0,1.9,9.4,0.0,-2.0,,0.0,-2.0,,,,,,,,-2.0,,-0.2,1.8,,,0.1,,,4.0,,2.3,,,,,1.0,-0.1,7.4,False,,True,False,,,,,,,,False,,False,False,,,False,,,False,,False,,,,,False,False,False
30091,5,3.0,3.2,,2.0,0.0,,,,,,,,0.0,,2.3,0.4,,,0.8,,6.0,1.0,,4.2,,,,,2.0,2.2,8.4,-2.0,-1.8,,-3.0,-5.0,,,,,,,,-5.0,,-2.7,-4.6,,,-4.2,,1.0,-4.0,,-0.8,,,,,-3.0,-2.8,3.4,True,,False,False,,,,,,,,False,,False,False,,,False,,True,False,,True,,,,,False,False,False
30093,46,51.0,49.9,,28.0,0.0,,,,,,,,20.0,,83.1,15.2,,14.1,28.4,31.4,65.0,28.0,,15.9,,,,,38.0,44.8,57.5,5.0,3.9,,-18.0,-46.0,,,,,,,,-26.0,,37.1,-30.8,,-31.9,-17.6,-14.6,19.0,-18.0,,-30.1,,,,,-8.0,-1.2,11.5,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,False,True,False
30095,18,4.0,4.2,,3.0,0.0,,,,,,,,3.0,,4.9,5.8,,1.2,1.2,,,5.0,,1.1,,,,,2.0,4.0,10.1,-14.0,-13.8,,-15.0,-18.0,,,,,,,,-15.0,,-13.1,-12.2,,-16.8,-16.8,,,-13.0,,-16.9,,,,,-16.0,-14.0,-7.9,True,,False,False,,,,,,,,False,,True,True,,False,False,,,True,,False,,,,,False,False,True
30097,6,1.0,2.0,,1.0,0.0,,,,,,,,1.0,,1.3,2.8,,,0.5,,0.0,2.0,,7.4,,,,,1.0,2.5,3.5,-5.0,-4.0,,-5.0,-6.0,,,,,,,,-5.0,,-4.7,-3.2,,,-5.5,,-6.0,-4.0,,1.4,,,,,-5.0,-3.5,-2.5,True,,False,False,,,,,,,,False,,True,True,,,False,,False,True,,True,,,,,False,True,True
30099,1,1.0,1.2,,0.0,0.0,,,,,,,,0.0,,1.5,0.1,,,0.2,,0.0,3.0,,0.0,,,,,1.0,1.4,4.9,0.0,0.2,,-1.0,-1.0,,,,,,,,-1.0,,0.5,-0.9,,,-0.8,,-1.0,2.0,,-1.0,,,,,0.0,0.4,3.9,False,,False,False,,,,,,,,False,,False,False,,,False,,False,False,,False,,,,,True,False,False
30101,6,6.0,6.2,,5.0,,,,,,,,,0.0,,8.8,0.5,,1.6,4.7,,,10.0,,2.4,,,,,4.0,8.9,12.4,0.0,0.2,,-1.0,,,,,,,,,-6.0,,2.8,-5.5,,-4.4,-1.3,,,4.0,,-3.6,,,,,-2.0,2.9,6.4,False,,False,,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,False,False
30103,0,0.0,0.0,,0.0,0.0,,,,,,,,5.0,,0.4,0.1,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.0,3.5,0.0,0.0,,0.0,0.0,,,,,,,,5.0,,0.4,0.1,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.0,3.5,True,,True,True,,,,,,,,False,,False,False,,,True,,True,True,,True,,,,,True,False,False
30105,25,7.0,6.9,,5.0,0.0,,,,,,,,33.0,,1.8,5.2,,,5.5,,,3.0,,5.2,,,,,10.0,5.7,16.3,-18.0,-18.1,,-20.0,-25.0,,,,,,,,8.0,,-23.2,-19.8,,,-19.5,,,-22.0,,-19.8,,,,,-15.0,-19.3,-8.7,False,,False,False,,,,,,,,True,,False,False,,,False,,,False,,False,,,,,True,False,True
30107,8,3.0,3.3,,1.0,0.0,,,,,,,,1.0,,3.5,1.0,,0.1,0.9,,6.0,1.0,,0.7,,,,,1.0,2.2,9.7,-5.0,-4.7,,-7.0,-8.0,,,,,,,,-7.0,,-4.5,-7.0,,-7.9,-7.1,,-2.0,-7.0,,-7.3,,,,,-7.0,-5.8,1.7,True,,False,False,,,,,,,,False,,True,False,,False,False,,True,False,,False,,,,,False,False,True
30109,0,1.0,1.2,,1.0,0.0,,,,,,,,1.0,,0.0,1.1,,,0.2,,0.0,0.0,,0.1,,,,,1.0,1.8,5.6,1.0,1.2,,1.0,0.0,,,,,,,,1.0,,0.0,1.1,,,0.2,,0.0,0.0,,0.1,,,,,1.0,1.8,5.6,False,,False,True,,,,,,,,False,,True,False,,,True,,True,True,,True,,,,,False,False,False
30111,324,340.0,323.5,,323.0,180.0,,,,,,,,378.0,,304.7,240.0,,363.1,297.2,282.9,414.0,173.0,,248.2,308.8,325.0,,,306.0,336.5,304.4,16.0,-0.5,,-1.0,-144.0,,,,,,,,54.0,,-19.3,-84.0,,39.1,-26.8,-41.1,90.0,-151.0,,-75.8,-15.2,1.0,,,-18.0,12.5,-19.6,True,,True,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,True,,,False,True,False
31001,37,48.0,49.4,,42.0,60.0,,,,,,,,32.0,,53.2,36.9,,17.2,41.9,27.4,62.0,64.0,,29.8,,,,,38.0,46.5,55.8,11.0,12.4,,5.0,23.0,,,,,,,,-5.0,,16.2,-0.1,,-19.8,4.9,-9.6,25.0,27.0,,-7.2,,,,,1.0,9.5,18.8,False,,True,False,,,,,,,,True,,False,True,,False,True,True,False,False,,True,,,,,True,True,False
31003,15,17.0,18.1,,15.0,0.0,,,,,,,,5.0,,16.6,4.4,,3.6,13.0,,,14.0,,26.1,,,,,15.0,69.7,23.5,2.0,3.1,,0.0,-15.0,,,,,,,,-10.0,,1.6,-10.6,,-11.4,-2.0,,,-1.0,,11.1,,,,,0.0,54.7,8.5,False,,True,False,,,,,,,,False,,True,False,,False,False,,,True,,False,,,,,True,False,False
31005,0,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.2,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.0,2.8,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.2,,,0.0,,0.0,0.0,,0.0,,,,,0.0,1.0,2.8,True,,True,True,,,,,,,,False,,False,False,,,True,,True,True,,True,,,,,True,False,False
31007,0,0.0,0.1,,0.0,0.0,,,,,,,,5.0,,0.1,0.0,,,0.0,,0.0,1.0,,0.0,,,,,0.0,1.0,3.3,0.0,0.1,,0.0,0.0,,,,,,,,5.0,,0.1,0.0,,,0.0,,0.0,1.0,,0.0,,,,,0.0,1.0,3.3,False,,True,True,,,,,,,,False,,False,False,,,True,,True,False,,True,,,,,True,False,False
31009,1,0.0,0.0,,0.0,0.0,,,,,,,,1.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,1.7,-1.0,-1.0,,-1.0,-1.0,,,,,,,,0.0,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,,,,,,0.0,0.7,False,,False,False,,,,,,,,True,,True,False,,,True,,False,False,,False,,,,,,True,True
31011,15,18.0,18.3,,11.0,4.0,,,,,,,,4.0,,22.3,7.7,,2.1,11.4,,,23.0,,9.8,,,,,11.0,27.0,31.4,3.0,3.3,,-4.0,-11.0,,,,,,,,-11.0,,7.3,-7.3,,-12.9,-3.6,,,8.0,,-5.2,,,,,-4.0,12.0,16.4,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,False,False
31013,25,11.0,11.2,,6.0,2.0,,,,,,,,5.0,,14.5,9.2,,1.8,7.4,,12.0,6.0,,4.9,,,,,7.0,17.9,12.6,-14.0,-13.8,,-19.0,-23.0,,,,,,,,-20.0,,-10.5,-15.8,,-23.2,-17.6,,-13.0,-19.0,,-20.1,,,,,-18.0,-7.1,-12.4,True,,False,False,,,,,,,,False,,True,False,,False,False,,True,False,,False,,,,,False,True,True
31015,5,5.0,4.8,,3.0,0.0,,,,,,,,3.0,,6.3,0.9,,0.3,0.8,,,15.0,,2.2,,,,,3.0,4.5,17.0,0.0,-0.2,,-2.0,-5.0,,,,,,,,-2.0,,1.3,-4.1,,-4.7,-4.2,,,10.0,,-2.8,,,,,-2.0,-0.5,12.0,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,False,False,False
31017,17,7.0,6.9,,7.0,,,,,,,,,2.0,,15.7,7.8,,,13.9,,,6.0,,11.8,,,,,17.0,6.3,8.2,-10.0,-10.1,,-10.0,,,,,,,,,-15.0,,-1.3,-9.2,,,-3.1,,,-11.0,,-5.2,,,,,0.0,-10.7,-8.8,False,,False,,,,,,,,,False,,True,True,,,True,,,False,,True,,,,,True,False,True
31019,93,95.0,90.2,,94.0,94.0,,,,,,,,59.0,,120.0,105.4,,68.7,92.7,135.8,111.0,60.0,,97.5,,,,,77.0,125.3,124.4,2.0,-2.8,,1.0,1.0,,,,,,,,-34.0,,27.0,12.4,,-24.3,-0.3,42.8,18.0,-33.0,,4.5,,,,,-16.0,32.3,31.4,False,,True,True,,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,False,False,False
31021,2,3.0,2.9,,3.0,0.0,,,,,,,,5.0,,3.0,5.3,,3.0,1.2,,,0.0,,0.3,,,,,2.0,3.8,11.0,1.0,0.9,,1.0,-2.0,,,,,,,,3.0,,1.0,3.3,,1.0,-0.8,,,-2.0,,-1.7,,,,,0.0,1.8,9.0,True,,False,False,,,,,,,,False,,True,False,,False,True,,,False,,False,,,,,True,False,False
31023,7,6.0,6.7,,6.0,7.0,,,,,,,,4.0,,6.3,8.0,,1.9,3.9,9.2,7.0,7.0,,3.6,,,,,7.0,9.4,18.7,-1.0,-0.3,,-1.0,0.0,,,,,,,,-3.0,,-0.7,1.0,,-5.1,-3.1,2.2,0.0,0.0,,-3.4,,,,,0.0,2.4,11.7,True,,False,True,,,,,,,,False,,True,False,,False,False,False,True,True,,False,,,,,True,False,False
31025,25,19.0,19.2,,16.0,7.0,,,,,,,,10.0,,46.2,26.4,,7.3,15.5,26.6,21.0,25.0,,5.3,,,,,12.0,21.4,55.2,-6.0,-5.8,,-9.0,-18.0,,,,,,,,-15.0,,21.2,1.4,,-17.7,-9.5,1.6,-4.0,0.0,,-19.7,,,,,-13.0,-3.6,30.2,True,,False,False,,,,,,,,False,,False,True,,False,False,True,True,True,,False,,,,,False,True,False
31027,10,1.0,1.2,,3.0,7.0,,,,,,,,10.0,,5.7,7.7,,2.9,3.1,,,4.0,,2.0,,,,,1.0,4.1,6.7,-9.0,-8.8,,-7.0,-3.0,,,,,,,,0.0,,-4.3,-2.3,,-7.1,-6.9,,,-6.0,,-8.0,,,,,-9.0,-5.9,-3.3,True,,True,True,,,,,,,,True,,True,True,,True,True,,,True,,True,,,,,False,True,True
31029,3,4.0,4.6,,1.0,0.0,,,,,,,,4.0,,1.8,0.9,,0.4,1.0,,5.0,2.0,,0.5,,,,,4.0,5.5,6.3,1.0,1.6,,-2.0,-3.0,,,,,,,,1.0,,-1.2,-2.1,,-2.6,-2.0,,2.0,-1.0,,-2.5,,,,,1.0,2.5,3.3,False,,False,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,False,False
31031,5,5.0,6.0,,5.0,0.0,,,,,,,,11.0,,4.5,2.5,,4.4,5.9,,7.0,3.0,,6.2,,,,,8.0,9.7,11.8,0.0,1.0,,0.0,-5.0,,,,,,,,6.0,,-0.5,-2.5,,-0.6,0.9,,2.0,-2.0,,1.2,,,,,3.0,4.7,6.8,False,,True,False,,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,False,False,False
31033,1,5.0,5.0,,3.0,0.0,,,,,,,,9.0,,4.3,3.2,,1.0,1.9,,7.0,3.0,,3.2,,,,,4.0,3.7,10.4,4.0,4.0,,2.0,-1.0,,,,,,,,8.0,,3.3,2.2,,-0.0,0.9,,6.0,2.0,,2.2,,,,,3.0,2.7,9.4,True,,True,True,,,,,,,,False,,True,True,,True,True,,False,True,,True,,,,,True,True,False
31035,7,2.0,1.8,,2.0,0.0,,,,,,,,4.0,,1.8,3.6,,4.2,3.3,,4.0,7.0,,4.9,,,,,5.0,2.2,7.5,-5.0,-5.2,,-5.0,-7.0,,,,,,,,-3.0,,-5.2,-3.4,,-2.8,-3.7,,-3.0,0.0,,-2.1,,,,,-2.0,-4.8,0.5,False,,False,False,,,,,,,,True,,False,True,,True,True,,True,True,,True,,,,,True,True,True
31037,23,16.0,15.3,,13.0,2.0,,,,,,,,19.0,,13.3,7.3,,6.4,14.3,1.5,33.0,25.0,,27.3,,,,,0.0,13.2,49.1,-7.0,-7.7,,-10.0,-21.0,,,,,,,,-4.0,,-9.7,-15.7,,-16.6,-8.7,-21.5,10.0,2.0,,4.3,,,,,-23.0,-9.8,26.1,False,,False,False,,,,,,,,True,,False,False,,False,False,False,False,True,,True,,,,,False,False,False
31039,25,14.0,14.4,,12.0,7.0,,,,,,,,10.0,,7.8,11.1,,7.9,12.1,15.0,18.0,16.0,,15.2,,,,,11.0,12.3,32.6,-11.0,-10.6,,-13.0,-18.0,,,,,,,,-15.0,,-17.2,-13.9,,-17.1,-12.9,-10.0,-7.0,-9.0,,-9.8,,,,,-14.0,-12.7,7.6,True,,False,False,,,,,,,,False,,False,False,,False,False,True,True,True,,True,,,,,False,False,True
31041,4,1.0,0.9,,1.0,0.0,,,,,,,,8.0,,1.4,4.1,,3.8,1.9,,,5.0,,0.7,,,,,2.0,2.6,8.2,-3.0,-3.1,,-3.0,-4.0,,,,,,,,4.0,,-2.6,0.1,,-0.2,-2.1,,,1.0,,-3.3,,,,,-2.0,-1.4,4.2,False,,False,False,,,,,,,,False,,True,True,,True,True,,,True,,False,,,,,True,True,False
