,count,mean,median,std,min,25%,75%,max
CU-select,51,6639.0,3159.0,9413.6,24.0,1071.0,7742.0,45940.0
JHU_IDD-CovidSP,51,7112.5,3373.7,11375.7,28.6,792.2,9053.8,73517.0
COVIDhub-baseline,51,7233.2,3027.0,14787.0,34.0,989.5,6909.5,89501.0
Karlen-pypm,51,8799.3,4920.0,11785.9,39.1,1246.6,12089.5,64049.4
Covid19Sim-Simulator,51,8845.5,5840.1,9339.1,69.9,1946.5,12121.9,45090.0
UCLA-SuEIR,51,9008.6,4472.0,14235.7,55.3,1654.3,10043.4,72717.3
USC-SI_kJalpha,51,9444.5,7159.0,10041.2,6.0,1534.0,12959.5,45328.0
USACE-ERDC_SEIR,51,9515.1,5391.9,13694.4,106.0,1540.2,11666.5,80144.0
RobertWalraven-ESG,51,9593.1,6817.4,9431.4,60.3,3169.2,13257.0,47704.2
LANL-GrowthRate,51,10819.4,8246.8,11541.3,95.7,2682.6,13401.8,60728.9
CovidAnalytics-DELPHI,51,11757.8,8708.0,13723.2,146.0,2051.5,16464.0,70280.0
IowaStateLW-STEM,49,11813.4,5325.0,25233.2,37.0,1476.5,10018.0,140718.0
