,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05051,715,1062.0,1273.7,1286.0,,,,1250.0,789.5,506.5,446.2,1413.7,,,347.0,558.7,571.0,,,,535.0,74.5,-208.5,-268.8,698.7,,,False,False,,,,False,True,True,True,False,,
05053,117,78.0,,25.0,,,,142.0,33.6,68.2,25.0,60.8,,,-39.0,,-92.0,,,,25.0,-83.4,-48.8,-92.0,-56.2,,,,False,,,,True,False,False,False,False,,
05055,339,348.0,,82.0,,,,546.0,212.7,347.5,65.9,742.7,,,9.0,,-257.0,,,,207.0,-126.3,8.5,-273.1,403.7,,,,False,,,,False,False,True,False,False,,
05057,101,156.0,,90.0,,,,183.0,63.5,41.8,37.5,242.4,,,55.0,,-11.0,,,,82.0,-37.5,-59.2,-63.5,141.4,,,,True,,,,False,True,False,False,False,,
05059,284,546.0,,74.0,,,,567.0,463.4,24.7,451.7,240.4,,,262.0,,-210.0,,,,283.0,179.4,-259.3,167.7,-43.6,,,,True,,,,False,True,True,True,True,,
05061,102,186.0,,147.0,,,,119.0,41.1,1.6,111.8,182.8,,,84.0,,45.0,,,,17.0,-60.9,-100.4,9.8,80.8,,,,True,,,,True,True,False,True,True,,
05063,487,672.0,,486.0,,,,523.0,242.1,236.4,69.1,854.1,,,185.0,,-1.0,,,,36.0,-244.9,-250.6,-417.9,367.1,,,,True,,,,True,False,False,False,False,,
05065,182,60.0,,118.0,,,,105.0,8.1,,0.0,118.1,,,-122.0,,-64.0,,,,-77.0,-173.9,,-182.0,-63.9,,,,True,,,,True,False,,False,True,,
05067,199,90.0,,229.0,,,,301.0,20.8,53.9,64.4,163.9,,,-109.0,,30.0,,,,102.0,-178.2,-145.1,-134.6,-35.1,,,,True,,,,True,False,False,False,True,,
05069,1470,906.0,781.7,666.0,,,,968.0,654.8,259.4,507.0,973.7,,,-564.0,-688.3,-804.0,,,,-502.0,-815.2,-1210.6,-963.0,-496.3,,,False,False,,,,True,False,False,False,True,,
05071,160,144.0,,53.0,,,,310.0,33.6,5.7,104.3,105.5,,,-16.0,,-107.0,,,,150.0,-126.4,-154.3,-55.7,-54.5,,,,False,,,,False,False,False,False,False,,
05073,46,36.0,,18.0,,,,36.0,9.2,,7.5,28.5,,,-10.0,,-28.0,,,,-10.0,-36.8,,-38.5,-17.5,,,,False,,,,False,False,,False,False,,
05075,209,120.0,,126.0,,,,187.0,14.2,82.8,23.5,138.9,,,-89.0,,-83.0,,,,-22.0,-194.8,-126.2,-185.5,-70.1,,,,True,,,,True,False,False,False,True,,
05077,155,48.0,,0.0,,,,275.0,189.8,6.3,336.1,307.8,,,-107.0,,-155.0,,,,120.0,34.8,-148.7,181.1,152.8,,,,False,,,,False,True,False,False,False,,
05079,721,468.0,,,,,,317.0,480.3,2.4,534.4,392.3,,,-253.0,,,,,,-404.0,-240.7,-718.6,-186.6,-328.7,,,,,,,,False,True,False,True,False,,
05081,140,210.0,,133.0,,,,72.0,266.8,0.0,90.0,393.9,,,70.0,,-7.0,,,,-68.0,126.8,-140.0,-50.0,253.9,,,,True,,,,True,False,False,True,False,,
05083,73,492.0,,976.0,,,,247.0,425.1,124.0,111.2,481.0,,,419.0,,903.0,,,,174.0,352.1,51.0,38.2,408.0,,,,False,,,,True,True,True,True,True,,
05085,607,336.0,802.2,153.0,,,,572.0,164.4,297.8,193.5,518.1,,,-271.0,195.2,-454.0,,,,-35.0,-442.6,-309.2,-413.5,-88.9,,,True,False,,,,True,False,False,False,True,,
05087,74,42.0,,42.0,,,,79.0,5.9,24.3,45.4,103.6,,,-32.0,,-32.0,,,,5.0,-68.1,-49.7,-28.6,29.6,,,,False,,,,True,False,False,True,True,,
05089,62,48.0,,69.0,,,,65.0,6.4,,17.7,56.4,,,-14.0,,7.0,,,,3.0,-55.6,,-44.3,-5.6,,,,True,,,,True,False,,False,True,,
05091,292,168.0,,87.0,,,,467.0,39.9,142.5,15.5,83.7,,,-124.0,,-205.0,,,,175.0,-252.1,-149.5,-276.5,-208.3,,,,False,,,,False,False,False,False,False,,
05093,535,906.0,,470.0,,,,712.0,844.8,12.2,300.6,781.5,,,371.0,,-65.0,,,,177.0,309.8,-522.8,-234.4,246.5,,,,True,,,,True,True,False,True,True,,
05095,58,90.0,,69.0,,,,118.0,24.3,,40.8,53.5,,,32.0,,11.0,,,,60.0,-33.7,,-17.2,-4.5,,,,True,,,,False,False,,True,True,,
05097,110,48.0,,0.0,,,,27.0,5.3,,5.1,,,,-62.0,,-110.0,,,,-83.0,-104.7,,-104.9,,,,,False,,,,False,False,,False,,,
05099,74,60.0,,0.0,,,,84.0,0.9,14.7,17.3,58.9,,,-14.0,,-74.0,,,,10.0,-73.1,-59.3,-56.7,-15.1,,,,False,,,,True,False,False,False,False,,
05101,132,30.0,,6.0,,,,42.0,0.4,8.1,11.7,,,,-102.0,,-126.0,,,,-90.0,-131.6,-123.9,-120.3,,,,,False,,,,True,False,False,False,,,
05103,146,90.0,,180.0,,,,311.0,39.6,67.1,118.0,127.7,,,-56.0,,34.0,,,,165.0,-106.4,-78.9,-28.0,-18.3,,,,True,,,,False,False,False,True,True,,
05105,35,30.0,,22.0,,,,54.0,14.1,,5.6,64.8,,,-5.0,,-13.0,,,,19.0,-20.9,,-29.4,29.8,,,,False,,,,False,False,,False,False,,
05107,144,210.0,,212.0,,,,429.0,62.2,20.6,125.2,158.6,,,66.0,,68.0,,,,285.0,-81.8,-123.4,-18.8,14.6,,,,False,,,,False,False,False,True,True,,
05109,89,222.0,,280.0,,,,48.0,95.8,50.5,145.9,348.2,,,133.0,,191.0,,,,-41.0,6.8,-38.5,56.9,259.2,,,,False,,,,True,True,True,True,False,,
05111,315,402.0,,662.0,,,,359.0,86.3,108.3,80.4,640.6,,,87.0,,347.0,,,,44.0,-228.7,-206.7,-234.6,325.6,,,,False,,,,True,False,False,False,False,,
05113,101,114.0,,151.0,,,,122.0,24.7,78.6,50.9,154.1,,,13.0,,50.0,,,,21.0,-76.3,-22.4,-50.1,53.1,,,,False,,,,False,False,False,False,False,,
05115,681,720.0,875.4,645.0,,,,608.0,408.3,203.5,349.3,442.1,,,39.0,194.4,-36.0,,,,-73.0,-272.7,-477.5,-331.7,-238.9,,,False,True,,,,False,False,False,False,False,,
05117,42,108.0,,113.0,,,,101.0,20.3,47.3,17.5,132.4,,,66.0,,71.0,,,,59.0,-21.7,5.3,-24.5,90.4,,,,False,,,,True,True,True,True,False,,
05119,3135,3120.0,4605.7,1556.0,,,,3218.0,2413.3,1229.7,3156.4,1652.9,,,-15.0,1470.7,-1579.0,,,,83.0,-721.7,-1905.3,21.4,-1482.1,,,False,False,,,,False,False,False,False,False,,
05121,159,276.0,,294.0,,,,132.0,138.5,122.5,183.9,439.5,,,117.0,,135.0,,,,-27.0,-20.5,-36.5,24.9,280.5,,,,False,,,,True,True,True,True,False,,
05123,267,258.0,,369.0,,,,667.0,12.6,6.9,25.4,277.9,,,-9.0,,102.0,,,,400.0,-254.4,-260.1,-241.6,10.9,,,,False,,,,False,False,False,False,False,,
05125,805,1332.0,1959.2,2399.0,,,,1203.0,734.0,640.6,1048.6,842.5,,,527.0,1154.2,1594.0,,,,398.0,-71.0,-164.4,243.6,37.5,,,False,False,,,,True,True,True,True,True,,
05127,23,114.0,,136.0,,,,55.0,28.4,,24.5,241.6,,,91.0,,113.0,,,,32.0,5.4,,1.5,218.6,,,,False,,,,True,True,,True,False,,
05129,107,30.0,,18.0,,,,49.0,2.5,,3.1,27.8,,,-77.0,,-89.0,,,,-58.0,-104.5,,-103.9,-79.2,,,,False,,,,True,False,,False,False,,
05131,1276,1608.0,2779.6,607.0,,,,2635.0,838.8,268.8,881.9,1478.6,,,332.0,1503.6,-669.0,,,,1359.0,-437.2,-1007.2,-394.1,202.6,,,False,False,,,,False,False,False,False,True,,
05133,149,390.0,,109.0,,,,340.0,106.7,23.7,173.6,174.5,,,241.0,,-40.0,,,,191.0,-42.3,-125.3,24.6,25.5,,,,True,,,,True,True,True,True,True,,
05135,98,96.0,,174.0,,,,118.0,20.2,45.3,51.3,111.6,,,-2.0,,76.0,,,,20.0,-77.8,-52.7,-46.7,13.6,,,,False,,,,False,False,False,False,False,,
05137,262,102.0,,118.0,,,,85.0,12.1,,45.5,65.1,,,-160.0,,-144.0,,,,-177.0,-249.9,,-216.5,-196.9,,,,True,,,,False,False,,False,False,,
05139,338,450.0,,540.0,,,,660.0,160.2,142.3,116.2,413.4,,,112.0,,202.0,,,,322.0,-177.8,-195.7,-221.8,75.4,,,,False,,,,False,False,False,False,True,,
05141,119,6.0,,0.0,,,,115.0,5.8,,1.6,13.0,,,-113.0,,-119.0,,,,-4.0,-113.2,,-117.4,-106.0,,,,False,,,,True,False,,False,True,,
05143,2979,792.0,860.9,241.0,,,,2103.0,222.5,122.9,575.9,556.6,,,-2187.0,-2118.1,-2738.0,,,,-876.0,-2756.5,-2856.1,-2403.1,-2422.4,,,True,False,,,,True,False,False,False,False,,
05145,449,426.0,564.0,688.0,,,,817.0,435.3,414.5,199.6,1212.2,,,-23.0,115.0,239.0,,,,368.0,-13.7,-34.5,-249.4,763.2,,,False,False,,,,False,True,False,False,False,,
05147,28,18.0,,0.0,,,,93.0,4.5,,2.4,,,,-10.0,,-28.0,,,,65.0,-23.5,,-25.6,,,,,False,,,,False,False,,False,,,
05149,167,120.0,,64.0,,,,261.0,24.4,4.6,89.8,477.7,,,-47.0,,-103.0,,,,94.0,-142.6,-162.4,-77.2,310.7,,,,False,,,,False,False,False,False,False,,
06001,6578,8070.0,14101.8,3322.0,,,,13468.0,5127.3,4207.1,9055.4,8315.6,,,1492.0,7523.8,-3256.0,,,,6890.0,-1450.7,-2370.9,2477.4,1737.6,,,False,False,,,,False,True,False,False,False,,
06003,0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,,,True,,,,True,False,,True,True,,
06005,88,264.0,,572.0,,,,312.0,74.8,129.1,49.9,361.3,,,176.0,,484.0,,,,224.0,-13.2,41.1,-38.1,273.3,,,,False,,,,False,True,True,True,False,,
06007,1449,1650.0,1999.8,4070.0,,,,1525.0,338.2,652.9,96.3,1978.8,,,201.0,550.8,2621.0,,,,76.0,-1110.8,-796.1,-1352.7,529.8,,,False,False,,,,True,False,False,False,False,,
06009,143,162.0,,258.0,,,,277.0,27.4,150.8,110.0,211.4,,,19.0,,115.0,,,,134.0,-115.6,7.8,-33.0,68.4,,,,False,,,,False,False,True,False,False,,
06011,123,282.0,,157.0,,,,348.0,28.3,39.5,8.1,378.2,,,159.0,,34.0,,,,225.0,-94.7,-83.5,-114.9,255.2,,,,True,,,,False,True,True,True,False,,
06013,5456,11946.0,8471.9,20706.0,,,,10130.0,12782.5,4211.3,8588.7,7248.3,,,6490.0,3015.9,15250.0,,,,4674.0,7326.5,-1244.7,3132.7,1792.3,,,True,False,,,,True,False,True,True,True,,
06015,34,42.0,,43.0,,,,43.0,2.3,25.2,15.8,77.8,,,8.0,,9.0,,,,9.0,-31.7,-8.8,-18.2,43.8,,,,False,,,,False,False,False,False,False,,
06017,282,588.0,1611.5,604.0,,,,884.0,167.1,448.0,93.2,486.7,,,306.0,1329.5,322.0,,,,602.0,-114.9,166.0,-188.8,204.7,,,False,False,,,,False,True,True,True,True,,
06019,9042,12756.0,34386.6,10235.0,,,,17866.0,16356.0,3850.7,12597.2,8489.8,,,3714.0,25344.6,1193.0,,,,8824.0,7314.0,-5191.3,3555.2,-552.2,,,False,True,,,,False,False,False,True,True,,
06021,172,456.0,,539.0,,,,517.0,30.6,79.1,96.5,372.7,,,284.0,,367.0,,,,345.0,-141.4,-92.9,-75.5,200.7,,,,False,,,,False,True,True,True,True,,
06023,192,162.0,233.4,219.0,,,,351.0,30.3,169.7,39.9,139.3,,,-30.0,41.4,27.0,,,,159.0,-161.7,-22.3,-152.1,-52.7,,,False,True,,,,False,False,True,False,False,,
06025,1777,2190.0,1495.3,1752.0,,,,597.0,597.1,43.9,512.9,1476.9,,,413.0,-281.7,-25.0,,,,-1180.0,-1179.9,-1733.1,-1264.1,-300.1,,,True,True,,,,False,False,False,False,True,,
06027,60,378.0,,43.0,,,,62.0,38.0,131.1,29.2,274.9,,,318.0,,-17.0,,,,2.0,-22.0,71.1,-30.8,214.9,,,,True,,,,True,True,True,True,True,,
06029,5599,21840.0,45033.5,66652.0,,,,16268.0,8849.3,4044.4,11464.7,32260.1,,,16241.0,39434.5,61053.0,,,,10669.0,3250.3,-1554.6,5865.7,26661.1,,,False,False,,,,True,True,True,True,False,,
06031,2321,5142.0,4916.3,24375.0,,,,7998.0,754.3,546.5,3057.3,4512.4,,,2821.0,2595.3,22054.0,,,,5677.0,-1566.7,-1774.5,736.3,2191.4,,,True,False,,,,False,True,True,True,True,,
06033,272,288.0,424.5,520.0,,,,266.0,68.8,247.2,61.2,490.5,,,16.0,152.5,248.0,,,,-6.0,-203.2,-24.8,-210.8,218.5,,,False,False,,,,True,False,False,False,False,,
06035,65,342.0,,122.0,,,,135.0,15.0,0.3,449.7,,,,277.0,,57.0,,,,70.0,-50.0,-64.7,384.7,,,,,True,,,,True,True,True,False,,,
06037,46121,84534.0,87861.8,78524.0,,,,71037.0,64983.3,6635.8,42056.8,62046.1,,,38413.0,41740.8,32403.0,,,,24916.0,18862.3,-39485.2,-4064.2,15925.1,,,False,True,,,,True,True,False,True,True,,
06039,1557,3732.0,8063.2,8863.0,,,,2546.0,1281.8,783.7,506.3,3262.5,,,2175.0,6506.2,7306.0,,,,989.0,-275.2,-773.3,-1050.7,1705.5,,,False,False,,,,True,True,True,True,True,,
06041,1020,2538.0,2773.2,4571.0,,,,1035.0,1997.8,455.5,1750.4,1072.7,,,1518.0,1753.2,3551.0,,,,15.0,977.8,-564.5,730.4,52.7,,,False,False,,,,True,True,True,True,True,,
06043,11,24.0,,0.0,,,,100.0,5.2,,27.8,24.7,,,13.0,,-11.0,,,,89.0,-5.8,,16.8,13.7,,,,True,,,,False,True,,False,False,,
06045,379,894.0,1026.7,2064.0,,,,276.0,354.1,180.6,311.6,745.5,,,515.0,647.7,1685.0,,,,-103.0,-24.9,-198.4,-67.4,366.5,,,False,False,,,,True,True,True,True,True,,
06047,2112,10590.0,10473.2,22694.0,,,,6920.0,3709.1,1554.9,3035.5,5809.7,,,8478.0,8361.2,20582.0,,,,4808.0,1597.1,-557.1,923.5,3697.7,,,True,False,,,,True,True,True,True,True,,
06049,24,0.0,,0.0,,,,0.0,0.1,,0.7,0.8,,,-24.0,,-24.0,,,,-24.0,-23.9,,-23.3,-23.2,,,,False,,,,False,True,,True,True,,
06051,5,42.0,,6.0,,,,24.0,0.5,0.0,12.7,168.2,,,37.0,,1.0,,,,19.0,-4.5,-5.0,7.7,163.2,,,,True,,,,True,True,True,True,False,,
06053,3750,5070.0,6532.3,13491.0,,,,2873.0,4623.9,1060.3,5098.2,4710.7,,,1320.0,2782.3,9741.0,,,,-877.0,873.9,-2689.7,1348.2,960.7,,,False,False,,,,True,True,False,False,True,,
06055,463,960.0,2080.5,1055.0,,,,1339.0,186.1,362.3,70.2,805.9,,,497.0,1617.5,592.0,,,,876.0,-276.9,-100.7,-392.8,342.9,,,False,False,,,,False,True,True,True,True,,
06057,162,300.0,487.7,447.0,,,,417.0,15.6,176.8,11.3,488.7,,,138.0,325.7,285.0,,,,255.0,-146.4,14.8,-150.7,326.7,,,False,False,,,,False,False,True,False,False,,
06059,9702,25746.0,20279.2,48506.0,,,,14602.0,15652.7,1886.6,7175.7,15517.6,,,16044.0,10577.2,38804.0,,,,4900.0,5950.7,-7815.4,-2526.3,5815.6,,,True,False,,,,True,True,True,True,True,,
06061,985,2376.0,3396.2,3832.0,,,,1986.0,1394.5,1178.1,356.6,2885.4,,,1391.0,2411.2,2847.0,,,,1001.0,409.5,193.1,-628.4,1900.4,,,False,False,,,,True,True,True,True,False,,
06063,11,30.0,,0.0,,,,59.0,2.0,,1.5,27.6,,,19.0,,-11.0,,,,48.0,-9.0,,-9.5,16.6,,,,True,,,,False,True,,True,True,,
06065,12516,31260.0,43824.4,39982.0,,,,29245.0,25874.8,7345.6,731.6,18996.4,,,18744.0,31308.4,27466.0,,,,16729.0,13358.8,-5170.4,-11784.4,6480.4,,,False,False,,,,True,True,True,True,True,,
06067,8568,16920.0,26442.0,39671.0,,,,12387.0,12590.1,3396.0,27016.7,12237.6,,,8352.0,17874.0,31103.0,,,,3819.0,4022.1,-5172.0,18448.7,3669.6,,,False,False,,,,True,True,True,False,True,,
06069,525,636.0,696.2,707.0,,,,698.0,159.6,152.7,269.0,595.9,,,111.0,171.2,182.0,,,,173.0,-365.4,-372.3,-256.0,70.9,,,False,False,,,,False,False,False,False,True,,
06071,14048,29316.0,63848.1,100999.0,,,,20492.0,29548.8,6763.3,23227.5,23004.4,,,15268.0,49800.1,86951.0,,,,6444.0,15500.8,-7284.7,9179.5,8956.4,,,False,False,,,,True,False,True,True,True,,
06073,12266,13716.0,35675.0,10450.0,,,,9709.0,5605.9,2240.5,12822.7,9153.5,,,1450.0,23409.0,-1816.0,,,,-2557.0,-6660.1,-10025.5,556.7,-3112.5,,,False,False,,,,False,False,False,True,False,,
06075,2919,4350.0,3427.8,4772.0,,,,1541.0,2554.1,2057.5,3666.0,4608.1,,,1431.0,508.8,1853.0,,,,-1378.0,-364.9,-861.5,747.0,1689.1,,,True,False,,,,True,True,True,True,False,,
06077,5543,14088.0,14345.3,62926.0,,,,11222.0,4744.2,2197.1,12051.3,6662.0,,,8545.0,8802.3,57383.0,,,,5679.0,-798.8,-3345.9,6508.3,1119.0,,,False,False,,,,True,True,True,True,True,,
06079,1105,2076.0,4505.6,2696.0,,,,3490.0,1321.7,706.2,83.0,1143.0,,,971.0,3400.6,1591.0,,,,2385.0,216.7,-398.8,-1022.0,38.0,,,False,False,,,,False,True,True,False,True,,
06081,2891,5052.0,5053.4,7139.0,,,,2341.0,2807.0,1658.4,1210.3,6274.2,,,2161.0,2162.4,4248.0,,,,-550.0,-84.0,-1232.6,-1680.7,3383.2,,,False,False,,,,True,True,True,True,False,,
06083,1763,3420.0,5881.0,4852.0,,,,3722.0,1587.7,688.4,176.0,2657.4,,,1657.0,4118.0,3089.0,,,,1959.0,-175.3,-1074.6,-1587.0,894.4,,,False,False,,,,False,True,True,True,True,,
06085,7165,14340.0,14276.9,25827.0,,,,14051.0,9961.3,4660.7,8185.8,8921.8,,,7175.0,7111.9,18662.0,,,,6886.0,2796.3,-2504.3,1020.8,1756.8,,,True,False,,,,True,True,True,True,True,,
06087,913,1092.0,2040.9,4394.0,,,,618.0,1265.1,351.4,872.6,729.5,,,179.0,1127.9,3481.0,,,,-295.0,352.1,-561.6,-40.4,-183.5,,,False,False,,,,False,False,False,True,False,,
06089,318,420.0,632.4,436.0,,,,889.0,97.6,259.6,26.6,870.1,,,102.0,314.4,118.0,,,,571.0,-220.4,-58.4,-291.4,552.1,,,False,False,,,,False,False,True,False,False,,
06091,0,18.0,,0.0,,,,6.0,0.1,,2.1,10.4,,,18.0,,0.0,,,,6.0,0.1,,2.1,10.4,,,,True,,,,True,True,,True,True,,
06093,61,108.0,,113.0,,,,113.0,14.6,89.4,15.9,221.1,,,47.0,,52.0,,,,52.0,-46.4,28.4,-45.1,160.1,,,,False,,,,False,True,True,True,False,,
06095,1713,3402.0,9122.4,3826.0,,,,4885.0,2023.4,1118.4,577.3,2841.5,,,1689.0,7409.4,2113.0,,,,3172.0,310.4,-594.6,-1135.7,1128.5,,,False,False,,,,False,True,True,True,True,,
06097,3212,4356.0,5606.7,6523.0,,,,2626.0,5088.8,1098.3,5682.3,2132.4,,,1144.0,2394.7,3311.0,,,,-586.0,1876.8,-2113.7,2470.3,-1079.6,,,False,False,,,,True,False,False,False,True,,
06099,4499,14322.0,13212.1,78283.0,,,,10330.0,10944.6,2154.3,8524.0,11090.2,,,9823.0,8713.1,73784.0,,,,5831.0,6445.6,-2344.7,4025.0,6591.2,,,True,False,,,,True,True,True,True,True,,
06101,634,1020.0,1158.7,1180.0,,,,1123.0,429.1,461.8,77.3,819.0,,,386.0,524.7,546.0,,,,489.0,-204.9,-172.2,-556.6,185.0,,,False,False,,,,False,True,True,False,True,,
06103,231,252.0,458.5,280.0,,,,506.0,35.6,262.3,79.9,598.1,,,21.0,227.5,49.0,,,,275.0,-195.4,31.3,-151.1,367.1,,,False,False,,,,False,False,False,False,False,,
06105,10,18.0,,0.0,,,,1.0,0.1,,4.7,9.6,,,8.0,,-10.0,,,,-9.0,-9.9,,-5.3,-0.4,,,,False,,,,False,False,,True,True,,
06107,3865,9780.0,6016.9,22646.0,,,,8905.0,1686.3,1843.5,436.0,13807.6,,,5915.0,2151.9,18781.0,,,,5040.0,-2178.7,-2021.5,-3429.0,9942.6,,,True,False,,,,True,True,True,True,False,,
06109,67,48.0,359.1,10.0,,,,289.0,3.8,45.6,21.8,68.8,,,-19.0,292.1,-57.0,,,,222.0,-63.2,-21.4,-45.2,1.8,,,False,False,,,,False,False,False,False,True,,
06111,3574,5664.0,6297.6,6126.0,,,,12856.0,2269.2,1727.4,65.6,4529.3,,,2090.0,2723.6,2552.0,,,,9282.0,-1304.8,-1846.6,-3508.4,955.3,,,False,False,,,,False,True,True,False,True,,
06113,829,1656.0,4220.5,3317.0,,,,2242.0,1147.1,540.4,1081.8,684.5,,,827.0,3391.5,2488.0,,,,1413.0,318.1,-288.6,252.8,-144.5,,,False,False,,,,False,True,True,True,True,,
06115,413,912.0,1259.9,1355.0,,,,809.0,728.9,324.1,833.5,1019.2,,,499.0,846.9,942.0,,,,396.0,315.9,-88.9,420.5,606.2,,,False,False,,,,True,True,True,True,False,,
08001,2201,1998.0,1935.8,1436.0,,,,1655.0,665.7,963.1,1072.9,2595.5,,,-203.0,-265.2,-765.0,,,,-546.0,-1535.3,-1237.9,-1128.1,394.5,,,False,False,,,,False,False,False,False,False,,
08003,10,36.0,,0.0,,,,51.0,1.1,2.8,14.7,25.6,,,26.0,,-10.0,,,,41.0,-8.9,-7.2,4.7,15.6,,,,True,,,,False,True,True,True,True,,
08005,1638,1566.0,1202.6,1835.0,,,,1719.0,949.6,826.0,2364.6,920.2,,,-72.0,-435.4,197.0,,,,81.0,-688.4,-812.0,726.6,-717.8,,,False,False,,,,False,False,False,False,False,,
08007,15,30.0,,0.0,,,,12.0,0.8,,0.0,18.0,,,15.0,,-15.0,,,,-3.0,-14.2,,-15.0,3.0,,,,False,,,,True,True,,False,True,,
08009,4,6.0,,0.0,,,,6.0,0.2,,0.4,3.3,,,2.0,,-4.0,,,,2.0,-3.8,,-3.6,-0.7,,,,False,,,,False,False,,False,True,,
08011,2,6.0,,0.0,,,,6.0,1.3,,5.2,4.4,,,4.0,,-2.0,,,,4.0,-0.7,,3.2,2.4,,,,True,,,,False,True,,True,True,,
08013,2121,630.0,601.4,396.0,,,,354.0,231.0,639.1,306.6,758.3,,,-1491.0,-1519.6,-1725.0,,,,-1767.0,-1890.0,-1481.9,-1814.4,-1362.7,,,False,False,,,,False,False,True,False,True,,
08014,149,174.0,103.1,70.0,,,,285.0,16.7,,20.7,268.5,,,25.0,-45.9,-79.0,,,,136.0,-132.3,,-128.3,119.5,,,False,False,,,,False,False,,False,False,,
08015,28,12.0,,0.0,,,,29.0,0.4,41.1,3.8,214.9,,,-16.0,,-28.0,,,,1.0,-27.6,13.1,-24.2,186.9,,,,False,,,,True,False,True,False,False,,
08017,5,6.0,,0.0,,,,0.0,0.1,,0.8,10.8,,,1.0,,-5.0,,,,-5.0,-4.9,,-4.2,5.8,,,,False,,,,False,False,,False,False,,
08019,6,6.0,,0.0,,,,17.0,0.6,,7.4,3.0,,,0.0,,-6.0,,,,11.0,-5.4,,1.4,-3.0,,,,False,,,,False,False,,False,False,,
08021,7,24.0,,0.0,,,,13.0,1.8,,4.8,21.9,,,17.0,,-7.0,,,,6.0,-5.2,,-2.2,14.9,,,,True,,,,True,True,,True,True,,
08023,9,12.0,,0.0,,,,2.0,0.8,,1.0,10.8,,,3.0,,-9.0,,,,-7.0,-8.2,,-8.0,1.8,,,,False,,,,False,False,,False,True,,
08025,0,6.0,,0.0,,,,22.0,2.4,,0.0,4.5,,,6.0,,0.0,,,,22.0,2.4,,0.0,4.5,,,,True,,,,False,True,,True,True,,
08027,4,12.0,,0.0,,,,0.0,0.2,,2.7,,,,8.0,,-4.0,,,,-4.0,-3.8,,-1.3,,,,,True,,,,True,True,,True,,,
08029,58,66.0,,122.0,,,,15.0,4.0,17.8,13.5,76.4,,,8.0,,64.0,,,,-43.0,-54.0,-40.2,-44.5,18.4,,,,False,,,,False,False,False,False,False,,
08031,2520,2010.0,1619.7,1822.0,,,,1759.0,1464.2,811.4,1507.0,1356.2,,,-510.0,-900.3,-698.0,,,,-761.0,-1055.8,-1708.6,-1013.0,-1163.8,,,False,False,,,,False,False,False,False,False,,
08033,2,0.0,,0.0,,,,0.0,,,0.0,0.3,,,-2.0,,-2.0,,,,-2.0,,,-2.0,-1.7,,,,False,,,,False,,,False,True,,
08035,733,546.0,568.5,651.0,,,,552.0,435.9,170.6,428.5,392.3,,,-187.0,-164.5,-82.0,,,,-181.0,-297.1,-562.4,-304.5,-340.7,,,True,True,,,,True,False,False,False,False,,
08037,103,168.0,89.0,27.0,,,,159.0,58.7,298.9,88.3,167.4,,,65.0,-14.0,-76.0,,,,56.0,-44.3,195.9,-14.7,64.4,,,True,False,,,,True,True,False,True,True,,
08039,48,36.0,,45.0,,,,32.0,1.6,106.9,12.8,20.1,,,-12.0,,-3.0,,,,-16.0,-46.4,58.9,-35.2,-27.9,,,,True,,,,False,False,False,False,False,,
08041,1407,2880.0,4024.4,3659.0,,,,1573.0,1976.7,2739.0,1093.2,2611.0,,,1473.0,2617.4,2252.0,,,,166.0,569.7,1332.0,-313.8,1204.0,,,False,False,,,,True,True,True,True,True,,
08043,39,78.0,,43.0,,,,111.0,13.7,48.4,51.1,69.4,,,39.0,,4.0,,,,72.0,-25.3,9.4,12.1,30.4,,,,True,,,,False,True,True,True,True,,
08045,154,168.0,687.9,28.0,,,,99.0,81.8,173.8,151.1,315.6,,,14.0,533.9,-126.0,,,,-55.0,-72.2,19.8,-2.9,161.6,,,False,False,,,,False,False,False,True,False,,
08047,1,6.0,,0.0,,,,18.0,0.5,,0.0,,,,5.0,,-1.0,,,,17.0,-0.5,,-1.0,,,,,True,,,,False,True,,True,,,
08049,20,48.0,,1.0,,,,14.0,1.2,,21.3,79.0,,,28.0,,-19.0,,,,-6.0,-18.8,,1.3,59.0,,,,True,,,,True,True,,True,False,,
