,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,125143.4,565.8,3822290.6,0.0,58.2,4566.0,208190306.4
COVIDhub-ensemble,3141,151112.9,576.0,5118815.5,0.0,64.0,4761.0,282374416.0
COVIDhub-baseline,3141,151316.1,729.0,2788116.8,0.0,64.0,5476.0,138462289.0
CEID-Walk,3141,175382.2,708.9,3281463.2,0.0,72.5,5615.3,146972535.9
LANL-GrowthRate,2951,184356.0,1994.9,5121023.5,0.0,250.6,11513.0,281874513.6
JHU_IDD-CovidSP,3139,195001.2,931.9,5679696.8,0.0,82.4,7571.3,312507794.9
OliverWyman-Navigator,2686,199317.1,1156.0,2998642.5,0.0,137.7,10816.0,152399025.0
UCLA-SuEIR,2797,212953.6,807.6,5414597.7,0.0,85.9,6445.9,278950912.5
JHUAPL-Bucky,3141,214087.1,2320.9,5499145.0,0.0,206.1,15089.5,299764086.5
USC-SI_kJalpha,2789,217663.6,1156.0,3524112.9,0.0,121.0,7744.0,128550244.0
RobertWalraven-ESG,3141,303988.3,1685.9,5556220.7,0.0,156.2,13400.4,285666786.8
MITCovAlliance-SIR,2292,515701.8,1434.5,12786230.7,0.0,171.1,12365.2,644206328.7
CU-select,3098,947817.2,1296.0,16302738.9,0.0,121.0,11025.0,656640625.0
IowaStateLW-STEM,3103,1030670.8,784.0,36051284.6,0.0,81.0,5929.0,1816208689.0
UVA-Ensemble,2779,2464712.6,1557.1,103483158.5,0.0,121.0,16584.9,5784184536.0
Yu_Group-CLEP,3128,2516585.5,5770.0,34006044.3,0.0,758.6,65927.7,1474115289.5
