,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,3141,242.9,68.0,787.0,0.0,23.0,202.0,29780.0
JHU_IDD-CovidSP,3139,244.7,62.1,687.6,0.0,19.7,188.1,14412.0
CEID-Walk,3141,245.5,60.1,927.6,0.0,17.9,175.5,29665.8
LNQ-ens1,3141,248.1,66.0,849.4,0.0,20.4,195.8,32703.2
OliverWyman-Navigator,2467,282.1,82.0,872.7,0.0,26.0,242.0,31969.0
IowaStateLW-STEM,3103,287.1,63.0,1023.8,0.0,20.0,189.0,24916.0
RobertWalraven-ESG,3141,298.4,80.3,983.0,0.0,25.0,230.1,32170.4
COVIDhub-baseline,3141,311.3,57.0,1577.5,0.0,18.0,175.0,54403.0
UCLA-SuEIR,2847,314.1,67.7,1465.6,0.0,20.7,205.8,49482.6
USC-SI_kJalpha,2779,316.9,78.0,1186.7,0.0,26.0,220.0,24737.0
LANL-GrowthRate,2951,343.6,92.3,1607.1,0.0,33.3,238.7,50837.1
MITCovAlliance-SIR,2094,359.1,79.2,1467.4,0.1,27.0,249.1,39529.4
CU-select,3099,593.1,80.0,4022.2,0.0,26.0,242.0,133380.0
Yu_Group-CLEP,3139,629.7,76.9,3528.5,0.0,25.5,273.3,93356.0
