,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18027,274,445.0,832.0,,,,122.0,385.1,,150.1,,71.6,677.9,,359.0,171.0,558.0,,,,-152.0,111.1,,-123.9,,-202.4,403.9,,85.0,False,,,,True,True,,True,,False,False,,True
18029,112,95.0,40.0,,,,134.0,217.2,,20.0,,73.9,144.1,,90.0,-17.0,-72.0,,,,22.0,105.2,,-92.0,,-38.1,32.1,,-22.0,False,,,,False,False,,False,,False,False,,False
18031,91,45.0,12.0,,,,63.0,123.5,,8.3,,6.1,136.7,,44.0,-46.0,-79.0,,,,-28.0,32.5,,-82.7,,-84.9,45.7,,-47.0,False,,,,True,True,,False,,False,True,,False
18033,208,125.0,155.0,,,,115.0,275.6,,32.3,,106.5,114.1,,88.0,-83.0,-53.0,,,,-93.0,67.6,,-175.7,,-101.5,-93.9,,-120.0,True,,,,False,True,,False,,False,False,,False
18035,1100,320.0,213.0,,,,360.0,894.1,,130.0,,218.5,260.5,,317.0,-780.0,-887.0,,,,-740.0,-205.9,,-970.0,,-881.5,-839.5,,-783.0,False,,,,True,True,,False,,False,False,,False
18037,191,235.0,247.0,,,,198.0,368.0,,52.0,,168.8,163.1,,133.0,44.0,56.0,,,,7.0,177.0,,-139.0,,-22.2,-27.9,,-58.0,False,,,,True,False,,False,,True,True,,False
18039,1309,1060.0,530.0,,,,903.0,621.1,,519.6,,1144.0,916.1,,437.0,-249.0,-779.0,,,,-406.0,-687.9,,-789.4,,-165.0,-392.9,,-872.0,False,,,,False,False,,False,,True,False,,False
18041,157,250.0,443.0,,,,57.0,226.9,,99.2,,342.9,209.7,,212.0,93.0,286.0,,,,-100.0,69.9,,-57.8,,185.9,52.7,,55.0,False,,,,False,True,,True,,False,True,,True
18043,403,450.0,328.0,,,,262.0,718.9,,231.7,,391.1,500.9,,380.0,47.0,-75.0,,,,-141.0,315.9,,-171.3,,-11.9,97.9,,-23.0,False,,,,False,False,,False,,True,False,,True
18045,46,25.0,35.0,,,,58.0,73.5,,7.2,,0.7,20.0,,21.0,-21.0,-11.0,,,,12.0,27.5,,-38.8,,-45.3,-26.0,,-25.0,True,,,,True,False,,False,,False,False,,False
18047,49,35.0,4.0,,,,47.0,84.9,,8.1,,3.7,132.1,,31.0,-14.0,-45.0,,,,-2.0,35.9,,-40.9,,-45.4,83.1,,-18.0,False,,,,True,False,,False,,False,False,,False
18049,51,70.0,31.0,,,,80.0,124.4,,9.7,,33.7,236.7,,51.0,19.0,-20.0,,,,29.0,73.4,,-41.3,,-17.3,185.7,,0.0,False,,,,False,False,,False,,True,False,,True
18051,240,180.0,348.0,,,,108.0,221.0,,133.3,,55.0,182.0,,118.0,-60.0,108.0,,,,-132.0,-19.0,,-106.7,,-185.1,-58.0,,-122.0,False,,,,False,True,,False,,False,True,,False
18053,353,170.0,280.0,,,,198.0,231.2,,56.4,,54.4,128.4,,89.0,-183.0,-73.0,,,,-155.0,-121.8,,-296.6,,-298.6,-224.6,,-264.0,True,,,,True,True,,False,,False,False,,False
18055,108,290.0,596.0,,,,111.0,235.6,,145.0,,212.8,166.6,,138.0,182.0,488.0,,,,3.0,127.6,,37.0,,104.8,58.6,,30.0,False,,,,True,True,,True,,True,True,,True
18057,1505,1480.0,792.0,,,,1148.0,2142.4,,1146.4,,704.1,1639.3,,1489.0,-25.0,-713.0,,,,-357.0,637.4,,-358.6,,-800.9,134.3,,-16.0,False,,,,False,False,,False,,False,False,,True
18059,189,185.0,114.0,,,,221.0,311.9,,37.2,,83.5,228.8,,167.0,-4.0,-75.0,,,,32.0,122.9,,-151.8,,-105.5,39.8,,-22.0,False,,,,False,False,,False,,False,False,,False
18061,159,260.0,251.0,,,,95.0,326.9,,147.0,,293.3,216.8,,204.0,101.0,92.0,,,,-64.0,167.9,,-12.0,,134.3,57.8,,45.0,True,,,,True,False,,True,,False,True,,True
18063,617,640.0,504.0,,,,624.0,816.9,,454.2,,663.5,534.5,,402.0,23.0,-113.0,,,,7.0,199.9,,-162.8,,46.5,-82.5,,-215.0,False,,,,True,False,,False,,False,False,,False
18065,272,145.0,202.0,,,,151.0,256.4,,38.6,,157.1,131.2,,296.0,-127.0,-70.0,,,,-121.0,-15.6,,-233.4,,-114.9,-140.8,,24.0,True,,,,True,True,,False,,True,False,,True
18067,299,245.0,123.0,,,,313.0,319.7,,68.1,,196.2,210.7,,228.0,-54.0,-176.0,,,,14.0,20.7,,-230.9,,-102.8,-88.3,,-71.0,False,,,,True,True,,False,,False,False,,False
18069,92,90.0,132.0,,,,99.0,148.9,,45.6,,182.0,47.9,,66.0,-2.0,40.0,,,,7.0,56.9,,-46.4,,90.0,-44.1,,-26.0,False,,,,False,False,,False,,False,False,,False
18071,109,145.0,152.0,,,,164.0,179.9,,35.5,,88.2,58.8,,97.0,36.0,43.0,,,,55.0,70.9,,-73.5,,-20.8,-50.2,,-12.0,False,,,,False,False,,False,,True,False,,True
18073,101,125.0,80.0,,,,110.0,193.3,,34.4,,102.2,75.6,,129.0,24.0,-21.0,,,,9.0,92.3,,-66.6,,1.2,-25.4,,28.0,True,,,,True,False,,False,,True,False,,False
18075,74,60.0,162.0,,,,44.0,103.8,,9.1,,13.8,59.9,,57.0,-14.0,88.0,,,,-30.0,29.8,,-64.9,,-60.2,-14.1,,-17.0,False,,,,False,False,,False,,False,False,,False
18077,55,65.0,96.0,,,,70.0,159.6,,4.2,,27.4,34.9,,71.0,10.0,41.0,,,,15.0,104.6,,-50.8,,-27.6,-20.1,,16.0,False,,,,False,False,,False,,False,False,,False
18079,71,45.0,44.0,,,,60.0,96.8,,17.1,,26.1,27.5,,36.0,-26.0,-27.0,,,,-11.0,25.8,,-53.9,,-45.0,-43.5,,-35.0,False,,,,True,True,,False,,False,False,,False
18081,423,385.0,266.0,,,,603.0,555.0,,161.3,,375.6,298.8,,270.0,-38.0,-157.0,,,,180.0,132.0,,-261.7,,-47.4,-124.2,,-153.0,False,,,,False,False,,False,,False,False,,False
18083,251,410.0,1252.0,,,,120.0,284.2,,589.5,,221.6,331.0,,551.0,159.0,1001.0,,,,-131.0,33.2,,338.5,,-29.4,80.0,,300.0,False,,,,True,True,,False,,True,True,,False
18085,316,105.0,61.0,,,,291.0,173.6,,13.1,,55.8,46.4,,88.0,-211.0,-255.0,,,,-25.0,-142.4,,-302.9,,-260.2,-269.6,,-228.0,False,,,,True,True,,False,,False,False,,False
18087,60,30.0,8.0,,,,165.0,70.7,,6.8,,29.4,13.8,,28.0,-30.0,-52.0,,,,105.0,10.7,,-53.2,,-30.6,-46.2,,-32.0,False,,,,False,True,,False,,False,False,,False
18089,2043,2455.0,1621.0,,,,1912.0,2582.1,,1498.4,,2013.1,2468.3,,1384.0,412.0,-422.0,,,,-131.0,539.1,,-544.6,,-29.9,425.3,,-659.0,False,,,,True,False,,False,,True,False,,False
18091,356,545.0,787.0,,,,438.0,685.6,,174.2,,381.6,469.5,,388.0,189.0,431.0,,,,82.0,329.6,,-181.8,,25.6,113.5,,32.0,False,,,,True,False,,True,,True,True,,True
18093,131,95.0,70.0,,,,160.0,157.6,,28.8,,77.1,96.5,,68.0,-36.0,-61.0,,,,29.0,26.6,,-102.2,,-53.9,-34.5,,-63.0,False,,,,True,True,,False,,False,True,,False
18095,496,475.0,252.0,,,,438.0,1233.8,,117.0,,193.2,730.3,,419.0,-21.0,-244.0,,,,-58.0,737.8,,-379.0,,-302.8,234.3,,-77.0,False,,,,False,False,,False,,False,False,,False
18097,3983,4000.0,5738.0,,,,4222.0,5902.7,,1895.5,,1922.7,2766.3,,1999.0,17.0,1755.0,,,,239.0,1919.7,,-2087.5,,-2060.3,-1216.7,,-1984.0,False,,,,False,False,,False,,False,False,,False
18099,157,220.0,341.0,,,,210.0,189.3,,41.6,,170.2,183.7,,91.0,63.0,184.0,,,,53.0,32.3,,-115.4,,13.2,26.7,,-66.0,False,,,,True,True,,False,,True,True,,False
18101,105,60.0,142.0,,,,25.0,43.8,,18.7,,157.1,58.5,,62.0,-45.0,37.0,,,,-80.0,-61.2,,-86.3,,52.1,-46.5,,-43.0,True,,,,False,False,,False,,False,False,,True
18103,140,60.0,36.0,,,,134.0,180.8,,20.2,,68.3,70.2,,39.0,-80.0,-104.0,,,,-6.0,40.8,,-119.8,,-71.7,-69.8,,-101.0,False,,,,True,True,,False,,True,True,,False
18105,1753,255.0,248.0,,,,459.0,566.2,,205.3,,81.1,163.9,,226.0,-1498.0,-1505.0,,,,-1294.0,-1186.8,,-1547.7,,-1671.9,-1589.1,,-1527.0,False,,,,True,True,,False,,False,False,,False
18107,127,80.0,70.0,,,,131.0,120.1,,19.6,,45.9,57.3,,50.0,-47.0,-57.0,,,,4.0,-6.9,,-107.4,,-81.1,-69.7,,-77.0,False,,,,True,True,,False,,False,False,,False
18109,190,150.0,84.0,,,,244.0,354.4,,52.6,,115.4,307.0,,128.0,-40.0,-106.0,,,,54.0,164.4,,-137.4,,-74.6,117.0,,-62.0,False,,,,False,False,,False,,False,False,,False
18111,47,20.0,13.0,,,,49.0,42.3,,4.7,,3.1,11.8,,14.0,-27.0,-34.0,,,,2.0,-4.7,,-42.3,,-43.9,-35.2,,-33.0,False,,,,True,True,,False,,False,False,,False
18113,155,190.0,190.0,,,,163.0,168.8,,26.6,,194.8,118.8,,134.0,35.0,35.0,,,,8.0,13.8,,-128.4,,39.8,-36.2,,-21.0,False,,,,True,True,,False,,False,False,,True
18115,8,30.0,35.0,,,,7.0,26.4,,4.8,,15.2,45.5,,15.0,22.0,27.0,,,,-1.0,18.4,,-3.2,,7.2,37.5,,7.0,False,,,,True,True,,True,,True,False,,True
18117,83,75.0,122.0,,,,52.0,135.0,,27.5,,141.0,45.4,,54.0,-8.0,39.0,,,,-31.0,52.0,,-55.5,,58.0,-37.6,,-29.0,False,,,,False,False,,False,,False,False,,False
18119,38,85.0,131.0,,,,65.0,109.0,,17.9,,56.9,172.1,,118.0,47.0,93.0,,,,27.0,71.0,,-20.1,,18.9,134.1,,80.0,False,,,,True,False,,True,,True,False,,False
18121,28,75.0,141.0,,,,54.0,88.2,,5.0,,32.5,55.8,,95.0,47.0,113.0,,,,26.0,60.2,,-23.0,,4.5,27.8,,67.0,False,,,,True,False,,True,,True,True,,False
18123,30,15.0,14.0,,,,37.0,45.9,,0.4,,36.6,15.0,,19.0,-15.0,-16.0,,,,7.0,15.9,,-29.6,,6.6,-15.0,,-11.0,False,,,,True,False,,False,,True,True,,True
18125,72,35.0,38.0,,,,30.0,75.2,,5.4,,7.7,33.3,,66.0,-37.0,-34.0,,,,-42.0,3.2,,-66.6,,-64.3,-38.7,,-6.0,True,,,,False,True,,False,,False,False,,True
18127,602,570.0,380.0,,,,548.0,1159.6,,371.6,,604.8,461.5,,548.0,-32.0,-222.0,,,,-54.0,557.6,,-230.4,,2.8,-140.5,,-54.0,False,,,,False,False,,False,,True,False,,False
18129,137,60.0,35.0,,,,85.0,136.2,,12.8,,8.2,30.0,,50.0,-77.0,-102.0,,,,-52.0,-0.8,,-124.2,,-128.8,-107.0,,-87.0,False,,,,True,True,,False,,False,False,,False
18131,26,30.0,53.0,,,,50.0,49.6,,5.4,,19.9,23.5,,18.0,4.0,27.0,,,,24.0,23.6,,-20.6,,-6.1,-2.5,,-8.0,False,,,,False,False,,False,,False,True,,False
18133,183,285.0,261.0,,,,146.0,337.4,,33.0,,8.9,234.0,,270.0,102.0,78.0,,,,-37.0,154.4,,-150.0,,-174.1,51.0,,87.0,True,,,,True,False,,False,,False,True,,True
18135,77,35.0,17.0,,,,50.0,103.8,,4.4,,11.9,47.5,,47.0,-42.0,-60.0,,,,-27.0,26.8,,-72.6,,-65.1,-29.5,,-30.0,False,,,,True,True,,False,,False,True,,True
18137,69,40.0,36.0,,,,68.0,129.6,,10.7,,44.6,28.9,,40.0,-29.0,-33.0,,,,-1.0,60.6,,-58.3,,-24.4,-40.1,,-29.0,False,,,,True,False,,False,,True,False,,False
18139,32,120.0,231.0,,,,28.0,109.1,,15.2,,40.3,57.8,,155.0,88.0,199.0,,,,-4.0,77.1,,-16.8,,8.3,25.8,,123.0,False,,,,True,True,,True,,True,True,,False
18141,2310,1850.0,1788.0,,,,960.0,2126.6,,1238.4,,1332.9,1953.9,,1243.0,-460.0,-522.0,,,,-1350.0,-183.4,,-1071.6,,-977.1,-356.1,,-1067.0,False,,,,False,True,,False,,False,True,,False
18143,79,55.0,52.0,,,,58.0,126.6,,9.7,,16.7,29.6,,55.0,-24.0,-27.0,,,,-21.0,47.6,,-69.3,,-62.3,-49.4,,-24.0,False,,,,True,False,,False,,False,False,,False
18145,70,120.0,81.0,,,,166.0,217.3,,17.9,,18.6,94.8,,78.0,50.0,11.0,,,,96.0,147.3,,-52.1,,-51.4,24.8,,8.0,True,,,,False,False,,False,,False,True,,True
18147,104,40.0,32.0,,,,37.0,84.4,,8.0,,0.0,68.8,,31.0,-64.0,-72.0,,,,-67.0,-19.6,,-96.0,,-104.0,-35.2,,-73.0,False,,,,False,True,,False,,False,True,,False
18149,81,10.0,1.0,,,,85.0,72.0,,0.5,,58.6,15.0,,20.0,-71.0,-80.0,,,,4.0,-9.0,,-80.5,,-22.4,-66.0,,-61.0,False,,,,True,True,,False,,True,True,,True
18151,146,90.0,72.0,,,,121.0,143.2,,24.1,,0.4,83.7,,63.0,-56.0,-74.0,,,,-25.0,-2.8,,-121.9,,-145.6,-62.3,,-83.0,False,,,,True,True,,False,,False,False,,False
18153,85,395.0,659.0,,,,90.0,208.1,,147.2,,136.5,289.1,,397.0,310.0,574.0,,,,5.0,123.1,,62.2,,51.5,204.1,,312.0,False,,,,True,True,,True,,True,True,,False
18155,7,20.0,47.0,,,,15.0,34.2,,3.2,,2.6,17.1,,30.0,13.0,40.0,,,,8.0,27.2,,-3.8,,-4.4,10.1,,23.0,False,,,,True,False,,True,,True,True,,False
18157,1050,585.0,548.0,,,,594.0,969.9,,303.8,,547.4,496.4,,566.0,-465.0,-502.0,,,,-456.0,-80.1,,-746.2,,-502.6,-553.6,,-484.0,False,,,,True,True,,False,,False,False,,False
18159,58,45.0,11.0,,,,44.0,84.1,,3.3,,6.7,122.6,,59.0,-13.0,-47.0,,,,-14.0,26.1,,-54.7,,-51.3,64.6,,1.0,False,,,,False,False,,False,,False,False,,True
18161,27,50.0,122.0,,,,6.0,40.0,,5.1,,0.7,48.6,,36.0,23.0,95.0,,,,-21.0,13.0,,-21.9,,-26.3,21.6,,9.0,False,,,,True,True,,True,,False,True,,True
18163,1335,840.0,559.0,,,,778.0,1361.8,,510.4,,567.3,678.7,,678.0,-495.0,-776.0,,,,-557.0,26.8,,-824.6,,-767.7,-656.3,,-657.0,False,,,,False,True,,False,,False,False,,False
18165,55,55.0,71.0,,,,58.0,93.8,,8.2,,50.2,22.5,,57.0,0.0,16.0,,,,3.0,38.8,,-46.8,,-4.8,-32.5,,2.0,False,,,,False,False,,False,,False,False,,False
18167,821,1010.0,870.0,,,,461.0,1423.1,,422.6,,858.4,950.1,,1143.0,189.0,49.0,,,,-360.0,602.1,,-398.4,,37.4,129.1,,322.0,True,,,,False,False,,False,,True,True,,False
18169,76,60.0,86.0,,,,85.0,179.2,,6.8,,0.0,88.2,,48.0,-16.0,10.0,,,,9.0,103.2,,-69.2,,-76.0,12.2,,-28.0,True,,,,True,False,,False,,False,True,,False
18171,7,45.0,0.0,,,,29.0,17.8,,2.0,,16.7,39.5,,45.0,38.0,-7.0,,,,22.0,10.8,,-5.0,,9.7,32.5,,38.0,True,,,,True,True,,True,,True,True,,False
18173,647,305.0,311.0,,,,217.0,415.8,,166.5,,61.0,191.9,,225.0,-342.0,-336.0,,,,-430.0,-231.2,,-480.5,,-586.0,-455.1,,-422.0,True,,,,False,True,,False,,False,False,,False
18175,88,100.0,99.0,,,,54.0,193.5,,54.5,,60.6,278.7,,115.0,12.0,11.0,,,,-34.0,105.5,,-33.5,,-27.4,190.7,,27.0,True,,,,False,False,,False,,False,False,,False
18177,298,195.0,133.0,,,,186.0,462.0,,113.2,,113.8,123.0,,240.0,-103.0,-165.0,,,,-112.0,164.0,,-184.8,,-184.2,-175.0,,-58.0,False,,,,False,False,,False,,False,False,,True
18179,74,45.0,5.0,,,,75.0,151.6,,10.2,,12.7,90.9,,49.0,-29.0,-69.0,,,,1.0,77.6,,-63.8,,-61.3,16.9,,-25.0,False,,,,True,False,,False,,False,True,,True
18181,74,130.0,142.0,,,,97.0,164.0,,16.2,,99.5,118.6,,56.0,56.0,68.0,,,,23.0,90.0,,-57.8,,25.5,44.6,,-18.0,False,,,,True,False,,False,,True,True,,True
18183,94,105.0,157.0,,,,99.0,145.5,,51.3,,60.8,68.9,,86.0,11.0,63.0,,,,5.0,51.5,,-42.7,,-33.2,-25.1,,-8.0,False,,,,True,False,,False,,False,False,,True
19001,32,30.0,0.0,,,,20.0,15.5,,4.0,,4.6,43.6,,9.0,-2.0,-32.0,,,,-12.0,-16.5,,-28.0,,-27.4,11.6,,-23.0,False,,,,False,False,,False,,False,False,,False
19003,13,15.0,0.0,,,,10.0,7.5,,1.1,,3.2,,,21.0,2.0,-13.0,,,,-3.0,-5.5,,-11.9,,-9.8,,,8.0,False,,,,False,False,,False,,False,,,False
19005,96,15.0,0.0,,,,44.0,34.2,,2.3,,29.6,13.7,,8.0,-81.0,-96.0,,,,-52.0,-61.8,,-93.7,,-66.4,-82.3,,-88.0,False,,,,True,True,,False,,True,False,,False
19007,71,55.0,62.0,,,,30.0,68.1,,6.3,,44.6,61.6,,89.0,-16.0,-9.0,,,,-41.0,-2.9,,-64.7,,-26.4,-9.4,,18.0,True,,,,False,True,,False,,False,True,,False
19009,52,20.0,0.0,,,,15.0,13.1,,2.8,,6.0,16.4,,34.0,-32.0,-52.0,,,,-37.0,-38.9,,-49.2,,-46.0,-35.6,,-18.0,False,,,,False,False,,False,,False,False,,True
19011,128,55.0,39.0,,,,112.0,128.0,,3.2,,9.4,48.9,,92.0,-73.0,-89.0,,,,-16.0,0.0,,-124.8,,-118.6,-79.1,,-36.0,False,,,,True,True,,False,,False,False,,True
19013,988,1085.0,2407.0,,,,678.0,805.7,,881.0,,670.9,687.2,,855.0,97.0,1419.0,,,,-310.0,-182.3,,-107.0,,-317.1,-300.8,,-133.0,False,,,,False,False,,False,,False,False,,False
19015,195,115.0,144.0,,,,109.0,135.7,,23.4,,82.1,80.1,,114.0,-80.0,-51.0,,,,-86.0,-59.3,,-171.6,,-112.9,-114.9,,-81.0,True,,,,False,True,,False,,False,False,,False
19017,229,105.0,75.0,,,,135.0,185.5,,16.4,,34.1,78.7,,80.0,-124.0,-154.0,,,,-94.0,-43.5,,-212.6,,-194.9,-150.3,,-149.0,False,,,,True,True,,False,,False,False,,False
19019,117,85.0,112.0,,,,84.0,137.9,,11.7,,44.9,93.5,,97.0,-32.0,-5.0,,,,-33.0,20.9,,-105.3,,-72.2,-23.5,,-20.0,True,,,,False,True,,False,,False,True,,True
19021,177,60.0,,,,,124.0,25.1,,4.2,,25.5,20.4,,0.0,-117.0,,,,,-53.0,-151.9,,-172.8,,-151.5,-156.6,,-177.0,,,,,True,False,,False,,False,False,,False
19023,112,105.0,118.0,,,,75.0,83.8,,103.5,,252.7,70.1,,123.0,-7.0,6.0,,,,-37.0,-28.2,,-8.5,,140.7,-41.9,,11.0,True,,,,False,False,,False,,False,False,,False
19025,105,40.0,88.0,,,,30.0,34.5,,7.7,,26.6,32.6,,31.0,-65.0,-17.0,,,,-75.0,-70.5,,-97.3,,-78.4,-72.4,,-74.0,True,,,,False,False,,False,,False,False,,False
19027,369,355.0,823.0,,,,79.0,138.7,,504.0,,95.8,221.5,,322.0,-14.0,454.0,,,,-290.0,-230.3,,135.0,,-273.2,-147.5,,-47.0,False,,,,False,False,,False,,False,False,,False
19029,85,55.0,79.0,,,,36.0,98.2,,9.7,,13.1,55.6,,24.0,-30.0,-6.0,,,,-49.0,13.2,,-75.3,,-71.9,-29.4,,-61.0,True,,,,False,True,,False,,False,True,,False
19031,102,35.0,34.0,,,,51.0,57.3,,6.8,,73.8,38.2,,38.0,-67.0,-68.0,,,,-51.0,-44.7,,-95.2,,-28.2,-63.8,,-64.0,False,,,,True,True,,False,,True,True,,True
19033,348,155.0,634.0,,,,324.0,225.9,,64.2,,159.6,75.3,,70.0,-193.0,286.0,,,,-24.0,-122.1,,-283.8,,-188.4,-272.7,,-278.0,False,,,,True,True,,False,,True,False,,False
19035,151,70.0,61.0,,,,40.0,40.1,,15.2,,14.4,51.7,,126.0,-81.0,-90.0,,,,-111.0,-110.9,,-135.8,,-136.6,-99.3,,-25.0,False,,,,False,False,,False,,False,False,,True
19037,165,100.0,194.0,,,,60.0,73.3,,16.5,,38.3,59.5,,131.0,-65.0,29.0,,,,-105.0,-91.7,,-148.5,,-126.7,-105.5,,-34.0,True,,,,False,False,,False,,False,False,,True
19039,51,20.0,36.0,,,,34.0,30.2,,1.9,,46.4,48.8,,7.0,-31.0,-15.0,,,,-17.0,-20.8,,-49.1,,-4.6,-2.2,,-44.0,True,,,,True,True,,False,,True,True,,False
19041,97,85.0,199.0,,,,57.0,75.6,,10.3,,21.1,63.5,,41.0,-12.0,102.0,,,,-40.0,-21.4,,-86.7,,-76.0,-33.5,,-56.0,False,,,,False,False,,False,,False,False,,False
19043,101,170.0,216.0,,,,51.0,129.5,,66.9,,45.0,82.2,,207.0,69.0,115.0,,,,-50.0,28.5,,-34.1,,-56.0,-18.8,,106.0,False,,,,True,True,,True,,True,True,,False
19045,474,870.0,1547.0,,,,138.0,585.7,,844.8,,369.8,1265.8,,676.0,396.0,1073.0,,,,-336.0,111.7,,370.8,,-104.2,791.8,,202.0,False,,,,True,True,,True,,True,False,,True
19047,306,145.0,190.0,,,,101.0,50.3,,49.5,,174.2,59.6,,14.0,-161.0,-116.0,,,,-205.0,-255.7,,-256.5,,-131.8,-246.4,,-292.0,True,,,,False,False,,False,,True,False,,False
19049,685,570.0,753.0,,,,390.0,252.3,,430.5,,532.5,424.2,,586.0,-115.0,68.0,,,,-295.0,-432.7,,-254.5,,-152.5,-260.8,,-99.0,True,,,,False,False,,False,,False,False,,True
19051,60,70.0,108.0,,,,21.0,34.3,,8.7,,31.2,40.8,,78.0,10.0,48.0,,,,-39.0,-25.7,,-51.3,,-28.8,-19.2,,18.0,False,,,,False,False,,False,,False,False,,False
19053,35,15.0,0.0,,,,15.0,21.2,,5.3,,9.7,23.9,,8.0,-20.0,-35.0,,,,-20.0,-13.8,,-29.7,,-25.3,-11.1,,-27.0,False,,,,False,True,,False,,False,True,,False
19055,240,155.0,247.0,,,,55.0,136.2,,62.7,,47.5,169.5,,124.0,-85.0,7.0,,,,-185.0,-103.8,,-177.3,,-192.5,-70.5,,-116.0,True,,,,False,False,,False,,False,True,,False
19057,370,865.0,2581.0,,,,291.0,366.2,,608.8,,624.6,617.7,,655.0,495.0,2211.0,,,,-79.0,-3.8,,238.8,,254.6,247.7,,285.0,False,,,,True,True,,True,,True,True,,True
19059,197,55.0,35.0,,,,71.0,46.1,,8.9,,29.9,99.8,,70.0,-142.0,-162.0,,,,-126.0,-150.9,,-188.1,,-167.1,-97.2,,-127.0,False,,,,True,False,,False,,False,True,,True
19061,1358,520.0,374.0,,,,363.0,642.3,,317.1,,364.9,532.9,,383.0,-838.0,-984.0,,,,-995.0,-715.7,,-1040.9,,-993.1,-825.1,,-975.0,False,,,,False,True,,False,,False,True,,False
19063,54,70.0,36.0,,,,43.0,50.5,,17.7,,5.2,120.7,,71.0,16.0,-18.0,,,,-11.0,-3.5,,-36.3,,-48.8,66.7,,17.0,False,,,,True,True,,False,,False,False,,False
19065,101,115.0,261.0,,,,83.0,115.2,,25.9,,63.6,86.8,,127.0,14.0,160.0,,,,-18.0,14.2,,-75.1,,-37.4,-14.2,,26.0,False,,,,False,False,,False,,False,False,,False
19067,167,30.0,117.0,,,,95.0,93.0,,5.9,,39.3,27.8,,10.0,-137.0,-50.0,,,,-72.0,-74.0,,-161.1,,-127.7,-139.2,,-157.0,True,,,,True,True,,False,,True,False,,False
19069,76,45.0,83.0,,,,68.0,66.6,,11.5,,53.9,106.5,,24.0,-31.0,7.0,,,,-8.0,-9.4,,-64.5,,-22.1,30.5,,-52.0,True,,,,True,True,,False,,True,True,,False
19071,67,45.0,26.0,,,,25.0,33.9,,6.5,,9.8,,,55.0,-22.0,-41.0,,,,-42.0,-33.1,,-60.5,,-57.2,,,-12.0,False,,,,False,False,,False,,False,,,True
19073,58,20.0,3.0,,,,20.0,15.2,,7.7,,14.0,8.0,,69.0,-38.0,-55.0,,,,-38.0,-42.8,,-50.3,,-44.0,-50.0,,11.0,False,,,,False,False,,False,,False,False,,True
19075,110,105.0,150.0,,,,68.0,85.1,,41.9,,65.6,59.3,,140.0,-5.0,40.0,,,,-42.0,-24.9,,-68.1,,-44.4,-50.7,,30.0,False,,,,False,False,,False,,False,False,,False
19077,88,55.0,34.0,,,,32.0,70.3,,7.1,,40.5,27.2,,53.0,-33.0,-54.0,,,,-56.0,-17.7,,-80.9,,-47.5,-60.8,,-35.0,False,,,,False,True,,False,,False,False,,False
19079,77,0.0,79.0,,,,77.0,15.3,,2.6,,70.7,17.8,,0.0,-77.0,2.0,,,,0.0,-61.7,,-74.4,,-6.3,-59.2,,-77.0,True,,,,True,True,,True,,True,True,,False
19081,81,30.0,11.0,,,,55.0,36.8,,4.5,,0.0,112.5,,42.0,-51.0,-70.0,,,,-26.0,-44.2,,-76.5,,-81.0,31.5,,-39.0,False,,,,True,True,,False,,False,True,,True
19083,90,85.0,45.0,,,,99.0,103.1,,50.3,,46.3,67.5,,108.0,-5.0,-45.0,,,,9.0,13.1,,-39.7,,-43.7,-22.5,,18.0,False,,,,False,False,,False,,False,False,,False
19085,88,95.0,109.0,,,,48.0,63.3,,42.5,,32.4,118.8,,91.0,7.0,21.0,,,,-40.0,-24.7,,-45.5,,-55.6,30.8,,3.0,False,,,,False,False,,False,,False,False,,True
19087,541,270.0,633.0,,,,89.0,124.8,,59.5,,38.4,184.1,,223.0,-271.0,92.0,,,,-452.0,-416.2,,-481.5,,-502.6,-356.9,,-318.0,True,,,,False,False,,False,,False,False,,False
19089,105,135.0,185.0,,,,40.0,43.5,,13.9,,362.8,92.5,,146.0,30.0,80.0,,,,-65.0,-61.5,,-91.1,,257.8,-12.5,,41.0,False,,,,False,False,,False,,False,True,,False
19091,94,0.0,18.0,,,,39.0,18.1,,4.6,,11.6,23.3,,0.0,-94.0,-76.0,,,,-55.0,-75.8,,-89.4,,-82.4,-70.7,,-94.0,True,,,,True,True,,True,,True,True,,False
