,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
51023,95,189.0,,,,,36.8,308.9,,275.0,94.0,,,,,-58.2,213.9,,180.0,,,,,True,False,,False
51025,128,161.0,,,,,14.8,247.8,,84.0,33.0,,,,,-113.2,119.8,,-44.0,,,,,False,False,,False
51027,64,42.0,,,,,23.5,14.7,,12.0,-22.0,,,,,-40.5,-49.3,,-52.0,,,,,False,False,,False
51029,74,77.0,,,,,16.0,57.7,,125.0,3.0,,,,,-58.0,-16.3,,51.0,,,,,False,False,,False
51031,245,399.0,436.3,,,,844.3,472.0,,354.0,154.0,191.3,,,,599.3,227.0,,109.0,False,,,,False,False,,True
51033,149,112.0,,,,,20.8,101.9,,166.0,-37.0,,,,,-128.2,-47.1,,17.0,,,,,False,False,,True
51035,174,133.0,,,,,50.8,57.7,,147.0,-41.0,,,,,-123.2,-116.3,,-27.0,,,,,False,False,,True
51036,33,14.0,,,,,27.4,10.8,,8.0,-19.0,,,,,-5.6,-22.2,,-25.0,,,,,True,False,,False
51037,54,28.0,,,,,8.6,27.2,,7.0,-26.0,,,,,-45.4,-26.8,,-47.0,,,,,False,False,,False
51041,1595,2674.0,898.1,,,,659.6,2832.5,,2425.0,1079.0,-696.9,,,,-935.4,1237.5,,830.0,True,,,,True,False,,True
51043,23,14.0,,,,,60.9,9.0,,3.0,-9.0,,,,,37.9,-14.0,,-20.0,,,,,False,False,,False
51045,14,7.0,,,,,1.7,,,3.0,-7.0,,,,,-12.3,,,-11.0,,,,,False,,,False
51047,200,350.0,51.2,,,,69.8,325.8,,410.0,150.0,-148.8,,,,-130.2,125.8,,210.0,True,,,,True,True,,False
51049,29,77.0,,,,,24.1,29.3,,88.0,48.0,,,,,-4.9,0.3,,59.0,,,,,True,True,,False
51051,61,119.0,,,,,,,,115.0,58.0,,,,,,,,54.0,,,,,,,,True
51053,160,133.0,,,,,8.4,85.4,,66.0,-27.0,,,,,-151.6,-74.6,,-94.0,,,,,False,False,,False
51057,80,161.0,,,,,27.7,61.7,,243.0,81.0,,,,,-52.3,-18.3,,163.0,,,,,True,True,,False
51059,4385,4291.0,2237.5,,,,917.3,3597.5,,5986.0,-94.0,-2147.5,,,,-3467.7,-787.5,,1601.0,False,,,,False,False,,False
51061,317,294.0,445.9,,,,47.9,221.4,,720.0,-23.0,128.9,,,,-269.1,-95.6,,403.0,False,,,,False,False,,False
51063,148,168.0,,,,,69.6,127.8,,315.0,20.0,,,,,-78.4,-20.2,,167.0,,,,,False,False,,False
51065,188,105.0,,,,,87.0,50.2,,63.0,-83.0,,,,,-101.0,-137.8,,-125.0,,,,,False,False,,False
51067,262,84.0,228.9,,,,17.5,61.2,,83.0,-178.0,-33.1,,,,-244.5,-200.8,,-179.0,True,,,,False,False,,False
51069,202,133.0,273.4,,,,8.5,101.6,,153.0,-69.0,71.4,,,,-193.5,-100.4,,-49.0,False,,,,False,False,,True
51071,66,0.0,,,,,10.0,10.2,,0.0,-66.0,,,,,-56.0,-55.8,,-66.0,,,,,True,True,,False
51073,90,91.0,,,,,50.2,112.7,,41.0,1.0,,,,,-39.8,22.7,,-49.0,,,,,False,False,,False
51075,108,70.0,,,,,22.7,44.5,,126.0,-38.0,,,,,-85.3,-63.5,,18.0,,,,,False,False,,True
51077,161,161.0,,,,,52.4,105.3,,137.0,0.0,,,,,-108.6,-55.7,,-24.0,,,,,False,False,,False
51079,64,119.0,,,,,29.5,147.3,,89.0,55.0,,,,,-34.5,83.3,,25.0,,,,,True,False,,True
51081,319,301.0,,,,,104.0,166.3,,60.0,-18.0,,,,,-215.0,-152.7,,-259.0,,,,,False,False,,False
51083,195,126.0,,,,,23.6,106.4,,178.0,-69.0,,,,,-171.4,-88.6,,-17.0,,,,,False,False,,True
51085,647,371.0,281.3,,,,185.3,147.7,,587.0,-276.0,-365.7,,,,-461.7,-499.3,,-60.0,False,,,,False,False,,True
51087,1595,1666.0,591.5,,,,590.4,3413.5,,933.0,71.0,-1003.5,,,,-1004.6,1818.5,,-662.0,False,,,,False,False,,False
51089,467,539.0,979.8,,,,169.6,254.9,,546.0,72.0,512.8,,,,-297.4,-212.1,,79.0,False,,,,False,False,,False
51091,1,21.0,,,,,0.5,,,56.0,20.0,,,,,-0.5,,,55.0,,,,,True,,,False
51093,350,364.0,,,,,44.9,637.4,,432.0,14.0,,,,,-305.1,287.4,,82.0,,,,,False,False,,False
51095,247,427.0,361.3,,,,121.2,235.3,,315.0,180.0,114.3,,,,-125.8,-11.7,,68.0,True,,,,True,True,,True
51097,33,28.0,,,,,9.0,32.2,,48.0,-5.0,,,,,-24.0,-0.8,,15.0,,,,,False,True,,False
51099,89,119.0,,,,,58.7,70.9,,251.0,30.0,,,,,-30.3,-18.1,,162.0,,,,,False,True,,False
51101,74,70.0,,,,,19.3,41.4,,82.0,-4.0,,,,,-54.7,-32.6,,8.0,,,,,False,False,,False
51103,108,35.0,,,,,6.1,17.3,,80.0,-73.0,,,,,-101.9,-90.7,,-28.0,,,,,False,False,,True
51105,153,133.0,,,,,17.1,98.4,,73.0,-20.0,,,,,-135.9,-54.6,,-80.0,,,,,False,False,,False
51107,1538,1680.0,1543.5,,,,469.0,1194.7,,1469.0,142.0,5.5,,,,-1069.0,-343.3,,-69.0,True,,,,False,False,,True
51109,107,112.0,,,,,8.6,103.5,,363.0,5.0,,,,,-98.4,-3.5,,256.0,,,,,False,True,,False
51111,56,49.0,,,,,53.8,73.4,,16.0,-7.0,,,,,-2.2,17.4,,-40.0,,,,,True,False,,False
51113,40,49.0,,,,,11.5,49.6,,38.0,9.0,,,,,-28.5,9.6,,-2.0,,,,,False,False,,True
51115,54,35.0,,,,,2.2,,,135.0,-19.0,,,,,-51.8,,,81.0,,,,,False,,,False
51117,278,945.0,,,,,520.4,553.8,,655.0,667.0,,,,,242.4,275.8,,377.0,,,,,True,True,,True
51119,78,70.0,,,,,12.0,38.1,,113.0,-8.0,,,,,-66.0,-39.9,,35.0,,,,,False,False,,False
51121,1608,182.0,440.9,,,,24.5,167.2,,82.0,-1426.0,-1167.1,,,,-1583.5,-1440.8,,-1526.0,True,,,,False,False,,False
51125,56,91.0,,,,,11.8,65.4,,440.0,35.0,,,,,-44.2,9.4,,384.0,,,,,False,True,,False
51127,65,77.0,,,,,10.7,168.0,,56.0,12.0,,,,,-54.3,103.0,,-9.0,,,,,False,False,,True
51131,9,28.0,,,,,0.1,24.2,,179.0,19.0,,,,,-8.9,15.2,,170.0,,,,,True,True,,False
51133,87,42.0,,,,,22.3,92.8,,40.0,-45.0,,,,,-64.7,5.8,,-47.0,,,,,False,True,,False
51135,83,56.0,,,,,2.7,40.0,,22.0,-27.0,,,,,-80.3,-43.0,,-61.0,,,,,False,False,,False
51137,92,147.0,,,,,55.7,177.8,,199.0,55.0,,,,,-36.3,85.8,,107.0,,,,,True,False,,False
51139,51,84.0,,,,,11.5,46.6,,334.0,33.0,,,,,-39.5,-4.4,,283.0,,,,,False,True,,False
51141,124,301.0,,,,,369.7,334.5,,285.0,177.0,,,,,245.7,210.5,,161.0,,,,,False,False,,True
51143,570,665.0,618.2,,,,961.1,950.5,,649.0,95.0,48.2,,,,391.1,380.5,,79.0,True,,,,False,False,,True
51145,79,154.0,,,,,66.9,129.5,,180.0,75.0,,,,,-12.1,50.5,,101.0,,,,,True,True,,False
51147,175,490.0,,,,,207.6,468.8,,199.0,315.0,,,,,32.6,293.8,,24.0,,,,,True,True,,True
51149,416,336.0,,,,,85.1,210.2,,429.0,-80.0,,,,,-330.9,-205.8,,13.0,,,,,False,False,,True
51153,2966,3745.0,627.7,,,,1099.7,4036.7,,2516.0,779.0,-2338.3,,,,-1866.3,1070.7,,-450.0,False,,,,False,False,,True
51155,145,98.0,,,,,65.5,162.7,,125.0,-47.0,,,,,-79.5,17.7,,-20.0,,,,,False,True,,True
51157,23,14.0,,,,,6.3,33.5,,16.0,-9.0,,,,,-16.7,10.5,,-7.0,,,,,False,False,,True
51159,67,7.0,,,,,0.0,18.6,,110.0,-60.0,,,,,-67.0,-48.4,,43.0,,,,,False,True,,True
51161,382,392.0,,,,,121.8,291.7,,398.0,10.0,,,,,-260.2,-90.3,,16.0,,,,,False,False,,False
51163,51,7.0,,,,,39.6,124.1,,1.0,-44.0,,,,,-11.4,73.1,,-50.0,,,,,True,False,,False
51165,485,280.0,290.8,,,,32.5,206.8,,190.0,-205.0,-194.2,,,,-452.5,-278.2,,-295.0,True,,,,False,False,,False
51167,145,364.0,,,,,694.2,289.6,,409.0,219.0,,,,,549.2,144.6,,264.0,,,,,False,True,,False
51169,95,259.0,,,,,27.7,,,287.0,164.0,,,,,-67.3,,,192.0,,,,,True,,,False
51171,107,175.0,,,,,100.8,153.0,,469.0,68.0,,,,,-6.2,46.0,,362.0,,,,,True,True,,False
51173,319,238.0,,,,,198.7,332.0,,263.0,-81.0,,,,,-120.3,13.0,,-56.0,,,,,False,True,,True
51175,498,196.0,,,,,83.4,155.0,,188.0,-302.0,,,,,-414.6,-343.0,,-310.0,,,,,False,False,,False
51177,660,1071.0,459.8,,,,292.3,729.9,,1060.0,411.0,-200.2,,,,-367.7,69.9,,400.0,True,,,,True,True,,True
51179,639,756.0,193.1,,,,300.6,669.3,,964.0,117.0,-445.9,,,,-338.4,30.3,,325.0,False,,,,False,True,,False
51181,72,84.0,,,,,29.8,110.1,,152.0,12.0,,,,,-42.2,38.1,,80.0,,,,,False,False,,False
51183,166,140.0,,,,,29.0,84.0,,48.0,-26.0,,,,,-137.0,-82.0,,-118.0,,,,,False,False,,False
51185,181,175.0,,,,,28.7,363.0,,138.0,-6.0,,,,,-152.3,182.0,,-43.0,,,,,False,False,,False
51187,68,49.0,,,,,1.9,21.9,,32.0,-19.0,,,,,-66.1,-46.1,,-36.0,,,,,False,False,,False
51191,348,315.0,111.2,,,,179.0,264.1,,224.0,-33.0,-236.8,,,,-169.0,-83.9,,-124.0,False,,,,False,False,,False
51193,67,112.0,,,,,18.1,54.3,,268.0,45.0,,,,,-48.9,-12.7,,201.0,,,,,False,True,,False
51195,283,294.0,,,,,77.0,117.0,,498.0,11.0,,,,,-206.0,-166.0,,215.0,,,,,False,False,,False
51197,122,91.0,,,,,17.5,79.5,,76.0,-31.0,,,,,-104.5,-42.5,,-46.0,,,,,False,False,,False
51199,183,371.0,403.8,,,,74.6,221.4,,454.0,188.0,220.8,,,,-108.4,38.4,,271.0,False,,,,True,True,,False
51510,855,966.0,301.8,,,,214.2,1399.9,,676.0,111.0,-553.2,,,,-640.8,544.9,,-179.0,False,,,,False,False,,False
51520,110,126.0,,,,,13.9,,,64.0,16.0,,,,,-96.1,,,-46.0,,,,,False,,,False
51530,30,21.0,,,,,9.8,82.7,,2.0,-9.0,,,,,-20.2,52.7,,-28.0,,,,,False,False,,False
51540,649,462.0,,,,,206.9,345.7,,303.0,-187.0,,,,,-442.1,-303.3,,-346.0,,,,,False,False,,False
51550,1424,2870.0,5498.2,,,,1635.9,3953.9,,1231.0,1446.0,4074.2,,,,211.9,2529.9,,-193.0,False,,,,True,False,,True
51570,63,112.0,,,,,21.5,89.7,,182.0,49.0,,,,,-41.5,26.7,,119.0,,,,,True,True,,False
51580,19,7.0,,,,,1.2,,,1.0,-12.0,,,,,-17.8,,,-18.0,,,,,False,,,False
51590,474,567.0,,,,,268.3,614.9,,385.0,93.0,,,,,-205.7,140.9,,-89.0,,,,,False,False,,True
51595,81,63.0,,,,,5.9,21.7,,32.0,-18.0,,,,,-75.1,-59.3,,-49.0,,,,,False,False,,False
51600,56,35.0,,,,,18.4,8.9,,21.0,-21.0,,,,,-37.6,-47.1,,-35.0,,,,,False,False,,False
51610,14,7.0,,,,,9.0,1.5,,0.0,-7.0,,,,,-5.0,-12.5,,-14.0,,,,,True,False,,False
51620,237,406.0,,,,,40.4,214.4,,119.0,169.0,,,,,-196.6,-22.6,,-118.0,,,,,False,True,,True
51630,144,308.0,,,,,54.2,250.8,,234.0,164.0,,,,,-89.8,106.8,,90.0,,,,,True,True,,True
51640,69,105.0,,,,,12.2,46.1,,0.0,36.0,,,,,-56.8,-22.9,,-69.0,,,,,False,True,,False
51650,599,1407.0,2323.2,,,,954.8,1007.4,,837.0,808.0,1724.2,,,,355.8,408.4,,238.0,False,,,,True,True,,True
51660,1532,217.0,62.7,,,,20.5,221.7,,285.0,-1315.0,-1469.3,,,,-1511.5,-1310.3,,-1247.0,False,,,,False,True,,True
51670,123,112.0,,,,,16.0,84.7,,70.0,-11.0,,,,,-107.0,-38.3,,-53.0,,,,,False,False,,False
51678,46,28.0,,,,,10.3,37.4,,103.0,-18.0,,,,,-35.7,-8.6,,57.0,,,,,False,True,,False
51680,801,1057.0,844.6,,,,2337.5,1962.4,,717.0,256.0,43.6,,,,1536.5,1161.4,,-84.0,True,,,,False,False,,True
51683,276,252.0,,,,,57.7,193.7,,79.0,-24.0,,,,,-218.3,-82.3,,-197.0,,,,,False,False,,False
51685,100,105.0,,,,,16.0,73.7,,50.0,5.0,,,,,-84.0,-26.3,,-50.0,,,,,False,False,,False
51690,180,238.0,,,,,,468.7,,200.0,58.0,,,,,,288.7,,20.0,,,,,,False,,True
51700,905,1589.0,2115.5,,,,805.0,941.7,,992.0,684.0,1210.5,,,,-100.0,36.7,,87.0,False,,,,True,True,,True
51710,1122,3605.0,5983.6,,,,1161.2,3095.1,,1236.0,2483.0,4861.6,,,,39.2,1973.1,,114.0,False,,,,True,True,,True
51720,16,35.0,,,,,6.7,,,63.0,19.0,,,,,-9.3,,,47.0,,,,,True,,,False
51730,227,371.0,,,,,82.3,219.2,,198.0,144.0,,,,,-144.7,-7.8,,-29.0,,,,,False,True,,True
51735,35,49.0,,,,,31.8,73.9,,50.0,14.0,,,,,-3.2,38.9,,15.0,,,,,True,False,,False
51740,797,1862.0,3030.5,,,,620.1,1690.7,,708.0,1065.0,2233.5,,,,-176.9,893.7,,-89.0,False,,,,True,True,,True
51750,686,175.0,,,,,27.7,137.1,,370.0,-511.0,,,,,-658.3,-548.9,,-316.0,,,,,False,False,,True
51760,1493,1372.0,499.4,,,,462.2,1036.0,,946.0,-121.0,-993.6,,,,-1030.8,-457.0,,-547.0,False,,,,False,False,,False
51770,692,1036.0,,,,,482.7,911.8,,862.0,344.0,,,,,-209.3,219.8,,170.0,,,,,True,True,,True
51775,108,210.0,,,,,120.5,127.0,,327.0,102.0,,,,,12.5,19.0,,219.0,,,,,True,True,,False
51790,105,70.0,,,,,27.6,33.4,,52.0,-35.0,,,,,-77.4,-71.6,,-53.0,,,,,False,False,,False
51800,712,1393.0,1504.4,,,,1447.4,1492.5,,831.0,681.0,792.4,,,,735.4,780.5,,119.0,False,,,,False,False,,True
51810,1922,5019.0,7422.1,,,,4909.6,5428.4,,2823.0,3097.0,5500.1,,,,2987.6,3506.4,,901.0,False,,,,True,False,,True
51820,92,49.0,,,,,12.6,28.9,,73.0,-43.0,,,,,-79.4,-63.1,,-19.0,,,,,False,False,,True
51830,59,91.0,,,,,14.2,116.1,,147.0,32.0,,,,,-44.8,57.1,,88.0,,,,,False,False,,False
51840,105,56.0,,,,,4.1,40.9,,52.0,-49.0,,,,,-100.9,-64.1,,-53.0,,,,,False,False,,False
53001,412,336.0,,,,,91.7,151.5,,183.0,-76.0,,,,,-320.3,-260.5,,-229.0,,,,,False,False,,False
53003,79,21.0,,,,,1.4,9.8,,124.0,-58.0,,,,,-77.6,-69.2,,45.0,,,,,False,False,,True
53005,815,1603.0,2858.0,,,,626.2,1684.3,,737.0,788.0,2043.0,,,,-188.8,869.3,,-78.0,False,,,,True,False,,True
53007,550,1400.0,1890.3,,,,1151.7,1145.9,,1197.0,850.0,1340.3,,,,601.7,595.9,,647.0,False,,,,True,True,,True
53009,129,84.0,147.7,,,,232.0,37.0,,37.0,-45.0,18.7,,,,103.0,-92.0,,-92.0,True,,,,False,False,,False
53011,1448,1778.0,1653.6,,,,664.1,874.6,,5524.0,330.0,205.6,,,,-783.9,-573.4,,4076.0,True,,,,False,False,,False
53013,2,0.0,,,,,2.1,,,0.0,-2.0,,,,,0.1,,,-2.0,,,,,True,,,False
53015,183,252.0,1039.4,,,,133.2,285.3,,263.0,69.0,856.4,,,,-49.8,102.3,,80.0,False,,,,True,False,,False
53017,247,1050.0,,,,,1065.8,906.0,,474.0,803.0,,,,,818.8,659.0,,227.0,,,,,False,True,,True
53019,13,63.0,,,,,1.4,,,106.0,50.0,,,,,-11.6,,,93.0,,,,,True,,,False
53021,779,1435.0,1270.3,,,,572.6,781.0,,401.0,656.0,491.3,,,,-206.4,2.0,,-378.0,True,,,,True,True,,True
53023,7,14.0,,,,,,,,103.0,7.0,,,,,,,,96.0,,,,,,,,False
53025,1463,1596.0,2010.1,,,,1439.0,1540.0,,1425.0,133.0,547.1,,,,-24.0,77.0,,-38.0,False,,,,True,True,,True
53027,373,161.0,8.5,,,,111.9,92.6,,295.0,-212.0,-364.4,,,,-261.1,-280.4,,-78.0,False,,,,False,False,,True
53029,67,84.0,0.0,,,,21.7,46.9,,91.0,17.0,-67.0,,,,-45.3,-20.1,,24.0,False,,,,False,False,,False
53031,20,21.0,,,,,5.6,31.5,,59.0,1.0,,,,,-14.4,11.5,,39.0,,,,,False,False,,False
53033,5556,7343.0,4328.7,,,,7680.6,4637.2,,9350.0,1787.0,-1227.3,,,,2124.6,-918.8,,3794.0,True,,,,False,True,,False
53035,464,679.0,759.2,,,,541.3,2476.1,,517.0,215.0,295.2,,,,77.3,2012.1,,53.0,False,,,,True,False,,True
53037,162,182.0,,,,,96.3,139.7,,622.0,20.0,,,,,-65.7,-22.3,,460.0,,,,,False,False,,False
53039,83,56.0,,,,,12.0,45.8,,37.0,-27.0,,,,,-71.0,-37.2,,-46.0,,,,,False,False,,False
53041,285,259.0,256.6,,,,206.6,253.1,,448.0,-26.0,-28.4,,,,-78.4,-31.9,,163.0,False,,,,False,False,,False
53043,24,105.0,,,,,1.7,,,464.0,81.0,,,,,-22.3,,,440.0,,,,,True,,,False
53045,184,441.0,274.8,,,,121.8,559.2,,396.0,257.0,90.8,,,,-62.2,375.2,,212.0,True,,,,True,False,,True
53047,190,882.0,,,,,189.7,275.0,,373.0,692.0,,,,,-0.3,85.0,,183.0,,,,,True,True,,True
53049,33,63.0,,,,,13.0,74.0,,193.0,30.0,,,,,-20.0,41.0,,160.0,,,,,True,False,,False
53051,21,35.0,,,,,6.1,,,5.0,14.0,,,,,-14.9,,,-16.0,,,,,False,,,False
53053,2243,3794.0,2909.6,,,,3442.1,3305.0,,3468.0,1551.0,666.6,,,,1199.1,1062.0,,1225.0,True,,,,True,True,,True
53055,2,0.0,,,,,4.4,20.0,,0.0,-2.0,,,,,2.4,18.0,,-2.0,,,,,False,False,,False
53057,224,497.0,142.5,,,,250.9,376.1,,700.0,273.0,-81.5,,,,26.9,152.1,,476.0,True,,,,True,True,,False
53059,13,35.0,,,,,7.8,,,171.0,22.0,,,,,-5.2,,,158.0,,,,,True,,,False
53061,1455,2352.0,1098.3,,,,1962.5,4909.8,,2566.0,897.0,-356.7,,,,507.5,3454.8,,1111.0,True,,,,True,False,,False
53063,2315,4263.0,9943.1,,,,1493.6,3114.0,,3965.0,1948.0,7628.1,,,,-821.4,799.0,,1650.0,False,,,,True,True,,True
53065,62,133.0,,,,,43.9,58.9,,76.0,71.0,,,,,-18.1,-3.1,,14.0,,,,,True,True,,True
53067,372,504.0,1186.3,,,,485.7,626.1,,553.0,132.0,814.3,,,,113.7,254.1,,181.0,False,,,,True,False,,False
53069,2,0.0,,,,,0.2,0.8,,0.0,-2.0,,,,,-1.8,-1.2,,-2.0,,,,,True,True,,False
53071,369,763.0,819.0,,,,432.1,984.8,,1032.0,394.0,450.0,,,,63.1,615.8,,663.0,False,,,,True,False,,False
53073,347,504.0,369.2,,,,282.2,1220.8,,534.0,157.0,22.2,,,,-64.8,873.8,,187.0,True,,,,True,False,,False
53075,1158,112.0,,,,,25.7,139.0,,45.0,-1046.0,,,,,-1132.3,-1019.0,,-1113.0,,,,,False,True,,False
53077,1109,2156.0,1037.9,,,,1104.1,3112.4,,650.0,1047.0,-71.1,,,,-4.9,2003.4,,-459.0,True,,,,True,False,,True
54001,27,0.0,,,,,4.7,10.2,,0.0,-27.0,,,,,-22.3,-16.8,,-27.0,,,,,True,True,,False
54003,294,294.0,281.9,,,,133.9,285.0,,316.0,0.0,-12.1,,,,-160.1,-9.0,,22.0,False,,,,False,False,,False
54005,118,168.0,,,,,58.7,200.8,,272.0,50.0,,,,,-59.3,82.8,,154.0,,,,,False,False,,False
54007,6,0.0,,,,,0.5,6.1,,0.0,-6.0,,,,,-5.5,0.1,,-6.0,,,,,True,True,,False
54009,53,7.0,,,,,13.0,19.4,,14.0,-46.0,,,,,-40.0,-33.6,,-39.0,,,,,True,True,,True
54011,403,448.0,703.9,,,,434.4,457.9,,673.0,45.0,300.9,,,,31.4,54.9,,270.0,False,,,,True,False,,False
54013,19,0.0,,,,,0.2,2.2,,0.0,-19.0,,,,,-18.8,-16.8,,-19.0,,,,,True,True,,False
54015,18,7.0,,,,,2.5,,,1.0,-11.0,,,,,-15.5,,,-17.0,,,,,False,,,False
54017,17,14.0,,,,,,,,16.0,-3.0,,,,,,,,-1.0,,,,,,,,True
54019,464,105.0,,,,,64.4,44.1,,111.0,-359.0,,,,,-399.6,-419.9,,-353.0,,,,,False,False,,True
54021,31,0.0,,,,,0.6,3.8,,5.0,-31.0,,,,,-30.4,-27.2,,-26.0,,,,,True,True,,True
54023,42,322.0,,,,,398.5,275.4,,263.0,280.0,,,,,356.5,233.4,,221.0,,,,,False,True,,True
54025,37,49.0,,,,,31.9,75.4,,65.0,12.0,,,,,-5.1,38.4,,28.0,,,,,True,False,,False
54027,31,14.0,,,,,12.5,38.7,,18.0,-17.0,,,,,-18.5,7.7,,-13.0,,,,,False,True,,True
54029,41,77.0,,,,,10.5,24.4,,44.0,36.0,,,,,-30.5,-16.6,,3.0,,,,,True,True,,True
54031,33,28.0,,,,,4.0,9.2,,60.0,-5.0,,,,,-29.0,-23.8,,27.0,,,,,False,False,,False
54033,135,224.0,274.7,,,,115.7,201.8,,376.0,89.0,139.7,,,,-19.3,66.8,,241.0,False,,,,True,True,,False
54035,97,35.0,,,,,2.3,52.2,,38.0,-62.0,,,,,-94.7,-44.8,,-59.0,,,,,False,True,,True
54037,135,49.0,108.9,,,,1.2,65.5,,19.0,-86.0,-26.1,,,,-133.8,-69.5,,-116.0,True,,,,False,True,,False
54039,1692,721.0,1372.5,,,,585.4,927.5,,575.0,-971.0,-319.5,,,,-1106.6,-764.5,,-1117.0,True,,,,False,True,,False
54041,10,21.0,,,,,5.7,38.3,,122.0,11.0,,,,,-4.3,28.3,,112.0,,,,,True,False,,False
54043,81,182.0,,,,,11.9,,,167.0,101.0,,,,,-69.1,,,86.0,,,,,True,,,True
54045,390,588.0,,,,,248.7,528.3,,727.0,198.0,,,,,-141.3,138.3,,337.0,,,,,True,True,,False
54047,31,182.0,,,,,8.9,,,514.0,151.0,,,,,-22.1,,,483.0,,,,,True,,,False
54049,81,98.0,185.5,,,,16.8,24.5,,52.0,17.0,104.5,,,,-64.2,-56.5,,-29.0,False,,,,False,False,,False
54051,44,49.0,,,,,1.9,222.4,,34.0,5.0,,,,,-42.1,178.4,,-10.0,,,,,False,False,,False
54053,92,56.0,,,,,5.9,26.6,,42.0,-36.0,,,,,-86.1,-65.4,,-50.0,,,,,False,False,,False
54055,230,301.0,204.6,,,,174.4,435.5,,385.0,71.0,-25.4,,,,-55.6,205.5,,155.0,True,,,,True,False,,False
54057,52,77.0,,,,,6.0,39.4,,49.0,25.0,,,,,-46.0,-12.6,,-3.0,,,,,False,True,,True
54059,208,329.0,,,,,250.7,413.4,,289.0,121.0,,,,,42.7,205.4,,81.0,,,,,True,False,,True
54061,1055,203.0,2020.1,,,,24.7,77.4,,111.0,-852.0,965.1,,,,-1030.3,-977.6,,-944.0,False,,,,False,False,,False
54063,132,14.0,,,,,2.7,16.3,,7.0,-118.0,,,,,-129.3,-115.7,,-125.0,,,,,False,True,,False
54065,29,0.0,,,,,3.7,2.9,,1.0,-29.0,,,,,-25.3,-26.1,,-28.0,,,,,True,True,,True
54067,63,35.0,,,,,4.5,50.4,,55.0,-28.0,,,,,-58.5,-12.6,,-8.0,,,,,False,True,,True
54069,103,119.0,,,,,21.5,171.4,,41.0,16.0,,,,,-81.5,68.4,,-62.0,,,,,False,False,,False
54071,19,14.0,,,,,3.9,66.8,,10.0,-5.0,,,,,-15.1,47.8,,-9.0,,,,,False,False,,False
54073,5,28.0,,,,,1.9,11.6,,219.0,23.0,,,,,-3.1,6.6,,214.0,,,,,True,True,,False
54075,18,0.0,,,,,4.6,30.1,,0.0,-18.0,,,,,-13.4,12.1,,-18.0,,,,,True,True,,False
54077,29,7.0,,,,,1.3,4.8,,4.0,-22.0,,,,,-27.7,-24.2,,-25.0,,,,,False,False,,False
54079,357,210.0,220.8,,,,74.1,88.4,,206.0,-147.0,-136.2,,,,-282.9,-268.6,,-151.0,True,,,,False,False,,False
54081,283,315.0,389.9,,,,881.2,411.1,,686.0,32.0,106.9,,,,598.2,128.1,,403.0,False,,,,False,False,,False
54083,35,7.0,,,,,2.6,168.4,,2.0,-28.0,,,,,-32.4,133.4,,-33.0,,,,,False,False,,False
54085,9,0.0,,,,,0.2,,,0.0,-9.0,,,,,-8.8,,,-9.0,,,,,True,,,False
54087,35,7.0,,,,,0.5,3.1,,3.0,-28.0,,,,,-34.5,-31.9,,-32.0,,,,,False,False,,False
54089,45,21.0,,,,,1.6,8.2,,54.0,-24.0,,,,,-43.4,-36.8,,9.0,,,,,False,False,,True
54091,69,28.0,,,,,11.4,12.2,,30.0,-41.0,,,,,-57.6,-56.8,,-39.0,,,,,False,False,,True
54093,13,0.0,,,,,0.3,7.0,,4.0,-13.0,,,,,-12.7,-6.0,,-9.0,,,,,True,True,,True
54095,3,7.0,,,,,0.3,,,9.0,4.0,,,,,-2.7,,,6.0,,,,,True,,,False
54097,33,7.0,,,,,8.2,11.8,,2.0,-26.0,,,,,-24.8,-21.2,,-31.0,,,,,True,True,,False
54099,189,147.0,,,,,69.2,69.3,,105.0,-42.0,,,,,-119.8,-119.7,,-84.0,,,,,False,False,,False
54101,4,7.0,,,,,,,,5.0,3.0,,,,,,,,1.0,,,,,,,,True
54103,12,7.0,,,,,4.4,2.3,,0.0,-5.0,,,,,-7.6,-9.7,,-12.0,,,,,False,False,,False
54105,9,0.0,,,,,0.2,1.6,,0.0,-9.0,,,,,-8.8,-7.4,,-9.0,,,,,True,True,,False
54107,118,77.0,248.2,,,,6.9,31.2,,31.0,-41.0,130.2,,,,-111.1,-86.8,,-87.0,False,,,,False,False,,False
54109,86,70.0,,,,,5.4,,,131.0,-16.0,,,,,-80.6,,,45.0,,,,,False,,,False
55001,142,112.0,,,,,82.9,170.1,,137.0,-30.0,,,,,-59.1,28.1,,-5.0,,,,,False,True,,True
