,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,2951,122901.7,907.1,4542570.7,0.0,115.8,5522.6,253623005.1
IowaStateLW-STEM,3103,130565.4,400.0,4665666.2,0.0,36.0,3481.0,257763025.0
LNQ-ens1,3141,133921.6,336.0,5145309.3,0.0,33.9,2628.1,286735476.2
COVIDhub-baseline,3141,135662.2,256.0,5200317.1,0.0,25.0,2209.0,287133025.0
CEID-Walk,3141,136530.9,289.0,5345477.5,0.0,27.9,2294.7,296016395.1
JHUAPL-Bucky,2393,143821.6,583.5,4926362.3,0.0,61.4,3912.3,271554326.5
COVIDhub-ensemble,3141,150813.3,361.0,5571908.3,0.0,36.0,2916.0,307827025.0
OliverWyman-Navigator,2724,154570.1,400.0,5102122.8,0.0,39.5,2987.8,280763536.0
PandemicCentral-USCounty,3033,183511.7,841.0,3231656.6,0.0,100.0,7225.0,160731684.0
JHU_IDD-CovidSP,3139,189830.2,413.4,6258740.0,0.0,40.8,3772.8,343163028.1
UVA-Ensemble,2766,192207.0,727.5,6929642.2,0.0,55.0,5578.0,383608078.8
USC-SI_kJalpha,2790,193167.3,441.0,6885577.7,0.0,49.0,3481.0,379860100.0
CU-select,3061,206276.5,784.0,3795106.7,0.0,81.0,6241.0,150405696.0
RobertWalraven-ESG,3141,209759.6,793.0,5866724.1,0.0,69.4,6491.5,317479698.6
Yu_Group-CLEP,3136,268380.6,1250.3,3227819.1,0.0,190.6,12255.6,135268955.8
MITCovAlliance-SIR,2339,349936.0,745.2,10361854.4,0.0,77.9,6848.8,553367755.0
