,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
48251,348,152.0,163.1,,136.0,42.0,,,,,,,235.0,,,218.2,,44.1,88.5,185.3,101.0,668.0,,56.9,,155.7,71.0,,,127.0,39.3,813.5,-196.0,-184.9,,-212.0,-306.0,,,,,,,-113.0,,,-129.8,,-303.9,-259.5,-162.7,-247.0,320.0,,-291.1,,-192.3,-277.0,,,-221.0,-308.7,465.5,True,,False,False,,,,,,,True,,,True,,False,False,True,False,False,,False,,True,False,,,False,False,False
48253,28,0.0,0.0,,0.0,0.0,,,,,,,32.0,,,11.3,,10.0,0.5,0.1,6.0,10.0,,2.2,,,,,,0.0,5.5,28.9,-28.0,-28.0,,-28.0,-28.0,,,,,,,4.0,,,-16.7,,-18.0,-27.5,-27.9,-22.0,-18.0,,-25.8,,,,,,-28.0,-22.5,0.9,False,,False,False,,,,,,,True,,,True,,True,True,True,True,True,,True,,,,,,False,True,True
48255,190,4.0,3.1,,6.0,18.0,,,,,,,109.0,,,19.7,,0.3,6.1,0.0,,11.0,,59.8,,,,,,1.0,13.6,35.7,-186.0,-186.9,,-184.0,-172.0,,,,,,,-81.0,,,-170.3,,-189.7,-183.9,-190.0,,-179.0,,-130.2,,,,,,-189.0,-176.4,-154.3,False,,True,True,,,,,,,True,,,True,,False,True,False,,True,,True,,,,,,False,True,True
48257,221,140.0,150.3,,106.0,36.0,,,,,,,217.0,,,156.8,,27.0,69.4,169.0,72.0,443.0,,28.8,,150.9,58.0,,,101.0,32.7,846.5,-81.0,-70.7,,-115.0,-185.0,,,,,,,-4.0,,,-64.2,,-194.0,-151.6,-52.0,-149.0,222.0,,-192.2,,-70.1,-163.0,,,-120.0,-188.3,625.5,True,,False,False,,,,,,,True,,,True,,False,False,True,False,False,,False,,True,False,,,False,False,False
48259,131,12.0,12.3,,12.0,14.0,,,,,,,82.0,,,14.9,,0.0,1.5,19.1,4.0,117.0,,2.5,,,,,,6.0,9.2,107.5,-119.0,-118.7,,-119.0,-117.0,,,,,,,-49.0,,,-116.1,,-131.0,-129.5,-111.9,-127.0,-14.0,,-128.5,,,,,,-125.0,-121.8,-23.5,True,,False,True,,,,,,,True,,,True,,False,False,True,False,True,,False,,,,,,False,False,True
48261,0,0.0,0.0,,0.0,0.0,,,,,,,4.0,,,0.0,,,0.0,,0.0,0.0,,0.7,,,,,,0.0,3.0,19.3,0.0,0.0,,0.0,0.0,,,,,,,4.0,,,0.0,,,0.0,,0.0,0.0,,0.7,,,,,,0.0,3.0,19.3,True,,True,True,,,,,,,False,,,False,,,False,,True,True,,False,,,,,,True,False,False
48263,2,0.0,0.5,,0.0,0.0,,,,,,,2.0,,,1.0,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,2.1,14.4,-2.0,-1.5,,-2.0,-2.0,,,,,,,0.0,,,-1.0,,,-2.0,,-2.0,-2.0,,-2.0,,,,,,-2.0,0.1,12.4,True,,False,False,,,,,,,True,,,True,,,True,,False,False,,False,,,,,,False,True,False
48265,149,10.0,11.9,,5.0,0.0,,,,,,,56.0,,,35.1,,1.9,3.3,28.3,5.0,51.0,,3.7,,,,,,8.0,10.2,18.6,-139.0,-137.1,,-144.0,-149.0,,,,,,,-93.0,,,-113.9,,-147.1,-145.7,-120.7,-144.0,-98.0,,-145.3,,,,,,-141.0,-138.8,-130.4,True,,False,False,,,,,,,True,,,True,,False,False,True,False,True,,False,,,,,,False,True,True
48267,0,0.0,0.0,,0.0,0.0,,,,,,,7.0,,,0.3,,0.1,0.0,,0.0,2.0,,1.4,,,,,,0.0,2.8,11.1,0.0,0.0,,0.0,0.0,,,,,,,7.0,,,0.3,,0.1,0.0,,0.0,2.0,,1.4,,,,,,0.0,2.8,11.1,True,,True,True,,,,,,,False,,,False,,False,False,,True,False,,False,,,,,,True,False,False
48269,0,0.0,0.0,,0.0,0.0,,,,,,,2.0,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,2.0,8.9,0.0,0.0,,0.0,0.0,,,,,,,2.0,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,2.0,8.9,True,,True,True,,,,,,,False,,,True,,,True,,True,True,,True,,,,,,,False,False
48271,20,2.0,2.1,,0.0,0.0,,,,,,,3.0,,,2.1,,0.2,0.1,,0.0,15.0,,0.8,,,,,,1.0,7.9,24.1,-18.0,-17.9,,-20.0,-20.0,,,,,,,-17.0,,,-17.9,,-19.8,-19.9,,-20.0,-5.0,,-19.2,,,,,,-19.0,-12.1,4.1,True,,False,False,,,,,,,True,,,True,,False,False,,False,True,,False,,,,,,False,True,True
48273,44,90.0,98.4,,63.0,621.0,,,,,,,1231.0,,,100.6,,13.2,51.3,13.9,,43.0,,41.5,,,,,,160.0,29.4,440.0,46.0,54.4,,19.0,577.0,,,,,,,1187.0,,,56.6,,-30.8,7.3,-30.1,,-1.0,,-2.5,,,,,,116.0,-14.6,396.0,False,,True,False,,,,,,,False,,,False,,True,True,True,,True,,True,,,,,,False,True,False
48275,7,0.0,0.0,,0.0,0.0,,,,,,,5.0,,,2.4,,0.7,0.1,,0.0,2.0,,0.0,,,,,,0.0,4.5,2.9,-7.0,-7.0,,-7.0,-7.0,,,,,,,-2.0,,,-4.6,,-6.3,-6.9,,-7.0,-5.0,,-7.0,,,,,,-7.0,-2.5,-4.1,False,,False,False,,,,,,,True,,,True,,True,True,,False,True,,False,,,,,,False,True,True
48277,211,90.0,105.8,,56.0,36.0,,,,,,,95.0,,,42.9,,6.5,26.8,79.8,,34.0,,56.4,,,,,,127.0,47.8,79.8,-121.0,-105.2,,-155.0,-175.0,,,,,,,-116.0,,,-168.1,,-204.5,-184.2,-131.2,,-177.0,,-154.6,,,,,,-84.0,-163.2,-131.2,True,,False,False,,,,,,,True,,,False,,False,False,False,,False,,False,,,,,,True,False,False
48279,28,18.0,20.4,,10.0,0.0,,,,,,,8.0,,,26.3,,6.5,13.9,0.0,,8.0,,10.0,,,,,,16.0,22.9,96.3,-10.0,-7.6,,-18.0,-28.0,,,,,,,-20.0,,,-1.7,,-21.5,-14.1,-28.0,,-20.0,,-18.0,,,,,,-12.0,-5.1,68.3,True,,False,False,,,,,,,False,,,True,,False,False,False,,False,,False,,,,,,False,True,False
48281,44,94.0,94.4,,33.0,33.0,,,,,,,34.0,,,35.7,,31.1,25.5,41.7,,328.0,,14.8,,,,,,54.0,9.6,213.9,50.0,50.4,,-11.0,-11.0,,,,,,,-10.0,,,-8.3,,-12.9,-18.5,-2.3,,284.0,,-29.2,,,,,,10.0,-34.4,169.9,False,,True,True,,,,,,,True,,,True,,True,True,True,,False,,True,,,,,,True,True,False
48283,6,0.0,0.0,,0.0,0.0,,,,,,,53.0,,,1.4,,22.5,1.6,0.0,4.0,7.0,,0.9,,,,,,0.0,5.5,47.4,-6.0,-6.0,,-6.0,-6.0,,,,,,,47.0,,,-4.6,,16.5,-4.4,-6.0,-2.0,1.0,,-5.1,,,,,,-6.0,-0.5,41.4,False,,False,False,,,,,,,False,,,True,,False,True,False,True,True,,True,,,,,,False,True,False
48285,284,26.0,22.4,,6.0,4.0,,,,,,,42.0,,,16.5,,5.0,12.9,0.4,,110.0,,4.9,,,,,,8.0,16.2,67.7,-258.0,-261.6,,-278.0,-280.0,,,,,,,-242.0,,,-267.5,,-279.0,-271.1,-283.6,,-174.0,,-279.1,,,,,,-276.0,-267.8,-216.3,False,,False,False,,,,,,,True,,,False,,False,False,False,,True,,False,,,,,,False,False,True
48287,13,12.0,10.9,,11.0,0.0,,,,,,,29.0,,,18.9,,1.1,2.8,19.1,,22.0,,13.9,,,,,,12.0,7.5,45.3,-1.0,-2.1,,-2.0,-13.0,,,,,,,16.0,,,5.9,,-11.9,-10.2,6.1,,9.0,,0.9,,,,,,-1.0,-5.5,32.3,False,,False,False,,,,,,,False,,,False,,False,False,False,,False,,True,,,,,,False,False,False
48289,30,10.0,12.5,,9.0,0.0,,,,,,,20.0,,,26.7,,1.6,9.3,31.8,1.0,33.0,,3.7,,,,,,16.0,10.5,81.4,-20.0,-17.5,,-21.0,-30.0,,,,,,,-10.0,,,-3.3,,-28.4,-20.7,1.8,-29.0,3.0,,-26.3,,,,,,-14.0,-19.5,51.4,True,,False,False,,,,,,,True,,,True,,False,False,True,False,True,,False,,,,,,True,True,False
48291,108,548.0,541.4,,226.0,238.0,,,,,,,187.0,,,185.1,,387.0,194.9,2.0,533.0,1551.0,,145.9,,452.2,,,,267.0,88.4,1649.9,440.0,433.4,,118.0,130.0,,,,,,,79.0,,,77.1,,279.0,86.9,-106.0,425.0,1443.0,,37.9,,344.2,,,,159.0,-19.6,1541.9,True,,True,True,,,,,,,True,,,True,,True,True,True,True,False,,True,,True,,,,True,True,False
48293,53,74.0,61.4,,36.0,63.0,,,,,,,32.0,,,68.3,,27.3,36.1,0.4,36.0,147.0,,16.5,,,,,,54.0,32.0,191.4,21.0,8.4,,-17.0,10.0,,,,,,,-21.0,,,15.3,,-25.7,-16.9,-52.6,-17.0,94.0,,-36.5,,,,,,1.0,-21.0,138.4,True,,True,True,,,,,,,False,,,True,,False,True,False,True,False,,False,,,,,,True,False,False
48295,3,6.0,5.8,,0.0,0.0,,,,,,,8.0,,,4.2,,0.2,0.4,,0.0,28.0,,0.6,,,,,,4.0,4.4,24.8,3.0,2.8,,-3.0,-3.0,,,,,,,5.0,,,1.2,,-2.8,-2.6,,-3.0,25.0,,-2.4,,,,,,1.0,1.4,21.8,True,,False,False,,,,,,,False,,,True,,True,True,,False,False,,True,,,,,,True,True,False
48297,15,12.0,2.3,,9.0,21.0,,,,,,,65.0,,,20.2,,0.2,4.3,0.0,4.0,65.0,,49.8,,,,,,13.0,16.9,28.4,-3.0,-12.7,,-6.0,6.0,,,,,,,50.0,,,5.2,,-14.8,-10.7,-15.0,-11.0,50.0,,34.8,,,,,,-2.0,1.9,13.4,False,,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,True,True,False
48299,12,16.0,17.0,,5.0,2.0,,,,,,,25.0,,,15.7,,1.6,4.9,8.8,6.0,11.0,,0.2,,,,,,9.0,4.7,31.7,4.0,5.0,,-7.0,-10.0,,,,,,,13.0,,,3.7,,-10.4,-7.1,-3.2,-6.0,-1.0,,-11.8,,,,,,-3.0,-7.3,19.7,False,,False,False,,,,,,,False,,,True,,False,False,True,False,True,,False,,,,,,True,False,False
48301,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,3.3,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,3.3,,True,,True,True,,,,,,,True,,,True,,,True,,True,True,,True,,,,,,,False,
48303,1741,1788.0,1815.8,1082.3,1462.0,2261.0,,,,,,,860.0,,,649.9,,1506.3,1341.6,1197.3,3015.0,2061.0,,1368.6,,1168.6,1707.0,,,987.0,1138.5,2239.9,47.0,74.8,-658.7,-279.0,520.0,,,,,,,-881.0,,,-1091.1,,-234.7,-399.4,-543.7,1274.0,320.0,,-372.4,,-572.4,-34.0,,,-754.0,-602.5,498.9,False,False,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,True,,,False,False,False
48305,10,4.0,3.2,,2.0,0.0,,,,,,,9.0,,,5.8,,1.4,1.3,,0.0,31.0,,0.5,,,,,,8.0,4.5,52.1,-6.0,-6.8,,-8.0,-10.0,,,,,,,-1.0,,,-4.2,,-8.6,-8.7,,-10.0,21.0,,-9.5,,,,,,-2.0,-5.5,42.1,False,,False,False,,,,,,,True,,,True,,False,False,,False,False,,False,,,,,,True,True,False
48307,23,22.0,16.2,,16.0,30.0,,,,,,,20.0,,,28.0,,8.1,14.4,0.2,7.0,0.0,,10.8,,,,,,25.0,10.0,28.0,-1.0,-6.8,,-7.0,7.0,,,,,,,-3.0,,,5.0,,-14.9,-8.6,-22.8,-16.0,-23.0,,-12.2,,,,,,2.0,-13.0,5.0,False,,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
48309,883,782.0,792.0,658.4,595.0,582.0,,,,,,,449.0,,,334.5,,779.4,636.4,502.4,842.0,1719.0,,305.7,,543.0,606.0,,,416.0,488.8,1767.3,-101.0,-91.0,-224.6,-288.0,-301.0,,,,,,,-434.0,,,-548.5,,-103.6,-246.6,-380.6,-41.0,836.0,,-577.3,,-340.0,-277.0,,,-467.0,-394.2,884.3,True,False,False,False,,,,,,,False,,,False,,False,False,False,True,False,,False,,False,False,,,False,False,False
48311,5,2.0,1.9,,1.0,0.0,,,,,,,7.0,,,0.8,,,0.2,,0.0,0.0,,1.8,,,,,,3.0,4.4,28.7,-3.0,-3.1,,-4.0,-5.0,,,,,,,2.0,,,-4.2,,,-4.8,,-5.0,-5.0,,-3.2,,,,,,-2.0,-0.6,23.7,False,,False,False,,,,,,,True,,,False,,,False,,False,False,,False,,,,,,True,True,False
48313,18,26.0,2.3,,5.0,2.0,,,,,,,55.0,,,13.6,,1.8,11.3,0.4,,95.0,,18.4,,,,,,0.0,17.7,122.6,8.0,-15.7,,-13.0,-16.0,,,,,,,37.0,,,-4.4,,-16.2,-6.7,-17.6,,77.0,,0.4,,,,,,-18.0,-0.3,104.6,False,,False,False,,,,,,,False,,,True,,False,True,False,,False,,True,,,,,,False,True,False
48315,3,2.0,0.0,,0.0,0.0,,,,,,,12.0,,,8.6,,0.1,0.8,5.4,0.0,5.0,,0.2,,,,,,5.0,5.7,13.4,-1.0,-3.0,,-3.0,-3.0,,,,,,,9.0,,,5.6,,-2.9,-2.2,2.4,-3.0,2.0,,-2.8,,,,,,2.0,2.7,10.4,False,,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
48317,2,2.0,1.1,,2.0,0.0,,,,,,,4.0,,,5.3,,1.1,0.2,,0.0,15.0,,2.3,,,,,,3.0,7.3,25.3,0.0,-0.9,,0.0,-2.0,,,,,,,2.0,,,3.3,,-0.9,-1.8,,-2.0,13.0,,0.3,,,,,,1.0,5.3,23.3,False,,True,False,,,,,,,False,,,False,,False,False,,False,False,,False,,,,,,False,False,False
48319,1,2.0,2.9,,2.0,0.0,,,,,,,8.0,,,2.3,,0.6,0.2,,0.0,1.0,,3.9,,,,,,3.0,5.1,8.4,1.0,1.9,,1.0,-1.0,,,,,,,7.0,,,1.3,,-0.4,-0.8,,-1.0,0.0,,2.9,,,,,,2.0,4.1,7.4,False,,False,False,,,,,,,False,,,False,,True,True,,False,True,,False,,,,,,False,False,False
48321,72,58.0,59.8,,35.0,26.0,,,,,,,213.0,,,44.7,,16.8,42.2,0.1,44.0,184.0,,34.7,,,,,,38.0,44.5,139.2,-14.0,-12.2,,-37.0,-46.0,,,,,,,141.0,,,-27.3,,-55.2,-29.8,-71.9,-28.0,112.0,,-37.3,,,,,,-34.0,-27.5,67.2,True,,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
48323,177,400.0,420.9,,136.0,159.0,,,,,,,803.0,,,117.8,,87.0,113.9,7.8,291.0,846.0,,0.8,,430.3,,,,0.0,103.0,560.4,223.0,243.9,,-41.0,-18.0,,,,,,,626.0,,,-59.2,,-90.0,-63.1,-169.2,114.0,669.0,,-176.2,,253.3,,,,-177.0,-74.0,383.4,False,,True,True,,,,,,,False,,,True,,True,True,True,True,False,,True,,False,,,,True,True,False
48325,51,26.0,36.3,,30.0,33.0,,,,,,,88.0,,,63.8,,1.6,13.4,74.8,,291.0,,5.6,,63.3,,,,22.0,53.2,280.0,-25.0,-14.7,,-21.0,-18.0,,,,,,,37.0,,,12.8,,-49.4,-37.6,23.8,,240.0,,-45.4,,12.3,,,,-29.0,2.2,229.0,True,,True,True,,,,,,,False,,,True,,False,False,True,,False,,False,,True,,,,False,True,False
48327,3,2.0,1.9,,2.0,0.0,,,,,,,5.0,,,0.7,,,0.2,,0.0,17.0,,4.7,,,,,,3.0,2.9,22.5,-1.0,-1.1,,-1.0,-3.0,,,,,,,2.0,,,-2.3,,,-2.8,,-3.0,14.0,,1.7,,,,,,0.0,-0.1,19.5,False,,False,False,,,,,,,False,,,False,,,False,,False,False,,False,,,,,,True,True,False
48329,266,158.0,167.5,,131.0,167.0,,,,,,,537.0,,,240.2,,43.3,86.9,196.4,77.0,269.0,,98.2,,123.0,65.0,,,139.0,87.7,197.0,-108.0,-98.5,,-135.0,-99.0,,,,,,,271.0,,,-25.8,,-222.7,-179.1,-69.6,-189.0,3.0,,-167.8,,-143.0,-201.0,,,-127.0,-178.3,-69.0,True,,False,True,,,,,,,False,,,True,,False,False,True,False,True,,False,,False,False,,,False,False,True
48331,32,32.0,29.9,,22.0,10.0,,,,,,,39.0,,,44.1,,7.3,21.2,46.3,,136.0,,18.4,,,,,,27.0,19.3,146.6,0.0,-2.1,,-10.0,-22.0,,,,,,,7.0,,,12.1,,-24.7,-10.8,14.3,,104.0,,-13.6,,,,,,-5.0,-12.7,114.6,False,,False,False,,,,,,,False,,,False,,False,False,False,,False,,False,,,,,,False,False,False
48333,17,14.0,14.1,,4.0,3.0,,,,,,,8.0,,,5.8,,0.3,0.8,,6.0,34.0,,2.0,,,,,,8.0,4.1,24.0,-3.0,-2.9,,-13.0,-14.0,,,,,,,-9.0,,,-11.2,,-16.7,-16.2,,-11.0,17.0,,-15.0,,,,,,-9.0,-12.9,7.0,True,,False,False,,,,,,,False,,,False,,False,False,,False,False,,False,,,,,,False,False,False
48335,10,10.0,7.8,,2.0,0.0,,,,,,,9.0,,,9.7,,1.3,1.0,,,22.0,,0.4,,,,,,6.0,4.4,18.7,0.0,-2.2,,-8.0,-10.0,,,,,,,-1.0,,,-0.3,,-8.7,-9.0,,,12.0,,-9.6,,,,,,-4.0,-5.6,8.7,False,,False,False,,,,,,,False,,,False,,False,False,,,False,,False,,,,,,False,False,False
48337,23,18.0,20.3,,18.0,27.0,,,,,,,24.0,,,37.6,,4.5,15.4,52.9,5.0,14.0,,8.8,,,,,,35.0,15.1,44.8,-5.0,-2.7,,-5.0,4.0,,,,,,,1.0,,,14.6,,-18.5,-7.6,29.9,-18.0,-9.0,,-14.2,,,,,,12.0,-7.9,21.8,True,,False,True,,,,,,,True,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
48339,1024,1252.0,1387.4,825.6,1043.0,5052.0,,,,,,,1191.0,,,911.2,,1135.9,775.2,593.9,1020.0,2180.0,,229.6,,1221.9,952.0,,,859.0,185.3,5947.7,228.0,363.4,-198.4,19.0,4028.0,,,,,,,167.0,,,-112.8,,111.9,-248.8,-430.1,-4.0,1156.0,,-794.4,,197.9,-72.0,,,-165.0,-838.7,4923.7,False,True,True,False,,,,,,,True,,,True,,True,False,False,True,False,,False,,True,True,,,True,False,False
48341,37,22.0,25.4,,18.0,,,,,,,,104.0,,,25.8,,3.1,12.9,1.6,,92.0,,17.8,,24.9,,,,0.0,15.7,106.4,-15.0,-11.6,,-19.0,,,,,,,,67.0,,,-11.2,,-33.9,-24.1,-35.4,,55.0,,-19.2,,-12.1,,,,-37.0,-21.3,69.4,True,,False,,,,,,,,False,,,True,,False,False,False,,False,,False,,True,,,,False,False,False
48343,12,30.0,29.9,,12.0,0.0,,,,,,,12.0,,,21.4,,8.0,14.3,18.2,8.0,103.0,,5.9,,,,,,17.0,10.7,54.2,18.0,17.9,,0.0,-12.0,,,,,,,0.0,,,9.4,,-4.0,2.3,6.2,-4.0,91.0,,-6.1,,,,,,5.0,-1.3,42.2,True,,True,True,,,,,,,True,,,True,,True,True,True,True,False,,True,,,,,,True,True,False
48345,2,0.0,0.1,,0.0,0.0,,,,,,,3.0,,,0.2,,0.0,0.0,,0.0,1.0,,0.2,,,,,,1.0,3.4,9.8,-2.0,-1.9,,-2.0,-2.0,,,,,,,1.0,,,-1.8,,-2.0,-2.0,,-2.0,-1.0,,-1.8,,,,,,-1.0,1.4,7.8,True,,False,False,,,,,,,True,,,True,,True,True,,False,True,,True,,,,,,True,True,False
48347,117,138.0,137.6,,123.0,183.0,,,,,,,185.0,,,117.1,,96.7,112.4,69.2,170.0,397.0,,63.9,,145.8,,,,78.0,22.8,198.9,21.0,20.6,,6.0,66.0,,,,,,,68.0,,,0.1,,-20.3,-4.6,-47.8,53.0,280.0,,-53.1,,28.8,,,,-39.0,-94.2,81.9,True,,True,False,,,,,,,False,,,True,,True,True,False,False,False,,False,,False,,,,False,False,False
48349,98,98.0,97.4,,64.0,51.0,,,,,,,113.0,,,84.4,,22.8,52.2,85.0,102.0,302.0,,43.3,,70.0,,,,70.0,23.0,172.9,0.0,-0.6,,-34.0,-47.0,,,,,,,15.0,,,-13.6,,-75.2,-45.8,-13.0,4.0,204.0,,-54.7,,-28.0,,,,-28.0,-75.0,74.9,False,,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,,,,False,False,False
48351,16,0.0,0.7,,1.0,0.0,,,,,,,17.0,,,6.4,,0.0,1.3,21.4,0.0,9.0,,2.2,,,,,,1.0,8.0,25.9,-16.0,-15.3,,-15.0,-16.0,,,,,,,1.0,,,-9.6,,-16.0,-14.7,5.4,-16.0,-7.0,,-13.8,,,,,,-15.0,-8.0,9.9,True,,True,False,,,,,,,True,,,True,,True,True,True,False,True,,True,,,,,,True,True,True
48353,71,34.0,35.9,,14.0,0.0,,,,,,,14.0,,,20.9,,5.9,16.4,20.4,,11.0,,13.1,,,,,,29.0,10.5,59.4,-37.0,-35.1,,-57.0,-71.0,,,,,,,-57.0,,,-50.1,,-65.1,-54.6,-50.6,,-60.0,,-57.9,,,,,,-42.0,-60.5,-11.6,True,,False,False,,,,,,,False,,,False,,False,False,False,,False,,False,,,,,,False,False,True
48355,894,540.0,533.3,413.7,417.0,174.0,,,,,,,2217.0,,,516.2,,479.3,514.7,12.8,438.0,1566.0,,136.5,,1342.2,314.0,,,0.0,421.8,446.5,-354.0,-360.7,-480.3,-477.0,-720.0,,,,,,,1323.0,,,-377.8,,-414.7,-379.3,-881.2,-456.0,672.0,,-757.5,,448.2,-580.0,,,-894.0,-472.2,-447.5,False,False,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
48357,22,8.0,7.5,,2.0,0.0,,,,,,,53.0,,,8.9,,0.7,2.1,0.0,0.0,26.0,,8.1,,,,,,5.0,6.4,28.6,-14.0,-14.5,,-20.0,-22.0,,,,,,,31.0,,,-13.1,,-21.3,-19.9,-22.0,-22.0,4.0,,-13.9,,,,,,-17.0,-15.6,6.6,False,,False,False,,,,,,,False,,,True,,False,False,False,False,True,,True,,,,,,False,False,True
48359,2,0.0,0.0,,0.0,0.0,,,,,,,5.0,,,0.2,,0.1,0.0,,0.0,2.0,,0.3,,,,,,0.0,3.1,20.4,-2.0,-2.0,,-2.0,-2.0,,,,,,,3.0,,,-1.8,,-1.9,-2.0,,-2.0,0.0,,-1.7,,,,,,-2.0,1.1,18.4,True,,False,False,,,,,,,False,,,True,,True,True,,False,True,,True,,,,,,False,True,False
48361,177,110.0,115.3,,96.0,14.0,,,,,,,149.0,,,31.1,,0.6,33.5,221.0,,99.0,,90.0,,99.0,,,,17.0,17.2,337.4,-67.0,-61.7,,-81.0,-163.0,,,,,,,-28.0,,,-145.9,,-176.4,-143.5,44.0,,-78.0,,-87.0,,-78.0,,,,-160.0,-159.8,160.4,True,,False,False,,,,,,,True,,,False,,False,False,True,,False,,False,,False,,,,False,False,False
48363,91,46.0,44.6,,26.0,10.0,,,,,,,50.0,,,61.0,,5.2,20.5,54.6,16.0,23.0,,2.7,,,,,,39.0,26.8,58.4,-45.0,-46.4,,-65.0,-81.0,,,,,,,-41.0,,,-30.0,,-85.8,-70.5,-36.4,-75.0,-68.0,,-88.3,,,,,,-52.0,-64.2,-32.6,False,,False,False,,,,,,,True,,,True,,False,False,True,False,False,,False,,,,,,False,False,True
48365,36,30.0,30.9,,20.0,13.0,,,,,,,46.0,,,25.4,,13.1,27.1,19.3,15.0,121.0,,16.8,,,,,,21.0,12.1,62.7,-6.0,-5.1,,-16.0,-23.0,,,,,,,10.0,,,-10.6,,-22.9,-8.9,-16.7,-21.0,85.0,,-19.2,,,,,,-15.0,-23.9,26.7,True,,False,False,,,,,,,False,,,False,,False,False,False,False,False,,False,,,,,,False,False,False
48367,225,106.0,129.1,,86.0,25.0,,,,,,,189.0,,,184.3,,30.4,58.1,119.0,92.0,434.0,,43.9,,100.8,53.0,,,84.0,46.1,601.2,-119.0,-95.9,,-139.0,-200.0,,,,,,,-36.0,,,-40.7,,-194.6,-166.9,-106.0,-133.0,209.0,,-181.1,,-124.2,-172.0,,,-141.0,-178.9,376.2,True,,False,False,,,,,,,True,,,True,,False,False,True,False,False,,False,,False,False,,,False,False,False
48369,29,24.0,24.6,,11.0,9.0,,,,,,,12.0,,,11.2,,5.2,12.0,0.1,,94.0,,10.1,,,,,,3.0,14.9,53.4,-5.0,-4.4,,-18.0,-20.0,,,,,,,-17.0,,,-17.8,,-23.8,-17.0,-28.9,,65.0,,-18.9,,,,,,-26.0,-14.1,24.4,True,,False,False,,,,,,,False,,,False,,False,False,False,,False,,False,,,,,,False,False,False
