,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,3883.9,1969.2,4790.8,16.5,878.1,4744.6,22791.9
COVIDhub-ensemble,51,4130.8,2101.0,5232.5,25.0,764.5,6011.5,25749.0
Covid19Sim-Simulator,51,4292.7,2911.0,5096.1,62.8,837.1,5927.5,27255.1
CEID-Walk,51,4318.1,2057.0,7521.0,17.9,349.4,4547.7,45538.1
COVIDhub-baseline,51,4347.6,1971.0,7382.2,10.0,319.0,4781.0,44288.0
UMich-RidgeTfReg,43,5073.5,3269.5,7454.3,55.0,1154.0,5510.2,48625.2
IowaStateLW-STEM,49,5616.8,1923.0,10516.3,96.0,617.3,5156.5,56762.0
Karlen-pypm,51,5635.1,3123.0,6459.0,30.2,928.9,8952.0,31480.2
JHU_IDD-CovidSP,51,5707.2,3512.0,7132.9,141.9,1077.2,7831.1,34849.2
USC-SI_kJalpha,51,5879.8,3049.0,7778.7,69.0,811.5,7508.0,37933.0
UCLA-SuEIR,51,5891.6,2811.3,9085.1,92.6,972.3,6429.7,44265.9
DDS-NBDS,51,6079.8,3094.6,6695.0,31.1,1249.1,8837.0,26234.0
JHUAPL-Bucky,51,6098.7,3473.5,7315.2,62.9,1384.4,7928.6,37454.2
LANL-GrowthRate,51,6999.5,3620.0,9520.4,31.7,1647.1,7904.0,56432.3
USACE-ERDC_SEIR,51,7332.8,3895.4,10694.3,120.8,660.4,8208.9,49969.7
CU-select,51,8794.0,3455.0,16725.2,85.0,966.5,9078.0,109924.0
RobertWalraven-ESG,51,9558.6,5490.4,12615.4,45.7,2946.9,12198.5,75860.9
CovidAnalytics-DELPHI,51,9632.7,7926.0,11122.7,19.0,1471.0,14064.5,56998.0
