,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
51121,1460,348.0,319.5,,348.0,1344.0,,,,,460.0,337.0,420.8,,332.1,402.6,152.6,,490.6,224.4,,,,642.0,399.7,-1112.0,-1140.5,,-1112.0,-116.0,,,,,-1000.0,-1123.0,-1039.2,,-1127.9,-1057.4,-1307.4,,-969.4,-1235.6,,,,-818.0,-1060.3,False,,False,True,,,,,True,False,True,,False,True,False,,True,False,,,,True,True
51125,16,12.0,11.7,,9.0,7.0,,,,,10.0,38.7,49.3,,4.1,23.4,,,2.7,19.6,,,,5.0,18.0,-4.0,-4.3,,-7.0,-9.0,,,,,-6.0,22.7,33.3,,-11.9,7.4,,,-13.3,3.6,,,,-11.0,2.0,False,,False,False,,,,,False,False,False,,False,False,,,False,True,,,,False,True
51127,39,44.0,42.7,,37.0,40.0,,,,,42.0,106.3,42.2,,9.4,32.2,33.3,,15.7,46.5,,,,80.0,55.3,5.0,3.7,,-2.0,1.0,,,,,3.0,67.3,3.2,,-29.6,-6.8,-5.7,,-23.3,7.5,,,,41.0,16.3,True,,True,True,,,,,True,False,True,,False,False,False,,False,False,,,,False,False
51131,1,4.0,5.5,,4.0,0.0,,,,,20.0,27.1,16.4,,0.0,1.6,3.1,,2.0,6.7,,,,1.0,9.0,3.0,4.5,,3.0,-1.0,,,,,19.0,26.1,15.4,,-1.0,0.6,2.1,,1.0,5.7,,,,0.0,8.0,False,,False,True,,,,,False,False,False,,True,True,True,,True,False,,,,True,False
51133,70,20.0,17.4,,11.0,7.0,,,,,9.0,20.3,33.7,,4.9,10.1,,,10.4,39.8,,,,43.0,25.7,-50.0,-52.6,,-59.0,-63.0,,,,,-61.0,-49.7,-36.3,,-65.1,-59.9,,,-59.6,-30.2,,,,-27.0,-44.3,False,,False,False,,,,,False,True,True,,False,False,,,False,True,,,,True,True
51135,67,56.0,54.4,,28.0,19.0,,,,,57.0,33.3,31.9,,12.5,27.2,0.0,,6.0,40.4,,,,157.0,68.2,-11.0,-12.6,,-39.0,-48.0,,,,,-10.0,-33.7,-35.1,,-54.5,-39.8,-67.0,,-61.0,-26.6,,,,90.0,1.2,False,,False,False,,,,,True,False,False,,False,False,False,,False,False,,,,False,True
51137,62,64.0,56.1,,54.0,52.0,,,,,38.0,93.4,78.2,,23.2,54.4,45.4,,14.8,60.9,,,,76.0,64.3,2.0,-5.9,,-8.0,-10.0,,,,,-24.0,31.4,16.2,,-38.8,-7.6,-16.6,,-47.2,-1.1,,,,14.0,2.3,False,,False,False,,,,,False,False,False,,False,False,False,,False,True,,,,False,False
51139,33,12.0,14.7,,12.0,0.0,,,,,35.0,27.6,25.7,,0.2,6.6,14.8,,0.2,11.1,,,,4.0,16.0,-21.0,-18.3,,-21.0,-33.0,,,,,2.0,-5.4,-7.3,,-32.8,-26.4,-18.2,,-32.8,-21.9,,,,-29.0,-17.0,True,,False,False,,,,,True,True,True,,False,False,True,,False,False,,,,False,True
51141,54,112.0,114.1,,94.0,81.0,,,,,38.0,93.5,158.9,,43.0,75.1,92.3,,251.5,171.8,,,,97.0,316.3,58.0,60.1,,40.0,27.0,,,,,-16.0,39.5,104.9,,-11.0,21.1,38.3,,197.5,117.8,,,,43.0,262.3,False,,True,True,,,,,True,True,False,,True,True,True,,False,False,,,,True,False
51143,271,392.0,381.6,,388.0,392.0,,,,,211.0,381.8,415.8,,510.3,495.3,303.6,,193.0,459.1,,,,413.0,633.1,121.0,110.6,,117.0,121.0,,,,,-60.0,110.8,144.8,,239.3,224.3,32.6,,-78.0,188.1,,,,142.0,362.1,True,,True,False,,,,,True,True,False,,False,False,True,,True,False,,,,False,False
51145,36,36.0,41.7,,37.0,25.0,,,,,43.0,104.9,98.3,,11.1,38.1,66.2,,26.3,12.3,,,,29.0,51.5,0.0,5.7,,1.0,-11.0,,,,,7.0,68.9,62.3,,-24.9,2.1,30.2,,-9.7,-23.7,,,,-7.0,15.5,False,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,False,False
51147,93,88.0,111.4,,70.0,30.0,,,,,109.0,48.1,95.8,,26.5,70.2,0.0,,144.7,94.4,,,,218.0,116.0,-5.0,18.4,,-23.0,-63.0,,,,,16.0,-44.9,2.8,,-66.5,-22.8,-93.0,,51.7,1.4,,,,125.0,23.0,False,,False,False,,,,,False,False,True,,False,False,False,,False,True,,,,False,False
51149,277,136.0,138.9,,111.0,62.0,,,,,116.0,137.4,161.7,,68.7,154.2,117.4,,52.7,72.8,,,,110.0,177.2,-141.0,-138.1,,-166.0,-215.0,,,,,-161.0,-139.6,-115.3,,-208.3,-122.8,-159.6,,-224.3,-204.2,,,,-167.0,-99.8,True,,False,False,,,,,False,True,True,,False,True,False,,False,False,,,,False,True
51153,1672,1776.0,1767.5,1397.4,1342.0,1727.0,,,,,974.0,1230.8,1321.2,,744.1,1396.0,929.0,,658.8,1706.7,1345.0,,,1666.0,2408.7,104.0,95.5,-274.6,-330.0,55.0,,,,,-698.0,-441.2,-350.8,,-927.9,-276.0,-743.0,,-1013.2,34.7,-327.0,,,-6.0,736.7,True,False,False,True,,,,,False,False,False,,False,False,False,,False,True,False,,,True,False
51155,103,104.0,101.6,,100.0,382.0,,,,,63.0,151.8,100.0,,42.4,71.5,60.5,,148.9,105.1,,,,150.0,100.7,1.0,-1.4,,-3.0,279.0,,,,,-40.0,48.8,-3.0,,-60.6,-31.5,-42.5,,45.9,2.1,,,,47.0,-2.3,False,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,False,False
51157,12,20.0,19.7,,12.0,15.0,,,,,2.0,24.9,18.6,,1.2,3.3,,,10.8,22.8,,,,21.0,23.3,8.0,7.7,,0.0,3.0,,,,,-10.0,12.9,6.6,,-10.8,-8.7,,,-1.2,10.8,,,,9.0,11.3,True,,True,True,,,,,False,False,True,,False,False,,,True,False,,,,False,False
51159,42,20.0,21.9,,14.0,0.0,,,,,29.0,3.2,15.8,,4.3,35.4,0.2,,13.2,18.6,,,,5.0,9.9,-22.0,-20.1,,-28.0,-42.0,,,,,-13.0,-38.8,-26.2,,-37.7,-6.6,-41.8,,-28.8,-23.4,,,,-37.0,-32.1,True,,False,False,,,,,True,False,False,,False,True,False,,False,False,,,,False,False
51161,275,152.0,154.0,,146.0,364.0,,,,,222.0,276.9,309.1,,69.6,138.2,139.6,,53.6,139.5,,,,187.0,224.0,-123.0,-121.0,,-129.0,89.0,,,,,-53.0,1.9,34.1,,-205.4,-136.8,-135.4,,-221.4,-135.5,,,,-88.0,-51.0,True,,False,True,,,,,True,True,True,,False,False,False,,False,False,,,,True,True
51163,29,20.0,20.8,,19.0,27.0,,,,,16.0,109.3,39.7,,6.5,15.9,,,3.6,28.6,,,,24.0,15.7,-9.0,-8.2,,-10.0,-2.0,,,,,-13.0,80.3,10.7,,-22.5,-13.1,,,-25.4,-0.4,,,,-5.0,-13.3,True,,False,True,,,,,False,False,False,,False,False,,,False,True,,,,True,False
51165,379,188.0,171.6,,169.0,246.0,,,,,209.0,175.1,156.0,,72.1,196.9,82.2,,72.0,155.2,,,,329.0,252.2,-191.0,-207.4,,-210.0,-133.0,,,,,-170.0,-203.9,-223.0,,-306.9,-182.1,-296.8,,-307.0,-223.8,,,,-50.0,-126.8,False,,False,True,,,,,True,False,False,,False,True,False,,False,False,,,,True,True
51167,78,48.0,40.8,,46.0,7.0,,,,,78.0,80.5,134.7,,12.0,44.1,66.7,,34.3,100.2,,,,18.0,85.2,-30.0,-37.2,,-32.0,-71.0,,,,,0.0,2.5,56.7,,-66.0,-33.9,-11.3,,-43.7,22.2,,,,-60.0,7.2,False,,False,False,,,,,True,True,False,,False,False,True,,False,True,,,,False,True
51169,35,56.0,64.2,,47.0,29.0,,,,,54.0,107.5,96.0,,6.8,43.1,48.4,,14.0,74.4,,,,23.0,101.3,21.0,29.2,,12.0,-6.0,,,,,19.0,72.5,61.0,,-28.2,8.1,13.4,,-21.0,39.4,,,,-12.0,66.3,False,,True,True,,,,,True,False,False,,False,True,True,,False,False,,,,True,False
51171,42,36.0,16.6,,36.0,67.0,,,,,60.0,87.6,48.1,,3.9,35.8,32.2,,13.8,47.8,,,,37.0,63.4,-6.0,-25.4,,-6.0,25.0,,,,,18.0,45.6,6.1,,-38.1,-6.2,-9.8,,-28.2,5.8,,,,-5.0,21.4,False,,False,False,,,,,False,False,False,,False,False,False,,False,True,,,,True,False
51173,205,188.0,195.5,,184.0,331.0,,,,,102.0,248.5,196.4,,179.9,181.5,59.6,,99.5,256.2,,,,178.0,299.8,-17.0,-9.5,,-21.0,126.0,,,,,-103.0,43.5,-8.6,,-25.1,-23.5,-145.4,,-105.5,51.2,,,,-27.0,94.8,True,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,False,False
51175,413,64.0,72.1,,61.0,0.0,,,,,58.0,78.5,96.0,,16.9,58.5,60.7,,89.6,60.2,,,,56.0,90.6,-349.0,-340.9,,-352.0,-413.0,,,,,-355.0,-334.5,-317.0,,-396.1,-354.5,-352.3,,-323.4,-352.8,,,,-357.0,-322.4,True,,False,False,,,,,False,True,True,,False,False,False,,True,False,,,,False,True
51177,350,360.0,366.6,,325.0,363.0,,,,,242.0,360.7,395.2,,117.3,325.7,271.6,,293.0,368.3,209.0,,,341.0,505.6,10.0,16.6,,-25.0,13.0,,,,,-108.0,10.7,45.2,,-232.7,-24.3,-78.4,,-57.0,18.3,-141.0,,,-9.0,155.6,False,,False,False,,,,,False,False,False,,False,False,False,,False,False,False,,,True,False
51179,324,408.0,414.8,,346.0,355.0,,,,,262.0,430.7,528.3,,229.5,374.5,249.2,,360.6,397.0,283.0,,,329.0,666.8,84.0,90.8,,22.0,31.0,,,,,-62.0,106.7,204.3,,-94.5,50.5,-74.8,,36.6,73.0,-41.0,,,5.0,342.8,False,,True,True,,,,,True,False,False,,False,True,True,,True,True,True,,,True,False
51181,54,32.0,20.8,,25.0,28.0,,,,,5.0,38.9,17.0,,4.8,20.6,,,28.2,27.4,,,,39.0,32.3,-22.0,-33.2,,-29.0,-26.0,,,,,-49.0,-15.1,-37.0,,-49.2,-33.4,,,-25.8,-26.6,,,,-15.0,-21.7,False,,False,False,,,,,False,True,False,,False,False,,,False,False,,,,True,True
51183,128,52.0,51.4,,27.0,24.0,,,,,58.0,27.2,41.9,,9.9,43.0,2.9,,8.6,49.2,,,,75.0,115.6,-76.0,-76.6,,-101.0,-104.0,,,,,-70.0,-100.8,-86.1,,-118.1,-85.0,-125.1,,-119.4,-78.8,,,,-53.0,-12.4,False,,False,False,,,,,True,False,False,,False,False,False,,False,False,,,,True,True
51185,110,76.0,74.1,,79.0,112.0,,,,,106.0,157.3,187.4,,16.0,62.0,110.5,,17.7,103.0,,,,173.0,132.4,-34.0,-35.9,,-31.0,2.0,,,,,-4.0,47.3,77.4,,-94.0,-48.0,0.5,,-92.3,-7.0,,,,63.0,22.4,False,,True,True,,,,,True,False,False,,False,False,True,,False,True,,,,False,True
51187,31,32.0,29.5,,32.0,64.0,,,,,57.0,71.2,30.9,,3.3,35.1,14.2,,37.2,18.1,,,,18.0,45.8,1.0,-1.5,,1.0,33.0,,,,,26.0,40.2,-0.1,,-27.7,4.1,-16.8,,6.2,-12.9,,,,-13.0,14.8,False,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,False,False
51191,206,204.0,204.9,,178.0,173.0,,,,,190.0,293.6,362.8,,92.0,167.5,202.4,,106.3,164.1,,,,210.0,260.7,-2.0,-1.1,,-28.0,-33.0,,,,,-16.0,87.6,156.8,,-114.0,-38.5,-3.6,,-99.7,-41.9,,,,4.0,54.7,True,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,False,False
51193,51,16.0,8.9,,12.0,0.0,,,,,23.0,25.1,30.7,,0.8,5.1,14.7,,17.4,12.0,,,,11.0,18.8,-35.0,-42.1,,-39.0,-51.0,,,,,-28.0,-25.9,-20.3,,-50.2,-45.9,-36.3,,-33.6,-39.0,,,,-40.0,-32.2,False,,False,False,,,,,True,True,True,,False,False,False,,True,False,,,,False,True
51195,87,168.0,178.8,,116.0,80.0,,,,,146.0,291.0,256.8,,28.5,138.9,96.2,,30.2,105.6,,,,84.0,217.9,81.0,91.8,,29.0,-7.0,,,,,59.0,204.0,169.8,,-58.5,51.9,9.2,,-56.8,18.6,,,,-3.0,130.9,False,,True,True,,,,,True,False,False,,True,True,True,,True,True,,,,True,False
51197,83,68.0,71.3,,69.0,76.0,,,,,75.0,159.1,113.3,,48.1,81.2,51.3,,30.6,59.2,,,,121.0,78.3,-15.0,-11.7,,-14.0,-7.0,,,,,-8.0,76.1,30.3,,-34.9,-1.8,-31.7,,-52.4,-23.8,,,,38.0,-4.7,True,,True,True,,,,,True,False,False,,False,True,False,,False,False,,,,False,True
51199,93,112.0,94.9,,94.0,80.0,,,,,124.0,179.6,224.3,,27.1,101.0,209.7,,0.0,75.1,,,,137.0,141.5,19.0,1.9,,1.0,-13.0,,,,,31.0,86.6,131.3,,-65.9,8.0,116.7,,-93.0,-17.9,,,,44.0,48.5,True,,True,True,,,,,False,False,False,,False,True,False,,False,True,,,,False,False
51510,446,480.0,448.5,,340.0,310.0,,,,,505.0,550.8,505.6,,107.0,317.8,84.7,,283.9,548.4,265.0,,,407.0,652.5,34.0,2.5,,-106.0,-136.0,,,,,59.0,104.8,59.6,,-339.0,-128.2,-361.3,,-162.1,102.4,-181.0,,,-39.0,206.5,True,,False,False,,,,,False,False,False,,False,False,False,,False,False,False,,,False,False
51520,69,52.0,51.8,,52.0,100.0,,,,,65.0,100.4,115.6,,13.4,53.5,2.4,,8.5,48.8,,,,52.0,69.6,-17.0,-17.2,,-17.0,31.0,,,,,-4.0,31.4,46.6,,-55.6,-15.5,-66.6,,-60.5,-20.2,,,,-17.0,0.6,False,,False,False,,,,,True,False,False,,False,True,False,,False,False,,,,False,True
51530,8,8.0,7.4,,6.0,0.0,,,,,4.0,8.9,14.6,,3.6,7.7,,,0.6,12.2,,,,2.0,11.1,0.0,-0.6,,-2.0,-8.0,,,,,-4.0,0.9,6.6,,-4.4,-0.3,,,-7.4,4.2,,,,-6.0,3.1,False,,False,False,,,,,False,False,False,,False,False,,,False,False,,,,False,False
51540,538,256.0,285.1,,184.0,1174.0,,,,,180.0,148.3,129.4,,393.9,299.2,41.2,,73.9,167.6,,,,474.0,270.2,-282.0,-252.9,,-354.0,636.0,,,,,-358.0,-389.7,-408.6,,-144.1,-238.8,-496.8,,-464.1,-370.4,,,,-64.0,-267.8,True,,False,False,,,,,False,False,False,,True,True,False,,False,False,,,,True,True
51550,560,1096.0,1141.3,,827.0,1182.0,,,,,618.0,836.6,1104.1,,864.5,880.5,613.3,,386.6,851.8,714.0,,,1042.0,1588.9,536.0,581.3,,267.0,622.0,,,,,58.0,276.6,544.1,,304.5,320.5,53.3,,-173.4,291.8,154.0,,,482.0,1028.9,False,,True,False,,,,,True,True,False,,True,True,True,,True,True,True,,,True,False
51570,40,16.0,18.5,,24.0,28.0,,,,,29.0,72.1,48.6,,2.2,28.0,37.0,,0.8,28.5,,,,7.0,32.7,-24.0,-21.5,,-16.0,-12.0,,,,,-11.0,32.1,8.6,,-37.8,-12.0,-3.0,,-39.2,-11.5,,,,-33.0,-7.3,True,,True,True,,,,,True,False,True,,False,True,True,,False,True,,,,False,True
51580,9,16.0,17.8,,1.0,0.0,,,,,2.0,22.6,10.9,,0.5,0.7,,,0.8,,,,,34.0,16.4,7.0,8.8,,-8.0,-9.0,,,,,-7.0,13.6,1.9,,-8.5,-8.3,,,-8.2,,,,,25.0,7.4,False,,False,False,,,,,False,False,True,,False,False,,,False,,,,,False,False
51590,274,240.0,260.7,,220.0,196.0,,,,,239.0,225.4,255.3,,154.0,223.5,82.6,,652.9,153.8,,,,169.0,333.2,-34.0,-13.3,,-54.0,-78.0,,,,,-35.0,-48.6,-18.7,,-120.0,-50.5,-191.4,,378.9,-120.2,,,,-105.0,59.2,True,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,False,False
51595,34,56.0,63.3,,36.0,94.0,,,,,28.0,15.3,26.4,,32.5,59.1,0.0,,90.1,35.1,,,,16.0,76.2,22.0,29.3,,2.0,60.0,,,,,-6.0,-18.7,-7.6,,-1.5,25.1,-34.0,,56.1,1.1,,,,-18.0,42.2,False,,True,False,,,,,True,True,True,,True,False,False,,False,True,,,,True,False
51600,20,56.0,59.5,,45.0,290.0,,,,,23.0,180.2,78.3,,12.2,32.6,162.7,,43.5,34.4,,,,81.0,88.3,36.0,39.5,,25.0,270.0,,,,,3.0,160.2,58.3,,-7.8,12.6,142.7,,23.5,14.4,,,,61.0,68.3,False,,True,False,,,,,True,False,False,,True,True,False,,True,True,,,,False,False
51610,6,8.0,6.8,,5.0,0.0,,,,,14.0,78.0,8.8,,1.7,0.7,,,12.0,3.9,,,,6.0,6.1,2.0,0.8,,-1.0,-6.0,,,,,8.0,72.0,2.8,,-4.3,-5.3,,,6.0,-2.1,,,,0.0,0.1,True,,True,False,,,,,False,False,False,,False,False,,,False,False,,,,True,True
51620,121,156.0,157.6,,117.0,146.0,,,,,35.0,69.7,69.5,,34.6,116.9,11.0,,190.4,130.8,,,,58.0,352.4,35.0,36.6,,-4.0,25.0,,,,,-86.0,-51.3,-51.5,,-86.4,-4.1,-110.0,,69.4,9.8,,,,-63.0,231.4,False,,True,True,,,,,False,False,False,,False,True,False,,False,True,,,,False,False
51630,68,116.0,105.5,,102.0,179.0,,,,,112.0,127.2,87.7,,27.8,87.3,0.0,,32.7,128.8,,,,153.0,153.2,48.0,37.5,,34.0,111.0,,,,,44.0,59.2,19.7,,-40.2,19.3,-68.0,,-35.3,60.8,,,,85.0,85.2,True,,True,False,,,,,True,False,True,,True,True,False,,True,False,,,,False,False
51640,19,24.0,37.4,,7.0,2.0,,,,,68.0,4.3,15.9,,0.3,10.1,0.0,,1.6,17.7,,,,0.0,41.1,5.0,18.4,,-12.0,-17.0,,,,,49.0,-14.7,-3.1,,-18.7,-8.9,-19.0,,-17.4,-1.3,,,,-19.0,22.1,False,,False,False,,,,,False,False,True,,False,False,False,,False,True,,,,False,False
51650,280,368.0,365.3,,304.0,288.0,,,,,338.0,403.3,584.5,,264.4,321.7,333.1,,232.2,242.1,218.0,,,323.0,509.5,88.0,85.3,,24.0,8.0,,,,,58.0,123.3,304.5,,-15.6,41.7,53.1,,-47.8,-37.9,-62.0,,,43.0,229.5,True,,True,True,,,,,True,False,False,,True,True,True,,True,True,True,,,True,False
51660,1368,464.0,442.7,,439.0,2461.0,,,,,260.0,177.5,142.8,,552.3,555.0,9.8,,1426.1,284.6,,,,582.0,599.5,-904.0,-925.3,,-929.0,1093.0,,,,,-1108.0,-1190.5,-1225.2,,-815.7,-813.0,-1358.2,,58.1,-1083.4,,,,-786.0,-768.5,False,,False,False,,,,,False,False,False,,True,True,False,,True,False,,,,True,True
51670,50,112.0,111.9,,81.0,147.0,,,,,65.0,104.6,72.0,,36.2,103.8,25.3,,66.4,81.0,,,,107.0,133.8,62.0,61.9,,31.0,97.0,,,,,15.0,54.6,22.0,,-13.8,53.8,-24.7,,16.4,31.0,,,,57.0,83.8,True,,True,False,,,,,True,True,True,,True,True,True,,True,True,,,,True,False
51678,36,4.0,4.9,,4.0,0.0,,,,,8.0,9.6,16.1,,2.7,5.3,,,5.0,6.6,,,,6.0,8.6,-32.0,-31.1,,-32.0,-36.0,,,,,-28.0,-26.4,-19.9,,-33.3,-30.7,,,-31.0,-29.4,,,,-30.0,-27.4,True,,False,False,,,,,True,True,True,,False,True,,,True,True,,,,True,True
51680,423,576.0,578.2,,518.0,1087.0,,,,,513.0,509.3,665.2,,592.4,492.4,165.3,,338.9,747.2,,,,582.0,840.2,153.0,155.2,,95.0,664.0,,,,,90.0,86.3,242.2,,169.4,69.4,-257.7,,-84.1,324.2,,,,159.0,417.2,False,,True,False,,,,,True,True,False,,False,True,False,,True,False,,,,False,False
51683,129,172.0,160.2,,134.0,144.0,,,,,141.0,83.7,160.6,,31.3,153.3,2.7,,282.9,120.0,,,,74.0,217.7,43.0,31.2,,5.0,15.0,,,,,12.0,-45.3,31.6,,-97.7,24.3,-126.3,,153.9,-9.0,,,,-55.0,88.7,True,,True,True,,,,,True,False,True,,False,True,False,,False,True,,,,False,False
51685,51,40.0,35.0,,31.0,37.0,,,,,44.0,29.6,41.9,,6.2,41.6,0.0,,32.1,22.2,,,,19.0,72.8,-11.0,-16.0,,-20.0,-14.0,,,,,-7.0,-21.4,-9.1,,-44.8,-9.4,-51.0,,-18.9,-28.8,,,,-32.0,21.8,False,,False,False,,,,,True,False,True,,False,True,False,,False,False,,,,False,False
51690,57,196.0,191.6,,132.0,206.0,,,,,74.0,103.0,126.2,,,113.3,2.5,,197.7,144.0,,,,103.0,215.6,139.0,134.6,,75.0,149.0,,,,,17.0,46.0,69.2,,,56.3,-54.5,,140.7,87.0,,,,46.0,158.6,True,,True,False,,,,,True,True,True,,,True,True,,False,True,,,,True,False
51700,448,648.0,647.8,,610.0,1094.0,,,,,588.0,480.6,734.5,,697.0,642.0,494.6,,116.2,461.4,928.0,,,814.0,841.8,200.0,199.8,,162.0,646.0,,,,,140.0,32.6,286.5,,249.0,194.0,46.6,,-331.8,13.4,480.0,,,366.0,393.8,True,,True,False,,,,,True,True,False,,False,True,True,,False,True,False,,,False,False
51710,488,680.0,605.4,,561.0,702.0,,,,,1049.0,603.4,771.0,,395.9,528.3,559.5,,114.9,521.9,445.0,,,552.0,1072.2,192.0,117.4,,73.0,214.0,,,,,561.0,115.4,283.0,,-92.1,40.3,71.5,,-373.1,33.9,-43.0,,,64.0,584.2,True,,True,False,,,,,False,True,False,,True,True,True,,False,True,True,,,True,False
51720,7,16.0,17.5,,1.0,0.0,,,,,24.0,16.4,5.1,,1.0,0.4,,,0.8,,,,,61.0,11.3,9.0,10.5,,-6.0,-7.0,,,,,17.0,9.4,-1.9,,-6.0,-6.6,,,-6.2,,,,,54.0,4.3,False,,True,True,,,,,False,False,True,,True,True,,,True,,,,,False,True
51730,113,180.0,189.1,,139.0,346.0,,,,,125.0,137.0,118.3,,69.3,147.4,0.2,,64.7,213.2,,,,117.0,235.7,67.0,76.1,,26.0,233.0,,,,,12.0,24.0,5.3,,-43.7,34.4,-112.8,,-48.3,100.2,,,,4.0,122.7,False,,True,False,,,,,True,True,True,,True,True,False,,True,False,,,,True,False
51735,14,44.0,43.6,,40.0,115.0,,,,,11.0,48.4,37.7,,7.5,36.7,,,15.4,49.5,,,,40.0,53.6,30.0,29.6,,26.0,101.0,,,,,-3.0,34.4,23.7,,-6.5,22.7,,,1.4,35.5,,,,26.0,39.6,True,,True,False,,,,,True,False,True,,True,True,,,True,False,,,,True,False
51740,357,452.0,428.4,,338.0,475.0,,,,,296.0,335.4,470.6,,196.9,361.6,314.3,,177.9,460.3,,,,379.0,680.6,95.0,71.4,,-19.0,118.0,,,,,-61.0,-21.6,113.6,,-160.1,4.6,-42.7,,-179.1,103.3,,,,22.0,323.6,True,,True,False,,,,,True,True,False,,False,True,True,,False,False,,,,True,False
51750,403,908.0,938.9,,864.0,1702.0,,,,,93.0,636.6,95.4,,3202.8,863.6,0.3,,1554.1,525.5,,,,371.0,1422.2,505.0,535.9,,461.0,1299.0,,,,,-310.0,233.6,-307.6,,2799.8,460.6,-402.7,,1151.1,122.5,,,,-32.0,1019.2,False,,True,False,,,,,True,True,True,,False,True,True,,False,True,,,,True,False
51760,794,1132.0,1178.8,,1014.0,1638.0,,,,,1125.0,782.0,817.7,,622.0,991.6,478.0,,517.7,1036.4,1538.0,,,1239.0,1418.9,338.0,384.8,,220.0,844.0,,,,,331.0,-12.0,23.7,,-172.0,197.6,-316.0,,-276.3,242.4,744.0,,,445.0,624.9,False,,True,False,,,,,True,True,True,,True,True,True,,True,True,False,,,False,False
51770,512,260.0,307.7,,222.0,814.0,,,,,511.0,243.0,271.8,,112.9,198.7,152.9,,41.3,227.1,,,,167.0,370.2,-252.0,-204.3,,-290.0,302.0,,,,,-1.0,-269.0,-240.2,,-399.1,-313.3,-359.1,,-470.7,-284.9,,,,-345.0,-141.8,True,,False,False,,,,,True,False,True,,False,False,False,,False,False,,,,False,True
51775,60,92.0,98.8,,70.0,184.0,,,,,85.0,125.5,107.5,,34.1,65.3,4.1,,21.7,57.2,,,,91.0,114.6,32.0,38.8,,10.0,124.0,,,,,25.0,65.5,47.5,,-25.9,5.3,-55.9,,-38.3,-2.8,,,,31.0,54.6,False,,True,False,,,,,True,False,False,,True,True,False,,False,True,,,,True,False
51790,86,24.0,24.9,,21.0,38.0,,,,,30.0,45.0,49.4,,4.7,17.4,8.6,,7.4,15.9,,,,30.0,35.9,-62.0,-61.1,,-65.0,-48.0,,,,,-56.0,-41.0,-36.6,,-81.3,-68.6,-77.4,,-78.6,-70.1,,,,-56.0,-50.1,True,,False,True,,,,,True,True,True,,False,False,False,,False,False,,,,True,True
51800,350,396.0,413.2,,347.0,252.0,,,,,299.0,344.3,429.2,,311.6,348.7,380.4,,239.0,477.0,,,,295.0,594.4,46.0,63.2,,-3.0,-98.0,,,,,-51.0,-5.7,79.2,,-38.4,-1.3,30.4,,-111.0,127.0,,,,-55.0,244.4,False,,True,False,,,,,False,True,False,,True,True,True,,False,False,,,,False,False
51810,869,1120.0,1011.3,1165.7,943.0,1126.0,,,,,815.0,953.2,1502.5,,936.8,956.5,613.9,,557.6,894.5,535.0,,,866.0,1674.3,251.0,142.3,296.7,74.0,257.0,,,,,-54.0,84.2,633.5,,67.8,87.5,-255.1,,-311.4,25.5,-334.0,,,-3.0,805.3,True,False,True,False,,,,,True,True,False,,True,True,False,,False,True,False,,,True,False
