,predicted_cases,actual_cases,error,perc_error
Karlen-pypm,1425214.9,1416092,9122.9,0.6%
CU-select,1509733.0,1416092,93641.0,6.6%
JHU_IDD-CovidSP,1511834.9,1416092,95742.9,6.8%
COVIDhub-baseline,1529735.0,1416092,113643.0,8.0%
IowaStateLW-STEM,1544508.0,1416092,128416.0,9.1%
UCLA-SuEIR,1265976.4,1416092,-150115.6,-10.6%
QJHong-Encounter,1599420.3,1416092,183328.3,12.9%
CovidAnalytics-DELPHI,1086585.0,1416092,-329507.0,-23.3%
USACE-ERDC_SEIR,1019842.0,1416092,-396250.0,-28.0%
Columbia_UNC-SurvCon,988304.0,1416092,-427788.0,-30.2%
USC-SI_kJalpha,956771.0,1416092,-459321.0,-32.4%
Covid19Sim-Simulator,955560.8,1416092,-460531.2,-32.5%
RobertWalraven-ESG,951126.1,1416092,-464965.9,-32.8%
LANL-GrowthRate,826467.9,1416092,-589624.1,-41.6%
