,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,2655.5,1388.4,4359.7,6.4,461.6,3016.0,26018.6
COVIDhub-ensemble,51,2729.0,893.0,4408.6,10.0,386.5,3153.5,21882.0
JCB-PRM,51,3054.2,1521.1,5712.2,3.8,443.1,2574.1,35841.4
CEID-Walk,51,3080.6,1344.4,4878.4,1.8,500.4,2605.1,22977.6
Covid19Sim-Simulator,51,3221.1,1199.4,6145.9,17.5,494.4,3480.8,33478.3
USC-SI_kJalpha,51,3317.6,1620.0,4850.4,6.0,759.0,3498.5,23325.0
COVIDhub-baseline,51,3349.4,1381.0,5520.8,34.0,357.0,3138.5,27691.0
USACE-ERDC_SEIR,51,3551.7,1500.1,6323.2,10.1,577.0,4116.8,36633.1
UMich-RidgeTfReg,49,3676.4,1322.0,6342.3,13.7,745.2,4104.2,35735.5
DDS-NBDS,51,3699.1,1556.3,5683.3,35.2,458.8,3308.9,27065.3
UCLA-SuEIR,51,3934.0,1635.2,6013.4,0.1,789.2,4880.4,32902.7
JHUAPL-Bucky,51,4163.3,2084.7,5127.8,39.2,700.0,6556.4,29182.4
Karlen-pypm,51,4370.8,1515.9,5892.4,65.9,673.4,6151.6,25751.3
LANL-GrowthRate,51,4519.3,2546.1,7544.1,63.8,1067.9,4783.4,51407.9
JHU_IDD-CovidSP,51,4542.7,2488.2,6355.1,128.5,875.6,5338.3,38402.3
IowaStateLW-STEM,49,4632.2,1441.0,13751.2,18.0,379.5,3668.0,97291.0
RobertWalraven-ESG,51,7023.1,3818.5,9378.4,14.4,1797.5,9360.8,57199.3
CovidAnalytics-DELPHI,51,7060.8,5793.0,6981.6,56.0,1369.0,10111.5,26834.0
CU-select,51,7388.0,3863.0,12461.7,21.0,954.5,7917.0,61002.0
