,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,116.3,33.2,338.8,0.0,11.1,93.3,6917.2
COVIDhub-ensemble,3141,123.1,33.0,413.1,0.0,11.0,95.0,14068.0
COVIDhub-baseline,3141,141.3,36.0,482.8,0.0,11.0,102.0,9144.0
CEID-Walk,3141,143.4,36.0,496.4,0.0,11.6,104.2,9024.7
JHU_IDD-CovidSP,3139,153.4,41.3,513.3,0.0,12.9,119.6,19576.1
UCLA-SuEIR,2906,161.0,39.3,672.0,0.0,12.6,111.5,21074.0
IowaStateLW-STEM,3103,163.2,35.0,941.7,0.0,12.0,109.0,34190.0
LANL-GrowthRate,2951,177.8,61.5,505.9,0.0,20.9,156.2,12137.8
JHUAPL-Bucky,3141,178.5,48.4,575.2,0.0,15.2,141.0,18752.8
USC-SI_kJalpha,2784,182.0,47.0,760.3,0.0,15.8,125.0,19548.0
MITCovAlliance-SIR,2237,227.7,51.1,907.7,0.0,16.3,153.7,30154.0
CU-select,3096,230.3,50.0,748.5,0.0,16.0,149.0,18986.0
RobertWalraven-ESG,3141,237.1,57.6,738.6,0.0,19.0,172.7,16950.0
UVA-Ensemble,2781,323.7,51.4,1954.7,0.0,14.8,175.8,88922.5
