,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
28161,46,90.0,86.9,,41.0,52.0,,,,,,,,37.0,,39.8,34.7,,11.5,55.4,22.7,34.0,22.0,,19.7,68.6,,,,81.0,148.0,100.5,44.0,40.9,,-5.0,6.0,,,,,,,,-9.0,,-6.2,-11.3,,-34.5,9.4,-23.3,-12.0,-24.0,,-26.3,22.6,,,,35.0,102.0,54.5,True,,True,True,,,,,,,,True,,True,True,,True,True,True,True,True,,True,True,,,,True,False,False
28163,88,72.0,71.8,,64.0,45.0,,,,,,,,233.0,,48.5,68.2,,37.1,82.4,0.5,53.0,87.0,,63.8,73.3,,,,66.0,126.4,77.9,-16.0,-16.2,,-24.0,-43.0,,,,,,,,145.0,,-39.5,-19.8,,-50.9,-5.6,-87.5,-35.0,-1.0,,-24.2,-14.7,,,,-22.0,38.4,-10.1,False,,False,False,,,,,,,,False,,False,False,,False,True,False,False,True,,False,True,,,,False,False,True
29001,76,114.0,113.9,,109.0,134.0,,,,,,,,389.0,,163.7,91.9,,82.4,102.0,59.4,200.0,60.0,,193.2,61.4,,,,122.0,135.0,179.9,38.0,37.9,,33.0,58.0,,,,,,,,313.0,,87.7,15.9,,6.4,26.0,-16.6,124.0,-16.0,,117.2,-14.6,,,,46.0,59.0,103.9,True,,True,False,,,,,,,,False,,False,True,,True,True,True,False,True,,False,True,,,,False,False,False
29003,105,57.0,57.3,,58.0,100.0,,,,,,,,67.0,,167.4,56.6,,44.2,58.2,59.9,94.0,56.0,,86.0,48.2,,,,60.0,56.7,191.4,-48.0,-47.7,,-47.0,-5.0,,,,,,,,-38.0,,62.4,-48.4,,-60.8,-46.8,-45.1,-11.0,-49.0,,-19.0,-56.8,,,,-45.0,-48.3,86.4,True,,True,True,,,,,,,,True,,False,False,,False,True,True,True,False,,True,False,,,,True,False,False
29005,16,24.0,25.1,,16.0,0.0,,,,,,,,11.0,,20.0,12.5,,5.6,15.7,,,22.0,,30.8,,,,,38.0,22.7,175.0,8.0,9.1,,0.0,-16.0,,,,,,,,-5.0,,4.0,-3.5,,-10.4,-0.3,,,6.0,,14.8,,,,,22.0,6.7,159.0,False,,True,False,,,,,,,,True,,True,True,,False,True,,,True,,False,,,,,False,True,False
29007,115,147.0,154.6,,97.0,283.0,,,,,,,,129.0,,252.7,118.5,,60.9,76.8,25.9,245.0,83.0,,78.2,91.1,,,,187.0,146.6,742.8,32.0,39.6,,-18.0,168.0,,,,,,,,14.0,,137.7,3.5,,-54.1,-38.2,-89.1,130.0,-32.0,,-36.8,-23.9,,,,72.0,31.6,627.8,False,,True,False,,,,,,,,True,,False,True,,False,False,False,False,False,,False,True,,,,False,True,False
29009,105,66.0,57.8,,61.0,58.0,,,,,,,,155.0,,160.6,113.3,,37.0,74.1,109.8,64.0,61.0,,37.0,55.8,,,,49.0,103.2,328.1,-39.0,-47.2,,-44.0,-47.0,,,,,,,,50.0,,55.6,8.3,,-68.0,-30.9,4.8,-41.0,-44.0,,-68.0,-49.2,,,,-56.0,-1.8,223.1,False,,False,False,,,,,,,,False,,False,True,,False,True,True,False,False,,False,False,,,,False,True,False
29011,69,36.0,44.4,,35.0,52.0,,,,,,,,30.0,,31.6,25.5,,,35.8,50.5,61.0,20.0,,28.2,24.1,,,,43.0,35.8,152.9,-33.0,-24.6,,-34.0,-17.0,,,,,,,,-39.0,,-37.4,-43.5,,,-33.2,-18.5,-8.0,-49.0,,-40.8,-44.9,,,,-26.0,-33.2,83.9,True,,False,True,,,,,,,,False,,False,False,,,False,True,True,False,,False,False,,,,True,False,False
29013,38,24.0,22.6,,23.0,38.0,,,,,,,,59.0,,96.0,25.2,,13.4,16.9,,,8.0,,5.6,22.1,,,,34.0,27.5,57.5,-14.0,-15.4,,-15.0,0.0,,,,,,,,21.0,,58.0,-12.8,,-24.6,-21.1,,,-30.0,,-32.4,-15.9,,,,-4.0,-10.5,19.5,False,,False,True,,,,,,,,False,,False,True,,False,False,,,False,,False,False,,,,True,True,False
29015,158,12.0,13.0,,14.0,4.0,,,,,,,,36.0,,75.2,44.8,,6.3,24.6,71.0,,23.0,,6.2,27.1,,,,3.0,27.0,53.9,-146.0,-145.0,,-144.0,-154.0,,,,,,,,-122.0,,-82.8,-113.2,,-151.7,-133.4,-87.0,,-135.0,,-151.8,-130.9,,,,-155.0,-131.0,-104.1,True,,True,False,,,,,,,,True,,True,True,,False,True,True,,True,,False,True,,,,False,True,True
29017,196,93.0,93.8,,77.0,131.0,,,,,,,,41.0,,94.7,51.6,,77.7,76.3,27.1,162.0,30.0,,52.0,62.1,,,,90.0,105.0,174.1,-103.0,-102.2,,-119.0,-65.0,,,,,,,,-155.0,,-101.3,-144.4,,-118.3,-119.7,-168.9,-34.0,-166.0,,-144.0,-133.9,,,,-106.0,-91.0,-21.9,True,,False,True,,,,,,,,False,,True,False,,False,False,False,True,False,,False,False,,,,False,True,True
29019,1296,3003.0,3016.8,,2466.0,4901.0,,,,,,,,1265.0,,3481.0,423.4,,2216.7,2595.2,939.6,4702.0,1181.0,,1834.0,1940.5,5481.0,,,2157.0,3091.9,7980.7,1707.0,1720.8,,1170.0,3605.0,,,,,,,,-31.0,,2185.0,-872.6,,920.7,1299.2,-356.4,3406.0,-115.0,,538.0,644.5,4185.0,,,861.0,1795.9,6684.7,False,,True,False,,,,,,,,True,,False,True,,True,True,True,False,True,,True,True,False,,,True,False,False
29021,595,321.0,331.7,,347.0,481.0,,,,,,,,607.0,,385.9,190.0,,300.2,404.2,73.4,606.0,240.0,,557.3,241.2,,,,386.0,309.1,463.7,-274.0,-263.3,,-248.0,-114.0,,,,,,,,12.0,,-209.1,-405.0,,-294.8,-190.8,-521.6,11.0,-355.0,,-37.7,-353.8,,,,-209.0,-285.9,-131.3,True,,True,True,,,,,,,,True,,True,False,,False,True,False,True,False,,True,False,,,,True,False,True
29023,236,111.0,109.1,,111.0,102.0,,,,,,,,215.0,,221.0,130.7,,86.8,114.2,90.5,130.0,118.0,,17.6,112.0,,,,147.0,155.0,119.0,-125.0,-126.9,,-125.0,-134.0,,,,,,,,-21.0,,-15.0,-105.3,,-149.2,-121.8,-145.5,-106.0,-118.0,,-218.4,-124.0,,,,-89.0,-81.0,-117.0,False,,False,False,,,,,,,,True,,True,True,,False,True,False,True,True,,False,True,,,,True,True,True
29025,44,24.0,23.4,,21.0,15.0,,,,,,,,31.0,,23.9,16.2,,7.4,11.0,,29.0,12.0,,20.4,22.2,,,,37.0,27.9,72.0,-20.0,-20.6,,-23.0,-29.0,,,,,,,,-13.0,,-20.1,-27.8,,-36.6,-33.0,,-15.0,-32.0,,-23.6,-21.8,,,,-7.0,-16.1,28.0,False,,False,False,,,,,,,,True,,False,False,,False,False,,True,False,,False,False,,,,True,True,False
29027,245,273.0,276.3,,279.0,316.0,,,,,,,,193.0,,569.5,156.9,,352.3,269.9,133.0,490.0,227.0,,393.9,320.4,,,,249.0,306.8,1199.0,28.0,31.3,,34.0,71.0,,,,,,,,-52.0,,324.5,-88.1,,107.3,24.9,-112.0,245.0,-18.0,,148.9,75.4,,,,4.0,61.8,954.0,False,,False,False,,,,,,,,False,,False,False,,False,True,False,False,True,,False,False,,,,True,False,False
29029,403,228.0,233.8,,218.0,373.0,,,,,,,,102.0,,291.6,141.9,,214.1,209.0,235.9,218.0,132.0,,63.0,155.5,,,,214.0,263.8,425.1,-175.0,-169.2,,-185.0,-30.0,,,,,,,,-301.0,,-111.4,-261.1,,-188.9,-194.0,-167.1,-185.0,-271.0,,-339.9,-247.5,,,,-189.0,-139.2,22.1,True,,False,True,,,,,,,,False,,True,False,,False,False,True,False,False,,False,False,,,,False,True,True
29031,675,321.0,320.7,,319.0,294.0,,,,,,,,360.0,,424.5,217.3,,280.7,299.5,273.5,437.0,189.0,,407.3,236.1,,,,284.0,388.2,322.6,-354.0,-354.3,,-356.0,-381.0,,,,,,,,-315.0,,-250.5,-457.7,,-394.3,-375.5,-401.5,-238.0,-486.0,,-267.7,-438.9,,,,-391.0,-286.8,-352.4,False,,False,False,,,,,,,,True,,True,False,,False,False,False,True,False,,True,False,,,,False,True,True
29033,23,21.0,21.6,,14.0,0.0,,,,,,,,57.0,,13.5,25.5,,3.5,15.1,10.2,54.0,21.0,,0.0,16.9,,,,51.0,28.3,39.7,-2.0,-1.4,,-9.0,-23.0,,,,,,,,34.0,,-9.5,2.5,,-19.5,-7.9,-12.8,31.0,-2.0,,-23.0,-6.1,,,,28.0,5.3,16.7,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
29035,62,18.0,20.3,,11.0,21.0,,,,,,,,10.0,,15.1,9.5,,6.2,9.6,,24.0,7.0,,1.2,,,,,20.0,31.1,67.3,-44.0,-41.7,,-51.0,-41.0,,,,,,,,-52.0,,-46.9,-52.5,,-55.8,-52.4,,-38.0,-55.0,,-60.8,,,,,-42.0,-30.9,5.3,True,,False,True,,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,True,True,True
29037,371,234.0,255.3,,210.0,204.0,,,,,,,,315.0,,339.2,339.8,,152.3,202.4,409.8,231.0,54.0,,123.8,169.7,,,,238.0,345.2,1499.1,-137.0,-115.7,,-161.0,-167.0,,,,,,,,-56.0,,-31.8,-31.2,,-218.7,-168.6,38.8,-140.0,-317.0,,-247.2,-201.3,,,,-133.0,-25.8,1128.1,True,,False,False,,,,,,,,True,,True,True,,False,False,True,False,False,,False,False,,,,True,True,False
29039,47,36.0,39.1,,24.0,25.0,,,,,,,,38.0,,54.2,13.0,,9.6,16.4,,42.0,5.0,,17.0,19.9,,,,59.0,31.4,164.4,-11.0,-7.9,,-23.0,-22.0,,,,,,,,-9.0,,7.2,-34.0,,-37.4,-30.6,,-5.0,-42.0,,-30.0,-27.1,,,,12.0,-15.6,117.4,True,,False,False,,,,,,,,True,,True,False,,False,False,,True,False,,False,False,,,,False,False,False
29041,16,30.0,33.2,,18.0,,,,,,,,,16.0,,65.7,9.5,,6.5,19.8,,22.0,22.0,,4.8,,,,,67.0,24.0,125.4,14.0,17.2,,2.0,,,,,,,,,0.0,,49.7,-6.5,,-9.5,3.8,,6.0,6.0,,-11.2,,,,,51.0,8.0,109.4,False,,True,,,,,,,,,True,,False,True,,True,True,,True,True,,True,,,,,False,True,False
29043,623,480.0,487.5,,427.0,775.0,,,,,,,,255.0,,469.2,286.5,,411.9,421.4,479.1,766.0,302.0,,356.0,400.5,,,,557.0,665.2,1454.3,-143.0,-135.5,,-196.0,152.0,,,,,,,,-368.0,,-153.8,-336.5,,-211.1,-201.6,-143.9,143.0,-321.0,,-267.0,-222.5,,,,-66.0,42.2,831.3,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,True,True,False
29045,15,27.0,26.7,,14.0,20.0,,,,,,,,34.0,,1.2,16.0,,10.5,13.5,,30.0,1.0,,5.0,,,,,23.0,125.9,55.3,12.0,11.7,,-1.0,5.0,,,,,,,,19.0,,-13.8,1.0,,-4.5,-1.5,,15.0,-14.0,,-10.0,,,,,8.0,110.9,40.3,True,,True,True,,,,,,,,False,,False,True,,True,True,,False,False,,True,,,,,True,False,False
29047,336,378.0,376.5,,375.0,405.0,,,,,,,,836.0,,381.9,504.5,,156.4,325.4,395.6,555.0,351.0,,124.8,390.7,542.0,,,331.0,538.0,1486.8,42.0,40.5,,39.0,69.0,,,,,,,,500.0,,45.9,168.5,,-179.6,-10.6,59.6,219.0,15.0,,-211.2,54.7,206.0,,,-5.0,202.0,1150.8,True,,True,False,,,,,,,,False,,False,False,,False,True,False,False,True,,False,False,False,,,True,False,False
29049,85,72.0,73.9,,76.0,110.0,,,,,,,,73.0,,161.2,58.6,,62.8,81.9,80.2,105.0,50.0,,162.5,41.3,,,,76.0,106.9,205.6,-13.0,-11.1,,-9.0,25.0,,,,,,,,-12.0,,76.2,-26.4,,-22.2,-3.1,-4.8,20.0,-35.0,,77.5,-43.7,,,,-9.0,21.9,120.6,True,,True,False,,,,,,,,True,,False,False,,False,True,True,False,False,,False,False,,,,True,False,False
29051,554,483.0,439.3,,433.0,727.0,,,,,,,,349.0,,471.3,268.7,,388.9,430.8,255.2,624.0,366.0,,1036.5,409.3,,,,548.0,734.3,1365.2,-71.0,-114.7,,-121.0,173.0,,,,,,,,-205.0,,-82.7,-285.3,,-165.1,-123.2,-298.8,70.0,-188.0,,482.5,-144.7,,,,-6.0,180.3,811.2,False,,False,False,,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,,,,True,False,False
29053,146,180.0,181.7,,131.0,215.0,,,,,,,,85.0,,405.9,78.0,,97.8,130.5,78.0,244.0,108.0,,114.0,202.5,,,,143.0,200.9,652.4,34.0,35.7,,-15.0,69.0,,,,,,,,-61.0,,259.9,-68.0,,-48.2,-15.5,-68.0,98.0,-38.0,,-32.0,56.5,,,,-3.0,54.9,506.4,False,,True,False,,,,,,,,False,,False,False,,False,True,False,False,False,,True,False,,,,True,False,False
29055,182,123.0,125.5,,101.0,131.0,,,,,,,,56.0,,397.2,102.0,,44.7,83.1,73.8,142.0,35.0,,17.8,126.2,,,,91.0,242.6,274.4,-59.0,-56.5,,-81.0,-51.0,,,,,,,,-126.0,,215.2,-80.0,,-137.3,-98.9,-108.2,-40.0,-147.0,,-164.2,-55.8,,,,-91.0,60.6,92.4,True,,False,True,,,,,,,,False,,False,False,,False,False,False,True,False,,False,True,,,,False,False,False
29057,28,24.0,24.1,,17.0,20.0,,,,,,,,15.0,,25.8,13.3,,,10.3,,21.0,2.0,,1.4,,,,,39.0,24.9,196.0,-4.0,-3.9,,-11.0,-8.0,,,,,,,,-13.0,,-2.2,-14.7,,,-17.7,,-7.0,-26.0,,-26.6,,,,,11.0,-3.1,168.0,True,,False,False,,,,,,,,False,,True,False,,,False,,False,False,,False,,,,,False,True,False
29059,69,39.0,37.2,,39.0,47.0,,,,,,,,46.0,,189.4,69.3,,16.5,39.1,49.5,66.0,27.0,,19.2,22.0,,,,28.0,51.6,316.3,-30.0,-31.8,,-30.0,-22.0,,,,,,,,-23.0,,120.4,0.3,,-52.5,-29.9,-19.5,-3.0,-42.0,,-49.8,-47.0,,,,-41.0,-17.4,247.3,False,,False,True,,,,,,,,True,,False,True,,False,True,True,True,False,,False,False,,,,False,True,False
29061,71,63.0,60.5,,34.0,40.0,,,,,,,,36.0,,89.9,7.1,,10.6,32.0,,,8.0,,10.9,39.2,,,,103.0,52.3,93.3,-8.0,-10.5,,-37.0,-31.0,,,,,,,,-35.0,,18.9,-63.9,,-60.4,-39.0,,,-63.0,,-60.1,-31.8,,,,32.0,-18.7,22.3,False,,False,False,,,,,,,,False,,False,False,,False,False,,,False,,False,False,,,,False,False,False
29063,54,48.0,48.1,,45.0,94.0,,,,,,,,109.0,,46.9,40.4,,27.4,37.8,,58.0,7.0,,10.8,43.4,,,,49.0,57.4,134.9,-6.0,-5.9,,-9.0,40.0,,,,,,,,55.0,,-7.1,-13.6,,-26.6,-16.2,,4.0,-47.0,,-43.2,-10.6,,,,-5.0,3.4,80.9,True,,False,False,,,,,,,,False,,False,False,,False,False,,True,False,,False,False,,,,True,True,False
29065,95,45.0,43.6,,39.0,43.0,,,,,,,,26.0,,137.2,31.7,,19.5,37.7,,46.0,44.0,,37.9,,,,,101.0,55.2,116.9,-50.0,-51.4,,-56.0,-52.0,,,,,,,,-69.0,,42.2,-63.3,,-75.5,-57.3,,-49.0,-51.0,,-57.1,,,,,6.0,-39.8,21.9,False,,False,False,,,,,,,,False,,True,False,,False,False,,True,False,,False,,,,,True,True,True
29067,76,24.0,25.5,,22.0,4.0,,,,,,,,38.0,,5.3,49.5,,5.8,22.9,32.2,54.0,9.0,,13.1,,,,,26.0,43.2,138.9,-52.0,-50.5,,-54.0,-72.0,,,,,,,,-38.0,,-70.7,-26.5,,-70.2,-53.1,-43.8,-22.0,-67.0,,-62.9,,,,,-50.0,-32.8,62.9,True,,False,False,,,,,,,,True,,False,True,,False,False,True,True,False,,False,,,,,True,True,False
29069,229,252.0,256.3,,157.0,257.0,,,,,,,,176.0,,123.3,125.0,,125.0,154.4,64.8,247.0,78.0,,129.5,346.9,,,,221.0,295.7,467.5,23.0,27.3,,-72.0,28.0,,,,,,,,-53.0,,-105.7,-104.0,,-104.0,-74.6,-164.2,18.0,-151.0,,-99.5,117.9,,,,-8.0,66.7,238.5,False,,False,False,,,,,,,,False,,False,False,,False,False,False,True,False,,False,False,,,,True,False,False
29071,578,393.0,357.1,,384.0,366.0,,,,,,,,404.0,,637.0,491.1,,329.8,391.2,551.7,463.0,239.0,,437.4,285.0,,,,318.0,508.0,1303.0,-185.0,-220.9,,-194.0,-212.0,,,,,,,,-174.0,,59.0,-86.9,,-248.2,-186.8,-26.3,-115.0,-339.0,,-140.6,-293.0,,,,-260.0,-70.0,725.0,False,,False,False,,,,,,,,True,,True,True,,False,False,True,True,False,,True,False,,,,False,True,False
29073,70,51.0,62.3,,43.0,162.0,,,,,,,,33.0,,44.4,33.3,,2.7,29.5,14.6,,4.0,,107.6,69.4,,,,33.0,50.1,284.4,-19.0,-7.7,,-27.0,92.0,,,,,,,,-37.0,,-25.6,-36.7,,-67.3,-40.5,-55.4,,-66.0,,37.6,-0.6,,,,-37.0,-19.9,214.4,True,,False,False,,,,,,,,False,,False,False,,False,False,False,,False,,False,True,,,,False,False,False
29075,24,27.0,25.7,,13.0,20.0,,,,,,,,28.0,,12.0,16.4,,3.7,8.9,10.4,53.0,2.0,,2.5,17.1,,,,27.0,22.9,54.9,3.0,1.7,,-11.0,-4.0,,,,,,,,4.0,,-12.0,-7.6,,-20.3,-15.1,-13.6,29.0,-22.0,,-21.5,-6.9,,,,3.0,-1.1,30.9,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,True,False
29077,2300,2580.0,2543.8,,2508.0,3282.0,,,,,,,,1105.0,,3119.7,976.5,,3558.8,2308.6,1630.4,4714.0,1423.0,,1968.5,1867.3,8179.0,,,2476.0,3629.7,7044.3,280.0,243.8,,208.0,982.0,,,,,,,,-1195.0,,819.7,-1323.5,,1258.8,8.6,-669.6,2414.0,-877.0,,-331.5,-432.7,5879.0,,,176.0,1329.7,4744.3,True,,True,False,,,,,,,,False,,False,False,,False,True,False,False,False,,False,False,False,,,True,False,False
29079,105,147.0,144.0,,90.0,203.0,,,,,,,,40.0,,207.3,19.8,,33.7,76.8,,50.0,29.0,,63.5,92.0,,,,175.0,172.6,250.9,42.0,39.0,,-15.0,98.0,,,,,,,,-65.0,,102.3,-85.2,,-71.3,-28.2,,-55.0,-76.0,,-41.5,-13.0,,,,70.0,67.6,145.9,True,,True,False,,,,,,,,False,,False,False,,False,True,,False,False,,True,True,,,,False,False,False
29081,22,45.0,43.6,,32.0,46.0,,,,,,,,34.0,,39.1,10.9,,20.8,23.3,,,7.0,,0.3,29.1,,,,60.0,38.6,43.1,23.0,21.6,,10.0,24.0,,,,,,,,12.0,,17.1,-11.1,,-1.2,1.3,,,-15.0,,-21.7,7.1,,,,38.0,16.6,21.1,True,,True,False,,,,,,,,True,,True,True,,True,True,,,True,,True,True,,,,False,True,True
29083,71,39.0,43.6,,38.0,31.0,,,,,,,,88.0,,92.0,45.3,,25.9,38.3,55.0,65.0,39.0,,11.3,33.1,,,,37.0,43.7,106.5,-32.0,-27.4,,-33.0,-40.0,,,,,,,,17.0,,21.0,-25.7,,-45.1,-32.7,-16.0,-6.0,-32.0,,-59.7,-37.9,,,,-34.0,-27.3,35.5,True,,False,False,,,,,,,,True,,True,True,,False,False,True,True,False,,False,False,,,,False,True,False
29085,35,12.0,10.7,,12.0,7.0,,,,,,,,12.0,,11.8,37.9,,,7.7,,31.0,5.0,,13.5,,,,,7.0,24.7,63.3,-23.0,-24.3,,-23.0,-28.0,,,,,,,,-23.0,,-23.2,2.9,,,-27.3,,-4.0,-30.0,,-21.5,,,,,-28.0,-10.3,28.3,False,,False,False,,,,,,,,False,,False,True,,,False,,True,False,,True,,,,,False,True,False
29087,9,24.0,2.9,,10.0,5.0,,,,,,,,7.0,,24.2,21.8,,10.4,12.6,,37.0,7.0,,8.2,,,,,27.0,84.0,98.4,15.0,-6.1,,1.0,-4.0,,,,,,,,-2.0,,15.2,12.8,,1.4,3.6,,28.0,-2.0,,-0.8,,,,,18.0,75.0,89.4,True,,True,True,,,,,,,,True,,False,True,,True,True,,False,True,,True,,,,,False,False,False
29089,51,75.0,69.2,,50.0,97.0,,,,,,,,46.0,,36.9,53.2,,19.2,55.8,11.4,104.0,28.0,,54.7,,,,,39.0,82.8,382.9,24.0,18.2,,-1.0,46.0,,,,,,,,-5.0,,-14.1,2.2,,-31.8,4.8,-39.6,53.0,-23.0,,3.7,,,,,-12.0,31.8,331.9,True,,True,False,,,,,,,,True,,True,True,,False,True,False,False,True,,True,,,,,True,False,False
29091,289,246.0,240.6,,181.0,652.0,,,,,,,,143.0,,76.9,180.0,,181.5,156.9,140.4,434.0,5.0,,61.8,248.6,,,,300.0,273.9,85.7,-43.0,-48.4,,-108.0,363.0,,,,,,,,-146.0,,-212.1,-109.0,,-107.5,-132.1,-148.6,145.0,-284.0,,-227.2,-40.4,,,,11.0,-15.1,-203.3,False,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,,,,True,True,False
29093,25,0.0,0.0,,3.0,31.0,,,,,,,,16.0,,3.3,12.3,,4.5,9.1,,16.0,0.0,,1.6,,,,,0.0,14.7,76.3,-25.0,-25.0,,-22.0,6.0,,,,,,,,-9.0,,-21.7,-12.7,,-20.5,-15.9,,-9.0,-25.0,,-23.4,,,,,-25.0,-10.3,51.3,False,,True,True,,,,,,,,True,,True,True,,True,True,,True,False,,True,,,,,False,True,False
29095,1528,1668.0,1625.3,2778.1,1597.0,2405.0,,,,,,,,2177.0,,942.7,2717.0,,1483.5,1556.2,923.1,2187.0,1076.0,,224.5,1674.1,1468.0,,,1837.0,2154.2,7028.8,140.0,97.3,1250.1,69.0,877.0,,,,,,,,649.0,,-585.3,1189.0,,-44.5,28.2,-604.9,659.0,-452.0,,-1303.5,146.1,-60.0,,,309.0,626.2,5500.8,True,False,True,False,,,,,,,,False,,False,False,,True,True,False,False,False,,False,False,True,,,False,False,False
29097,1143,1092.0,1185.9,,791.0,2225.0,,,,,,,,688.0,,1247.2,335.7,,784.4,807.1,449.5,1815.0,359.0,,523.4,685.3,,,,987.0,1306.4,1592.5,-51.0,42.9,,-352.0,1082.0,,,,,,,,-455.0,,104.2,-807.3,,-358.6,-335.9,-693.5,672.0,-784.0,,-619.6,-457.7,,,,-156.0,163.4,449.5,True,,False,False,,,,,,,,False,,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
29099,1189,1254.0,1257.6,,1217.0,1324.0,,,,,,,,805.0,,1124.9,1383.5,,1290.8,1069.4,1208.9,1286.0,86.0,,1180.6,1137.4,1730.0,,,1105.0,1642.1,1598.0,65.0,68.6,,28.0,135.0,,,,,,,,-384.0,,-64.1,194.5,,101.8,-119.6,19.9,97.0,-1103.0,,-8.4,-51.6,541.0,,,-84.0,453.1,409.0,False,,True,False,,,,,,,,False,,True,False,,False,False,True,False,False,,True,True,False,,,False,False,False
29101,458,168.0,165.1,,239.0,315.0,,,,,,,,362.0,,247.6,150.0,,435.5,302.5,108.4,342.0,324.0,,493.7,104.9,,,,174.0,263.3,805.5,-290.0,-292.9,,-219.0,-143.0,,,,,,,,-96.0,,-210.4,-308.0,,-22.5,-155.5,-349.6,-116.0,-134.0,,35.7,-353.1,,,,-284.0,-194.7,347.5,False,,True,True,,,,,,,,True,,True,False,,True,True,False,True,True,,True,False,,,,True,True,False
29103,8,12.0,9.6,,6.0,0.0,,,,,,,,22.0,,11.6,7.2,,,1.7,,,6.0,,2.2,,,,,27.0,15.8,33.3,4.0,1.6,,-2.0,-8.0,,,,,,,,14.0,,3.6,-0.8,,,-6.3,,,-2.0,,-5.8,,,,,19.0,7.8,25.3,True,,True,False,,,,,,,,False,,True,True,,,False,,,True,,False,,,,,False,False,False
29105,305,108.0,115.6,,108.0,151.0,,,,,,,,146.0,,206.6,139.8,,64.8,98.2,110.5,109.0,60.0,,100.9,72.0,,,,128.0,141.1,154.9,-197.0,-189.4,,-197.0,-154.0,,,,,,,,-159.0,,-98.4,-165.2,,-240.2,-206.8,-194.5,-196.0,-245.0,,-204.1,-233.0,,,,-177.0,-163.9,-150.1,True,,False,True,,,,,,,,True,,True,True,,False,False,True,True,False,,False,False,,,,True,True,True
29107,243,99.0,104.0,,103.0,148.0,,,,,,,,108.0,,63.4,84.5,,41.1,93.6,89.2,190.0,86.0,,138.0,104.4,,,,136.0,108.1,614.2,-144.0,-139.0,,-140.0,-95.0,,,,,,,,-135.0,,-179.6,-158.5,,-201.9,-149.4,-153.8,-53.0,-157.0,,-105.0,-138.6,,,,-107.0,-134.9,371.2,True,,True,True,,,,,,,,True,,False,False,,False,False,False,True,False,,True,True,,,,True,True,False
