,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18073,197,152.0,,,,,150.0,202.2,145.4,,304.0,-45.0,,,,,-47.0,5.2,-51.6,,107.0,,,,,False,True,False,,False
18075,105,48.0,,,,,89.0,,26.9,,239.0,-57.0,,,,,-16.0,,-78.1,,134.0,,,,,True,,False,,False
18077,101,48.0,,,,,246.0,109.5,28.0,,13.0,-53.0,,,,,145.0,8.5,-73.0,,-88.0,,,,,False,True,False,,False
18079,108,128.0,,,,,218.0,37.6,48.4,,287.0,20.0,,,,,110.0,-70.4,-59.6,,179.0,,,,,False,False,False,,False
18081,702,816.0,252.7,,,,1235.0,473.5,674.7,,515.0,114.0,-449.3,,,,533.0,-228.5,-27.3,,-187.0,False,,,,False,False,True,,False
18083,391,200.0,,,,,249.0,194.7,197.1,,322.0,-191.0,,,,,-142.0,-196.3,-193.9,,-69.0,,,,,True,False,False,,True
18085,404,480.0,566.1,,,,486.0,280.6,247.6,,219.0,76.0,162.1,,,,82.0,-123.4,-156.4,,-185.0,False,,,,False,False,False,,False
18087,99,136.0,,,,,343.0,41.5,28.1,,239.0,37.0,,,,,244.0,-57.5,-70.9,,140.0,,,,,False,False,False,,False
18089,3572,3232.0,3973.1,,,,3075.0,1867.5,1943.4,,1429.0,-340.0,401.1,,,,-497.0,-1704.5,-1628.6,,-2143.0,False,,,,False,False,False,,False
18091,626,584.0,430.8,,,,712.0,390.6,443.1,,555.0,-42.0,-195.2,,,,86.0,-235.4,-182.9,,-71.0,False,,,,False,False,False,,False
18093,188,256.0,,,,,334.0,151.6,356.8,,298.0,68.0,,,,,146.0,-36.4,168.8,,110.0,,,,,False,True,False,,False
18095,837,640.0,24.0,,,,1050.0,130.4,1011.8,,973.0,-197.0,-813.0,,,,213.0,-706.6,174.8,,136.0,False,,,,False,False,True,,True
18097,6744,8232.0,1500.6,,,,9811.0,350.0,26723.4,,5669.0,1488.0,-5243.4,,,,3067.0,-6394.0,19979.4,,-1075.0,False,,,,False,False,False,,True
18099,269,312.0,,,,,293.0,211.9,319.0,,114.0,43.0,,,,,24.0,-57.1,50.0,,-155.0,,,,,True,False,False,,False
18101,130,24.0,,,,,33.0,,44.0,,6.0,-106.0,,,,,-97.0,,-86.0,,-124.0,,,,,True,,True,,False
18103,180,192.0,,,,,281.0,117.4,155.9,,92.0,12.0,,,,,101.0,-62.6,-24.1,,-88.0,,,,,False,False,False,,False
18105,1924,792.0,906.0,,,,976.0,720.4,2382.9,,366.0,-1132.0,-1018.0,,,,-948.0,-1203.6,458.9,,-1558.0,True,,,,True,False,True,,False
18107,176,168.0,,,,,208.0,26.2,79.7,,561.0,-8.0,,,,,32.0,-149.8,-96.3,,385.0,,,,,False,False,False,,False
18109,317,216.0,85.2,,,,514.0,169.3,465.0,,178.0,-101.0,-231.8,,,,197.0,-147.7,148.0,,-139.0,False,,,,False,False,False,,False
18111,64,40.0,,,,,56.0,16.4,22.6,,40.0,-24.0,,,,,-8.0,-47.6,-41.4,,-24.0,,,,,True,False,False,,False
18113,293,240.0,,,,,318.0,117.3,111.4,,80.0,-53.0,,,,,25.0,-175.7,-181.6,,-213.0,,,,,True,False,False,,False
18115,36,72.0,,,,,8.0,,92.2,,45.0,36.0,,,,,-28.0,,56.2,,9.0,,,,,True,,False,,True
18117,127,32.0,,,,,116.0,33.1,33.6,,37.0,-95.0,,,,,-11.0,-93.9,-93.4,,-90.0,,,,,True,True,True,,True
18119,91,64.0,,,,,108.0,,25.3,,21.0,-27.0,,,,,17.0,,-65.7,,-70.0,,,,,True,,False,,False
18121,60,64.0,,,,,80.0,,99.7,,130.0,4.0,,,,,20.0,,39.7,,70.0,,,,,False,,False,,False
18123,56,56.0,,,,,75.0,55.4,41.6,,93.0,0.0,,,,,19.0,-0.6,-14.4,,37.0,,,,,False,False,False,,False
18125,111,144.0,,,,,39.0,,,,293.0,33.0,,,,,-72.0,,,,182.0,,,,,False,,,,False
18127,1010,1056.0,783.9,,,,932.0,757.0,618.2,,953.0,46.0,-226.1,,,,-78.0,-253.0,-391.8,,-57.0,False,,,,False,False,False,,False
18129,181,168.0,,,,,88.0,295.3,4701.7,,28.0,-13.0,,,,,-93.0,114.3,4520.7,,-153.0,,,,,False,False,False,,False
18131,50,16.0,,,,,80.0,,7.4,,8.0,-34.0,,,,,30.0,,-42.6,,-42.0,,,,,True,,False,,False
18133,363,96.0,,,,,206.0,74.7,56.6,,63.0,-267.0,,,,,-157.0,-288.3,-306.4,,-300.0,,,,,True,False,False,,False
18135,116,88.0,,,,,115.0,92.7,33.9,,42.0,-28.0,,,,,-1.0,-23.3,-82.1,,-74.0,,,,,True,True,False,,False
18137,114,80.0,,,,,199.0,158.0,17.4,,34.0,-34.0,,,,,85.0,44.0,-96.6,,-80.0,,,,,False,False,False,,False
18139,87,32.0,,,,,55.0,,19.2,,10.0,-55.0,,,,,-32.0,,-67.8,,-77.0,,,,,True,,False,,False
18141,3417,2624.0,3138.1,,,,2051.0,898.6,3075.9,,1469.0,-793.0,-278.9,,,,-1366.0,-2518.4,-341.1,,-1948.0,True,,,,False,False,True,,False
18143,133,208.0,,,,,136.0,47.2,164.8,,91.0,75.0,,,,,3.0,-85.8,31.8,,-42.0,,,,,True,False,True,,True
18145,166,152.0,,,,,348.0,92.5,171.5,,348.0,-14.0,,,,,182.0,-73.5,5.5,,182.0,,,,,False,False,True,,False
18147,144,72.0,,,,,56.0,150.9,109.9,,16.0,-72.0,,,,,-88.0,6.9,-34.1,,-128.0,,,,,False,True,True,,False
18149,109,112.0,,,,,184.0,192.3,124.4,,132.0,3.0,,,,,75.0,83.3,15.4,,23.0,,,,,False,False,False,,False
18151,191,104.0,,,,,217.0,170.2,59.4,,49.0,-87.0,,,,,26.0,-20.8,-131.6,,-142.0,,,,,True,True,False,,False
18153,263,64.0,,,,,102.0,,24.5,,291.0,-199.0,,,,,-161.0,,-238.5,,28.0,,,,,True,,False,,True
18155,27,48.0,,,,,24.0,,17.6,,126.0,21.0,,,,,-3.0,,-9.4,,99.0,,,,,True,,True,,False
18157,1398,1000.0,1065.5,,,,1181.0,797.6,836.3,,1083.0,-398.0,-332.5,,,,-217.0,-600.4,-561.7,,-315.0,True,,,,True,False,False,,True
18159,125,280.0,,,,,77.0,154.0,97.7,,124.0,155.0,,,,,-48.0,29.0,-27.3,,-1.0,,,,,True,True,True,,True
18161,51,48.0,,,,,8.0,,64.7,,25.0,-3.0,,,,,-43.0,,13.7,,-26.0,,,,,False,,False,,False
18163,1973,2280.0,2391.5,,,,1636.0,1144.7,2372.7,,1164.0,307.0,418.5,,,,-337.0,-828.3,399.7,,-809.0,False,,,,False,False,False,,False
18165,98,96.0,,,,,72.0,,78.3,,437.0,-2.0,,,,,-26.0,,-19.7,,339.0,,,,,False,,False,,False
18167,1381,760.0,231.3,,,,920.0,562.3,1065.0,,1158.0,-621.0,-1149.7,,,,-461.0,-818.7,-316.0,,-223.0,False,,,,True,False,True,,True
18169,115,120.0,,,,,167.0,168.8,106.1,,134.0,5.0,,,,,52.0,53.8,-8.9,,19.0,,,,,False,False,False,,False
18171,22,0.0,,,,,30.0,,1.7,,0.0,-22.0,,,,,8.0,,-20.3,,-22.0,,,,,True,,True,,False
18173,842,568.0,451.7,,,,366.0,351.1,459.8,,274.0,-274.0,-390.3,,,,-476.0,-490.9,-382.2,,-568.0,False,,,,False,False,False,,False
18175,160,184.0,,,,,139.0,98.7,85.2,,388.0,24.0,,,,,-21.0,-61.3,-74.8,,228.0,,,,,True,False,False,,False
18177,448,480.0,446.0,,,,527.0,375.9,625.4,,329.0,32.0,-2.0,,,,79.0,-72.1,177.4,,-119.0,True,,,,False,False,False,,False
18179,134,152.0,,,,,137.0,179.5,108.6,,74.0,18.0,,,,,3.0,45.5,-25.4,,-60.0,,,,,True,False,False,,False
18181,143,192.0,,,,,149.0,81.9,162.9,,140.0,49.0,,,,,6.0,-61.1,19.9,,-3.0,,,,,True,False,True,,True
18183,137,88.0,,,,,166.0,77.9,45.3,,50.0,-49.0,,,,,29.0,-59.1,-91.7,,-87.0,,,,,True,False,False,,False
19001,56,0.0,,,,,37.0,,10.4,,0.0,-56.0,,,,,-19.0,,-45.6,,-56.0,,,,,True,,True,,False
19003,17,32.0,,,,,16.0,,,,38.0,15.0,,,,,-1.0,,,,21.0,,,,,True,,,,False
19005,115,40.0,,,,,52.0,18.5,56.5,,27.0,-75.0,,,,,-63.0,-96.5,-58.5,,-88.0,,,,,True,False,True,,False
19007,97,32.0,,,,,66.0,,25.6,,16.0,-65.0,,,,,-31.0,,-71.4,,-81.0,,,,,True,,False,,False
19009,58,16.0,,,,,34.0,,10.9,,36.0,-42.0,,,,,-24.0,,-47.1,,-22.0,,,,,True,,False,,True
19011,171,232.0,,,,,135.0,362.6,616.6,,423.0,61.0,,,,,-36.0,191.6,445.6,,252.0,,,,,True,False,False,,False
19013,1505,1168.0,864.5,,,,1413.0,500.0,1091.5,,616.0,-337.0,-640.5,,,,-92.0,-1005.0,-413.5,,-889.0,False,,,,True,False,False,,False
19015,279,128.0,,,,,218.0,162.7,184.1,,120.0,-151.0,,,,,-61.0,-116.3,-94.9,,-159.0,,,,,True,True,True,,False
19017,306,184.0,,,,,144.0,273.6,1209.5,,201.0,-122.0,,,,,-162.0,-32.4,903.5,,-105.0,,,,,False,True,False,,True
19019,174,160.0,,,,,101.0,190.7,80.7,,254.0,-14.0,,,,,-73.0,16.7,-93.3,,80.0,,,,,False,False,False,,False
19021,208,72.0,,,,,288.0,9.7,38.0,,0.0,-136.0,,,,,80.0,-198.3,-170.0,,-208.0,,,,,True,False,False,,False
19023,160,144.0,,,,,75.0,142.2,162.0,,156.0,-16.0,,,,,-85.0,-17.8,2.0,,-4.0,,,,,False,False,True,,True
19025,132,72.0,,,,,79.0,,99.8,,40.0,-60.0,,,,,-53.0,,-32.2,,-92.0,,,,,True,,True,,False
19027,486,120.0,,,,,145.0,243.8,115.0,,84.0,-366.0,,,,,-341.0,-242.2,-371.0,,-402.0,,,,,True,True,False,,False
19029,147,56.0,,,,,90.0,,53.8,,219.0,-91.0,,,,,-57.0,,-93.2,,72.0,,,,,True,,False,,True
19031,127,80.0,,,,,64.0,122.2,54.4,,101.0,-47.0,,,,,-63.0,-4.8,-72.6,,-26.0,,,,,False,True,False,,True
19033,506,440.0,,,,,560.0,335.3,438.6,,171.0,-66.0,,,,,54.0,-170.7,-67.4,,-335.0,,,,,True,False,False,,False
19035,180,24.0,,,,,123.0,,62.0,,12.0,-156.0,,,,,-57.0,,-118.0,,-168.0,,,,,True,,True,,False
19037,201,40.0,,,,,47.0,,63.5,,41.0,-161.0,,,,,-154.0,,-137.5,,-160.0,,,,,True,,True,,True
19039,90,136.0,,,,,65.0,47.8,125.2,,149.0,46.0,,,,,-25.0,-42.2,35.2,,59.0,,,,,True,True,True,,False
19041,158,40.0,,,,,169.0,64.3,83.0,,15.0,-118.0,,,,,11.0,-93.7,-75.0,,-143.0,,,,,True,True,True,,False
19043,158,136.0,,,,,64.0,,111.6,,257.0,-22.0,,,,,-94.0,,-46.4,,99.0,,,,,False,,False,,False
19045,817,664.0,,,,,197.0,389.4,890.9,,1004.0,-153.0,,,,,-620.0,-427.6,73.9,,187.0,,,,,False,False,True,,False
19047,379,136.0,,,,,165.0,5.5,87.0,,84.0,-243.0,,,,,-214.0,-373.5,-292.0,,-295.0,,,,,True,False,False,,False
19049,1018,936.0,1266.9,,,,662.0,667.4,734.7,,461.0,-82.0,248.9,,,,-356.0,-350.6,-283.3,,-557.0,False,,,,False,False,False,,False
19051,88,8.0,,,,,32.0,,20.9,,6.0,-80.0,,,,,-56.0,,-67.1,,-82.0,,,,,True,,True,,False
19053,46,32.0,,,,,38.0,,40.0,,86.0,-14.0,,,,,-8.0,,-6.0,,40.0,,,,,True,,True,,False
19055,315,96.0,,,,,69.0,,115.1,,148.0,-219.0,,,,,-246.0,,-199.9,,-167.0,,,,,False,,True,,True
19057,647,88.0,,,,,650.0,324.8,106.8,,63.0,-559.0,,,,,3.0,-322.2,-540.2,,-584.0,,,,,True,True,True,,False
19059,226,152.0,,,,,198.0,111.5,257.9,,44.0,-74.0,,,,,-28.0,-114.5,31.9,,-182.0,,,,,True,False,True,,False
19061,1754,1304.0,2330.0,,,,616.0,614.2,1101.8,,494.0,-450.0,576.0,,,,-1138.0,-1139.8,-652.2,,-1260.0,False,,,,False,False,False,,False
19063,88,312.0,,,,,104.0,87.8,237.1,,170.0,224.0,,,,,16.0,-0.2,149.1,,82.0,,,,,True,True,True,,True
19065,146,40.0,,,,,106.0,,8.7,,40.0,-106.0,,,,,-40.0,,-137.3,,-106.0,,,,,True,,False,,False
19067,247,168.0,,,,,106.0,94.7,147.1,,230.0,-79.0,,,,,-141.0,-152.3,-99.9,,-17.0,,,,,False,False,False,,True
19069,142,360.0,,,,,75.0,102.5,285.2,,153.0,218.0,,,,,-67.0,-39.5,143.2,,11.0,,,,,True,True,True,,True
19071,88,96.0,,,,,34.0,,,,188.0,8.0,,,,,-54.0,,,,100.0,,,,,False,,,,False
19073,67,8.0,,,,,53.0,,37.9,,1.0,-59.0,,,,,-14.0,,-29.1,,-66.0,,,,,True,,True,,False
19075,148,56.0,,,,,64.0,,23.3,,47.0,-92.0,,,,,-84.0,,-124.7,,-101.0,,,,,True,,False,,False
19077,120,56.0,,,,,80.0,136.5,263.0,,24.0,-64.0,,,,,-40.0,16.5,143.0,,-96.0,,,,,True,True,False,,False
19079,110,168.0,,,,,136.0,60.5,137.4,,189.0,58.0,,,,,26.0,-49.5,27.4,,79.0,,,,,True,True,True,,False
19081,103,96.0,,,,,71.0,120.7,60.3,,68.0,-7.0,,,,,-32.0,17.7,-42.7,,-35.0,,,,,False,False,False,,False
19083,140,264.0,,,,,133.0,145.4,134.0,,320.0,124.0,,,,,-7.0,5.4,-6.0,,180.0,,,,,True,True,True,,False
19085,128,104.0,,,,,114.0,,109.1,,205.0,-24.0,,,,,-14.0,,-18.9,,77.0,,,,,True,,True,,False
19087,632,56.0,,,,,99.0,39.9,52.0,,75.0,-576.0,,,,,-533.0,-592.1,-580.0,,-557.0,,,,,True,False,False,,True
19089,140,32.0,,,,,22.0,,43.1,,11.0,-108.0,,,,,-118.0,,-96.9,,-129.0,,,,,False,,True,,False
19091,142,136.0,,,,,85.0,,115.1,,150.0,-6.0,,,,,-57.0,,-26.9,,8.0,,,,,False,,False,,False
19093,95,8.0,,,,,94.0,,11.4,,10.0,-87.0,,,,,-1.0,,-83.6,,-85.0,,,,,True,,True,,True
19095,124,136.0,,,,,72.0,,70.1,,396.0,12.0,,,,,-52.0,,-53.9,,272.0,,,,,False,,False,,False
19097,215,112.0,,,,,59.0,170.4,403.4,,64.0,-103.0,,,,,-156.0,-44.6,188.4,,-151.0,,,,,False,True,False,,False
19099,385,208.0,,,,,272.0,97.9,116.6,,91.0,-177.0,,,,,-113.0,-287.1,-268.4,,-294.0,,,,,True,False,False,,False
19101,64,40.0,,,,,75.0,,32.7,,108.0,-24.0,,,,,11.0,,-31.3,,44.0,,,,,True,,False,,False
19103,3225,1328.0,1582.1,,,,867.0,670.1,1015.7,,817.0,-1897.0,-1642.9,,,,-2358.0,-2554.9,-2209.3,,-2408.0,True,,,,False,False,False,,False
19105,153,128.0,,,,,87.0,136.6,379.7,,63.0,-25.0,,,,,-66.0,-16.4,226.7,,-90.0,,,,,False,True,False,,False
19107,82,24.0,,,,,41.0,,26.3,,68.0,-58.0,,,,,-41.0,,-55.7,,-14.0,,,,,True,,True,,True
19109,195,40.0,,,,,111.0,,147.6,,6.0,-155.0,,,,,-84.0,,-47.4,,-189.0,,,,,True,,True,,False
19111,549,128.0,,,,,178.0,,74.5,,376.0,-421.0,,,,,-371.0,,-474.5,,-173.0,,,,,True,,False,,True
19113,1946,2112.0,592.3,,,,1508.0,1637.5,1304.9,,2681.0,166.0,-1353.7,,,,-438.0,-308.5,-641.1,,735.0,False,,,,False,False,False,,False
19115,59,24.0,,,,,54.0,2.2,14.9,,9.0,-35.0,,,,,-5.0,-56.8,-44.1,,-50.0,,,,,True,False,False,,False
19117,115,16.0,,,,,61.0,,34.3,,12.0,-99.0,,,,,-54.0,,-80.7,,-103.0,,,,,True,,True,,False
19119,227,80.0,,,,,74.0,114.3,308.4,,47.0,-147.0,,,,,-153.0,-112.7,81.4,,-180.0,,,,,False,True,True,,False
19121,125,88.0,,,,,89.0,187.0,47.6,,64.0,-37.0,,,,,-36.0,62.0,-77.4,,-61.0,,,,,True,False,False,,False
19123,278,24.0,,,,,117.0,21.6,5.8,,11.0,-254.0,,,,,-161.0,-256.4,-272.2,,-267.0,,,,,True,False,False,,False
19125,615,152.0,,,,,191.0,326.3,258.7,,174.0,-463.0,,,,,-424.0,-288.7,-356.3,,-441.0,,,,,True,True,True,,True
19127,403,768.0,,,,,454.0,27.7,973.5,,274.0,365.0,,,,,51.0,-375.3,570.5,,-129.0,,,,,True,False,False,,True
19129,103,104.0,,,,,130.0,,129.6,,110.0,1.0,,,,,27.0,,26.6,,7.0,,,,,False,,False,,False
19131,118,0.0,,,,,34.0,,199.1,,7.0,-118.0,,,,,-84.0,,81.1,,-111.0,,,,,True,,True,,True
19133,64,32.0,,,,,80.0,,53.4,,48.0,-32.0,,,,,16.0,,-10.6,,-16.0,,,,,True,,True,,True
19135,94,8.0,,,,,32.0,,22.5,,6.0,-86.0,,,,,-62.0,,-71.5,,-88.0,,,,,True,,True,,False
19137,57,96.0,,,,,64.0,,,,98.0,39.0,,,,,7.0,,,,41.0,,,,,True,,,,False
19139,293,408.0,,,,,257.0,102.1,333.9,,362.0,115.0,,,,,-36.0,-190.9,40.9,,69.0,,,,,True,False,True,,True
19141,259,48.0,,,,,126.0,91.3,49.3,,15.0,-211.0,,,,,-133.0,-167.7,-209.7,,-244.0,,,,,True,True,True,,False
19143,85,24.0,,,,,40.0,,12.4,,11.0,-61.0,,,,,-45.0,,-72.6,,-74.0,,,,,True,,False,,False
19145,103,240.0,,,,,99.0,,157.6,,337.0,137.0,,,,,-4.0,,54.6,,234.0,,,,,True,,True,,False
19147,131,96.0,,,,,82.0,,74.6,,58.0,-35.0,,,,,-49.0,,-56.4,,-73.0,,,,,False,,False,,False
19149,702,256.0,,,,,227.0,103.9,101.1,,179.0,-446.0,,,,,-475.0,-598.1,-600.9,,-523.0,,,,,False,False,False,,False
19151,75,16.0,,,,,44.0,13.2,69.3,,2.0,-59.0,,,,,-31.0,-61.8,-5.7,,-73.0,,,,,True,False,True,,False
19153,6263,4992.0,3594.9,,,,4662.0,1437.7,4058.7,,2192.0,-1271.0,-2668.1,,,,-1601.0,-4825.3,-2204.3,,-4071.0,False,,,,False,False,False,,False
19155,909,1416.0,2099.3,,,,906.0,436.5,904.5,,1529.0,507.0,1190.3,,,,-3.0,-472.5,-4.5,,620.0,False,,,,True,True,True,,False
19157,153,176.0,,,,,91.0,69.3,75.8,,579.0,23.0,,,,,-62.0,-83.7,-77.2,,426.0,,,,,False,False,False,,False
19159,31,0.0,,,,,16.0,,13.2,,2.0,-31.0,,,,,-15.0,,-17.8,,-29.0,,,,,True,,True,,True
19161,169,48.0,,,,,96.0,,56.2,,23.0,-121.0,,,,,-73.0,,-112.8,,-146.0,,,,,True,,True,,False
19163,1435,944.0,2004.8,,,,1088.0,811.1,477.5,,420.0,-491.0,569.8,,,,-347.0,-623.9,-957.5,,-1015.0,False,,,,True,False,False,,False
19165,113,184.0,,,,,96.0,49.9,105.2,,306.0,71.0,,,,,-17.0,-63.1,-7.8,,193.0,,,,,True,True,True,,False
19167,1030,248.0,,,,,269.0,111.5,116.8,,175.0,-782.0,,,,,-761.0,-918.5,-913.2,,-855.0,,,,,True,False,False,,False
19169,2344,528.0,2676.8,,,,683.0,499.7,366.2,,376.0,-1816.0,332.8,,,,-1661.0,-1844.3,-1977.8,,-1968.0,True,,,,True,False,False,,False
19171,178,128.0,,,,,105.0,33.0,150.6,,51.0,-50.0,,,,,-73.0,-145.0,-27.4,,-127.0,,,,,False,False,True,,False
19173,37,40.0,,,,,40.0,,35.7,,66.0,3.0,,,,,3.0,,-1.3,,29.0,,,,,False,,True,,False
19175,67,48.0,,,,,97.0,,37.1,,28.0,-19.0,,,,,30.0,,-29.9,,-39.0,,,,,False,,False,,False
19177,86,56.0,,,,,22.0,,75.0,,274.0,-30.0,,,,,-64.0,,-11.0,,188.0,,,,,False,,True,,False
19179,504,384.0,,,,,437.0,11.9,119.0,,326.0,-120.0,,,,,-67.0,-492.1,-385.0,,-178.0,,,,,True,False,False,,False
19181,439,480.0,961.8,,,,304.0,542.7,299.6,,349.0,41.0,522.8,,,,-135.0,103.7,-139.4,,-90.0,False,,,,False,False,False,,False
19183,175,64.0,,,,,95.0,79.0,48.5,,33.0,-111.0,,,,,-80.0,-96.0,-126.5,,-142.0,,,,,True,True,False,,False
19185,82,16.0,,,,,30.0,,,,62.0,-66.0,,,,,-52.0,,,,-20.0,,,,,True,,,,True
19187,763,1024.0,,,,,492.0,304.5,1689.7,,255.0,261.0,,,,,-271.0,-458.5,926.7,,-508.0,,,,,False,False,False,,False
19189,236,40.0,,,,,56.0,,75.7,,18.0,-196.0,,,,,-180.0,,-160.3,,-218.0,,,,,True,,True,,False
19191,257,72.0,,,,,62.0,,19.0,,65.0,-185.0,,,,,-195.0,,-238.0,,-192.0,,,,,False,,False,,False
19193,1817,728.0,58.0,,,,1198.0,78.6,763.6,,309.0,-1089.0,-1759.0,,,,-619.0,-1738.4,-1053.4,,-1508.0,False,,,,True,False,True,,False
19195,50,96.0,,,,,24.0,,208.2,,45.0,46.0,,,,,-26.0,,158.2,,-5.0,,,,,True,,False,,True
19197,151,104.0,,,,,133.0,7.6,345.8,,34.0,-47.0,,,,,-18.0,-143.4,194.8,,-117.0,,,,,True,False,False,,False
20001,36,24.0,,,,,46.0,,,,50.0,-12.0,,,,,10.0,,,,14.0,,,,,True,,,,False
20003,48,16.0,,,,,40.0,,,,3.0,-32.0,,,,,-8.0,,,,-45.0,,,,,True,,,,False
20005,286,40.0,,,,,108.0,,13.7,,16.0,-246.0,,,,,-178.0,,-272.3,,-270.0,,,,,True,,False,,False
20007,5,0.0,,,,,8.0,,,,0.0,-5.0,,,,,3.0,,,,-5.0,,,,,True,,,,False
20009,400,176.0,,,,,187.0,115.1,82.6,,217.0,-224.0,,,,,-213.0,-284.9,-317.4,,-183.0,,,,,True,False,False,,True
20011,105,24.0,,,,,104.0,,61.4,,4.0,-81.0,,,,,-1.0,,-43.6,,-101.0,,,,,True,,True,,False
20013,94,40.0,,,,,63.0,,26.2,,23.0,-54.0,,,,,-31.0,,-67.8,,-71.0,,,,,True,,False,,False
20015,728,360.0,254.2,,,,549.0,575.4,427.5,,229.0,-368.0,-473.8,,,,-179.0,-152.6,-300.5,,-499.0,False,,,,True,True,True,,False
20017,77,0.0,,,,,0.0,,,,0.0,-77.0,,,,,-77.0,,,,-77.0,,,,,False,,,,False
20019,11,0.0,,,,,8.0,,,,0.0,-11.0,,,,,-3.0,,,,-11.0,,,,,True,,,,False
20021,421,72.0,,,,,225.0,,119.6,,136.0,-349.0,,,,,-196.0,,-301.4,,-285.0,,,,,True,,True,,True
20023,56,0.0,,,,,0.0,,,,0.0,-56.0,,,,,-56.0,,,,-56.0,,,,,False,,,,False
20025,8,24.0,,,,,8.0,,11.2,,7.0,16.0,,,,,0.0,,3.2,,-1.0,,,,,True,,True,,True
20027,34,16.0,,,,,17.0,,,,7.0,-18.0,,,,,-17.0,,,,-27.0,,,,,True,,,,False
20029,39,24.0,,,,,26.0,,7.0,,188.0,-15.0,,,,,-13.0,,-32.0,,149.0,,,,,True,,False,,False
20031,53,16.0,,,,,39.0,,5.4,,5.0,-37.0,,,,,-14.0,,-47.6,,-48.0,,,,,True,,False,,False
20033,8,0.0,,,,,0.0,,,,0.0,-8.0,,,,,-8.0,,,,-8.0,,,,,False,,,,False
20035,222,184.0,,,,,350.0,221.1,253.8,,70.0,-38.0,,,,,128.0,-0.9,31.8,,-152.0,,,,,False,True,True,,False
20037,688,80.0,,,,,448.0,111.1,58.5,,11.0,-608.0,,,,,-240.0,-576.9,-629.5,,-677.0,,,,,True,True,False,,False
20039,17,0.0,,,,,0.0,,,,0.0,-17.0,,,,,-17.0,,,,-17.0,,,,,False,,,,False
20041,151,40.0,,,,,80.0,,,,17.0,-111.0,,,,,-71.0,,,,-134.0,,,,,True,,,,False
20043,68,8.0,,,,,42.0,,34.6,,1.0,-60.0,,,,,-26.0,,-33.4,,-67.0,,,,,True,,True,,False
20045,1534,496.0,1369.8,,,,1085.0,700.6,205.3,,138.0,-1038.0,-164.2,,,,-449.0,-833.4,-1328.7,,-1396.0,True,,,,True,True,False,,False
20047,41,8.0,,,,,5.0,,,,5.0,-33.0,,,,,-36.0,,,,-36.0,,,,,False,,,,False
20049,3,0.0,,,,,0.0,,,,0.0,-3.0,,,,,-3.0,,,,-3.0,,,,,False,,,,False
20051,846,184.0,,,,,93.0,123.0,328.3,,61.0,-662.0,,,,,-753.0,-723.0,-517.7,,-785.0,,,,,False,False,True,,False
20053,15,24.0,,,,,13.0,,,,52.0,9.0,,,,,-2.0,,,,37.0,,,,,True,,,,False
20055,468,520.0,,,,,313.0,9.6,264.1,,15.0,52.0,,,,,-155.0,-458.4,-203.9,,-453.0,,,,,False,False,False,,False
20057,800,224.0,,,,,405.0,8.8,222.0,,0.0,-576.0,,,,,-395.0,-791.2,-578.0,,-800.0,,,,,True,False,False,,False
20059,207,168.0,,,,,210.0,184.0,249.4,,106.0,-39.0,,,,,3.0,-23.0,42.4,,-101.0,,,,,True,True,False,,False
20061,338,120.0,,,,,381.0,129.2,135.2,,21.0,-218.0,,,,,43.0,-208.8,-202.8,,-317.0,,,,,True,True,True,,False
20063,31,0.0,,,,,0.0,,,,0.0,-31.0,,,,,-31.0,,,,-31.0,,,,,False,,,,False
20065,21,56.0,,,,,0.0,,,,54.0,35.0,,,,,-21.0,,,,33.0,,,,,True,,,,True
20067,196,48.0,,,,,37.0,,43.7,,15.0,-148.0,,,,,-159.0,,-152.3,,-181.0,,,,,False,,False,,False
20069,75,160.0,,,,,13.0,,151.7,,94.0,85.0,,,,,-62.0,,76.7,,19.0,,,,,True,,True,,True
20071,6,0.0,,,,,0.0,,,,0.0,-6.0,,,,,-6.0,,,,-6.0,,,,,False,,,,False
20073,30,40.0,,,,,17.0,,16.1,,52.0,10.0,,,,,-13.0,,-13.9,,22.0,,,,,False,,False,,False
20075,10,16.0,,,,,8.0,,17.3,,48.0,6.0,,,,,-2.0,,7.3,,38.0,,,,,True,,False,,False
20077,113,0.0,,,,,16.0,,,,0.0,-113.0,,,,,-97.0,,,,-113.0,,,,,True,,,,False
20079,195,184.0,,,,,266.0,138.5,258.4,,110.0,-11.0,,,,,71.0,-56.5,63.4,,-85.0,,,,,False,False,False,,False
