,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05095,193,96.0,,,,,183.0,,163.8,0.0,,,25.0,-97.0,,,,,-10.0,,-29.2,-193.0,,,-168.0,,,,,True,,True,False,,,False
05097,252,24.0,,,,,174.0,,95.0,0.0,,,17.0,-228.0,,,,,-78.0,,-157.0,-252.0,,,-235.0,,,,,True,,True,False,,,False
05099,254,232.0,,,,,179.0,,301.8,0.1,,,121.0,-22.0,,,,,-75.0,,47.8,-253.9,,,-133.0,,,,,False,,False,False,,,False
05101,218,112.0,,,,,142.0,,161.3,0.0,,,20.0,-106.0,,,,,-76.0,,-56.7,-218.0,,,-198.0,,,,,True,,True,False,,,False
05103,806,328.0,,,,,424.0,,912.6,116.6,,,386.0,-478.0,,,,,-382.0,,106.6,-689.4,,,-420.0,,,,,True,,True,False,,,True
05105,222,96.0,,,,,139.0,,232.0,0.0,,,48.0,-126.0,,,,,-83.0,,10.0,-222.0,,,-174.0,,,,,True,,True,False,,,False
05107,437,360.0,,,,,514.0,,508.7,129.2,,,0.0,-77.0,,,,,77.0,,71.7,-307.8,,,-437.0,,,,,False,,True,False,,,False
05109,294,64.0,,,,,200.0,,100.8,0.0,,,36.0,-230.0,,,,,-94.0,,-193.2,-294.0,,,-258.0,,,,,True,,True,False,,,False
05111,1108,936.0,,,,,740.0,,1736.2,314.9,,,100.0,-172.0,,,,,-368.0,,628.2,-793.1,,,-1008.0,,,,,False,,False,False,,,False
05113,757,72.0,,,,,485.0,,544.9,0.1,,,60.0,-685.0,,,,,-272.0,,-212.1,-756.9,,,-697.0,,,,,True,,True,False,,,False
05115,2067,1320.0,,,,,1664.0,,1421.1,579.8,925.8,,541.0,-747.0,,,,,-403.0,,-645.9,-1487.2,-1141.2,,-1526.0,,,,,True,,True,False,False,,False
05117,245,96.0,,,,,159.0,,164.4,0.0,,,62.0,-149.0,,,,,-86.0,,-80.6,-245.0,,,-183.0,,,,,True,,True,False,,,False
05119,9765,5568.0,,,,,6236.0,,4565.4,2994.5,1710.1,,3001.0,-4197.0,,,,,-3529.0,,-5199.6,-6770.5,-8054.9,,-6764.0,,,,,True,,False,False,False,,False
05121,653,472.0,,,,,591.0,,837.9,102.9,,,64.0,-181.0,,,,,-62.0,,184.9,-550.1,,,-589.0,,,,,True,,False,False,,,False
05123,843,344.0,,,,,971.0,,223.6,1.2,219.9,,0.0,-499.0,,,,,128.0,,-619.4,-841.8,-623.1,,-843.0,,,,,True,,False,False,False,,False
05125,3915,1584.0,,,,,2145.0,,1720.9,915.6,808.4,,1908.0,-2331.0,,,,,-1770.0,,-2194.1,-2999.4,-3106.6,,-2007.0,,,,,True,,True,False,False,,True
05127,287,488.0,,,,,273.0,,533.5,69.2,,,326.0,201.0,,,,,-14.0,,246.5,-217.8,,,39.0,,,,,True,,False,False,,,True
05129,244,176.0,,,,,193.0,,148.3,0.0,,,183.0,-68.0,,,,,-51.0,,-95.7,-244.0,,,-61.0,,,,,True,,False,False,,,True
05131,3805,2064.0,,,,,3924.0,,1997.6,2.1,1132.7,,1109.0,-1741.0,,,,,119.0,,-1807.4,-3802.9,-2672.3,,-2696.0,,,,,True,,False,False,False,,False
05133,624,504.0,,,,,379.0,,486.1,4.4,197.9,,0.0,-120.0,,,,,-245.0,,-137.9,-619.6,-426.1,,-624.0,,,,,False,,False,False,False,,False
05135,631,336.0,,,,,384.0,,705.5,97.7,,,763.0,-295.0,,,,,-247.0,,74.5,-533.3,,,132.0,,,,,True,,True,False,,,True
05137,266,56.0,,,,,283.0,,70.7,0.0,,,5.0,-210.0,,,,,17.0,,-195.3,-266.0,,,-261.0,,,,,True,,True,False,,,False
05139,912,376.0,,,,,622.0,,633.6,303.6,271.3,,209.0,-536.0,,,,,-290.0,,-278.4,-608.4,-640.7,,-703.0,,,,,True,,True,False,False,,False
05141,449,48.0,,,,,414.0,,382.1,0.0,,,32.0,-401.0,,,,,-35.0,,-66.9,-449.0,,,-417.0,,,,,True,,True,False,,,False
05143,7994,3944.0,,,,,4615.0,,2873.7,156.5,3306.0,,1345.0,-4050.0,,,,,-3379.0,,-5120.3,-7837.5,-4688.0,,-6649.0,,,,,True,,False,False,False,,False
05145,2554,1376.0,,,,,2265.0,,2520.7,600.0,462.9,,708.0,-1178.0,,,,,-289.0,,-33.3,-1954.0,-2091.1,,-1846.0,,,,,True,,True,False,False,,False
05147,184,216.0,,,,,118.0,,763.2,16.8,,,148.0,32.0,,,,,-66.0,,579.2,-167.2,,,-36.0,,,,,False,,False,False,,,False
05149,797,168.0,,,,,528.0,,178.8,0.7,73.4,,0.0,-629.0,,,,,-269.0,,-618.2,-796.3,-723.6,,-797.0,,,,,True,,True,False,False,,False
06001,18981,6048.0,,,,,4575.0,,3996.8,206.8,4256.2,,9740.0,-12933.0,,,,,-14406.0,,-14984.2,-18774.2,-14724.8,,-9241.0,,,,,False,,False,False,False,,True
06003,61,0.0,,,,,0.0,,74.3,,,,0.0,-61.0,,,,,-61.0,,13.3,,,,-61.0,,,,,False,,True,,,,False
06005,1638,120.0,,,,,71.0,,366.6,111.8,,,111.0,-1518.0,,,,,-1567.0,,-1271.4,-1526.2,,,-1527.0,,,,,False,,True,False,,,False
06007,2847,440.0,,,,,725.0,,438.5,542.3,328.3,,141.0,-2407.0,,,,,-2122.0,,-2408.5,-2304.7,-2518.7,,-2706.0,,,,,True,,False,True,False,,False
06009,528,72.0,,,,,66.0,,348.6,89.8,,,309.0,-456.0,,,,,-462.0,,-179.4,-438.2,,,-219.0,,,,,False,,True,True,,,True
06011,519,40.0,,,,,88.0,,68.3,0.2,,,23.0,-479.0,,,,,-431.0,,-450.7,-518.8,,,-496.0,,,,,True,,True,False,,,False
06013,15693,4208.0,,,,,3286.0,,2947.9,134.8,2832.3,,3596.0,-11485.0,,,,,-12407.0,,-12745.1,-15558.2,-12860.7,,-12097.0,,,,,False,,False,False,False,,False
06015,465,40.0,,,,,95.0,,307.4,59.9,,,33.0,-425.0,,,,,-370.0,,-157.6,-405.1,,,-432.0,,,,,True,,True,True,,,False
06017,3179,320.0,,,,,331.0,,585.1,836.4,195.0,,235.0,-2859.0,,,,,-2848.0,,-2593.9,-2342.6,-2984.0,,-2944.0,,,,,True,,True,True,False,,False
06019,22053,6352.0,,,,,3622.0,,3770.0,22.8,3526.8,,5223.0,-15701.0,,,,,-18431.0,,-18283.0,-22030.2,-18526.2,,-16830.0,,,,,False,,False,False,False,,False
06021,617,144.0,,,,,158.0,,340.0,0.0,,,89.0,-473.0,,,,,-459.0,,-277.0,-617.0,,,-528.0,,,,,True,,True,False,,,False
06023,825,144.0,,,,,1077.0,,428.2,278.7,,,57.0,-681.0,,,,,252.0,,-396.8,-546.3,,,-768.0,,,,,True,,True,True,,,False
06025,7730,2320.0,,,,,351.0,,1418.2,0.9,1269.2,,0.0,-5410.0,,,,,-7379.0,,-6311.8,-7729.1,-6460.8,,-7730.0,,,,,False,,False,False,False,,False
06027,266,120.0,,,,,119.0,,451.9,10.7,,,181.0,-146.0,,,,,-147.0,,185.9,-255.3,,,-85.0,,,,,False,,False,False,,,True
06029,23430,3912.0,,,,,5230.0,,2684.6,25.2,2979.7,,2303.0,-19518.0,,,,,-18200.0,,-20745.4,-23404.8,-20450.3,,-21127.0,,,,,True,,False,False,False,,False
06031,6279,576.0,,,,,1548.0,,523.0,0.7,819.0,,91.0,-5703.0,,,,,-4731.0,,-5756.0,-6278.3,-5460.0,,-6188.0,,,,,True,,False,False,True,,False
06033,711,248.0,,,,,246.0,,662.6,243.6,,,154.0,-463.0,,,,,-465.0,,-48.4,-467.4,,,-557.0,,,,,False,,True,False,,,False
06035,3096,72.0,,,,,155.0,,329.3,0.0,,,443.0,-3024.0,,,,,-2941.0,,-2766.7,-3096.0,,,-2653.0,,,,,True,,True,False,,,True
06037,311970,86408.0,,,,,35769.0,,24833.2,2045.5,36574.8,,121086.0,-225562.0,,,,,-276201.0,,-287136.8,-309924.5,-275395.2,,-190884.0,,,,,False,,False,False,False,,True
06039,3628,1160.0,,,,,657.0,,972.0,1.5,764.8,,2294.0,-2468.0,,,,,-2971.0,,-2656.0,-3626.5,-2863.2,,-1334.0,,,,,False,,False,False,False,,True
06041,1845,600.0,,,,,482.0,,811.4,19.4,388.8,,406.0,-1245.0,,,,,-1363.0,,-1033.6,-1825.6,-1456.2,,-1439.0,,,,,False,,True,False,False,,False
06043,111,0.0,,,,,29.0,,93.3,,,,152.0,-111.0,,,,,-82.0,,-17.7,,,,41.0,,,,,True,,True,,,,True
06045,1133,352.0,,,,,456.0,,739.8,490.2,318.8,,418.0,-781.0,,,,,-677.0,,-393.2,-642.8,-814.2,,-715.0,,,,,True,,True,True,False,,True
06047,6561,1208.0,,,,,1463.0,,927.5,0.6,541.3,,463.0,-5353.0,,,,,-5098.0,,-5633.5,-6560.4,-6019.7,,-6098.0,,,,,True,,False,False,False,,False
06049,242,16.0,,,,,59.0,,71.7,,,,497.0,-226.0,,,,,-183.0,,-170.3,,,,255.0,,,,,True,,True,,,,False
06051,595,24.0,,,,,23.0,,380.4,0.0,,,13.0,-571.0,,,,,-572.0,,-214.6,-595.0,,,-582.0,,,,,False,,True,False,,,False
06053,11164,3024.0,,,,,2002.0,,2691.4,9.8,1680.1,,2612.0,-8140.0,,,,,-9162.0,,-8472.6,-11154.2,-9483.9,,-8552.0,,,,,False,,False,False,False,,False
06055,2746,696.0,,,,,490.0,,886.1,0.0,362.2,,772.0,-2050.0,,,,,-2256.0,,-1859.9,-2746.0,-2383.8,,-1974.0,,,,,False,,True,False,False,,True
06057,1612,216.0,,,,,173.0,,482.4,622.3,,,215.0,-1396.0,,,,,-1439.0,,-1129.6,-989.7,,,-1397.0,,,,,False,,True,True,,,False
06059,82698,13232.0,,,,,4849.0,,9995.2,407.6,7536.5,,10330.0,-69466.0,,,,,-77849.0,,-72702.8,-82290.4,-75161.5,,-72368.0,,,,,False,,False,False,False,,False
06061,6909,1664.0,,,,,911.0,,1720.1,2120.3,814.4,,2150.0,-5245.0,,,,,-5998.0,,-5188.9,-4788.7,-6094.6,,-4759.0,,,,,False,,True,True,False,,True
06063,337,112.0,,,,,27.0,,237.8,,,,385.0,-225.0,,,,,-310.0,,-99.2,,,,48.0,,,,,False,,True,,,,True
06065,76623,19784.0,,,,,11696.0,,14132.7,490.9,9010.5,,15877.0,-56839.0,,,,,-64927.0,,-62490.3,-76132.1,-67612.5,,-60746.0,,,,,False,,False,False,False,,False
06067,28739,8576.0,,,,,4363.0,,5817.6,50.1,3827.6,,10140.0,-20163.0,,,,,-24376.0,,-22921.4,-28688.9,-24911.4,,-18599.0,,,,,False,,False,False,False,,True
06069,1418,280.0,,,,,310.0,,437.9,4.6,186.7,,697.0,-1138.0,,,,,-1108.0,,-980.1,-1413.4,-1231.3,,-721.0,,,,,True,,True,False,False,,True
06071,95302,22008.0,,,,,13954.0,,13492.1,460.0,9724.4,,12909.0,-73294.0,,,,,-81348.0,,-81809.9,-94842.0,-85577.6,,-82393.0,,,,,False,,False,False,False,,False
06073,68658,18656.0,,,,,4236.0,,13522.3,983.1,9262.1,,15762.0,-50002.0,,,,,-64422.0,,-55135.7,-67674.9,-59395.9,,-52896.0,,,,,False,,False,False,False,,False
06075,8246,1832.0,,,,,1522.0,,1605.0,0.0,1244.9,,1704.0,-6414.0,,,,,-6724.0,,-6641.0,-8246.0,-7001.1,,-6542.0,,,,,False,,False,False,False,,False
06077,14884,3544.0,,,,,2968.0,,2522.3,22.4,1891.6,,2768.0,-11340.0,,,,,-11916.0,,-12361.7,-14861.6,-12992.4,,-12116.0,,,,,False,,False,False,False,,False
06079,4457,1248.0,,,,,1633.0,,1383.2,916.4,839.3,,1534.0,-3209.0,,,,,-2824.0,,-3073.8,-3540.6,-3617.7,,-2923.0,,,,,True,,True,False,False,,True
06081,9404,2656.0,,,,,1823.0,,2169.4,66.9,1823.6,,3458.0,-6748.0,,,,,-7581.0,,-7234.6,-9337.1,-7580.4,,-5946.0,,,,,False,,False,False,False,,True
06083,4631,1600.0,,,,,1232.0,,1218.3,4.5,1247.8,,1141.0,-3031.0,,,,,-3399.0,,-3412.7,-4626.5,-3383.2,,-3490.0,,,,,False,,False,False,False,,False
06085,30891,7696.0,,,,,4885.0,,5462.5,889.0,6165.1,,11064.0,-23195.0,,,,,-26006.0,,-25428.5,-30002.0,-24725.9,,-19827.0,,,,,False,,False,False,False,,True
06087,4067,712.0,,,,,584.0,,971.4,74.1,637.7,,387.0,-3355.0,,,,,-3483.0,,-3095.6,-3992.9,-3429.3,,-3680.0,,,,,False,,True,False,False,,False
06089,5351,1440.0,,,,,358.0,,2716.7,1073.1,428.2,,249.0,-3911.0,,,,,-4993.0,,-2634.3,-4277.9,-4922.8,,-5102.0,,,,,False,,True,False,False,,False
06091,33,0.0,,,,,0.0,,129.5,,,,0.0,-33.0,,,,,-33.0,,96.5,,,,-33.0,,,,,False,,False,,,,False
06093,826,72.0,,,,,68.0,,313.5,115.8,,,4.0,-754.0,,,,,-758.0,,-512.5,-710.2,,,-822.0,,,,,False,,True,True,,,False
06095,7722,2216.0,,,,,1592.0,,2423.9,9.4,1514.6,,1893.0,-5506.0,,,,,-6130.0,,-5298.1,-7712.6,-6207.4,,-5829.0,,,,,False,,True,False,False,,False
06097,7332,2824.0,,,,,1315.0,,3117.6,2322.5,1719.8,,2395.0,-4508.0,,,,,-6017.0,,-4214.4,-5009.5,-5612.2,,-4937.0,,,,,False,,True,False,False,,False
06099,15056,2624.0,,,,,2571.0,,1556.4,4.5,1679.5,,2322.0,-12432.0,,,,,-12485.0,,-13499.6,-15051.5,-13376.5,,-12734.0,,,,,False,,False,False,False,,False
06101,3712,328.0,,,,,331.0,,485.3,2.6,180.2,,2340.0,-3384.0,,,,,-3381.0,,-3226.7,-3709.4,-3531.8,,-1372.0,,,,,True,,True,False,False,,True
06103,1879,1000.0,,,,,152.0,,1411.7,210.3,,,3498.0,-879.0,,,,,-1727.0,,-467.3,-1668.7,,,1619.0,,,,,False,,True,False,,,False
06105,226,48.0,,,,,40.0,,480.8,,,,599.0,-178.0,,,,,-186.0,,254.8,,,,373.0,,,,,False,,False,,,,False
06107,10842,3000.0,,,,,2924.0,,2074.3,7.7,1741.9,,2362.0,-7842.0,,,,,-7918.0,,-8767.7,-10834.3,-9100.1,,-8480.0,,,,,False,,False,False,False,,False
06109,1851,152.0,,,,,106.0,,495.3,125.0,,,448.0,-1699.0,,,,,-1745.0,,-1355.7,-1726.0,,,-1403.0,,,,,False,,True,False,,,True
06111,15715,3096.0,,,,,1821.0,,1933.9,86.3,2768.4,,3123.0,-12619.0,,,,,-13894.0,,-13781.1,-15628.7,-12946.6,,-12592.0,,,,,False,,False,False,False,,True
06113,3735,960.0,,,,,659.0,,905.8,0.0,454.3,,873.0,-2775.0,,,,,-3076.0,,-2829.2,-3735.0,-3280.7,,-2862.0,,,,,False,,False,False,False,,False
06115,1967,320.0,,,,,221.0,,555.1,0.0,284.2,,628.0,-1647.0,,,,,-1746.0,,-1411.9,-1967.0,-1682.8,,-1339.0,,,,,False,,True,False,False,,True
08001,23932,11200.0,,,,,6137.0,,6128.3,4489.0,5045.9,,5342.0,-12732.0,,,,,-17795.0,,-17803.7,-19443.0,-18886.1,,-18590.0,,,,,False,,False,False,False,,False
08003,580,128.0,,,,,225.0,,144.7,0.0,,,163.0,-452.0,,,,,-355.0,,-435.3,-580.0,,,-417.0,,,,,True,,True,False,,,True
08005,22995,7280.0,,,,,6300.0,,3661.5,6561.3,2896.1,,4494.0,-15715.0,,,,,-16695.0,,-19333.5,-16433.7,-20098.9,,-18501.0,,,,,False,,False,False,False,,False
08007,365,48.0,,,,,76.0,,67.4,,,,288.0,-317.0,,,,,-289.0,,-297.6,,,,-77.0,,,,,True,,True,,,,True
08009,133,56.0,,,,,79.0,,67.1,,,,24.0,-77.0,,,,,-54.0,,-65.9,,,,-109.0,,,,,True,,True,,,,False
08011,854,16.0,,,,,47.0,,76.6,,,,29.0,-838.0,,,,,-807.0,,-777.4,,,,-825.0,,,,,True,,True,,,,True
08013,8229,2976.0,,,,,2080.0,,1493.3,1356.5,2892.3,,3400.0,-5253.0,,,,,-6149.0,,-6735.7,-6872.5,-5336.7,,-4829.0,,,,,False,,False,False,False,,True
08014,1686,872.0,,,,,655.0,,752.2,,,,1126.0,-814.0,,,,,-1031.0,,-933.8,,,,-560.0,,,,,False,,False,,,,True
08015,518,136.0,,,,,204.0,,167.3,137.9,,,324.0,-382.0,,,,,-314.0,,-350.7,-380.1,,,-194.0,,,,,True,,True,True,,,True
08017,72,8.0,,,,,41.0,,40.4,,,,68.0,-64.0,,,,,-31.0,,-31.6,,,,-4.0,,,,,True,,True,,,,True
08019,180,56.0,,,,,60.0,,229.3,,,,3.0,-124.0,,,,,-120.0,,49.3,,,,-177.0,,,,,True,,True,,,,False
08021,218,128.0,,,,,77.0,,500.0,,,,178.0,-90.0,,,,,-141.0,,282.0,,,,-40.0,,,,,False,,False,,,,True
08023,113,16.0,,,,,37.0,,69.0,,,,58.0,-97.0,,,,,-76.0,,-44.0,,,,-55.0,,,,,True,,True,,,,True
08025,1487,72.0,,,,,87.0,,94.6,,,,63.0,-1415.0,,,,,-1400.0,,-1392.4,,,,-1424.0,,,,,True,,True,,,,False
08027,124,8.0,,,,,30.0,,146.8,,,,0.0,-116.0,,,,,-94.0,,22.8,,,,-124.0,,,,,True,,True,,,,False
08029,1031,32.0,,,,,195.0,,141.0,145.3,,,383.0,-999.0,,,,,-836.0,,-890.0,-885.7,,,-648.0,,,,,True,,True,True,,,True
08031,27393,10576.0,,,,,7385.0,,4458.7,7896.3,3697.8,,6104.0,-16817.0,,,,,-20008.0,,-22934.3,-19496.7,-23695.2,,-21289.0,,,,,False,,False,False,False,,False
08033,46,0.0,,,,,32.0,,32.2,,,,0.0,-46.0,,,,,-14.0,,-13.8,,,,-46.0,,,,,True,,True,,,,False
08035,10662,2736.0,,,,,2315.0,,1856.5,2066.4,1088.3,,1787.0,-7926.0,,,,,-8347.0,,-8805.5,-8595.6,-9573.7,,-8875.0,,,,,False,,False,False,False,,False
08037,1659,568.0,,,,,273.0,,323.7,151.8,489.7,,467.0,-1091.0,,,,,-1386.0,,-1335.3,-1507.2,-1169.3,,-1192.0,,,,,False,,False,False,False,,False
08039,685,160.0,,,,,147.0,,271.2,180.4,,,316.0,-525.0,,,,,-538.0,,-413.8,-504.6,,,-369.0,,,,,False,,True,True,,,True
08041,27960,9912.0,,,,,9362.0,,7368.1,4262.5,3529.7,,10172.0,-18048.0,,,,,-18598.0,,-20591.9,-23697.5,-24430.3,,-17788.0,,,,,False,,False,False,False,,True
08043,3384,1328.0,,,,,1016.0,,8532.2,118.6,,,970.0,-2056.0,,,,,-2368.0,,5148.2,-3265.4,,,-2414.0,,,,,False,,False,False,,,False
08045,2287,616.0,,,,,285.0,,345.1,110.6,224.8,,392.0,-1671.0,,,,,-2002.0,,-1941.9,-2176.4,-2062.2,,-1895.0,,,,,False,,False,False,False,,False
08047,87,64.0,,,,,45.0,,363.7,,,,144.0,-23.0,,,,,-42.0,,276.7,,,,57.0,,,,,False,,False,,,,False
08049,445,72.0,,,,,113.0,,485.6,110.4,,,117.0,-373.0,,,,,-332.0,,40.6,-334.6,,,-328.0,,,,,True,,True,True,,,True
08051,294,72.0,,,,,96.0,,152.8,47.7,,,510.0,-222.0,,,,,-198.0,,-141.2,-246.3,,,216.0,,,,,True,,True,False,,,True
08053,12,0.0,,,,,20.0,,81.5,,,,0.0,-12.0,,,,,8.0,,69.5,,,,-12.0,,,,,True,,False,,,,False
08055,219,40.0,,,,,94.0,,92.8,,,,13.0,-179.0,,,,,-125.0,,-126.2,,,,-206.0,,,,,True,,True,,,,False
08057,20,0.0,,,,,34.0,,45.7,,,,0.0,-20.0,,,,,14.0,,25.7,,,,-20.0,,,,,True,,False,,,,False
08059,19351,6616.0,,,,,5266.0,,3517.3,3253.4,2763.4,,5134.0,-12735.0,,,,,-14085.0,,-15833.7,-16097.6,-16587.6,,-14217.0,,,,,False,,False,False,False,,False
08061,60,0.0,,,,,25.0,,276.9,,,,5.0,-60.0,,,,,-35.0,,216.9,,,,-55.0,,,,,True,,False,,,,True
08063,287,224.0,,,,,98.0,,90.4,33.1,,,121.0,-63.0,,,,,-189.0,,-196.6,-253.9,,,-166.0,,,,,False,,False,False,,,False
08065,260,80.0,,,,,58.0,,133.4,86.8,,,24.0,-180.0,,,,,-202.0,,-126.6,-173.2,,,-236.0,,,,,False,,True,True,,,False
08067,1703,216.0,,,,,166.0,,257.5,205.2,,,463.0,-1487.0,,,,,-1537.0,,-1445.5,-1497.8,,,-1240.0,,,,,False,,True,False,,,True
08069,10039,3368.0,,,,,2821.0,,2512.0,1395.6,1308.2,,2602.0,-6671.0,,,,,-7218.0,,-7527.0,-8643.4,-8730.8,,-7437.0,,,,,False,,False,False,False,,False
08071,338,256.0,,,,,123.0,,2604.2,,,,387.0,-82.0,,,,,-215.0,,2266.2,,,,49.0,,,,,False,,False,,,,True
08073,725,0.0,,,,,78.0,,165.0,,,,0.0,-725.0,,,,,-647.0,,-560.0,,,,-725.0,,,,,True,,True,,,,False
08075,1853,920.0,,,,,445.0,,343.7,8.6,359.5,,93.0,-933.0,,,,,-1408.0,,-1509.3,-1844.4,-1493.5,,-1760.0,,,,,False,,False,False,False,,False
08077,6860,2312.0,,,,,772.0,,5948.4,1367.3,,,3583.0,-4548.0,,,,,-6088.0,,-911.6,-5492.7,,,-3277.0,,,,,False,,True,False,,,True
08079,18,0.0,,,,,17.0,,65.2,,,,0.0,-18.0,,,,,-1.0,,47.2,,,,-18.0,,,,,True,,False,,,,False
08081,429,80.0,,,,,83.0,,126.6,,,,133.0,-349.0,,,,,-346.0,,-302.4,,,,-296.0,,,,,True,,True,,,,True
08083,926,128.0,,,,,109.0,,190.7,178.8,,,58.0,-798.0,,,,,-817.0,,-735.3,-747.2,,,-868.0,,,,,False,,True,True,,,False
08085,1351,304.0,,,,,167.0,,216.1,113.1,,,271.0,-1047.0,,,,,-1184.0,,-1134.9,-1237.9,,,-1080.0,,,,,False,,False,False,,,False
08087,1143,296.0,,,,,482.0,,264.7,1.3,,,156.0,-847.0,,,,,-661.0,,-878.3,-1141.7,,,-987.0,,,,,True,,False,False,,,False
08089,1344,80.0,,,,,218.0,,168.6,106.5,,,79.0,-1264.0,,,,,-1126.0,,-1175.4,-1237.5,,,-1265.0,,,,,True,,True,True,,,False
08091,110,32.0,,,,,30.0,,128.8,,,,68.0,-78.0,,,,,-80.0,,18.8,,,,-42.0,,,,,False,,True,,,,True
08093,251,112.0,,,,,77.0,,971.8,,,,481.0,-139.0,,,,,-174.0,,720.8,,,,230.0,,,,,False,,False,,,,False
08095,170,96.0,,,,,65.0,,88.6,,,,87.0,-74.0,,,,,-105.0,,-81.4,,,,-83.0,,,,,False,,False,,,,False
08097,546,168.0,,,,,81.0,,286.0,246.3,,,53.0,-378.0,,,,,-465.0,,-260.0,-299.7,,,-493.0,,,,,False,,True,True,,,False
08099,761,408.0,,,,,145.0,,651.1,50.8,,,335.0,-353.0,,,,,-616.0,,-109.9,-710.2,,,-426.0,,,,,False,,True,False,,,False
08101,10446,1968.0,,,,,4113.0,,2699.4,720.7,845.2,,1392.0,-8478.0,,,,,-6333.0,,-7746.6,-9725.3,-9600.8,,-9054.0,,,,,True,,True,False,False,,False
08103,222,16.0,,,,,40.0,,56.9,,,,250.0,-206.0,,,,,-182.0,,-165.1,,,,28.0,,,,,True,,True,,,,True
08105,238,32.0,,,,,80.0,,77.6,19.9,,,2.0,-206.0,,,,,-158.0,,-160.4,-218.1,,,-236.0,,,,,True,,True,False,,,False
08107,744,136.0,,,,,141.0,,295.2,216.4,,,470.0,-608.0,,,,,-603.0,,-448.8,-527.6,,,-274.0,,,,,True,,True,True,,,True
08109,115,112.0,,,,,43.0,,130.9,0.0,,,122.0,-3.0,,,,,-72.0,,15.9,-115.0,,,7.0,,,,,False,,False,False,,,False
08111,25,40.0,,,,,16.0,,64.0,,,,19.0,15.0,,,,,-9.0,,39.0,,,,-6.0,,,,,True,,False,,,,True
08113,285,8.0,,,,,36.0,,168.8,30.7,,,2.0,-277.0,,,,,-249.0,,-116.2,-254.3,,,-283.0,,,,,True,,True,True,,,False
08115,80,144.0,,,,,43.0,,378.9,,,,59.0,64.0,,,,,-37.0,,298.9,,,,-21.0,,,,,True,,False,,,,True
08117,1281,832.0,,,,,154.0,,567.5,452.2,,,559.0,-449.0,,,,,-1127.0,,-713.5,-828.8,,,-722.0,,,,,False,,False,False,,,False
08119,702,176.0,,,,,137.0,,282.8,120.4,,,464.0,-526.0,,,,,-565.0,,-419.2,-581.6,,,-238.0,,,,,False,,True,False,,,True
08121,239,120.0,,,,,64.0,,111.9,,,,31.0,-119.0,,,,,-175.0,,-127.1,,,,-208.0,,,,,False,,False,,,,False
08123,12449,3544.0,,,,,2956.0,,1873.6,1977.3,1928.4,,3997.0,-8905.0,,,,,-9493.0,,-10575.4,-10471.7,-10520.6,,-8452.0,,,,,False,,False,False,False,,True
08125,282,248.0,,,,,171.0,,441.1,107.1,,,91.0,-34.0,,,,,-111.0,,159.1,-174.9,,,-191.0,,,,,False,,False,False,,,False
09001,28292,7632.0,,,,,3440.0,,3183.1,2763.0,4265.2,,10758.0,-20660.0,,,,,-24852.0,,-25108.9,-25529.0,-24026.8,,-17534.0,,,,,False,,False,False,False,,True
09003,23549,6312.0,,,,,5198.0,,4057.6,1003.9,3080.1,,6580.0,-17237.0,,,,,-18351.0,,-19491.4,-22545.1,-20468.9,,-16969.0,,,,,False,,False,False,False,,True
09005,4399,1000.0,,,,,432.0,,775.8,155.1,512.3,,2943.0,-3399.0,,,,,-3967.0,,-3623.2,-4243.9,-3886.7,,-1456.0,,,,,False,,False,False,False,,True
09007,3494,952.0,,,,,657.0,,899.7,404.1,384.1,,1313.0,-2542.0,,,,,-2837.0,,-2594.3,-3089.9,-3109.9,,-2181.0,,,,,False,,False,False,False,,True
09009,25650,4944.0,,,,,3848.0,,2860.2,954.2,2264.7,,5386.0,-20706.0,,,,,-21802.0,,-22789.8,-24695.8,-23385.3,,-20264.0,,,,,False,,False,False,False,,True
09011,5484,2984.0,,,,,1702.0,,1955.7,1501.5,1138.2,,2144.0,-2500.0,,,,,-3782.0,,-3528.3,-3982.5,-4345.8,,-3340.0,,,,,False,,False,False,False,,False
09013,2508,992.0,,,,,481.0,,722.0,278.2,808.1,,2577.0,-1516.0,,,,,-2027.0,,-1786.0,-2229.8,-1699.9,,69.0,,,,,False,,False,False,False,,True
