,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,727121.8,2070.0,15182411.2,0.0,254.9,17973.2,578696112.2
LANL-GrowthRate,3108,797191.9,4225.0,14397042.4,0.0,576.0,33124.0,546086792.2
JHUAPL-Bucky,3141,1774964.9,6266.8,29036930.4,0.0,666.3,46829.0,938611235.1
CU-select,3082,1947867.3,5625.0,37135050.8,0.0,729.0,39601.0,1254434724.0
COVIDhub-ensemble,3141,2253762.8,2809.0,75308280.0,0.0,324.0,23104.0,3989817225.0
OliverWyman-Navigator,3064,2289868.0,3136.0,78750087.9,0.0,361.0,23716.0,4244001316.0
UVA-Ensemble,3130,2335501.3,5494.4,33260992.9,0.0,573.8,49997.5,1452123613.4
OneQuietNight-ML,3134,2780399.6,2601.0,107941334.6,0.0,324.0,19881.0,5914379025.0
CEID-Walk,3141,2888635.4,3923.5,99687806.0,0.0,451.1,29641.5,5380755767.7
COVIDhub-baseline,3141,2897403.9,3844.0,100759994.8,0.0,441.0,29241.0,5451016561.0
UChicagoCHATTOPADHYAY-UnIT,3093,2898399.6,4893.0,101517699.2,0.0,728.5,33595.2,5519692046.8
FAIR-NRAR,3136,3133754.6,3355.9,107008093.5,0.0,345.9,31918.9,5803442616.4
Google_Harvard-CPF,3140,3144177.9,4359.4,109340950.0,0.0,402.6,41517.9,5976942401.7
JHU_IDD-CovidSP,3139,4729123.3,11163.3,174982272.6,0.0,1439.4,73381.4,9615970180.8
IowaStateLW-STEM,3103,5162894.8,4356.0,190685242.0,0.0,529.0,38809.0,10479821641.0
PandemicCentral-USCounty,3085,15205529.8,37376.7,476199749.3,0.0,5204.5,294303.1,26248824744.1
