,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19143,114,200.0,,223.3,,202.0,93.0,,,,,296.9,,248.0,,158.4,,43.4,,209.0,251.9,,251.0,,,,,,,,,,294.3,86.0,,109.3,,88.0,-21.0,,,,,182.9,,134.0,,44.4,,-70.6,,95.0,137.9,,137.0,,,,,,,,,,180.3,,False,,False,True,,,,,False,,False,,True,,True,,False,False,,False,,,,,,,,,,False
19145,248,448.0,,355.6,,447.0,356.0,,,,,813.9,,546.0,,531.0,,141.6,,215.0,532.8,,631.0,,,,,,,,,,640.8,200.0,,107.6,,199.0,108.0,,,,,565.9,,298.0,,283.0,,-106.4,,-33.0,284.8,,383.0,,,,,,,,,,392.8,,True,,True,True,,,,,False,,False,,False,,True,,True,False,,False,,,,,,,,,,False
19147,184,360.0,,375.2,,370.0,267.0,,,,,478.3,,504.0,,756.0,,195.5,,473.0,322.6,,406.0,,,,,,,,,,401.6,176.0,,191.2,,186.0,83.0,,,,,294.3,,320.0,,572.0,,11.5,,289.0,138.6,,222.0,,,,,,,,,,217.6,,False,,False,True,,,,,False,,False,,False,,True,,False,True,,False,,,,,,,,,,False
19149,675,860.0,,873.1,,677.0,355.0,,,,,1227.0,,1086.0,,444.5,,549.0,,603.0,730.6,,1040.0,,,,,501.5,,,,,920.8,185.0,,198.1,,2.0,-320.0,,,,,552.0,,411.0,,-230.5,,-126.0,,-72.0,55.6,,365.0,,,,,-173.5,,,,,245.8,,False,,True,False,,,,,False,,False,,False,,True,,True,True,,False,,,,,True,,,,,False
19151,162,264.0,,293.7,,225.0,191.0,,,,,360.8,,279.0,,86.9,,105.2,,168.0,260.8,,322.0,,,,,,,,,,220.2,102.0,,131.7,,63.0,29.0,,,,,198.8,,117.0,,-75.1,,-56.8,,6.0,98.8,,160.0,,,,,,,,,,58.2,,False,,True,True,,,,,False,,False,,True,,True,,True,True,,False,,,,,,,,,,True
19153,8488,13532.0,,13433.0,21715.7,13189.0,6306.0,,,,,11918.9,,16122.0,,11851.9,,11491.9,,11511.0,13908.0,,15482.0,,,,,7597.1,15834.0,,,,16092.3,5044.0,,4945.0,13227.7,4701.0,-2182.0,,,,,3430.9,,7634.0,,3363.9,,3003.9,,3023.0,5420.0,,6994.0,,,,,-890.9,7346.0,,,,7604.3,,True,False,True,True,,,,,True,,False,,True,,True,,True,False,,False,,,,,True,False,,,,False
19155,2129,4076.0,,4090.5,,3907.0,4512.0,,,,,4783.1,,3243.0,,7888.1,,1692.2,,4063.5,3461.5,,4106.0,,,,,3029.5,,,,,4503.5,1947.0,,1961.5,,1778.0,2383.0,,,,,2654.1,,1114.0,,5759.1,,-436.8,,1934.5,1332.5,,1977.0,,,,,900.5,,,,,2374.5,,False,,True,False,,,,,False,,True,,False,,True,,True,True,,False,,,,,True,,,,,False
19157,241,384.0,,335.1,,364.0,580.0,,,,,736.9,,618.0,,168.2,,178.1,,346.0,474.8,,529.0,,,,,,,,,,263.1,143.0,,94.1,,123.0,339.0,,,,,495.9,,377.0,,-72.8,,-62.9,,105.0,233.8,,288.0,,,,,,,,,,22.1,,True,,True,False,,,,,False,,False,,True,,True,,True,False,,False,,,,,,,,,,True
19159,164,148.0,,139.1,,143.0,66.0,,,,,170.3,,256.0,,102.7,,31.2,,149.0,154.2,,153.0,,,,,,,,,,142.3,-16.0,,-24.9,,-21.0,-98.0,,,,,6.3,,92.0,,-61.3,,-132.8,,-15.0,-9.8,,-11.0,,,,,,,,,,-21.7,,False,,False,False,,,,,True,,False,,False,,False,,True,True,,True,,,,,,,,,,False
19161,245,408.0,,386.4,,360.0,184.0,,,,,498.4,,472.0,,161.2,,202.4,,316.0,375.0,,474.0,,,,,,,,,,394.9,163.0,,141.4,,115.0,-61.0,,,,,253.4,,227.0,,-83.8,,-42.6,,71.0,130.0,,229.0,,,,,,,,,,149.9,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,False,,,,,,,,,,True
19163,3380,6536.0,,6276.3,,5238.0,3563.0,,,,,8967.6,,5032.0,,4970.0,,4734.1,,4486.0,6402.0,,7626.0,,,,,2246.8,8464.0,,,,8568.7,3156.0,,2896.3,,1858.0,183.0,,,,,5587.6,,1652.0,,1590.0,,1354.1,,1106.0,3022.0,,4246.0,,,,,-1133.2,5084.0,,,,5188.7,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,False,,,,,True,False,,,,False
19165,186,344.0,,359.4,,342.0,120.0,,,,,490.0,,538.0,,152.4,,160.7,,344.5,332.6,,428.0,,,,,,,,,,519.5,158.0,,173.4,,156.0,-66.0,,,,,304.0,,352.0,,-33.6,,-25.3,,158.5,146.6,,242.0,,,,,,,,,,333.5,,False,,True,True,,,,,False,,False,,True,,True,,False,True,,False,,,,,,,,,,False
19167,712,1140.0,,1170.6,,1057.0,591.0,,,,,1601.0,,1686.0,,490.7,,427.7,,1149.0,1068.0,,1381.0,,,,,743.3,,,,,1073.9,428.0,,458.6,,345.0,-121.0,,,,,889.0,,974.0,,-221.3,,-284.3,,437.0,356.0,,669.0,,,,,31.3,,,,,361.9,,False,,True,True,,,,,False,,False,,True,,True,,False,True,,False,,,,,True,,,,,True
19169,1389,3296.0,,3344.1,,3004.0,2833.0,,,,,4248.3,,3118.0,,1871.7,,2158.6,,3412.5,3724.3,,3525.0,,,,,1621.9,,,,,2935.4,1907.0,,1955.1,,1615.0,1444.0,,,,,2859.3,,1729.0,,482.7,,769.6,,2023.5,2335.3,,2136.0,,,,,232.9,,,,,1546.4,,False,,True,True,,,,,False,,True,,True,,True,,False,False,,False,,,,,True,,,,,True
19171,246,480.0,,437.5,,414.0,227.0,,,,,721.9,,543.0,,197.1,,239.1,,392.0,472.5,,593.0,,,,,386.5,,,,,455.4,234.0,,191.5,,168.0,-19.0,,,,,475.9,,297.0,,-48.9,,-6.9,,146.0,226.5,,347.0,,,,,140.5,,,,,209.4,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,False,,,,,True,,,,,True
19173,105,156.0,,145.8,,151.0,80.0,,,,,261.6,,183.0,,104.7,,33.5,,181.0,175.1,,205.0,,,,,,,,,,186.8,51.0,,40.8,,46.0,-25.0,,,,,156.6,,78.0,,-0.3,,-71.5,,76.0,70.1,,100.0,,,,,,,,,,81.8,,True,,True,True,,,,,False,,False,,True,,False,,False,False,,False,,,,,,,,,,False
19175,296,520.0,,597.6,,511.0,490.0,,,,,738.4,,504.0,,890.7,,237.9,,293.0,528.0,,618.0,,,,,,,,,,511.7,224.0,,301.6,,215.0,194.0,,,,,442.4,,208.0,,594.7,,-58.1,,-3.0,232.0,,322.0,,,,,,,,,,215.7,,False,,True,True,,,,,False,,True,,False,,True,,True,False,,False,,,,,,,,,,True
19177,110,156.0,,146.0,,168.0,179.0,,,,,245.8,,172.0,,88.4,,33.4,,173.0,181.5,,198.0,,,,,,,,,,181.0,46.0,,36.0,,58.0,69.0,,,,,135.8,,62.0,,-21.6,,-76.6,,63.0,71.5,,88.0,,,,,,,,,,71.0,,True,,False,False,,,,,False,,False,,True,,False,,False,False,,False,,,,,,,,,,False
19179,596,1084.0,,1078.8,,990.0,1266.0,,,,,1529.4,,1398.0,,735.1,,762.0,,756.0,1070.5,,1334.0,,,,,552.4,,,,,971.9,488.0,,482.8,,394.0,670.0,,,,,933.4,,802.0,,139.1,,166.0,,160.0,474.5,,738.0,,,,,-43.6,,,,,375.9,,True,,True,False,,,,,False,,False,,True,,True,,True,True,,False,,,,,True,,,,,True
19181,1008,1488.0,,1345.4,,1444.0,1542.0,,,,,2287.2,,1521.0,,1506.1,,1073.1,,1172.0,1564.6,,1771.0,,,,,752.7,,,,,1940.7,480.0,,337.4,,436.0,534.0,,,,,1279.2,,513.0,,498.1,,65.1,,164.0,556.6,,763.0,,,,,-255.3,,,,,932.7,,True,,True,False,,,,,False,,False,,False,,True,,True,False,,False,,,,,True,,,,,False
19183,491,716.0,,674.4,,648.0,710.0,,,,,993.2,,595.0,,676.3,,218.2,,629.0,708.3,,849.0,,,,,414.3,,,,,681.5,225.0,,183.4,,157.0,219.0,,,,,502.2,,104.0,,185.3,,-272.8,,138.0,217.3,,358.0,,,,,-76.7,,,,,190.5,,True,,True,True,,,,,False,,True,,True,,False,,True,True,,False,,,,,True,,,,,True
19185,72,84.0,,83.6,,63.0,43.0,,,,,191.0,,160.0,,12.8,,56.9,,51.0,100.8,,130.0,,,,,,,,,,62.1,12.0,,11.6,,-9.0,-29.0,,,,,119.0,,88.0,,-59.2,,-15.1,,-21.0,28.8,,58.0,,,,,,,,,,-9.9,,True,,True,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,True
19187,945,1604.0,,1598.8,,1529.0,908.0,,,,,2041.9,,1812.0,,1176.9,,891.9,,2049.0,1483.7,,1879.0,,,,,,,,,,1451.2,659.0,,653.8,,584.0,-37.0,,,,,1096.9,,867.0,,231.9,,-53.1,,1104.0,538.7,,934.0,,,,,,,,,,506.2,,True,,True,True,,,,,False,,False,,True,,True,,False,True,,False,,,,,,,,,,True
19189,209,440.0,,447.2,,437.0,198.0,,,,,600.0,,481.0,,576.7,,168.9,,428.0,454.3,,501.0,,,,,,,,,,414.1,231.0,,238.2,,228.0,-11.0,,,,,391.0,,272.0,,367.7,,-40.1,,219.0,245.3,,292.0,,,,,,,,,,205.1,,False,,True,True,,,,,False,,False,,False,,True,,True,False,,False,,,,,,,,,,True
19191,410,600.0,,595.2,,595.0,581.0,,,,,873.0,,707.0,,549.1,,178.4,,727.0,543.1,,697.0,,,,,,,,,,654.8,190.0,,185.2,,185.0,171.0,,,,,463.0,,297.0,,139.1,,-231.6,,317.0,133.1,,287.0,,,,,,,,,,244.8,,True,,True,True,,,,,False,,False,,True,,False,,False,True,,False,,,,,,,,,,False
19193,2011,2752.0,,2812.8,,2467.0,2441.0,,,,,3784.3,,4468.0,,1215.3,,2307.5,,1873.0,2681.0,,3653.0,,,,,2053.1,,,,,2648.2,741.0,,801.8,,456.0,430.0,,,,,1773.3,,2457.0,,-795.7,,296.5,,-138.0,670.0,,1642.0,,,,,42.1,,,,,637.2,,False,,True,True,,,,,False,,False,,False,,True,,True,True,,False,,,,,True,,,,,True
19195,138,284.0,,276.6,,280.0,260.0,,,,,368.1,,287.0,,325.3,,118.9,,314.0,275.4,,309.0,,,,,,,,,,232.4,146.0,,138.6,,142.0,122.0,,,,,230.1,,149.0,,187.3,,-19.1,,176.0,137.4,,171.0,,,,,,,,,,94.4,,True,,True,True,,,,,False,,False,,False,,True,,False,True,,False,,,,,,,,,,True
19197,328,464.0,,469.6,,453.0,294.0,,,,,574.8,,608.0,,394.3,,228.2,,489.0,425.6,,498.0,,,,,,,,,,442.8,136.0,,141.6,,125.0,-34.0,,,,,246.8,,280.0,,66.3,,-99.8,,161.0,97.6,,170.0,,,,,,,,,,114.8,,False,,True,True,,,,,False,,False,,True,,True,,False,True,,False,,,,,,,,,,True
20001,244,232.0,,231.8,,232.0,409.0,,,,,316.4,,284.0,,392.3,,166.8,,141.0,168.1,,327.0,,,,,,,,,,343.4,-12.0,,-12.2,,-12.0,165.0,,,,,72.4,,40.0,,148.3,,-77.2,,-103.0,-75.9,,83.0,,,,,,,,,,99.4,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
20003,126,140.0,,142.4,,129.0,131.0,,,,,230.2,,291.0,,48.3,,69.3,,146.0,89.8,,191.0,,,,,,,,,,100.6,14.0,,16.4,,3.0,5.0,,,,,104.2,,165.0,,-77.7,,-56.7,,20.0,-36.2,,65.0,,,,,,,,,,-25.4,,False,,True,True,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
20005,367,276.0,,314.1,,265.0,311.0,,,,,528.0,,518.0,,232.3,,134.1,,237.0,219.9,,403.0,,,,,,,,,,239.1,-91.0,,-52.9,,-102.0,-56.0,,,,,161.0,,151.0,,-134.7,,-232.9,,-130.0,-147.1,,36.0,,,,,,,,,,-127.9,,True,,False,True,,,,,False,,False,,False,,False,,False,False,,True,,,,,,,,,,False
20007,82,96.0,,107.9,,74.0,0.0,,,,,153.9,,79.0,,36.5,,53.6,,100.0,72.2,,134.0,,,,,,,,,,94.5,14.0,,25.9,,-8.0,-82.0,,,,,71.9,,-3.0,,-45.5,,-28.4,,18.0,-9.8,,52.0,,,,,,,,,,12.5,,False,,True,False,,,,,False,,True,,False,,False,,False,True,,False,,,,,,,,,,True
20009,582,1000.0,,951.9,,892.0,1063.0,,,,,1235.7,,775.0,,1715.8,,436.1,,223.0,833.8,,1226.0,,,,,894.2,,,,,1411.7,418.0,,369.9,,310.0,481.0,,,,,653.7,,193.0,,1133.8,,-145.9,,-359.0,251.8,,644.0,,,,,312.2,,,,,829.7,,True,,True,False,,,,,False,,True,,False,,True,,True,True,,False,,,,,True,,,,,False
20011,336,324.0,,350.2,,297.0,199.0,,,,,414.4,,372.0,,1974.6,,122.0,,135.0,219.0,,359.0,,,,,,,,,,371.7,-12.0,,14.2,,-39.0,-137.0,,,,,78.4,,36.0,,1638.6,,-214.0,,-201.0,-117.0,,23.0,,,,,,,,,,35.7,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
20013,349,624.0,,620.0,,509.0,509.0,,,,,600.2,,358.0,,1524.1,,203.6,,294.0,401.6,,623.0,,,,,,,,,,629.6,275.0,,271.0,,160.0,160.0,,,,,251.2,,9.0,,1175.1,,-145.4,,-55.0,52.6,,274.0,,,,,,,,,,280.6,,True,,True,True,,,,,True,,True,,False,,True,,True,True,,True,,,,,,,,,,False
20015,1856,1860.0,,1812.0,,1553.0,2256.0,,,,,3085.7,,1479.0,,4087.4,,951.2,,1045.5,1273.0,,2188.0,,,,,813.2,,,,,1763.0,4.0,,-44.0,,-303.0,400.0,,,,,1229.7,,-377.0,,2231.4,,-904.8,,-810.5,-583.0,,332.0,,,,,-1042.8,,,,,-93.0,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,False,,,,,False
20017,70,84.0,,87.7,,60.0,0.0,,,,,72.2,,167.0,,110.7,,18.4,,30.0,57.9,,93.0,,,,,,,,,,37.5,14.0,,17.7,,-10.0,-70.0,,,,,2.2,,97.0,,40.7,,-51.6,,-40.0,-12.1,,23.0,,,,,,,,,,-32.5,,False,,True,False,,,,,True,,False,,False,,False,,False,True,,False,,,,,,,,,,False
20019,64,88.0,,87.5,,86.0,0.0,,,,,90.3,,204.0,,1650.0,,13.9,,25.0,55.5,,94.0,,,,,,,,,,381.5,24.0,,23.5,,22.0,-64.0,,,,,26.3,,140.0,,1586.0,,-50.1,,-39.0,-8.5,,30.0,,,,,,,,,,317.5,,True,,True,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,False
20021,507,380.0,,400.9,,386.0,413.0,,,,,638.7,,599.0,,918.7,,142.5,,167.0,318.2,,520.0,,,,,,,,,,370.6,-127.0,,-106.1,,-121.0,-94.0,,,,,131.7,,92.0,,411.7,,-364.5,,-340.0,-188.8,,13.0,,,,,,,,,,-136.4,,True,,True,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,False
20023,54,92.0,,95.4,,88.0,0.0,,,,,114.6,,153.0,,140.7,,34.0,,75.0,70.1,,103.0,,,,,,,,,,92.9,38.0,,41.4,,34.0,-54.0,,,,,60.6,,99.0,,86.7,,-20.0,,21.0,16.1,,49.0,,,,,,,,,,38.9,,False,,True,False,,,,,False,,False,,False,,True,,True,True,,False,,,,,,,,,,False
20025,80,48.0,,44.4,,47.0,0.0,,,,,58.2,,129.0,,96.4,,0.9,,27.0,40.7,,56.0,,,,,,,,,,49.6,-32.0,,-35.6,,-33.0,-80.0,,,,,-21.8,,49.0,,16.4,,-79.1,,-53.0,-39.3,,-24.0,,,,,,,,,,-30.4,,False,,False,False,,,,,True,,False,,True,,False,,False,False,,True,,,,,,,,,,True
20027,162,512.0,,512.4,,436.0,565.0,,,,,451.7,,351.0,,1186.4,,86.4,,270.0,314.7,,523.0,,,,,,,,,,436.7,350.0,,350.4,,274.0,403.0,,,,,289.7,,189.0,,1024.4,,-75.6,,108.0,152.7,,361.0,,,,,,,,,,274.7,,False,,True,False,,,,,True,,True,,False,,True,,True,True,,False,,,,,,,,,,True
20029,304,424.0,,412.6,,374.0,562.0,,,,,465.4,,378.0,,297.1,,93.8,,286.0,258.9,,472.0,,,,,,,,,,408.7,120.0,,108.6,,70.0,258.0,,,,,161.4,,74.0,,-6.9,,-210.2,,-18.0,-45.1,,168.0,,,,,,,,,,104.7,,True,,True,False,,,,,False,,True,,True,,False,,True,True,,False,,,,,,,,,,True
20031,176,120.0,,117.7,,98.0,76.0,,,,,192.2,,230.0,,39.6,,13.6,,92.0,101.3,,175.0,,,,,,,,,,121.8,-56.0,,-58.3,,-78.0,-100.0,,,,,16.2,,54.0,,-136.4,,-162.4,,-84.0,-74.7,,-1.0,,,,,,,,,,-54.2,,False,,False,False,,,,,True,,True,,False,,False,,False,False,,True,,,,,,,,,,True
20033,90,60.0,,57.3,,57.0,0.0,,,,,63.7,,95.0,,946.4,,8.9,,15.0,40.5,,61.0,,,,,,,,,,201.2,-30.0,,-32.7,,-33.0,-90.0,,,,,-26.3,,5.0,,856.4,,-81.1,,-75.0,-49.5,,-29.0,,,,,,,,,,111.2,,False,,False,False,,,,,True,,True,,False,,False,,False,False,,True,,,,,,,,,,False
20035,935,1112.0,,1116.6,,1094.0,1444.0,,,,,1359.9,,800.0,,4210.9,,966.8,,552.0,760.2,,1390.0,,,,,,,,,,1787.0,177.0,,181.6,,159.0,509.0,,,,,424.9,,-135.0,,3275.9,,31.8,,-383.0,-174.8,,455.0,,,,,,,,,,852.0,,False,,True,False,,,,,False,,True,,False,,True,,False,True,,False,,,,,,,,,,False
20037,945,884.0,,890.2,,870.0,1222.0,,,,,1293.2,,917.0,,977.9,,560.0,,554.5,622.5,,1294.0,,,,,,,,,,562.8,-61.0,,-54.8,,-75.0,277.0,,,,,348.2,,-28.0,,32.9,,-385.0,,-390.5,-322.5,,349.0,,,,,,,,,,-382.2,,True,,False,False,,,,,False,,True,,True,,False,,False,False,,False,,,,,,,,,,False
20039,39,36.0,,36.5,,30.0,0.0,,,,,71.1,,185.0,,5.1,,21.9,,82.0,17.9,,56.0,,,,,,,,,,48.2,-3.0,,-2.5,,-9.0,-39.0,,,,,32.1,,146.0,,-33.9,,-17.1,,43.0,-21.1,,17.0,,,,,,,,,,9.2,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
20041,397,300.0,,329.7,,293.0,468.0,,,,,519.1,,576.0,,272.0,,215.6,,8.0,226.8,,498.0,,,,,,,,,,305.7,-97.0,,-67.3,,-104.0,71.0,,,,,122.1,,179.0,,-125.0,,-181.4,,-389.0,-170.2,,101.0,,,,,,,,,,-91.3,,True,,False,True,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,True
20043,241,276.0,,305.5,,230.0,230.0,,,,,338.9,,210.0,,549.6,,66.8,,150.0,193.6,,336.0,,,,,,,,,,283.3,35.0,,64.5,,-11.0,-11.0,,,,,97.9,,-31.0,,308.6,,-174.2,,-91.0,-47.4,,95.0,,,,,,,,,,42.3,,False,,True,True,,,,,False,,True,,False,,False,,False,False,,False,,,,,,,,,,False
20045,1633,2008.0,,1988.5,,2043.0,1632.0,,,,,2763.2,,2526.0,,2687.5,,1287.2,,2149.0,2080.3,,2505.0,,,,,1092.5,,,,,2565.5,375.0,,355.5,,410.0,-1.0,,,,,1130.2,,893.0,,1054.5,,-345.8,,516.0,447.3,,872.0,,,,,-540.5,,,,,932.5,,True,,False,True,,,,,False,,False,,False,,True,,False,False,,False,,,,,False,,,,,False
20047,71,164.0,,159.0,,129.0,0.0,,,,,146.2,,129.0,,1007.7,,12.7,,65.0,97.9,,155.0,,,,,,,,,,293.6,93.0,,88.0,,58.0,-71.0,,,,,75.2,,58.0,,936.7,,-58.3,,-6.0,26.9,,84.0,,,,,,,,,,222.6,,True,,True,True,,,,,True,,True,,False,,True,,True,True,,True,,,,,,,,,,False
20049,45,52.0,,54.2,,45.0,0.0,,,,,57.8,,109.0,,42.0,,28.1,,19.0,43.0,,63.0,,,,,,,,,,76.3,7.0,,9.2,,0.0,-45.0,,,,,12.8,,64.0,,-3.0,,-16.9,,-26.0,-2.0,,18.0,,,,,,,,,,31.3,,False,,True,False,,,,,False,,False,,True,,False,,False,True,,False,,,,,,,,,,False
20051,937,1236.0,,1243.5,,1172.0,1232.0,,,,,1458.6,,1018.0,,1437.7,,620.0,,14.0,847.0,,1385.0,,,,,,,,,,1198.5,299.0,,306.5,,235.0,295.0,,,,,521.6,,81.0,,500.7,,-317.0,,-923.0,-90.0,,448.0,,,,,,,,,,261.5,,False,,True,True,,,,,False,,True,,False,,False,,False,True,,False,,,,,,,,,,True
20053,444,244.0,,255.8,,159.0,138.0,,,,,280.8,,185.0,,136.7,,67.5,,260.0,98.3,,253.0,,,,,,,,,,156.1,-200.0,,-188.2,,-285.0,-306.0,,,,,-163.2,,-259.0,,-307.3,,-376.5,,-184.0,-345.7,,-191.0,,,,,,,,,,-287.9,,True,,False,False,,,,,True,,False,,False,,False,,True,False,,True,,,,,,,,,,False
20055,899,2156.0,,2164.5,,1772.0,1393.0,,,,,2002.8,,1528.0,,1721.8,,1052.9,,2530.0,1848.1,,2349.0,,,,,1260.7,,,,,1979.2,1257.0,,1265.5,,873.0,494.0,,,,,1103.8,,629.0,,822.8,,153.9,,1631.0,949.1,,1450.0,,,,,361.7,,,,,1080.2,,False,,True,True,,,,,True,,True,,True,,True,,False,True,,False,,,,,True,,,,,True
20057,568,1172.0,,1058.4,,980.0,1098.0,,,,,1399.4,,1245.0,,564.1,,728.2,,854.0,819.8,,1407.0,,,,,904.0,,,,,1083.6,604.0,,490.4,,412.0,530.0,,,,,831.4,,677.0,,-3.9,,160.2,,286.0,251.8,,839.0,,,,,336.0,,,,,515.6,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,False,,,,,True,,,,,True
20059,539,492.0,,514.7,,469.0,738.0,,,,,717.2,,692.0,,390.1,,296.6,,320.5,307.5,,723.0,,,,,,,,,,504.1,-47.0,,-24.3,,-70.0,199.0,,,,,178.2,,153.0,,-148.9,,-242.4,,-218.5,-231.5,,184.0,,,,,,,,,,-34.9,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,True
20061,755,280.0,,273.0,,273.0,365.0,,,,,612.0,,1172.0,,322.4,,228.4,,186.0,235.8,,582.0,,,,,,,,,,220.4,-475.0,,-482.0,,-482.0,-390.0,,,,,-143.0,,417.0,,-432.6,,-526.6,,-569.0,-519.2,,-173.0,,,,,,,,,,-534.6,,False,,False,True,,,,,True,,True,,True,,False,,False,False,,True,,,,,,,,,,False
20063,53,100.0,,114.5,,75.0,0.0,,,,,117.8,,101.0,,10.6,,34.8,,92.0,68.4,,108.0,,,,,,,,,,63.1,47.0,,61.5,,22.0,-53.0,,,,,64.8,,48.0,,-42.4,,-18.2,,39.0,15.4,,55.0,,,,,,,,,,10.1,,False,,True,False,,,,,False,,False,,True,,True,,True,True,,False,,,,,,,,,,True
20065,71,104.0,,102.1,,101.0,,,,,,100.8,,114.0,,415.9,,20.6,,46.0,78.0,,116.0,,,,,,,,,,253.1,33.0,,31.1,,30.0,,,,,,29.8,,43.0,,344.9,,-50.4,,-25.0,7.0,,45.0,,,,,,,,,,182.1,,True,,True,,,,,,True,,False,,False,,False,,True,True,,False,,,,,,,,,,False
20067,227,248.0,,253.0,,201.0,76.0,,,,,387.8,,166.0,,134.9,,104.1,,213.0,227.6,,289.0,,,,,,,,,,243.7,21.0,,26.0,,-26.0,-151.0,,,,,160.8,,-61.0,,-92.1,,-122.9,,-14.0,0.6,,62.0,,,,,,,,,,16.7,,False,,False,False,,,,,False,,False,,False,,False,,True,True,,False,,,,,,,,,,True
20069,125,328.0,,309.9,,152.0,100.0,,,,,294.5,,98.0,,619.5,,64.7,,116.0,151.4,,323.0,,,,,,,,,,222.8,203.0,,184.9,,27.0,-25.0,,,,,169.5,,-27.0,,494.5,,-60.3,,-9.0,26.4,,198.0,,,,,,,,,,97.8,,True,,True,True,,,,,True,,True,,False,,True,,True,True,,True,,,,,,,,,,True
20071,7,64.0,,68.2,,45.0,0.0,,,,,72.2,,49.0,,129.8,,14.7,,43.0,48.6,,67.0,,,,,,,,,,31.3,57.0,,61.2,,38.0,-7.0,,,,,65.2,,42.0,,122.8,,7.7,,36.0,41.6,,60.0,,,,,,,,,,24.3,,False,,True,True,,,,,False,,True,,False,,True,,True,True,,False,,,,,,,,,,True
20073,239,0.0,,0.0,,0.0,0.0,,,,,72.8,,135.0,,1.2,,15.9,,60.0,21.2,,54.0,,,,,,,,,,25.2,-239.0,,-239.0,,-239.0,-239.0,,,,,-166.2,,-104.0,,-237.8,,-223.1,,-179.0,-217.8,,-185.0,,,,,,,,,,-213.8,,False,,False,False,,,,,True,,True,,True,,True,,True,True,,True,,,,,,,,,,True
