,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48379,62,52.0,,53.1,,44.0,44.0,,,,,50.1,57.1,,,,45.0,,30.3,,35.6,,,23.0,36.7,,,66.0,62.0,7.9,,,,,,77.3,,,,54.9,-10.0,,-8.9,,-18.0,-18.0,,,,,-11.9,-4.9,,,,-17.0,,-31.7,,-26.4,,,-39.0,-25.3,,,4.0,0.0,-54.1,,,,,,15.3,,,,-7.1,,True,,False,False,,,,,False,True,,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,False,,,,True
48381,1348,2834.0,,2902.9,,1981.0,1897.0,,,,,1447.9,1764.9,,,,1785.0,,2391.5,,1507.8,1494.5,,2335.0,2391.0,,,2703.0,2608.0,138.0,,,,,1967.4,2839.4,1886.0,,,1875.0,1486.0,,1554.9,,633.0,549.0,,,,,99.9,416.9,,,,437.0,,1043.5,,159.8,146.5,,987.0,1043.0,,,1355.0,1260.0,-1210.0,,,,,619.4,1491.4,538.0,,,527.0,,False,,True,True,,,,,True,True,,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,False,True,,,True
48383,25,8.0,,6.3,,12.0,2.0,,,,,21.8,16.3,,,,42.0,,13.4,,31.4,,,0.0,17.2,,,,32.0,14.7,,,,,,149.1,,,,11.2,-17.0,,-18.7,,-13.0,-23.0,,,,,-3.2,-8.7,,,,17.0,,-11.6,,6.4,,,-25.0,-7.8,,,,7.0,-10.3,,,,,,124.1,,,,-13.8,,False,,True,False,,,,,True,True,,,,False,,True,,True,,,False,True,,,,True,True,,,,,,False,,,,True
48385,26,26.0,,26.9,,12.0,5.0,,,,,12.4,7.6,,,,12.0,,388.0,,14.2,,,2.0,8.2,,,18.0,24.0,1.3,,,,,,49.8,,,,29.3,0.0,,0.9,,-14.0,-21.0,,,,,-13.6,-18.4,,,,-14.0,,362.0,,-11.8,,,-24.0,-17.8,,,-8.0,-2.0,-24.7,,,,,,23.8,,,,3.3,,False,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
48387,57,42.0,,41.7,,31.0,0.0,,,,,29.0,49.7,,,,46.0,,30.2,,17.7,,,13.0,34.3,,,35.0,57.0,2.8,,,,,,128.8,,,,22.8,-15.0,,-15.3,,-26.0,-57.0,,,,,-28.0,-7.3,,,,-11.0,,-26.8,,-39.3,,,-44.0,-22.7,,,-22.0,0.0,-54.2,,,,,,71.8,,,,-34.2,,False,,False,False,,,,,False,True,,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
48389,173,122.0,,109.9,,127.0,58.0,,,,,130.9,95.1,,,,187.0,,188.5,,168.1,,,683.0,142.6,,,,119.0,76.7,,,,,,315.2,,,,156.6,-51.0,,-63.1,,-46.0,-115.0,,,,,-42.1,-77.9,,,,14.0,,15.5,,-4.9,,,510.0,-30.4,,,,-54.0,-96.3,,,,,,142.2,,,,-16.4,,False,,True,False,,,,,True,False,,,,True,,True,,True,,,False,True,,,,False,False,,,,,,False,,,,True
48391,24,42.0,,41.5,,30.0,0.0,,,,,34.9,25.0,,,,28.0,,62.1,,16.2,,,19.0,28.8,,,49.0,44.0,16.4,,,,,,139.9,,,,40.2,18.0,,17.5,,6.0,-24.0,,,,,10.9,1.0,,,,4.0,,38.1,,-7.8,,,-5.0,4.8,,,25.0,20.0,-7.6,,,,,,115.9,,,,16.2,,True,,True,False,,,,,True,True,,,,True,,False,,True,,,True,True,,,False,False,True,,,,,,False,,,,True
48393,4,2.0,,1.5,,2.0,0.0,,,,,4.4,6.0,,,,13.0,,0.4,,0.4,,,5.0,1.1,,,,4.0,5.5,,,,,,20.9,,,,3.1,-2.0,,-2.5,,-2.0,-4.0,,,,,0.4,2.0,,,,9.0,,-3.6,,-3.6,,,1.0,-2.9,,,,0.0,1.5,,,,,,16.9,,,,-0.9,,False,,False,False,,,,,True,False,,,,False,,False,,False,,,True,False,,,,True,True,,,,,,False,,,,True
48395,141,76.0,,81.5,,76.0,40.0,,,,,62.4,80.7,,,,68.0,,87.9,,40.4,,,90.0,80.0,,,92.0,84.0,4.3,,,,,,141.5,,,,57.5,-65.0,,-59.5,,-65.0,-101.0,,,,,-78.6,-60.3,,,,-73.0,,-53.1,,-100.6,,,-51.0,-61.0,,,-49.0,-57.0,-136.7,,,,,,0.5,,,,-83.5,,True,,False,False,,,,,False,True,,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,False
48397,993,1184.0,,1211.2,,1081.0,1553.0,,,,,437.3,750.6,,1298.1,,525.0,,2463.8,,785.0,878.0,,1149.0,729.2,,,1504.0,1114.0,109.2,,,,,914.6,1947.5,,,,1059.6,191.0,,218.2,,88.0,560.0,,,,,-555.7,-242.4,,305.1,,-468.0,,1470.8,,-208.0,-115.0,,156.0,-263.8,,,511.0,121.0,-883.8,,,,,-78.4,954.5,,,,66.6,,False,,True,False,,,,,False,False,,False,,False,,False,,False,True,,True,False,,,False,True,False,,,,,True,False,,,,True
48399,168,94.0,,89.7,,72.0,21.0,,,,,37.2,54.6,,,,72.0,,301.6,,56.9,,,16.0,48.5,,,109.0,81.0,5.1,,,,,,182.2,,,,106.3,-74.0,,-78.3,,-96.0,-147.0,,,,,-130.8,-113.4,,,,-96.0,,133.6,,-111.1,,,-152.0,-119.5,,,-59.0,-87.0,-162.9,,,,,,14.2,,,,-61.7,,False,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,True,,,,True
48401,355,100.0,,109.8,,100.0,33.0,,,,,137.4,74.7,,,,227.0,,67.1,,100.4,100.0,,95.0,94.8,,,90.0,210.0,6.5,,,,,,187.5,,,,130.4,-255.0,,-245.2,,-255.0,-322.0,,,,,-217.6,-280.3,,,,-128.0,,-287.9,,-254.6,-255.0,,-260.0,-260.2,,,-265.0,-145.0,-348.5,,,,,,-167.5,,,,-224.6,,True,,False,False,,,,,True,False,,,,True,,False,,True,False,,False,False,,,False,True,False,,,,,,True,,,,True
48403,87,0.0,,0.7,,0.0,0.0,,,,,9.9,2.8,,,,34.0,,0.1,,8.6,,,12.0,8.3,,,1.0,26.0,0.6,,,,,,22.3,,,,0.9,-87.0,,-86.3,,-87.0,-87.0,,,,,-77.1,-84.2,,,,-53.0,,-86.9,,-78.4,,,-75.0,-78.7,,,-86.0,-61.0,-86.4,,,,,,-64.7,,,,-86.1,,True,,False,False,,,,,True,True,,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,True,,,,True
48405,45,14.0,,22.8,,13.0,0.0,,,,,40.2,16.4,,,,34.0,,6.1,,7.3,,,13.0,9.8,,,15.0,30.0,4.2,,,,,,25.8,,,,19.1,-31.0,,-22.2,,-32.0,-45.0,,,,,-4.8,-28.6,,,,-11.0,,-38.9,,-37.6,,,-32.0,-35.2,,,-30.0,-15.0,-40.8,,,,,,-19.2,,,,-25.9,,True,,False,False,,,,,True,True,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
48407,31,8.0,,7.8,,8.0,0.0,,,,,20.4,11.9,,,,96.0,,9.0,,21.7,,,7.0,10.0,,,14.0,81.0,7.5,,,,,,26.5,,,,12.0,-23.0,,-23.2,,-23.0,-31.0,,,,,-10.6,-19.1,,,,65.0,,-22.0,,-9.3,,,-24.0,-21.0,,,-17.0,50.0,-23.5,,,,,,-4.5,,,,-19.0,,False,,False,False,,,,,True,True,,,,False,,True,,True,,,False,True,,,True,False,False,,,,,,True,,,,True
48409,870,204.0,,197.3,,111.0,81.0,,,,,145.7,362.8,,,,276.0,,21.5,,180.5,99.5,,136.0,80.7,,,298.0,290.0,13.1,,,,,,795.8,,,,136.7,-666.0,,-672.7,,-759.0,-789.0,,,,,-724.3,-507.2,,,,-594.0,,-848.5,,-689.5,-770.5,,-734.0,-789.3,,,-572.0,-580.0,-856.9,,,,,,-74.2,,,,-733.3,,False,,False,False,,,,,False,True,,,,True,,False,,False,False,,False,False,,,True,True,False,,,,,,True,,,,False
48411,46,20.0,,17.1,,16.0,25.0,,,,,25.3,21.9,,,,31.0,,7.5,,12.0,,,7.0,16.2,,,24.0,30.0,10.1,,,,,,77.0,,,,14.5,-26.0,,-28.9,,-30.0,-21.0,,,,,-20.7,-24.1,,,,-15.0,,-38.5,,-34.0,,,-39.0,-29.8,,,-22.0,-16.0,-35.9,,,,,,31.0,,,,-31.5,,False,,False,True,,,,,True,True,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,False,,,,False
48413,13,12.0,,11.9,,12.0,0.0,,,,,20.7,12.8,,,,14.0,,7.1,,6.5,,,9.0,13.9,,,34.0,19.0,1.0,,,,,,27.4,,,,18.6,-1.0,,-1.1,,-1.0,-13.0,,,,,7.7,-0.2,,,,1.0,,-5.9,,-6.5,,,-4.0,0.9,,,21.0,6.0,-12.0,,,,,,14.4,,,,5.6,,False,,False,False,,,,,False,True,,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,False,,,,False
48415,128,232.0,,228.1,,196.0,97.0,,,,,142.6,145.8,,,,239.0,,181.9,,111.3,,,196.0,157.6,,,177.0,220.0,13.9,,,,,,422.9,,,,179.9,104.0,,100.1,,68.0,-31.0,,,,,14.6,17.8,,,,111.0,,53.9,,-16.7,,,68.0,29.6,,,49.0,92.0,-114.1,,,,,,294.9,,,,51.9,,True,,True,True,,,,,True,True,,,,False,,True,,True,,,True,True,,,True,True,False,,,,,,False,,,,True
48417,22,14.0,,13.7,,13.0,,,,,,9.4,13.2,,,,16.0,,39.0,,4.9,,,7.0,9.4,,,15.0,15.0,0.5,,,,,,29.4,,,,11.3,-8.0,,-8.3,,-9.0,,,,,,-12.6,-8.8,,,,-6.0,,17.0,,-17.1,,,-15.0,-12.6,,,-7.0,-7.0,-21.5,,,,,,7.4,,,,-10.7,,False,,False,,,,,,False,False,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,False
48419,91,18.0,,20.8,,18.0,14.0,,,,,48.1,29.1,,,,99.0,,11.4,,33.0,,,4.0,21.1,,,16.0,84.0,1.5,,,,,,68.1,,,,21.0,-73.0,,-70.2,,-73.0,-77.0,,,,,-42.9,-61.9,,,,8.0,,-79.6,,-58.0,,,-87.0,-69.9,,,-75.0,-7.0,-89.5,,,,,,-22.9,,,,-70.0,,True,,False,False,,,,,True,True,,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,True,,,,True
48421,7,4.0,,4.1,,4.0,0.0,,,,,9.0,6.8,,,,22.0,,1.9,,0.4,,,5.0,2.7,,,4.0,10.0,0.6,,,,,,17.2,,,,4.9,-3.0,,-2.9,,-3.0,-7.0,,,,,2.0,-0.2,,,,15.0,,-5.1,,-6.6,,,-2.0,-4.3,,,-3.0,3.0,-6.4,,,,,,10.2,,,,-2.1,,True,,False,False,,,,,True,True,,,,False,,False,,False,,,True,False,,,False,False,False,,,,,,False,,,,True
48423,1367,576.0,,527.5,,419.0,307.0,,,,,1161.7,570.6,,394.4,,931.0,,299.7,,509.5,6484.0,,379.0,457.0,,,452.0,1061.0,33.4,,,,,614.4,987.0,350.0,,,543.7,-791.0,,-839.5,,-948.0,-1060.0,,,,,-205.3,-796.4,,-972.6,,-436.0,,-1067.3,,-857.5,5117.0,,-988.0,-910.0,,,-915.0,-306.0,-1333.6,,,,,-752.6,-380.0,-1017.0,,,-823.3,,False,,False,False,,,,,True,False,,False,,True,,False,,False,False,,False,False,,,False,True,False,,,,,True,True,False,,,False
48425,114,86.0,,83.1,,73.0,109.0,,,,,36.6,59.6,,,,45.0,,91.8,,86.7,,,41.0,55.1,,,100.0,80.0,7.3,,,,,,97.1,,,,74.6,-28.0,,-30.9,,-41.0,-5.0,,,,,-77.4,-54.4,,,,-69.0,,-22.2,,-27.3,,,-73.0,-58.9,,,-14.0,-34.0,-106.7,,,,,,-16.9,,,,-39.4,,False,,False,True,,,,,False,False,,,,False,,True,,True,,,False,False,,,True,False,False,,,,,,True,,,,False
48427,732,290.0,,291.7,,283.0,274.0,,,,,364.9,210.0,,,,455.0,,324.9,,320.3,239.5,,117.0,232.9,,,308.0,300.0,150.3,,,,,208.2,499.4,,,,344.4,-442.0,,-440.3,,-449.0,-458.0,,,,,-367.1,-522.0,,,,-277.0,,-407.1,,-411.7,-492.5,,-615.0,-499.1,,,-424.0,-432.0,-581.7,,,,,-523.8,-232.6,,,,-387.6,,True,,False,False,,,,,True,False,,,,True,,True,,True,False,,False,False,,,True,True,False,,,,,False,True,,,,True
48429,59,38.0,,33.8,,37.0,6.0,,,,,41.9,39.3,,,,71.0,,55.5,,63.7,,,13.0,33.3,,,,69.0,30.8,,,,,,203.6,,,,118.1,-21.0,,-25.2,,-22.0,-53.0,,,,,-17.1,-19.7,,,,12.0,,-3.5,,4.7,,,-46.0,-25.7,,,,10.0,-28.2,,,,,,144.6,,,,59.1,,False,,False,False,,,,,True,True,,,,True,,True,,True,,,False,False,,,,True,False,,,,,,False,,,,False
48431,22,8.0,,8.5,,6.0,0.0,,,,,7.6,5.7,,,,15.0,,6.0,,6.1,,,7.0,4.5,,,10.0,7.0,4.4,,,,,,21.2,,,,8.8,-14.0,,-13.5,,-16.0,-22.0,,,,,-14.4,-16.3,,,,-7.0,,-16.0,,-15.9,,,-15.0,-17.5,,,-12.0,-15.0,-17.6,,,,,,-0.8,,,,-13.2,,True,,False,False,,,,,False,False,,,,True,,False,,False,,,False,False,,,True,False,False,,,,,,True,,,,True
48433,12,12.0,,11.8,,10.0,,,,,,6.5,13.1,,,,12.0,,17.1,,2.1,,,3.0,3.7,,,,10.0,1.0,,,,,,29.1,,,,8.8,0.0,,-0.2,,-2.0,,,,,,-5.5,1.1,,,,0.0,,5.1,,-9.9,,,-9.0,-8.3,,,,-2.0,-11.0,,,,,,17.1,,,,-3.2,,False,,False,,,,,,False,False,,,,True,,False,,False,,,False,False,,,,False,False,,,,,,False,,,,False
48435,59,20.0,,29.2,,21.0,0.0,,,,,29.7,15.9,,,,23.0,,14.6,,28.3,,,18.0,20.7,,,16.0,26.0,3.2,,,,,,126.1,,,,24.5,-39.0,,-29.8,,-38.0,-59.0,,,,,-29.3,-43.1,,,,-36.0,,-44.4,,-30.7,,,-41.0,-38.3,,,-43.0,-33.0,-55.8,,,,,,67.1,,,,-34.5,,True,,True,False,,,,,True,False,,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,False,,,,True
48437,63,54.0,,56.6,,54.0,36.0,,,,,53.5,40.4,,,,82.0,,65.0,,20.5,,,40.0,53.9,,,59.0,58.0,4.2,,,,,,106.2,,,,59.1,-9.0,,-6.4,,-9.0,-27.0,,,,,-9.5,-22.6,,,,19.0,,2.0,,-42.5,,,-23.0,-9.1,,,-4.0,-5.0,-58.8,,,,,,43.2,,,,-3.9,,True,,False,False,,,,,False,False,,,,False,,True,,False,,,False,False,,,True,True,False,,,,,,False,,,,True
48439,21657,24982.0,,23780.7,21933.2,21714.0,56042.0,,,,,10186.3,18463.5,,16817.4,,13366.0,,24836.2,,16504.7,18356.0,,22919.0,22425.3,,,18063.0,22305.0,705.6,,,,,17396.3,28021.8,18634.0,,,32509.3,3325.0,,2123.7,276.2,57.0,34385.0,,,,,-11470.7,-3193.5,,-4839.6,,-8291.0,,3179.2,,-5152.3,-3301.0,,1262.0,768.3,,,-3594.0,648.0,-20951.4,,,,,-4260.7,6364.8,-3023.0,,,10852.3,,True,True,True,False,,,,,False,True,,False,,False,,True,,False,True,,True,True,,,False,True,False,,,,,False,False,True,,,False
48441,1272,704.0,,701.5,,694.0,641.0,,,,,1173.0,691.0,,,,1081.0,,522.4,,628.6,7991.5,,566.0,733.8,,,865.0,849.0,191.4,,,,,688.4,1345.9,582.0,,,1031.4,-568.0,,-570.5,,-578.0,-631.0,,,,,-99.0,-581.0,,,,-191.0,,-749.6,,-643.4,6719.5,,-706.0,-538.2,,,-407.0,-423.0,-1080.6,,,,,-583.6,73.9,-690.0,,,-240.6,,False,,False,False,,,,,True,False,,,,True,,False,,False,False,,False,True,,,True,True,False,,,,,False,True,False,,,True
48443,23,4.0,,5.2,,5.0,0.0,,,,,8.8,2.5,,,,13.0,,8.5,,5.0,,,7.0,4.0,,,,6.0,3.5,,,,,,5.8,,,,4.7,-19.0,,-17.8,,-18.0,-23.0,,,,,-14.2,-20.5,,,,-10.0,,-14.5,,-18.1,,,-16.0,-19.0,,,,-17.0,-19.5,,,,,,-17.2,,,,-18.3,,True,,True,False,,,,,True,False,,,,True,,True,,True,,,True,False,,,,True,False,,,,,,True,,,,True
48445,231,258.0,,248.5,,126.0,120.0,,,,,106.5,182.1,,,,198.0,,85.9,,44.4,,,98.0,132.9,,,272.0,182.0,4.6,,,,,,359.2,,,,138.4,27.0,,17.5,,-105.0,-111.0,,,,,-124.5,-48.9,,,,-33.0,,-145.1,,-186.6,,,-133.0,-98.1,,,41.0,-49.0,-226.4,,,,,,128.2,,,,-92.6,,True,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
48447,5,4.0,,3.5,,2.0,0.0,,,,,2.8,3.4,,,,10.0,,2.9,,1.9,,,2.0,1.4,,,,6.0,0.3,,,,,,19.4,,,,2.9,-1.0,,-1.5,,-3.0,-5.0,,,,,-2.2,-1.6,,,,5.0,,-2.1,,-3.1,,,-3.0,-3.6,,,,1.0,-4.7,,,,,,14.4,,,,-2.1,,False,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,,False,False,,,,,,False,,,,False
48449,162,130.0,,132.1,,120.0,15.0,,,,,220.0,141.5,,,,147.0,,67.2,,150.4,113.5,,71.0,135.5,,,162.0,186.0,9.5,,,,,,236.6,,,,139.6,-32.0,,-29.9,,-42.0,-147.0,,,,,58.0,-20.5,,,,-15.0,,-94.8,,-11.6,-48.5,,-91.0,-26.5,,,0.0,24.0,-152.5,,,,,,74.6,,,,-22.4,,True,,False,False,,,,,False,True,,,,True,,False,,True,False,,False,True,,,True,True,False,,,,,,False,,,,True
48451,1465,1464.0,,1513.1,,1204.0,1068.0,,,,,1173.7,1003.5,,,,1121.0,,833.6,,533.0,17842.5,,1244.0,1265.4,,,1040.0,1229.0,276.0,,,,,1123.1,1641.5,,,,1054.4,-1.0,,48.1,,-261.0,-397.0,,,,,-291.3,-461.5,,,,-344.0,,-631.4,,-932.0,16377.5,,-221.0,-199.6,,,-425.0,-236.0,-1189.0,,,,,-341.9,176.5,,,,-410.6,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
48453,5145,4054.0,,4006.0,5040.1,4224.0,5256.0,,,,,3942.7,4830.2,,4645.5,,4214.0,,4211.5,,4814.9,4049.5,,4955.5,4765.1,,,4847.0,5520.0,1362.7,,,,,3311.5,5421.7,3547.0,,,4508.8,-1091.0,,-1139.0,-104.9,-921.0,111.0,,,,,-1202.3,-314.8,,-499.5,,-931.0,,-933.5,,-330.1,-1095.5,,-189.5,-379.9,,,-298.0,375.0,-3782.3,,,,,-1833.5,276.7,-1598.0,,,-636.2,,False,True,True,True,,,,,False,True,,True,,True,,True,,True,False,,True,True,,,True,True,False,,,,,False,True,False,,,True
48455,39,10.0,,9.8,,9.0,11.0,,,,,20.3,13.2,,,,53.0,,6.5,,16.6,,,7.0,11.0,,,10.0,53.0,9.3,,,,,,54.6,,,,6.7,-29.0,,-29.2,,-30.0,-28.0,,,,,-18.7,-25.8,,,,14.0,,-32.5,,-22.4,,,-32.0,-28.0,,,-29.0,14.0,-29.7,,,,,,15.6,,,,-32.3,,False,,False,True,,,,,True,True,,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,True,,,,False
48457,115,40.0,,37.8,,33.0,14.0,,,,,28.5,19.7,,,,117.0,,36.5,,34.8,,,19.0,27.7,,,46.0,84.0,7.7,,,,,,89.7,,,,32.5,-75.0,,-77.2,,-82.0,-101.0,,,,,-86.5,-95.3,,,,2.0,,-78.5,,-80.2,,,-96.0,-87.3,,,-69.0,-31.0,-107.3,,,,,,-25.3,,,,-82.5,,False,,False,False,,,,,False,False,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,False
48459,277,68.0,,70.8,,60.0,54.0,,,,,56.1,69.7,,,,157.0,,43.4,,64.7,63.0,,21.0,65.5,,,75.0,146.0,3.3,,,,,,137.7,,,,51.1,-209.0,,-206.2,,-217.0,-223.0,,,,,-220.9,-207.3,,,,-120.0,,-233.6,,-212.3,-214.0,,-256.0,-211.5,,,-202.0,-131.0,-273.7,,,,,,-139.3,,,,-225.9,,True,,False,False,,,,,False,True,,,,True,,False,,False,False,,False,False,,,True,True,False,,,,,,True,,,,False
48461,75,2.0,,1.0,,8.0,0.0,,,,,8.6,6.7,,,,31.0,,18.0,,12.6,,,7.0,9.3,,,,21.0,11.1,,,,,,22.4,,,,33.4,-73.0,,-74.0,,-67.0,-75.0,,,,,-66.4,-68.3,,,,-44.0,,-57.0,,-62.4,,,-68.0,-65.7,,,,-54.0,-63.9,,,,,,-52.6,,,,-41.6,,False,,True,False,,,,,True,True,,,,True,,True,,True,,,True,True,,,,True,True,,,,,,True,,,,True
48463,253,168.0,,175.4,,162.0,206.0,,,,,154.6,139.8,,,,159.0,,128.6,,138.5,,,156.0,160.3,,,177.0,174.0,16.4,,,,,,292.7,,,,208.2,-85.0,,-77.6,,-91.0,-47.0,,,,,-98.4,-113.2,,,,-94.0,,-124.4,,-114.5,,,-97.0,-92.7,,,-76.0,-79.0,-236.6,,,,,,39.7,,,,-44.8,,True,,False,True,,,,,False,False,,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,True
48465,491,736.0,,860.0,,361.0,254.0,,,,,303.2,134.7,,,,503.0,,2125.1,,355.3,448.5,,97.0,160.9,,,,709.0,5.6,,,,,539.6,985.1,,,,378.6,245.0,,369.0,,-130.0,-237.0,,,,,-187.8,-356.3,,,,12.0,,1634.1,,-135.7,-42.5,,-394.0,-330.1,,,,218.0,-485.4,,,,,48.6,494.1,,,,-112.4,,False,,True,True,,,,,True,False,,,,True,,False,,True,True,,False,False,,,,True,False,,,,,True,False,,,,True
48467,362,158.0,,180.3,,147.0,66.0,,,,,250.0,131.8,,,,247.0,,76.9,,196.1,746.5,,110.0,140.5,,,151.0,272.0,9.9,,,,,,208.3,,,,182.7,-204.0,,-181.7,,-215.0,-296.0,,,,,-112.0,-230.2,,,,-115.0,,-285.1,,-165.9,384.5,,-252.0,-221.5,,,-211.0,-90.0,-352.1,,,,,,-153.7,,,,-179.3,,True,,False,False,,,,,True,False,,,,True,,False,,True,False,,False,False,,,False,True,False,,,,,,True,,,,True
48469,350,488.0,,476.2,,353.0,352.0,,,,,365.1,459.5,,,,421.0,,354.3,,399.2,339.0,,285.0,266.2,,,597.0,521.0,22.5,,,,,386.0,970.2,,,,565.5,138.0,,126.2,,3.0,2.0,,,,,15.1,109.5,,,,71.0,,4.3,,49.2,-11.0,,-65.0,-83.8,,,247.0,171.0,-327.5,,,,,36.0,620.2,,,,215.5,,True,,True,True,,,,,True,True,,,,True,,True,,True,True,,True,True,,,False,False,False,,,,,True,False,,,,False
48471,602,466.0,,499.3,,466.0,736.0,,,,,541.1,305.5,,,,311.0,,836.2,,472.9,964.0,,915.0,421.8,,,549.0,510.0,82.6,,,,,297.4,543.6,,,,290.8,-136.0,,-102.7,,-136.0,134.0,,,,,-60.9,-296.5,,,,-291.0,,234.2,,-129.1,362.0,,313.0,-180.2,,,-53.0,-92.0,-519.4,,,,,-304.6,-58.4,,,,-311.2,,True,,False,True,,,,,True,False,,,,False,,False,,True,False,,False,False,,,True,True,False,,,,,False,True,,,,False
48473,346,218.0,,223.4,,221.0,457.0,,,,,181.1,120.5,,,,162.0,,447.7,,186.3,197.0,,329.0,203.9,,,272.0,284.0,35.5,,,,,,401.4,,,,207.0,-128.0,,-122.6,,-125.0,111.0,,,,,-164.9,-225.5,,,,-184.0,,101.7,,-159.7,-149.0,,-17.0,-142.1,,,-74.0,-62.0,-310.5,,,,,,55.4,,,,-139.0,,True,,True,True,,,,,False,False,,,,False,,True,,False,False,,True,False,,,True,True,False,,,,,,True,,,,False
