,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
42097,524,532.0,,536.0,,526.0,521.0,,,,,352.5,,495.6,,,,706.0,,578.4,281.1,567.0,,498.0,515.1,547.2,560.0,531.0,519.4,,,,,481.8,384.2,,,,420.7,8.0,,12.0,,2.0,-3.0,,,,,-171.5,,-28.4,,,,182.0,,54.4,-242.9,43.0,,-26.0,-8.9,23.2,36.0,7.0,-4.6,,,,,-42.2,-139.8,,,,-103.3,,False,,True,True,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,True,True,,,,,False,False,,,,False
42099,270,253.0,,266.0,,276.0,300.0,,,,,135.2,,330.6,,,,276.0,,293.3,130.9,230.5,,356.0,310.8,340.0,276.0,236.0,245.7,,,,,,234.2,,,,370.8,-17.0,,-4.0,,6.0,30.0,,,,,-134.8,,60.6,,,,6.0,,23.3,-139.1,-39.5,,86.0,40.8,70.0,6.0,-34.0,-24.3,,,,,,-35.8,,,,100.8,,True,,True,False,,,,,False,,False,,,,True,,False,False,False,,False,False,False,True,False,False,,,,,,False,,,,False
42101,6087,7332.0,,7348.8,7636.5,7368.0,8259.0,,,,,4983.2,,3238.5,,8092.6,,6764.0,,10817.8,6337.7,10042.5,,6485.5,5979.7,7238.7,5906.0,7321.0,8184.1,,,,,6780.5,5993.0,6110.0,,,13408.9,1245.0,,1261.8,1549.5,1281.0,2172.0,,,,,-1103.8,,-2848.5,,2005.6,,677.0,,4730.8,250.7,3955.5,,398.5,-107.3,1151.7,-181.0,1234.0,2097.1,,,,,693.5,-94.0,23.0,,,7321.9,,False,False,False,False,,,,,True,,False,,False,,True,,False,True,False,,True,True,True,True,True,False,,,,,True,True,True,,,False
42103,143,118.0,,120.6,,131.0,148.0,,,,,87.6,,170.0,,,,184.0,,142.2,74.7,111.0,,162.0,131.3,150.3,152.0,151.0,110.3,,,,,,111.5,,,,96.0,-25.0,,-22.4,,-12.0,5.0,,,,,-55.4,,27.0,,,,41.0,,-0.8,-68.3,-32.0,,19.0,-11.7,7.3,9.0,8.0,-32.7,,,,,,-31.5,,,,-47.0,,True,,True,True,,,,,False,,False,,,,False,,True,False,False,,True,True,True,True,True,False,,,,,,False,,,,False
42105,80,73.0,,68.9,,88.0,110.0,,,,,47.0,,67.4,,,,98.0,,114.7,24.4,,,94.0,91.2,106.5,112.0,85.0,79.9,,,,,,77.7,,,,80.5,-7.0,,-11.1,,8.0,30.0,,,,,-33.0,,-12.6,,,,18.0,,34.7,-55.6,,,14.0,11.2,26.5,32.0,5.0,-0.1,,,,,,-2.3,,,,0.5,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,True,True,,,,,,True,,,,True
42107,876,796.0,,782.7,,796.0,627.0,,,,,504.8,,882.8,,,,1083.0,,692.3,548.4,831.5,,769.0,836.0,885.1,882.0,805.0,922.9,,,,,901.9,708.4,717.0,,,852.0,-80.0,,-93.3,,-80.0,-249.0,,,,,-371.2,,6.8,,,,207.0,,-183.7,-327.6,-44.5,,-107.0,-40.0,9.1,6.0,-71.0,46.9,,,,,25.9,-167.6,-159.0,,,-24.0,,False,,False,False,,,,,False,,True,,,,False,,False,False,True,,False,True,True,True,True,True,,,,,True,False,False,,,True
42109,246,198.0,,197.2,,202.0,214.0,,,,,124.0,,216.1,,,,293.0,,199.0,113.0,235.0,,226.0,197.4,216.8,243.0,201.0,207.6,,,,,,154.3,,,,326.8,-48.0,,-48.8,,-44.0,-32.0,,,,,-122.0,,-29.9,,,,47.0,,-47.0,-133.0,-11.0,,-20.0,-48.6,-29.2,-3.0,-45.0,-38.4,,,,,,-91.7,,,,80.8,,False,,True,True,,,,,False,,True,,,,True,,True,False,True,,True,False,True,True,True,True,,,,,,False,,,,False
42111,838,694.0,,680.0,,618.0,589.0,,,,,422.1,,867.8,,,,525.0,,529.7,302.3,761.5,,750.0,723.4,812.8,838.0,648.0,442.1,,,,,745.2,582.0,,,,1186.1,-144.0,,-158.0,,-220.0,-249.0,,,,,-415.9,,29.8,,,,-313.0,,-308.3,-535.7,-76.5,,-88.0,-114.6,-25.2,0.0,-190.0,-395.9,,,,,-92.8,-256.0,,,,348.1,,False,,False,False,,,,,False,,True,,,,False,,False,False,True,,True,True,True,True,False,False,,,,,True,False,,,,False
42113,13,25.0,,25.3,,25.0,14.0,,,,,12.7,,20.3,,,,30.0,,34.0,6.0,,,25.0,20.9,26.9,28.0,26.0,22.0,,,,,,23.5,,,,24.7,12.0,,12.3,,12.0,1.0,,,,,-0.3,,7.3,,,,17.0,,21.0,-7.0,,,12.0,7.9,13.9,15.0,13.0,9.0,,,,,,10.5,,,,11.7,,False,,False,True,,,,,True,,True,,,,False,,False,True,,,False,True,False,False,False,True,,,,,,True,,,,True
42115,79,98.0,,100.4,,100.0,107.0,,,,,56.5,,103.5,,,,189.0,,100.0,85.4,98.0,,106.0,90.9,105.0,113.0,130.0,117.5,,,,,,96.7,,,,84.7,19.0,,21.4,,21.0,28.0,,,,,-22.5,,24.5,,,,110.0,,21.0,6.4,19.0,,27.0,11.9,26.0,34.0,51.0,38.5,,,,,,17.7,,,,5.7,,False,,False,False,,,,,False,,False,,,,False,,False,True,False,,False,True,False,False,False,False,,,,,,True,,,,True
42117,226,316.0,,313.5,,285.0,254.0,,,,,160.0,,179.4,,,,251.0,,342.5,88.4,348.5,,235.0,285.9,331.6,322.0,285.0,268.0,,,,,,234.8,,,,383.4,90.0,,87.5,,59.0,28.0,,,,,-66.0,,-46.6,,,,25.0,,116.5,-137.6,122.5,,9.0,59.9,105.6,96.0,59.0,42.0,,,,,,8.8,,,,157.4,,True,,True,True,,,,,True,,True,,,,True,,False,False,False,,True,True,False,False,True,True,,,,,,True,,,,False
42119,291,262.0,,265.8,,262.0,134.0,,,,,201.6,,258.8,,,,324.0,,174.9,154.0,267.0,,268.0,285.5,304.3,274.0,262.0,457.0,,,,,,245.0,,,,232.3,-29.0,,-25.2,,-29.0,-157.0,,,,,-89.4,,-32.2,,,,33.0,,-116.1,-137.0,-24.0,,-23.0,-5.5,13.3,-17.0,-29.0,166.0,,,,,,-46.0,,,,-58.7,,True,,False,False,,,,,False,,False,,,,False,,False,False,True,,True,True,True,True,False,False,,,,,,False,,,,False
42121,376,387.0,,387.1,,370.0,364.0,,,,,202.2,,400.9,,,,332.0,,514.7,124.2,381.5,,459.0,369.6,434.2,439.0,368.0,346.2,,,,,,319.6,,,,455.3,11.0,,11.1,,-6.0,-12.0,,,,,-173.8,,24.9,,,,-44.0,,138.7,-251.8,5.5,,83.0,-6.4,58.2,63.0,-8.0,-29.8,,,,,,-56.4,,,,79.3,,False,,True,False,,,,,False,,False,,,,False,,False,False,True,,False,True,False,False,True,False,,,,,,False,,,,False
42123,277,343.0,,335.3,,343.0,444.0,,,,,138.4,,425.6,,,,234.0,,920.4,187.1,397.0,,547.0,260.1,301.9,332.0,320.0,122.7,,,,,,338.2,,,,538.6,66.0,,58.3,,66.0,167.0,,,,,-138.6,,148.6,,,,-43.0,,643.4,-89.9,120.0,,270.0,-16.9,24.9,55.0,43.0,-154.3,,,,,,61.2,,,,261.6,,True,,False,False,,,,,False,,False,,,,True,,False,False,False,,False,True,True,True,True,False,,,,,,True,,,,False
42125,1041,1082.0,,1091.7,,1046.0,1235.0,,,,,629.8,,1454.9,,,,1347.0,,935.2,739.1,1076.5,,972.0,1129.6,1124.8,1325.0,1116.0,943.4,,,,,1124.8,873.6,1365.0,,,844.4,41.0,,50.7,,5.0,194.0,,,,,-411.2,,413.9,,,,306.0,,-105.8,-301.9,35.5,,-69.0,88.6,83.8,284.0,75.0,-97.6,,,,,83.8,-167.4,324.0,,,-196.6,,False,,True,False,,,,,False,,False,,,,False,,False,False,True,,False,False,False,False,False,False,,,,,False,False,False,,,False
42127,381,225.0,,224.1,,243.0,246.0,,,,,145.3,,284.2,,,,213.0,,246.6,100.9,224.0,,452.0,295.1,318.4,269.0,234.0,183.4,,,,,,203.5,,,,318.2,-156.0,,-156.9,,-138.0,-135.0,,,,,-235.7,,-96.8,,,,-168.0,,-134.4,-280.1,-157.0,,71.0,-85.9,-62.6,-112.0,-147.0,-197.6,,,,,,-177.5,,,,-62.8,,False,,True,True,,,,,False,,True,,,,False,,True,False,False,,True,True,True,True,True,False,,,,,,False,,,,True
42129,2609,2702.0,,2695.4,,2674.0,2740.0,,,,,1643.6,,3824.0,,3523.6,,2436.0,,2646.1,1629.3,2285.0,,3064.0,2879.8,2728.0,2859.0,2494.0,1886.8,,,,,2485.4,2207.9,3098.0,,,3972.6,93.0,,86.4,,65.0,131.0,,,,,-965.4,,1215.0,,914.6,,-173.0,,37.1,-979.7,-324.0,,455.0,270.8,119.0,250.0,-115.0,-722.2,,,,,-123.6,-401.1,489.0,,,1363.6,,True,,True,False,,,,,False,,False,,False,,False,,True,False,False,,False,False,False,False,False,False,,,,,False,False,False,,,False
42131,73,77.0,,75.9,,68.0,58.0,,,,,45.3,,76.1,,,,147.0,,49.5,24.6,,,70.0,85.5,95.5,72.0,87.0,68.1,,,,,,64.0,,,,66.7,4.0,,2.9,,-5.0,-15.0,,,,,-27.7,,3.1,,,,74.0,,-23.5,-48.4,,,-3.0,12.5,22.5,-1.0,14.0,-4.9,,,,,,-9.0,,,,-6.3,,True,,False,False,,,,,False,,True,,,,False,,False,False,,,True,False,False,True,False,False,,,,,,False,,,,False
42133,3095,2771.0,,2828.5,,3272.0,2967.0,,,,,2108.2,,3505.0,,4619.0,,2806.0,,4972.8,2377.5,3083.5,,4636.0,3740.6,3656.3,3269.0,2719.0,3409.8,,,,,2491.3,2501.2,4580.0,,,4382.0,-324.0,,-266.5,,177.0,-128.0,,,,,-986.8,,410.0,,1524.0,,-289.0,,1877.8,-717.5,-11.5,,1541.0,645.6,561.3,174.0,-376.0,314.8,,,,,-603.7,-593.8,1485.0,,,1287.0,,True,,True,True,,,,,False,,False,,False,,True,,False,False,True,,False,False,False,True,False,True,,,,,False,False,False,,,False
44001,232,215.0,,199.9,,191.0,149.0,,,,,144.0,,61.8,,,,244.0,,200.9,98.8,140.0,,191.0,100.7,211.7,252.0,225.0,202.1,,,,,,286.7,,,,173.8,-17.0,,-32.1,,-41.0,-83.0,,,,,-88.0,,-170.2,,,,12.0,,-31.1,-133.2,-92.0,,-41.0,-131.3,-20.3,20.0,-7.0,-29.9,,,,,,54.7,,,,-58.2,,False,,False,False,,,,,False,,False,,,,True,,False,False,False,,False,False,False,False,True,False,,,,,,False,,,,False
44003,1094,1233.0,,1180.1,,1052.0,1285.0,,,,,1222.4,,268.0,,,,1015.0,,1647.0,685.1,800.0,,784.0,645.4,1321.0,1016.0,1137.0,1222.7,,,,,1153.4,1274.6,706.0,,,964.7,139.0,,86.1,,-42.0,191.0,,,,,128.4,,-826.0,,,,-79.0,,553.0,-408.9,-294.0,,-310.0,-448.6,227.0,-78.0,43.0,128.7,,,,,59.4,180.6,-388.0,,,-129.3,,True,,True,False,,,,,True,,False,,,,True,,False,False,False,,False,False,False,True,True,True,,,,,True,False,False,,,True
44005,317,268.0,,261.8,,282.0,310.0,,,,,167.2,,111.0,,,,335.0,,390.0,179.4,164.0,,140.0,113.4,281.5,140.0,313.0,284.9,,,,,,247.5,,,,281.8,-49.0,,-55.2,,-35.0,-7.0,,,,,-149.8,,-206.0,,,,18.0,,73.0,-137.6,-153.0,,-177.0,-203.6,-35.5,-177.0,-4.0,-32.1,,,,,,-69.5,,,,-35.2,,False,,True,True,,,,,False,,False,,,,True,,False,False,False,,False,False,True,False,True,True,,,,,,False,,,,True
44007,5658,6007.0,,6121.8,5000.5,4806.0,4612.0,,,,,6910.9,,1403.8,,,,4359.0,,7627.6,2900.4,4425.5,,3704.0,3060.7,4921.4,5100.0,5277.0,3461.6,,,,,5212.5,5680.6,4074.0,,,6578.6,349.0,,463.8,-657.5,-852.0,-1046.0,,,,,1252.9,,-4254.2,,,,-1299.0,,1969.6,-2757.6,-1232.5,,-1954.0,-2597.3,-736.6,-558.0,-381.0,-2196.4,,,,,-445.5,22.6,-1584.0,,,920.6,,False,False,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,True,False,,,False
44009,569,503.0,,506.6,,506.0,539.0,,,,,394.9,,196.1,,,,554.0,,816.3,228.8,372.5,,289.0,248.6,613.9,369.0,548.0,512.1,,,,,533.4,509.7,,,,468.2,-66.0,,-62.4,,-63.0,-30.0,,,,,-174.1,,-372.9,,,,-15.0,,247.3,-340.2,-196.5,,-280.0,-320.4,44.9,-200.0,-21.0,-56.9,,,,,-35.6,-59.3,,,,-100.8,,True,,True,True,,,,,False,,False,,,,True,,False,False,False,,False,False,True,False,True,True,,,,,True,True,,,,False
45001,61,70.0,,71.1,,73.0,62.0,,,,,61.2,,133.3,,,,120.0,,77.3,50.0,,,58.0,76.4,83.3,105.0,89.0,53.3,,,,,,75.8,,,,105.7,9.0,,10.1,,12.0,1.0,,,,,0.2,,72.3,,,,59.0,,16.3,-11.0,,,-3.0,15.4,22.3,44.0,28.0,-7.7,,,,,,14.8,,,,44.7,,False,,False,True,,,,,True,,False,,,,False,,False,False,,,True,False,False,False,False,True,,,,,,False,,,,False
45003,721,647.0,,640.0,,721.0,887.0,,,,,490.4,,665.3,,,,722.0,,721.5,339.7,469.0,,932.5,798.2,773.0,813.0,677.0,680.6,,,,,636.3,712.8,861.0,,,775.1,-74.0,,-81.0,,0.0,166.0,,,,,-230.6,,-55.7,,,,1.0,,0.5,-381.3,-252.0,,211.5,77.2,52.0,92.0,-44.0,-40.4,,,,,-84.7,-8.2,140.0,,,54.1,,False,,True,False,,,,,False,,True,,,,True,,True,False,False,,False,False,True,False,True,True,,,,,False,True,False,,,True
45005,19,11.0,,11.0,,13.0,0.0,,,,,17.2,,8.7,,,,30.0,,61.3,4.3,,,11.0,18.0,19.6,,19.0,20.8,,,,,,13.1,,,,1.9,-8.0,,-8.0,,-6.0,-19.0,,,,,-1.8,,-10.3,,,,11.0,,42.3,-14.7,,,-8.0,-1.0,0.6,,0.0,1.8,,,,,,-5.9,,,,-17.1,,False,,True,False,,,,,True,,False,,,,False,,False,False,,,False,True,True,,True,True,,,,,,True,,,,False
45007,1016,776.0,,781.0,,867.0,906.0,,,,,611.8,,814.8,,,,1151.0,,908.7,410.9,732.5,,848.0,881.7,897.3,938.0,858.0,551.2,,,,,769.1,796.5,943.0,,,1107.4,-240.0,,-235.0,,-149.0,-110.0,,,,,-404.2,,-201.2,,,,135.0,,-107.3,-605.1,-283.5,,-168.0,-134.3,-118.7,-78.0,-158.0,-464.8,,,,,-246.9,-219.5,-73.0,,,91.4,,True,,True,True,,,,,False,,True,,,,True,,True,False,False,,True,True,True,True,True,False,,,,,False,True,True,,,True
45009,46,48.0,,47.2,,53.0,29.0,,,,,38.9,,54.3,,,,52.0,,82.4,22.4,,,64.0,55.0,57.4,58.0,54.0,22.0,,,,,,67.7,,,,89.0,2.0,,1.2,,7.0,-17.0,,,,,-7.1,,8.3,,,,6.0,,36.4,-23.6,,,18.0,9.0,11.4,12.0,8.0,-24.0,,,,,,21.7,,,,43.0,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
45011,132,84.0,,83.4,,84.0,39.0,,,,,67.0,,113.5,,,,75.0,,83.8,28.1,,,107.0,100.6,100.2,96.0,87.0,90.9,,,,,,118.7,,,,87.9,-48.0,,-48.6,,-48.0,-93.0,,,,,-65.0,,-18.5,,,,-57.0,,-48.2,-103.9,,,-25.0,-31.4,-31.8,-36.0,-45.0,-41.1,,,,,,-13.3,,,,-44.1,,False,,False,False,,,,,False,,True,,,,False,,False,False,,,True,True,True,True,True,True,,,,,,True,,,,True
45013,578,503.0,,483.9,,545.0,655.0,,,,,404.1,,588.6,,713.0,,466.0,,546.7,291.9,432.0,,635.0,628.6,658.9,620.0,568.0,550.8,,,,,445.5,605.8,768.0,,,419.5,-75.0,,-94.1,,-33.0,77.0,,,,,-173.9,,10.6,,135.0,,-112.0,,-31.3,-286.1,-146.0,,57.0,50.6,80.9,42.0,-10.0,-27.2,,,,,-132.5,27.8,190.0,,,-158.5,,False,,True,False,,,,,False,,True,,False,,False,,True,False,False,,True,True,False,True,True,True,,,,,False,True,False,,,False
45015,444,453.0,,454.8,,571.0,587.0,,,,,377.8,,615.6,,,,854.0,,598.0,296.3,415.5,,537.0,601.5,601.8,560.0,569.0,664.1,,,,,423.0,562.2,666.0,,,446.7,9.0,,10.8,,127.0,143.0,,,,,-66.2,,171.6,,,,410.0,,154.0,-147.7,-28.5,,93.0,157.5,157.8,116.0,125.0,220.1,,,,,-21.0,118.2,222.0,,,2.7,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,False,,,True
45017,75,55.0,,60.0,,53.0,9.0,,,,,41.6,,116.5,,,,45.0,,51.2,16.4,,,73.0,80.9,83.5,59.0,57.0,24.9,,,,,,45.3,,,,61.9,-20.0,,-15.0,,-22.0,-66.0,,,,,-33.4,,41.5,,,,-30.0,,-23.8,-58.5,,,-2.0,5.9,8.5,-16.0,-18.0,-50.1,,,,,,-29.7,,,,-13.1,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,True,True,True,True,True,False,,,,,,False,,,,True
45019,977,874.0,,866.5,993.9,980.0,980.0,,,,,808.8,,1281.3,,1031.0,,2588.0,,903.3,1002.3,825.0,,976.0,1042.4,1076.9,1117.0,1100.0,1611.8,,,,,759.1,1245.1,967.0,,,1422.5,-103.0,,-110.5,16.9,3.0,3.0,,,,,-168.2,,304.3,,54.0,,1611.0,,-73.7,25.3,-152.0,,-1.0,65.4,99.9,140.0,123.0,634.8,,,,,-217.9,268.1,-10.0,,,445.5,,False,True,True,True,,,,,False,,False,,True,,False,,True,True,False,,True,True,True,False,False,False,,,,,False,False,True,,,False
45021,206,241.0,,223.5,,239.0,241.0,,,,,171.8,,300.8,,,,389.0,,236.7,135.5,200.5,,236.0,244.4,273.3,291.0,257.0,174.0,,,,,247.3,268.7,,,,310.7,35.0,,17.5,,33.0,35.0,,,,,-34.2,,94.8,,,,183.0,,30.7,-70.5,-5.5,,30.0,38.4,67.3,85.0,51.0,-32.0,,,,,41.3,62.7,,,,104.7,,True,,True,False,,,,,True,,False,,,,False,,True,False,True,,True,False,False,False,False,True,,,,,False,False,,,,False
45023,156,148.0,,148.3,,148.0,130.0,,,,,114.5,,225.8,,,,185.0,,156.5,71.2,115.5,,138.0,149.9,162.7,196.0,156.0,104.2,,,,,,120.2,,,,268.4,-8.0,,-7.7,,-8.0,-26.0,,,,,-41.5,,69.8,,,,29.0,,0.5,-84.8,-40.5,,-18.0,-6.1,6.7,40.0,0.0,-51.8,,,,,,-35.8,,,,112.4,,True,,False,False,,,,,False,,False,,,,False,,True,False,False,,False,True,True,False,True,False,,,,,,False,,,,False
45025,140,108.0,,108.8,,137.0,137.0,,,,,107.3,,132.7,,,,204.0,,153.5,74.9,91.0,,136.0,148.7,157.2,151.0,145.0,173.2,,,,,,122.5,,,,121.4,-32.0,,-31.2,,-3.0,-3.0,,,,,-32.7,,-7.3,,,,64.0,,13.5,-65.1,-49.0,,-4.0,8.7,17.2,11.0,5.0,33.2,,,,,,-17.5,,,,-18.6,,True,,True,True,,,,,False,,True,,,,False,,True,False,False,,True,True,True,True,True,False,,,,,,True,,,,True
45027,91,94.0,,94.6,,94.0,92.0,,,,,68.7,,120.8,,,,114.0,,74.1,37.9,64.0,,75.0,101.2,102.0,99.0,110.0,144.0,,,,,,81.1,,,,105.2,3.0,,3.6,,3.0,1.0,,,,,-22.3,,29.8,,,,23.0,,-16.9,-53.1,-27.0,,-16.0,10.2,11.0,8.0,19.0,53.0,,,,,,-9.9,,,,14.2,,False,,False,True,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,,False,,,,False
45029,114,83.0,,79.4,,83.0,63.0,,,,,80.0,,142.1,,,,150.0,,86.7,42.7,63.0,,87.0,104.8,112.1,105.0,107.0,75.3,,,,,,97.1,,,,54.9,-31.0,,-34.6,,-31.0,-51.0,,,,,-34.0,,28.1,,,,36.0,,-27.3,-71.3,-51.0,,-27.0,-9.2,-1.9,-9.0,-7.0,-38.7,,,,,,-16.9,,,,-59.1,,False,,False,False,,,,,False,,True,,,,False,,True,False,False,,True,True,True,True,True,False,,,,,,True,,,,False
45031,419,321.0,,306.1,,332.0,389.0,,,,,226.6,,333.2,,,,276.0,,693.9,189.1,239.5,,515.0,384.4,386.3,406.0,343.0,260.1,,,,,298.0,318.8,,,,520.1,-98.0,,-112.9,,-87.0,-30.0,,,,,-192.4,,-85.8,,,,-143.0,,274.9,-229.9,-179.5,,96.0,-34.6,-32.7,-13.0,-76.0,-158.9,,,,,-121.0,-100.2,,,,101.1,,False,,True,True,,,,,False,,True,,,,False,,False,False,False,,True,True,True,True,True,False,,,,,False,False,,,,False
45033,217,207.0,,209.2,,196.0,196.0,,,,,116.4,,282.2,,,,121.0,,242.7,67.3,127.0,,206.0,212.3,223.1,214.0,180.0,222.7,,,,,,199.2,,,,336.2,-10.0,,-7.8,,-21.0,-21.0,,,,,-100.6,,65.2,,,,-96.0,,25.7,-149.7,-90.0,,-11.0,-4.7,6.1,-3.0,-37.0,5.7,,,,,,-17.8,,,,119.2,,True,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,True,True,True,False,True,,,,,,False,,,,False
45035,569,501.0,,491.4,,521.0,558.0,,,,,391.6,,708.0,,,,480.0,,628.3,357.5,425.0,,588.0,586.3,602.1,649.0,515.0,532.4,,,,,492.0,697.5,648.0,,,1315.7,-68.0,,-77.6,,-48.0,-11.0,,,,,-177.4,,139.0,,,,-89.0,,59.3,-211.5,-144.0,,19.0,17.3,33.1,80.0,-54.0,-36.6,,,,,-77.0,128.5,79.0,,,746.7,,False,,True,True,,,,,False,,False,,,,False,,True,False,False,,True,True,True,False,True,True,,,,,False,False,False,,,False
45037,120,79.0,,79.4,,90.0,79.0,,,,,75.1,,82.0,,,,122.0,,72.7,35.4,,,102.0,112.2,112.3,101.0,100.0,86.8,,,,,,78.7,,,,101.2,-41.0,,-40.6,,-30.0,-41.0,,,,,-44.9,,-38.0,,,,2.0,,-47.3,-84.6,,,-18.0,-7.8,-7.7,-19.0,-20.0,-33.2,,,,,,-41.3,,,,-18.8,,True,,True,False,,,,,False,,True,,,,True,,False,False,,,True,True,True,True,True,True,,,,,,False,,,,True
45039,90,78.0,,82.1,,71.0,44.0,,,,,55.3,,97.2,,,,99.0,,63.4,34.0,,,112.0,71.3,80.0,84.0,80.0,58.6,,,,,,101.6,,,,71.0,-12.0,,-7.9,,-19.0,-46.0,,,,,-34.7,,7.2,,,,9.0,,-26.6,-56.0,,,22.0,-18.7,-10.0,-6.0,-10.0,-31.4,,,,,,11.6,,,,-19.0,,True,,False,False,,,,,False,,True,,,,True,,False,False,,,False,False,True,True,True,False,,,,,,True,,,,False
45041,905,788.0,,819.1,,742.0,742.0,,,,,526.5,,897.3,,,,505.0,,1266.1,346.0,604.5,,910.0,857.9,902.2,864.0,782.0,607.0,,,,,706.0,816.0,970.0,,,316.2,-117.0,,-85.9,,-163.0,-163.0,,,,,-378.5,,-7.7,,,,-400.0,,361.1,-559.0,-300.5,,5.0,-47.1,-2.8,-41.0,-123.0,-298.0,,,,,-199.0,-89.0,65.0,,,-588.8,,True,,False,False,,,,,False,,True,,,,False,,False,False,False,,True,True,True,True,False,False,,,,,False,True,True,,,False
45043,323,223.0,,226.5,,244.0,246.0,,,,,164.6,,262.5,,,,358.0,,209.7,144.2,152.5,,339.0,264.0,272.0,260.0,244.0,336.2,,,,,224.2,258.4,,,,246.8,-100.0,,-96.5,,-79.0,-77.0,,,,,-158.4,,-60.5,,,,35.0,,-113.3,-178.8,-170.5,,16.0,-59.0,-51.0,-63.0,-79.0,13.2,,,,,-98.8,-64.6,,,,-76.2,,True,,True,True,,,,,False,,True,,,,True,,False,False,False,,True,True,True,True,True,True,,,,,True,True,,,,True
