,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05013,90,145.0,,89.0,,,,73.0,,505.0,89.2,,223.0,,,,,,55.0,,-1.0,,,,-17.0,,415.0,-0.8,,133.0,,,,,,,True,,,,True,,False,True,,False,,,,,
05015,735,385.0,,207.0,,,,341.0,,466.7,271.4,,260.0,,,220.5,,,-350.0,,-528.0,,,,-394.0,,-268.3,-463.6,,-475.0,,,-514.5,,,,False,,,,False,,True,False,,False,,,False,,
05017,258,130.0,,0.0,,,,168.0,,545.1,36.5,,64.0,,,56.1,,,-128.0,,-258.0,,,,-90.0,,287.1,-221.5,,-194.0,,,-201.9,,,,False,,,,True,,False,False,,False,,,False,,
05019,515,415.0,,211.0,,,,389.0,,1070.0,127.8,,591.0,,,,,,-100.0,,-304.0,,,,-126.0,,555.0,-387.2,,76.0,,,,,,,False,,,,False,,False,False,,True,,,,,
05021,527,510.0,,267.0,,,,353.0,,422.3,243.4,,290.0,,,,,,-17.0,,-260.0,,,,-174.0,,-104.7,-283.6,,-237.0,,,,,,,False,,,,False,,False,False,,False,,,,,
05023,424,245.0,,257.0,,,,539.0,,71.8,93.9,,315.0,,,,,,-179.0,,-167.0,,,,115.0,,-352.2,-330.1,,-109.0,,,,,,,True,,,,True,,False,False,,True,,,,,
05025,210,85.0,,35.0,,,,127.0,,7.2,36.1,,78.0,,,,,,-125.0,,-175.0,,,,-83.0,,-202.8,-173.8,,-132.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05027,539,335.0,,300.0,,,,388.0,,232.1,226.3,,196.0,,,,,,-204.0,,-239.0,,,,-151.0,,-306.9,-312.7,,-343.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05029,578,425.0,,621.0,,,,546.0,,6071.6,182.4,,763.0,,,,,,-153.0,,43.0,,,,-32.0,,5493.6,-395.6,,185.0,,,,,,,True,,,,True,,False,False,,False,,,,,
05031,3099,2505.0,,2002.0,,,,2420.0,,1642.1,1742.5,,2258.0,,,2085.7,,,-594.0,,-1097.0,,,,-679.0,,-1456.9,-1356.5,,-841.0,,,-1013.3,,,,False,,,,False,,False,False,,False,,,False,,
05033,1360,1280.0,,1392.0,,,,1724.0,,1172.4,875.5,,1766.5,,,1058.5,,,-80.0,,32.0,,,,364.0,,-187.6,-484.5,,406.5,,,-301.5,,,,True,,,,False,,False,False,,False,,,False,,
05035,1074,940.0,,948.0,,,,909.0,,783.8,592.3,,836.0,,,618.0,,,-134.0,,-126.0,,,,-165.0,,-290.2,-481.7,,-238.0,,,-456.0,,,,True,,,,False,,False,False,,False,,,False,,
05037,535,165.0,,103.0,,,,439.0,,29.2,94.9,,120.0,,,,,,-370.0,,-432.0,,,,-96.0,,-505.8,-440.1,,-415.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05039,194,160.0,,4.0,,,,152.0,,564.3,54.0,,301.5,,,,,,-34.0,,-190.0,,,,-42.0,,370.3,-140.0,,107.5,,,,,,,False,,,,False,,False,False,,False,,,,,
05041,353,100.0,,103.0,,,,163.0,,35.3,88.6,,78.5,,,,,,-253.0,,-250.0,,,,-190.0,,-317.7,-264.4,,-274.5,,,,,,,True,,,,True,,False,False,,False,,,,,
05043,771,195.0,,177.0,,,,303.0,,97.7,97.1,,203.0,,,,,,-576.0,,-594.0,,,,-468.0,,-673.3,-673.9,,-568.0,,,,,,,False,,,,True,,False,False,,True,,,,,
05045,2445,1765.0,,2684.0,,,,2010.0,,2516.1,967.9,,2063.0,,,965.7,,,-680.0,,239.0,,,,-435.0,,71.1,-1477.1,,-382.0,,,-1479.3,,,,True,,,,True,,True,False,,True,,,False,,
05047,335,180.0,,142.0,,,,403.0,,117.0,183.2,,130.0,,,,,,-155.0,,-193.0,,,,68.0,,-218.0,-151.8,,-205.0,,,,,,,False,,,,True,,False,True,,False,,,,,
05049,321,240.0,,173.0,,,,166.0,,220.1,119.2,,271.0,,,,,,-81.0,,-148.0,,,,-155.0,,-100.9,-201.8,,-50.0,,,,,,,False,,,,False,,False,False,,True,,,,,
05051,1796,1910.0,,2620.0,,,,2015.0,,4121.4,1214.7,,1167.0,,,1245.6,,,114.0,,824.0,,,,219.0,,2325.4,-581.3,,-629.0,,,-550.4,,,,False,,,,False,,False,False,,False,,,False,,
05053,392,225.0,,192.0,,,,316.0,,294.7,88.5,,394.0,,,,,,-167.0,,-200.0,,,,-76.0,,-97.3,-303.5,,2.0,,,,,,,False,,,,True,,True,False,,True,,,,,
05055,1825,1415.0,,1266.0,,,,1119.0,,991.8,772.2,,1339.0,,,1397.3,,,-410.0,,-559.0,,,,-706.0,,-833.2,-1052.8,,-486.0,,,-427.7,,,,False,,,,False,,False,False,,False,,,False,,
05057,380,270.0,,371.0,,,,309.0,,179.8,221.4,,260.0,,,,,,-110.0,,-9.0,,,,-71.0,,-200.2,-158.6,,-120.0,,,,,,,True,,,,True,,False,False,,False,,,,,
05059,748,935.0,,2.0,,,,856.0,,1362.8,510.7,,1501.0,,,469.3,,,187.0,,-746.0,,,,108.0,,614.8,-237.3,,753.0,,,-278.7,,,,False,,,,True,,False,False,,False,,,False,,
05061,301,195.0,,244.0,,,,179.0,,88.1,131.1,,175.0,,,,,,-106.0,,-57.0,,,,-122.0,,-212.9,-169.9,,-126.0,,,,,,,True,,,,False,,False,False,,False,,,,,
05063,641,1220.0,,1284.0,,,,1052.0,,11601.7,484.3,,940.0,,,698.8,,,579.0,,643.0,,,,411.0,,10960.7,-156.7,,299.0,,,57.8,,,,False,,,,True,,False,True,,True,,,True,,
05065,254,440.0,,329.0,,,,272.0,,569.5,175.0,,87.0,,,,,,186.0,,75.0,,,,18.0,,315.5,-79.0,,-167.0,,,,,,,True,,,,True,,False,True,,True,,,,,
05067,1408,1380.0,,476.0,,,,537.0,,537.4,477.8,,914.0,,,,,,-28.0,,-932.0,,,,-871.0,,-870.6,-930.2,,-494.0,,,,,,,False,,,,False,,False,False,,False,,,,,
05069,1416,1115.0,,490.0,,,,1259.0,,1999.2,815.5,,1046.0,,,670.4,,,-301.0,,-926.0,,,,-157.0,,583.2,-600.5,,-370.0,,,-745.6,,,,False,,,,True,,False,False,,False,,,False,,
05071,476,230.0,,247.0,,,,666.0,,95.7,199.6,,207.0,,,208.6,,,-246.0,,-229.0,,,,190.0,,-380.3,-276.4,,-269.0,,,-267.4,,,,True,,,,True,,False,False,,False,,,False,,
05073,81,45.0,,12.0,,,,64.0,,7.2,30.5,,31.0,,,,,,-36.0,,-69.0,,,,-17.0,,-73.8,-50.5,,-50.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05075,376,360.0,,213.0,,,,441.0,,91.5,166.7,,235.0,,,,,,-16.0,,-163.0,,,,65.0,,-284.5,-209.3,,-141.0,,,,,,,False,,,,False,,False,False,,False,,,,,
05077,228,90.0,,6.0,,,,241.0,,389.5,36.1,,38.0,,,37.6,,,-138.0,,-222.0,,,,13.0,,161.5,-191.9,,-190.0,,,-190.4,,,,False,,,,True,,False,False,,False,,,False,,
05079,361,50.0,,,,,,314.0,,10.9,97.2,,1.0,,,56.2,,,-311.0,,,,,,-47.0,,-350.1,-263.8,,-360.0,,,-304.8,,,,,,,,True,,False,True,,False,,,True,,
05081,166,205.0,,189.0,,,,141.0,,46.2,148.8,,178.0,,,,,,39.0,,23.0,,,,-25.0,,-119.8,-17.2,,12.0,,,,,,,True,,,,True,,False,True,,True,,,,,
05083,529,415.0,,0.0,,,,578.0,,4121.4,288.2,,923.5,,,,,,-114.0,,-529.0,,,,49.0,,3592.4,-240.8,,394.5,,,,,,,False,,,,True,,False,False,,False,,,,,
05085,1328,1075.0,,1106.0,,,,1188.0,,1660.2,674.4,,1071.0,,,740.6,,,-253.0,,-222.0,,,,-140.0,,332.2,-653.6,,-257.0,,,-587.4,,,,True,,,,True,,False,False,,False,,,False,,
05087,382,260.0,,312.0,,,,268.0,,1911.8,247.6,,289.0,,,,,,-122.0,,-70.0,,,,-114.0,,1529.8,-134.4,,-93.0,,,,,,,True,,,,True,,False,False,,True,,,,,
05089,279,300.0,,461.0,,,,184.0,,249.0,286.2,,620.5,,,,,,21.0,,182.0,,,,-95.0,,-30.0,7.2,,341.5,,,,,,,False,,,,False,,False,True,,False,,,,,
05091,566,570.0,,363.0,,,,617.0,,94.9,546.5,,337.0,,,181.7,,,4.0,,-203.0,,,,51.0,,-471.1,-19.5,,-229.0,,,-384.3,,,,False,,,,False,,False,False,,False,,,False,,
05093,1219,1025.0,,496.0,,,,1069.0,,954.3,690.2,,947.0,,,328.5,,,-194.0,,-723.0,,,,-150.0,,-264.7,-528.8,,-272.0,,,-890.5,,,,False,,,,True,,False,False,,False,,,False,,
05095,141,70.0,,66.0,,,,165.0,,25.8,29.0,,53.0,,,,,,-71.0,,-75.0,,,,24.0,,-115.2,-112.0,,-88.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05097,219,85.0,,4.0,,,,137.0,,221.2,75.7,,120.0,,,,,,-134.0,,-215.0,,,,-82.0,,2.2,-143.3,,-99.0,,,,,,,False,,,,True,,True,False,,True,,,,,
05099,160,125.0,,146.0,,,,157.0,,40.3,93.4,,126.0,,,,,,-35.0,,-14.0,,,,-3.0,,-119.7,-66.6,,-34.0,,,,,,,True,,,,True,,False,False,,True,,,,,
05101,145,140.0,,0.0,,,,135.0,,227.4,72.3,,120.0,,,,,,-5.0,,-145.0,,,,-10.0,,82.4,-72.7,,-25.0,,,,,,,False,,,,False,,False,False,,False,,,,,
05103,686,280.0,,357.0,,,,440.0,,591.3,138.2,,240.0,,,,,,-406.0,,-329.0,,,,-246.0,,-94.7,-547.8,,-446.0,,,,,,,True,,,,True,,True,False,,False,,,,,
05105,161,110.0,,115.0,,,,171.0,,132.3,49.1,,66.0,,,,,,-51.0,,-46.0,,,,10.0,,-28.7,-111.9,,-95.0,,,,,,,True,,,,True,,True,False,,False,,,,,
05107,329,135.0,,2.0,,,,380.0,,50.6,162.7,,104.0,,,,,,-194.0,,-327.0,,,,51.0,,-278.4,-166.3,,-225.0,,,,,,,False,,,,True,,False,True,,False,,,,,
05109,240,140.0,,67.0,,,,156.0,,324.9,69.5,,141.0,,,,,,-100.0,,-173.0,,,,-84.0,,84.9,-170.5,,-99.0,,,,,,,False,,,,True,,True,False,,True,,,,,
05111,674,635.0,,82.0,,,,650.0,,237.1,263.0,,608.0,,,597.6,,,-39.0,,-592.0,,,,-24.0,,-436.9,-411.0,,-66.0,,,-76.4,,,,False,,,,True,,False,False,,False,,,False,,
05113,552,620.0,,770.0,,,,345.0,,5356.6,196.1,,1719.5,,,,,,68.0,,218.0,,,,-207.0,,4804.6,-355.9,,1167.5,,,,,,,False,,,,False,,False,False,,False,,,,,
05115,1560,1140.0,,817.0,,,,1239.0,,631.4,579.0,,849.5,,,762.8,,,-420.0,,-743.0,,,,-321.0,,-928.6,-981.0,,-710.5,,,-797.2,,,,False,,,,True,,False,False,,False,,,False,,
05117,137,205.0,,204.0,,,,185.0,,264.0,119.7,,291.0,,,,,,68.0,,67.0,,,,48.0,,127.0,-17.3,,154.0,,,,,,,True,,,,True,,False,True,,False,,,,,
05119,7230,5650.0,,8598.0,,,,5087.0,,10834.4,4226.2,,7587.5,,,4304.5,,,-1580.0,,1368.0,,,,-2143.0,,3604.4,-3003.8,,357.5,,,-2925.5,,,,True,,,,False,,False,False,,True,,,False,,
05121,464,385.0,,186.0,,,,465.0,,679.1,179.4,,229.0,,,,,,-79.0,,-278.0,,,,1.0,,215.1,-284.6,,-235.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05123,632,310.0,,223.0,,,,741.0,,248.2,291.3,,415.0,,,351.3,,,-322.0,,-409.0,,,,109.0,,-383.8,-340.7,,-217.0,,,-280.7,,,,False,,,,True,,False,False,,True,,,True,,
05125,2865,2345.0,,3205.0,,,,2193.0,,4044.5,1560.6,,3272.0,,,1695.9,,,-520.0,,340.0,,,,-672.0,,1179.5,-1304.4,,407.0,,,-1169.1,,,,True,,,,False,,False,False,,True,,,False,,
05127,198,175.0,,166.0,,,,204.0,,295.7,118.9,,159.0,,,,,,-23.0,,-32.0,,,,6.0,,97.7,-79.1,,-39.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05129,185,145.0,,16.0,,,,145.0,,47.9,23.6,,120.0,,,,,,-40.0,,-169.0,,,,-40.0,,-137.1,-161.4,,-65.0,,,,,,,False,,,,False,,False,False,,False,,,,,
05131,2491,3030.0,,4229.0,,,,3596.0,,8581.5,1694.1,,3274.0,,,1772.0,,,539.0,,1738.0,,,,1105.0,,6090.5,-796.9,,783.0,,,-719.0,,,,False,,,,False,,False,False,,False,,,False,,
05133,380,370.0,,21.0,,,,289.0,,105.4,298.7,,381.0,,,205.6,,,-10.0,,-359.0,,,,-91.0,,-274.6,-81.3,,1.0,,,-174.4,,,,False,,,,False,,False,False,,True,,,False,,
05135,451,420.0,,497.0,,,,337.0,,1292.3,249.0,,478.0,,,,,,-31.0,,46.0,,,,-114.0,,841.3,-202.0,,27.0,,,,,,,False,,,,False,,False,False,,True,,,,,
05137,234,65.0,,0.0,,,,233.0,,103.0,27.3,,42.0,,,,,,-169.0,,-234.0,,,,-1.0,,-131.0,-206.7,,-192.0,,,,,,,False,,,,True,,True,False,,False,,,,,
05139,695,405.0,,512.0,,,,697.0,,187.7,274.5,,278.0,,,180.1,,,-290.0,,-183.0,,,,2.0,,-507.3,-420.5,,-417.0,,,-514.9,,,,True,,,,True,,False,False,,False,,,False,,
05141,388,105.0,,48.0,,,,336.0,,1233.9,35.2,,154.0,,,,,,-283.0,,-340.0,,,,-52.0,,845.9,-352.8,,-234.0,,,,,,,False,,,,True,,False,False,,True,,,,,
05143,5867,4900.0,,7720.0,,,,4712.0,,9596.3,3007.4,,5489.5,,,3386.7,,,-967.0,,1853.0,,,,-1155.0,,3729.3,-2859.6,,-377.5,,,-2480.3,,,,False,,,,False,,False,False,,True,,,False,,
05145,1711,1895.0,,2629.0,,,,1684.0,,2360.8,1124.7,,2905.5,,,1523.1,,,184.0,,918.0,,,,-27.0,,649.8,-586.3,,1194.5,,,-187.9,,,,False,,,,True,,False,False,,False,,,False,,
05147,129,75.0,,43.0,,,,151.0,,12.4,49.1,,35.0,,,,,,-54.0,,-86.0,,,,22.0,,-116.6,-79.9,,-94.0,,,,,,,False,,,,True,,False,False,,False,,,,,
05149,638,460.0,,158.0,,,,464.0,,5075.2,298.8,,532.0,,,217.4,,,-178.0,,-480.0,,,,-174.0,,4437.2,-339.2,,-106.0,,,-420.6,,,,False,,,,True,,False,False,,True,,,False,,
06001,16436,5480.0,,6579.0,,,,4897.0,,9658.9,7726.3,,6347.5,,,5037.4,,,-10956.0,,-9857.0,,,,-11539.0,,-6777.1,-8709.7,,-10088.5,,,-11398.6,,,,True,,,,False,,True,True,,True,,,False,,
06003,34,35.0,,0.0,,,,16.0,,13.5,45.9,,20.0,,,,,,1.0,,-34.0,,,,-18.0,,-20.5,11.9,,-14.0,,,,,,,False,,,,False,,False,False,,False,,,,,
06005,1565,140.0,,228.0,,,,133.0,,144.6,195.9,,145.0,,,,,,-1425.0,,-1337.0,,,,-1432.0,,-1420.4,-1369.1,,-1420.0,,,,,,,True,,,,False,,True,True,,True,,,,,
06007,2504,740.0,,1256.0,,,,1089.0,,877.9,1094.3,,1064.0,,,675.4,,,-1764.0,,-1248.0,,,,-1415.0,,-1626.1,-1409.7,,-1440.0,,,-1828.6,,,,True,,,,True,,True,True,,True,,,False,,
06009,480,120.0,,40.0,,,,126.0,,56.3,119.3,,48.0,,,,,,-360.0,,-440.0,,,,-354.0,,-423.7,-360.7,,-432.0,,,,,,,False,,,,True,,False,False,,False,,,,,
06011,470,90.0,,72.0,,,,77.0,,33.1,76.9,,99.0,,,,,,-380.0,,-398.0,,,,-393.0,,-436.9,-393.1,,-371.0,,,,,,,False,,,,False,,False,False,,True,,,,,
06013,13170,5415.0,,7945.0,,,,3628.0,,8386.7,7967.4,,6752.0,,,3733.8,,,-7755.0,,-5225.0,,,,-9542.0,,-4783.3,-5202.6,,-6418.0,,,-9436.2,,,,True,,,,False,,True,True,,True,,,False,,
06015,423,85.0,,93.0,,,,35.0,,8.8,169.0,,41.0,,,,,,-338.0,,-330.0,,,,-388.0,,-414.2,-254.0,,-382.0,,,,,,,True,,,,False,,False,True,,False,,,,,
06017,2857,750.0,,1404.0,,,,667.0,,666.9,1245.6,,1389.0,,,407.0,,,-2107.0,,-1453.0,,,,-2190.0,,-2190.1,-1611.4,,-1468.0,,,-2450.0,,,,True,,,,False,,False,True,,True,,,False,,
06019,18950,7075.0,,13369.0,,,,5317.0,,16560.3,6272.1,,7112.5,,,4530.7,,,-11875.0,,-5581.0,,,,-13633.0,,-2389.7,-12677.9,,-11837.5,,,-14419.3,,,,True,,,,False,,True,False,,True,,,False,,
06021,504,270.0,,240.0,,,,127.0,,41.0,156.6,,226.0,,,,,,-234.0,,-264.0,,,,-377.0,,-463.0,-347.4,,-278.0,,,,,,,False,,,,False,,False,False,,False,,,,,
06023,729,265.0,,663.0,,,,96.0,,4106.0,516.4,,155.0,,,,,,-464.0,,-66.0,,,,-633.0,,3377.0,-212.6,,-574.0,,,,,,,True,,,,False,,False,True,,False,,,,,
06025,6584,2240.0,,735.0,,,,2237.0,,1792.0,2067.0,,1521.0,,,964.2,,,-4344.0,,-5849.0,,,,-4347.0,,-4792.0,-4517.0,,-5063.0,,,-5619.8,,,,False,,,,False,,False,False,,False,,,False,,
06027,231,60.0,,0.0,,,,86.0,,53.6,46.4,,18.0,,,,,,-171.0,,-231.0,,,,-145.0,,-177.4,-184.6,,-213.0,,,,,,,False,,,,True,,False,False,,False,,,,,
06029,20735,5820.0,,10480.0,,,,7039.0,,10540.1,4766.3,,9163.5,,,4276.7,,,-14915.0,,-10255.0,,,,-13696.0,,-10194.9,-15968.7,,-11571.5,,,-16458.3,,,,True,,,,True,,True,False,,True,,,False,,
06031,5063,2725.0,,7023.0,,,,1220.0,,2048.3,2229.8,,3286.0,,,1179.9,,,-2338.0,,1960.0,,,,-3843.0,,-3014.7,-2833.2,,-1777.0,,,-3883.1,,,,True,,,,False,,False,False,,True,,,False,,
06033,623,150.0,,135.0,,,,199.0,,48.4,281.6,,88.0,,,,,,-473.0,,-488.0,,,,-424.0,,-574.6,-341.4,,-535.0,,,,,,,False,,,,True,,False,True,,False,,,,,
06035,2726,1335.0,,35.0,,,,275.0,,14958.9,1186.6,,1272.5,,,,,,-1391.0,,-2691.0,,,,-2451.0,,12232.9,-1539.4,,-1453.5,,,,,,,False,,,,False,,False,False,,False,,,,,
06037,274236,82860.0,,108555.0,,,,52066.0,,100152.5,80437.5,,122049.5,,,38812.3,,,-191376.0,,-165681.0,,,,-222170.0,,-174083.5,-193798.5,,-152186.5,,,-235423.7,,,,True,,,,False,,True,False,,True,,,False,,
06039,3183,885.0,,1238.0,,,,780.0,,418.6,547.2,,682.0,,,791.0,,,-2298.0,,-1945.0,,,,-2403.0,,-2764.4,-2635.8,,-2501.0,,,-2392.0,,,,True,,,,False,,False,False,,False,,,False,,
06041,1544,560.0,,1067.0,,,,692.0,,268.7,696.1,,664.0,,,424.4,,,-984.0,,-477.0,,,,-852.0,,-1275.3,-847.9,,-880.0,,,-1119.6,,,,True,,,,True,,False,True,,True,,,False,,
06043,97,10.0,,34.0,,,,47.0,,637.7,22.4,,9.0,,,,,,-87.0,,-63.0,,,,-50.0,,540.7,-74.6,,-88.0,,,,,,,True,,,,True,,False,True,,False,,,,,
06045,969,265.0,,319.0,,,,148.0,,143.7,430.0,,294.0,,,209.1,,,-704.0,,-650.0,,,,-821.0,,-825.3,-539.0,,-675.0,,,-759.9,,,,True,,,,False,,False,True,,True,,,False,,
06047,5652,1655.0,,2908.0,,,,1747.0,,1367.6,1706.4,,1820.0,,,1440.8,,,-3997.0,,-2744.0,,,,-3905.0,,-4284.4,-3945.6,,-3832.0,,,-4211.2,,,,True,,,,True,,False,True,,True,,,False,,
06049,178,95.0,,6.0,,,,57.0,,160.3,73.3,,74.0,,,,,,-83.0,,-172.0,,,,-121.0,,-17.7,-104.7,,-104.0,,,,,,,False,,,,False,,True,False,,False,,,,,
06051,292,675.0,,357.0,,,,58.0,,3701.0,173.6,,194.0,,,,,,383.0,,65.0,,,,-234.0,,3409.0,-118.4,,-98.0,,,,,,,True,,,,True,,False,True,,True,,,,,
06053,9716,2825.0,,4095.0,,,,1917.0,,4424.4,2539.0,,3167.0,,,1981.7,,,-6891.0,,-5621.0,,,,-7799.0,,-5291.6,-7177.0,,-6549.0,,,-7734.3,,,,True,,,,False,,True,False,,True,,,False,,
06055,2248,1255.0,,1972.0,,,,460.0,,3695.4,1532.8,,1844.5,,,682.5,,,-993.0,,-276.0,,,,-1788.0,,1447.4,-715.2,,-403.5,,,-1565.5,,,,True,,,,False,,False,True,,True,,,False,,
06057,1398,615.0,,1576.0,,,,316.0,,429.8,667.6,,895.0,,,,,,-783.0,,178.0,,,,-1082.0,,-968.2,-730.4,,-503.0,,,,,,,True,,,,False,,False,True,,True,,,,,
06059,74617,14215.0,,22197.0,,,,13175.0,,15144.7,15482.9,,17614.5,,,6661.4,,,-60402.0,,-52420.0,,,,-61442.0,,-59472.3,-59134.1,,-57002.5,,,-67955.6,,,,True,,,,False,,True,True,,True,,,False,,
06061,5863,2210.0,,2291.0,,,,1732.0,,3058.3,2980.7,,3652.0,,,1054.8,,,-3653.0,,-3572.0,,,,-4131.0,,-2804.7,-2882.3,,-2211.0,,,-4808.2,,,,True,,,,False,,True,True,,True,,,False,,
06063,269,185.0,,107.0,,,,70.0,,848.9,76.2,,250.0,,,,,,-84.0,,-162.0,,,,-199.0,,579.9,-192.8,,-19.0,,,,,,,False,,,,False,,False,False,,True,,,,,
06065,68200,17420.0,,24039.0,,,,17574.0,,17127.9,23812.6,,19668.0,,,9544.5,,,-50780.0,,-44161.0,,,,-50626.0,,-51072.1,-44387.4,,-48532.0,,,-58655.5,,,,True,,,,True,,False,True,,True,,,False,,
06067,24166,11535.0,,20324.0,,,,6888.0,,31608.9,9290.8,,15290.5,,,6036.8,,,-12631.0,,-3842.0,,,,-17278.0,,7442.9,-14875.2,,-8875.5,,,-18129.2,,,,True,,,,False,,True,False,,True,,,False,,
06069,1261,420.0,,794.0,,,,262.0,,1536.5,229.2,,644.0,,,292.8,,,-841.0,,-467.0,,,,-999.0,,275.5,-1031.8,,-617.0,,,-968.2,,,,True,,,,False,,True,False,,True,,,False,,
06071,83740,28365.0,,55365.0,,,,16681.0,,46133.8,27551.3,,27947.5,,,13587.5,,,-55375.0,,-28375.0,,,,-67059.0,,-37606.2,-56188.7,,-55792.5,,,-70152.5,,,,True,,,,False,,True,False,,False,,,False,,
06073,59291,20125.0,,29632.0,,,,12285.0,,28962.7,24292.4,,29733.5,,,10051.9,,,-39166.0,,-29659.0,,,,-47006.0,,-30328.3,-34998.6,,-29557.5,,,-49239.1,,,,True,,,,False,,True,True,,True,,,False,,
06075,6799,3280.0,,2961.0,,,,2530.0,,10650.3,5968.8,,5694.5,,,2130.3,,,-3519.0,,-3838.0,,,,-4269.0,,3851.3,-830.2,,-1104.5,,,-4668.7,,,,False,,,,False,,False,True,,True,,,False,,
06077,12997,4410.0,,7556.0,,,,4021.0,,1845.6,3165.1,,3622.5,,,3578.8,,,-8587.0,,-5441.0,,,,-8976.0,,-11151.4,-9831.9,,-9374.5,,,-9418.2,,,,True,,,,False,,False,False,,False,,,False,,
06079,3560,2350.0,,5039.0,,,,1398.0,,12112.4,2677.7,,2680.5,,,1146.2,,,-1210.0,,1479.0,,,,-2162.0,,8552.4,-882.3,,-879.5,,,-2413.8,,,,False,,,,False,,False,True,,True,,,False,,
06081,8014,3275.0,,5734.0,,,,1956.0,,3704.7,4286.1,,3715.0,,,1994.5,,,-4739.0,,-2280.0,,,,-6058.0,,-4309.3,-3727.9,,-4299.0,,,-6019.5,,,,True,,,,False,,True,True,,True,,,False,,
06083,3976,1435.0,,2848.0,,,,2015.0,,1388.8,2641.0,,2216.5,,,809.2,,,-2541.0,,-1128.0,,,,-1961.0,,-2587.2,-1335.0,,-1759.5,,,-3166.8,,,,True,,,,True,,False,True,,True,,,False,,
06085,26928,9200.0,,11713.0,,,,5520.0,,15090.1,13168.0,,12204.5,,,5861.0,,,-17728.0,,-15215.0,,,,-21408.0,,-11837.9,-13760.0,,-14723.5,,,-21067.0,,,,True,,,,False,,True,True,,True,,,False,,
06087,3482,1410.0,,1905.0,,,,602.0,,2597.8,1854.0,,1758.5,,,854.0,,,-2072.0,,-1577.0,,,,-2880.0,,-884.2,-1628.0,,-1723.5,,,-2628.0,,,,True,,,,False,,True,True,,True,,,False,,
06089,4214,2540.0,,4400.0,,,,970.0,,2842.4,2896.4,,3522.0,,,972.4,,,-1674.0,,186.0,,,,-3244.0,,-1371.6,-1317.6,,-692.0,,,-3241.6,,,,True,,,,False,,True,True,,True,,,False,,
06091,28,20.0,,0.0,,,,25.0,,910.4,2.2,,0.0,,,,,,-8.0,,-28.0,,,,-3.0,,882.4,-25.8,,-28.0,,,,,,,False,,,,True,,False,False,,False,,,,,
06093,647,400.0,,490.0,,,,116.0,,92.2,430.0,,589.0,,,,,,-247.0,,-157.0,,,,-531.0,,-554.8,-217.0,,-58.0,,,,,,,True,,,,False,,False,True,,True,,,,,
06095,6279,2985.0,,2942.0,,,,1608.0,,4485.7,3228.4,,2811.0,,,1587.0,,,-3294.0,,-3337.0,,,,-4671.0,,-1793.3,-3050.6,,-3468.0,,,-4692.0,,,,False,,,,False,,True,True,,False,,,False,,
06097,5650,2495.0,,1784.0,,,,1715.0,,2105.4,4425.6,,2411.5,,,1636.4,,,-3155.0,,-3866.0,,,,-3935.0,,-3544.6,-1224.4,,-3238.5,,,-4013.6,,,,False,,,,False,,False,True,,False,,,False,,
06099,13218,3880.0,,8034.0,,,,3397.0,,7684.6,3440.2,,5651.0,,,1886.2,,,-9338.0,,-5184.0,,,,-9821.0,,-5533.4,-9777.8,,-7567.0,,,-11331.8,,,,True,,,,False,,True,False,,True,,,False,,
06101,3364,710.0,,1185.0,,,,433.0,,1910.8,701.9,,921.0,,,521.3,,,-2654.0,,-2179.0,,,,-2931.0,,-1453.2,-2662.1,,-2443.0,,,-2842.7,,,,True,,,,False,,True,False,,True,,,False,,
