,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,2140724237.9,205678622.2,6501333094.6,13340.2,19235187.6,1197199842.6,37133675401.0
LNQ-ens1,51,2337599506.9,212771372.1,12288134065.7,67276.0,13256970.2,774982944.2,88115253195.3
CU-select,51,2501615908.6,151437636.0,11508109867.2,312481.0,13330482.5,801917224.0,82039853476.0
RobertWalraven-ESG,49,2753663577.0,227370511.0,8308846084.1,44897.4,22461279.7,1744887417.3,56728178531.2
COVIDhub-ensemble,51,2998069262.9,202891536.0,12585895717.9,21609.0,22961686.5,1183617324.5,89132102500.0
USC-SI_kJalpha,51,3102075811.6,378886225.0,10559517414.8,213444.0,22496844.5,1422168410.0,71500086025.0
OneQuietNight-ML,51,4209193798.3,297942121.0,12220167342.8,72361.0,43732840.0,2197725809.0,78234327616.0
MSRA-DeepST,50,4309690073.0,262857139.8,15560257468.8,7550.8,54187934.3,1595365010.1,107931037288.7
USACE-ERDC_SEIR,51,4557948953.6,604205593.5,16794489921.3,469865.6,33798484.3,2909824736.8,117472825551.6
UVA-Ensemble,51,4627877091.1,254831790.7,17020744395.2,38.8,41535106.0,2297933930.5,119452125017.7
Covid19Sim-Simulator,51,4645038960.8,129754017.5,24122783440.2,155.4,57101072.5,1748359801.8,172833724387.7
CEID-Walk,51,4755769050.6,246353837.0,24125537137.8,22660.5,49912342.4,1940974933.8,172862287263.1
JHU_CSSE-DECOM,51,4782719049.8,521528569.0,10784485739.3,139129.0,143067152.0,3366632396.5,63470740356.0
UCLA-SuEIR,51,4836400993.1,424596550.6,20990050523.6,55971.8,12154886.2,1668605056.3,146220479455.9
JHU_IDD-CovidSP,51,4877357888.6,196441154.6,27324315210.8,1102.0,15493753.0,1138912846.8,195694281061.5
COVIDhub-baseline,51,4918560628.7,267682321.0,25251831624.3,225.0,48491645.0,1926077192.5,180869032369.0
BPagano-RtDriven,51,5660462600.0,969861534.8,22434448895.6,223161.8,47588854.2,3287213056.7,160198461504.0
IowaStateLW-STEM,49,5987587260.1,369062521.0,29213736161.5,824464.0,38363732.5,1872998810.0,208822494841.0
UMich-RidgeTfReg,50,6527046021.7,572584516.9,15414548587.4,246098.1,91169384.7,5934674024.7,91916005835.4
JCB-PRM,51,6810318668.6,377680777.5,22715286469.7,101960.3,31042054.5,1779318514.1,145793371230.5
Google_Harvard-CPF,51,7108799038.8,339293521.9,21028502384.9,150162.9,45032885.6,1797633457.2,104598960160.6
Karlen-pypm,51,8922187043.7,969736968.4,18945368706.3,89401.0,214679415.5,7794277552.7,86360987481.8
UCSB-ACTS,51,12170522936.8,549869798.7,34315982105.5,10039.3,55918509.9,3725725640.8,215805686298.1
CovidAnalytics-DELPHI,51,13030430579.8,870427009.0,32691052988.7,75076.0,114963612.5,7974762732.5,199420299225.0
DDS-NBDS,51,15829345515.8,1686831591.7,32243092985.4,464.1,153271480.3,14338668793.7,181354523431.3
TTU-squider,51,16595894373.0,1142771534.4,77841684365.2,27246.5,85045813.6,5954473127.2,551220473796.7
JHUAPL-Bucky,51,17208800669.3,1059400087.2,70594064746.0,44.5,28096060.8,5060496525.3,496753885270.8
