,predicted_cases,actual_cases,error,perc_error
Covid19Sim-Simulator,1505026.8,1512616,-7589.2,-0.5%
LNQ-ens1,1525395.4,1512616,12779.4,0.8%
UCLA-SuEIR,1493302.5,1512616,-19313.5,-1.3%
Geneva-DetGrowth,1486033.2,1512616,-26582.8,-1.8%
CEID-Walk,1485851.8,1512616,-26764.2,-1.8%
COVIDhub-ensemble,1540576.0,1512616,27960.0,1.8%
QJHong-Encounter,1540576.0,1512616,27960.0,1.8%
COVIDhub-baseline,1480981.0,1512616,-31635.0,-2.1%
CU-select,1480349.0,1512616,-32267.0,-2.1%
Microsoft-DeepSTIA,1547542.3,1512616,34926.3,2.3%
Columbia_UNC-SurvCon,1470553.0,1512616,-42063.0,-2.8%
LANL-GrowthRate,1469162.5,1512616,-43453.5,-2.9%
UCF-AEM,1557450.0,1512616,44834.0,3.0%
DDS-NBDS,1561262.4,1512616,48646.4,3.2%
USC-SI_kJalpha,1571434.0,1512616,58818.0,3.9%
UChicagoCHATTOPADHYAY-UnIT,1443535.4,1512616,-69080.6,-4.6%
IQVIA_ACOE-STAN,1438920.0,1512616,-73696.0,-4.9%
IowaStateLW-STEM,1591264.0,1512616,78648.0,5.2%
OliverWyman-Navigator,1596294.0,1512616,83678.0,5.5%
JCB-PRM,1603769.2,1512616,91153.2,6.0%
IEM_MED-CovidProject,1612323.6,1512616,99707.6,6.6%
UMich-RidgeTfReg,1641368.9,1512616,128752.9,8.5%
OneQuietNight-ML,1379019.0,1512616,-133597.0,-8.8%
TTU-squider,1366115.2,1512616,-146500.8,-9.7%
RobertWalraven-ESG,1666945.9,1512616,154329.9,10.2%
Karlen-pypm,1697068.2,1512616,184452.2,12.2%
JHUAPL-Bucky,1711120.2,1512616,198504.2,13.1%
BPagano-RtDriven,1713713.0,1512616,201097.0,13.3%
IBF-TimeSeries,1722489.0,1512616,209873.0,13.9%
CovidAnalytics-DELPHI,1785951.0,1512616,273335.0,18.1%
JHU_IDD-CovidSP,982642.7,1512616,-529973.3,-35.0%
UVA-Ensemble,2203790.9,1512616,691174.9,45.7%
Google_Harvard-CPF,,1512616,,
JHU_CSSE-DECOM,,1512616,,
JHU_UNC_GAS-StatMechPool,,1512616,,
UCSB-ACTS,,1512616,,
Wadhwani_AI-BayesOpt,,1512616,,
