,count,mean,median,std,min,25%,75%,max
CU-select,51,47973.0,25299.0,83720.4,643.0,9569.5,50349.0,487595.0
LANL-GrowthRate,51,59383.3,35467.0,93618.3,406.0,11149.8,69207.0,587519.5
Covid19Sim-Simulator,51,64933.4,37762.9,102696.6,607.7,14366.3,68907.7,671783.8
BPagano-RtDriven,51,65089.1,33454.5,93000.8,959.1,20837.7,83800.1,627601.5
COVIDhub-baseline,51,69262.3,45202.0,103452.2,164.0,16621.0,79172.0,672174.0
JHUAPL-Bucky,51,74570.6,52759.1,107530.7,336.4,14786.6,88658.5,705997.3
IowaStateLW-STEM,49,77591.6,51913.0,114731.2,2057.2,17724.0,85360.5,748845.0
JCB-PRM,51,80005.7,55127.1,113557.1,1229.1,17713.9,96490.6,730150.3
USC-SI_kJalpha,51,88251.3,51137.0,102473.0,1777.0,32657.0,114099.0,628705.0
UCLA-SuEIR,51,99585.1,66883.5,129590.3,118.8,27805.2,118400.9,776940.4
CovidAnalytics-DELPHI,51,124833.3,80189.0,164362.6,3082.0,27219.0,132857.5,861448.0
