,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
19177,201,210.0,,314.0,,,,,190.0,,456.5,336.0,,115.0,9.0,,113.0,,,,,-11.0,,255.5,135.0,,-86.0,,False,,,,,False,,False,False,,False
19179,1145,1164.0,,1870.0,,,,,1291.0,,1237.4,1831.5,601.5,266.0,19.0,,725.0,,,,,146.0,,92.4,686.5,-543.5,-879.0,,False,,,,,False,,False,False,False,False
19181,1863,1488.0,,3267.0,,,,,1244.0,,2726.6,3106.0,962.8,983.0,-375.0,,1404.0,,,,,-619.0,,863.6,1243.0,-900.2,-880.0,,False,,,,,False,,False,False,False,False
19183,894,780.0,,793.0,,,,,552.0,,1441.5,1118.0,,339.0,-114.0,,-101.0,,,,,-342.0,,547.5,224.0,,-555.0,,True,,,,,False,,False,False,,False
19185,132,354.0,,172.0,,,,,176.0,,1972.7,512.0,,132.0,222.0,,40.0,,,,,44.0,,1840.7,380.0,,0.0,,True,,,,,True,,False,False,,True
19187,1840,2022.0,,1223.0,,,,,1721.0,,2535.7,3302.0,1298.1,0.0,182.0,,-617.0,,,,,-119.0,,695.7,1462.0,-541.9,-1840.0,,False,,,,,True,,False,False,False,False
19189,458,468.0,,220.0,,,,,348.0,,562.8,457.0,,22.0,10.0,,-238.0,,,,,-110.0,,104.8,-1.0,,-436.0,,False,,,,,False,,False,True,,False
19191,680,456.0,,647.0,,,,,642.0,,868.7,734.0,,306.0,-224.0,,-33.0,,,,,-38.0,,188.7,54.0,,-374.0,,True,,,,,True,,True,True,,False
19193,3529,3822.0,,1970.0,,,,,4627.0,,4222.4,4790.5,3867.3,0.0,293.0,,-1559.0,,,,,1098.0,,693.4,1261.5,338.3,-3529.0,,False,,,,,False,,False,False,False,False
19195,264,270.0,,178.0,,,,,175.0,,546.3,383.5,,184.0,6.0,,-86.0,,,,,-89.0,,282.3,119.5,,-80.0,,False,,,,,False,,False,False,,False
19197,553,708.0,,254.0,,,,,457.0,,1035.4,890.0,,1061.0,155.0,,-299.0,,,,,-96.0,,482.4,337.0,,508.0,,False,,,,,True,,False,False,,False
20001,367,378.0,,39.0,,,,,184.0,,403.5,126.0,,344.0,11.0,,-328.0,,,,,-183.0,,36.5,-241.0,,-23.0,,False,,,,,False,,False,False,,False
20003,206,360.0,,385.0,,,,,185.0,,971.4,203.0,,97.0,154.0,,179.0,,,,,-21.0,,765.4,-3.0,,-109.0,,False,,,,,True,,False,True,,True
20005,524,498.0,,350.0,,,,,341.0,,38.4,234.0,,184.0,-26.0,,-174.0,,,,,-183.0,,-485.6,-290.0,,-340.0,,False,,,,,False,,False,False,,False
20007,149,282.0,,0.0,,,,,48.0,,1066.0,79.0,,80.0,133.0,,-149.0,,,,,-101.0,,917.0,-70.0,,-69.0,,False,,,,,True,,False,True,,True
20009,1103,786.0,,801.0,,,,,658.0,,1180.3,364.0,,476.0,-317.0,,-302.0,,,,,-445.0,,77.3,-739.0,,-627.0,,True,,,,,False,,True,False,,False
20011,462,186.0,,43.0,,,,,283.0,,266.0,190.0,,295.0,-276.0,,-419.0,,,,,-179.0,,-196.0,-272.0,,-167.0,,False,,,,,True,,True,True,,True
20013,623,462.0,,457.0,,,,,213.0,,824.9,210.0,,112.0,-161.0,,-166.0,,,,,-410.0,,201.9,-413.0,,-511.0,,False,,,,,False,,False,False,,False
20015,2820,1188.0,,3005.0,,,,,878.0,,2304.2,974.0,,587.0,-1632.0,,185.0,,,,,-1942.0,,-515.8,-1846.0,,-2233.0,,True,,,,,False,,True,False,,False
20017,97,66.0,,0.0,,,,,40.0,,81.8,18.0,,11.0,-31.0,,-97.0,,,,,-57.0,,-15.2,-79.0,,-86.0,,False,,,,,False,,True,False,,False
20019,94,0.0,,0.0,,,,,41.0,,10.7,6.0,,0.0,-94.0,,-94.0,,,,,-53.0,,-83.3,-88.0,,-94.0,,False,,,,,True,,True,True,,False
20021,715,570.0,,479.0,,,,,581.0,,610.2,306.0,,177.0,-145.0,,-236.0,,,,,-134.0,,-104.8,-409.0,,-538.0,,False,,,,,True,,True,False,,False
20023,97,84.0,,0.0,,,,,80.0,,133.8,64.0,,15.0,-13.0,,-97.0,,,,,-17.0,,36.8,-33.0,,-82.0,,False,,,,,False,,False,False,,False
20025,100,54.0,,0.0,,,,,39.0,,18.5,23.0,,19.0,-46.0,,-100.0,,,,,-61.0,,-81.5,-77.0,,-81.0,,False,,,,,False,,False,False,,False
20027,399,354.0,,435.0,,,,,178.0,,1969.6,105.0,,145.0,-45.0,,36.0,,,,,-221.0,,1570.6,-294.0,,-254.0,,True,,,,,False,,False,False,,False
20029,532,624.0,,1169.0,,,,,216.0,,2686.3,194.0,,138.0,92.0,,637.0,,,,,-316.0,,2154.3,-338.0,,-394.0,,False,,,,,False,,False,False,,False
20031,248,150.0,,76.0,,,,,126.0,,165.1,76.0,,71.0,-98.0,,-172.0,,,,,-122.0,,-82.9,-172.0,,-177.0,,False,,,,,False,,True,False,,False
20033,111,18.0,,0.0,,,,,34.0,,20.7,6.0,,41.0,-93.0,,-111.0,,,,,-77.0,,-90.3,-105.0,,-70.0,,False,,,,,True,,True,False,,True
20035,1491,954.0,,2153.0,,,,,517.0,,1017.7,292.0,,558.0,-537.0,,662.0,,,,,-974.0,,-473.3,-1199.0,,-933.0,,False,,,,,False,,True,False,,False
20037,1392,954.0,,1256.0,,,,,872.0,,1154.5,483.0,582.9,333.0,-438.0,,-136.0,,,,,-520.0,,-237.5,-909.0,-809.1,-1059.0,,True,,,,,False,,True,False,False,False
20039,60,198.0,,0.0,,,,,65.0,,1187.4,123.0,,15.0,138.0,,-60.0,,,,,5.0,,1127.4,63.0,,-45.0,,True,,,,,True,,False,True,,True
20041,595,588.0,,1352.0,,,,,340.0,,1894.9,241.0,,240.0,-7.0,,757.0,,,,,-255.0,,1299.9,-354.0,,-355.0,,False,,,,,False,,False,False,,False
20043,387,72.0,,48.0,,,,,136.0,,118.2,104.0,,26.0,-315.0,,-339.0,,,,,-251.0,,-268.8,-283.0,,-361.0,,False,,,,,True,,True,True,,False
20045,2581,1884.0,,7005.0,,,,,1805.0,,2027.9,1522.0,1307.1,1179.0,-697.0,,4424.0,,,,,-776.0,,-553.1,-1059.0,-1273.9,-1402.0,,False,,,,,False,,True,False,False,False
20047,129,96.0,,10.0,,,,,48.0,,193.3,47.0,,23.0,-33.0,,-119.0,,,,,-81.0,,64.3,-82.0,,-106.0,,False,,,,,False,,False,False,,False
20049,67,42.0,,0.0,,,,,29.0,,9.3,0.0,,77.0,-25.0,,-67.0,,,,,-38.0,,-57.7,-67.0,,10.0,,False,,,,,False,,False,False,,True
20051,1480,810.0,,564.0,,,,,1032.0,,663.9,560.0,734.4,712.0,-670.0,,-916.0,,,,,-448.0,,-816.1,-920.0,-745.6,-768.0,,False,,,,,True,,False,False,False,False
20053,539,684.0,,700.0,,,,,118.0,,2263.2,414.0,,0.0,145.0,,161.0,,,,,-421.0,,1724.2,-125.0,,-539.0,,False,,,,,False,,False,True,,False
20055,1827,2250.0,,1916.0,,,,,2217.0,,2418.6,1546.5,1743.9,0.0,423.0,,89.0,,,,,390.0,,591.6,-280.5,-83.1,-1827.0,,True,,,,,True,,False,True,True,False
20057,1103,3504.0,,3.0,,,,,2021.0,,744.1,740.0,1675.1,8885.0,2401.0,,-1100.0,,,,,918.0,,-358.9,-363.0,572.1,7782.0,,True,,,,,True,,True,True,True,False
20059,809,606.0,,996.0,,,,,510.0,,1039.6,299.0,,282.0,-203.0,,187.0,,,,,-299.0,,230.6,-510.0,,-527.0,,True,,,,,False,,False,False,,False
20061,898,270.0,,449.0,,,,,745.0,,451.3,61.0,,465.0,-628.0,,-449.0,,,,,-153.0,,-446.7,-837.0,,-433.0,,True,,,,,True,,True,False,,True
20063,99,210.0,,0.0,,,,,66.0,,323.7,150.0,,0.0,111.0,,-99.0,,,,,-33.0,,224.7,51.0,,-99.0,,True,,,,,True,,False,True,,True
20065,123,78.0,,,,,,,37.0,,45.7,30.0,,47.0,-45.0,,,,,,,-86.0,,-77.3,-93.0,,-76.0,,,,,,,False,,False,False,,False
20067,361,366.0,,100.0,,,,,256.0,,399.9,283.0,,0.0,5.0,,-261.0,,,,,-105.0,,38.9,-78.0,,-361.0,,False,,,,,False,,False,False,,False
20069,256,0.0,,3.0,,,,,87.0,,17.0,72.0,,0.0,-256.0,,-253.0,,,,,-169.0,,-239.0,-184.0,,-256.0,,True,,,,,True,,True,True,,False
20071,38,102.0,,0.0,,,,,46.0,,139.3,33.5,,17.0,64.0,,-38.0,,,,,8.0,,101.3,-4.5,,-21.0,,True,,,,,True,,False,True,,True
20073,258,204.0,,39.0,,,,,92.0,,679.1,97.0,,73.0,-54.0,,-219.0,,,,,-166.0,,421.1,-161.0,,-185.0,,False,,,,,False,,False,False,,False
20075,107,0.0,,0.0,,,,,64.0,,12.1,23.0,,1.0,-107.0,,-107.0,,,,,-43.0,,-94.9,-84.0,,-106.0,,False,,,,,True,,True,True,,True
20077,200,162.0,,0.0,,,,,79.0,,194.8,76.0,,57.0,-38.0,,-200.0,,,,,-121.0,,-5.2,-124.0,,-143.0,,False,,,,,False,,True,False,,False
20079,1370,990.0,,2290.0,,,,,451.0,,4202.4,466.0,,435.0,-380.0,,920.0,,,,,-919.0,,2832.4,-904.0,,-935.0,,False,,,,,False,,False,False,,False
20081,161,486.0,,,,,,,92.0,,567.8,0.0,,45.0,325.0,,,,,,,-69.0,,406.8,-161.0,,-116.0,,,,,,,True,,False,True,,True
20083,72,282.0,,39.0,,,,,34.0,,743.2,34.0,,21.0,210.0,,-33.0,,,,,-38.0,,671.2,-38.0,,-51.0,,True,,,,,True,,False,True,,True
20085,558,360.0,,413.0,,,,,221.0,,373.3,165.0,,168.0,-198.0,,-145.0,,,,,-337.0,,-184.7,-393.0,,-390.0,,True,,,,,False,,True,False,,False
20087,651,330.0,,595.0,,,,,282.0,,955.4,169.0,,204.0,-321.0,,-56.0,,,,,-369.0,,304.4,-482.0,,-447.0,,True,,,,,False,,True,False,,False
20089,101,18.0,,0.0,,,,,45.0,,25.6,12.0,,31.0,-83.0,,-101.0,,,,,-56.0,,-75.4,-89.0,,-70.0,,False,,,,,True,,True,False,,True
20091,17228,10920.0,,9422.0,,,,,6142.0,,13001.0,16724.0,6032.1,6751.0,-6308.0,,-7806.0,,,,,-11086.0,,-4227.0,-504.0,-11195.9,-10477.0,,False,,,,,False,,True,True,False,False
20093,465,84.0,,0.0,,,,,80.0,,26.8,73.0,,15.0,-381.0,,-465.0,,,,,-385.0,,-438.2,-392.0,,-450.0,,False,,,,,False,,False,False,,False
20095,340,108.0,,72.0,,,,,73.0,,234.2,64.0,,24.0,-232.0,,-268.0,,,,,-267.0,,-105.8,-276.0,,-316.0,,False,,,,,False,,True,False,,False
20097,54,0.0,,0.0,,,,,34.0,,15.0,36.0,,0.0,-54.0,,-54.0,,,,,-20.0,,-39.0,-18.0,,-54.0,,False,,,,,True,,True,True,,False
20099,1040,240.0,,315.0,,,,,440.0,,599.6,229.0,,109.0,-800.0,,-725.0,,,,,-600.0,,-440.4,-811.0,,-931.0,,True,,,,,True,,True,False,,False
20101,72,78.0,,3.0,,,,,33.0,,454.4,27.0,,26.0,6.0,,-69.0,,,,,-39.0,,382.4,-45.0,,-46.0,,False,,,,,False,,False,False,,False
20103,1868,876.0,,,,,,,1364.0,,802.0,587.5,661.0,564.0,-992.0,,,,,,,-504.0,,-1066.0,-1280.5,-1207.0,-1304.0,,,,,,,True,,False,False,False,False
20105,147,0.0,,0.0,,,,,37.0,,13.4,10.0,,0.0,-147.0,,-147.0,,,,,-110.0,,-133.6,-137.0,,-147.0,,False,,,,,True,,True,True,,False
20107,280,168.0,,105.0,,,,,157.0,,320.6,64.0,,161.0,-112.0,,-175.0,,,,,-123.0,,40.6,-216.0,,-119.0,,False,,,,,False,,True,False,,False
20109,112,444.0,,0.0,,,,,61.0,,440.1,58.0,,24.0,332.0,,-112.0,,,,,-51.0,,328.1,-54.0,,-88.0,,True,,,,,True,,True,True,,True
20111,1626,990.0,,1901.0,,,,,803.0,,1462.8,724.5,441.8,240.0,-636.0,,275.0,,,,,-823.0,,-163.2,-901.5,-1184.2,-1386.0,,True,,,,,False,,True,False,False,False
20113,1513,1212.0,,2757.0,,,,,407.0,,4349.8,400.5,,486.0,-301.0,,1244.0,,,,,-1106.0,,2836.8,-1112.5,,-1027.0,,False,,,,,False,,False,False,,False
20115,354,318.0,,323.0,,,,,141.0,,1112.9,99.0,,233.0,-36.0,,-31.0,,,,,-213.0,,758.9,-255.0,,-121.0,,True,,,,,False,,False,False,,False
20117,621,216.0,,165.0,,,,,180.0,,286.4,70.0,,180.0,-405.0,,-456.0,,,,,-441.0,,-334.6,-551.0,,-441.0,,False,,,,,False,,True,False,,False
20119,177,48.0,,0.0,,,,,64.0,,30.5,35.0,,24.0,-129.0,,-177.0,,,,,-113.0,,-146.5,-142.0,,-153.0,,False,,,,,True,,False,False,,False
20121,866,252.0,,320.0,,,,,550.0,,332.2,211.0,,53.0,-614.0,,-546.0,,,,,-316.0,,-533.8,-655.0,,-813.0,,True,,,,,True,,True,False,,False
20123,282,42.0,,7.0,,,,,121.0,,64.7,17.0,,81.0,-240.0,,-275.0,,,,,-161.0,,-217.3,-265.0,,-201.0,,False,,,,,True,,True,False,,True
20125,1015,0.0,,14.0,,,,,709.0,,161.1,318.0,,11.0,-1015.0,,-1001.0,,,,,-306.0,,-853.9,-697.0,,-1004.0,,True,,,,,True,,True,True,,True
20127,248,120.0,,35.0,,,,,65.0,,391.3,41.0,,83.0,-128.0,,-213.0,,,,,-183.0,,143.3,-207.0,,-165.0,,False,,,,,False,,False,False,,False
20129,126,0.0,,0.0,,,,,80.0,,4.3,32.0,,0.0,-126.0,,-126.0,,,,,-46.0,,-121.7,-94.0,,-126.0,,False,,,,,True,,True,True,,False
20131,785,618.0,,539.0,,,,,242.0,,2171.8,267.0,,108.0,-167.0,,-246.0,,,,,-543.0,,1386.8,-518.0,,-677.0,,False,,,,,False,,False,False,,False
20133,650,450.0,,948.0,,,,,390.0,,1253.6,169.0,,279.0,-200.0,,298.0,,,,,-260.0,,603.6,-481.0,,-371.0,,False,,,,,False,,False,False,,False
20135,156,114.0,,0.0,,,,,65.0,,12.9,36.0,,0.0,-42.0,,-156.0,,,,,-91.0,,-143.1,-120.0,,-156.0,,False,,,,,False,,False,False,,False
20137,217,1314.0,,263.0,,,,,204.0,,1098.4,997.0,,527.0,1097.0,,46.0,,,,,-13.0,,881.4,780.0,,310.0,,True,,,,,True,,True,True,,True
20139,526,168.0,,185.0,,,,,218.0,,458.8,93.5,,197.0,-358.0,,-341.0,,,,,-308.0,,-67.2,-432.5,,-329.0,,True,,,,,True,,True,False,,True
20141,118,12.0,,0.0,,,,,60.0,,39.7,17.0,,5.0,-106.0,,-118.0,,,,,-58.0,,-78.3,-101.0,,-113.0,,False,,,,,True,,True,True,,False
20143,236,54.0,,4.0,,,,,90.0,,96.8,64.0,,29.0,-182.0,,-232.0,,,,,-146.0,,-139.2,-172.0,,-207.0,,False,,,,,True,,True,True,,False
20145,430,54.0,,0.0,,,,,152.0,,60.7,42.0,,9.0,-376.0,,-430.0,,,,,-278.0,,-369.3,-388.0,,-421.0,,False,,,,,True,,True,False,,False
20147,285,282.0,,0.0,,,,,148.0,,379.5,292.0,,0.0,-3.0,,-285.0,,,,,-137.0,,94.5,7.0,,-285.0,,False,,,,,False,,False,False,,False
20149,453,282.0,,264.0,,,,,561.0,,584.8,136.0,,437.0,-171.0,,-189.0,,,,,108.0,,131.8,-317.0,,-16.0,,False,,,,,True,,True,False,,True
20151,353,558.0,,1042.0,,,,,142.0,,4033.1,214.0,,115.0,205.0,,689.0,,,,,-211.0,,3680.1,-139.0,,-238.0,,False,,,,,False,,False,True,,False
20153,147,198.0,,0.0,,,,,57.0,,90.1,88.0,,17.0,51.0,,-147.0,,,,,-90.0,,-56.9,-59.0,,-130.0,,False,,,,,False,,False,False,,False
20155,3704,3264.0,,4018.0,,,,,1440.0,,3775.6,2507.5,1378.5,548.0,-440.0,,314.0,,,,,-2264.0,,71.6,-1196.5,-2325.5,-3156.0,,True,,,,,False,,True,False,False,False
20157,394,150.0,,3.0,,,,,103.0,,353.0,64.0,,73.0,-244.0,,-391.0,,,,,-291.0,,-41.0,-330.0,,-321.0,,False,,,,,False,,True,False,,False
20159,497,126.0,,167.0,,,,,139.0,,285.0,101.0,,42.0,-371.0,,-330.0,,,,,-358.0,,-212.0,-396.0,,-455.0,,True,,,,,True,,True,False,,False
20161,2085,1098.0,,3227.0,,,,,1736.0,,868.0,598.0,822.8,0.0,-987.0,,1142.0,,,,,-349.0,,-1217.0,-1487.0,-1262.2,-2085.0,,False,,,,,True,,False,False,False,False
20163,253,180.0,,43.0,,,,,88.0,,130.3,80.0,,48.0,-73.0,,-210.0,,,,,-165.0,,-122.7,-173.0,,-205.0,,False,,,,,False,,False,False,,False
20165,242,0.0,,0.0,,,,,48.0,,7.9,0.0,,0.0,-242.0,,-242.0,,,,,-194.0,,-234.1,-242.0,,-242.0,,False,,,,,True,,True,False,,False
20167,428,348.0,,157.0,,,,,141.0,,794.8,171.0,,77.0,-80.0,,-271.0,,,,,-287.0,,366.8,-257.0,,-351.0,,False,,,,,False,,False,False,,False
20169,2366,1086.0,,2210.0,,,,,1096.0,,1523.4,640.0,1077.0,477.0,-1280.0,,-156.0,,,,,-1270.0,,-842.6,-1726.0,-1289.0,-1889.0,,True,,,,,True,,True,False,False,False
20171,304,264.0,,23.0,,,,,118.0,,405.9,123.0,,43.0,-40.0,,-281.0,,,,,-186.0,,101.9,-181.0,,-261.0,,False,,,,,False,,False,False,,False
20173,19268,12810.0,,19162.0,,,,,7522.0,,21279.3,26165.5,5275.8,3434.0,-6458.0,,-106.0,,,,,-11746.0,,2011.3,6897.5,-13992.2,-15834.0,,True,,,,,False,,True,False,False,False
20175,1115,840.0,,249.0,,,,,1686.0,,399.3,595.0,379.5,810.0,-275.0,,-866.0,,,,,571.0,,-715.7,-520.0,-735.5,-305.0,,False,,,,,False,,False,False,False,False
20177,5995,3630.0,,11004.0,,,,,3834.0,,5806.8,6240.0,1806.4,2107.0,-2365.0,,5009.0,,,,,-2161.0,,-188.2,245.0,-4188.6,-3888.0,,False,,,,,True,,True,True,False,False
20179,128,138.0,,0.0,,,,,63.0,,230.2,201.0,,0.0,10.0,,-128.0,,,,,-65.0,,102.2,73.0,,-128.0,,False,,,,,False,,False,False,,False
20181,234,222.0,,206.0,,,,,174.0,,407.3,240.0,,24.0,-12.0,,-28.0,,,,,-60.0,,173.3,6.0,,-210.0,,False,,,,,False,,False,True,,False
20183,137,126.0,,48.0,,,,,60.0,,718.4,29.0,,93.0,-11.0,,-89.0,,,,,-77.0,,581.4,-108.0,,-44.0,,False,,,,,False,,False,False,,False
20185,142,126.0,,0.0,,,,,57.0,,396.1,58.0,,44.0,-16.0,,-142.0,,,,,-85.0,,254.1,-84.0,,-98.0,,False,,,,,False,,False,False,,False
20187,47,12.0,,0.0,,,,,40.0,,11.9,6.0,,2.0,-35.0,,-47.0,,,,,-7.0,,-35.1,-41.0,,-45.0,,False,,,,,True,,False,False,,False
20189,207,222.0,,146.0,,,,,206.0,,278.6,125.0,,30.0,15.0,,-61.0,,,,,-1.0,,71.6,-82.0,,-177.0,,False,,,,,True,,False,False,,False
20191,754,438.0,,1050.0,,,,,258.0,,866.9,185.0,,254.0,-316.0,,296.0,,,,,-496.0,,112.9,-569.0,,-500.0,,True,,,,,False,,True,False,,False
20193,409,552.0,,391.0,,,,,269.0,,795.7,215.0,,0.0,143.0,,-18.0,,,,,-140.0,,386.7,-194.0,,-409.0,,True,,,,,True,,False,False,,False
20195,147,90.0,,0.0,,,,,49.0,,165.4,70.0,,15.0,-57.0,,-147.0,,,,,-98.0,,18.4,-77.0,,-132.0,,False,,,,,False,,True,False,,False
20197,245,180.0,,42.0,,,,,70.0,,405.5,44.0,,161.0,-65.0,,-203.0,,,,,-175.0,,160.5,-201.0,,-84.0,,False,,,,,False,,False,False,,False
20199,61,114.0,,0.0,,,,,46.0,,648.9,76.0,,4.0,53.0,,-61.0,,,,,-15.0,,587.9,15.0,,-57.0,,False,,,,,True,,False,True,,False
20201,299,282.0,,57.0,,,,,90.0,,2368.6,57.0,,131.0,-17.0,,-242.0,,,,,-209.0,,2069.6,-242.0,,-168.0,,False,,,,,False,,False,False,,False
20203,104,42.0,,0.0,,,,,50.0,,36.9,47.0,,6.0,-62.0,,-104.0,,,,,-54.0,,-67.1,-57.0,,-98.0,,False,,,,,True,,False,True,,False
20205,388,162.0,,79.0,,,,,142.0,,211.0,82.0,,129.0,-226.0,,-309.0,,,,,-246.0,,-177.0,-306.0,,-259.0,,False,,,,,False,,True,False,,False
20207,55,90.0,,45.0,,,,,50.0,,119.1,23.0,,87.0,35.0,,-10.0,,,,,-5.0,,64.1,-32.0,,32.0,,True,,,,,True,,False,True,,True
20209,4979,2226.0,,2814.0,,,,,3141.0,,1761.3,2070.0,1169.1,2030.0,-2753.0,,-2165.0,,,,,-1838.0,,-3217.7,-2909.0,-3809.9,-2949.0,,True,,,,,True,,False,False,False,False
21001,613,138.0,,169.0,,,,,291.0,,114.1,67.0,,48.0,-475.0,,-444.0,,,,,-322.0,,-498.9,-546.0,,-565.0,,True,,,,,True,,False,False,,False
21003,404,210.0,,128.0,,,,,366.0,,298.7,97.5,,172.0,-194.0,,-276.0,,,,,-38.0,,-105.3,-306.5,,-232.0,,False,,,,,True,,True,False,,False
21005,502,204.0,,245.0,,,,,188.0,,362.6,247.0,,278.0,-298.0,,-257.0,,,,,-314.0,,-139.4,-255.0,,-224.0,,True,,,,,False,,True,True,,True
21007,115,144.0,,230.0,,,,,98.0,,314.3,137.0,,302.0,29.0,,115.0,,,,,-17.0,,199.3,22.0,,187.0,,False,,,,,True,,False,True,,False
21009,884,1044.0,,1389.0,,,,,680.0,,2004.2,1132.0,1065.7,329.0,160.0,,505.0,,,,,-204.0,,1120.2,248.0,181.7,-555.0,,False,,,,,False,,False,False,False,False
21011,278,144.0,,271.0,,,,,162.0,,132.4,169.0,,82.0,-134.0,,-7.0,,,,,-116.0,,-145.6,-109.0,,-196.0,,True,,,,,True,,False,True,,False
21013,751,636.0,,1040.0,,,,,469.0,,1983.8,966.0,,246.0,-115.0,,289.0,,,,,-282.0,,1232.8,215.0,,-505.0,,False,,,,,False,,False,False,,False
21015,4113,2016.0,,3341.0,,,,,2131.0,,2889.9,3395.0,1744.6,1497.0,-2097.0,,-772.0,,,,,-1982.0,,-1223.1,-718.0,-2368.4,-2616.0,,True,,,,,True,,True,True,False,False
21017,406,234.0,,205.0,,,,,292.0,,382.0,245.0,,211.0,-172.0,,-201.0,,,,,-114.0,,-24.0,-161.0,,-195.0,,False,,,,,True,,True,True,,False
21019,1846,786.0,,1703.0,,,,,805.0,,1460.7,1150.0,,288.0,-1060.0,,-143.0,,,,,-1041.0,,-385.3,-696.0,,-1558.0,,True,,,,,True,,True,True,,False
21021,1190,348.0,,406.0,,,,,358.0,,614.3,347.0,,407.0,-842.0,,-784.0,,,,,-832.0,,-575.7,-843.0,,-783.0,,True,,,,,True,,True,False,,True
21023,171,48.0,,43.0,,,,,112.0,,69.3,33.0,,50.0,-123.0,,-128.0,,,,,-59.0,,-101.7,-138.0,,-121.0,,False,,,,,True,,True,False,,True
21025,328,210.0,,423.0,,,,,193.0,,431.5,243.0,,139.0,-118.0,,95.0,,,,,-135.0,,103.5,-85.0,,-189.0,,True,,,,,False,,True,True,,False
21027,269,462.0,,1395.0,,,,,203.0,,2117.8,573.0,,412.0,193.0,,1126.0,,,,,-66.0,,1848.8,304.0,,143.0,,False,,,,,True,,False,False,,True
21029,1917,1686.0,,2178.0,,,,,940.0,,2954.4,2212.0,797.8,2737.0,-231.0,,261.0,,,,,-977.0,,1037.4,295.0,-1119.2,820.0,,False,,,,,False,,False,False,False,False
21031,264,150.0,,41.0,,,,,199.0,,146.2,136.0,,138.0,-114.0,,-223.0,,,,,-65.0,,-117.8,-128.0,,-126.0,,False,,,,,True,,False,False,,False
21033,462,402.0,,362.0,,,,,246.0,,1415.5,328.5,,162.0,-60.0,,-100.0,,,,,-216.0,,953.5,-133.5,,-300.0,,False,,,,,False,,False,False,,False
21035,978,576.0,,559.0,,,,,781.0,,1003.9,610.0,215.1,263.0,-402.0,,-419.0,,,,,-197.0,,25.9,-368.0,-762.9,-715.0,,False,,,,,True,,True,True,False,False
21037,2353,1818.0,,2997.0,,,,,1831.0,,3479.2,3427.5,1055.4,1144.0,-535.0,,644.0,,,,,-522.0,,1126.2,1074.5,-1297.6,-1209.0,,False,,,,,True,,False,False,False,False
21039,147,108.0,,42.0,,,,,88.0,,166.9,60.0,,107.0,-39.0,,-105.0,,,,,-59.0,,19.9,-87.0,,-40.0,,False,,,,,False,,True,False,,False
21041,256,102.0,,125.0,,,,,219.0,,97.3,60.0,,72.0,-154.0,,-131.0,,,,,-37.0,,-158.7,-196.0,,-184.0,,True,,,,,True,,False,False,,False
21043,736,234.0,,286.0,,,,,404.0,,748.8,268.0,,158.0,-502.0,,-450.0,,,,,-332.0,,12.8,-468.0,,-578.0,,True,,,,,True,,True,True,,False
21045,434,108.0,,116.0,,,,,156.0,,99.0,67.0,,176.0,-326.0,,-318.0,,,,,-278.0,,-335.0,-367.0,,-258.0,,True,,,,,True,,False,False,,True
21047,1557,1164.0,,2001.0,,,,,1352.0,,1504.4,1157.0,616.8,997.0,-393.0,,444.0,,,,,-205.0,,-52.6,-400.0,-940.2,-560.0,,False,,,,,True,,True,False,False,False
21049,702,378.0,,281.0,,,,,466.0,,496.8,352.0,,318.0,-324.0,,-421.0,,,,,-236.0,,-205.2,-350.0,,-384.0,,False,,,,,True,,True,False,,False
21051,639,444.0,,643.0,,,,,360.0,,887.7,409.0,,137.0,-195.0,,4.0,,,,,-279.0,,248.7,-230.0,,-502.0,,True,,,,,False,,False,False,,False
21053,438,108.0,,99.0,,,,,193.0,,129.7,33.0,,3.0,-330.0,,-339.0,,,,,-245.0,,-308.3,-405.0,,-435.0,,False,,,,,True,,True,False,,False
21055,133,66.0,,20.0,,,,,156.0,,61.6,25.0,,37.0,-67.0,,-113.0,,,,,23.0,,-71.4,-108.0,,-96.0,,False,,,,,True,,False,False,,False
21057,205,48.0,,77.0,,,,,89.0,,89.0,42.0,,8.0,-157.0,,-128.0,,,,,-116.0,,-116.0,-163.0,,-197.0,,True,,,,,True,,True,False,,False
21059,2810,1410.0,,2959.0,,,,,1643.0,,1878.7,1912.0,1402.6,1113.0,-1400.0,,149.0,,,,,-1167.0,,-931.3,-898.0,-1407.4,-1697.0,,True,,,,,True,,True,True,False,False
