,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01125,5801,3066.0,,,,,2467.0,,2654.0,2699.1,1065.0,-2735.0,,,,,-3334.0,,-3147.0,-3101.9,-4736.0,,,,,False,,False,False,False
01127,1739,1239.0,,,,,922.0,,999.2,621.3,526.0,-500.0,,,,,-817.0,,-739.8,-1117.7,-1213.0,,,,,False,,False,False,False
01129,316,168.0,,,,,344.0,,1686.1,,60.0,-148.0,,,,,28.0,,1370.1,,-256.0,,,,,True,,False,,False
01131,235,42.0,,,,,55.0,,56.8,,27.0,-193.0,,,,,-180.0,,-178.2,,-208.0,,,,,True,,True,,False
01133,747,294.0,,,,,373.0,,231.9,,199.0,-453.0,,,,,-374.0,,-515.1,,-548.0,,,,,True,,False,,False
02013,29,0.0,,,,,,,7.7,,0.0,-29.0,,,,,,,-21.3,,-29.0,,,,,,,True,,False
02016,70,14.0,,,,,,,6.3,,128.0,-56.0,,,,,,,-63.7,,58.0,,,,,,,False,,False
02020,13127,9170.0,,,,,,,16216.4,8875.3,159.0,-3957.0,,,,,,,3089.4,-4251.7,-12968.0,,,,,,,True,False,False
02050,1591,742.0,,,,,,,4970.0,,191.0,-849.0,,,,,,,3379.0,,-1400.0,,,,,,,False,,False
02060,0,0.0,,,,,,,2.0,,,0.0,,,,,,,2.0,,,,,,,,,False,,
02068,30,42.0,,,,,,,308.9,,22.0,12.0,,,,,,,278.9,,-8.0,,,,,,,False,,True
02070,53,105.0,,,,,,,286.0,,80.0,52.0,,,,,,,233.0,,27.0,,,,,,,False,,True
02090,2332,2128.0,,,,,,,3296.0,2935.3,448.0,-204.0,,,,,,,964.0,603.3,-1884.0,,,,,,,False,False,False
02100,9,7.0,,,,,,,18.5,,5.0,-2.0,,,,,,,9.5,,-4.0,,,,,,,False,,False
02105,0,0.0,,,,,,,9.1,,,0.0,,,,,,,9.1,,,,,,,,,False,,
02110,406,679.0,,,,,,,1202.4,,572.0,273.0,,,,,,,796.4,,166.0,,,,,,,False,,True
02122,2359,1806.0,,,,,,,4106.0,,1141.0,-553.0,,,,,,,1747.0,,-1218.0,,,,,,,False,,False
02130,145,49.0,,,,,,,14.4,,345.0,-96.0,,,,,,,-130.6,,200.0,,,,,,,False,,False
02150,681,182.0,,,,,,,53.8,,338.0,-499.0,,,,,,,-627.2,,-343.0,,,,,,,False,,True
02158,434,518.0,,,,,,,4388.7,,99.0,84.0,,,,,,,3954.7,,-335.0,,,,,,,False,,False
02164,45,70.0,,,,,,,49.0,,0.0,25.0,,,,,,,4.0,,-45.0,,,,,,,True,,False
02170,4377,3101.0,,,,,,,20655.4,1329.0,1114.0,-1276.0,,,,,,,16278.4,-3048.0,-3263.0,,,,,,,False,False,False
02180,127,77.0,,,,,,,252.6,,27.0,-50.0,,,,,,,125.6,,-100.0,,,,,,,False,,False
02185,475,231.0,,,,,,,561.4,,97.0,-244.0,,,,,,,86.4,,-378.0,,,,,,,True,,False
02188,131,231.0,,,,,,,254.1,,1.0,100.0,,,,,,,123.1,,-130.0,,,,,,,False,,False
02195,10,28.0,,,,,,,12.4,,76.0,18.0,,,,,,,2.4,,66.0,,,,,,,True,,False
02198,33,7.0,,,,,,,6.8,,40.0,-26.0,,,,,,,-26.2,,7.0,,,,,,,False,,True
02220,174,70.0,,,,,,,24.2,,186.0,-104.0,,,,,,,-149.8,,12.0,,,,,,,False,,True
02230,8,14.0,,,,,,,637.4,,2.0,6.0,,,,,,,629.4,,-6.0,,,,,,,False,,False
02240,296,154.0,,,,,,,403.3,,156.0,-142.0,,,,,,,107.3,,-140.0,,,,,,,True,,True
02261,141,98.0,,,,,,,194.4,,143.0,-43.0,,,,,,,53.4,,2.0,,,,,,,False,,True
02275,6,0.0,,,,,,,0.7,,0.0,-6.0,,,,,,,-5.3,,-6.0,,,,,,,True,,False
02282,16,14.0,,,,,,,24.4,,0.0,-2.0,,,,,,,8.4,,-16.0,,,,,,,False,,False
02290,86,91.0,,,,,,,174.3,,70.0,5.0,,,,,,,88.3,,-16.0,,,,,,,False,,False
04001,2790,1043.0,,,,,1725.0,,556.6,401.7,104.0,-1747.0,,,,,-1065.0,,-2233.4,-2388.3,-2686.0,,,,,True,,False,False,False
04003,3785,693.0,,,,,1303.0,,490.0,261.9,312.0,-3092.0,,,,,-2482.0,,-3295.0,-3523.1,-3473.0,,,,,True,,False,False,False
04005,4482,2688.0,,,,,1638.0,,1468.9,1091.9,1072.0,-1794.0,,,,,-2844.0,,-3013.1,-3390.1,-3410.0,,,,,False,,False,False,False
04007,1977,994.0,,,,,732.0,,1058.2,337.2,751.0,-983.0,,,,,-1245.0,,-918.8,-1639.8,-1226.0,,,,,False,,True,False,False
04009,1522,952.0,,,,,460.0,,1211.9,369.1,477.0,-570.0,,,,,-1062.0,,-310.1,-1152.9,-1045.0,,,,,False,,True,False,False
04011,252,14.0,,,,,136.0,,637.2,,5.0,-238.0,,,,,-116.0,,385.2,,-247.0,,,,,True,,False,,False
04012,532,112.0,,,,,69.0,,276.6,,41.0,-420.0,,,,,-463.0,,-255.4,,-491.0,,,,,False,,True,,False
04013,118310,39088.0,,,,,25249.0,,24654.4,17743.7,32418.0,-79222.0,,,,,-93061.0,,-93655.6,-100566.3,-85892.0,,,,,False,,False,False,False
04015,5325,1218.0,,,,,1375.0,,732.6,680.8,970.0,-4107.0,,,,,-3950.0,,-4592.4,-4644.2,-4355.0,,,,,True,,False,False,False
04017,3703,1610.0,,,,,2111.0,,673.6,606.9,2554.0,-2093.0,,,,,-1592.0,,-3029.4,-3096.1,-1149.0,,,,,True,,False,False,True
04019,29448,8267.0,,,,,4088.0,,4816.4,3373.0,11144.0,-21181.0,,,,,-25360.0,,-24631.6,-26075.0,-18304.0,,,,,False,,False,False,True
04021,11366,2996.0,,,,,1709.0,,2042.2,1041.1,2187.0,-8370.0,,,,,-9657.0,,-9323.8,-10324.9,-9179.0,,,,,False,,False,False,False
04023,2269,504.0,,,,,404.0,,227.9,188.7,21.0,-1765.0,,,,,-1865.0,,-2041.1,-2080.3,-2248.0,,,,,False,,False,False,False
04025,6115,1036.0,,,,,1339.0,,875.2,783.7,416.0,-5079.0,,,,,-4776.0,,-5239.8,-5331.3,-5699.0,,,,,True,,False,False,False
04027,10718,3010.0,,,,,749.0,,1932.0,2100.9,4043.0,-7708.0,,,,,-9969.0,,-8786.0,-8617.1,-6675.0,,,,,False,,False,False,True
05001,470,378.0,,,,,278.0,,472.8,,17.0,-92.0,,,,,-192.0,,2.8,,-453.0,,,,,False,,True,,False
05003,587,224.0,,,,,226.0,,289.3,,284.0,-363.0,,,,,-361.0,,-297.7,,-303.0,,,,,True,,True,,True
05005,1067,742.0,,,,,722.0,,1443.7,,574.0,-325.0,,,,,-345.0,,376.7,,-493.0,,,,,False,,False,,False
05007,7016,3332.0,,,,,4529.0,,3360.2,2171.7,3391.0,-3684.0,,,,,-2487.0,,-3655.8,-4844.3,-3625.0,,,,,True,,True,False,True
05009,1224,476.0,,,,,785.0,,584.9,,489.0,-748.0,,,,,-439.0,,-639.1,,-735.0,,,,,True,,True,,True
05011,427,28.0,,,,,129.0,,37.3,,4.0,-399.0,,,,,-298.0,,-389.7,,-423.0,,,,,True,,True,,False
05013,138,63.0,,,,,42.0,,141.0,,75.0,-75.0,,,,,-96.0,,3.0,,-63.0,,,,,False,,True,,True
05015,866,385.0,,,,,400.0,,350.5,,165.0,-481.0,,,,,-466.0,,-515.5,,-701.0,,,,,True,,False,,False
05017,291,42.0,,,,,144.0,,66.5,14.5,10.0,-249.0,,,,,-147.0,,-224.5,-276.5,-281.0,,,,,True,,True,False,False
05019,673,203.0,,,,,289.0,,182.7,,189.0,-470.0,,,,,-384.0,,-490.3,,-484.0,,,,,True,,False,,False
05021,687,273.0,,,,,317.0,,489.7,,139.0,-414.0,,,,,-370.0,,-197.3,,-548.0,,,,,True,,True,,False
05023,542,147.0,,,,,509.0,,171.2,,328.0,-395.0,,,,,-33.0,,-370.8,,-214.0,,,,,True,,True,,True
05025,254,196.0,,,,,70.0,,282.9,,68.0,-58.0,,,,,-184.0,,28.9,,-186.0,,,,,False,,True,,False
05027,659,406.0,,,,,269.0,,353.7,,755.0,-253.0,,,,,-390.0,,-305.3,,96.0,,,,,False,,False,,True
05029,706,126.0,,,,,535.0,,115.7,,92.0,-580.0,,,,,-171.0,,-590.3,,-614.0,,,,,True,,False,,False
05031,4231,3143.0,,,,,3196.0,,3514.2,3322.5,3967.0,-1088.0,,,,,-1035.0,,-716.8,-908.5,-264.0,,,,,True,,True,True,True
05033,1825,1064.0,,,,,1666.0,,1051.5,600.1,1061.0,-761.0,,,,,-159.0,,-773.5,-1224.9,-764.0,,,,,True,,False,False,False
05035,1437,1239.0,,,,,939.0,,1469.1,738.1,278.0,-198.0,,,,,-498.0,,32.1,-698.9,-1159.0,,,,,False,,True,False,False
05037,601,301.0,,,,,356.0,,327.9,,4.0,-300.0,,,,,-245.0,,-273.1,,-597.0,,,,,True,,True,,False
05039,242,14.0,,,,,81.0,,18.3,,213.0,-228.0,,,,,-161.0,,-223.7,,-29.0,,,,,True,,True,,True
05041,405,182.0,,,,,136.0,,254.6,,87.0,-223.0,,,,,-269.0,,-150.4,,-318.0,,,,,False,,True,,False
05043,842,98.0,,,,,232.0,,155.2,,22.0,-744.0,,,,,-610.0,,-686.8,,-820.0,,,,,True,,True,,False
05045,3017,1428.0,,,,,2099.0,,1399.3,1144.7,1364.0,-1589.0,,,,,-918.0,,-1617.7,-1872.3,-1653.0,,,,,True,,False,False,False
05047,423,371.0,,,,,418.0,,643.9,,6.0,-52.0,,,,,-5.0,,220.9,,-417.0,,,,,True,,False,,False
05049,408,217.0,,,,,159.0,,470.0,,87.0,-191.0,,,,,-249.0,,62.0,,-321.0,,,,,False,,True,,False
05051,2376,1344.0,,,,,1796.0,,1253.9,435.5,268.0,-1032.0,,,,,-580.0,,-1122.1,-1940.5,-2108.0,,,,,True,,False,False,False
05053,466,161.0,,,,,207.0,,226.5,,108.0,-305.0,,,,,-259.0,,-239.5,,-358.0,,,,,True,,True,,False
05055,2386,1435.0,,,,,1212.0,,3290.8,1077.1,757.0,-951.0,,,,,-1174.0,,904.8,-1308.9,-1629.0,,,,,False,,True,False,False
05057,515,308.0,,,,,262.0,,335.9,,9.0,-207.0,,,,,-253.0,,-179.1,,-506.0,,,,,False,,True,,False
05059,1047,609.0,,,,,636.0,,388.6,399.7,22.0,-438.0,,,,,-411.0,,-658.4,-647.3,-1025.0,,,,,True,,False,False,False
05061,399,343.0,,,,,182.0,,297.6,,165.0,-56.0,,,,,-217.0,,-101.4,,-234.0,,,,,False,,False,,False
05063,991,329.0,,,,,1244.0,,386.6,202.7,237.0,-662.0,,,,,253.0,,-604.4,-788.3,-754.0,,,,,True,,True,False,False
05065,517,476.0,,,,,265.0,,940.1,,198.0,-41.0,,,,,-252.0,,423.1,,-319.0,,,,,False,,False,,False
05067,1768,1449.0,,,,,518.0,,1867.7,,8.0,-319.0,,,,,-1250.0,,99.7,,-1760.0,,,,,False,,True,,False
05069,1875,1176.0,,,,,985.0,,1218.0,1076.9,13.0,-699.0,,,,,-890.0,,-657.0,-798.1,-1862.0,,,,,False,,True,False,False
05071,556,357.0,,,,,763.0,,424.3,181.6,125.0,-199.0,,,,,207.0,,-131.7,-374.4,-431.0,,,,,False,,True,False,False
05073,118,175.0,,,,,54.0,,186.0,,164.0,57.0,,,,,-64.0,,68.0,,46.0,,,,,False,,False,,True
05075,518,546.0,,,,,445.0,,673.0,,77.0,28.0,,,,,-73.0,,155.0,,-441.0,,,,,False,,False,,False
05077,252,42.0,,,,,154.0,,41.6,39.5,15.0,-210.0,,,,,-98.0,,-210.4,-212.5,-237.0,,,,,True,,False,False,False
05079,391,217.0,,,,,238.0,,296.1,123.6,30.0,-174.0,,,,,-153.0,,-94.9,-267.4,-361.0,,,,,True,,True,False,False
05081,244,224.0,,,,,161.0,,259.5,,99.0,-20.0,,,,,-83.0,,15.5,,-145.0,,,,,False,,True,,False
05083,649,189.0,,,,,556.0,,258.9,,74.0,-460.0,,,,,-93.0,,-390.1,,-575.0,,,,,True,,True,,False
05085,1719,1253.0,,,,,1035.0,,2197.5,907.8,520.0,-466.0,,,,,-684.0,,478.5,-811.2,-1199.0,,,,,False,,False,False,False
05087,463,119.0,,,,,290.0,,123.6,,25.0,-344.0,,,,,-173.0,,-339.4,,-438.0,,,,,True,,True,,False
05089,379,203.0,,,,,199.0,,217.3,,212.0,-176.0,,,,,-180.0,,-161.7,,-167.0,,,,,False,,True,,True
05091,874,1477.0,,,,,516.0,,3199.1,1265.4,30.0,603.0,,,,,-358.0,,2325.1,391.4,-844.0,,,,,True,,False,True,False
05093,1632,1309.0,,,,,1115.0,,1651.8,742.7,669.0,-323.0,,,,,-517.0,,19.8,-889.3,-963.0,,,,,False,,True,False,False
05095,176,119.0,,,,,103.0,,70.4,,72.0,-57.0,,,,,-73.0,,-105.6,,-104.0,,,,,False,,False,,False
05097,248,28.0,,,,,137.0,,23.3,,70.0,-220.0,,,,,-111.0,,-224.7,,-178.0,,,,,True,,False,,True
05099,215,273.0,,,,,125.0,,284.3,,137.0,58.0,,,,,-90.0,,69.3,,-78.0,,,,,False,,False,,False
05101,195,161.0,,,,,113.0,,182.7,,33.0,-34.0,,,,,-82.0,,-12.3,,-162.0,,,,,False,,True,,False
05103,781,175.0,,,,,305.0,,421.5,,83.0,-606.0,,,,,-476.0,,-359.5,,-698.0,,,,,True,,True,,False
05105,208,98.0,,,,,108.0,,109.1,,129.0,-110.0,,,,,-100.0,,-98.9,,-79.0,,,,,True,,True,,True
05107,386,357.0,,,,,340.0,,429.2,,4.0,-29.0,,,,,-46.0,,43.2,,-382.0,,,,,False,,False,,False
05109,282,84.0,,,,,157.0,,80.1,,52.0,-198.0,,,,,-125.0,,-201.9,,-230.0,,,,,True,,False,,False
05111,959,1043.0,,,,,636.0,,1723.6,337.3,37.0,84.0,,,,,-323.0,,764.6,-621.7,-922.0,,,,,False,,False,False,False
05113,737,140.0,,,,,362.0,,153.2,,120.0,-597.0,,,,,-375.0,,-583.8,,-617.0,,,,,True,,True,,False
05115,1950,819.0,,,,,1391.0,,911.7,458.4,277.0,-1131.0,,,,,-559.0,,-1038.3,-1491.6,-1673.0,,,,,True,,True,False,False
05117,209,252.0,,,,,119.0,,386.6,,203.0,43.0,,,,,-90.0,,177.6,,-6.0,,,,,False,,False,,True
05119,9136,4403.0,,,,,5002.0,,4702.3,4402.3,3269.0,-4733.0,,,,,-4134.0,,-4433.7,-4733.7,-5867.0,,,,,True,,True,False,False
05121,604,343.0,,,,,515.0,,429.0,,44.0,-261.0,,,,,-89.0,,-175.0,,-560.0,,,,,True,,True,,False
05123,750,651.0,,,,,713.0,,614.5,342.2,9.0,-99.0,,,,,-37.0,,-135.5,-407.8,-741.0,,,,,True,,False,False,False
05125,3671,1708.0,,,,,1826.0,,1782.4,1404.5,2904.0,-1963.0,,,,,-1845.0,,-1888.6,-2266.5,-767.0,,,,,True,,True,False,True
05127,263,168.0,,,,,192.0,,2577.9,,28.0,-95.0,,,,,-71.0,,2314.9,,-235.0,,,,,True,,False,,False
05129,233,77.0,,,,,151.0,,203.5,,28.0,-156.0,,,,,-82.0,,-29.5,,-205.0,,,,,True,,True,,False
05131,3513,2044.0,,,,,3329.0,,1611.5,1249.3,2183.0,-1469.0,,,,,-184.0,,-1901.5,-2263.7,-1330.0,,,,,True,,False,False,True
05133,557,469.0,,,,,292.0,,421.2,153.8,15.0,-88.0,,,,,-265.0,,-135.8,-403.2,-542.0,,,,,False,,False,False,False
05135,592,273.0,,,,,319.0,,724.0,,182.0,-319.0,,,,,-273.0,,132.0,,-410.0,,,,,True,,True,,False
05137,254,84.0,,,,,213.0,,85.4,,116.0,-170.0,,,,,-41.0,,-168.6,,-138.0,,,,,True,,True,,True
05139,867,315.0,,,,,482.0,,235.4,193.9,373.0,-552.0,,,,,-385.0,,-631.6,-673.1,-494.0,,,,,True,,False,False,True
05141,439,70.0,,,,,310.0,,92.3,,62.0,-369.0,,,,,-129.0,,-346.7,,-377.0,,,,,True,,True,,False
05143,7488,3542.0,,,,,4568.0,,2758.3,3296.6,1611.0,-3946.0,,,,,-2920.0,,-4729.7,-4191.4,-5877.0,,,,,True,,False,False,False
05145,2412,994.0,,,,,1914.0,,1636.8,678.7,839.0,-1418.0,,,,,-498.0,,-775.2,-1733.3,-1573.0,,,,,True,,True,False,False
05147,165,133.0,,,,,90.0,,911.7,,58.0,-32.0,,,,,-75.0,,746.7,,-107.0,,,,,False,,False,,False
05149,771,182.0,,,,,419.0,,91.1,107.4,5.0,-589.0,,,,,-352.0,,-679.9,-663.6,-766.0,,,,,True,,False,False,False
06001,18320,4627.0,,,,,4915.0,,3764.4,2929.8,6109.0,-13693.0,,,,,-13405.0,,-14555.6,-15390.2,-12211.0,,,,,True,,False,False,True
06003,56,35.0,,,,,0.0,,4.0,,58.0,-21.0,,,,,-56.0,,-52.0,,2.0,,,,,False,,False,,True
