,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01001,1530,777.0,,,,,508.0,,537.2,526.8,1245.0,-753.0,,,,,-1022.0,,-992.8,-1003.2,-285.0,,,,,False,,False,False,True
01003,4767,2121.0,,,,,2456.0,,1784.9,985.8,26.0,-2646.0,,,,,-2311.0,,-2982.1,-3781.2,-4741.0,,,,,True,,False,False,False
01005,271,203.0,,,,,218.0,,310.0,161.7,77.0,-68.0,,,,,-53.0,,39.0,-109.3,-194.0,,,,,True,,True,False,False
01007,724,315.0,,,,,266.0,,420.5,,198.0,-409.0,,,,,-458.0,,-303.5,,-526.0,,,,,False,,True,,False
01009,2082,1043.0,,,,,733.0,,839.6,426.5,153.0,-1039.0,,,,,-1349.0,,-1242.4,-1655.5,-1929.0,,,,,False,,False,False,False
01011,100,35.0,,,,,98.0,,77.6,,2.0,-65.0,,,,,-2.0,,-22.4,,-98.0,,,,,True,,True,,False
01013,378,105.0,,,,,179.0,,86.0,87.2,39.0,-273.0,,,,,-199.0,,-292.0,-290.8,-339.0,,,,,True,,False,False,False
01015,3711,2058.0,,,,,1471.0,,5152.4,1082.7,31.0,-1653.0,,,,,-2240.0,,1441.4,-2628.3,-3680.0,,,,,False,,True,False,False
01017,724,273.0,,,,,341.0,,262.5,98.1,109.0,-451.0,,,,,-383.0,,-461.5,-625.9,-615.0,,,,,True,,False,False,False
01019,496,350.0,,,,,386.0,,290.6,,313.0,-146.0,,,,,-110.0,,-205.4,,-183.0,,,,,True,,False,,False
01021,725,483.0,,,,,537.0,,489.1,230.7,210.0,-242.0,,,,,-188.0,,-235.9,-494.3,-515.0,,,,,True,,True,False,False
01023,78,35.0,,,,,130.0,,47.7,,10.0,-43.0,,,,,52.0,,-30.3,,-68.0,,,,,False,,True,,False
01025,772,357.0,,,,,449.0,,616.5,180.9,44.0,-415.0,,,,,-323.0,,-155.5,-591.1,-728.0,,,,,True,,True,False,False
01027,279,217.0,,,,,150.0,,212.0,,93.0,-62.0,,,,,-129.0,,-67.0,,-186.0,,,,,False,,False,,False
01029,352,189.0,,,,,225.0,,357.7,,74.0,-163.0,,,,,-127.0,,5.7,,-278.0,,,,,True,,True,,False
01031,1280,714.0,,,,,490.0,,1120.3,414.3,334.0,-566.0,,,,,-790.0,,-159.7,-865.7,-946.0,,,,,False,,True,False,False
01033,1787,1022.0,,,,,855.0,,1039.4,570.2,985.0,-765.0,,,,,-932.0,,-747.6,-1216.8,-802.0,,,,,False,,True,False,False
01035,227,112.0,,,,,103.0,,45.8,,87.0,-115.0,,,,,-124.0,,-181.2,,-140.0,,,,,False,,False,,False
01037,225,133.0,,,,,79.0,,128.8,,178.0,-92.0,,,,,-146.0,,-96.2,,-47.0,,,,,False,,False,,True
01039,812,1022.0,,,,,452.0,,563.9,388.7,265.0,210.0,,,,,-360.0,,-248.1,-423.3,-547.0,,,,,False,,False,False,False
01041,208,98.0,,,,,131.0,,84.2,,33.0,-110.0,,,,,-77.0,,-123.8,,-175.0,,,,,True,,False,,False
01043,3420,2387.0,,,,,1285.0,,2942.4,1064.8,790.0,-1033.0,,,,,-2135.0,,-477.6,-2355.2,-2630.0,,,,,False,,True,False,False
01045,1066,1085.0,,,,,499.0,,1410.6,522.5,625.0,19.0,,,,,-567.0,,344.6,-543.5,-441.0,,,,,False,,False,False,False
01047,688,287.0,,,,,386.0,,117.9,179.5,365.0,-401.0,,,,,-302.0,,-570.1,-508.5,-323.0,,,,,True,,False,False,True
01049,2674,1890.0,,,,,1378.0,,1934.3,521.0,570.0,-784.0,,,,,-1296.0,,-739.7,-2153.0,-2104.0,,,,,False,,True,False,False
01051,2168,763.0,,,,,652.0,,816.4,413.2,439.0,-1405.0,,,,,-1516.0,,-1351.6,-1754.8,-1729.0,,,,,False,,True,False,False
01053,608,287.0,,,,,574.0,,225.8,205.9,330.0,-321.0,,,,,-34.0,,-382.2,-402.1,-278.0,,,,,True,,False,False,True
01055,4301,1729.0,,,,,1537.0,,1601.8,669.4,658.0,-2572.0,,,,,-2764.0,,-2699.2,-3631.6,-3643.0,,,,,False,,False,False,False
01057,681,238.0,,,,,205.0,,281.6,,123.0,-443.0,,,,,-476.0,,-399.4,,-558.0,,,,,False,,True,,False
01059,835,476.0,,,,,595.0,,336.2,342.2,1868.0,-359.0,,,,,-240.0,,-498.8,-492.8,1033.0,,,,,True,,False,False,False
01061,510,497.0,,,,,314.0,,812.1,,271.0,-13.0,,,,,-196.0,,302.1,,-239.0,,,,,False,,False,,False
01063,233,63.0,,,,,56.0,,45.6,,25.0,-170.0,,,,,-177.0,,-187.4,,-208.0,,,,,False,,False,,False
01065,462,182.0,,,,,185.0,,192.2,,52.0,-280.0,,,,,-277.0,,-269.8,,-410.0,,,,,True,,True,,False
01067,332,252.0,,,,,135.0,,966.3,,118.0,-80.0,,,,,-197.0,,634.3,,-214.0,,,,,False,,False,,False
01069,2209,1064.0,,,,,1187.0,,6168.7,677.0,610.0,-1145.0,,,,,-1022.0,,3959.7,-1532.0,-1599.0,,,,,True,,False,False,False
01071,2313,1204.0,,,,,1029.0,,1229.5,275.9,418.0,-1109.0,,,,,-1284.0,,-1083.5,-2037.1,-1895.0,,,,,False,,True,False,False
01073,20712,8092.0,,,,,5490.0,,6625.1,4676.8,6884.0,-12620.0,,,,,-15222.0,,-14086.9,-16035.2,-13828.0,,,,,False,,False,False,False
01075,412,280.0,,,,,194.0,,534.3,,129.0,-132.0,,,,,-218.0,,122.3,,-283.0,,,,,False,,True,,False
01077,2791,1421.0,,,,,1549.0,,2619.3,559.0,1804.0,-1370.0,,,,,-1242.0,,-171.7,-2232.0,-987.0,,,,,True,,True,False,True
01079,795,462.0,,,,,478.0,,556.8,,25.0,-333.0,,,,,-317.0,,-238.2,,-770.0,,,,,True,,True,,False
01081,2577,1176.0,,,,,1488.0,,789.7,941.8,1109.0,-1401.0,,,,,-1089.0,,-1787.3,-1635.2,-1468.0,,,,,True,,False,False,False
01083,2806,1323.0,,,,,1386.0,,1692.5,638.8,1261.0,-1483.0,,,,,-1420.0,,-1113.5,-2167.2,-1545.0,,,,,True,,True,False,False
01085,166,119.0,,,,,53.0,,90.4,,2.0,-47.0,,,,,-113.0,,-75.6,,-164.0,,,,,False,,False,,False
01087,333,168.0,,,,,103.0,,91.6,,365.0,-165.0,,,,,-230.0,,-241.4,,32.0,,,,,False,,False,,True
01089,9321,2800.0,,,,,3793.0,,2244.0,1722.2,913.0,-6521.0,,,,,-5528.0,,-7077.0,-7598.8,-8408.0,,,,,True,,False,False,False
01091,535,371.0,,,,,307.0,,327.0,169.2,61.0,-164.0,,,,,-228.0,,-208.0,-365.8,-474.0,,,,,False,,False,False,False
01093,719,315.0,,,,,430.0,,330.0,238.8,246.0,-404.0,,,,,-289.0,,-389.0,-480.2,-473.0,,,,,True,,True,False,False
01095,3769,1092.0,,,,,1591.0,,795.2,421.7,1349.0,-2677.0,,,,,-2178.0,,-2973.8,-3347.3,-2420.0,,,,,True,,False,False,True
01097,5962,2884.0,,,,,7564.0,,29262.4,1421.3,916.0,-3078.0,,,,,1602.0,,23300.4,-4540.7,-5046.0,,,,,True,,False,False,False
01099,358,147.0,,,,,247.0,,154.5,,84.0,-211.0,,,,,-111.0,,-203.5,,-274.0,,,,,True,,True,,False
01101,4023,3199.0,,,,,1684.0,,3929.0,2152.0,2667.0,-824.0,,,,,-2339.0,,-94.0,-1871.0,-1356.0,,,,,False,,True,False,False
01103,4751,2478.0,,,,,1670.0,,1827.8,1192.6,1524.0,-2273.0,,,,,-3081.0,,-2923.2,-3558.4,-3227.0,,,,,False,,False,False,False
01105,181,105.0,,,,,57.0,,75.9,,120.0,-76.0,,,,,-124.0,,-105.1,,-61.0,,,,,False,,False,,True
01107,625,483.0,,,,,237.0,,439.6,,173.0,-142.0,,,,,-388.0,,-185.4,,-452.0,,,,,False,,False,,False
01109,426,308.0,,,,,327.0,,246.8,235.5,438.0,-118.0,,,,,-99.0,,-179.2,-190.5,12.0,,,,,True,,False,False,True
01111,300,252.0,,,,,289.0,,236.4,,127.0,-48.0,,,,,-11.0,,-63.6,,-173.0,,,,,True,,False,,False
01113,582,420.0,,,,,570.0,,363.3,246.7,452.0,-162.0,,,,,-12.0,,-218.7,-335.3,-130.0,,,,,True,,False,False,True
01115,2491,1967.0,,,,,865.0,,1867.9,987.7,230.0,-524.0,,,,,-1626.0,,-623.1,-1503.3,-2261.0,,,,,False,,False,False,False
01117,5966,2646.0,,,,,1484.0,,2771.5,1138.3,1806.0,-3320.0,,,,,-4482.0,,-3194.5,-4827.7,-4160.0,,,,,False,,True,False,False
01119,251,105.0,,,,,109.0,,51.5,,102.0,-146.0,,,,,-142.0,,-199.5,,-149.0,,,,,True,,False,,False
01121,1821,1008.0,,,,,901.0,,987.3,698.6,486.0,-813.0,,,,,-920.0,,-833.7,-1122.4,-1335.0,,,,,False,,False,False,False
01123,767,567.0,,,,,391.0,,371.0,312.3,423.0,-200.0,,,,,-376.0,,-396.0,-454.7,-344.0,,,,,False,,False,False,False
