,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
51173,85,192.0,202.3,,146.0,227.0,,,,,101.0,,227.6,99.8,,50.6,113.6,150.0,,92.7,,219.3,,,213.0,175.8,107.0,117.3,,61.0,142.0,,,,,16.0,,142.6,14.8,,-34.4,28.6,65.0,,7.7,,134.3,,,128.0,90.8,False,,True,False,,,,,True,,False,True,,True,True,True,,True,,False,,,False,True
51175,134,75.0,154.8,,65.0,0.0,,,,,31.0,,111.9,68.9,,35.9,72.5,,,64.8,,182.9,,,13.0,247.5,-59.0,20.8,,-69.0,-134.0,,,,,-103.0,,-22.1,-65.1,,-98.1,-61.5,,,-69.2,,48.9,,,-121.0,113.5,True,,False,False,,,,,False,,True,False,,False,False,,,False,,True,,,False,False
51177,222,138.0,142.7,,126.0,73.0,,,,,139.0,,144.7,254.0,,51.8,177.7,90.0,,125.0,,93.2,88.0,,123.0,159.6,-84.0,-79.3,,-96.0,-149.0,,,,,-83.0,,-77.3,32.0,,-170.2,-44.3,-132.0,,-97.0,,-128.8,-134.0,,-99.0,-62.4,True,,False,False,,,,,True,,True,True,,False,True,False,,False,,False,False,,False,True
51179,258,159.0,159.2,,148.0,100.0,,,,,141.0,,183.3,337.8,,77.9,171.4,117.0,,80.3,,154.4,94.0,,111.0,124.1,-99.0,-98.8,,-110.0,-158.0,,,,,-117.0,,-74.7,79.8,,-180.1,-86.6,-141.0,,-177.7,,-103.6,-164.0,,-147.0,-133.9,True,,False,False,,,,,False,,True,True,,False,True,False,,False,,False,False,,False,False
51181,16,18.0,18.5,,18.0,20.0,,,,,6.0,,23.0,14.3,,6.8,23.8,21.0,,7.8,,18.9,,,0.0,25.5,2.0,2.5,,2.0,4.0,,,,,-10.0,,7.0,-1.7,,-9.2,7.8,5.0,,-8.2,,2.9,,,-16.0,9.5,False,,False,False,,,,,False,,False,True,,False,False,False,,False,,False,,,False,False
51183,84,324.0,312.6,,198.0,90.0,,,,,24.0,,388.9,38.8,,89.3,199.2,417.0,,441.7,,201.1,,,64.0,805.0,240.0,228.6,,114.0,6.0,,,,,-60.0,,304.9,-45.2,,5.3,115.2,333.0,,357.7,,117.1,,,-20.0,721.0,True,,True,True,,,,,True,,False,True,,True,True,False,,False,,True,,,True,False
51185,133,129.0,121.7,,103.0,192.0,,,,,118.0,,210.9,87.7,,31.2,102.1,250.0,,39.2,,74.5,,,137.0,45.9,-4.0,-11.3,,-30.0,59.0,,,,,-15.0,,77.9,-45.3,,-101.8,-30.9,117.0,,-93.8,,-58.5,,,4.0,-87.1,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
51187,118,90.0,87.5,,50.0,217.0,,,,,35.0,,93.4,70.3,,12.4,47.0,49.0,,50.9,,57.5,,,202.0,32.1,-28.0,-30.5,,-68.0,99.0,,,,,-83.0,,-24.6,-47.7,,-105.6,-71.0,-69.0,,-67.1,,-60.5,,,84.0,-85.9,False,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
51191,314,171.0,161.0,,156.0,119.0,,,,,208.0,,156.5,177.4,,98.0,172.9,165.0,,114.8,,216.8,,,257.0,154.8,-143.0,-153.0,,-158.0,-195.0,,,,,-106.0,,-157.5,-136.6,,-216.0,-141.1,-149.0,,-199.2,,-97.2,,,-57.0,-159.2,False,,False,False,,,,,True,,False,True,,False,True,False,,False,,True,,,True,False
51193,62,6.0,0.1,,6.0,30.0,,,,,18.0,,7.8,25.5,,1.1,20.8,17.0,,2.2,,4.1,,,3.0,16.9,-56.0,-61.9,,-56.0,-32.0,,,,,-44.0,,-54.2,-36.5,,-60.9,-41.2,-45.0,,-59.8,,-57.9,,,-59.0,-45.1,False,,False,True,,,,,True,,True,True,,False,True,True,,False,,False,,,False,True
51195,131,90.0,85.4,,86.0,104.0,,,,,158.0,,122.1,69.5,,36.7,104.3,173.0,,86.4,,69.4,,,152.0,57.8,-41.0,-45.6,,-45.0,-27.0,,,,,27.0,,-8.9,-61.5,,-94.3,-26.7,42.0,,-44.6,,-61.6,,,21.0,-73.2,False,,False,True,,,,,True,,True,False,,False,True,False,,False,,False,,,True,False
51197,72,63.0,61.3,,63.0,49.0,,,,,69.0,,81.5,67.8,,32.6,73.4,36.0,,85.7,,71.1,,,88.0,44.8,-9.0,-10.7,,-9.0,-23.0,,,,,-3.0,,9.5,-4.2,,-39.4,1.4,-36.0,,13.7,,-0.9,,,16.0,-27.2,False,,False,False,,,,,True,,False,True,,False,True,False,,False,,True,,,False,False
51199,70,51.0,51.4,,47.0,36.0,,,,,85.0,,69.3,100.1,,11.6,56.6,61.0,,43.9,,30.3,,,43.0,40.8,-19.0,-18.6,,-23.0,-34.0,,,,,15.0,,-0.7,30.1,,-58.4,-13.4,-9.0,,-26.1,,-39.7,,,-27.0,-29.2,True,,False,False,,,,,True,,True,False,,False,True,True,,False,,False,,,False,False
51510,307,267.0,268.9,,230.0,177.0,,,,,149.0,,403.4,410.9,,128.1,330.9,280.0,,240.6,,239.0,242.0,,258.0,155.6,-40.0,-38.1,,-77.0,-130.0,,,,,-158.0,,96.4,103.9,,-178.9,23.9,-27.0,,-66.4,,-68.0,-65.0,,-49.0,-151.4,True,,False,False,,,,,False,,False,False,,False,True,True,,False,,False,False,,False,False
51520,67,24.0,5.0,,18.0,5.0,,,,,57.0,,49.1,36.5,,7.7,24.8,21.0,,13.4,,,,,1.0,50.3,-43.0,-62.0,,-49.0,-62.0,,,,,-10.0,,-17.9,-30.5,,-59.3,-42.2,-46.0,,-53.6,,,,,-66.0,-16.7,False,,False,False,,,,,True,,True,True,,False,True,False,,False,,,,,False,True
51530,33,27.0,25.6,,14.0,15.0,,,,,5.0,,24.3,6.8,,3.1,10.3,10.0,,13.9,,30.4,,,45.0,10.7,-6.0,-7.4,,-19.0,-18.0,,,,,-28.0,,-8.7,-26.2,,-29.9,-22.7,-23.0,,-19.1,,-2.6,,,12.0,-22.3,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,True,,,False,False
51540,223,465.0,462.9,,444.0,492.0,,,,,76.0,,521.8,166.0,,452.8,413.9,596.0,,525.6,,380.0,,,617.0,284.1,242.0,239.9,,221.0,269.0,,,,,-147.0,,298.8,-57.0,,229.8,190.9,373.0,,302.6,,157.0,,,394.0,61.1,True,,True,False,,,,,True,,False,True,,True,True,False,,False,,True,,,False,True
51550,437,300.0,299.7,,263.0,260.0,,,,,341.0,,284.2,624.3,,206.1,361.5,264.0,,122.0,,225.1,191.0,,319.0,126.4,-137.0,-137.3,,-174.0,-177.0,,,,,-96.0,,-152.8,187.3,,-230.9,-75.5,-173.0,,-315.0,,-211.9,-246.0,,-118.0,-310.6,False,,False,False,,,,,True,,False,False,,False,True,False,,False,,False,False,,True,False
51570,34,33.0,38.5,,26.0,61.0,,,,,16.0,,85.9,31.8,,6.2,25.8,28.0,,10.5,,28.6,,,36.0,23.6,-1.0,4.5,,-8.0,27.0,,,,,-18.0,,51.9,-2.2,,-27.8,-8.2,-6.0,,-23.5,,-5.4,,,2.0,-10.4,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
51580,2,3.0,3.0,,2.0,0.0,,,,,4.0,,0.2,6.8,,0.5,0.0,0.0,,2.7,,,,,3.0,3.3,1.0,1.0,,0.0,-2.0,,,,,2.0,,-1.8,4.8,,-1.5,-2.0,-2.0,,0.7,,,,,1.0,1.3,True,,True,False,,,,,False,,False,False,,False,False,False,,True,,,,,False,False
51590,228,213.0,206.9,,196.0,199.0,,,,,129.0,,188.5,121.5,,159.0,200.7,248.0,,405.6,,187.1,,,215.0,179.5,-15.0,-21.1,,-32.0,-29.0,,,,,-99.0,,-39.5,-106.5,,-69.0,-27.3,20.0,,177.6,,-40.9,,,-13.0,-48.5,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,True,False
51595,29,15.0,20.7,,12.0,16.0,,,,,10.0,,11.6,10.2,,1.5,12.9,,,8.7,,20.3,,,5.0,16.6,-14.0,-8.3,,-17.0,-13.0,,,,,-19.0,,-17.4,-18.8,,-27.5,-16.1,,,-20.3,,-8.7,,,-24.0,-12.4,True,,False,True,,,,,False,,False,False,,False,False,,,False,,True,,,False,True
51600,22,3.0,2.0,,5.0,0.0,,,,,5.0,,79.5,20.6,,2.0,7.2,13.0,,5.7,,6.4,,,3.0,5.8,-19.0,-19.9,,-17.0,-22.0,,,,,-17.0,,57.5,-1.4,,-20.0,-14.8,-9.0,,-16.4,,-15.6,,,-19.0,-16.2,False,,True,False,,,,,True,,False,True,,False,True,True,,True,,True,,,False,True
51610,3,6.0,6.2,,3.0,0.0,,,,,3.0,,8.9,8.6,,1.3,1.0,0.0,,2.5,,3.4,,,4.0,3.5,3.0,3.2,,0.0,-3.0,,,,,0.0,,5.9,5.6,,-1.7,-2.0,-3.0,,-0.5,,0.4,,,1.0,0.5,False,,True,False,,,,,True,,False,False,,True,True,False,,True,,True,,,True,True
51620,56,54.0,52.2,,27.0,21.0,,,,,16.0,,32.0,29.8,,6.7,46.1,48.0,,21.4,,57.1,,,20.0,23.9,-2.0,-3.8,,-29.0,-35.0,,,,,-40.0,,-24.0,-26.2,,-49.3,-9.9,-8.0,,-34.6,,1.1,,,-36.0,-32.1,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,True,,,False,False
51630,42,33.0,33.6,,29.0,21.0,,,,,49.0,,85.9,48.6,,4.6,38.7,54.0,,26.7,,29.9,,,41.0,17.5,-9.0,-8.4,,-13.0,-21.0,,,,,7.0,,43.9,6.6,,-37.4,-3.3,12.0,,-15.3,,-12.1,,,-1.0,-24.5,True,,False,False,,,,,True,,False,True,,False,True,False,,False,,False,,,True,False
51640,18,18.0,17.8,,12.0,0.0,,,,,43.0,,12.5,7.0,,1.3,12.4,34.0,,9.0,,12.9,,,0.0,13.0,0.0,-0.2,,-6.0,-18.0,,,,,25.0,,-5.5,-11.0,,-16.7,-5.6,16.0,,-9.0,,-5.1,,,-18.0,-5.0,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
51650,219,186.0,194.9,,183.0,215.0,,,,,212.0,,191.0,260.9,,119.9,199.5,163.0,,171.4,,132.5,130.0,,189.0,95.5,-33.0,-24.1,,-36.0,-4.0,,,,,-7.0,,-28.0,41.9,,-99.1,-19.5,-56.0,,-47.6,,-86.5,-89.0,,-30.0,-123.5,True,,False,True,,,,,True,,True,False,,False,True,False,,False,,False,False,,True,False
51660,297,240.0,248.8,,196.0,103.0,,,,,134.0,,252.2,343.2,,80.8,196.5,113.0,,42.9,,208.9,,,153.0,578.6,-57.0,-48.2,,-101.0,-194.0,,,,,-163.0,,-44.8,46.2,,-216.2,-100.5,-184.0,,-254.1,,-88.1,,,-144.0,281.6,True,,False,False,,,,,False,,True,True,,False,False,False,,False,,False,,,False,False
51670,84,78.0,79.9,,66.0,109.0,,,,,29.0,,101.6,28.4,,17.4,66.9,51.0,,68.5,,66.3,,,109.0,36.2,-6.0,-4.1,,-18.0,25.0,,,,,-55.0,,17.6,-55.6,,-66.6,-17.1,-33.0,,-15.5,,-17.7,,,25.0,-47.8,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
51678,106,123.0,133.5,,82.0,260.0,,,,,6.0,,252.2,11.5,,53.3,83.6,130.0,,60.6,,75.0,,,12.0,,17.0,27.5,,-24.0,154.0,,,,,-100.0,,146.2,-94.5,,-52.7,-22.4,24.0,,-45.4,,-31.0,,,-94.0,,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,
51680,397,351.0,354.0,,354.0,377.0,,,,,211.0,,404.4,374.8,,449.3,456.8,433.0,,1283.9,,252.1,,,114.0,292.3,-46.0,-43.0,,-43.0,-20.0,,,,,-186.0,,7.4,-22.2,,52.3,59.8,36.0,,886.9,,-144.9,,,-283.0,-104.7,True,,True,True,,,,,False,,True,True,,False,False,True,,False,,False,,,False,False
51683,94,54.0,55.3,,52.0,51.0,,,,,52.0,,114.8,70.6,,23.8,89.0,43.0,,47.2,,55.3,,,22.0,60.8,-40.0,-38.7,,-42.0,-43.0,,,,,-42.0,,20.8,-23.4,,-70.2,-5.0,-51.0,,-46.8,,-38.7,,,-72.0,-33.2,True,,False,False,,,,,False,,True,True,,False,True,False,,False,,True,,,False,True
51685,28,9.0,9.4,,10.0,7.0,,,,,16.0,,8.9,34.7,,81.9,26.2,,,4.8,,15.6,,,5.0,24.0,-19.0,-18.6,,-18.0,-21.0,,,,,-12.0,,-19.1,6.7,,53.9,-1.8,,,-23.2,,-12.4,,,-23.0,-4.0,True,,True,False,,,,,True,,False,True,,False,True,,,False,,True,,,False,True
51690,81,42.0,41.3,,31.0,20.0,,,,,37.0,,23.3,28.1,,,47.0,42.0,,20.2,,41.7,,,59.0,25.0,-39.0,-39.7,,-50.0,-61.0,,,,,-44.0,,-57.7,-52.9,,,-34.0,-39.0,,-60.8,,-39.3,,,-22.0,-56.0,False,,False,False,,,,,False,,False,False,,,True,False,,False,,False,,,True,False
51700,336,255.0,310.7,,241.0,343.0,,,,,266.0,,230.9,324.1,,177.4,245.6,238.0,,155.6,,197.0,266.0,,275.0,165.4,-81.0,-25.3,,-95.0,7.0,,,,,-70.0,,-105.1,-11.9,,-158.6,-90.4,-98.0,,-180.4,,-139.0,-70.0,,-61.0,-170.6,True,,False,True,,,,,True,,False,True,,False,False,False,,False,,False,True,,True,False
51710,372,336.0,349.3,,288.0,594.0,,,,,451.0,,323.7,380.5,,115.4,263.5,441.0,,101.5,,274.3,158.0,,417.0,186.6,-36.0,-22.7,,-84.0,222.0,,,,,79.0,,-48.3,8.5,,-256.6,-108.5,69.0,,-270.5,,-97.7,-214.0,,45.0,-185.4,True,,False,False,,,,,False,,False,True,,False,False,False,,False,,False,False,,False,False
51720,11,12.0,12.2,,9.0,0.0,,,,,21.0,,8.6,5.0,,3.0,6.3,1.0,,68.6,,,,,34.0,7.5,1.0,1.2,,-2.0,-11.0,,,,,10.0,,-2.4,-6.0,,-8.0,-4.7,-10.0,,57.6,,,,,23.0,-3.5,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
51730,148,90.0,89.6,,82.0,84.0,,,,,43.0,,90.6,48.7,,43.1,106.9,78.0,,75.8,,86.3,,,79.0,66.1,-58.0,-58.4,,-66.0,-64.0,,,,,-105.0,,-57.4,-99.3,,-104.9,-41.1,-70.0,,-72.2,,-61.7,,,-69.0,-81.9,False,,False,False,,,,,False,,True,False,,False,True,False,,False,,False,,,False,False
51735,18,6.0,6.0,,6.0,0.0,,,,,17.0,,5.8,8.3,,2.9,1.1,0.0,,9.1,,8.6,,,679.0,2.0,-12.0,-12.0,,-12.0,-18.0,,,,,-1.0,,-12.2,-9.7,,-15.1,-16.9,-18.0,,-8.9,,-9.4,,,661.0,-16.0,True,,False,False,,,,,True,,False,True,,False,False,False,,True,,True,,,False,False
51740,184,177.0,150.3,,135.0,92.0,,,,,164.0,,205.2,168.0,,102.7,123.7,111.0,,82.1,,136.0,,,176.0,556.0,-7.0,-33.7,,-49.0,-92.0,,,,,-20.0,,21.2,-16.0,,-81.3,-60.3,-73.0,,-101.9,,-48.0,,,-8.0,372.0,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
51750,171,33.0,44.2,,33.0,5.0,,,,,64.0,,30.1,47.6,,9.4,46.8,,,3.5,,103.5,,,17.0,115.2,-138.0,-126.8,,-138.0,-166.0,,,,,-107.0,,-140.9,-123.4,,-161.6,-124.2,,,-167.4,,-67.5,,,-154.0,-55.8,True,,False,False,,,,,True,,False,True,,False,True,,,False,,True,,,False,True
51760,492,354.0,351.5,,315.0,300.0,,,,,377.0,,320.7,685.7,,195.4,371.9,299.0,,196.8,,363.4,228.0,,338.0,77.6,-138.0,-140.5,,-177.0,-192.0,,,,,-115.0,,-171.3,193.7,,-296.6,-120.1,-193.0,,-295.2,,-128.6,-264.0,,-154.0,-414.4,False,,False,False,,,,,True,,False,False,,False,True,False,,False,,True,False,,False,False
51770,739,573.0,554.8,,418.0,725.0,,,,,216.0,,542.5,271.1,,342.7,432.9,872.0,,168.5,,403.8,,,656.0,,-166.0,-184.2,,-321.0,-14.0,,,,,-523.0,,-196.5,-467.9,,-396.3,-306.1,133.0,,-570.5,,-335.2,,,-83.0,,False,,False,True,,,,,False,,False,False,,False,False,True,,False,,False,,,True,
51775,230,60.0,64.4,,51.0,38.0,,,,,49.0,,80.1,51.3,,46.1,69.5,38.0,,200.8,,46.0,,,123.0,42.6,-170.0,-165.6,,-179.0,-192.0,,,,,-181.0,,-149.9,-178.7,,-183.9,-160.5,-192.0,,-29.2,,-184.0,,,-107.0,-187.4,True,,False,False,,,,,False,,True,False,,False,True,False,,True,,False,,,True,False
51790,97,72.0,73.3,,69.0,69.0,,,,,22.0,,101.6,70.3,,33.0,69.2,38.0,,335.9,,59.6,,,87.0,81.9,-25.0,-23.7,,-28.0,-28.0,,,,,-75.0,,4.6,-26.7,,-64.0,-27.8,-59.0,,238.9,,-37.4,,,-10.0,-15.1,True,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,True,True
51800,281,87.0,80.3,,92.0,54.0,,,,,161.0,,92.6,257.0,,404.2,333.9,77.0,,92.8,,70.2,,,57.0,243.6,-194.0,-200.7,,-189.0,-227.0,,,,,-120.0,,-188.4,-24.0,,123.2,52.9,-204.0,,-188.2,,-210.8,,,-224.0,-37.4,False,,True,False,,,,,True,,True,True,,True,True,False,,True,,False,,,False,True
51810,735,642.0,640.8,,601.0,741.0,,,,,550.0,,637.6,672.1,,536.8,699.7,827.0,,420.2,,492.5,488.0,,622.0,1228.3,-93.0,-94.2,,-134.0,6.0,,,,,-185.0,,-97.4,-62.9,,-198.2,-35.3,92.0,,-314.8,,-242.5,-247.0,,-113.0,493.3,False,,False,True,,,,,False,,False,True,,False,True,True,,False,,False,False,,False,False
51820,100,63.0,58.8,,56.0,118.0,,,,,22.0,,82.4,48.5,,23.2,62.7,31.0,,67.3,,41.8,,,137.0,33.4,-37.0,-41.2,,-44.0,18.0,,,,,-78.0,,-17.6,-51.5,,-76.8,-37.3,-69.0,,-32.7,,-58.2,,,37.0,-66.6,False,,False,True,,,,,False,,True,False,,False,False,False,,True,,False,,,False,False
51830,25,33.0,34.9,,28.0,60.0,,,,,14.0,,28.6,20.2,,7.8,29.3,21.0,,23.4,,30.5,,,44.0,20.3,8.0,9.9,,3.0,35.0,,,,,-11.0,,3.6,-4.8,,-17.2,4.3,-4.0,,-1.6,,5.5,,,19.0,-4.7,False,,True,False,,,,,False,,True,True,,False,True,True,,True,,True,,,False,True
51840,77,60.0,62.0,,47.0,53.0,,,,,32.0,,111.0,31.1,,11.9,52.1,56.0,,34.2,,51.5,,,71.0,24.4,-17.0,-15.0,,-30.0,-24.0,,,,,-45.0,,34.0,-45.9,,-65.1,-24.9,-21.0,,-42.8,,-25.5,,,-6.0,-52.6,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,True,False
53001,39,99.0,103.6,,72.0,81.0,,,,,49.0,,95.6,65.7,,14.2,72.2,57.0,,38.3,,70.6,,,81.0,,60.0,64.6,,33.0,42.0,,,,,10.0,,56.6,26.7,,-24.8,33.2,18.0,,-0.7,,31.6,,,42.0,,False,,True,True,,,,,True,,True,True,,True,True,True,,True,,True,,,True,
53003,94,63.0,66.0,,45.0,98.0,,,,,44.0,,138.9,66.8,,7.1,39.5,42.0,,4.9,,42.1,,,69.0,,-31.0,-28.0,,-49.0,4.0,,,,,-50.0,,44.9,-27.2,,-86.9,-54.5,-52.0,,-89.1,,-51.9,,,-25.0,,True,,False,True,,,,,False,,False,True,,False,False,False,,False,,False,,,True,
53005,502,381.0,380.7,,377.0,612.0,,,,,443.0,,315.5,272.0,,246.9,424.5,634.0,,401.3,,243.5,390.0,,465.0,,-121.0,-121.3,,-125.0,110.0,,,,,-59.0,,-186.5,-230.0,,-255.1,-77.5,132.0,,-100.7,,-258.5,-112.0,,-37.0,,False,,False,True,,,,,True,,False,False,,False,True,False,,True,,False,True,,True,
53007,116,99.0,74.0,,68.0,45.0,,,,,24.0,,106.6,107.2,,63.6,98.5,306.0,,34.5,,92.9,,,55.0,,-17.0,-42.0,,-48.0,-71.0,,,,,-92.0,,-9.4,-8.8,,-52.4,-17.5,190.0,,-81.5,,-23.1,,,-61.0,,False,,False,False,,,,,False,,True,True,,False,False,False,,False,,False,,,False,
53009,25,24.0,23.0,,22.0,0.0,,,,,35.0,,47.7,77.8,,5.1,23.1,43.0,,41.0,,19.8,,,29.0,,-1.0,-2.0,,-3.0,-25.0,,,,,10.0,,22.7,52.8,,-19.9,-1.9,18.0,,16.0,,-5.2,,,4.0,,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,
53011,821,642.0,402.9,,447.0,276.0,,,,,589.0,,820.9,1476.4,,394.9,567.5,,,349.2,,423.8,1486.0,,1746.0,,-179.0,-418.1,,-374.0,-545.0,,,,,-232.0,,-0.1,655.4,,-426.1,-253.5,,,-471.8,,-397.2,665.0,,925.0,,False,,False,False,,,,,False,,True,False,,False,False,,,False,,False,False,,False,
53013,0,0.0,0.4,,0.0,0.0,,,,,3.0,,1.7,0.4,,0.5,0.0,0.0,,0.0,,,,,0.0,,0.0,0.4,,0.0,0.0,,,,,3.0,,1.7,0.4,,0.5,0.0,0.0,,0.0,,,,,0.0,,False,,True,True,,,,,False,,False,False,,False,False,True,,True,,,,,True,
53015,100,105.0,105.0,,106.0,143.0,,,,,139.0,,133.7,151.3,,40.0,108.7,161.0,,33.6,,77.3,,,117.0,,5.0,5.0,,6.0,43.0,,,,,39.0,,33.7,51.3,,-60.0,8.7,61.0,,-66.4,,-22.7,,,17.0,,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,
53017,38,24.0,23.6,,17.0,0.0,,,,,12.0,,46.4,41.3,,3.8,22.4,,,7.9,,48.1,,,20.0,,-14.0,-14.4,,-21.0,-38.0,,,,,-26.0,,8.4,3.3,,-34.2,-15.6,,,-30.1,,10.1,,,-18.0,,False,,False,False,,,,,False,,True,True,,False,False,,,False,,True,,,False,
53019,4,0.0,0.1,,0.0,0.0,,,,,15.0,,0.5,3.3,,0.9,0.0,0.0,,0.5,,,,,1.0,,-4.0,-3.9,,-4.0,-4.0,,,,,11.0,,-3.5,-0.7,,-3.1,-4.0,-4.0,,-3.5,,,,,-3.0,,True,,False,False,,,,,False,,True,True,,True,True,False,,True,,,,,True,
53021,380,327.0,322.4,,257.0,400.0,,,,,259.0,,262.0,149.7,,149.2,275.8,468.0,,66.6,,244.4,,,400.0,,-53.0,-57.6,,-123.0,20.0,,,,,-121.0,,-118.0,-230.3,,-230.8,-104.2,88.0,,-313.4,,-135.6,,,20.0,,False,,False,True,,,,,False,,False,False,,False,False,False,,False,,False,,,True,
53023,2,6.0,5.8,,3.0,0.0,,,,,2.0,,6.4,2.8,,,1.4,0.0,,4.1,,,,,2.0,,4.0,3.8,,1.0,-2.0,,,,,0.0,,4.4,0.8,,,-0.6,-2.0,,2.1,,,,,0.0,,True,,True,True,,,,,True,,False,True,,,True,True,,True,,,,,True,
53025,289,324.0,328.6,,242.0,284.0,,,,,122.0,,302.4,312.2,,135.4,269.5,220.0,,187.8,,218.2,,,262.0,,35.0,39.6,,-47.0,-5.0,,,,,-167.0,,13.4,23.2,,-153.6,-19.5,-69.0,,-101.2,,-70.8,,,-27.0,,False,,False,True,,,,,False,,True,True,,False,True,False,,False,,False,,,True,
53027,138,150.0,140.7,,138.0,178.0,,,,,92.0,,204.4,195.9,,81.5,135.5,120.0,,66.8,,158.7,,,145.0,,12.0,2.7,,0.0,40.0,,,,,-46.0,,66.4,57.9,,-56.5,-2.5,-18.0,,-71.2,,20.7,,,7.0,,True,,True,False,,,,,False,,False,False,,False,True,False,,False,,False,,,True,
53029,60,15.0,14.5,,15.0,29.0,,,,,20.0,,46.5,57.4,,3.9,20.9,53.0,,6.4,,15.7,,,22.0,,-45.0,-45.5,,-45.0,-31.0,,,,,-40.0,,-13.5,-2.6,,-56.1,-39.1,-7.0,,-53.6,,-44.3,,,-38.0,,False,,False,True,,,,,True,,True,True,,False,True,True,,False,,True,,,True,
53031,14,3.0,3.6,,3.0,0.0,,,,,4.0,,27.8,8.7,,5.6,2.9,12.0,,0.7,,3.5,,,1.0,,-11.0,-10.4,,-11.0,-14.0,,,,,-10.0,,13.8,-5.3,,-8.4,-11.1,-2.0,,-13.3,,-10.5,,,-13.0,,True,,False,False,,,,,True,,False,True,,True,False,True,,False,,True,,,False,
53033,3248,2763.0,2702.0,2709.5,2673.0,4066.0,,,,,1343.0,,2236.1,2738.1,,2913.1,2847.8,4697.0,,894.8,,2206.9,2314.0,,3537.0,,-485.0,-546.0,-538.5,-575.0,818.0,,,,,-1905.0,,-1011.9,-509.9,,-334.9,-400.2,1449.0,,-2353.2,,-1041.1,-934.0,,289.0,,False,False,False,False,,,,,False,,False,False,,True,True,False,,False,,False,False,,True,
53035,198,207.0,208.7,,207.0,394.0,,,,,175.0,,247.0,698.2,,180.2,237.7,418.0,,239.2,,142.7,269.0,,346.0,,9.0,10.7,,9.0,196.0,,,,,-23.0,,49.0,500.2,,-17.8,39.7,220.0,,41.2,,-55.3,71.0,,148.0,,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,False,,False,
53037,157,63.0,45.4,,52.0,62.0,,,,,13.0,,104.0,36.0,,13.6,44.8,70.0,,88.7,,59.6,,,95.0,,-94.0,-111.6,,-105.0,-95.0,,,,,-144.0,,-53.0,-121.0,,-143.4,-112.2,-87.0,,-68.3,,-97.4,,,-62.0,,False,,False,False,,,,,False,,True,False,,False,False,True,,True,,False,,,True,
