,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
36063,318,180.0,60.0,,,,,174.0,,185.2,268.4,,65.0,290.9,,152.7,133.9,,217.0,-138.0,-258.0,,,,,-144.0,,-132.8,-49.6,,-253.0,-27.1,,-165.3,-184.1,,-101.0,False,,,,,False,,True,True,,False,True,,False,False,,True
36065,297,160.0,276.0,,,,,181.0,,173.3,169.2,,40.6,101.6,,74.3,65.4,,161.0,-137.0,-21.0,,,,,-116.0,,-123.7,-127.8,,-256.4,-195.4,,-222.7,-231.6,,-136.0,True,,,,,True,,True,True,,False,False,,False,False,,True
36067,1076,705.0,867.0,,,,,381.0,,510.1,964.6,,245.4,461.4,,628.9,439.8,,944.0,-371.0,-209.0,,,,,-695.0,,-565.9,-111.4,,-830.6,-614.6,,-447.1,-636.2,,-132.0,True,,,,,False,,False,True,,False,False,,False,False,,True
36069,179,105.0,138.0,,,,,51.0,,153.9,216.0,,35.5,273.4,,109.2,,,151.0,-74.0,-41.0,,,,,-128.0,,-25.1,37.0,,-143.5,94.4,,-69.8,,,-28.0,True,,,,,False,,True,True,,False,False,,True,,,True
36071,1623,895.0,2607.0,,,,,477.0,,526.0,1161.7,,474.9,161.9,,518.5,659.0,,1366.0,-728.0,984.0,,,,,-1146.0,,-1097.0,-461.3,,-1148.1,-1461.1,,-1104.5,-964.0,,-257.0,False,,,,,False,,False,True,,False,False,,False,False,,True
36073,62,10.0,0.0,,,,,23.0,,44.0,77.4,,0.2,8.9,,8.1,,,7.0,-52.0,-62.0,,,,,-39.0,,-18.0,15.4,,-61.8,-53.1,,-53.9,,,-55.0,False,,,,,True,,True,True,,False,False,,False,,,False
36075,185,310.0,2039.0,,,,,67.0,,379.3,495.0,,228.6,276.1,,395.5,,,909.0,125.0,1854.0,,,,,-118.0,,194.3,310.0,,43.6,91.1,,210.5,,,724.0,False,,,,,True,,False,False,,True,True,,False,,,False
36077,59,65.0,188.0,,,,,31.0,,143.6,250.4,,35.3,60.5,,50.2,,,44.0,6.0,129.0,,,,,-28.0,,84.6,191.4,,-23.7,1.5,,-8.8,,,-15.0,False,,,,,False,,False,False,,False,True,,False,,,False
36079,215,95.0,117.0,,,,,83.0,,149.2,186.7,,16.6,319.2,,20.7,65.6,,62.0,-120.0,-98.0,,,,,-132.0,,-65.8,-28.3,,-198.4,104.2,,-194.3,-149.4,,-153.0,True,,,,,False,,True,True,,False,True,,False,False,,False
36081,4869,2685.0,2255.0,,,,,,,1686.9,3089.8,,,,,8351.9,2105.4,,2944.0,-2184.0,-2614.0,,,,,,,-3182.1,-1779.2,,,,,3482.9,-2763.6,,-1925.0,False,,,,,,,False,True,,,,,False,False,,True
36083,177,100.0,134.0,,,,,87.0,,124.1,181.2,,42.6,203.4,,52.4,,,97.0,-77.0,-43.0,,,,,-90.0,,-52.9,4.2,,-134.4,26.4,,-124.6,,,-80.0,True,,,,,False,,True,True,,False,True,,False,,,False
36085,1332,740.0,1372.0,,,,,,,954.1,870.0,,,,,496.9,706.5,,674.0,-592.0,40.0,,,,,,,-377.9,-462.0,,,,,-835.1,-625.5,,-658.0,True,,,,,,,True,True,,,,,False,False,,False
36087,2834,1355.0,1407.0,,,,,442.0,,699.9,1363.3,,614.7,1096.2,,868.9,781.0,,773.0,-1479.0,-1427.0,,,,,-2392.0,,-2134.1,-1470.7,,-2219.3,-1737.8,,-1965.1,-2053.0,,-2061.0,True,,,,,False,,False,True,,False,False,,False,False,,False
36089,67,55.0,88.0,,,,,78.0,,56.2,277.7,,10.5,32.2,,8.5,,,41.0,-12.0,21.0,,,,,11.0,,-10.8,210.7,,-56.5,-34.8,,-58.5,,,-26.0,False,,,,,True,,True,False,,False,False,,False,,,False
36091,305,175.0,172.0,,,,,118.0,,224.4,597.5,,66.0,528.4,,111.3,,,209.0,-130.0,-133.0,,,,,-187.0,,-80.6,292.5,,-239.0,223.4,,-193.7,,,-96.0,False,,,,,False,,True,False,,False,False,,False,,,True
36093,162,130.0,32.0,,,,,92.0,,148.2,297.8,,47.4,518.4,,16.9,115.6,,76.0,-32.0,-130.0,,,,,-70.0,,-13.8,135.8,,-114.6,356.4,,-145.1,-46.4,,-86.0,False,,,,,False,,True,False,,False,False,,False,False,,False
36095,24,30.0,8.0,,,,,14.0,,85.8,58.9,,1.3,,,5.1,,,45.0,6.0,-16.0,,,,,-10.0,,61.8,34.9,,-22.7,,,-18.9,,,21.0,False,,,,,False,,False,False,,False,,,False,,,False
36097,78,25.0,46.0,,,,,15.0,,35.1,49.0,,1.3,,,13.0,,,78.0,-53.0,-32.0,,,,,-63.0,,-42.9,-29.0,,-76.7,,,-65.0,,,0.0,True,,,,,False,,True,True,,False,,,False,,,True
36099,35,5.0,0.0,,,,,23.0,,83.7,68.6,,0.0,23.8,,1.9,,,3.0,-30.0,-35.0,,,,,-12.0,,48.7,33.6,,-35.0,-11.2,,-33.1,,,-32.0,False,,,,,True,,False,False,,False,True,,False,,,False
36101,607,90.0,322.0,,,,,143.0,,100.0,215.9,,32.0,73.5,,42.6,,,451.0,-517.0,-285.0,,,,,-464.0,,-507.0,-391.1,,-575.0,-533.5,,-564.4,,,-156.0,True,,,,,True,,True,True,,False,False,,False,,,True
36103,2552,1975.0,0.0,,,,,2010.0,,1264.1,2363.5,,926.1,5589.4,,1520.8,2311.5,,1733.0,-577.0,-2552.0,,,,,-542.0,,-1287.9,-188.5,,-1625.9,3037.4,,-1031.2,-240.5,,-819.0,False,,,,,True,,False,True,,False,False,,False,True,,False
36105,155,105.0,54.0,,,,,80.0,,102.2,151.4,,9.3,16.2,,21.1,54.3,,72.0,-50.0,-101.0,,,,,-75.0,,-52.8,-3.6,,-145.7,-138.8,,-133.9,-100.7,,-83.0,False,,,,,False,,False,True,,False,False,,False,False,,False
36107,327,15.0,32.0,,,,,20.0,,56.0,77.0,,2.9,66.5,,22.5,,,19.0,-312.0,-295.0,,,,,-307.0,,-271.0,-250.0,,-324.1,-260.5,,-304.5,,,-308.0,True,,,,,True,,True,True,,False,True,,True,,,True
36109,199,95.0,120.0,,,,,108.0,,137.1,344.7,,15.0,550.0,,19.5,,,58.0,-104.0,-79.0,,,,,-91.0,,-61.9,145.7,,-184.0,351.0,,-179.4,,,-141.0,True,,,,,True,,True,False,,False,False,,False,,,False
36111,220,120.0,151.0,,,,,130.0,,121.0,229.4,,22.4,106.0,,58.2,102.0,,89.0,-100.0,-69.0,,,,,-90.0,,-99.0,9.4,,-197.6,-114.0,,-161.8,-118.0,,-131.0,True,,,,,True,,True,True,,False,False,,False,False,,False
36113,92,40.0,188.0,,,,,30.0,,92.9,142.6,,13.1,32.6,,63.0,,,109.0,-52.0,96.0,,,,,-62.0,,0.9,50.6,,-78.9,-59.4,,-29.0,,,17.0,False,,,,,False,,True,True,,False,False,,True,,,True
36115,43,20.0,165.0,,,,,28.0,,76.0,89.4,,0.7,14.6,,15.7,,,47.0,-23.0,122.0,,,,,-15.0,,33.0,46.4,,-42.3,-28.4,,-27.3,,,4.0,False,,,,,True,,False,False,,False,False,,False,,,True
36117,123,40.0,19.0,,,,,31.0,,58.1,141.8,,9.1,119.1,,47.4,,,27.0,-83.0,-104.0,,,,,-92.0,,-64.9,18.8,,-113.9,-3.9,,-75.6,,,-96.0,False,,,,,False,,True,True,,False,True,,True,,,False
36119,2286,1345.0,2377.0,,,,,1313.0,,1085.4,2280.6,,654.9,2449.4,,1225.3,1268.1,,1116.0,-941.0,91.0,,,,,-973.0,,-1200.6,-5.4,,-1631.1,163.4,,-1060.7,-1017.9,,-1170.0,True,,,,,False,,False,True,,False,True,,False,False,,False
36121,47,20.0,0.0,,,,,44.0,,63.3,91.6,,0.4,30.3,,1.9,,,49.0,-27.0,-47.0,,,,,-3.0,,16.3,44.6,,-46.6,-16.7,,-45.1,,,2.0,False,,,,,True,,True,False,,False,True,,False,,,True
36123,49,0.0,0.0,,,,,20.0,,36.9,57.4,,1.5,,,0.1,,,0.0,-49.0,-49.0,,,,,-29.0,,-12.1,8.4,,-47.5,,,-49.0,,,-49.0,False,,,,,True,,True,True,,True,,,True,,,False
37001,1233,845.0,895.0,,,,,497.0,,887.7,773.6,,329.5,542.1,,785.8,717.9,,526.0,-388.0,-338.0,,,,,-736.0,,-345.3,-459.4,,-903.5,-690.9,,-447.2,-515.1,,-707.0,True,,,,,False,,True,False,,False,False,,False,False,,False
37003,329,60.0,118.0,,,,,161.0,,206.7,187.3,,23.2,166.5,,75.3,,,37.0,-269.0,-211.0,,,,,-168.0,,-122.3,-141.7,,-305.8,-162.5,,-253.7,,,-292.0,True,,,,,True,,True,True,,False,True,,True,,,False
37005,71,20.0,0.0,,,,,21.0,,22.9,38.1,,1.7,0.0,,20.0,,,15.0,-51.0,-71.0,,,,,-50.0,,-48.1,-32.9,,-69.3,-71.0,,-51.0,,,-56.0,False,,,,,True,,True,True,,False,False,,False,,,False
37007,162,220.0,297.0,,,,,80.0,,463.0,154.2,,61.6,83.0,,108.6,,,162.0,58.0,135.0,,,,,-82.0,,301.0,-7.8,,-100.4,-79.0,,-53.4,,,0.0,False,,,,,False,,False,True,,False,False,,True,,,True
37009,143,35.0,8.0,,,,,56.0,,155.2,120.3,,3.3,109.7,,51.5,,,20.0,-108.0,-135.0,,,,,-87.0,,12.2,-22.7,,-139.7,-33.3,,-91.5,,,-123.0,False,,,,,True,,True,True,,False,True,,True,,,False
37011,258,315.0,868.0,,,,,140.0,,717.4,195.7,,39.5,3.6,,111.6,,,186.0,57.0,610.0,,,,,-118.0,,459.4,-62.3,,-218.5,-254.4,,-146.4,,,-72.0,False,,,,,False,,False,False,,False,False,,False,,,False
37013,432,285.0,665.0,,,,,188.0,,525.7,275.8,,169.7,185.6,,90.4,,,321.0,-147.0,233.0,,,,,-244.0,,93.7,-156.2,,-262.3,-246.4,,-341.6,,,-111.0,False,,,,,False,,True,False,,False,False,,False,,,True
37015,165,140.0,228.0,,,,,75.0,,88.8,114.5,,46.8,0.0,,70.4,,,70.0,-25.0,63.0,,,,,-90.0,,-76.2,-50.5,,-118.2,-165.0,,-94.6,,,-95.0,False,,,,,False,,False,False,,False,False,,False,,,False
37017,208,100.0,196.0,,,,,181.0,,267.4,179.8,,16.7,12.4,,94.0,,,64.0,-108.0,-12.0,,,,,-27.0,,59.4,-28.2,,-191.3,-195.6,,-114.0,,,-144.0,True,,,,,True,,True,True,,False,False,,False,,,False
37019,565,255.0,488.0,,,,,406.0,,311.6,428.6,,95.8,89.7,,85.5,166.5,,281.0,-310.0,-77.0,,,,,-159.0,,-253.4,-136.4,,-469.2,-475.3,,-479.5,-398.5,,-284.0,True,,,,,True,,True,True,,False,False,,False,False,,True
37021,995,580.0,139.0,,,,,1165.0,,638.5,1081.2,,261.8,938.8,,59.6,315.6,,375.0,-415.0,-856.0,,,,,170.0,,-356.5,86.2,,-733.2,-56.2,,-935.4,-679.4,,-620.0,False,,,,,True,,True,True,,False,True,,False,False,,False
37023,539,295.0,508.0,,,,,434.0,,336.6,295.0,,76.5,55.6,,141.3,191.7,,230.0,-244.0,-31.0,,,,,-105.0,,-202.4,-244.0,,-462.5,-483.4,,-397.7,-347.3,,-309.0,True,,,,,True,,True,True,,False,False,,False,False,,False
37025,972,870.0,377.0,,,,,1121.0,,995.1,703.0,,315.6,430.2,,320.6,511.6,,612.0,-102.0,-595.0,,,,,149.0,,23.1,-269.0,,-656.4,-541.8,,-651.4,-460.4,,-360.0,False,,,,,False,,True,False,,False,False,,False,False,,False
37027,775,205.0,295.0,,,,,382.0,,305.5,317.5,,48.4,137.5,,96.1,110.5,,143.0,-570.0,-480.0,,,,,-393.0,,-469.5,-457.5,,-726.6,-637.5,,-678.9,-664.5,,-632.0,True,,,,,True,,True,True,,False,False,,False,False,,False
37029,23,15.0,7.0,,,,,32.0,,19.4,40.6,,2.3,33.4,,29.8,,,14.0,-8.0,-16.0,,,,,9.0,,-3.6,17.6,,-20.7,10.4,,6.8,,,-9.0,False,,,,,False,,True,False,,False,False,,True,,,False
37031,452,175.0,99.0,,,,,192.0,,241.4,271.4,,73.6,184.8,,24.2,,,76.0,-277.0,-353.0,,,,,-260.0,,-210.6,-180.6,,-378.4,-267.2,,-427.8,,,-376.0,False,,,,,True,,True,True,,False,True,,False,,,False
37033,282,245.0,395.0,,,,,24.0,,357.6,120.0,,180.4,39.9,,101.8,,,411.0,-37.0,113.0,,,,,-258.0,,75.6,-162.0,,-101.6,-242.1,,-180.2,,,129.0,False,,,,,False,,False,False,,False,False,,False,,,False
37035,1207,770.0,388.0,,,,,714.0,,729.7,703.2,,413.3,355.0,,297.7,658.0,,663.0,-437.0,-819.0,,,,,-493.0,,-477.3,-503.8,,-793.7,-852.0,,-909.3,-549.0,,-544.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37037,296,135.0,32.0,,,,,147.0,,299.7,147.5,,30.0,199.3,,103.7,66.1,,75.0,-161.0,-264.0,,,,,-149.0,,3.7,-148.5,,-266.0,-96.7,,-192.3,-229.9,,-221.0,False,,,,,True,,True,True,,False,True,,False,False,,False
37039,172,240.0,84.0,,,,,115.0,,351.3,151.4,,64.0,164.4,,57.6,,,130.0,68.0,-88.0,,,,,-57.0,,179.3,-20.6,,-108.0,-7.6,,-114.4,,,-42.0,False,,,,,True,,False,True,,False,True,,False,,,True
37041,190,170.0,122.0,,,,,65.0,,139.7,78.9,,39.9,28.4,,29.3,,,110.0,-20.0,-68.0,,,,,-125.0,,-50.3,-111.1,,-150.1,-161.6,,-160.7,,,-80.0,False,,,,,False,,False,False,,False,False,,False,,,False
37043,87,35.0,0.0,,,,,44.0,,39.2,30.6,,8.8,57.7,,39.7,,,51.0,-52.0,-87.0,,,,,-43.0,,-47.8,-56.4,,-78.2,-29.3,,-47.3,,,-36.0,False,,,,,True,,True,False,,False,True,,True,,,True
37045,1011,905.0,1265.0,,,,,404.0,,1009.0,713.2,,730.8,429.7,,595.9,520.7,,921.0,-106.0,254.0,,,,,-607.0,,-2.0,-297.8,,-280.2,-581.3,,-415.1,-490.3,,-90.0,False,,,,,False,,True,False,,False,False,,False,False,,True
37047,343,295.0,222.0,,,,,424.0,,397.5,261.4,,79.8,111.9,,243.1,258.7,,175.0,-48.0,-121.0,,,,,81.0,,54.5,-81.6,,-263.2,-231.1,,-99.9,-84.3,,-168.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37049,794,600.0,565.0,,,,,368.0,,631.4,559.7,,397.4,448.2,,487.1,448.6,,651.0,-194.0,-229.0,,,,,-426.0,,-162.6,-234.3,,-396.6,-345.8,,-306.9,-345.4,,-143.0,False,,,,,False,,True,False,,False,False,,False,False,,True
37051,1662,1675.0,773.0,,,,,1626.0,,1500.5,1512.1,,1553.6,1304.9,,1031.0,1465.1,,1365.0,13.0,-889.0,,,,,-36.0,,-161.5,-149.9,,-108.4,-357.1,,-631.0,-196.9,,-297.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37053,46,75.0,152.0,,,,,89.0,,302.6,94.4,,61.5,135.2,,153.4,,,222.0,29.0,106.0,,,,,43.0,,256.6,48.4,,15.5,89.2,,107.4,,,176.0,False,,,,,False,,False,False,,True,False,,False,,,False
37055,99,25.0,61.0,,,,,137.0,,190.7,102.8,,5.9,61.0,,0.0,,,14.0,-74.0,-38.0,,,,,38.0,,91.7,3.8,,-93.1,-38.0,,-99.0,,,-85.0,True,,,,,True,,False,True,,False,True,,False,,,False
37057,982,795.0,1115.0,,,,,589.0,,891.5,830.1,,448.0,367.8,,721.8,520.6,,816.0,-187.0,133.0,,,,,-393.0,,-90.5,-151.9,,-534.0,-614.2,,-260.2,-461.4,,-166.0,True,,,,,False,,True,True,,False,False,,False,False,,True
37059,203,60.0,35.0,,,,,104.0,,260.5,139.8,,14.7,88.0,,74.2,,,70.0,-143.0,-168.0,,,,,-99.0,,57.5,-63.2,,-188.3,-115.0,,-128.8,,,-133.0,False,,,,,True,,True,True,,False,True,,True,,,True
37061,395,105.0,12.0,,,,,283.0,,195.9,124.7,,13.1,2.1,,26.9,79.4,,92.0,-290.0,-383.0,,,,,-112.0,,-199.1,-270.3,,-381.9,-392.9,,-368.1,-315.6,,-303.0,False,,,,,True,,True,True,,False,False,,False,False,,False
37063,1289,1100.0,446.0,,,,,936.0,,921.4,755.0,,409.3,436.2,,610.6,789.0,,834.0,-189.0,-843.0,,,,,-353.0,,-367.6,-534.0,,-879.7,-852.8,,-678.4,-500.0,,-455.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37065,646,485.0,456.0,,,,,156.0,,557.0,420.4,,304.4,239.7,,412.5,518.3,,313.0,-161.0,-190.0,,,,,-490.0,,-89.0,-225.6,,-341.6,-406.3,,-233.5,-127.7,,-333.0,False,,,,,False,,True,False,,False,False,,False,True,,False
37067,1719,1035.0,514.0,,,,,1475.0,,914.2,1383.2,,434.5,766.3,,846.2,944.1,,705.0,-684.0,-1205.0,,,,,-244.0,,-804.8,-335.8,,-1284.5,-952.7,,-872.8,-774.9,,-1014.0,False,,,,,True,,False,True,,False,False,,False,False,,False
37069,220,200.0,401.0,,,,,156.0,,339.0,265.6,,57.0,157.3,,128.9,148.2,,111.0,-20.0,181.0,,,,,-64.0,,119.0,45.6,,-163.0,-62.7,,-91.1,-71.8,,-109.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37071,2255,1455.0,1096.0,,,,,1127.0,,1472.6,1021.3,,1374.9,576.9,,447.9,798.3,,1281.0,-800.0,-1159.0,,,,,-1128.0,,-782.4,-1233.7,,-880.1,-1678.1,,-1807.1,-1456.7,,-974.0,False,,,,,False,,True,False,,False,False,,False,False,,False
37073,32,75.0,63.0,,,,,56.0,,68.9,57.9,,27.2,33.2,,53.6,,,105.0,43.0,31.0,,,,,24.0,,36.9,25.9,,-4.8,1.2,,21.6,,,73.0,True,,,,,True,,True,True,,True,True,,True,,,False
37075,114,80.0,252.0,,,,,70.0,,163.5,46.1,,4.7,19.8,,23.4,,,56.0,-34.0,138.0,,,,,-44.0,,49.5,-67.9,,-109.3,-94.2,,-90.6,,,-58.0,False,,,,,False,,False,False,,False,False,,False,,,False
37077,271,245.0,358.0,,,,,144.0,,344.5,241.1,,47.2,72.7,,251.2,311.4,,115.0,-26.0,87.0,,,,,-127.0,,73.5,-29.9,,-223.8,-198.3,,-19.8,40.4,,-156.0,False,,,,,False,,False,False,,False,False,,True,False,,False
37079,425,135.0,205.0,,,,,63.0,,254.9,75.3,,12.5,0.0,,154.9,,,70.0,-290.0,-220.0,,,,,-362.0,,-170.1,-349.6,,-412.5,-425.0,,-270.1,,,-355.0,True,,,,,False,,True,False,,False,False,,True,,,False
37081,2783,2285.0,973.0,,,,,1969.0,,1673.5,1733.5,,1084.6,1443.2,,1472.5,1804.0,,2015.0,-498.0,-1810.0,,,,,-814.0,,-1109.5,-1049.5,,-1698.4,-1339.8,,-1310.5,-979.0,,-768.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37083,391,180.0,150.0,,,,,153.0,,277.0,257.6,,69.9,128.7,,59.4,,,118.0,-211.0,-241.0,,,,,-238.0,,-114.0,-133.4,,-321.1,-262.3,,-331.6,,,-273.0,False,,,,,False,,True,True,,False,False,,False,,,False
37085,754,780.0,423.0,,,,,601.0,,849.6,404.7,,941.2,420.8,,1954.1,659.0,,1037.0,26.0,-331.0,,,,,-153.0,,95.6,-349.3,,187.2,-333.2,,1200.1,-95.0,,283.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37087,110,135.0,98.0,,,,,361.0,,319.2,392.2,,25.1,157.8,,116.5,,,146.0,25.0,-12.0,,,,,251.0,,209.2,282.2,,-84.9,47.8,,6.5,,,36.0,True,,,,,False,,False,False,,False,False,,True,,,False
37089,501,400.0,720.0,,,,,388.0,,534.9,507.1,,209.0,163.8,,32.6,256.5,,449.0,-101.0,219.0,,,,,-113.0,,33.9,6.1,,-292.0,-337.2,,-468.4,-244.5,,-52.0,False,,,,,False,,True,True,,False,False,,False,False,,True
37091,147,225.0,192.0,,,,,136.0,,265.8,153.0,,133.9,0.0,,158.1,,,126.0,78.0,45.0,,,,,-11.0,,118.8,6.0,,-13.1,-147.0,,11.1,,,-21.0,True,,,,,True,,False,True,,True,False,,True,,,True
37093,417,475.0,2264.0,,,,,322.0,,615.8,247.3,,154.1,292.8,,187.9,,,616.0,58.0,1847.0,,,,,-95.0,,198.8,-169.7,,-262.9,-124.2,,-229.1,,,199.0,False,,,,,False,,False,False,,False,False,,False,,,False
37095,51,5.0,35.0,,,,,37.0,,14.9,23.7,,0.2,0.0,,1.4,,,7.0,-46.0,-16.0,,,,,-14.0,,-36.1,-27.3,,-50.8,-51.0,,-49.6,,,-44.0,True,,,,,True,,True,True,,False,False,,False,,,True
37097,773,585.0,192.0,,,,,999.0,,647.5,558.3,,349.5,377.4,,273.8,421.5,,388.0,-188.0,-581.0,,,,,226.0,,-125.5,-214.7,,-423.5,-395.6,,-499.2,-351.5,,-385.0,False,,,,,False,,True,False,,False,False,,False,False,,False
37099,357,60.0,0.0,,,,,351.0,,184.3,218.1,,7.7,80.4,,50.6,,,32.0,-297.0,-357.0,,,,,-6.0,,-172.7,-138.9,,-349.3,-276.6,,-306.4,,,-325.0,False,,,,,True,,True,True,,False,True,,False,,,False
37101,1062,545.0,377.0,,,,,815.0,,657.2,540.9,,185.4,252.5,,447.6,301.8,,320.0,-517.0,-685.0,,,,,-247.0,,-404.8,-521.1,,-876.6,-809.5,,-614.4,-760.2,,-742.0,False,,,,,True,,True,False,,False,False,,False,False,,False
37103,54,5.0,1.0,,,,,20.0,,7.0,32.5,,1.0,14.9,,8.2,,,2.0,-49.0,-53.0,,,,,-34.0,,-47.0,-21.5,,-53.0,-39.1,,-45.9,,,-52.0,False,,,,,True,,True,True,,False,True,,True,,,False
37105,467,285.0,343.0,,,,,172.0,,353.6,173.0,,55.9,76.7,,178.5,226.5,,206.0,-182.0,-124.0,,,,,-295.0,,-113.4,-294.0,,-411.1,-390.3,,-288.5,-240.5,,-261.0,True,,,,,False,,True,False,,False,False,,False,False,,False
37107,412,225.0,93.0,,,,,213.0,,326.2,297.5,,52.6,204.6,,57.3,,,118.0,-187.0,-319.0,,,,,-199.0,,-85.8,-114.5,,-359.4,-207.4,,-354.7,,,-294.0,False,,,,,False,,True,True,,False,False,,False,,,False
37109,808,515.0,353.0,,,,,359.0,,826.3,483.7,,156.3,271.5,,417.9,252.2,,487.0,-293.0,-455.0,,,,,-449.0,,18.3,-324.3,,-651.7,-536.5,,-390.1,-555.8,,-321.0,False,,,,,False,,True,False,,False,False,,False,False,,False
37111,350,110.0,67.0,,,,,202.0,,325.4,185.6,,16.1,143.0,,6.2,,,75.0,-240.0,-283.0,,,,,-148.0,,-24.6,-164.4,,-333.9,-207.0,,-343.8,,,-275.0,False,,,,,True,,True,True,,False,True,,False,,,False
37113,166,105.0,33.0,,,,,226.0,,192.1,259.9,,17.3,50.3,,18.3,,,95.0,-61.0,-133.0,,,,,60.0,,26.1,93.9,,-148.7,-115.7,,-147.7,,,-71.0,False,,,,,True,,True,False,,False,False,,False,,,False
37115,117,30.0,21.0,,,,,97.0,,42.1,96.3,,4.6,,,23.2,,,26.0,-87.0,-96.0,,,,,-20.0,,-74.9,-20.7,,-112.4,,,-93.8,,,-91.0,False,,,,,True,,True,True,,False,,,False,,,False
37117,194,120.0,110.0,,,,,77.0,,256.0,128.1,,51.6,55.4,,51.1,,,70.0,-74.0,-84.0,,,,,-117.0,,62.0,-65.9,,-142.4,-138.6,,-142.8,,,-124.0,False,,,,,False,,True,True,,False,False,,False,,,False
37119,4946,3250.0,882.0,,,,,5180.0,,2736.2,3255.7,,2615.2,516.4,,903.1,2295.2,,1916.0,-1696.0,-4064.0,,,,,234.0,,-2209.8,-1690.3,,-2330.8,-4429.6,,-4042.9,-2650.8,,-3030.0,False,,,,,True,,False,True,,False,False,,False,False,,False
37121,63,30.0,0.0,,,,,38.0,,31.5,57.6,,3.4,4.4,,77.2,,,92.0,-33.0,-63.0,,,,,-25.0,,-31.5,-5.4,,-59.6,-58.6,,14.2,,,29.0,False,,,,,True,,True,True,,False,False,,True,,,True
37123,144,225.0,126.0,,,,,174.0,,369.7,135.2,,66.0,1.5,,137.0,,,77.0,81.0,-18.0,,,,,30.0,,225.7,-8.8,,-78.0,-142.5,,-7.0,,,-67.0,True,,,,,True,,False,True,,True,False,,True,,,True
37125,632,295.0,165.0,,,,,284.0,,413.7,496.5,,181.9,471.1,,275.3,204.8,,256.0,-337.0,-467.0,,,,,-348.0,,-218.3,-135.5,,-450.1,-160.9,,-356.7,-427.2,,-376.0,False,,,,,False,,True,True,,False,True,,False,False,,False
37127,1084,880.0,846.0,,,,,336.0,,812.7,559.4,,474.1,427.7,,596.1,648.4,,609.0,-204.0,-238.0,,,,,-748.0,,-271.3,-524.6,,-609.9,-656.3,,-487.9,-435.6,,-475.0,False,,,,,False,,False,False,,False,False,,False,False,,False
37129,1008,1330.0,587.0,,,,,1116.0,,1186.3,1099.6,,979.4,848.8,,932.5,541.9,,858.0,322.0,-421.0,,,,,108.0,,178.3,91.6,,-28.6,-159.2,,-75.5,-466.1,,-150.0,False,,,,,True,,True,True,,True,True,,True,False,,True
37131,117,130.0,37.0,,,,,29.0,,129.1,68.3,,52.6,10.6,,117.1,,,181.0,13.0,-80.0,,,,,-88.0,,12.1,-48.7,,-64.4,-106.4,,0.1,,,64.0,False,,,,,False,,True,False,,False,False,,True,,,False
37133,1121,650.0,514.0,,,,,1139.0,,584.1,1155.9,,488.9,689.7,,393.3,493.6,,623.0,-471.0,-607.0,,,,,18.0,,-536.9,34.9,,-632.1,-431.3,,-727.7,-627.4,,-498.0,False,,,,,True,,False,True,,False,True,,False,False,,False
37135,420,345.0,156.0,,,,,834.0,,539.7,442.5,,186.3,975.2,,73.3,1081.3,,132.0,-75.0,-264.0,,,,,414.0,,119.7,22.5,,-233.7,555.2,,-346.7,661.3,,-288.0,False,,,,,False,,False,True,,False,False,,False,False,,False
37137,52,55.0,83.0,,,,,33.0,,51.1,72.6,,17.7,0.0,,40.9,,,16.0,3.0,31.0,,,,,-19.0,,-0.9,20.6,,-34.3,-52.0,,-11.1,,,-36.0,False,,,,,False,,True,False,,False,False,,False,,,False
