,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
08075,349,425.0,238.0,,,,,177.0,,277.8,123.3,,79.5,2.0,,178.3,,,,76.0,-111.0,,,,,-172.0,,-71.2,-225.7,,-269.5,-347.0,,-170.7,,,,False,,,,,False,,True,False,,False,False,,False,,,
08077,748,225.0,449.0,,,,,202.0,,217.3,366.5,,73.2,561.2,,155.8,,,,-523.0,-299.0,,,,,-546.0,,-530.7,-381.5,,-674.8,-186.8,,-592.2,,,,True,,,,,False,,False,True,,False,True,,False,,,
08079,1,0.0,0.0,,,,,6.0,,1.0,0.1,,0.4,,,2.3,,,,-1.0,-1.0,,,,,5.0,,-0.0,-0.9,,-0.6,,,1.3,,,,False,,,,,False,,True,True,,True,,,False,,,
08081,23,15.0,0.0,,,,,26.0,,11.2,8.3,,0.6,,,2.2,,,,-8.0,-23.0,,,,,3.0,,-11.8,-14.7,,-22.4,,,-20.8,,,,False,,,,,True,,False,False,,False,,,False,,,
08083,66,10.0,0.0,,,,,40.0,,123.2,24.7,,1.2,24.3,,33.5,,,,-56.0,-66.0,,,,,-26.0,,57.2,-41.3,,-64.8,-41.7,,-32.5,,,,False,,,,,True,,False,True,,False,True,,True,,,
08085,87,75.0,0.0,,,,,26.0,,104.5,65.4,,17.3,76.2,,168.0,,,,-12.0,-87.0,,,,,-61.0,,17.5,-21.6,,-69.7,-10.8,,81.0,,,,False,,,,,False,,False,False,,False,True,,False,,,
08087,116,25.0,3.0,,,,,124.0,,140.7,66.2,,3.4,2.3,,34.3,,,,-91.0,-113.0,,,,,8.0,,24.7,-49.8,,-112.6,-113.7,,-81.7,,,,False,,,,,True,,True,True,,False,False,,True,,,
08089,34,40.0,0.0,,,,,30.0,,63.6,41.0,,1.9,,,23.5,,,,6.0,-34.0,,,,,-4.0,,29.6,7.0,,-32.1,,,-10.5,,,,False,,,,,True,,False,False,,False,,,False,,,
08091,12,0.0,0.0,,,,,5.0,,0.2,1.0,,0.3,,,2.0,,,,-12.0,-12.0,,,,,-7.0,,-11.8,-10.9,,-11.7,,,-10.0,,,,False,,,,,True,,True,True,,True,,,True,,,
08093,43,20.0,0.0,,,,,16.0,,13.9,21.2,,1.9,,,24.1,,,,-23.0,-43.0,,,,,-27.0,,-29.1,-21.8,,-41.1,,,-18.9,,,,False,,,,,False,,False,True,,False,,,True,,,
08095,15,75.0,41.0,,,,,30.0,,43.7,7.1,,0.4,,,2.4,,,,60.0,26.0,,,,,15.0,,28.7,-7.9,,-14.6,,,-12.6,,,,True,,,,,True,,True,True,,True,,,True,,,
08097,66,75.0,52.0,,,,,24.0,,174.4,8.5,,10.9,193.1,,18.7,,,,9.0,-14.0,,,,,-42.0,,108.4,-57.5,,-55.1,127.1,,-47.3,,,,False,,,,,False,,False,False,,False,False,,False,,,
08099,74,15.0,0.0,,,,,51.0,,7.9,39.6,,2.8,,,13.7,,,,-59.0,-74.0,,,,,-23.0,,-66.1,-34.4,,-71.2,,,-60.3,,,,False,,,,,True,,False,True,,False,,,False,,,
08101,771,275.0,210.0,,,,,287.0,,258.6,598.2,,120.7,406.9,,246.0,,,,-496.0,-561.0,,,,,-484.0,,-512.4,-172.8,,-650.3,-364.1,,-525.0,,,,False,,,,,True,,False,True,,False,True,,False,,,
08103,5,0.0,0.0,,,,,10.0,,0.8,3.4,,1.5,,,0.0,,,,-5.0,-5.0,,,,,5.0,,-4.2,-1.6,,-3.5,,,-5.0,,,,False,,,,,False,,True,True,,True,,,False,,,
08105,23,0.0,0.0,,,,,14.0,,1.2,6.2,,4.3,,,1.1,,,,-23.0,-23.0,,,,,-9.0,,-21.8,-16.8,,-18.7,,,-21.9,,,,False,,,,,True,,True,True,,True,,,True,,,
08107,60,25.0,0.0,,,,,16.0,,112.1,33.9,,3.1,78.6,,5.1,,,,-35.0,-60.0,,,,,-44.0,,52.1,-26.1,,-56.9,18.6,,-54.9,,,,False,,,,,False,,False,True,,False,True,,False,,,
08109,22,0.0,0.0,,,,,10.0,,0.1,9.3,,0.0,0.3,,2.0,,,,-22.0,-22.0,,,,,-12.0,,-21.9,-12.7,,-22.0,-21.7,,-20.0,,,,False,,,,,True,,True,True,,True,True,,True,,,
08111,5,0.0,0.0,,,,,2.0,,0.3,1.1,,0.0,,,0.0,,,,-5.0,-5.0,,,,,-3.0,,-4.7,-3.9,,-5.0,,,-5.0,,,,False,,,,,True,,True,True,,True,,,False,,,
08113,10,10.0,0.0,,,,,9.0,,6.4,6.8,,3.1,,,0.0,,,,0.0,-10.0,,,,,-1.0,,-3.6,-3.2,,-6.9,,,-10.0,,,,False,,,,,False,,False,False,,False,,,False,,,
08115,28,0.0,0.0,,,,,21.0,,0.8,0.3,,,,,0.0,,,,-28.0,-28.0,,,,,-7.0,,-27.2,-27.7,,,,,-28.0,,,,False,,,,,True,,True,True,,,,,False,,,
08117,237,235.0,263.0,,,,,44.0,,289.8,46.5,,93.6,132.2,,517.5,,,,-2.0,26.0,,,,,-193.0,,52.8,-190.5,,-143.4,-104.8,,280.5,,,,False,,,,,False,,False,False,,False,False,,False,,,
08119,42,30.0,0.0,,,,,25.0,,108.9,29.6,,3.3,114.1,,1.5,,,,-12.0,-42.0,,,,,-17.0,,66.9,-12.4,,-38.7,72.1,,-40.5,,,,False,,,,,False,,False,False,,False,False,,False,,,
08121,36,10.0,0.0,,,,,50.0,,15.6,8.0,,1.8,,,7.8,,,,-26.0,-36.0,,,,,14.0,,-20.4,-28.0,,-34.2,,,-28.2,,,,False,,,,,True,,True,False,,False,,,False,,,
08123,1318,1035.0,1741.0,,,,,1014.0,,690.6,791.8,,438.9,299.3,,353.2,811.2,,,-283.0,423.0,,,,,-304.0,,-627.4,-526.2,,-879.1,-1018.7,,-964.8,-506.8,,,False,,,,,False,,False,False,,False,False,,False,False,,
08125,127,70.0,,,,,,57.0,,48.0,16.3,,4.7,,,107.0,,,,-57.0,,,,,,-70.0,,-79.0,-110.7,,-122.3,,,-20.0,,,,,,,,,False,,False,False,,False,,,True,,,
09001,2606,1780.0,2029.0,,,,,1275.0,,1114.3,2015.8,,325.5,1767.6,,65.7,1292.1,,,-826.0,-577.0,,,,,-1331.0,,-1491.7,-590.2,,-2280.5,-838.4,,-2540.3,-1313.9,,,True,,,,,False,,False,True,,False,False,,False,False,,
09003,2809,1835.0,6476.0,,,,,1273.0,,1002.6,1471.2,,549.6,456.6,,40.6,1529.4,,,-974.0,3667.0,,,,,-1536.0,,-1806.4,-1337.8,,-2259.4,-2352.4,,-2768.4,-1279.6,,,False,,,,,False,,False,False,,False,False,,False,False,,
09005,304,245.0,598.0,,,,,118.0,,273.3,297.7,,34.3,340.4,,24.9,172.8,,,-59.0,294.0,,,,,-186.0,,-30.7,-6.3,,-269.7,36.4,,-279.1,-131.2,,,False,,,,,False,,True,True,,False,True,,False,False,,
09007,331,150.0,259.0,,,,,132.0,,153.0,187.3,,16.7,152.8,,20.8,86.8,,,-181.0,-72.0,,,,,-199.0,,-178.0,-143.7,,-314.3,-178.2,,-310.2,-244.2,,,True,,,,,False,,True,True,,False,True,,False,False,,
09009,1909,1015.0,2842.0,,,,,863.0,,683.6,1062.9,,150.3,295.9,,42.8,787.9,,,-894.0,933.0,,,,,-1046.0,,-1225.4,-846.1,,-1758.7,-1613.1,,-1866.2,-1121.1,,,False,,,,,False,,False,True,,False,False,,False,False,,
09011,1739,330.0,569.0,,,,,309.0,,300.6,606.6,,81.6,548.3,,137.1,260.4,,,-1409.0,-1170.0,,,,,-1430.0,,-1438.4,-1132.4,,-1657.4,-1190.7,,-1601.9,-1478.6,,,True,,,,,False,,False,True,,False,True,,False,False,,
09013,396,305.0,977.0,,,,,88.0,,343.1,163.6,,12.8,391.1,,32.3,310.9,,,-91.0,581.0,,,,,-308.0,,-52.9,-232.4,,-383.2,-4.9,,-363.7,-85.1,,,False,,,,,False,,True,False,,False,True,,False,True,,
09015,425,275.0,999.0,,,,,215.0,,285.6,237.3,,53.3,253.4,,106.5,,,,-150.0,574.0,,,,,-210.0,,-139.4,-187.7,,-371.7,-171.6,,-318.5,,,,False,,,,,False,,True,False,,False,False,,False,,,
10001,555,350.0,266.0,,,,,583.0,,378.0,362.3,,122.5,356.3,,246.6,251.8,,309.0,-205.0,-289.0,,,,,28.0,,-177.0,-192.7,,-432.5,-198.7,,-308.4,-303.2,,-246.0,False,,,,,True,,True,True,,False,True,,False,False,,False
10003,3058,2660.0,2377.0,,,,,1569.0,,2045.8,1245.0,,1575.9,1367.3,,915.7,1918.6,,2265.0,-398.0,-681.0,,,,,-1489.0,,-1012.2,-1813.0,,-1482.1,-1690.7,,-2142.3,-1139.4,,-793.0,False,,,,,False,,False,False,,False,False,,False,False,,False
10005,1170,545.0,498.0,,,,,488.0,,474.9,264.4,,221.1,259.8,,35.6,588.0,,601.0,-625.0,-672.0,,,,,-682.0,,-695.1,-905.6,,-948.9,-910.2,,-1134.3,-582.0,,-569.0,False,,,,,False,,False,False,,False,False,,False,True,,True
12001,2607,5705.0,35621.0,,,,,2402.0,,6124.0,1407.3,,5885.0,2295.7,,1027.7,2724.6,,2575.0,3098.0,33014.0,,,,,-205.0,,3517.0,-1199.7,,3278.0,-311.3,,-1579.3,117.6,,-32.0,False,,,,,True,,False,True,,False,True,,True,True,,True
12003,348,470.0,133.0,,,,,208.0,,668.2,117.1,,257.6,0.3,,23.6,620.5,,17.0,122.0,-215.0,,,,,-140.0,,320.2,-230.9,,-90.4,-347.7,,-324.4,272.5,,-331.0,False,,,,,False,,False,False,,True,False,,False,False,,False
12005,841,715.0,96.0,,,,,780.0,,761.7,692.7,,335.6,11.2,,293.9,399.7,,505.0,-126.0,-745.0,,,,,-61.0,,-79.3,-148.3,,-505.4,-829.8,,-547.1,-441.3,,-336.0,False,,,,,True,,True,False,,False,False,,False,False,,False
12007,202,530.0,158.0,,,,,149.0,,916.9,185.6,,212.0,0.6,,336.0,,,177.0,328.0,-44.0,,,,,-53.0,,714.9,-16.4,,10.0,-201.4,,134.0,,,-25.0,True,,,,,True,,False,True,,True,True,,True,,,True
12009,2647,2130.0,3856.0,,,,,1505.0,,1895.2,2081.2,,1972.4,1305.3,,634.2,1458.6,,1973.0,-517.0,1209.0,,,,,-1142.0,,-751.8,-565.8,,-674.6,-1341.7,,-2012.8,-1188.4,,-674.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12011,7666,6130.0,2834.0,,,,,4395.0,,4725.7,4510.3,,5305.6,709.2,,1647.9,11138.9,,4211.0,-1536.0,-4832.0,,,,,-3271.0,,-2940.3,-3155.7,,-2360.4,-6956.8,,-6018.1,3472.9,,-3455.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12013,94,55.0,7.0,,,,,80.0,,52.6,42.9,,2.9,0.0,,22.3,,,22.0,-39.0,-87.0,,,,,-14.0,,-41.4,-51.1,,-91.1,-94.0,,-71.7,,,-72.0,False,,,,,True,,False,False,,False,False,,False,,,False
12015,544,425.0,290.0,,,,,160.0,,457.2,374.7,,285.0,369.6,,222.8,284.2,,398.0,-119.0,-254.0,,,,,-384.0,,-86.8,-169.3,,-259.0,-174.4,,-321.2,-259.8,,-146.0,False,,,,,False,,True,False,,False,False,,False,False,,False
12017,541,815.0,1140.0,,,,,434.0,,992.7,655.1,,679.2,725.8,,295.5,474.3,,571.0,274.0,599.0,,,,,-107.0,,451.7,114.1,,138.2,184.8,,-245.5,-66.7,,30.0,False,,,,,True,,False,True,,True,True,,True,True,,True
12019,1167,1155.0,435.0,,,,,971.0,,1668.8,989.8,,1032.0,731.0,,670.7,805.4,,826.0,-12.0,-732.0,,,,,-196.0,,501.8,-177.2,,-135.0,-436.0,,-496.3,-361.6,,-341.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12021,1602,1270.0,427.0,,,,,314.0,,1382.8,529.5,,518.6,58.9,,1128.1,927.0,,1164.0,-332.0,-1175.0,,,,,-1288.0,,-219.2,-1072.5,,-1083.4,-1543.1,,-473.9,-675.0,,-438.0,False,,,,,False,,True,False,,False,False,,False,False,,False
12023,573,620.0,1.0,,,,,308.0,,787.8,272.9,,169.5,2.3,,174.1,1070.9,,9.0,47.0,-572.0,,,,,-265.0,,214.8,-300.1,,-403.5,-570.7,,-398.9,497.9,,-564.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12027,106,60.0,1.0,,,,,174.0,,321.1,46.3,,9.6,2.0,,28.0,54.4,,55.0,-46.0,-105.0,,,,,68.0,,215.1,-59.7,,-96.4,-104.0,,-78.0,-51.6,,-51.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12029,60,170.0,7.0,,,,,35.0,,106.9,106.0,,26.5,0.0,,26.6,,,2.0,110.0,-53.0,,,,,-25.0,,46.9,46.0,,-33.5,-60.0,,-33.4,,,-58.0,True,,,,,True,,True,True,,True,True,,True,,,True
12031,4936,4355.0,5574.0,,,,,4181.0,,4573.1,2425.7,,4325.6,375.0,,2246.5,3392.9,,3087.0,-581.0,638.0,,,,,-755.0,,-362.9,-2510.3,,-610.4,-4561.0,,-2689.5,-1543.1,,-1849.0,False,,,,,False,,True,False,,False,False,,False,False,,False
12033,1267,985.0,51.0,,,,,1678.0,,1031.3,774.4,,343.6,15.6,,489.4,1063.3,,365.0,-282.0,-1216.0,,,,,411.0,,-235.7,-492.6,,-923.4,-1251.4,,-777.6,-203.7,,-902.0,False,,,,,False,,True,False,,False,False,,False,True,,False
12035,428,545.0,1206.0,,,,,526.0,,864.6,403.1,,286.5,454.6,,107.4,399.6,,341.0,117.0,778.0,,,,,98.0,,436.6,-24.9,,-141.5,26.6,,-320.6,-28.4,,-87.0,False,,,,,True,,False,True,,False,True,,False,True,,True
12037,157,70.0,4.0,,,,,12.0,,53.0,63.9,,30.1,0.0,,78.4,,,3.0,-87.0,-153.0,,,,,-145.0,,-104.0,-93.1,,-126.9,-157.0,,-78.6,,,-154.0,False,,,,,False,,False,False,,False,False,,True,,,False
12039,356,550.0,216.0,,,,,281.0,,800.0,221.0,,279.3,0.0,,162.5,786.8,,2.0,194.0,-140.0,,,,,-75.0,,444.0,-135.0,,-76.7,-356.0,,-193.5,430.8,,-354.0,True,,,,,True,,False,True,,True,False,,True,False,,False
12041,100,85.0,28.0,,,,,57.0,,376.2,38.2,,15.8,0.1,,143.4,,,81.0,-15.0,-72.0,,,,,-43.0,,276.2,-61.8,,-84.2,-99.9,,43.4,,,-19.0,False,,,,,False,,False,False,,False,False,,False,,,False
12043,96,115.0,35.0,,,,,21.0,,97.8,27.8,,27.5,0.0,,25.4,,,72.0,19.0,-61.0,,,,,-75.0,,1.8,-68.2,,-68.5,-96.0,,-70.6,,,-24.0,False,,,,,False,,True,False,,False,False,,False,,,False
12045,68,35.0,4.0,,,,,19.0,,200.3,43.8,,5.4,0.1,,44.4,,,1.0,-33.0,-64.0,,,,,-49.0,,132.3,-24.2,,-62.6,-67.9,,-23.6,,,-67.0,False,,,,,False,,False,True,,False,False,,True,,,False
12047,78,385.0,,,,,,50.0,,290.7,54.3,,86.2,0.8,,46.8,,,0.0,307.0,,,,,,-28.0,,212.7,-23.7,,8.2,-77.2,,-31.2,,,-78.0,,,,,,True,,True,True,,True,True,,True,,,True
12049,302,315.0,131.0,,,,,121.0,,603.1,84.8,,108.1,0.8,,496.6,145.3,,30.0,13.0,-171.0,,,,,-181.0,,301.1,-217.2,,-193.9,-301.2,,194.6,-156.7,,-272.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12051,145,145.0,16.0,,,,,138.0,,422.2,79.9,,26.3,0.1,,45.0,143.8,,5.0,0.0,-129.0,,,,,-7.0,,277.2,-65.1,,-118.7,-144.9,,-100.0,-1.2,,-140.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12053,633,715.0,868.0,,,,,723.0,,1011.6,544.3,,600.5,750.2,,196.4,521.3,,862.0,82.0,235.0,,,,,90.0,,378.6,-88.7,,-32.5,117.2,,-436.6,-111.7,,229.0,False,,,,,False,,False,False,,True,False,,False,False,,False
12055,460,410.0,438.0,,,,,149.0,,583.9,332.0,,144.3,1.3,,5.2,203.4,,273.0,-50.0,-22.0,,,,,-311.0,,123.9,-128.0,,-315.7,-458.7,,-454.8,-256.6,,-187.0,True,,,,,False,,False,False,,False,False,,False,False,,False
12057,6203,6445.0,5397.0,,,,,5379.0,,4673.8,2694.2,,5968.8,466.1,,482.3,3713.8,,5409.0,242.0,-806.0,,,,,-824.0,,-1529.2,-3508.8,,-234.2,-5736.9,,-5720.7,-2489.2,,-794.0,False,,,,,False,,False,False,,True,False,,False,False,,False
12059,155,140.0,63.0,,,,,147.0,,361.8,65.3,,17.3,0.2,,149.2,,,74.0,-15.0,-92.0,,,,,-8.0,,206.8,-89.7,,-137.7,-154.8,,-5.8,,,-81.0,False,,,,,True,,False,False,,False,False,,True,,,False
12061,602,505.0,1609.0,,,,,457.0,,529.2,333.7,,406.1,270.3,,172.9,311.7,,527.0,-97.0,1007.0,,,,,-145.0,,-72.8,-268.3,,-195.9,-331.7,,-429.1,-290.3,,-75.0,False,,,,,False,,True,False,,False,False,,False,False,,True
12063,391,565.0,67.0,,,,,314.0,,798.8,270.5,,138.2,0.8,,320.7,340.8,,7.0,174.0,-324.0,,,,,-77.0,,407.8,-120.5,,-252.8,-390.2,,-70.3,-50.2,,-384.0,False,,,,,True,,False,True,,False,False,,True,True,,False
12065,117,70.0,3.0,,,,,12.0,,71.2,54.3,,11.8,0.0,,23.9,,,32.0,-47.0,-114.0,,,,,-105.0,,-45.8,-62.7,,-105.2,-117.0,,-93.1,,,-85.0,False,,,,,False,,True,False,,False,False,,False,,,False
12067,43,55.0,35.0,,,,,29.0,,28.8,31.0,,7.1,0.1,,316.5,429.7,,44.0,12.0,-8.0,,,,,-14.0,,-14.2,-12.0,,-35.9,-42.9,,273.5,386.7,,1.0,True,,,,,False,,False,False,,False,False,,False,False,,True
12069,1153,1205.0,563.0,,,,,2477.0,,1763.4,1049.1,,1021.9,1074.2,,631.9,659.3,,814.0,52.0,-590.0,,,,,1324.0,,610.4,-103.9,,-131.1,-78.8,,-521.1,-493.7,,-339.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12071,2735,2165.0,558.0,,,,,902.0,,1728.2,1005.2,,1903.7,409.8,,581.5,1343.2,,2232.0,-570.0,-2177.0,,,,,-1833.0,,-1006.8,-1729.8,,-831.3,-2325.2,,-2153.5,-1391.8,,-503.0,False,,,,,False,,False,False,,False,False,,False,False,,True
12073,2120,5005.0,8822.0,,,,,1716.0,,6094.8,1795.6,,4565.6,3697.0,,2671.3,2523.7,,1513.0,2885.0,6702.0,,,,,-404.0,,3974.8,-324.4,,2445.6,1577.0,,551.3,403.7,,-607.0,False,,,,,True,,False,True,,True,True,,True,True,,True
12075,118,195.0,7.0,,,,,143.0,,479.9,109.0,,40.4,15.6,,60.4,,,183.0,77.0,-111.0,,,,,25.0,,361.9,-9.0,,-77.6,-102.4,,-57.6,,,65.0,False,,,,,True,,False,True,,False,False,,True,,,True
12077,44,75.0,,,,,,33.0,,78.6,42.2,,8.1,0.2,,6.6,,,1.0,31.0,,,,,,-11.0,,34.6,-1.8,,-35.9,-43.8,,-37.4,,,-43.0,,,,,,True,,False,True,,False,False,,False,,,False
12079,76,100.0,41.0,,,,,34.0,,674.6,61.8,,24.2,0.2,,66.8,,,4.0,24.0,-35.0,,,,,-42.0,,598.6,-14.2,,-51.8,-75.8,,-9.2,,,-72.0,False,,,,,False,,False,True,,False,False,,True,,,False
12081,1772,1450.0,6731.0,,,,,1000.0,,1242.0,701.9,,1083.4,279.2,,359.5,1037.7,,1402.0,-322.0,4959.0,,,,,-772.0,,-530.0,-1070.1,,-688.6,-1492.8,,-1412.5,-734.3,,-370.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12083,1277,1465.0,2098.0,,,,,1373.0,,1599.2,1418.0,,885.2,1124.2,,189.4,2662.4,,949.0,188.0,821.0,,,,,96.0,,322.2,141.0,,-391.8,-152.8,,-1087.6,1385.4,,-328.0,False,,,,,True,,False,True,,False,True,,False,False,,False
12085,554,865.0,154.0,,,,,877.0,,838.1,137.4,,408.6,17.6,,255.9,480.4,,1751.0,311.0,-400.0,,,,,323.0,,284.1,-416.6,,-145.4,-536.4,,-298.1,-73.6,,1197.0,False,,,,,False,,True,False,,True,False,,True,True,,False
12086,15117,13630.0,14025.0,,,,,4431.0,,9801.6,7998.8,,11147.6,,,3990.4,14455.4,,110.0,-1487.0,-1092.0,,,,,-10686.0,,-5315.4,-7118.2,,-3969.4,,,-11126.6,-661.6,,-15007.0,True,,,,,False,,False,False,,False,,,False,True,,False
12087,375,120.0,70.0,,,,,2.0,,543.6,151.3,,50.7,0.1,,0.0,96.4,,113.0,-255.0,-305.0,,,,,-373.0,,168.6,-223.7,,-324.3,-374.9,,-375.0,-278.6,,-262.0,False,,,,,False,,True,True,,False,False,,False,False,,False
12089,409,480.0,277.0,,,,,234.0,,758.8,377.8,,249.9,420.7,,92.3,384.2,,310.0,71.0,-132.0,,,,,-175.0,,349.8,-31.2,,-159.1,11.7,,-316.7,-24.8,,-99.0,False,,,,,False,,False,True,,False,True,,False,True,,False
12091,1365,770.0,1159.0,,,,,1299.0,,971.7,584.0,,326.1,293.3,,322.6,419.4,,353.0,-595.0,-206.0,,,,,-66.0,,-393.3,-781.0,,-1038.9,-1071.7,,-1042.4,-945.6,,-1012.0,True,,,,,True,,True,False,,False,False,,False,False,,False
12093,268,590.0,37.0,,,,,217.0,,731.6,114.9,,191.6,0.4,,118.5,373.9,,308.0,322.0,-231.0,,,,,-51.0,,463.6,-153.1,,-76.4,-267.6,,-149.4,105.9,,40.0,True,,,,,True,,False,True,,True,True,,True,True,,True
12095,6103,4860.0,3348.0,,,,,9264.0,,4031.9,2395.7,,4290.9,388.0,,2157.5,3308.8,,3991.0,-1243.0,-2755.0,,,,,3161.0,,-2071.1,-3707.3,,-1812.1,-5715.0,,-3945.5,-2794.2,,-2112.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12097,1803,1545.0,2501.0,,,,,1560.0,,1371.8,867.6,,1432.8,186.4,,488.0,2314.4,,1298.0,-258.0,698.0,,,,,-243.0,,-431.2,-935.4,,-370.2,-1616.6,,-1315.0,511.4,,-505.0,False,,,,,True,,False,False,,False,False,,False,False,,False
12099,5160,6415.0,4849.0,,,,,4231.0,,4451.5,2926.8,,5720.8,635.0,,1348.1,4151.6,,5782.0,1255.0,-311.0,,,,,-929.0,,-708.5,-2233.2,,560.8,-4525.0,,-3811.9,-1008.4,,622.0,True,,,,,True,,True,False,,True,False,,False,True,,True
12101,1723,1545.0,3460.0,,,,,2099.0,,1380.7,1240.8,,1445.9,560.9,,267.2,1051.0,,1820.0,-178.0,1737.0,,,,,376.0,,-342.3,-482.2,,-277.1,-1162.1,,-1455.8,-672.0,,97.0,False,,,,,False,,False,False,,False,False,,False,False,,True
12103,3546,2840.0,5666.0,,,,,1930.0,,2500.8,1253.5,,2358.1,705.3,,1606.7,2145.9,,2219.0,-706.0,2120.0,,,,,-1616.0,,-1045.2,-2292.5,,-1187.9,-2840.7,,-1939.3,-1400.1,,-1327.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12105,3446,3490.0,7123.0,,,,,3172.0,,2584.7,1442.4,,2987.0,1341.0,,794.2,2563.4,,2612.0,44.0,3677.0,,,,,-274.0,,-861.3,-2003.6,,-459.0,-2105.0,,-2651.8,-882.6,,-834.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12107,311,535.0,767.0,,,,,533.0,,775.7,245.5,,244.2,1.2,,20.6,405.7,,340.0,224.0,456.0,,,,,222.0,,464.7,-65.5,,-66.8,-309.8,,-290.4,94.7,,29.0,False,,,,,True,,False,True,,True,False,,False,True,,True
12109,1166,1060.0,892.0,,,,,1403.0,,1308.3,686.3,,952.6,516.0,,78.9,578.7,,677.0,-106.0,-274.0,,,,,237.0,,142.3,-479.7,,-213.4,-650.0,,-1087.0,-587.3,,-489.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12111,1070,1330.0,1488.0,,,,,999.0,,1118.6,697.8,,666.8,185.2,,553.2,917.1,,952.0,260.0,418.0,,,,,-71.0,,48.6,-372.2,,-403.2,-884.8,,-516.8,-152.9,,-118.0,False,,,,,True,,True,False,,False,False,,False,True,,True
12113,651,485.0,458.0,,,,,997.0,,654.5,576.9,,225.4,236.7,,294.0,370.5,,175.0,-166.0,-193.0,,,,,346.0,,3.5,-74.1,,-425.6,-414.3,,-357.0,-280.5,,-476.0,False,,,,,False,,True,True,,False,False,,False,False,,False
12115,1492,1315.0,4359.0,,,,,593.0,,1331.1,1084.1,,1068.2,416.0,,3.9,857.3,,1357.0,-177.0,2867.0,,,,,-899.0,,-160.9,-407.9,,-423.8,-1076.0,,-1488.1,-634.7,,-135.0,False,,,,,False,,True,False,,False,False,,False,False,,True
12117,1217,1310.0,692.0,,,,,3430.0,,1140.6,1110.6,,1209.1,416.1,,145.6,757.4,,1508.0,93.0,-525.0,,,,,2213.0,,-76.4,-106.4,,-7.9,-800.9,,-1071.4,-459.6,,291.0,False,,,,,False,,True,False,,True,False,,False,False,,False
12119,692,265.0,114.0,,,,,809.0,,589.8,464.1,,136.5,410.5,,249.3,420.4,,154.0,-427.0,-578.0,,,,,117.0,,-102.2,-227.9,,-555.5,-281.5,,-442.7,-271.6,,-538.0,False,,,,,True,,True,True,,False,True,,False,True,,False
12121,372,305.0,315.0,,,,,169.0,,422.2,167.3,,196.1,1.1,,37.4,265.9,,4.0,-67.0,-57.0,,,,,-203.0,,50.2,-204.7,,-175.9,-370.9,,-334.6,-106.1,,-368.0,True,,,,,False,,True,False,,False,False,,False,False,,False
12123,160,215.0,20.0,,,,,85.0,,349.5,89.6,,65.9,0.1,,61.0,487.9,,0.0,55.0,-140.0,,,,,-75.0,,189.5,-70.4,,-94.1,-159.9,,-99.0,327.9,,-160.0,False,,,,,False,,False,False,,False,False,,False,False,,False
12125,243,420.0,86.0,,,,,113.0,,430.9,117.6,,115.1,0.7,,153.4,,,3.0,177.0,-157.0,,,,,-130.0,,187.9,-125.4,,-127.9,-242.3,,-89.6,,,-240.0,True,,,,,True,,False,True,,True,False,,True,,,False
