,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,74.3,22.5,227.3,0.0,7.8,62.5,6237.6
OliverWyman-Navigator,2964,83.3,27.0,237.9,0.0,10.0,72.0,6274.0
COVIDhub-baseline,3141,83.6,24.0,279.7,0.0,8.0,68.0,8957.0
CEID-Walk,3141,84.1,24.8,279.4,0.0,8.5,67.4,8765.6
COVIDhub-ensemble,3141,94.9,26.0,315.6,0.0,9.0,77.0,9930.0
CU-select,3081,99.1,34.0,279.4,0.0,14.0,83.0,6918.0
JHUAPL-Bucky,3141,99.9,26.3,346.6,0.0,9.1,77.1,11036.8
USC-SI_kJalpha,3109,102.8,32.0,333.3,0.0,11.0,83.0,9485.0
IowaStateLW-STEM,3103,112.5,28.0,386.2,0.0,9.0,85.0,11828.0
LANL-GrowthRate,2951,114.9,43.9,306.6,0.0,18.7,105.9,8977.5
JHU_IDD-CovidSP,3139,139.0,42.8,492.3,0.0,14.6,116.4,16038.4
PandemicCentral-USCounty,2964,143.2,45.1,407.1,0.0,16.0,120.0,8249.0
UVA-Ensemble,2778,149.7,40.7,450.0,0.0,14.3,118.9,13905.3
Google_Harvard-CPF,3140,165.8,39.8,667.0,0.0,15.9,105.6,19752.5
MITCovAlliance-SIR,2582,177.7,46.1,687.8,0.0,15.9,129.7,17530.5
