,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01103,228,253.0,,262.9,,232.0,309.0,,,,,,204.8,,163.0,,216.0,55.9,,240.9,292.8,136.7,,330.0,205.0,,,,225.4,,,295.0,91.6,25.0,,34.9,,4.0,81.0,,,,,,-23.2,,-65.0,,-12.0,-172.1,,12.9,64.8,-91.3,,102.0,-23.0,,,,-2.6,,,67.0,-136.4,,False,,True,False,,,,,,True,,False,,True,False,,True,False,False,,False,True,,,,True,,,False,False
01105,11,11.0,,2.5,,3.0,0.0,,,,,,15.9,,7.0,,21.6,2.5,,2.6,9.8,0.0,,,0.0,,,,,,,37.0,7.6,0.0,,-8.5,,-8.0,-11.0,,,,,,4.9,,-4.0,,10.6,-8.4,,-8.4,-1.2,-11.0,,,-11.0,,,,,,,26.0,-3.4,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,,False,,,,,,,False,False
01107,58,66.0,,67.6,,55.0,25.0,,,,,,25.1,,27.0,,54.6,14.7,,57.7,66.4,20.5,,75.0,101.0,,,,,,,88.0,17.3,8.0,,9.6,,-3.0,-33.0,,,,,,-32.9,,-31.0,,-3.4,-43.3,,-0.3,8.4,-37.5,,17.0,43.0,,,,,,,30.0,-40.7,,False,,True,False,,,,,,False,,False,,True,False,,True,False,False,,False,False,,,,,,,False,False
01109,40,33.0,,22.9,,30.0,30.0,,,,,,46.6,,34.0,,30.8,21.5,,11.1,29.2,0.0,,33.0,26.0,,,,40.2,,,35.0,40.7,-7.0,,-17.1,,-10.0,-10.0,,,,,,6.6,,-6.0,,-9.2,-18.5,,-28.9,-10.8,-40.0,,-7.0,-14.0,,,,0.2,,,-5.0,0.7,,False,,False,False,,,,,,True,,True,,False,False,,False,False,False,,False,False,,,,True,,,True,True
01111,37,45.0,,51.3,,43.0,48.0,,,,,,29.6,,24.0,,43.0,17.9,,43.1,55.9,0.2,,48.0,42.0,,,,,,,41.0,41.4,8.0,,14.3,,6.0,11.0,,,,,,-7.4,,-13.0,,6.0,-19.1,,6.1,18.9,-36.8,,11.0,5.0,,,,,,,4.0,4.4,,False,,True,False,,,,,,True,,False,,True,False,,True,False,False,,False,True,,,,,,,True,True
01113,47,55.0,,54.2,,45.0,55.0,,,,,,62.2,,49.0,,35.3,23.8,,15.0,40.3,0.1,,52.0,89.0,,,,49.5,,,54.0,33.9,8.0,,7.2,,-2.0,8.0,,,,,,15.2,,2.0,,-11.7,-23.2,,-32.0,-6.7,-46.9,,5.0,42.0,,,,2.5,,,7.0,-13.1,,True,,True,False,,,,,,False,,True,,False,False,,False,True,False,,True,False,,,,True,,,True,False
01115,187,162.0,,155.0,,151.0,176.0,,,,,,181.1,,87.0,,130.7,45.3,,157.5,202.3,7.9,,188.0,,,,,148.6,,,126.0,118.7,-25.0,,-32.0,,-36.0,-11.0,,,,,,-5.9,,-100.0,,-56.3,-141.7,,-29.5,15.3,-179.1,,1.0,,,,,-38.4,,,-61.0,-68.3,,False,,False,True,,,,,,True,,False,,False,False,,False,True,False,,True,,,,,False,,,False,False
01117,389,318.0,,313.1,,287.0,344.0,,,,,,489.5,,151.0,,294.4,190.7,,286.9,344.4,62.3,,307.0,19.0,,,,285.4,231.0,,355.0,268.0,-71.0,,-75.9,,-102.0,-45.0,,,,,,100.5,,-238.0,,-94.6,-198.3,,-102.1,-44.6,-326.7,,-82.0,-370.0,,,,-103.6,-158.0,,-34.0,-121.0,,False,,False,True,,,,,,False,,False,,False,False,,False,True,False,,False,False,,,,False,False,,True,False
01119,7,10.0,,14.6,,7.0,0.0,,,,,,15.9,,14.0,,13.9,5.5,,1.4,7.0,0.0,,,0.0,,,,,,,25.0,5.5,3.0,,7.6,,0.0,-7.0,,,,,,8.9,,7.0,,6.9,-1.5,,-5.6,0.0,-7.0,,,-7.0,,,,,,,18.0,-1.5,,False,,True,False,,,,,,False,,False,,False,True,,False,True,False,,,False,,,,,,,False,True
01121,128,154.0,,155.3,,115.0,103.0,,,,,,201.8,,87.0,,153.6,56.2,,72.9,127.3,0.2,,222.0,0.0,,,,148.1,,,168.0,90.2,26.0,,27.3,,-13.0,-25.0,,,,,,73.8,,-41.0,,25.6,-71.8,,-55.1,-0.7,-127.8,,94.0,-128.0,,,,20.1,,,40.0,-37.8,,False,,True,True,,,,,,False,,False,,True,False,,False,True,False,,False,False,,,,True,,,False,False
01123,62,47.0,,44.4,,31.0,8.0,,,,,,39.2,,35.0,,26.5,17.5,,24.5,41.4,0.2,,53.0,47.0,,,,43.5,,,18.0,37.9,-15.0,,-17.6,,-31.0,-54.0,,,,,,-22.8,,-27.0,,-35.5,-44.5,,-37.5,-20.6,-61.8,,-9.0,-15.0,,,,-18.5,,,-44.0,-24.1,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,True,False,,,,False,,,False,False
01125,461,352.0,,377.0,296.7,308.0,320.0,,,,,,944.8,,241.0,,295.5,206.1,,351.2,436.4,1.9,,273.0,419.0,,,,359.8,231.0,,294.0,771.9,-109.0,,-84.0,-164.3,-153.0,-141.0,,,,,,483.8,,-220.0,,-165.5,-254.9,,-109.8,-24.6,-459.1,,-188.0,-42.0,,,,-101.2,-230.0,,-167.0,310.9,,True,False,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,True,,,,True,False,,False,False
01127,158,100.0,,105.0,,97.0,112.0,,,,,,115.5,,94.0,,107.6,37.0,,48.3,99.3,0.3,,112.0,66.0,,,,82.0,,,100.0,90.3,-58.0,,-53.0,,-61.0,-46.0,,,,,,-42.5,,-64.0,,-50.4,-121.0,,-109.7,-58.7,-157.7,,-46.0,-92.0,,,,-76.0,,,-58.0,-67.7,,True,,False,True,,,,,,True,,False,,True,False,,False,False,False,,True,False,,,,False,,,False,False
01129,127,15.0,,16.4,,15.0,0.0,,,,,,16.4,,29.0,,23.1,5.9,,9.8,19.8,0.0,,25.0,30.0,,,,,,,29.0,15.8,-112.0,,-110.6,,-112.0,-127.0,,,,,,-110.6,,-98.0,,-103.9,-121.1,,-117.2,-107.2,-127.0,,-102.0,-97.0,,,,,,,-98.0,-111.2,,True,,False,False,,,,,,True,,True,,True,False,,False,True,False,,True,True,,,,,,,True,True
01131,14,3.0,,3.5,,3.0,0.0,,,,,,14.4,,8.0,,6.9,3.2,,0.1,3.0,0.0,,,0.0,,,,,,,6.0,14.2,-11.0,,-10.5,,-11.0,-14.0,,,,,,0.4,,-6.0,,-7.1,-10.8,,-13.9,-11.0,-14.0,,,-14.0,,,,,,,-8.0,0.2,,True,,False,False,,,,,,True,,True,,True,True,,False,False,False,,,False,,,,,,,True,True
01133,46,66.0,,65.1,,50.0,50.0,,,,,,36.0,,37.0,,70.4,16.2,,28.4,52.5,28.7,,88.0,44.0,,,,,,,61.0,32.6,20.0,,19.1,,4.0,4.0,,,,,,-10.0,,-9.0,,24.4,-29.8,,-17.6,6.5,-17.3,,42.0,-2.0,,,,,,,15.0,-13.4,,True,,True,True,,,,,,True,,True,,False,False,,True,True,True,,False,True,,,,,,,True,True
02013,1,0.0,,0.0,,0.0,0.0,,,,,,2.2,,,,1.0,0.9,,,0.1,,,0.0,3.0,,,,,,,0.0,1.3,-1.0,,-1.0,,-1.0,-1.0,,,,,,1.2,,,,0.0,-0.1,,,-0.9,,,-1.0,2.0,,,,,,,-1.0,0.3,,False,,False,False,,,,,,False,,,,True,True,,,True,,,False,False,,,,,,,False,True
02016,0,1.0,,1.6,,0.0,0.0,,,,,,4.2,,,,0.0,0.2,,,0.2,,,0.0,4.0,,,,,,,0.0,1.0,1.0,,1.6,,0.0,0.0,,,,,,4.2,,,,0.0,0.2,,,0.2,,,0.0,4.0,,,,,,,0.0,1.0,,False,,True,True,,,,,,False,,,,True,True,,,True,,,True,False,,,,,,,True,True
02020,854,711.0,,707.7,,677.0,716.0,,,,,,755.4,,,,858.4,415.5,,622.0,647.0,460.4,,899.0,655.0,,,,577.1,717.0,,519.0,381.9,-143.0,,-146.3,,-177.0,-138.0,,,,,,-98.6,,,,4.4,-438.5,,-232.0,-207.0,-393.6,,45.0,-199.0,,,,-276.9,-137.0,,-335.0,-472.1,,False,,False,True,,,,,,True,,,,True,False,,False,False,False,,True,False,,,,False,True,,False,False
02050,127,66.0,,64.5,,65.0,0.0,,,,,,16.1,,,,96.2,9.1,,72.8,70.7,0.0,,94.0,58.0,,,,,,,101.0,29.4,-61.0,,-62.5,,-62.0,-127.0,,,,,,-110.9,,,,-30.8,-117.9,,-54.2,-56.3,-127.0,,-33.0,-69.0,,,,,,,-26.0,-97.6,,False,,False,False,,,,,,False,,,,True,False,,True,True,False,,True,False,,,,,,,True,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,,3.6,,,,0.0,0.0,,0.1,0.0,,,0.0,0.0,,,,,,,0.0,1.0,0.0,,0.0,,0.0,0.0,,,,,,3.6,,,,0.0,0.0,,0.1,0.0,,,0.0,0.0,,,,,,,0.0,1.0,,True,,True,True,,,,,,False,,,,False,True,,False,False,,,True,True,,,,,,,True,False
02068,4,4.0,,3.8,,3.0,0.0,,,,,,4.3,,,,3.9,2.4,,,1.6,,,6.0,,,,,,,,1.0,2.5,0.0,,-0.2,,-1.0,-4.0,,,,,,0.3,,,,-0.1,-1.6,,,-2.4,,,2.0,,,,,,,,-3.0,-1.5,,False,,False,False,,,,,,False,,,,False,False,,,False,,,False,,,,,,,,False,False
02070,9,3.0,,3.1,,1.0,0.0,,,,,,3.6,,,,3.0,2.5,,0.3,0.8,,,5.0,11.0,,,,,,,8.0,1.6,-6.0,,-5.9,,-8.0,-9.0,,,,,,-5.4,,,,-6.0,-6.5,,-8.7,-8.2,,,-4.0,2.0,,,,,,,-1.0,-7.4,,True,,False,False,,,,,,True,,,,True,False,,False,False,,,True,True,,,,,,,True,False
02090,178,206.0,,199.1,,203.0,254.0,,,,,,248.4,,,,328.6,74.7,,165.2,203.3,180.4,,252.0,69.0,,,,193.0,,,202.0,119.2,28.0,,21.1,,25.0,76.0,,,,,,70.4,,,,150.6,-103.3,,-12.8,25.3,2.4,,74.0,-109.0,,,,15.0,,,24.0,-58.8,,True,,True,False,,,,,,False,,,,False,False,,True,True,True,,False,False,,,,True,,,True,False
02100,1,1.0,,1.0,,1.0,0.0,,,,,,4.0,,,,1.1,0.1,,,0.2,,,1.0,1.0,,,,,,,2.0,1.0,0.0,,-0.0,,0.0,-1.0,,,,,,3.0,,,,0.1,-0.9,,,-0.8,,,0.0,0.0,,,,,,,1.0,-0.0,,False,,True,False,,,,,,False,,,,False,False,,,False,,,True,True,,,,,,,False,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,2.4,,,,0.1,0.5,,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.4,,,,0.1,0.5,,,0.0,,,0.0,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,False,,,False,,,True,,,,,,,,,
02110,35,46.0,,44.8,,34.0,29.0,,,,,,29.2,,,,31.6,19.7,,26.2,36.8,33.6,,51.0,49.0,,,,,,,38.0,17.6,11.0,,9.8,,-1.0,-6.0,,,,,,-5.8,,,,-3.4,-15.3,,-8.8,1.8,-1.4,,16.0,14.0,,,,,,,3.0,-17.4,,True,,True,True,,,,,,True,,,,True,False,,True,True,True,,False,False,,,,,,,True,False
02122,100,48.0,,50.0,,45.0,21.0,,,,,,34.4,,,,68.1,20.0,,33.2,55.0,33.0,,75.0,34.0,,,,,,,73.0,22.2,-52.0,,-50.0,,-55.0,-79.0,,,,,,-65.6,,,,-31.9,-80.0,,-66.8,-45.0,-67.0,,-25.0,-66.0,,,,,,,-27.0,-77.8,,True,,False,False,,,,,,False,,,,True,False,,False,True,False,,True,False,,,,,,,True,False
02130,1,4.0,,3.8,,2.0,0.0,,,,,,12.7,,,,3.0,1.3,,1.8,2.3,,,6.0,,,,,,,,6.0,1.7,3.0,,2.8,,1.0,-1.0,,,,,,11.7,,,,2.0,0.3,,0.8,1.3,,,5.0,,,,,,,,5.0,0.7,,True,,True,True,,,,,,False,,,,True,True,,True,True,,,False,,,,,,,,False,True
02150,3,6.0,,6.4,,4.0,0.0,,,,,,7.6,,,,4.0,3.5,,1.4,6.0,,,15.0,11.0,,,,,,,7.0,4.3,3.0,,3.4,,1.0,-3.0,,,,,,4.6,,,,1.0,0.5,,-1.6,3.0,,,12.0,8.0,,,,,,,4.0,1.3,,False,,True,False,,,,,,False,,,,True,True,,True,False,,,False,False,,,,,,,False,True
02158,133,9.0,,9.0,,9.0,,,,,,,7.2,,,,14.5,,,,6.7,,,10.0,,,,,,,,11.0,,-124.0,,-124.0,,-124.0,,,,,,,-125.8,,,,-118.5,,,,-126.3,,,-123.0,,,,,,,,-122.0,,,True,,False,,,,,,,False,,,,True,,,,False,,,True,,,,,,,,True,
02164,5,0.0,,0.0,,0.0,0.0,,,,,,2.4,,,,0.2,0.4,,,0.0,,,0.0,1.0,,,,,,,,1.0,-5.0,,-5.0,,-5.0,-5.0,,,,,,-2.6,,,,-4.8,-4.6,,,-5.0,,,-5.0,-4.0,,,,,,,,-4.0,,False,,False,False,,,,,,True,,,,True,True,,,True,,,False,True,,,,,,,,True
02170,169,97.0,,93.9,,93.0,0.0,,,,,,58.5,,,,92.0,73.2,,93.9,107.6,63.0,,134.0,85.0,,,,,,,91.0,49.5,-72.0,,-75.1,,-76.0,-169.0,,,,,,-110.5,,,,-77.0,-95.8,,-75.1,-61.4,-106.0,,-35.0,-84.0,,,,,,,-78.0,-119.5,,False,,False,False,,,,,,False,,,,False,False,,False,True,False,,True,False,,,,,,,False,False
02180,14,6.0,,7.8,,4.0,0.0,,,,,,11.0,,,,15.6,3.7,,0.4,6.5,0.0,,,0.0,,,,,,,9.0,7.8,-8.0,,-6.2,,-10.0,-14.0,,,,,,-3.0,,,,1.6,-10.3,,-13.6,-7.5,-14.0,,,-14.0,,,,,,,-5.0,-6.2,,True,,False,False,,,,,,True,,,,True,False,,False,True,False,,,False,,,,,,,True,True
02185,32,42.0,,43.2,,27.0,0.0,,,,,,16.2,,,,31.4,9.2,,21.7,34.8,0.0,,44.0,66.0,,,,,,,33.0,21.0,10.0,,11.2,,-5.0,-32.0,,,,,,-15.8,,,,-0.6,-22.8,,-10.3,2.8,-32.0,,12.0,34.0,,,,,,,1.0,-11.0,,False,,True,False,,,,,,False,,,,True,False,,False,True,False,,False,False,,,,,,,True,False
02188,19,36.0,,36.7,,25.0,0.0,,,,,,12.1,,,,67.4,4.2,,17.2,33.3,0.0,,42.0,9.0,,,,,,,10.0,22.8,17.0,,17.7,,6.0,-19.0,,,,,,-6.9,,,,48.4,-14.8,,-1.8,14.3,-19.0,,23.0,-10.0,,,,,,,-9.0,3.8,,False,,True,False,,,,,,True,,,,False,True,,True,True,False,,False,True,,,,,,,True,True
02195,0,3.0,,2.9,,0.0,0.0,,,,,,5.4,,,,0.0,0.1,,0.2,0.6,,,2.0,,,,,,,,0.0,,3.0,,2.9,,0.0,0.0,,,,,,5.4,,,,0.0,0.1,,0.2,0.6,,,2.0,,,,,,,,0.0,,,True,,True,True,,,,,,False,,,,True,True,,True,True,,,True,,,,,,,,True,
02198,0,3.0,,2.9,,1.0,0.0,,,,,,7.2,,,,0.0,1.3,,0.9,0.8,,,2.0,,,,,,,,5.0,,3.0,,2.9,,1.0,0.0,,,,,,7.2,,,,0.0,1.3,,0.9,0.8,,,2.0,,,,,,,,5.0,,,True,,True,True,,,,,,False,,,,True,True,,True,True,,,True,,,,,,,,False,
02220,1,1.0,,0.5,,1.0,0.0,,,,,,7.8,,,,1.0,2.0,,1.6,0.4,,,,5.0,,,,,,,0.0,3.3,0.0,,-0.5,,0.0,-1.0,,,,,,6.8,,,,0.0,1.0,,0.6,-0.6,,,,4.0,,,,,,,-1.0,2.3,,False,,True,False,,,,,,False,,,,False,False,,False,False,,,,False,,,,,,,False,False
02230,5,1.0,,0.9,,1.0,0.0,,,,,,3.4,,,,0.0,2.0,,,0.2,,,1.0,,,,,,,,0.0,,-4.0,,-4.1,,-4.0,-5.0,,,,,,-1.6,,,,-5.0,-3.0,,,-4.8,,,-4.0,,,,,,,,-5.0,,,False,,False,False,,,,,,True,,,,False,True,,,False,,,False,,,,,,,,False,
02240,7,10.0,,10.3,,5.0,0.0,,,,,,14.3,,,,0.5,0.8,,5.4,10.6,,,12.0,6.0,,,,,,,0.0,5.8,3.0,,3.3,,-2.0,-7.0,,,,,,7.3,,,,-6.5,-6.2,,-1.6,3.6,,,5.0,-1.0,,,,,,,-7.0,-1.2,,False,,True,False,,,,,,False,,,,False,False,,True,False,,,False,True,,,,,,,False,True
02261,8,13.0,,12.9,,10.0,,,,,,,10.4,,,,12.6,1.2,,3.8,6.9,,,14.0,16.0,,,,,,,24.0,3.4,5.0,,4.9,,2.0,,,,,,,2.4,,,,4.6,-6.8,,-4.2,-1.1,,,6.0,8.0,,,,,,,16.0,-4.6,,True,,True,,,,,,,True,,,,True,False,,True,True,,,False,False,,,,,,,False,True
02275,0,0.0,,0.0,,0.0,0.0,,,,,,4.5,,,,0.0,0.1,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,4.5,,,,0.0,0.1,,,0.0,,,0.0,,,,,,,,0.0,,,False,,True,True,,,,,,False,,,,False,False,,,False,,,True,,,,,,,,True,
02282,2,1.0,,1.2,,0.0,0.0,,,,,,3.5,,,,0.0,0.0,,,0.2,,,2.0,,,,,,,,1.0,1.3,-1.0,,-0.8,,-2.0,-2.0,,,,,,1.5,,,,-2.0,-2.0,,,-1.8,,,0.0,,,,,,,,-1.0,-0.7,,True,,False,False,,,,,,False,,,,False,False,,,False,,,True,,,,,,,,False,True
02290,7,9.0,,8.9,,7.0,0.0,,,,,,8.2,,,,10.5,0.5,,4.6,8.5,0.2,,11.0,,,,,,,,10.0,4.1,2.0,,1.9,,0.0,-7.0,,,,,,1.2,,,,3.5,-6.5,,-2.4,1.5,-6.8,,4.0,,,,,,,,3.0,-2.9,,True,,True,False,,,,,,True,,,,False,False,,False,True,False,,False,,,,,,,,False,False
04001,75,66.0,,71.7,,68.0,79.0,,,,,,111.9,,225.0,,81.1,27.4,,31.3,70.5,0.3,,110.0,120.0,,,,53.3,,,54.0,43.3,-9.0,,-3.3,,-7.0,4.0,,,,,,36.9,,150.0,,6.1,-47.6,,-43.7,-4.5,-74.7,,35.0,45.0,,,,-21.7,,,-21.0,-31.7,,True,,True,True,,,,,,False,,False,,True,False,,False,True,False,,False,False,,,,False,,,False,False
04003,80,71.0,,67.1,,55.0,15.0,,,,,,80.6,,68.0,,48.1,22.5,,44.3,67.4,0.0,,88.0,108.0,,,,61.4,,,85.0,12.2,-9.0,,-12.9,,-25.0,-65.0,,,,,,0.6,,-12.0,,-31.9,-57.5,,-35.7,-12.6,-80.0,,8.0,28.0,,,,-18.6,,,5.0,-67.8,,False,,False,False,,,,,,True,,False,,False,False,,False,False,False,,True,False,,,,False,,,True,False
04005,307,239.0,,249.2,,208.0,288.0,,,,,,322.3,,163.0,,172.7,87.3,,215.2,232.3,0.1,,246.0,254.0,,,,209.3,203.0,,219.0,196.2,-68.0,,-57.8,,-99.0,-19.0,,,,,,15.3,,-144.0,,-134.3,-219.7,,-91.8,-74.7,-306.9,,-61.0,-53.0,,,,-97.7,-104.0,,-88.0,-110.8,,True,,False,True,,,,,,True,,False,,False,False,,False,False,False,,True,True,,,,False,False,,False,False
04007,116,202.0,,190.4,,157.0,159.0,,,,,,197.4,,30.0,,126.5,45.0,,205.4,154.3,73.6,,220.0,224.0,,,,170.1,,,230.0,94.1,86.0,,74.4,,41.0,43.0,,,,,,81.4,,-86.0,,10.5,-71.0,,89.4,38.3,-42.4,,104.0,108.0,,,,54.1,,,114.0,-21.9,,True,,True,True,,,,,,True,,False,,True,True,,False,True,True,,False,False,,,,True,,,False,True
04009,88,84.0,,83.6,,56.0,48.0,,,,,,58.3,,25.0,,56.3,15.1,,64.2,75.0,0.0,,108.0,90.0,,,,,,,101.0,41.0,-4.0,,-4.4,,-32.0,-40.0,,,,,,-29.7,,-63.0,,-31.7,-72.9,,-23.8,-13.0,-88.0,,20.0,2.0,,,,,,,13.0,-47.0,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,True,,,,,,,False,False
04011,29,10.0,,10.1,,6.0,0.0,,,,,,10.1,,6.0,,6.0,1.4,,1.5,6.6,,,,2.0,,,,,,,7.0,1.0,-19.0,,-18.9,,-23.0,-29.0,,,,,,-18.9,,-23.0,,-23.0,-27.6,,-27.5,-22.4,,,,-27.0,,,,,,,-22.0,-28.0,,True,,False,False,,,,,,True,,False,,False,False,,False,False,,,,False,,,,,,,False,False
04012,22,21.0,,23.8,,9.0,7.0,,,,,,27.1,,8.0,,25.3,7.7,,8.8,16.8,0.0,,31.0,4.0,,,,,,,21.0,4.2,-1.0,,1.8,,-13.0,-15.0,,,,,,5.1,,-14.0,,3.3,-14.3,,-13.2,-5.2,-22.0,,9.0,-18.0,,,,,,,-1.0,-17.8,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
04013,3975,3355.0,,3390.4,3339.0,3347.0,3518.0,,,,,,1617.8,,2804.0,,2689.2,777.4,,3408.4,4034.8,136.8,,4431.0,3273.0,,,,3120.8,4240.0,,3351.0,1046.2,-620.0,,-584.6,-636.0,-628.0,-457.0,,,,,,-2357.2,,-1171.0,,-1285.8,-3197.6,,-566.6,59.8,-3838.2,,456.0,-702.0,,,,-854.2,265.0,,-624.0,-2928.8,,True,False,False,True,,,,,,False,,False,,False,False,,True,True,False,,True,False,,,,False,True,,False,False
04015,89,88.0,,84.5,,70.0,63.0,,,,,,68.6,,122.0,,50.8,65.6,,64.7,88.0,27.7,,99.0,85.0,,,,83.5,70.0,,58.0,48.9,-1.0,,-4.5,,-19.0,-26.0,,,,,,-20.4,,33.0,,-38.2,-23.4,,-24.3,-1.0,-61.3,,10.0,-4.0,,,,-5.5,-19.0,,-31.0,-40.1,,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,False,,,,False,False,,False,False
04017,168,249.0,,264.1,,122.0,23.0,,,,,,68.6,,201.0,,91.5,25.3,,152.1,90.9,1.3,,200.0,305.0,,,,207.7,,,358.0,36.6,81.0,,96.1,,-46.0,-145.0,,,,,,-99.4,,33.0,,-76.5,-142.7,,-15.9,-77.1,-166.7,,32.0,137.0,,,,39.7,,,190.0,-131.4,,False,,True,False,,,,,,False,,True,,True,False,,True,True,False,,True,False,,,,True,,,False,False
04019,574,480.0,,451.2,445.2,425.0,96.0,,,,,,656.6,,373.0,,433.4,428.2,,463.8,501.7,18.3,,444.0,316.0,,,,414.1,345.0,,479.0,749.4,-94.0,,-122.8,-128.8,-149.0,-478.0,,,,,,82.6,,-201.0,,-140.6,-145.8,,-110.2,-72.3,-555.7,,-130.0,-258.0,,,,-159.9,-229.0,,-95.0,175.4,,False,False,False,False,,,,,,True,,False,,False,False,,False,True,False,,False,False,,,,False,False,,False,False
04021,382,302.0,,295.1,319.7,282.0,378.0,,,,,,307.8,,144.0,,248.5,145.4,,220.5,317.4,3.4,,400.0,133.0,,,,269.1,308.0,,268.0,176.2,-80.0,,-86.9,-62.3,-100.0,-4.0,,,,,,-74.2,,-238.0,,-133.5,-236.6,,-161.5,-64.6,-378.6,,18.0,-249.0,,,,-112.9,-74.0,,-114.0,-205.8,,False,True,False,True,,,,,,True,,False,,False,False,,False,True,False,,True,False,,,,False,True,,False,False
04023,31,37.0,,43.7,,28.0,0.0,,,,,,65.6,,31.0,,24.9,5.5,,19.5,41.7,0.1,,31.0,50.0,,,,31.4,,,0.0,20.8,6.0,,12.7,,-3.0,-31.0,,,,,,34.6,,0.0,,-6.1,-25.5,,-11.5,10.7,-30.9,,0.0,19.0,,,,0.4,,,-31.0,-10.2,,False,,True,False,,,,,,False,,True,,False,False,,False,False,False,,True,False,,,,True,,,False,False
04025,108,73.0,,72.2,,73.0,84.0,,,,,,110.3,,124.0,,66.3,92.8,,52.2,76.0,68.7,,89.0,67.0,,,,67.6,74.0,,63.0,49.8,-35.0,,-35.8,,-35.0,-24.0,,,,,,2.3,,16.0,,-41.7,-15.2,,-55.8,-32.0,-39.3,,-19.0,-41.0,,,,-40.4,-34.0,,-45.0,-58.2,,False,,False,True,,,,,,True,,True,,False,True,,False,True,False,,True,False,,,,False,True,,False,False
04027,310,204.0,,199.6,151.1,170.0,180.0,,,,,,205.9,,110.0,,168.5,58.3,,99.5,194.4,0.6,,245.0,20.0,,,,171.5,285.0,,185.0,86.3,-106.0,,-110.4,-158.9,-140.0,-130.0,,,,,,-104.1,,-200.0,,-141.5,-251.7,,-210.5,-115.6,-309.4,,-65.0,-290.0,,,,-138.5,-25.0,,-125.0,-223.7,,False,False,False,False,,,,,,True,,False,,False,False,,False,False,False,,True,False,,,,False,True,,False,False
