,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,3141,365.5,112.0,1013.4,0.0,40.0,290.0,18354.0
IowaStateLW-STEM,3103,398.6,104.0,1901.3,0.0,35.0,285.0,67125.0
UVA-Ensemble,2781,431.8,128.6,1454.3,0.2,46.7,340.9,56973.5
JHU_IDD-CovidSP,3139,449.9,127.7,1415.4,0.0,42.7,366.2,33943.5
UCLA-SuEIR,2906,451.2,129.0,1744.7,0.0,45.6,357.0,71707.4
CEID-Walk,3141,486.9,153.7,1311.8,0.0,54.6,410.7,30968.7
USC-SI_kJalpha,2784,491.9,150.0,1419.4,0.0,53.0,403.0,28262.0
Yu_Group-CLEP,3139,493.2,125.6,1300.2,0.0,44.2,387.8,19963.3
CU-select,3096,507.8,147.0,1429.4,0.0,53.0,390.0,30882.0
LANL-GrowthRate,2951,530.0,191.2,1289.9,0.0,76.0,473.8,28868.4
JHUAPL-Bucky,3141,532.7,138.7,1737.7,0.0,45.6,389.2,42174.6
LNQ-ens1,3141,540.8,172.6,1480.3,0.0,64.7,447.8,32135.6
COVIDhub-ensemble,3141,544.8,171.0,1532.4,0.0,64.0,457.0,34168.0
OliverWyman-Navigator,2671,584.1,178.8,1653.0,0.0,67.0,486.0,40138.0
MITCovAlliance-SIR,2237,604.8,155.0,2051.2,0.2,55.1,446.0,54655.4
RobertWalraven-ESG,3141,609.3,180.9,1653.1,0.0,67.3,484.9,27476.5
PandemicCentral-USCounty,3085,616.7,196.0,1697.6,0.0,71.0,530.0,40733.0
