,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37139,68,116.0,111.9,,93.0,89.0,,,,,104.5,,,94.0,,127.7,48.9,,45.9,93.5,90.4,152.0,336.0,,,,,,,,201.0,58.6,,48.0,43.9,,25.0,21.0,,,,,36.5,,,26.0,,59.7,-19.1,,-22.1,25.5,22.4,84.0,268.0,,,,,,,,133.0,-9.4,,True,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,,,,,,,False,True,
37141,205,200.0,189.6,,150.0,264.0,,,,,98.5,,,120.0,,192.0,139.1,,56.5,158.7,107.0,281.0,238.0,,,,145.6,,,,282.0,175.0,,-5.0,-15.4,,-55.0,59.0,,,,,-106.5,,,-85.0,,-13.0,-65.9,,-148.5,-46.3,-98.0,76.0,33.0,,,,-59.4,,,,77.0,-30.0,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False,
37143,27,30.0,29.4,,22.0,13.0,,,,,59.0,,,21.0,,31.5,14.6,,10.4,30.8,16.9,28.0,91.0,,,,,,,,68.0,20.5,,3.0,2.4,,-5.0,-14.0,,,,,32.0,,,-6.0,,4.5,-12.4,,-16.6,3.8,-10.1,1.0,64.0,,,,,,,,41.0,-6.5,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,,,,,False,False,
37145,120,92.0,97.8,,90.0,24.0,,,,,93.6,,,93.0,,90.6,65.8,,51.3,101.0,54.6,135.0,192.0,,,,,,,,116.0,49.5,,-28.0,-22.2,,-30.0,-96.0,,,,,-26.4,,,-27.0,,-29.4,-54.2,,-68.7,-19.0,-65.4,15.0,72.0,,,,,,,,-4.0,-70.5,,True,,False,False,,,,,True,,,True,,False,False,,False,True,False,True,False,,,,,,,,True,False,
37147,610,760.0,787.5,,632.0,1343.0,,,,,210.7,,,455.0,,694.5,279.5,,588.7,748.8,1.0,993.0,1532.0,,,,642.2,733.0,,,830.0,400.4,,150.0,177.5,,22.0,733.0,,,,,-399.3,,,-155.0,,84.5,-330.5,,-21.3,138.8,-609.0,383.0,922.0,,,,32.2,123.0,,,220.0,-209.6,,False,,True,False,,,,,False,,,False,,True,False,,True,True,False,False,False,,,,True,True,,,False,False,
37149,34,34.0,34.5,,33.0,2.0,,,,,65.0,,,49.0,,44.4,16.8,,11.5,33.4,23.0,58.0,60.0,,,,,,,,80.0,18.8,,0.0,0.5,,-1.0,-32.0,,,,,31.0,,,15.0,,10.4,-17.2,,-22.5,-0.6,-11.0,24.0,26.0,,,,,,,,46.0,-15.2,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
37151,480,376.0,382.0,,361.0,517.0,,,,,252.4,,,430.0,,354.7,262.0,,345.9,476.6,153.4,606.0,530.0,,,,302.7,685.0,,,561.0,179.7,,-104.0,-98.0,,-119.0,37.0,,,,,-227.6,,,-50.0,,-125.3,-218.0,,-134.1,-3.4,-326.6,126.0,50.0,,,,-177.3,205.0,,,81.0,-300.3,,True,,False,True,,,,,False,,,True,,False,False,,False,True,False,False,True,,,,False,False,,,True,False,
37153,229,190.0,187.3,,154.0,47.0,,,,,108.5,,,177.0,,183.3,128.3,,142.2,166.2,91.2,265.0,264.0,,,,196.9,,,,202.0,116.0,,-39.0,-41.7,,-75.0,-182.0,,,,,-120.5,,,-52.0,,-45.7,-100.7,,-86.8,-62.8,-137.8,36.0,35.0,,,,-32.1,,,,-27.0,-113.0,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,True,,,,True,,,,True,False,
37155,712,824.0,775.7,,733.0,1149.0,,,,,389.0,,,337.0,,742.9,292.5,,808.6,992.9,350.0,1055.0,1460.0,,,,698.8,904.0,,,678.0,386.9,,112.0,63.7,,21.0,437.0,,,,,-323.0,,,-375.0,,30.9,-419.5,,96.6,280.9,-362.0,343.0,748.0,,,,-13.2,192.0,,,-34.0,-325.1,,True,,True,False,,,,,False,,,False,,True,False,,True,False,False,False,False,,,,True,False,,,True,False,
37157,351,276.0,276.7,,261.0,341.0,,,,,120.6,,,182.0,,300.8,200.4,,251.0,332.2,183.2,426.0,595.0,,,,271.8,,,,378.0,171.3,,-75.0,-74.3,,-90.0,-10.0,,,,,-230.4,,,-169.0,,-50.2,-150.6,,-100.0,-18.8,-167.8,75.0,244.0,,,,-79.2,,,,27.0,-179.7,,True,,False,True,,,,,False,,,False,,True,False,,False,True,False,False,False,,,,False,,,,True,False,
37159,309,346.0,346.5,,301.0,281.0,,,,,378.9,,,392.0,,345.8,205.2,,237.2,383.9,218.4,506.0,1125.0,,,,258.3,285.0,,,391.0,203.6,,37.0,37.5,,-8.0,-28.0,,,,,69.9,,,83.0,,36.8,-103.8,,-71.8,74.9,-90.6,197.0,816.0,,,,-50.7,-24.0,,,82.0,-105.4,,False,,True,True,,,,,False,,,False,,True,False,,False,False,False,False,False,,,,False,True,,,False,False,
37161,251,252.0,256.1,,221.0,276.0,,,,,169.4,,,244.0,,284.3,179.0,,185.6,233.5,100.3,391.0,540.0,,,,190.5,,,,387.0,73.7,,1.0,5.1,,-30.0,25.0,,,,,-81.6,,,-7.0,,33.3,-72.0,,-65.4,-17.5,-150.7,140.0,289.0,,,,-60.5,,,,136.0,-177.3,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False,
37163,243,210.0,206.3,,174.0,151.0,,,,,198.2,,,195.0,,175.3,151.0,,140.7,221.1,2.7,297.0,411.0,,,,179.0,,,,243.0,98.9,,-33.0,-36.7,,-69.0,-92.0,,,,,-44.8,,,-48.0,,-67.7,-92.0,,-102.3,-21.9,-240.3,54.0,168.0,,,,-64.0,,,,0.0,-144.1,,False,,False,False,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,False,,,,True,False,
37165,181,252.0,236.9,,189.0,323.0,,,,,83.5,,,110.0,,308.1,99.6,,155.9,221.4,52.0,255.0,585.0,,,,185.6,,,,238.0,193.1,,71.0,55.9,,8.0,142.0,,,,,-97.5,,,-71.0,,127.1,-81.4,,-25.1,40.4,-129.0,74.0,404.0,,,,4.6,,,,57.0,12.1,,True,,True,False,,,,,False,,,False,,False,False,,True,True,False,False,False,,,,True,,,,True,True,
37167,177,276.0,281.4,,259.0,335.0,,,,,116.6,,,214.0,,252.3,129.0,,174.1,278.0,214.0,321.0,588.0,,,,274.8,,,,240.0,175.6,,99.0,104.4,,82.0,158.0,,,,,-60.4,,,37.0,,75.3,-48.0,,-2.9,101.0,37.0,144.0,411.0,,,,97.8,,,,63.0,-1.4,,False,,True,False,,,,,True,,,True,,True,True,,True,False,True,False,False,,,,True,,,,True,True,
37169,126,118.0,115.2,,101.0,148.0,,,,,90.8,,,104.0,,140.9,69.9,,55.3,100.8,55.0,176.0,180.0,,,,,,,,139.0,17.6,,-8.0,-10.8,,-25.0,22.0,,,,,-35.2,,,-22.0,,14.9,-56.1,,-70.7,-25.2,-71.0,50.0,54.0,,,,,,,,13.0,-108.4,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
37171,258,162.0,168.9,,151.0,332.0,,,,,143.4,,,174.0,,152.6,81.5,,112.4,196.9,69.4,280.0,73.0,,,,128.0,,,,204.0,62.4,,-96.0,-89.1,,-107.0,74.0,,,,,-114.6,,,-84.0,,-105.4,-176.5,,-145.6,-61.1,-188.6,22.0,-185.0,,,,-130.0,,,,-54.0,-195.6,,True,,False,True,,,,,False,,,True,,False,False,,False,True,False,True,False,,,,False,,,,True,False,
37173,86,36.0,36.8,,22.0,14.0,,,,,54.2,,,22.0,,39.2,21.7,,9.8,31.4,10.5,53.0,48.0,,,,,,,,45.0,3.8,,-50.0,-49.2,,-64.0,-72.0,,,,,-31.8,,,-64.0,,-46.8,-64.3,,-76.2,-54.6,-75.5,-33.0,-38.0,,,,,,,,-41.0,-82.2,,True,,False,False,,,,,True,,,False,,True,False,,False,False,False,True,True,,,,,,,,True,False,
37175,52,36.0,34.4,,36.0,20.0,,,,,72.0,,,69.0,,40.8,19.3,,14.3,43.3,40.1,28.0,92.0,,,,,,,,46.0,21.5,,-16.0,-17.6,,-16.0,-32.0,,,,,20.0,,,17.0,,-11.2,-32.7,,-37.7,-8.7,-11.9,-24.0,40.0,,,,,,,,-6.0,-30.5,,False,,False,False,,,,,False,,,False,,True,False,,False,True,True,False,False,,,,,,,,True,False,
37177,12,4.0,4.3,,4.0,0.0,,,,,38.1,,,5.0,,3.7,2.0,,1.0,3.8,0.0,2.0,23.0,,,,,,,,2.0,2.4,2.4,-8.0,-7.7,,-8.0,-12.0,,,,,26.1,,,-7.0,,-8.3,-10.0,,-11.0,-8.2,-12.0,-10.0,11.0,,,,,,,,-10.0,-9.6,-9.6,True,,False,False,,,,,False,,,True,,False,False,,False,False,False,False,False,,,,,,,,False,False,False
37179,470,556.0,550.6,,555.0,906.0,,,,,224.4,,,576.0,,551.5,299.0,,318.3,578.6,525.4,863.0,1032.0,,,,476.1,635.0,,,689.0,275.4,,86.0,80.6,,85.0,436.0,,,,,-245.6,,,106.0,,81.5,-171.0,,-151.7,108.6,55.4,393.0,562.0,,,,6.1,165.0,,,219.0,-194.6,,True,,True,False,,,,,False,,,False,,True,False,,False,False,True,False,False,,,,True,False,,,False,False,
37181,80,46.0,42.3,,44.0,88.0,,,,,115.5,,,112.0,,45.1,43.4,,14.7,59.9,4.6,50.0,14.0,,,,43.6,,,,40.0,31.7,,-34.0,-37.7,,-36.0,8.0,,,,,35.5,,,32.0,,-34.9,-36.6,,-65.3,-20.1,-75.4,-30.0,-66.0,,,,-36.4,,,,-40.0,-48.3,,False,,False,True,,,,,False,,,True,,False,False,,False,True,False,True,False,,,,False,,,,False,False,
37183,1514,1688.0,1702.9,1867.7,1417.0,3097.0,,,,,926.3,,,1179.0,,1675.0,1108.8,,1390.9,1978.8,1012.5,2410.0,2902.0,,,,1336.6,1387.0,,,2385.0,991.6,,174.0,188.9,353.7,-97.0,1583.0,,,,,-587.7,,,-335.0,,161.0,-405.2,,-123.1,464.8,-501.5,896.0,1388.0,,,,-177.4,-127.0,,,871.0,-522.4,,False,False,True,False,,,,,False,,,False,,True,False,,True,False,False,False,False,,,,False,True,,,False,False,
37185,46,28.0,25.8,,28.0,40.0,,,,,68.7,,,30.0,,34.7,32.2,,10.4,37.1,8.9,33.0,56.0,,,,,,,,34.0,19.5,,-18.0,-20.2,,-18.0,-6.0,,,,,22.7,,,-16.0,,-11.3,-13.8,,-35.6,-8.9,-37.1,-13.0,10.0,,,,,,,,-12.0,-26.5,,False,,False,True,,,,,False,,,True,,True,True,,False,True,False,True,True,,,,,,,,True,False,
37187,17,18.0,16.7,,16.0,,,,,,61.0,,,24.0,,14.2,10.7,,4.4,19.6,1.1,22.0,7.0,,,,,,,,18.0,9.7,,1.0,-0.3,,-1.0,,,,,,44.0,,,7.0,,-2.8,-6.3,,-12.6,2.6,-15.9,5.0,-10.0,,,,,,,,1.0,-7.3,,True,,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False,
37189,173,418.0,404.2,,196.0,587.0,,,,,160.4,,,182.0,,448.6,77.5,,196.0,298.1,6.0,584.0,1012.0,,,,,,,,530.0,154.6,,245.0,231.2,,23.0,414.0,,,,,-12.6,,,9.0,,275.6,-95.5,,23.0,125.1,-167.0,411.0,839.0,,,,,,,,357.0,-18.4,,True,,True,False,,,,,True,,,True,,False,True,,True,True,True,False,False,,,,,,,,False,True,
37191,619,548.0,526.7,,413.0,837.0,,,,,313.2,,,318.0,,525.9,340.6,,383.0,509.6,65.8,736.0,1929.0,,,,443.6,,,,633.0,230.2,,-71.0,-92.3,,-206.0,218.0,,,,,-305.8,,,-301.0,,-93.1,-278.4,,-236.0,-109.4,-553.2,117.0,1310.0,,,,-175.4,,,,14.0,-388.8,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,False,,,,True,False,
37193,256,200.0,199.9,,187.0,282.0,,,,,163.2,,,206.0,,168.0,152.8,,219.2,228.9,65.6,316.0,241.0,,,,167.1,,,,216.0,75.2,,-56.0,-56.1,,-69.0,26.0,,,,,-92.8,,,-50.0,,-88.0,-103.2,,-36.8,-27.1,-190.4,60.0,-15.0,,,,-88.9,,,,-40.0,-180.8,,False,,False,True,,,,,False,,,True,,False,False,,True,True,False,False,True,,,,False,,,,True,False,
37195,418,270.0,262.2,,228.0,462.0,,,,,237.8,,,207.0,,261.2,131.1,,149.8,275.7,0.8,312.0,464.0,,,,216.8,,,,379.0,180.8,,-148.0,-155.8,,-190.0,44.0,,,,,-180.2,,,-211.0,,-156.8,-286.9,,-268.2,-142.3,-417.2,-106.0,46.0,,,,-201.2,,,,-39.0,-237.2,,False,,False,True,,,,,False,,,False,,False,False,,False,True,False,True,True,,,,False,,,,True,False,
37197,156,108.0,109.1,,101.0,132.0,,,,,104.8,,,97.0,,104.1,66.2,,63.4,126.8,57.0,165.0,206.0,,,,,,,,155.0,64.5,,-48.0,-46.9,,-55.0,-24.0,,,,,-51.2,,,-59.0,,-51.9,-89.8,,-92.6,-29.2,-99.0,9.0,50.0,,,,,,,,-1.0,-91.5,,True,,False,True,,,,,False,,,False,,False,False,,False,True,False,True,False,,,,,,,,True,False,
37199,81,12.0,55.2,,21.0,14.0,,,,,20.3,,,32.0,,14.7,20.2,,8.4,26.8,33.0,16.0,7.0,,,,,,,,3.0,60.6,,-69.0,-25.8,,-60.0,-67.0,,,,,-60.7,,,-49.0,,-66.3,-60.8,,-72.6,-54.2,-48.0,-65.0,-74.0,,,,,,,,-78.0,-20.4,,True,,True,True,,,,,True,,,True,,True,True,,False,True,True,True,False,,,,,,,,False,True,
38001,35,22.0,22.7,,13.0,0.0,,,,,10.7,,,27.0,,8.8,10.0,,,11.4,,27.0,2.0,,,,,,,,5.0,,,-13.0,-12.3,,-22.0,-35.0,,,,,-24.3,,,-8.0,,-26.2,-25.0,,,-23.6,,-8.0,-33.0,,,,,,,,-30.0,,,True,,False,False,,,,,False,,,True,,False,False,,,False,,True,False,,,,,,,,False,,
38003,78,30.0,27.2,,26.0,18.0,,,,,46.2,,,107.0,,31.1,15.2,,13.7,36.4,0.0,18.0,21.0,,,,,,,,31.0,,,-48.0,-50.8,,-52.0,-60.0,,,,,-31.8,,,29.0,,-46.9,-62.8,,-64.3,-41.6,-78.0,-60.0,-57.0,,,,,,,,-47.0,,,False,,False,False,,,,,True,,,True,,True,False,,False,True,False,False,False,,,,,,,,True,,
38005,104,70.0,67.1,,33.0,14.0,,,,,16.7,,,29.0,,78.6,17.8,,37.8,53.0,0.0,99.0,185.0,,,,,,,,73.0,,25.8,-34.0,-36.9,,-71.0,-90.0,,,,,-87.3,,,-75.0,,-25.4,-86.2,,-66.2,-51.0,-104.0,-5.0,81.0,,,,,,,,-31.0,,-78.2,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,True,False,,,,,,,,True,,False
38007,9,12.0,13.0,,7.0,0.0,,,,,2.9,,,11.0,,20.7,2.0,,,3.7,,11.0,31.0,,,,,,,,18.0,,78.0,3.0,4.0,,-2.0,-9.0,,,,,-6.1,,,2.0,,11.7,-7.0,,,-5.3,,2.0,22.0,,,,,,,,9.0,,69.0,False,,True,False,,,,,False,,,True,,False,False,,,False,,True,False,,,,,,,,False,,False
38009,109,66.0,66.2,,44.0,14.0,,,,,33.1,,,31.0,,61.2,14.7,,53.5,60.7,23.5,92.0,86.0,,,,,,,,23.0,,,-43.0,-42.8,,-65.0,-95.0,,,,,-75.9,,,-78.0,,-47.8,-94.2,,-55.5,-48.3,-85.5,-17.0,-23.0,,,,,,,,-86.0,,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,True,,,,,,,,False,,
38011,54,36.0,34.6,,26.0,0.0,,,,,10.8,,,36.0,,30.3,6.0,,7.8,26.2,,41.0,3.0,,,,,,,,20.0,,,-18.0,-19.4,,-28.0,-54.0,,,,,-43.2,,,-18.0,,-23.7,-48.0,,-46.2,-27.8,,-13.0,-51.0,,,,,,,,-34.0,,,False,,False,False,,,,,False,,,False,,False,False,,False,False,,True,False,,,,,,,,False,,
38013,19,14.0,15.0,,14.0,,,,,,36.9,,,13.0,,17.6,1.7,,6.1,13.4,,16.0,32.0,,,,,,,,18.0,,,-5.0,-4.0,,-5.0,,,,,,17.9,,,-6.0,,-1.4,-17.3,,-12.9,-5.6,,-3.0,13.0,,,,,,,,-1.0,,,True,,False,,,,,,False,,,False,,True,False,,False,False,,True,False,,,,,,,,True,,
38015,1747,1108.0,1108.8,,1108.0,863.0,,,,,1370.5,,,665.0,,1208.3,262.1,,1301.7,1246.3,796.5,1248.0,1219.0,,,,1032.7,,,,567.0,,,-639.0,-638.2,,-639.0,-884.0,,,,,-376.5,,,-1082.0,,-538.7,-1484.9,,-445.3,-500.7,-950.5,-499.0,-528.0,,,,-714.3,,,,-1180.0,,,True,,False,False,,,,,True,,,False,,True,False,,True,True,False,True,True,,,,False,,,,False,,
38017,2179,1412.0,1409.7,,1406.0,1938.0,,,,,872.0,,,1034.0,,1432.0,1091.3,,1521.6,1650.5,971.0,1847.0,1576.0,,,,1049.8,2004.0,,,1117.0,,,-767.0,-769.3,,-773.0,-241.0,,,,,-1307.0,,,-1145.0,,-747.0,-1087.7,,-657.4,-528.5,-1208.0,-332.0,-603.0,,,,-1129.2,-175.0,,,-1062.0,,,False,,False,True,,,,,False,,,False,,True,False,,True,True,False,True,True,,,,False,True,,,False,,
38019,15,6.0,4.7,,5.0,0.0,,,,,7.6,,,20.0,,3.6,8.0,,,5.9,,6.0,6.0,,,,,,,,0.0,,,-9.0,-10.3,,-10.0,-15.0,,,,,-7.4,,,5.0,,-11.4,-7.0,,,-9.1,,-9.0,-9.0,,,,,,,,-15.0,,,False,,False,False,,,,,True,,,True,,False,True,,,False,,False,False,,,,,,,,False,,
38021,93,52.0,64.4,,44.0,37.0,,,,,9.0,,,51.0,,76.2,21.6,,27.2,66.3,0.0,129.0,0.0,,,,,,,,10.0,,,-41.0,-28.6,,-49.0,-56.0,,,,,-84.0,,,-42.0,,-16.8,-71.4,,-65.8,-26.7,-93.0,36.0,-93.0,,,,,,,,-83.0,,,True,,False,False,,,,,False,,,False,,True,False,,False,True,False,True,False,,,,,,,,False,,
38023,23,30.0,29.0,,14.0,5.0,,,,,8.7,,,27.0,,116.7,1.8,,2.1,14.6,,,16.0,,,,,,,,44.0,,,7.0,6.0,,-9.0,-18.0,,,,,-14.3,,,4.0,,93.7,-21.2,,-20.9,-8.4,,,-7.0,,,,,,,,21.0,,,True,,False,False,,,,,False,,,True,,False,False,,False,False,,,False,,,,,,,,False,,
38025,45,60.0,57.9,,40.0,0.0,,,,,61.5,,,39.0,,74.8,3.0,,26.3,42.2,0.7,66.0,19.0,,,,,,,,42.0,,,15.0,12.9,,-5.0,-45.0,,,,,16.5,,,-6.0,,29.8,-42.0,,-18.7,-2.8,-44.3,21.0,-26.0,,,,,,,,-3.0,,,True,,True,False,,,,,False,,,True,,False,False,,False,True,False,False,False,,,,,,,,True,,
38027,59,50.0,47.8,,24.0,0.0,,,,,31.3,,,14.0,,40.7,4.3,,16.6,42.2,0.0,64.0,0.0,,,,,,,,9.0,,,-9.0,-11.2,,-35.0,-59.0,,,,,-27.7,,,-45.0,,-18.3,-54.6,,-42.4,-16.8,-59.0,5.0,-59.0,,,,,,,,-50.0,,,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,,,,,False,,
38029,41,66.0,63.3,,19.0,0.0,,,,,18.2,,,20.0,,65.2,10.0,,12.4,45.0,0.0,50.0,0.0,,,,,,,,0.0,,,25.0,22.3,,-22.0,-41.0,,,,,-22.8,,,-21.0,,24.2,-31.0,,-28.6,4.0,-41.0,9.0,-41.0,,,,,,,,-41.0,,,True,,True,False,,,,,True,,,True,,True,False,,False,True,False,True,False,,,,,,,,False,,
38031,83,24.0,21.7,,22.0,0.0,,,,,11.4,,,32.0,,27.8,6.2,,15.4,22.2,,33.0,22.0,,,,,,,,0.0,,,-59.0,-61.3,,-61.0,-83.0,,,,,-71.6,,,-51.0,,-55.2,-76.8,,-67.6,-60.8,,-50.0,-61.0,,,,,,,,-83.0,,,False,,False,False,,,,,False,,,True,,True,False,,False,False,,True,False,,,,,,,,False,,
38033,26,54.0,54.3,,30.0,,,,,,7.8,,,23.0,,72.6,6.8,,,29.9,,,48.0,,,,,,,,20.0,,,28.0,28.3,,4.0,,,,,,-18.2,,,-3.0,,46.6,-19.2,,,3.9,,,22.0,,,,,,,,-6.0,,,False,,True,,,,,,True,,,True,,False,True,,,True,,,True,,,,,,,,True,,
38035,1049,546.0,543.1,,524.0,785.0,,,,,178.8,,,611.0,,496.3,234.2,,435.0,532.7,0.1,662.0,516.0,,,,542.0,,,,437.0,,,-503.0,-505.9,,-525.0,-264.0,,,,,-870.2,,,-438.0,,-552.7,-814.8,,-614.0,-516.3,-1048.9,-387.0,-533.0,,,,-507.0,,,,-612.0,,,False,,False,True,,,,,False,,,True,,False,False,,False,False,False,True,False,,,,False,,,,False,,
38037,20,22.0,24.1,,17.0,0.0,,,,,16.6,,,16.0,,30.0,3.4,,8.0,26.2,,44.0,2.0,,,,,,,,15.0,,,2.0,4.1,,-3.0,-20.0,,,,,-3.4,,,-4.0,,10.0,-16.6,,-12.0,6.2,,24.0,-18.0,,,,,,,,-5.0,,,False,,False,False,,,,,False,,,False,,False,False,,False,False,,False,False,,,,,,,,False,,
38039,19,4.0,3.0,,4.0,0.0,,,,,7.7,,,22.0,,3.4,3.7,,8.6,1.2,,,18.0,,,,,,,,2.0,,33.5,-15.0,-16.0,,-15.0,-19.0,,,,,-11.3,,,3.0,,-15.6,-15.3,,-10.4,-17.8,,,-1.0,,,,,,,,-17.0,,14.5,False,,False,False,,,,,True,,,True,,False,False,,True,False,,,True,,,,,,,,False,,True
38041,52,16.0,16.4,,16.0,,,,,,6.4,,,26.0,,18.8,8.7,,,13.9,,22.0,33.0,,,,,,,,9.0,,,-36.0,-35.6,,-36.0,,,,,,-45.6,,,-26.0,,-33.2,-43.3,,,-38.1,,-30.0,-19.0,,,,,,,,-43.0,,,True,,False,,,,,,False,,,True,,True,False,,,False,,True,True,,,,,,,,False,,
38043,27,10.0,8.1,,9.0,0.0,,,,,7.0,,,18.0,,9.1,7.0,,,12.2,,25.0,12.0,,,,,,,,4.0,,,-17.0,-18.9,,-18.0,-27.0,,,,,-20.0,,,-9.0,,-17.9,-20.0,,,-14.8,,-2.0,-15.0,,,,,,,,-23.0,,,False,,False,False,,,,,False,,,True,,False,False,,,True,,True,True,,,,,,,,False,,
38045,77,70.0,69.7,,32.0,5.0,,,,,10.0,,,32.0,,125.7,9.6,,,55.3,0.0,98.0,2.0,,,,,,,,59.0,,,-7.0,-7.3,,-45.0,-72.0,,,,,-67.0,,,-45.0,,48.7,-67.4,,,-21.7,-77.0,21.0,-75.0,,,,,,,,-18.0,,,False,,False,False,,,,,False,,,False,,False,False,,,False,False,False,False,,,,,,,,False,,
38047,38,18.0,15.2,,17.0,0.0,,,,,1.5,,,26.0,,33.6,7.9,,,21.2,,23.0,1.0,,,,,,,,15.0,,,-20.0,-22.8,,-21.0,-38.0,,,,,-36.5,,,-12.0,,-4.4,-30.1,,,-16.8,,-15.0,-37.0,,,,,,,,-23.0,,,False,,False,False,,,,,False,,,True,,True,False,,,True,,True,False,,,,,,,,False,,
38049,56,50.0,54.0,,22.0,18.0,,,,,12.8,,,23.0,,69.5,8.8,,9.0,31.3,1.6,72.0,73.0,,,,,,,,27.0,,,-6.0,-2.0,,-34.0,-38.0,,,,,-43.2,,,-33.0,,13.5,-47.1,,-47.0,-24.7,-54.4,16.0,17.0,,,,,,,,-29.0,,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,,,,,,,False,,
38051,55,64.0,62.6,,36.0,,,,,,11.7,,,24.0,,81.2,6.2,,35.7,48.8,0.0,67.0,52.0,,,,,,,,33.0,,,9.0,7.6,,-19.0,,,,,,-43.3,,,-31.0,,26.2,-48.8,,-19.3,-6.2,-55.0,12.0,-3.0,,,,,,,,-22.0,,,True,,False,,,,,,False,,,False,,False,False,,False,True,False,False,True,,,,,,,,False,,
38053,144,156.0,150.6,,115.0,0.0,,,,,110.1,,,107.0,,170.0,25.6,,116.9,136.0,1.3,227.0,169.0,,,,,,,,97.0,,,12.0,6.6,,-29.0,-144.0,,,,,-33.9,,,-37.0,,26.0,-118.4,,-27.1,-8.0,-142.7,83.0,25.0,,,,,,,,-47.0,,,True,,False,False,,,,,False,,,False,,False,False,,False,True,False,False,False,,,,,,,,False,,
38055,175,104.0,108.2,,83.0,57.0,,,,,75.1,,,46.0,,91.1,15.6,,62.5,91.5,85.0,144.0,85.0,,,,,,,,83.0,,,-71.0,-66.8,,-92.0,-118.0,,,,,-99.9,,,-129.0,,-83.9,-159.3,,-112.5,-83.5,-90.0,-31.0,-90.0,,,,,,,,-92.0,,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,,,,,,,False,,
