,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
46085,135,72.0,,,8.0,6.2,46.8,37.9,,47.0,-63.0,,,-127.0,-128.8,-88.2,-97.1,,-88.0,,,False,False,False,False,,False
46087,166,64.0,,,63.0,,17.6,85.0,,96.0,-102.0,,,-103.0,,-148.4,-81.0,,-70.0,,,False,,False,True,,True
46089,54,0.0,,,16.0,,2.7,9.6,,5.0,-54.0,,,-38.0,,-51.3,-44.4,,-49.0,,,True,,True,True,,True
46091,44,48.0,,,104.0,,5.3,,,104.0,4.0,,,60.0,,-38.7,,,60.0,,,False,,False,,,False
46093,608,1016.0,,,430.0,8.6,837.0,575.7,,533.0,408.0,,,-178.0,-599.4,229.0,-32.3,,-75.0,,,True,False,True,True,,True
46095,42,0.0,,,8.0,,8.6,15.8,,0.0,-42.0,,,-34.0,,-33.5,-26.2,,-42.0,,,True,,True,True,,False
46097,120,8.0,,,16.0,,1.1,,,51.0,-112.0,,,-104.0,,-118.9,,,-69.0,,,True,,False,,,True
46099,5026,2424.0,,,2459.0,200.1,2444.7,2339.3,,1299.0,-2602.0,,,-2567.0,-4825.9,-2581.3,-2686.7,,-3727.0,,,True,False,True,False,,False
46101,153,40.0,,,32.0,,14.3,27.5,,114.0,-113.0,,,-121.0,,-138.7,-125.5,,-39.0,,,False,,False,False,,True
46102,626,80.0,,,237.0,,13.7,90.9,,215.0,-546.0,,,-389.0,,-612.3,-535.1,,-411.0,,,True,,False,True,,True
46103,2705,2472.0,,,862.0,914.9,1734.0,1165.1,,2160.0,-233.0,,,-1843.0,-1790.1,-971.0,-1539.9,,-545.0,,,False,False,False,False,,False
46105,63,64.0,,,13.0,,19.8,26.9,,74.0,1.0,,,-50.0,,-43.2,-36.1,,11.0,,,False,,False,False,,False
46107,87,56.0,,,0.0,,15.5,21.0,,54.0,-31.0,,,-87.0,,-71.5,-66.0,,-33.0,,,False,,False,False,,False
46109,230,48.0,,,95.0,,10.4,50.7,,79.0,-182.0,,,-135.0,,-219.6,-179.3,,-151.0,,,True,,False,True,,True
46111,71,16.0,,,12.0,,20.5,6.1,,65.0,-55.0,,,-59.0,,-50.5,-64.9,,-6.0,,,False,,True,False,,True
46115,196,112.0,,,99.0,,14.9,65.4,,136.0,-84.0,,,-97.0,,-181.1,-130.6,,-60.0,,,False,,False,False,,True
46117,68,0.0,,,5.0,,5.7,3.3,,0.0,-68.0,,,-63.0,,-62.3,-64.7,,-68.0,,,True,,True,True,,False
46119,32,8.0,,,0.0,,0.6,10.7,,8.0,-24.0,,,-32.0,,-31.4,-21.3,,-24.0,,,False,,False,True,,False
46121,324,16.0,,,77.0,,11.3,15.4,,22.0,-308.0,,,-247.0,,-312.7,-308.6,,-302.0,,,True,,False,False,,True
46123,231,8.0,,,38.0,,15.0,2.4,,170.0,-223.0,,,-193.0,,-216.0,-228.6,,-61.0,,,True,,True,False,,True
46125,361,64.0,,,72.0,,61.1,41.4,,56.0,-297.0,,,-289.0,,-299.9,-319.6,,-305.0,,,True,,False,False,,False
46127,456,184.0,,,217.0,60.1,2.2,86.3,,173.0,-272.0,,,-239.0,-395.9,-453.8,-369.7,,-283.0,,,True,False,False,False,,False
46129,222,88.0,,,32.0,,36.8,31.8,,54.0,-134.0,,,-190.0,,-185.2,-190.2,,-168.0,,,False,,False,False,,False
46135,530,296.0,,,332.0,50.1,199.3,229.9,,284.0,-234.0,,,-198.0,-479.9,-330.7,-300.1,,-246.0,,,True,False,False,False,,False
46137,38,32.0,,,56.0,,8.5,,,41.0,-6.0,,,18.0,,-29.5,,,3.0,,,False,,False,,,True
47001,809,232.0,,,633.0,375.9,50.4,102.2,,67.0,-577.0,,,-176.0,-433.1,-758.6,-706.8,,-742.0,,,True,True,False,False,,False
47003,576,544.0,,,605.0,11.7,271.0,328.8,,305.0,-32.0,,,29.0,-564.3,-305.0,-247.2,,-271.0,,,True,False,False,False,,False
47005,164,288.0,,,288.0,0.0,0.0,339.8,,109.0,124.0,,,124.0,-164.0,-164.0,175.8,,-55.0,,,False,False,False,False,,True
47007,238,96.0,,,188.0,0.1,21.7,46.9,,0.0,-142.0,,,-50.0,-237.9,-216.3,-191.1,,-238.0,,,True,False,False,False,,False
47009,1317,2216.0,,,1020.0,694.2,429.3,1197.3,,989.0,899.0,,,-297.0,-622.8,-887.7,-119.7,,-328.0,,,True,True,True,True,,True
47011,1098,1232.0,,,1117.0,305.5,807.0,1123.4,,561.0,134.0,,,19.0,-792.5,-291.0,25.4,,-537.0,,,True,False,False,True,,False
47013,678,216.0,,,315.0,201.3,35.5,132.5,,131.0,-462.0,,,-363.0,-476.7,-642.5,-545.5,,-547.0,,,True,False,False,False,,False
47015,212,144.0,,,123.0,0.0,64.8,65.3,,77.0,-68.0,,,-89.0,-212.0,-147.2,-146.7,,-135.0,,,False,False,False,False,,False
47017,534,1032.0,,,537.0,223.9,980.2,916.8,,311.0,498.0,,,3.0,-310.1,446.2,382.8,,-223.0,,,True,True,True,True,,True
47019,714,832.0,,,380.0,403.7,237.4,498.9,,442.0,118.0,,,-334.0,-310.3,-476.6,-215.1,,-272.0,,,False,False,False,False,,False
47021,339,168.0,,,313.0,138.4,51.6,57.1,,56.0,-171.0,,,-26.0,-200.6,-287.4,-281.9,,-283.0,,,True,False,False,False,,False
47023,349,408.0,,,288.0,104.7,114.5,93.2,,113.0,59.0,,,-61.0,-244.3,-234.5,-255.8,,-236.0,,,False,False,False,False,,False
47025,173,128.0,,,254.0,177.6,18.2,258.4,,37.0,-45.0,,,81.0,4.6,-154.8,85.4,,-136.0,,,False,True,False,False,,False
47027,291,88.0,,,29.0,67.8,41.9,72.0,,62.0,-203.0,,,-262.0,-223.2,-249.1,-219.0,,-229.0,,,False,False,False,False,,False
47029,400,384.0,,,329.0,57.8,71.4,174.9,,127.0,-16.0,,,-71.0,-342.2,-328.6,-225.1,,-273.0,,,False,False,False,False,,False
47031,1098,656.0,,,573.0,257.7,139.1,773.6,,292.0,-442.0,,,-525.0,-840.3,-958.9,-324.4,,-806.0,,,False,False,False,True,,False
47033,448,384.0,,,323.0,3.6,191.1,429.8,,87.0,-64.0,,,-125.0,-444.4,-256.9,-18.2,,-361.0,,,False,False,False,True,,False
47035,793,912.0,,,350.0,435.8,460.9,640.4,,363.0,119.0,,,-443.0,-357.2,-332.1,-152.6,,-430.0,,,False,False,False,False,,False
47037,7807,5944.0,,,5806.0,307.0,2407.9,2805.4,,1515.0,-1863.0,,,-2001.0,-7500.0,-5399.1,-5001.6,,-6292.0,,,False,False,False,False,,False
47039,354,280.0,,,259.0,0.1,25.3,343.9,,110.0,-74.0,,,-95.0,-353.9,-328.7,-10.1,,-244.0,,,False,False,False,True,,False
47041,268,368.0,,,221.0,0.1,109.5,420.9,,201.0,100.0,,,-47.0,-267.9,-158.5,152.9,,-67.0,,,True,False,False,False,,True
47043,744,576.0,,,569.0,318.2,60.5,595.9,,221.0,-168.0,,,-175.0,-425.8,-683.5,-148.1,,-523.0,,,False,False,False,True,,False
47045,1244,944.0,,,817.0,316.7,362.0,406.0,,320.0,-300.0,,,-427.0,-927.3,-882.0,-838.0,,-924.0,,,False,False,False,False,,False
47047,792,552.0,,,579.0,18.6,150.6,837.3,,212.0,-240.0,,,-213.0,-773.4,-641.4,45.3,,-580.0,,,True,False,False,True,,False
47049,701,528.0,,,133.0,194.0,778.3,179.3,,289.0,-173.0,,,-568.0,-507.0,77.3,-521.7,,-412.0,,,False,False,True,False,,False
47051,795,528.0,,,394.0,251.6,795.6,333.9,,369.0,-267.0,,,-401.0,-543.4,0.6,-461.1,,-426.0,,,False,False,True,False,,False
47053,1065,944.0,,,854.0,426.7,703.7,381.1,,239.0,-121.0,,,-211.0,-638.3,-361.3,-683.9,,-826.0,,,False,False,False,False,,False
47055,511,104.0,,,369.0,0.0,40.3,301.0,,25.0,-407.0,,,-142.0,-511.0,-470.7,-210.0,,-486.0,,,True,False,False,True,,False
47057,336,208.0,,,173.0,133.4,119.1,305.2,,71.0,-128.0,,,-163.0,-202.6,-216.9,-30.8,,-265.0,,,False,False,False,True,,False
47059,870,832.0,,,510.0,458.5,578.8,449.3,,427.0,-38.0,,,-360.0,-411.5,-291.2,-420.7,,-443.0,,,False,False,False,False,,False
47061,405,80.0,,,94.0,70.2,46.7,64.9,,23.0,-325.0,,,-311.0,-334.8,-358.3,-340.1,,-382.0,,,True,False,False,False,,False
47063,802,656.0,,,586.0,2.7,117.6,397.8,,270.0,-146.0,,,-216.0,-799.3,-684.4,-404.2,,-532.0,,,False,False,False,False,,False
47065,3744,4528.0,,,3451.0,664.2,3668.3,3367.3,,1527.0,784.0,,,-293.0,-3079.8,-75.7,-376.7,,-2217.0,,,True,False,True,True,,False
47067,31,24.0,,,25.0,,0.1,62.9,,7.0,-7.0,,,-6.0,,-30.9,31.9,,-24.0,,,True,,False,False,,False
47069,633,512.0,,,651.0,10.2,313.7,864.7,,5.0,-121.0,,,18.0,-622.8,-319.3,231.7,,-628.0,,,True,False,False,False,,False
47071,694,744.0,,,472.0,209.4,336.2,831.7,,208.0,50.0,,,-222.0,-484.6,-357.8,137.7,,-486.0,,,False,False,False,False,,False
47073,527,288.0,,,352.0,314.9,0.0,222.3,,66.0,-239.0,,,-175.0,-212.1,-527.0,-304.7,,-461.0,,,True,True,False,False,,False
47075,535,408.0,,,306.0,0.7,90.6,484.0,,59.0,-127.0,,,-229.0,-534.3,-444.4,-51.0,,-476.0,,,False,False,False,True,,False
47077,537,696.0,,,439.0,7.5,221.0,785.8,,160.0,159.0,,,-98.0,-529.5,-316.0,248.8,,-377.0,,,True,False,False,False,,False
47079,335,488.0,,,428.0,101.0,35.6,397.3,,280.0,153.0,,,93.0,-234.0,-299.4,62.3,,-55.0,,,True,False,False,True,,True
47081,409,344.0,,,290.0,90.4,124.8,150.4,,173.0,-65.0,,,-119.0,-318.6,-284.2,-258.6,,-236.0,,,False,False,False,False,,False
47083,318,168.0,,,103.0,,133.8,75.7,,122.0,-150.0,,,-215.0,,-184.2,-242.3,,-196.0,,,False,,False,False,,False
47085,278,136.0,,,203.0,73.6,60.4,112.0,,90.0,-142.0,,,-75.0,-204.4,-217.6,-166.0,,-188.0,,,True,False,False,False,,False
47087,239,208.0,,,58.0,20.5,132.2,286.4,,46.0,-31.0,,,-181.0,-218.5,-106.8,47.4,,-193.0,,,False,False,False,False,,False
47089,752,776.0,,,461.0,311.5,224.0,455.9,,625.0,24.0,,,-291.0,-440.5,-528.0,-296.1,,-127.0,,,False,False,False,False,,False
47091,728,184.0,,,93.0,0.0,15.0,282.2,,65.0,-544.0,,,-635.0,-728.0,-713.0,-445.8,,-663.0,,,False,False,False,True,,False
47093,6286,4744.0,,,3872.0,1596.0,2383.7,2631.7,,2945.0,-1542.0,,,-2414.0,-4690.1,-3902.3,-3654.3,,-3341.0,,,False,False,False,False,,False
47095,161,152.0,,,218.0,0.1,83.4,42.9,,312.0,-9.0,,,57.0,-160.9,-77.6,-118.1,,151.0,,,False,False,False,False,,False
47097,717,744.0,,,607.0,153.9,273.8,608.5,,237.0,27.0,,,-110.0,-563.1,-443.2,-108.5,,-480.0,,,False,False,False,False,,False
47099,847,456.0,,,611.0,188.1,184.5,263.3,,168.0,-391.0,,,-236.0,-658.9,-662.5,-583.7,,-679.0,,,True,False,False,False,,False
47101,254,112.0,,,145.0,11.7,60.8,55.8,,73.0,-142.0,,,-109.0,-242.3,-193.2,-198.2,,-181.0,,,True,False,False,False,,False
47103,478,192.0,,,439.0,184.4,58.6,79.8,,72.0,-286.0,,,-39.0,-293.6,-419.4,-398.2,,-406.0,,,True,False,False,False,,False
47105,704,616.0,,,389.0,172.9,255.4,488.1,,655.0,-88.0,,,-315.0,-531.1,-448.6,-215.9,,-49.0,,,False,False,False,False,,True
47107,827,744.0,,,561.0,210.8,475.5,399.3,,337.0,-83.0,,,-266.0,-616.2,-351.5,-427.7,,-490.0,,,False,False,False,False,,False
47109,573,472.0,,,518.0,150.5,334.1,402.8,,179.0,-101.0,,,-55.0,-422.5,-238.9,-170.2,,-394.0,,,True,False,False,False,,False
47111,426,184.0,,,205.0,1.3,2.6,90.0,,141.0,-242.0,,,-221.0,-424.7,-423.4,-336.0,,-285.0,,,True,False,False,False,,False
47113,1977,1840.0,,,2090.0,516.6,1078.7,1033.9,,674.0,-137.0,,,113.0,-1460.4,-898.3,-943.1,,-1303.0,,,True,False,False,False,,False
47115,424,272.0,,,272.0,110.9,79.9,87.7,,109.0,-152.0,,,-152.0,-313.1,-344.1,-336.3,,-315.0,,,False,False,False,False,,False
47117,598,688.0,,,325.0,181.5,128.6,255.2,,354.0,90.0,,,-273.0,-416.5,-469.4,-342.8,,-244.0,,,False,False,False,False,,False
47119,1493,1480.0,,,971.0,369.4,829.2,1198.8,,790.0,-13.0,,,-522.0,-1123.6,-663.8,-294.2,,-703.0,,,False,False,False,False,,False
47121,147,232.0,,,100.0,83.6,230.5,139.9,,148.0,85.0,,,-47.0,-63.4,83.5,-7.1,,1.0,,,True,True,True,True,,True
47123,718,1080.0,,,409.0,244.9,371.3,1193.6,,487.0,362.0,,,-309.0,-473.1,-346.7,475.6,,-231.0,,,True,False,True,False,,True
47125,1663,1264.0,,,1672.0,511.2,524.7,637.1,,622.0,-399.0,,,9.0,-1151.8,-1138.3,-1025.9,,-1041.0,,,True,False,False,False,,False
47127,174,80.0,,,88.0,,12.0,128.6,,24.0,-94.0,,,-86.0,,-162.0,-45.4,,-150.0,,,True,,False,True,,False
47129,230,232.0,,,182.0,51.9,28.8,146.8,,102.0,2.0,,,-48.0,-178.1,-201.2,-83.2,,-128.0,,,False,False,False,False,,False
47131,932,592.0,,,557.0,4.4,30.9,116.2,,155.0,-340.0,,,-375.0,-927.6,-901.1,-815.8,,-777.0,,,False,False,False,False,,False
47133,786,640.0,,,138.0,128.8,188.7,790.1,,214.0,-146.0,,,-648.0,-657.2,-597.3,4.1,,-572.0,,,False,False,False,True,,False
47135,186,80.0,,,136.0,0.0,101.7,29.8,,59.0,-106.0,,,-50.0,-186.0,-84.3,-156.2,,-127.0,,,True,False,True,False,,False
47137,215,112.0,,,13.0,,45.3,,,84.0,-103.0,,,-202.0,,-169.7,,,-131.0,,,False,,False,,,False
47139,179,224.0,,,114.0,0.0,35.4,113.0,,41.0,45.0,,,-65.0,-179.0,-143.6,-66.0,,-138.0,,,False,False,False,False,,False
47141,2103,1792.0,,,968.0,777.1,2229.7,1466.9,,569.0,-311.0,,,-1135.0,-1325.9,126.7,-636.1,,-1534.0,,,False,False,True,False,,False
47143,458,256.0,,,300.0,95.9,49.9,944.7,,139.0,-202.0,,,-158.0,-362.1,-408.1,486.7,,-319.0,,,True,False,False,False,,False
47145,663,408.0,,,413.0,236.3,46.5,871.7,,235.0,-255.0,,,-250.0,-426.7,-616.5,208.7,,-428.0,,,True,False,False,True,,False
47147,720,1096.0,,,517.0,36.0,533.2,934.1,,631.0,376.0,,,-203.0,-684.0,-186.8,214.1,,-89.0,,,True,False,True,True,,True
47149,3841,2928.0,,,2477.0,272.8,827.6,1663.7,,1244.0,-913.0,,,-1364.0,-3568.2,-3013.4,-2177.3,,-2597.0,,,False,False,False,False,,False
47151,223,16.0,,,111.0,55.3,6.5,87.5,,3.0,-207.0,,,-112.0,-167.7,-216.5,-135.5,,-220.0,,,True,True,False,True,,False
47153,206,56.0,,,98.0,73.0,32.0,132.0,,7.0,-150.0,,,-108.0,-133.0,-174.0,-74.0,,-199.0,,,True,True,False,True,,False
47155,1109,632.0,,,728.0,167.0,113.2,384.8,,197.0,-477.0,,,-381.0,-942.0,-995.8,-724.2,,-912.0,,,True,False,False,False,,False
47157,8914,10496.0,,,9971.0,613.3,1942.3,6726.6,,4785.0,1582.0,,,1057.0,-8300.7,-6971.7,-2187.4,,-4129.0,,,True,False,False,False,,False
47159,472,136.0,,,161.0,0.2,10.0,99.4,,69.0,-336.0,,,-311.0,-471.8,-462.0,-372.6,,-403.0,,,True,False,False,False,,False
47161,228,48.0,,,105.0,,21.6,59.5,,14.0,-180.0,,,-123.0,,-206.4,-168.5,,-214.0,,,True,,False,True,,False
47163,2056,1280.0,,,1064.0,876.7,410.4,957.5,,2306.0,-776.0,,,-992.0,-1179.3,-1645.6,-1098.5,,250.0,,,False,False,False,False,,True
47165,1897,1640.0,,,1251.0,188.7,629.7,816.5,,802.0,-257.0,,,-646.0,-1708.3,-1267.3,-1080.5,,-1095.0,,,False,False,False,False,,False
47167,874,1112.0,,,935.0,26.4,466.9,864.4,,677.0,238.0,,,61.0,-847.6,-407.1,-9.6,,-197.0,,,True,False,False,True,,True
47169,152,200.0,,,163.0,1.1,304.0,58.5,,1955.0,48.0,,,11.0,-150.9,152.0,-93.5,,1803.0,,,True,False,False,False,,False
47171,188,112.0,,,158.0,0.0,33.1,109.6,,60.0,-76.0,,,-30.0,-188.0,-154.8,-78.4,,-128.0,,,True,False,False,False,,False
47173,317,160.0,,,147.0,86.3,0.0,140.9,,52.0,-157.0,,,-170.0,-230.7,-317.0,-176.1,,-265.0,,,False,False,False,False,,False
47175,139,152.0,,,49.0,,0.5,80.9,,97.0,13.0,,,-90.0,,-138.5,-58.1,,-42.0,,,False,,False,False,,False
47177,602,1008.0,,,518.0,140.9,391.0,468.5,,324.0,406.0,,,-84.0,-461.1,-211.0,-133.5,,-278.0,,,True,False,True,True,,True
47179,1734,1160.0,,,1056.0,727.6,376.4,1237.6,,668.0,-574.0,,,-678.0,-1006.4,-1357.6,-496.4,,-1066.0,,,False,False,False,True,,False
47181,1344,352.0,,,321.0,64.5,462.9,344.1,,201.0,-992.0,,,-1023.0,-1279.5,-881.1,-999.9,,-1143.0,,,False,False,True,False,,False
47183,700,968.0,,,634.0,0.1,329.0,8975.1,,268.0,268.0,,,-66.0,-699.9,-371.0,8275.1,,-432.0,,,True,False,False,False,,False
47185,628,1088.0,,,204.0,139.9,620.6,444.1,,344.0,460.0,,,-424.0,-488.1,-7.4,-183.9,,-284.0,,,True,False,True,True,,True
47187,2684,1856.0,,,1847.0,294.3,418.1,688.7,,871.0,-828.0,,,-837.0,-2389.7,-2265.9,-1995.3,,-1813.0,,,False,False,False,False,,False
47189,1838,1312.0,,,985.0,249.3,495.8,742.8,,694.0,-526.0,,,-853.0,-1588.7,-1342.2,-1095.2,,-1144.0,,,False,False,False,False,,False
48001,1592,616.0,,,1605.0,19.1,9.2,311.5,,292.0,-976.0,,,13.0,-1572.9,-1582.8,-1280.5,,-1300.0,,,True,False,False,False,,False
48003,222,48.0,,,167.0,0.0,1.5,79.4,,10.0,-174.0,,,-55.0,-222.0,-220.5,-142.6,,-212.0,,,True,False,False,True,,False
48005,275,392.0,,,1320.0,182.2,101.8,246.4,,94.0,117.0,,,1045.0,-92.8,-173.2,-28.6,,-181.0,,,False,True,False,True,,False
48007,141,88.0,,,43.0,110.5,2.2,93.7,,111.0,-53.0,,,-98.0,-30.5,-138.8,-47.3,,-30.0,,,False,True,False,True,,True
48009,89,80.0,,,16.0,,58.6,34.5,,141.0,-9.0,,,-73.0,,-30.4,-54.5,,52.0,,,False,,False,False,,False
48011,13,8.0,,,0.0,,0.7,14.3,,12.0,-5.0,,,-13.0,,-12.3,1.3,,-1.0,,,False,,False,True,,True
48013,724,192.0,,,310.0,310.9,191.2,98.6,,128.0,-532.0,,,-414.0,-413.1,-532.8,-625.4,,-596.0,,,True,True,False,False,,False
48015,113,336.0,,,309.0,458.9,49.5,222.2,,124.0,223.0,,,196.0,345.9,-63.5,109.2,,11.0,,,True,False,True,True,,True
48017,81,48.0,,,21.0,0.0,4.9,74.1,,8.0,-33.0,,,-60.0,-81.0,-76.1,-6.9,,-73.0,,,False,False,False,True,,False
48019,82,24.0,,,64.0,86.0,0.7,25.9,,12.0,-58.0,,,-18.0,4.0,-81.3,-56.1,,-70.0,,,True,True,False,True,,False
48021,412,456.0,,,629.0,246.8,40.1,493.5,,232.0,44.0,,,217.0,-165.2,-371.9,81.5,,-180.0,,,False,False,False,False,,False
48023,29,32.0,,,8.0,,22.2,,,106.0,3.0,,,-21.0,,-6.8,,,77.0,,,False,,False,,,False
48025,368,1080.0,,,526.0,0.0,61.1,1360.5,,16.0,712.0,,,158.0,-368.0,-306.9,992.5,,-352.0,,,True,True,True,False,,True
48027,1559,1872.0,,,2430.0,955.5,1094.5,1279.3,,781.0,313.0,,,871.0,-603.5,-464.5,-279.7,,-778.0,,,False,False,False,True,,False
48029,20730,11816.0,,,10346.0,1411.5,492.6,20315.0,,8202.0,-8914.0,,,-10384.0,-19318.5,-20237.4,-415.0,,-12528.0,,,False,False,False,True,,False
48031,35,0.0,,,38.0,109.8,17.5,51.6,,0.0,-35.0,,,3.0,74.8,-17.5,16.6,,-35.0,,,True,False,True,True,,False
48033,2,0.0,,,0.0,,0.0,,,,-2.0,,,-2.0,,-2.0,,,,,,False,,False,,,
48035,190,152.0,,,76.0,182.4,48.5,224.9,,102.0,-38.0,,,-114.0,-7.6,-141.5,34.9,,-88.0,,,False,True,False,True,,False
48037,799,888.0,,,1189.0,220.0,1031.5,660.7,,1871.0,89.0,,,390.0,-579.0,232.5,-138.3,,1072.0,,,False,False,False,False,,False
48039,3115,4920.0,,,5668.0,1303.8,2080.6,3007.3,,2225.0,1805.0,,,2553.0,-1811.2,-1034.4,-107.7,,-890.0,,,False,False,True,True,,True
48041,3930,2816.0,,,3957.0,382.3,78.5,1157.7,,4187.0,-1114.0,,,27.0,-3547.7,-3851.5,-2772.3,,257.0,,,True,False,False,False,,True
48043,58,16.0,,,201.0,0.0,10.6,137.3,,224.0,-42.0,,,143.0,-58.0,-47.4,79.3,,166.0,,,False,False,False,False,,False
48045,10,0.0,,,0.0,,0.0,,,0.0,-10.0,,,-10.0,,-10.0,,,-10.0,,,False,,False,,,False
48047,156,152.0,,,84.0,3.9,32.6,213.8,,61.0,-4.0,,,-72.0,-152.1,-123.4,57.8,,-95.0,,,False,False,False,False,,False
48049,191,280.0,,,300.0,107.8,0.6,165.5,,475.0,89.0,,,109.0,-83.2,-190.4,-25.5,,284.0,,,False,True,False,True,,False
48051,187,8.0,,,176.0,65.4,111.9,28.1,,22.0,-179.0,,,-11.0,-121.6,-75.1,-158.9,,-165.0,,,True,True,True,True,,True
48053,244,488.0,,,249.0,105.8,121.4,243.0,,1109.0,244.0,,,5.0,-138.2,-122.6,-1.0,,865.0,,,True,True,True,True,,False
48055,504,192.0,,,357.0,0.3,429.7,122.9,,101.0,-312.0,,,-147.0,-503.7,-74.3,-381.1,,-403.0,,,True,False,True,False,,False
48057,337,192.0,,,176.0,0.0,0.0,153.4,,129.0,-145.0,,,-161.0,-337.0,-337.0,-183.6,,-208.0,,,False,False,False,False,,False
48059,54,248.0,,,33.0,,3.0,84.1,,510.0,194.0,,,-21.0,,-51.0,30.1,,456.0,,,True,,True,True,,False
48061,3123,14816.0,,,22537.0,154.3,1166.5,19317.0,,220.0,11693.0,,,19414.0,-2968.7,-1956.5,16194.0,,-2903.0,,,False,True,True,False,,True
48063,100,144.0,,,138.0,67.1,56.5,115.8,,72.0,44.0,,,38.0,-32.9,-43.5,15.8,,-28.0,,,True,True,True,True,,True
48065,36,0.0,,,8.0,,0.0,,,0.0,-36.0,,,-28.0,,-36.0,,,-36.0,,,True,,True,,,False
48067,240,264.0,,,266.0,193.6,45.4,234.1,,239.0,24.0,,,26.0,-46.4,-194.6,-5.9,,-1.0,,,False,False,False,True,,True
48069,74,104.0,,,22.0,0.0,4.1,37.0,,65.0,30.0,,,-52.0,-74.0,-69.9,-37.0,,-9.0,,,False,False,False,False,,True
48071,422,344.0,,,637.0,157.8,58.7,119.6,,104.0,-78.0,,,215.0,-264.2,-363.3,-302.4,,-318.0,,,False,False,False,False,,False
48073,218,592.0,,,950.0,217.8,132.3,486.8,,150.0,374.0,,,732.0,-0.2,-85.7,268.8,,-68.0,,,False,True,True,True,,True
48075,64,40.0,,,48.0,,2.3,,,6.0,-24.0,,,-16.0,,-61.7,,,-58.0,,,True,,False,,,False
48077,57,32.0,,,24.0,,3.9,65.7,,27.0,-25.0,,,-33.0,,-53.1,8.7,,-30.0,,,False,,False,True,,False
48079,63,16.0,,,0.0,,0.9,,,6.0,-47.0,,,-63.0,,-62.1,,,-57.0,,,False,,False,,,False
48081,63,24.0,,,0.0,,6.4,,,32.0,-39.0,,,-63.0,,-56.6,,,-31.0,,,False,,False,,,True
48083,36,64.0,,,24.0,,9.5,,,42.0,28.0,,,-12.0,,-26.5,,,6.0,,,True,,True,,,True
48085,6722,3504.0,,,6101.0,2009.2,1958.2,3550.7,,362.0,-3218.0,,,-621.0,-4712.8,-4763.9,-3171.3,,-6360.0,,,True,False,False,True,,False
48087,5,8.0,,,8.0,,0.1,,,1.0,3.0,,,3.0,,-4.9,,,-4.0,,,False,,False,,,False
48089,84,296.0,,,211.0,131.0,74.9,99.8,,106.0,212.0,,,127.0,47.0,-9.1,15.8,,22.0,,,True,True,True,True,,True
48091,502,552.0,,,733.0,556.9,312.7,323.2,,128.0,50.0,,,231.0,54.9,-189.3,-178.8,,-374.0,,,False,False,False,False,,False
48093,144,240.0,,,63.0,14.3,70.7,228.1,,146.0,96.0,,,-81.0,-129.7,-73.3,84.1,,2.0,,,True,False,True,True,,True
48095,96,120.0,,,24.0,,39.6,61.4,,66.0,24.0,,,-72.0,,-56.4,-34.6,,-30.0,,,False,,False,False,,False
48097,226,240.0,,,389.0,312.9,92.4,131.9,,150.0,14.0,,,163.0,86.9,-133.6,-94.1,,-76.0,,,False,False,False,False,,False
48099,1105,784.0,,,462.0,319.4,65.2,626.3,,1028.0,-321.0,,,-643.0,-785.6,-1039.8,-478.7,,-77.0,,,False,False,False,False,,True
48101,17,0.0,,,0.0,,0.0,,,0.0,-17.0,,,-17.0,,-17.0,,,-17.0,,,False,,False,,,False
48103,4,0.0,,,12.0,,3.7,7.1,,0.0,-4.0,,,8.0,,-0.3,3.1,,-4.0,,,False,,True,True,,False
48105,4,16.0,,,16.0,0.0,78.0,89.0,,6.0,12.0,,,12.0,-4.0,74.0,85.0,,2.0,,,False,True,False,False,,True
48107,35,48.0,,,11.0,,1.8,54.5,,32.0,13.0,,,-24.0,,-33.2,19.5,,-3.0,,,False,,False,False,,True
48109,74,8.0,,,3.0,,1.2,49.2,,1.0,-66.0,,,-71.0,,-72.8,-24.8,,-73.0,,,False,,False,True,,False
48111,155,48.0,,,41.0,0.0,31.5,52.7,,33.0,-107.0,,,-114.0,-155.0,-123.5,-102.3,,-122.0,,,False,False,False,True,,False
48113,23583,26592.0,,,24428.0,4470.8,6068.2,26144.1,,5116.0,3009.0,,,845.0,-19112.2,-17514.8,2561.1,,-18467.0,,,True,False,False,True,,False
48115,580,160.0,,,71.0,0.0,104.3,110.5,,107.0,-420.0,,,-509.0,-580.0,-475.7,-469.5,,-473.0,,,False,False,False,False,,False
48117,226,248.0,,,117.0,1.0,29.3,163.5,,45.0,22.0,,,-109.0,-225.0,-196.7,-62.5,,-181.0,,,False,False,False,False,,False
