,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
24045,475,320.0,304.5,,271.0,182.0,,,,,336.5,,442.0,,263.0,435.1,,199.9,315.7,180.1,,193.4,,347.3,,,,173.0,342.9,-155.0,-170.5,,-204.0,-293.0,,,,,-138.5,,-33.0,,-212.0,-39.9,,-275.1,-159.3,-294.9,,-281.6,,-127.7,,,,-302.0,-132.1,False,,False,False,,,,,True,,True,,False,True,,False,False,False,,False,,True,,,,False,True
24047,162,212.0,191.1,,193.0,411.0,,,,,141.8,,207.0,,211.4,261.5,,61.0,186.0,209.9,,72.5,,180.2,,,,178.0,216.3,50.0,29.1,,31.0,249.0,,,,,-20.2,,45.0,,49.4,99.5,,-101.0,24.0,47.9,,-89.5,,18.2,,,,16.0,54.3,True,,True,False,,,,,True,,True,,True,False,,False,True,True,,False,,True,,,,True,False
24510,1828,1120.0,1010.8,1215.4,972.0,273.0,,,,,760.3,,1230.0,,913.6,996.7,,468.9,1192.3,428.5,,467.9,,1138.6,1013.0,,,2804.0,486.6,-708.0,-817.2,-612.6,-856.0,-1555.0,,,,,-1067.7,,-598.0,,-914.4,-831.3,,-1359.1,-635.7,-1399.5,,-1360.1,,-689.4,-815.0,,,976.0,-1341.4,False,True,False,False,,,,,False,,True,,False,False,,False,True,False,,False,,True,False,,,False,False
25001,184,180.0,177.3,,154.0,172.0,,,,,10.8,,4.0,,139.9,220.0,,106.3,192.4,368.8,,128.4,,101.3,262.0,,,218.0,83.2,-4.0,-6.7,,-30.0,-12.0,,,,,-173.2,,-180.0,,-44.1,36.0,,-77.7,8.4,184.8,,-55.6,,-82.7,78.0,,,34.0,-100.8,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,False,,,False,False
25003,45,24.0,15.5,,26.0,45.0,,,,,0.3,,7.0,,33.9,116.4,,8.6,47.8,50.0,,25.5,,34.1,,,,51.0,28.9,-21.0,-29.5,,-19.0,0.0,,,,,-44.7,,-38.0,,-11.1,71.4,,-36.4,2.8,5.0,,-19.5,,-10.9,,,,6.0,-16.1,False,,True,True,,,,,False,,False,,True,False,,False,True,True,,True,,True,,,,True,True
25005,1587,940.0,944.0,800.3,811.0,1291.0,,,,,140.6,,558.0,,612.7,1330.0,,447.2,1035.9,386.5,,805.4,,814.3,1332.0,,,1127.0,812.8,-647.0,-643.0,-786.7,-776.0,-296.0,,,,,-1446.4,,-1029.0,,-974.3,-257.0,,-1139.8,-551.1,-1200.5,,-781.6,,-772.7,-255.0,,,-460.0,-774.2,True,False,False,True,,,,,False,,False,,False,True,,False,True,False,,False,,False,True,,,True,False
25007,0,0.0,0.0,,0.0,0.0,,,,,15.3,,0.0,,1.7,19.6,,,0.0,,,0.0,,,,,,,0.3,0.0,0.0,,0.0,0.0,,,,,15.3,,0.0,,1.7,19.6,,,0.0,,,0.0,,,,,,,0.3,True,,True,True,,,,,False,,True,,False,False,,,True,,,True,,,,,,,False
25009,3302,2460.0,2560.6,1560.9,1930.0,3051.0,,,,,259.2,,1169.0,,1896.6,2211.5,,1393.9,2909.8,781.3,,3609.9,,1868.2,8819.0,,,3657.0,2075.2,-842.0,-741.4,-1741.1,-1372.0,-251.0,,,,,-3042.8,,-2133.0,,-1405.4,-1090.5,,-1908.1,-392.2,-2520.7,,307.9,,-1433.8,5517.0,,,355.0,-1226.8,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,False,False,,,True,False
25011,53,20.0,23.2,,12.0,0.0,,,,,0.3,,0.0,,21.2,68.7,,9.6,22.2,9.0,,28.1,,11.1,,,,80.0,17.7,-33.0,-29.8,,-41.0,-53.0,,,,,-52.7,,-53.0,,-31.8,15.7,,-43.4,-30.8,-44.0,,-24.9,,-41.9,,,,27.0,-35.3,True,,False,False,,,,,False,,False,,True,True,,False,True,False,,True,,False,,,,True,False
25013,1354,724.0,733.1,699.5,669.0,3557.0,,,,,108.6,,493.0,,527.3,722.3,,491.0,977.8,352.5,,969.5,,456.4,1563.0,,,952.0,594.4,-630.0,-620.9,-654.5,-685.0,2203.0,,,,,-1245.4,,-861.0,,-826.7,-631.7,,-863.0,-376.2,-1001.5,,-384.5,,-897.6,209.0,,,-402.0,-759.6,True,False,False,False,,,,,False,,False,,False,False,,False,True,False,,True,,False,True,,,True,False
25015,219,68.0,67.5,,48.0,0.0,,,,,0.5,,11.0,,41.4,167.4,,35.2,69.8,68.9,,10.2,,53.2,108.0,,,54.0,55.7,-151.0,-151.5,,-171.0,-219.0,,,,,-218.5,,-208.0,,-177.6,-51.6,,-183.8,-149.2,-150.1,,-208.8,,-165.8,-111.0,,,-165.0,-163.3,False,,False,False,,,,,False,,False,,False,True,,False,True,True,,False,,False,True,,,False,False
25017,3831,2228.0,2308.8,2053.0,2256.0,3190.0,,,,,109.8,,2336.0,,1552.2,2947.3,,1872.7,2972.1,1847.1,,2821.9,,2126.8,3751.0,,,2311.0,1256.9,-1603.0,-1522.2,-1778.0,-1575.0,-641.0,,,,,-3721.2,,-1495.0,,-2278.8,-883.7,,-1958.3,-858.9,-1983.9,,-1009.1,,-1704.2,-80.0,,,-1520.0,-2574.1,True,False,True,True,,,,,False,,True,,False,True,,False,True,False,,True,,False,True,,,True,False
25019,0,0.0,0.0,,0.0,0.0,,,,,12.3,,0.0,,0.2,17.9,,,0.0,,,0.0,,,,,,,1.5,0.0,0.0,,0.0,0.0,,,,,12.3,,0.0,,0.2,17.9,,,0.0,,,0.0,,,,,,,1.5,True,,True,True,,,,,False,,True,,False,False,,,True,,,True,,,,,,,False
25021,1257,788.0,813.4,799.7,787.0,1081.0,,,,,61.6,,626.0,,537.7,998.9,,560.0,941.4,1058.8,,699.7,,678.5,1106.0,,,1016.0,787.1,-469.0,-443.6,-457.3,-470.0,-176.0,,,,,-1195.4,,-631.0,,-719.3,-258.1,,-697.0,-315.6,-198.2,,-557.3,,-578.5,-151.0,,,-241.0,-469.9,True,True,False,True,,,,,False,,False,,False,True,,False,True,True,,False,,False,True,,,True,False
25023,1428,492.0,511.3,593.5,484.0,388.0,,,,,52.1,,419.0,,383.5,1013.0,,283.0,641.0,435.6,,556.3,,393.6,685.0,,,536.0,551.0,-936.0,-916.7,-834.5,-944.0,-1040.0,,,,,-1375.9,,-1009.0,,-1044.5,-415.0,,-1145.0,-787.0,-992.4,,-871.7,,-1034.4,-743.0,,,-892.0,-877.0,True,True,False,False,,,,,False,,False,,False,True,,False,True,False,,True,,False,True,,,True,True
25025,3169,2012.0,2016.7,1367.5,1523.0,863.0,,,,,270.8,,1230.0,,1433.8,1843.0,,1473.2,2385.0,498.0,,2081.3,,1536.8,2752.0,,,1811.0,2046.3,-1157.0,-1152.3,-1801.5,-1646.0,-2306.0,,,,,-2898.2,,-1939.0,,-1735.2,-1326.0,,-1695.8,-784.0,-2671.0,,-1087.7,,-1632.2,-417.0,,,-1358.0,-1122.7,True,False,False,False,,,,,False,,False,,False,False,,False,True,False,,True,,False,True,,,False,True
25027,1676,1004.0,1013.8,931.9,932.0,1013.0,,,,,100.7,,769.0,,720.7,1350.5,,472.9,1193.6,376.1,,981.6,,765.2,1163.0,,,1015.0,931.3,-672.0,-662.2,-744.1,-744.0,-663.0,,,,,-1575.3,,-907.0,,-955.3,-325.5,,-1203.1,-482.4,-1299.9,,-694.4,,-910.8,-513.0,,,-661.0,-744.7,True,False,False,True,,,,,False,,False,,False,True,,False,True,False,,False,,False,True,,,True,False
26001,12,8.0,10.1,,4.0,0.0,,,,,6.0,,9.0,,5.2,11.4,,1.1,1.8,,,2.7,,8.1,,,,0.0,5.9,-4.0,-1.9,,-8.0,-12.0,,,,,-6.0,,-3.0,,-6.8,-0.6,,-10.9,-10.2,,,-9.3,,-3.9,,,,-12.0,-6.1,True,,False,False,,,,,False,,True,,False,True,,False,False,,,False,,True,,,,False,False
26003,87,4.0,3.7,,1.0,0.0,,,,,14.8,,47.0,,2.3,3.0,,,0.4,,,0.7,,,,,,0.0,0.3,-83.0,-83.3,,-86.0,-87.0,,,,,-72.2,,-40.0,,-84.7,-84.0,,,-86.6,,,-86.3,,,,,,-87.0,-86.7,False,,False,False,,,,,True,,True,,False,False,,,False,,,False,,,,,,False,False
26005,436,144.0,145.4,,122.0,84.0,,,,,131.3,,578.0,,121.6,436.5,,76.2,146.7,190.4,,51.4,,107.7,,,,113.0,133.3,-292.0,-290.6,,-314.0,-352.0,,,,,-304.7,,142.0,,-314.4,0.5,,-359.8,-289.3,-245.6,,-384.6,,-328.3,,,,-323.0,-302.7,True,,False,False,,,,,False,,True,,False,True,,False,True,True,,False,,False,,,,False,False
26007,13,36.0,35.9,,26.0,126.0,,,,,13.1,,35.0,,40.8,28.0,,1.2,22.2,9.5,,7.2,,18.3,,,,166.0,19.4,23.0,22.9,,13.0,113.0,,,,,0.1,,22.0,,27.8,15.0,,-11.8,9.2,-3.5,,-5.8,,5.3,,,,153.0,6.4,True,,True,False,,,,,True,,True,,False,True,,True,True,True,,True,,True,,,,False,True
26009,48,16.0,13.7,,12.0,0.0,,,,,0.7,,50.0,,24.7,34.8,,5.5,2.4,,,9.4,,16.2,,,,23.0,10.3,-32.0,-34.3,,-36.0,-48.0,,,,,-47.3,,2.0,,-23.3,-13.2,,-42.5,-45.6,,,-38.6,,-31.8,,,,-25.0,-37.7,False,,False,False,,,,,False,,True,,True,True,,False,False,,,False,,True,,,,True,False
26011,21,4.0,1.5,,3.0,4.0,,,,,9.1,,19.0,,1.3,27.1,,2.5,3.6,,,0.7,,6.3,,,,3.0,4.2,-17.0,-19.5,,-18.0,-17.0,,,,,-11.9,,-2.0,,-19.7,6.1,,-18.5,-17.4,,,-20.4,,-14.7,,,,-18.0,-16.8,False,,False,False,,,,,True,,True,,False,True,,False,False,,,False,,True,,,,False,True
26013,51,68.0,70.6,,37.0,33.0,,,,,30.7,,38.0,,92.1,6.9,,1.7,30.4,,,35.6,,,,,,162.0,13.9,17.0,19.6,,-14.0,-18.0,,,,,-20.3,,-13.0,,41.1,-44.1,,-49.3,-20.6,,,-15.4,,,,,,111.0,-37.1,False,,True,False,,,,,False,,True,,False,False,,False,False,,,True,,,,,,False,False
26015,320,136.0,147.6,,99.0,171.0,,,,,30.3,,182.0,,89.6,167.6,,32.5,88.8,220.5,,16.6,,83.8,,,,32.0,95.1,-184.0,-172.4,,-221.0,-149.0,,,,,-289.7,,-138.0,,-230.4,-152.4,,-287.5,-231.2,-99.5,,-303.4,,-236.2,,,,-288.0,-224.9,True,,False,True,,,,,False,,True,,False,True,,False,False,True,,False,,False,,,,False,False
26017,341,200.0,220.3,,182.0,328.0,,,,,157.5,,289.0,,181.3,471.2,,40.2,154.4,252.1,,72.1,,181.3,,,,195.0,170.1,-141.0,-120.7,,-159.0,-13.0,,,,,-183.5,,-52.0,,-159.7,130.2,,-300.8,-186.6,-88.9,,-268.9,,-159.7,,,,-146.0,-170.9,True,,False,True,,,,,False,,True,,False,True,,False,False,True,,False,,False,,,,False,False
26019,38,40.0,39.0,,39.0,59.0,,,,,19.6,,45.0,,41.0,50.7,,4.9,11.3,,,1.6,,45.6,,,,84.0,23.5,2.0,1.0,,1.0,21.0,,,,,-18.4,,7.0,,3.0,12.7,,-33.1,-26.7,,,-36.4,,7.6,,,,46.0,-14.5,True,,True,False,,,,,False,,False,,False,False,,False,False,,,False,,False,,,,False,False
26021,732,372.0,377.5,,324.0,982.0,,,,,249.2,,500.0,,331.0,434.9,,121.8,284.9,452.9,,58.0,,293.8,296.0,,,420.0,336.0,-360.0,-354.5,,-408.0,250.0,,,,,-482.8,,-232.0,,-401.0,-297.1,,-610.2,-447.1,-279.1,,-674.0,,-438.2,-436.0,,,-312.0,-396.0,True,,False,True,,,,,False,,True,,False,True,,False,False,True,,False,,False,False,,,True,False
26023,230,204.0,226.5,,177.0,721.0,,,,,146.9,,121.0,,178.5,232.5,,74.8,160.1,162.1,,65.8,,194.3,,,,182.0,145.2,-26.0,-3.5,,-53.0,491.0,,,,,-83.1,,-109.0,,-51.5,2.5,,-155.2,-69.9,-67.9,,-164.2,,-35.7,,,,-48.0,-84.8,True,,False,False,,,,,False,,False,,False,True,,False,False,False,,False,,False,,,,False,False
26025,1342,540.0,479.4,,449.0,663.0,,,,,331.3,,369.0,,496.9,631.5,,316.2,440.4,568.5,,46.0,,330.1,672.0,,,762.0,461.5,-802.0,-862.6,,-893.0,-679.0,,,,,-1010.7,,-973.0,,-845.1,-710.5,,-1025.8,-901.6,-773.5,,-1296.0,,-1011.9,-670.0,,,-580.0,-880.5,False,,False,True,,,,,False,,False,,False,True,,False,False,True,,False,,False,True,,,True,False
26027,365,260.0,265.4,,211.0,627.0,,,,,134.4,,190.0,,269.7,138.5,,77.4,202.7,171.1,,17.4,,146.4,,,,377.0,246.9,-105.0,-99.6,,-154.0,262.0,,,,,-230.6,,-175.0,,-95.3,-226.5,,-287.6,-162.3,-193.9,,-347.6,,-218.6,,,,12.0,-118.1,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,False,,False,,,,True,False
26029,57,52.0,51.0,,51.0,62.0,,,,,0.4,,54.0,,64.1,37.9,,10.4,34.8,128.3,,7.7,,59.8,,,,58.0,40.6,-5.0,-6.0,,-6.0,5.0,,,,,-56.6,,-3.0,,7.1,-19.1,,-46.6,-22.2,71.3,,-49.3,,2.8,,,,1.0,-16.4,False,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,True,,,,True,False
26031,45,12.0,10.8,,8.0,0.0,,,,,18.8,,43.0,,15.2,33.2,,4.1,5.9,,,2.5,,11.5,,,,4.0,11.3,-33.0,-34.2,,-37.0,-45.0,,,,,-26.2,,-2.0,,-29.8,-11.8,,-40.9,-39.1,,,-42.5,,-33.5,,,,-41.0,-33.7,False,,False,False,,,,,True,,True,,True,True,,False,False,,,False,,False,,,,False,False
26033,53,12.0,11.5,,12.0,26.0,,,,,70.6,,215.0,,12.2,45.5,,5.8,7.7,,,15.4,,20.6,,,,38.0,16.6,-41.0,-41.5,,-41.0,-27.0,,,,,17.6,,162.0,,-40.8,-7.5,,-47.2,-45.3,,,-37.6,,-32.4,,,,-15.0,-36.4,False,,False,True,,,,,True,,False,,True,True,,False,False,,,True,,True,,,,True,True
26035,143,16.0,21.2,,11.0,0.0,,,,,3.1,,52.0,,22.9,49.4,,0.0,9.1,29.3,,2.3,,9.7,,,,30.0,5.9,-127.0,-121.8,,-132.0,-143.0,,,,,-139.9,,-91.0,,-120.1,-93.6,,-143.0,-133.9,-113.7,,-140.7,,-133.3,,,,-113.0,-137.1,True,,False,False,,,,,False,,True,,True,True,,False,False,True,,False,,False,,,,True,False
26037,373,228.0,239.9,,179.0,126.0,,,,,135.6,,236.0,,210.6,245.7,,53.2,167.3,422.9,,44.7,,152.7,,,,261.0,170.3,-145.0,-133.1,,-194.0,-247.0,,,,,-237.4,,-137.0,,-162.4,-127.3,,-319.8,-205.7,49.9,,-328.3,,-220.3,,,,-112.0,-202.7,True,,False,False,,,,,False,,True,,False,True,,False,False,True,,False,,False,,,,True,False
26039,28,24.0,21.8,,14.0,0.0,,,,,0.5,,38.0,,21.1,23.5,,1.3,5.3,18.4,,4.0,,14.0,,,,29.0,7.9,-4.0,-6.2,,-14.0,-28.0,,,,,-27.5,,10.0,,-6.9,-4.5,,-26.7,-22.7,-9.6,,-24.0,,-14.0,,,,1.0,-20.1,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,True,False
26041,726,612.0,630.0,,554.0,1965.0,,,,,140.4,,179.0,,726.7,125.7,,1168.6,457.7,379.6,,140.1,,400.8,,,,694.0,862.7,-114.0,-96.0,,-172.0,1239.0,,,,,-585.6,,-547.0,,0.7,-600.3,,442.6,-268.3,-346.4,,-585.9,,-325.2,,,,-32.0,136.7,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,False,,False,,,,True,False
26043,472,136.0,132.5,,134.0,440.0,,,,,33.6,,370.0,,224.0,41.9,,23.3,92.7,200.1,,16.3,,140.3,,,,284.0,159.0,-336.0,-339.5,,-338.0,-32.0,,,,,-438.4,,-102.0,,-248.0,-430.1,,-448.7,-379.3,-271.9,,-455.7,,-331.7,,,,-188.0,-313.0,False,,False,True,,,,,False,,True,,True,False,,False,False,True,,False,,True,,,,True,True
26045,428,216.0,223.7,,193.0,987.0,,,,,113.3,,202.0,,173.4,313.5,,77.4,190.0,347.2,,42.5,,138.6,,,,147.0,187.3,-212.0,-204.3,,-235.0,559.0,,,,,-314.7,,-226.0,,-254.6,-114.5,,-350.6,-238.0,-80.8,,-385.4,,-289.4,,,,-281.0,-240.7,True,,False,False,,,,,False,,False,,False,True,,False,False,True,,False,,False,,,,False,False
26047,65,20.0,23.5,,23.0,3.0,,,,,30.4,,55.0,,23.7,38.2,,0.4,28.7,178.4,,2.1,,39.1,,,,25.0,25.0,-45.0,-41.5,,-42.0,-62.0,,,,,-34.6,,-10.0,,-41.3,-26.8,,-64.6,-36.3,113.4,,-62.9,,-25.9,,,,-40.0,-40.0,True,,True,False,,,,,True,,True,,True,True,,False,True,False,,False,,True,,,,True,True
26049,1937,1148.0,1186.0,,969.0,6909.0,,,,,456.5,,767.0,,921.0,1753.5,,523.8,1015.9,262.3,,168.2,,1154.3,2068.0,,,1993.0,1023.4,-789.0,-751.0,,-968.0,4972.0,,,,,-1480.5,,-1170.0,,-1016.0,-183.5,,-1413.2,-921.1,-1674.7,,-1768.8,,-782.7,131.0,,,56.0,-913.6,True,,False,False,,,,,False,,False,,False,True,,False,False,False,,False,,True,True,,,True,False
26051,91,20.0,18.1,,17.0,22.0,,,,,0.4,,36.0,,19.2,47.9,,8.4,18.3,,,4.8,,9.5,,,,10.0,10.6,-71.0,-72.9,,-74.0,-69.0,,,,,-90.6,,-55.0,,-71.8,-43.1,,-82.6,-72.7,,,-86.2,,-81.5,,,,-81.0,-80.4,False,,False,True,,,,,False,,True,,False,True,,False,False,,,False,,False,,,,False,False
26053,209,28.0,28.9,,22.0,0.0,,,,,33.2,,136.0,,22.1,20.8,,2.7,16.4,48.1,,3.6,,26.1,,,,28.0,16.9,-181.0,-180.1,,-187.0,-209.0,,,,,-175.8,,-73.0,,-186.9,-188.2,,-206.3,-192.6,-160.9,,-205.4,,-182.9,,,,-181.0,-192.1,True,,False,False,,,,,True,,True,,False,False,,False,False,True,,False,,False,,,,False,False
26055,253,108.0,119.7,,102.0,18.0,,,,,124.6,,373.0,,104.2,206.4,,34.2,100.5,352.4,,22.1,,94.4,,,,56.0,93.6,-145.0,-133.3,,-151.0,-235.0,,,,,-128.4,,120.0,,-148.8,-46.6,,-218.8,-152.5,99.4,,-230.9,,-158.6,,,,-197.0,-159.4,True,,False,False,,,,,True,,True,,False,True,,False,False,True,,False,,False,,,,False,False
26057,199,104.0,106.3,,104.0,260.0,,,,,11.8,,160.0,,121.5,113.9,,16.6,83.4,182.5,,20.4,,49.1,,,,152.0,104.7,-95.0,-92.7,,-95.0,61.0,,,,,-187.2,,-39.0,,-77.5,-85.1,,-182.4,-115.6,-16.5,,-178.6,,-149.9,,,,-47.0,-94.3,True,,False,True,,,,,False,,True,,True,True,,False,False,True,,False,,False,,,,True,True
26059,152,92.0,90.9,,79.0,106.0,,,,,43.8,,81.0,,86.5,94.6,,14.4,67.4,76.9,,10.9,,52.7,,,,147.0,78.0,-60.0,-61.1,,-73.0,-46.0,,,,,-108.2,,-71.0,,-65.5,-57.4,,-137.6,-84.6,-75.1,,-141.1,,-99.3,,,,-5.0,-74.0,False,,False,True,,,,,False,,False,,False,True,,False,False,False,,False,,False,,,,True,False
26061,431,700.0,677.9,,545.0,748.0,,,,,241.6,,507.0,,1187.5,180.9,,1180.4,498.6,0.1,,37.3,,540.4,,,,693.0,596.9,269.0,246.9,,114.0,317.0,,,,,-189.4,,76.0,,756.5,-250.1,,749.4,67.6,-430.9,,-393.7,,109.4,,,,262.0,165.9,True,,True,False,,,,,True,,True,,False,True,,False,True,False,,False,,True,,,,True,True
26063,39,44.0,35.7,,34.0,21.0,,,,,26.2,,30.0,,51.5,51.7,,4.2,31.9,73.4,,0.0,,40.8,,,,398.0,20.7,5.0,-3.3,,-5.0,-18.0,,,,,-12.8,,-9.0,,12.5,12.7,,-34.8,-7.1,34.4,,-39.0,,1.8,,,,359.0,-18.3,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,True,,,,False,False
26065,1026,1392.0,1307.9,,987.0,711.0,,,,,2443.5,,781.0,,1553.8,2184.5,,605.2,1052.1,1747.6,,48.1,,1840.8,847.0,,,936.0,1359.0,366.0,281.9,,-39.0,-315.0,,,,,1417.5,,-245.0,,527.8,1158.5,,-420.8,26.1,721.6,,-977.9,,814.8,-179.0,,,-90.0,333.0,True,,True,True,,,,,False,,True,,False,False,,False,True,False,,False,,False,True,,,True,True
26067,309,76.0,68.8,,68.0,32.0,,,,,45.2,,256.0,,77.8,149.9,,22.4,68.6,87.4,,24.5,,58.5,,,,106.0,59.7,-233.0,-240.2,,-241.0,-277.0,,,,,-263.8,,-53.0,,-231.2,-159.1,,-286.6,-240.4,-221.6,,-284.5,,-250.5,,,,-203.0,-249.3,False,,False,False,,,,,False,,True,,True,True,,False,False,True,,False,,False,,,,True,False
26069,58,116.0,115.2,,68.0,346.0,,,,,29.7,,19.0,,122.2,102.5,,13.6,62.4,88.1,,18.5,,62.7,,,,208.0,105.6,58.0,57.2,,10.0,288.0,,,,,-28.3,,-39.0,,64.2,44.5,,-44.4,4.4,30.1,,-39.5,,4.7,,,,150.0,47.6,True,,True,False,,,,,True,,True,,False,True,,True,True,True,,True,,True,,,,False,True
26071,257,392.0,384.1,,272.0,473.0,,,,,52.1,,54.0,,635.7,51.0,,969.0,214.9,6.5,,42.0,,,,,,312.0,758.3,135.0,127.1,,15.0,216.0,,,,,-204.9,,-203.0,,378.7,-206.0,,712.0,-42.1,-250.5,,-215.0,,,,,,55.0,501.3,True,,True,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,True,False
26073,293,192.0,229.6,,170.0,37.0,,,,,301.6,,485.0,,168.8,269.9,,41.0,138.2,411.7,,7.0,,360.6,,,,173.0,108.1,-101.0,-63.4,,-123.0,-256.0,,,,,8.6,,192.0,,-124.2,-23.1,,-252.0,-154.8,118.7,,-286.0,,67.6,,,,-120.0,-184.9,True,,False,False,,,,,True,,False,,False,True,,False,False,False,,False,,True,,,,False,False
26075,636,396.0,428.9,,333.0,850.0,,,,,208.3,,328.0,,399.6,779.5,,91.9,264.9,562.9,,41.1,,225.7,328.0,,,578.0,367.1,-240.0,-207.1,,-303.0,214.0,,,,,-427.7,,-308.0,,-236.4,143.5,,-544.1,-371.1,-73.1,,-594.9,,-410.3,-308.0,,,-58.0,-268.9,True,,False,True,,,,,False,,False,,True,True,,False,False,True,,False,,False,False,,,True,False
26077,1769,1232.0,1225.8,,1007.0,699.0,,,,,1074.5,,935.0,,1241.1,1757.7,,741.5,1038.9,1332.4,,45.8,,732.3,1567.0,,,1416.0,1275.4,-537.0,-543.2,,-762.0,-1070.0,,,,,-694.5,,-834.0,,-527.9,-11.3,,-1027.5,-730.1,-436.6,,-1723.2,,-1036.7,-202.0,,,-353.0,-493.6,False,,False,False,,,,,False,,False,,True,True,,False,False,True,,False,,False,True,,,True,True
26079,37,24.0,22.6,,22.0,33.0,,,,,16.0,,38.0,,23.5,22.2,,3.7,16.8,,,14.5,,23.3,,,,10.0,20.3,-13.0,-14.4,,-15.0,-4.0,,,,,-21.0,,1.0,,-13.5,-14.8,,-33.3,-20.2,,,-22.5,,-13.7,,,,-27.0,-16.7,False,,False,True,,,,,False,,True,,False,False,,False,False,,,False,,False,,,,False,False
26081,3872,2004.0,1986.3,1825.5,1736.0,9989.0,,,,,1171.5,,2394.0,,1737.3,1895.3,,915.5,1665.9,277.8,,130.0,,1601.7,1535.0,,,2251.0,1847.7,-1868.0,-1885.7,-2046.5,-2136.0,6117.0,,,,,-2700.5,,-1478.0,,-2134.7,-1976.7,,-2956.5,-2206.1,-3594.2,,-3742.0,,-2270.3,-2337.0,,,-1621.0,-2024.3,False,False,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,False,,,True,False
26083,17,12.0,10.9,,5.0,0.0,,,,,10.9,,8.0,,11.4,4.3,,,1.6,,,0.9,,,,,,1.0,3.8,-5.0,-6.1,,-12.0,-17.0,,,,,-6.1,,-9.0,,-5.6,-12.7,,,-15.4,,,-16.1,,,,,,-16.0,-13.2,False,,False,False,,,,,False,,False,,False,False,,,False,,,False,,,,,,False,False
26085,24,0.0,0.1,,0.0,0.0,,,,,21.9,,50.0,,1.2,9.6,,0.8,0.0,,,1.7,,0.4,,,,0.0,0.3,-24.0,-23.9,,-24.0,-24.0,,,,,-2.1,,26.0,,-22.8,-14.4,,-23.2,-24.0,,,-22.3,,-23.6,,,,-24.0,-23.7,True,,False,False,,,,,True,,False,,True,True,,True,True,,,True,,True,,,,False,True
26087,262,132.0,127.8,,107.0,22.0,,,,,66.4,,138.0,,124.1,153.9,,42.9,102.0,104.3,,32.4,,96.1,,,,245.0,94.2,-130.0,-134.2,,-155.0,-240.0,,,,,-195.6,,-124.0,,-137.9,-108.1,,-219.1,-160.0,-157.7,,-229.6,,-165.9,,,,-17.0,-167.8,False,,False,False,,,,,False,,True,,False,True,,False,False,False,,False,,False,,,,True,False
