,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,51,361813108.9,45778756.0,999639945.5,10404.0,7707682.0,185380180.0,5736547600.0
Covid19Sim-Simulator,51,441222044.0,90683983.4,1132304182.2,39063.0,20373360.9,204397754.1,6043361507.5
JCB-PRM,51,563757682.2,116340613.5,1696280332.5,367.1,28167339.1,383576483.1,9818619295.0
UCLA-SuEIR,51,699004364.6,152941361.6,2098191676.8,40.9,28650625.3,497791921.8,13691336678.3
USACE-ERDC_SEIR,51,703286192.9,176477359.0,2389252518.7,7021.9,24436569.5,515609343.1,16994221727.3
USC-SI_kJalpha,51,794832523.8,175165225.0,2023633546.9,26244.0,42404357.0,623848712.5,12687994881.0
JHU_IDD-CovidSP,51,851340310.8,175518866.0,2429469134.4,9802.3,26344670.5,590388238.8,16001057548.9
JHUAPL-Bucky,51,912205766.2,217870839.9,2370633742.6,18401.3,95732522.6,853728961.6,16022390326.1
Karlen-pypm,51,920410000.9,242920278.8,2010271018.6,166.4,51128022.4,871197631.3,11277951485.3
UMich-RidgeTfReg,49,936175860.2,322747068.3,1915511292.0,33159.4,56602432.8,1072886812.5,9994023063.4
CEID-Walk,51,984961289.6,355677647.3,2210413146.8,53681.2,99978061.2,1074495877.5,13557186072.2
DDS-NBDS,51,1033211279.2,262499094.4,2383534275.0,48670.0,102494685.0,1131522255.9,14941067148.1
IowaStateLW-STEM,49,1062546585.6,77264100.0,5156034943.2,2809.0,19414226.0,239833960.0,36545204224.0
CU-select,51,1082486596.8,92198404.0,3302865057.0,15625.0,13935568.0,365710561.0,19448254849.0
COVIDhub-ensemble,51,1186491232.7,390023001.0,2738382890.2,51076.0,131250596.5,1103346804.5,17597083716.0
LNQ-ens1,51,1199826059.6,308455723.8,2845401046.3,79740.5,111844993.1,1036820019.3,18347249208.7
CovidAnalytics-DELPHI,51,1325982437.1,223382916.0,2673818772.2,112225.0,34922372.5,1057892152.5,12187939201.0
LANL-GrowthRate,51,1348889305.9,361999615.9,3586373237.1,126924.3,128716374.4,1148093898.5,24310432181.8
RobertWalraven-ESG,51,1676772123.9,430706932.1,3936018138.3,137.1,171896713.5,1465234949.0,25638584127.5
IQVIA_ACOE-STAN,49,2029596838.6,561216100.0,4363217154.8,104976.0,229406369.0,1863898313.0,27875975521.0
Geneva-DetGrowth,51,3006976118.6,732460941.8,6648804401.9,123031.2,263065126.6,2408049851.1,41489964459.6
