,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,39.8,10.4,169.2,0.0,3.8,28.5,5329.5
COVIDhub-baseline,3141,40.8,11.0,159.8,0.0,4.0,29.0,3830.0
CEID-Walk,3141,41.5,11.2,164.5,0.0,4.0,30.5,3800.0
OliverWyman-Navigator,2994,41.8,13.0,151.2,0.0,5.0,34.0,3748.0
COVIDhub-ensemble,3141,44.3,11.0,176.0,0.0,4.0,31.0,4815.0
CU-select,3080,45.1,16.0,150.9,0.0,6.0,38.0,4057.0
USC-SI_kJalpha,3112,50.7,15.0,174.9,0.0,5.0,39.0,3740.0
LANL-GrowthRate,2951,55.2,18.7,190.1,0.0,7.4,43.9,5535.8
JHUAPL-Bucky,3141,56.7,14.7,208.6,0.0,4.9,40.7,5717.4
IowaStateLW-STEM,3103,59.5,15.0,216.9,0.0,5.0,45.0,5835.0
Google_Harvard-CPF,3140,66.5,16.3,246.9,0.0,5.5,49.8,6713.1
PandemicCentral-USCounty,2965,67.8,20.0,205.3,0.0,7.0,55.0,4611.0
JHU_IDD-CovidSP,3139,77.3,21.3,292.4,0.0,7.2,58.6,8431.5
UVA-Ensemble,2773,80.7,20.2,276.0,0.0,6.5,58.9,8511.4
MITCovAlliance-SIR,2644,95.0,24.0,373.8,0.0,7.9,67.0,10294.0
