,predicted_cases,actual_cases,error,perc_error
CU-select,2346304.0,2100043,246261.0,11.7%
IowaStateLW-STEM,1577805.0,2100043,-522238.0,-24.9%
JHUAPL-Bucky,1552450.5,2100043,-547592.5,-26.1%
COVIDhub-baseline,1441464.0,2100043,-658579.0,-31.4%
Columbia_UNC-SurvCon,1439605.0,2100043,-660438.0,-31.4%
JCB-PRM,1394066.3,2100043,-705976.7,-33.6%
USACE-ERDC_SEIR,1314709.5,2100043,-785333.5,-37.4%
IBF-TimeSeries,1279840.0,2100043,-820203.0,-39.1%
JHU_IDD-CovidSP,1189074.8,2100043,-910968.2,-43.4%
Covid19Sim-Simulator,1096486.6,2100043,-1003556.4,-47.8%
USC-SI_kJalpha,924348.0,2100043,-1175695.0,-56.0%
LANL-GrowthRate,882051.1,2100043,-1217991.9,-58.0%
UCLA-SuEIR,832546.6,2100043,-1267496.4,-60.4%
CovidAnalytics-DELPHI,813943.0,2100043,-1286100.0,-61.2%
RobertWalraven-ESG,689748.5,2100043,-1410294.5,-67.2%
