,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,12073.5,9426.3,12609.1,42.7,3495.8,18019.8,71489.4
COVIDhub-baseline,51,13320.3,10821.0,14604.2,96.0,4724.5,16033.5,79331.0
IowaStateLW-STEM,49,13542.6,10865.0,12348.2,5.0,5281.5,18231.0,70054.0
Covid19Sim-Simulator,51,15025.3,10358.0,17807.4,72.4,4681.4,20771.9,107288.4
JCB-PRM,51,15083.1,10274.7,20864.1,226.2,4190.1,15808.5,137523.4
CU-select,51,16688.3,11330.0,21440.9,188.0,5269.0,21365.0,132247.0
JHU_IDD-CovidSP,51,18243.5,13246.3,21629.0,297.8,4766.1,21553.4,126171.1
USACE-ERDC_SEIR,51,18473.1,14527.3,21231.3,143.5,4070.9,22703.0,111391.0
Karlen-pypm,51,19154.6,13778.1,19864.3,179.0,6316.1,25242.2,103285.8
UMich-RidgeTfReg,49,19803.2,16565.0,19341.7,161.2,5782.4,27814.2,97364.9
TTU-squider,51,20528.8,15039.4,24879.9,199.4,5453.8,23143.1,114680.0
UCLA-SuEIR,51,20852.6,15047.9,22429.2,65.7,4767.5,28386.0,128999.3
CEID-Walk,51,21885.7,15425.7,21747.8,251.1,8194.0,29770.1,122753.3
LANL-GrowthRate,51,22712.2,16100.5,22804.0,235.5,8546.3,29218.1,116507.6
USC-SI_kJalpha,51,22846.4,15728.0,25821.1,262.0,7396.5,27928.0,151670.0
LNQ-ens1,51,23421.8,18011.9,23557.1,224.5,8655.5,31067.4,133382.3
COVIDhub-ensemble,51,23784.5,17966.0,23544.5,232.0,9232.0,31604.0,133282.0
DDS-NBDS,51,23869.9,17933.5,23531.6,138.8,10409.4,32043.5,130756.0
CovidAnalytics-DELPHI,51,24708.5,21519.0,25238.9,307.0,7134.0,30121.5,122963.0
OliverWyman-Navigator,51,25300.1,18406.0,25593.9,311.0,9251.5,33176.0,139789.0
RobertWalraven-ESG,51,27187.9,20771.0,27647.2,244.6,11150.6,34387.7,157566.7
IQVIA_ACOE-STAN,49,30566.2,22435.0,29483.9,308.0,14217.0,40069.0,163120.0
Geneva-DetGrowth,51,36168.0,26257.0,36060.0,334.4,15734.9,45005.0,198603.6
