,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
16015,14,14.0,,,,,22.0,,,,4.0,,,3.0,0.0,,,,,8.0,,,,-10.0,,,-11.0,,,,,False,,,,False,,,False
16017,249,56.0,,,,,165.0,,19.8,283.2,7.1,38.4,,20.0,-193.0,,,,,-84.0,,-229.2,34.2,-241.9,-210.6,,-229.0,,,,,True,,False,True,False,False,,False
16019,2365,1148.0,,,,,630.0,,198.3,1691.1,55.4,492.6,,469.0,-1217.0,,,,,-1735.0,,-2166.7,-673.9,-2309.6,-1872.4,,-1896.0,,,,,False,,False,True,False,False,,False
16021,88,7.0,,,,,33.0,,,,1.4,,,2.0,-81.0,,,,,-55.0,,,,-86.6,,,-86.0,,,,,True,,,,False,,,False
16023,77,42.0,,,,,5.0,,,,5.2,21.0,,16.0,-35.0,,,,,-72.0,,,,-71.8,-56.0,,-61.0,,,,,False,,,,False,False,,False
16025,37,0.0,,,,,7.0,,0.0,,0.1,0.3,,0.0,-37.0,,,,,-30.0,,-37.0,,-36.9,-36.7,,-37.0,,,,,True,,True,,True,True,,False
16027,2404,1442.0,,,,,2090.0,,537.4,825.1,30.2,624.0,,548.0,-962.0,,,,,-314.0,,-1866.6,-1578.9,-2373.8,-1780.0,,-1856.0,,,,,True,,False,False,False,False,,False
16029,215,14.0,,,,,8.0,,2.8,,4.5,22.1,,3.0,-201.0,,,,,-207.0,,-212.2,,-210.5,-192.9,,-212.0,,,,,False,,False,,False,True,,False
16031,738,42.0,,,,,238.0,,1.1,0.0,2.5,30.3,,10.0,-696.0,,,,,-500.0,,-736.9,-738.0,-735.5,-707.7,,-728.0,,,,,True,,False,False,False,False,,False
16033,19,7.0,,,,,0.0,,,,3.4,,,5.0,-12.0,,,,,-19.0,,,,-15.6,,,-14.0,,,,,False,,,,False,,,False
16035,111,7.0,,,,,33.0,,,,1.3,,,9.0,-104.0,,,,,-78.0,,,,-109.7,,,-102.0,,,,,True,,,,False,,,True
16037,51,77.0,,,,,3.0,,1.7,,23.6,,,22.0,26.0,,,,,-48.0,,-49.3,,-27.4,,,-29.0,,,,,False,,False,,False,,,False
16039,218,105.0,,,,,267.0,,8.7,266.6,30.5,67.9,,67.0,-113.0,,,,,49.0,,-209.3,48.6,-187.5,-150.1,,-151.0,,,,,True,,False,True,False,False,,False
16041,279,14.0,,,,,35.0,,5.1,,6.0,18.3,,7.0,-265.0,,,,,-244.0,,-273.9,,-273.0,-260.7,,-272.0,,,,,True,,False,,False,True,,False
16043,345,49.0,,,,,22.0,,3.2,141.6,7.1,,,30.0,-296.0,,,,,-323.0,,-341.8,-203.4,-337.9,,,-315.0,,,,,False,,False,True,False,,,False
16045,187,133.0,,,,,118.0,,69.5,87.2,8.6,51.5,,234.0,-54.0,,,,,-69.0,,-117.5,-99.8,-178.4,-135.5,,47.0,,,,,False,,False,False,False,False,,True
16047,288,112.0,,,,,123.0,,10.0,83.7,8.0,98.7,,48.0,-176.0,,,,,-165.0,,-278.0,-204.3,-280.0,-189.3,,-240.0,,,,,True,,False,False,False,False,,False
16049,293,28.0,,,,,55.0,,1.3,,2.7,23.9,,79.0,-265.0,,,,,-238.0,,-291.7,,-290.3,-269.1,,-214.0,,,,,True,,False,,False,False,,True
16051,549,203.0,,,,,89.0,,17.8,275.8,7.1,142.2,,70.0,-346.0,,,,,-460.0,,-531.2,-273.2,-541.9,-406.8,,-479.0,,,,,False,,False,True,False,False,,False
16053,426,147.0,,,,,243.0,,20.0,0.1,82.0,368.6,,42.0,-279.0,,,,,-183.0,,-406.0,-425.9,-344.0,-57.4,,-384.0,,,,,True,,False,False,False,True,,False
16055,1685,476.0,,,,,1004.0,,183.9,522.0,51.5,254.8,,136.0,-1209.0,,,,,-681.0,,-1501.1,-1163.0,-1633.5,-1430.2,,-1549.0,,,,,True,,False,True,False,False,,False
16057,637,119.0,,,,,368.0,,7.5,35.7,7.2,380.5,,15.0,-518.0,,,,,-269.0,,-629.5,-601.3,-629.8,-256.5,,-622.0,,,,,True,,False,False,False,True,,False
16059,135,0.0,,,,,10.0,,5.2,,5.6,,,0.0,-135.0,,,,,-125.0,,-129.8,,-129.4,,,-135.0,,,,,True,,True,,True,,,False
16061,69,63.0,,,,,35.0,,,,26.0,,,98.0,-6.0,,,,,-34.0,,,,-43.0,,,29.0,,,,,False,,,,False,,,False
16063,95,21.0,,,,,35.0,,1.7,,1.5,8.8,,5.0,-74.0,,,,,-60.0,,-93.3,,-93.5,-86.2,,-90.0,,,,,True,,False,,False,False,,False
16065,2141,175.0,,,,,337.0,,8.1,133.0,17.2,55.9,,113.0,-1966.0,,,,,-1804.0,,-2132.9,-2008.0,-2123.8,-2085.1,,-2028.0,,,,,True,,False,False,False,False,,False
16067,584,84.0,,,,,99.0,,5.5,0.0,15.1,127.4,,20.0,-500.0,,,,,-485.0,,-578.5,-584.0,-568.9,-456.6,,-564.0,,,,,True,,False,False,False,True,,False
16069,440,231.0,,,,,612.0,,27.3,664.0,22.4,342.5,,51.0,-209.0,,,,,172.0,,-412.7,224.0,-417.6,-97.5,,-389.0,,,,,True,,False,False,False,True,,False
16071,23,7.0,,,,,7.0,,,,1.5,,,1.0,-16.0,,,,,-16.0,,,,-21.5,,,-22.0,,,,,False,,,,False,,,False
16073,82,42.0,,,,,134.0,,1.7,0.0,5.6,56.5,,24.0,-40.0,,,,,52.0,,-80.3,-82.0,-76.4,-25.5,,-58.0,,,,,False,,False,False,False,True,,False
16075,399,427.0,,,,,180.0,,158.2,183.9,16.9,161.6,,95.0,28.0,,,,,-219.0,,-240.8,-215.1,-382.1,-237.4,,-304.0,,,,,False,,False,False,False,False,,False
16077,225,126.0,,,,,28.0,,32.4,36.1,22.2,107.2,,59.0,-99.0,,,,,-197.0,,-192.6,-188.9,-202.8,-117.8,,-166.0,,,,,False,,False,False,False,False,,False
16079,62,14.0,,,,,56.0,,,65.3,1.3,,,2.0,-48.0,,,,,-6.0,,,3.3,-60.7,,,-60.0,,,,,True,,,True,False,,,False
16081,147,21.0,,,,,20.0,,1.4,0.1,0.8,35.4,,10.0,-126.0,,,,,-127.0,,-145.6,-146.9,-146.2,-111.6,,-137.0,,,,,False,,False,False,False,True,,False
16083,2071,483.0,,,,,432.0,,356.2,404.2,17.9,306.8,,323.0,-1588.0,,,,,-1639.0,,-1714.8,-1666.8,-2053.1,-1764.2,,-1748.0,,,,,False,,False,False,False,False,,False
16085,30,7.0,,,,,30.0,,8.8,,2.1,43.4,,45.0,-23.0,,,,,0.0,,-21.2,,-27.9,13.4,,15.0,,,,,True,,True,,False,True,,True
16087,148,175.0,,,,,75.0,,41.5,82.5,18.4,109.6,,76.0,27.0,,,,,-73.0,,-106.5,-65.5,-129.6,-38.4,,-72.0,,,,,False,,False,False,False,False,,False
17001,1026,350.0,,,,,1107.0,,107.0,712.9,67.9,241.0,,363.0,-676.0,,,,,81.0,,-919.0,-313.1,-958.1,-785.0,,-663.0,,,,,True,,False,True,False,False,,True
17003,70,42.0,,,,,22.0,,23.2,,23.5,26.2,,33.0,-28.0,,,,,-48.0,,-46.8,,-46.5,-43.8,,-37.0,,,,,False,,False,,False,False,,False
17005,286,497.0,,,,,133.0,,213.7,71.5,176.8,225.0,,282.0,211.0,,,,,-153.0,,-72.3,-214.5,-109.2,-61.0,,-4.0,,,,,True,,True,False,True,True,,True
17007,924,357.0,,,,,365.0,,78.9,187.2,141.4,318.9,,329.0,-567.0,,,,,-559.0,,-845.1,-736.8,-782.6,-605.1,,-595.0,,,,,True,,False,False,False,False,,False
17009,85,21.0,,,,,254.0,,3.0,,7.7,5.1,,14.0,-64.0,,,,,169.0,,-82.0,,-77.3,-79.9,,-71.0,,,,,False,,False,,False,False,,False
17011,460,546.0,,,,,172.0,,311.4,339.6,654.6,284.9,,330.0,86.0,,,,,-288.0,,-148.6,-120.4,194.6,-175.1,,-130.0,,,,,False,,False,False,False,False,,False
17013,38,49.0,,,,,24.0,,4.3,,3.1,,,24.0,11.0,,,,,-14.0,,-33.7,,-34.9,,,-14.0,,,,,False,,False,,False,,,False
17015,257,112.0,,,,,92.0,,35.0,205.5,18.7,77.9,,38.0,-145.0,,,,,-165.0,,-222.0,-51.5,-238.3,-179.1,,-219.0,,,,,False,,False,True,False,False,,False
17017,129,238.0,,,,,104.0,,177.6,128.2,60.5,236.9,,109.0,109.0,,,,,-25.0,,48.6,-0.8,-68.5,107.9,,-20.0,,,,,True,,True,True,True,True,,True
17019,2677,7021.0,,,,,2162.0,,10539.6,2294.5,935.9,3506.5,,3296.0,4344.0,,,,,-515.0,,7862.6,-382.5,-1741.1,829.5,,619.0,,,,,True,,False,True,True,True,,True
17021,544,259.0,,,,,251.0,,48.8,324.3,111.7,89.8,,227.0,-285.0,,,,,-293.0,,-495.2,-219.7,-432.3,-454.2,,-317.0,,,,,False,,False,True,False,False,,False
17023,187,35.0,,,,,75.0,,1.6,171.9,2.4,86.1,,26.0,-152.0,,,,,-112.0,,-185.4,-15.1,-184.6,-100.9,,-161.0,,,,,True,,False,True,False,True,,False
17025,195,266.0,,,,,67.0,,77.0,142.2,31.2,,,194.0,71.0,,,,,-128.0,,-118.0,-52.8,-163.8,,,-1.0,,,,,False,,False,True,False,,,True
17027,901,987.0,,,,,368.0,,590.4,376.9,309.0,953.5,,366.0,86.0,,,,,-533.0,,-310.6,-524.1,-592.0,52.5,,-535.0,,,,,False,,False,False,False,True,,False
17029,782,1239.0,,,,,669.0,,365.8,394.1,583.3,586.4,,522.0,457.0,,,,,-113.0,,-416.2,-387.9,-198.7,-195.6,,-260.0,,,,,True,,True,True,True,True,,True
17031,43201,38444.0,,,,,22417.0,,21027.1,3703.2,20735.3,35878.9,,25492.0,-4757.0,,,,,-20784.0,,-22173.9,-39497.8,-22465.7,-7322.1,,-17709.0,,,,,False,,False,False,False,False,,False
17033,496,504.0,,,,,98.0,,1970.6,260.2,299.5,263.4,,383.0,8.0,,,,,-398.0,,1474.6,-235.8,-196.5,-232.6,,-113.0,,,,,False,,False,False,False,False,,False
17035,122,182.0,,,,,46.0,,68.5,87.0,83.7,298.1,,71.0,60.0,,,,,-76.0,,-53.5,-35.0,-38.3,176.1,,-51.0,,,,,False,,True,True,True,False,,True
17037,1102,861.0,,,,,875.0,,250.0,508.9,422.0,544.7,,1060.0,-241.0,,,,,-227.0,,-852.0,-593.1,-680.0,-557.3,,-42.0,,,,,True,,False,False,False,False,,True
17039,199,105.0,,,,,55.0,,16.9,,914.4,73.9,,297.0,-94.0,,,,,-144.0,,-182.1,,715.4,-125.1,,98.0,,,,,False,,False,,False,False,,False
17041,420,182.0,,,,,94.0,,106.6,128.5,63.8,223.8,,100.0,-238.0,,,,,-326.0,,-313.4,-291.5,-356.2,-196.2,,-320.0,,,,,False,,False,False,False,True,,False
17043,7299,5943.0,,,,,4216.0,,3035.3,1324.3,4429.8,5186.0,,4770.0,-1356.0,,,,,-3083.0,,-4263.7,-5974.7,-2869.2,-2113.0,,-2529.0,,,,,False,,False,False,False,False,,False
17045,62,91.0,,,,,68.0,,61.2,,20.4,212.4,,23.0,29.0,,,,,6.0,,-0.8,,-41.6,150.4,,-39.0,,,,,True,,True,,False,False,,False
17047,63,49.0,,,,,17.0,,5.5,,6.2,,,41.0,-14.0,,,,,-46.0,,-57.5,,-56.8,,,-22.0,,,,,False,,False,,False,,,False
17049,517,952.0,,,,,304.0,,1006.4,245.8,279.8,720.7,,344.0,435.0,,,,,-213.0,,489.4,-271.2,-237.2,203.7,,-173.0,,,,,True,,False,True,True,True,,True
17051,472,273.0,,,,,206.0,,166.9,218.7,164.3,218.4,,137.0,-199.0,,,,,-266.0,,-305.1,-253.3,-307.7,-253.6,,-335.0,,,,,False,,False,False,False,False,,False
17053,117,63.0,,,,,50.0,,33.2,,20.5,64.9,,232.0,-54.0,,,,,-67.0,,-83.8,,-96.5,-52.1,,115.0,,,,,False,,False,,False,True,,False
17055,575,294.0,,,,,250.0,,167.0,297.4,80.0,215.5,,163.0,-281.0,,,,,-325.0,,-408.0,-277.6,-495.0,-359.5,,-412.0,,,,,False,,False,True,False,False,,False
17057,397,154.0,,,,,264.0,,35.7,362.0,29.0,187.4,,259.0,-243.0,,,,,-133.0,,-361.3,-35.0,-368.0,-209.6,,-138.0,,,,,True,,False,True,False,True,,True
17059,40,35.0,,,,,25.0,,9.7,,0.4,,,29.0,-5.0,,,,,-15.0,,-30.3,,-39.6,,,-11.0,,,,,False,,False,,False,,,False
17061,131,378.0,,,,,206.0,,340.1,98.1,20.2,,,274.0,247.0,,,,,75.0,,209.1,-32.9,-110.8,,,143.0,,,,,True,,True,True,True,,,True
17063,417,504.0,,,,,280.0,,223.1,426.7,241.4,530.3,,391.0,87.0,,,,,-137.0,,-193.9,9.7,-175.6,113.3,,-26.0,,,,,False,,False,True,False,False,,True
17065,71,14.0,,,,,48.0,,15.4,,8.4,,,7.0,-57.0,,,,,-23.0,,-55.6,,-62.6,,,-64.0,,,,,True,,True,,False,,,False
17067,157,182.0,,,,,161.0,,32.2,208.9,11.6,183.5,,196.0,25.0,,,,,4.0,,-124.8,51.9,-145.4,26.5,,39.0,,,,,True,,False,False,False,False,,False
17069,33,21.0,,,,,9.0,,1.5,,4.6,,,93.0,-12.0,,,,,-24.0,,-31.5,,-28.4,,,60.0,,,,,False,,False,,False,,,False
17071,76,56.0,,,,,46.0,,11.6,,38.5,,,33.0,-20.0,,,,,-30.0,,-64.4,,-37.5,,,-43.0,,,,,False,,False,,False,,,False
17073,315,511.0,,,,,383.0,,261.8,489.5,86.8,720.1,,323.0,196.0,,,,,68.0,,-53.2,174.5,-228.2,405.1,,8.0,,,,,True,,True,True,False,False,,True
17075,172,168.0,,,,,108.0,,27.7,72.8,19.4,153.4,,280.0,-4.0,,,,,-64.0,,-144.3,-99.2,-152.6,-18.6,,108.0,,,,,False,,False,False,False,False,,False
17077,481,938.0,,,,,1157.0,,352.9,332.1,732.2,693.0,,619.0,457.0,,,,,676.0,,-128.1,-148.9,251.2,212.0,,138.0,,,,,False,,True,True,True,True,,True
17079,107,224.0,,,,,39.0,,56.9,51.6,40.5,126.5,,110.0,117.0,,,,,-68.0,,-50.1,-55.4,-66.5,19.5,,3.0,,,,,True,,True,True,True,True,,True
17081,408,273.0,,,,,351.0,,58.5,515.0,30.2,366.6,,90.0,-135.0,,,,,-57.0,,-349.5,107.0,-377.8,-41.4,,-318.0,,,,,True,,False,True,False,True,,False
17083,153,294.0,,,,,171.0,,289.3,226.7,33.1,273.3,,86.0,141.0,,,,,18.0,,136.3,73.7,-119.9,120.3,,-67.0,,,,,True,,True,True,True,True,,True
17085,291,154.0,,,,,114.0,,50.6,340.3,20.3,120.9,,145.0,-137.0,,,,,-177.0,,-240.4,49.3,-270.7,-170.1,,-146.0,,,,,False,,False,True,False,False,,False
17087,222,77.0,,,,,85.0,,18.4,97.8,10.4,70.0,,25.0,-145.0,,,,,-137.0,,-203.6,-124.2,-211.6,-152.0,,-197.0,,,,,True,,False,True,False,False,,False
17089,4793,3927.0,,,,,3025.0,,1439.7,946.3,2344.4,4180.8,,3031.0,-866.0,,,,,-1768.0,,-3353.3,-3846.7,-2448.6,-612.2,,-1762.0,,,,,False,,False,False,False,True,,False
17091,995,1421.0,,,,,758.0,,940.0,679.1,696.1,1447.1,,807.0,426.0,,,,,-237.0,,-55.0,-315.9,-298.9,452.1,,-188.0,,,,,True,,True,True,True,False,,True
17093,908,588.0,,,,,555.0,,281.5,398.8,215.3,644.1,,445.0,-320.0,,,,,-353.0,,-626.5,-509.2,-692.7,-263.9,,-463.0,,,,,False,,False,False,False,True,,False
17095,788,301.0,,,,,498.0,,200.4,581.3,146.1,362.6,,230.0,-487.0,,,,,-290.0,,-587.6,-206.7,-641.9,-425.4,,-558.0,,,,,True,,False,True,False,True,,False
17097,5334,4872.0,,,,,3981.0,,2829.0,1384.8,2791.2,4739.5,,3225.0,-462.0,,,,,-1353.0,,-2505.0,-3949.2,-2542.8,-594.5,,-2109.0,,,,,False,,False,False,False,False,,False
17099,1002,1099.0,,,,,666.0,,525.7,1173.3,497.2,1663.2,,678.0,97.0,,,,,-336.0,,-476.3,171.3,-504.8,661.2,,-324.0,,,,,False,,False,False,False,False,,False
17101,139,574.0,,,,,154.0,,598.3,116.9,72.5,,,329.0,435.0,,,,,15.0,,459.3,-22.1,-66.5,,,190.0,,,,,True,,False,True,True,,,True
17103,431,252.0,,,,,266.0,,75.6,281.3,70.5,185.8,,341.0,-179.0,,,,,-165.0,,-355.4,-149.7,-360.4,-245.2,,-90.0,,,,,True,,False,True,False,False,,True
17105,397,336.0,,,,,172.0,,86.2,410.0,387.0,334.2,,444.0,-61.0,,,,,-225.0,,-310.8,13.0,-10.0,-62.8,,47.0,,,,,False,,False,True,True,False,,True
17107,281,357.0,,,,,170.0,,394.1,469.9,148.1,308.0,,339.0,76.0,,,,,-111.0,,113.1,188.9,-132.9,27.0,,58.0,,,,,False,,False,False,False,True,,True
17109,429,826.0,,,,,538.0,,1086.5,214.4,1110.8,341.0,,592.0,397.0,,,,,109.0,,657.5,-214.6,681.8,-88.0,,163.0,,,,,True,,False,True,False,True,,True
17111,2169,1869.0,,,,,1576.0,,628.8,1757.9,1059.4,1546.3,,1308.0,-300.0,,,,,-593.0,,-1540.2,-411.1,-1109.6,-622.7,,-861.0,,,,,False,,False,False,False,False,,False
17113,1553,7532.0,,,,,1236.0,,12616.8,1825.3,2760.2,6395.0,,2941.0,5979.0,,,,,-317.0,,11063.8,272.3,1207.2,4842.0,,1388.0,,,,,True,,False,True,True,True,,True
17115,1875,1183.0,,,,,651.0,,666.6,1060.7,352.4,1014.8,,1136.0,-692.0,,,,,-1224.0,,-1208.4,-814.3,-1522.6,-860.2,,-739.0,,,,,False,,False,False,False,False,,False
17117,395,322.0,,,,,350.0,,100.3,436.8,65.6,795.9,,139.0,-73.0,,,,,-45.0,,-294.7,41.8,-329.4,400.9,,-256.0,,,,,True,,False,True,False,False,,False
17119,2636,3444.0,,,,,2457.0,,3661.9,2132.5,1472.8,2808.4,,2085.0,808.0,,,,,-179.0,,1025.9,-503.5,-1163.2,172.4,,-551.0,,,,,True,,False,True,False,True,,True
17121,659,483.0,,,,,255.0,,217.7,400.3,347.2,430.5,,365.0,-176.0,,,,,-404.0,,-441.3,-258.7,-311.8,-228.5,,-294.0,,,,,False,,False,False,False,False,,False
17123,97,56.0,,,,,25.0,,18.0,,3.8,43.6,,55.0,-41.0,,,,,-72.0,,-79.0,,-93.2,-53.4,,-42.0,,,,,False,,False,,False,False,,False
17125,204,105.0,,,,,73.0,,31.8,,49.0,140.5,,139.0,-99.0,,,,,-131.0,,-172.2,,-155.0,-63.5,,-65.0,,,,,False,,False,,False,True,,True
17127,81,56.0,,,,,96.0,,33.7,,25.2,64.5,,17.0,-25.0,,,,,15.0,,-47.3,,-55.8,-16.5,,-64.0,,,,,True,,False,,False,True,,False
17129,103,77.0,,,,,39.0,,11.4,,21.2,68.3,,91.0,-26.0,,,,,-64.0,,-91.6,,-81.8,-34.7,,-12.0,,,,,False,,False,,False,False,,True
17131,141,112.0,,,,,110.0,,19.3,217.7,15.7,68.4,,119.0,-29.0,,,,,-31.0,,-121.7,76.7,-125.3,-72.6,,-22.0,,,,,False,,False,False,False,False,,True
17133,397,455.0,,,,,218.0,,364.5,131.0,343.3,258.8,,223.0,58.0,,,,,-179.0,,-32.5,-266.0,-53.7,-138.2,,-174.0,,,,,False,,True,False,True,False,,False
17135,346,140.0,,,,,313.0,,22.8,255.5,32.5,66.6,,30.0,-206.0,,,,,-33.0,,-323.2,-90.5,-313.5,-279.4,,-316.0,,,,,True,,False,True,False,False,,False
17137,315,658.0,,,,,396.0,,196.7,441.6,24.5,660.0,,367.0,343.0,,,,,81.0,,-118.3,126.6,-290.5,345.0,,52.0,,,,,True,,True,True,True,False,,True
17139,229,175.0,,,,,62.0,,103.6,174.0,28.3,235.7,,103.0,-54.0,,,,,-167.0,,-125.4,-55.0,-200.7,6.7,,-126.0,,,,,False,,False,False,False,True,,False
17141,670,322.0,,,,,218.0,,79.4,277.3,46.9,172.0,,563.0,-348.0,,,,,-452.0,,-590.6,-392.7,-623.1,-498.0,,-107.0,,,,,False,,False,False,False,False,,True
17143,1904,1792.0,,,,,1734.0,,541.5,1319.2,1156.2,1160.0,,1345.0,-112.0,,,,,-170.0,,-1362.5,-584.8,-747.8,-744.0,,-559.0,,,,,False,,False,False,False,False,,False
17145,122,140.0,,,,,211.0,,32.1,166.6,13.6,251.8,,41.0,18.0,,,,,89.0,,-89.9,44.6,-108.4,129.8,,-81.0,,,,,False,,False,False,False,False,,False
17147,149,147.0,,,,,46.0,,138.4,,61.7,112.9,,284.0,-2.0,,,,,-103.0,,-10.6,,-87.3,-36.1,,135.0,,,,,False,,False,,False,False,,False
17149,253,77.0,,,,,133.0,,36.0,,8.4,,,17.0,-176.0,,,,,-120.0,,-217.0,,-244.6,,,-236.0,,,,,True,,False,,False,,,False
17151,19,35.0,,,,,7.0,,1.7,,17.7,,,60.0,16.0,,,,,-12.0,,-17.3,,-1.3,,,41.0,,,,,True,,False,,True,,,False
17153,99,105.0,,,,,30.0,,56.2,25.5,114.4,48.4,,38.0,6.0,,,,,-69.0,,-42.8,-73.5,15.4,-50.6,,-61.0,,,,,False,,False,False,False,False,,False
17155,70,28.0,,,,,8.0,,2.9,,15.2,,,28.0,-42.0,,,,,-62.0,,-67.1,,-54.8,,,-42.0,,,,,False,,False,,False,,,False
17157,455,483.0,,,,,430.0,,55.4,82.6,41.7,513.5,,189.0,28.0,,,,,-25.0,,-399.6,-372.4,-413.3,58.5,,-266.0,,,,,True,,False,False,False,False,,False
17159,255,112.0,,,,,89.0,,28.8,,10.1,,,153.0,-143.0,,,,,-166.0,,-226.2,,-244.9,,,-102.0,,,,,False,,False,,False,,,True
17161,1598,1386.0,,,,,1433.0,,1477.5,695.4,2149.5,931.0,,1249.0,-212.0,,,,,-165.0,,-120.5,-902.6,551.5,-667.0,,-349.0,,,,,True,,True,False,False,False,,False
17163,2231,2940.0,,,,,2495.0,,1425.2,1623.0,1455.1,2428.2,,1647.0,709.0,,,,,264.0,,-805.8,-608.0,-775.9,197.2,,-584.0,,,,,True,,False,True,False,True,,True
17165,373,133.0,,,,,221.0,,23.8,120.5,0.3,118.2,,218.0,-240.0,,,,,-152.0,,-349.2,-252.5,-372.7,-254.8,,-155.0,,,,,True,,False,False,False,False,,True
17167,1926,1582.0,,,,,1480.0,,1085.4,1246.1,665.3,1322.2,,1635.0,-344.0,,,,,-446.0,,-840.6,-679.9,-1260.7,-603.8,,-291.0,,,,,False,,False,False,False,False,,True
17169,62,77.0,,,,,69.0,,5.3,,16.1,31.3,,163.0,15.0,,,,,7.0,,-56.7,,-45.9,-30.7,,101.0,,,,,True,,False,,False,False,,False
17171,51,42.0,,,,,36.0,,,,10.0,,,15.0,-9.0,,,,,-15.0,,,,-41.0,,,-36.0,,,,,False,,,,False,,,False
17173,405,392.0,,,,,106.0,,121.1,218.0,154.2,293.8,,196.0,-13.0,,,,,-299.0,,-283.9,-187.0,-250.8,-111.2,,-209.0,,,,,False,,False,False,False,False,,False
17175,50,112.0,,,,,18.0,,6.0,,9.9,,,81.0,62.0,,,,,-32.0,,-44.0,,-40.1,,,31.0,,,,,True,,True,,True,,,True
17177,551,154.0,,,,,213.0,,53.7,139.3,77.5,114.3,,155.0,-397.0,,,,,-338.0,,-497.3,-411.7,-473.5,-436.7,,-396.0,,,,,True,,False,False,False,False,,True
17179,1347,1414.0,,,,,848.0,,1079.3,1616.5,369.1,1929.0,,967.0,67.0,,,,,-499.0,,-267.7,269.5,-977.9,582.0,,-380.0,,,,,False,,False,False,False,False,,False
17181,338,168.0,,,,,160.0,,18.3,32.6,81.3,141.9,,86.0,-170.0,,,,,-178.0,,-319.7,-305.4,-256.6,-196.1,,-252.0,,,,,False,,False,False,False,False,,False
17183,1302,476.0,,,,,430.0,,641.4,634.7,229.9,226.1,,694.0,-826.0,,,,,-872.0,,-660.6,-667.3,-1072.1,-1075.9,,-608.0,,,,,False,,True,True,False,False,,True
17185,103,119.0,,,,,74.0,,62.3,90.6,38.7,122.1,,110.0,16.0,,,,,-29.0,,-40.7,-12.4,-64.3,19.1,,7.0,,,,,False,,False,True,False,False,,True
17187,223,140.0,,,,,167.0,,13.1,131.0,39.4,92.1,,60.0,-83.0,,,,,-56.0,,-209.9,-92.0,-183.6,-130.9,,-163.0,,,,,True,,False,False,False,False,,False
17189,174,119.0,,,,,67.0,,29.3,171.8,119.9,132.4,,42.0,-55.0,,,,,-107.0,,-144.7,-2.2,-54.1,-41.6,,-132.0,,,,,False,,False,True,True,True,,False
17191,350,245.0,,,,,104.0,,115.2,188.1,63.7,143.4,,312.0,-105.0,,,,,-246.0,,-234.8,-161.9,-286.3,-206.6,,-38.0,,,,,False,,False,False,False,False,,True
17193,127,154.0,,,,,72.0,,119.4,100.1,32.9,,,222.0,27.0,,,,,-55.0,,-7.6,-26.9,-94.1,,,95.0,,,,,False,,True,True,False,,,False
17195,810,532.0,,,,,358.0,,110.8,441.9,54.3,404.4,,404.0,-278.0,,,,,-452.0,,-699.2,-368.1,-755.7,-405.6,,-406.0,,,,,False,,False,False,False,False,,False
17197,5990,5726.0,,,,,3515.0,,2372.0,6189.4,4500.3,4734.2,,3824.0,-264.0,,,,,-2475.0,,-3618.0,199.4,-1489.7,-1255.8,,-2166.0,,,,,False,,False,True,False,False,,False
17199,833,1148.0,,,,,749.0,,320.9,371.6,369.8,1260.9,,607.0,315.0,,,,,-84.0,,-512.1,-461.4,-463.2,427.9,,-226.0,,,,,True,,False,False,False,False,,True
17201,5583,1974.0,,,,,1844.0,,585.2,359.0,1846.9,1248.0,,1936.0,-3609.0,,,,,-3739.0,,-4997.8,-5224.0,-3736.1,-4335.0,,-3647.0,,,,,False,,False,False,False,False,,False
17203,281,329.0,,,,,185.0,,407.8,483.1,162.9,503.4,,311.0,48.0,,,,,-96.0,,126.8,202.1,-118.1,222.4,,30.0,,,,,False,,False,False,False,False,,True
18001,316,84.0,,,,,200.0,,9.8,399.6,45.4,175.2,,58.0,-232.0,,,,,-116.0,,-306.2,83.6,-270.6,-140.8,,-258.0,,,,,True,,False,True,False,True,,False
18003,3174,2408.0,,,,,2462.0,,1559.0,1829.6,2142.7,3174.7,,1852.0,-766.0,,,,,-712.0,,-1615.0,-1344.4,-1031.3,0.7,,-1322.0,,,,,True,,False,False,False,True,,False
18005,368,259.0,,,,,545.0,,30.6,724.9,35.0,269.5,,92.0,-109.0,,,,,177.0,,-337.4,356.9,-333.0,-98.5,,-276.0,,,,,False,,False,False,False,True,,False
