,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,992,622.6,740.0,575.8,-369.4,-252.0,-416.2,True,False
Austria,688,734.3,756.0,645.8,46.3,68.0,-42.2,False,True
Belgium,9696,13181.3,10149.0,10473.5,3485.3,453.0,777.5,True,True
Brazil,49976,36144.4,41802.0,45820.0,-13831.6,-8174.0,-4156.0,True,True
Bulgaria,199,178.7,199.0,168.8,-20.3,0.0,-30.2,True,False
Canada,8466,11469.3,10223.0,9043.5,3003.3,1757.0,577.5,True,True
Chile,4295,625.9,685.0,605.1,-3669.1,-3610.0,-3689.9,True,False
Colombia,2148,1170.4,1339.0,1306.3,-977.6,-809.0,-841.7,True,True
Croatia,107,153.9,173.0,125.0,46.9,66.0,18.0,False,True
Cyprus,19,21.7,22.0,10.0,2.7,3.0,-9.0,False,False
Czechia,336,453.4,376.0,380.4,117.4,40.0,44.4,True,True
Denmark,600,761.6,711.0,718.0,161.6,111.0,118.0,True,True
Dominican Republic,655,661.6,597.0,730.1,6.6,-58.0,75.1,False,False
Ecuador,4156,5436.4,5122.0,5138.8,1280.4,966.0,982.8,True,True
Egypt,2106,1087.3,1136.0,1233.0,-1018.7,-970.0,-873.0,True,True
Estonia,69,95.3,90.0,64.5,26.3,21.0,-4.5,True,True
Finland,326,448.1,461.0,396.9,122.1,135.0,70.9,False,True
France,29636,34886.0,30317.0,30617.5,5250.0,681.0,981.5,True,True
Germany,8895,11478.1,10251.0,9551.7,2583.1,1356.0,656.7,True,True
Greece,190,179.6,195.0,164.3,-10.4,5.0,-25.7,True,False
Hungary,570,821.0,703.0,648.4,251.0,133.0,78.4,True,True
Iceland,10,10.0,13.0,16.9,0.0,3.0,6.9,False,False
Ireland,1715,2312.7,1944.0,1731.0,597.7,229.0,16.0,True,True
Israel,305,389.4,327.0,271.8,84.4,22.0,-33.2,True,True
Italy,34610,40224.7,36361.0,34600.5,5614.7,1751.0,-9.5,True,True
Latvia,30,29.4,32.0,16.0,-0.6,2.0,-14.0,False,False
Lithuania,76,72.9,71.0,54.4,-3.1,-5.0,-21.6,False,False
Luxembourg,110,129.6,126.0,114.4,19.6,16.0,4.4,True,True
Malaysia,121,131.9,142.0,112.1,10.9,21.0,-8.9,False,True
Mexico,20781,11013.0,9785.0,5688.4,-9768.0,-10996.0,-15092.6,False,False
Moldova,464,420.7,477.0,344.9,-43.3,13.0,-119.1,True,False
Netherlands,6108,7629.3,7029.0,6831.0,1521.3,921.0,723.0,True,True
Norway,244,281.1,270.0,224.9,37.1,26.0,-19.1,True,True
Panama,493,529.0,514.0,484.3,36.0,21.0,-8.7,True,True
Peru,7861,5486.7,4704.0,4945.1,-2374.3,-3157.0,-2915.9,False,False
Philippines,1150,1314.6,1192.0,1438.7,164.6,42.0,288.7,True,False
Poland,1346,1456.7,1460.0,1336.5,110.7,114.0,-9.5,False,True
Portugal,1528,1606.9,1635.0,1547.8,78.9,107.0,19.8,False,True
Romania,1500,1919.1,1951.0,2258.2,419.1,451.0,758.2,False,False
Slovakia,28,31.7,37.0,24.1,3.7,9.0,-3.9,False,False
Slovenia,109,130.6,128.0,119.5,21.6,19.0,10.5,True,True
South Korea,280,280.9,308.0,320.8,0.9,28.0,40.8,False,False
Spain,28322,34264.0,30398.0,29443.5,5942.0,2076.0,1121.5,True,True
Sweden,5053,6038.9,5664.0,5398.9,985.9,611.0,345.9,True,True
Switzerland,1956,2193.6,2122.0,1935.3,237.6,166.0,-20.7,True,True
Turkey,4927,6012.4,4962.0,5033.1,1085.4,35.0,106.1,True,True
Ukraine,1004,1008.0,1093.0,902.2,4.0,89.0,-101.8,False,False
United Kingdom,42674,51181.0,43061.0,42554.2,8507.0,387.0,-119.8,True,True
