,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Bulgaria,199,173.7,162.0,58.3,-25.3,-37.0,-140.7,False,False
Canada,8466,11442.4,7921.0,5084.9,2976.4,-545.0,-3381.1,True,False
Croatia,107,151.6,178.0,60.4,44.6,71.0,-46.6,False,False
Cyprus,19,38.1,29.0,19.5,19.1,10.0,0.5,True,True
Estonia,69,127.1,104.0,92.9,58.1,35.0,23.9,True,True
Finland,326,925.9,595.0,433.4,599.9,269.0,107.4,True,True
France,29636,46739.9,34793.0,24917.7,17103.9,5157.0,-4718.3,True,True
Germany,8895,15876.9,13337.0,6945.8,6981.9,4442.0,-1949.2,True,True
Greece,190,290.3,225.0,140.2,100.3,35.0,-49.8,True,True
Hungary,570,904.9,699.0,306.4,334.9,129.0,-263.6,True,True
Ireland,1715,4303.4,2444.0,1404.0,2588.4,729.0,-311.0,True,True
Italy,34610,49063.0,38705.0,27544.2,14453.0,4095.0,-7065.8,True,True
Latvia,30,74.7,48.0,445.5,44.7,18.0,415.5,True,False
Luxembourg,110,188.3,138.0,138.7,78.3,28.0,28.7,True,True
Portugal,1528,2416.9,2148.0,1021.0,888.9,620.0,-507.0,True,True
Romania,1500,1898.4,1765.0,663.2,398.4,265.0,-836.8,True,False
Slovakia,28,56.6,37.0,24.7,28.6,9.0,-3.3,True,True
Slovenia,109,129.3,130.0,91.8,20.3,21.0,-17.2,False,True
Spain,28322,44110.4,30734.0,25329.3,15788.4,2412.0,-2992.7,True,True
Sweden,5053,7627.7,5837.0,14422.8,2574.7,784.0,9369.8,True,False
United Kingdom,42674,56696.7,37600.0,31476.2,14022.7,-5074.0,-11197.8,True,True
