,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1146,1120.6,1101.0,1245.1,-25.4,-45.0,99.1,False,False
Argentina,2893,2472.7,2480.0,2547.3,-420.3,-413.0,-345.7,True,True
Australia,155,111.7,118.0,106.3,-43.3,-37.0,-48.7,True,False
Austria,712,711.7,717.0,766.4,-0.3,5.0,54.4,False,False
Bangladesh,2874,2909.1,2965.0,2761.1,35.1,91.0,-112.9,False,False
Belarus,530,540.1,534.0,504.4,10.1,4.0,-25.6,True,False
Belgium,9821,9802.4,9822.0,9792.5,-18.6,1.0,-28.5,True,False
Bolivia,2535,2499.7,2551.0,3217.2,-35.3,16.0,682.2,True,False
Brazil,86449,85532.7,84881.0,89633.3,-916.3,-1568.0,3184.3,False,False
Bulgaria,338,308.9,320.0,305.3,-29.1,-18.0,-32.7,True,False
Canada,8929,8996.1,9007.0,9051.0,67.1,78.0,122.0,False,False
Chile,9020,8225.1,7885.0,8108.1,-794.9,-1135.0,-911.9,False,False
Colombia,8269,7743.7,7665.0,9325.6,-525.3,-604.0,1056.6,False,False
Croatia,133,130.1,127.0,121.2,-2.9,-6.0,-11.8,False,False
Cuba,87,88.9,89.0,87.0,1.9,2.0,0.0,False,True
Cyprus,19,19.0,20.0,17.6,0.0,1.0,-1.4,False,False
Czechia,369,359.4,360.0,393.7,-9.6,-9.0,24.7,True,False
Denmark,613,614.6,617.0,634.6,1.6,4.0,21.6,False,False
Dominican Republic,1055,1088.3,1114.0,1035.1,33.3,59.0,-19.9,False,True
Ecuador,5507,5541.0,5574.0,13331.1,34.0,67.0,7824.1,False,False
Egypt,4558,4814.4,4824.0,5024.3,256.4,266.0,466.3,False,False
Estonia,69,69.0,71.0,71.2,0.0,2.0,2.2,False,False
Finland,329,329.0,334.0,320.4,0.0,5.0,-8.6,False,False
France,30195,30213.1,30176.0,30512.9,18.1,-19.0,317.9,False,False
Germany,9124,9160.1,9179.0,9313.6,36.1,55.0,189.6,False,False
Greece,201,194.9,197.0,196.6,-6.1,-4.0,-4.4,True,True
Honduras,1098,1024.7,1077.0,1275.8,-73.3,-21.0,177.8,True,False
Hungary,596,606.1,613.0,610.8,10.1,17.0,14.8,False,False
Iceland,10,10.0,10.0,11.9,0.0,0.0,1.9,True,False
Indonesia,4714,4413.9,4470.0,4266.0,-300.1,-244.0,-448.0,True,False
Iran,15484,15165.3,15106.0,14995.9,-318.7,-378.0,-488.1,False,False
Ireland,1764,1755.3,1760.0,1778.9,-8.7,-4.0,14.9,True,False
Israel,457,419.6,420.0,421.4,-37.4,-37.0,-35.6,True,True
Italy,35102,35126.7,35163.0,35192.7,24.7,61.0,90.7,False,False
Japan,996,994.1,1013.0,987.4,-1.9,17.0,-8.6,False,False
Kuwait,429,430.9,425.0,436.2,1.9,-4.0,7.2,False,False
Latvia,31,30.0,31.0,29.8,-1.0,0.0,-1.2,True,False
Lithuania,80,79.0,82.0,82.4,-1.0,2.0,2.4,False,False
Luxembourg,112,112.9,113.0,117.7,0.9,1.0,5.7,False,False
Malaysia,123,123.9,127.0,123.0,0.9,4.0,0.0,False,True
Malta,9,9.0,9.0,7.8,0.0,0.0,-1.2,True,False
Mexico,43374,43116.1,43561.0,44410.8,-257.9,187.0,1036.8,True,False
Moldova,732,747.9,755.0,713.9,15.9,23.0,-18.1,False,False
Netherlands,6159,6174.6,6187.0,6157.1,15.6,28.0,-1.9,False,True
Nigeria,856,916.4,919.0,800.6,60.4,63.0,-55.4,False,True
Norway,255,253.9,255.0,254.8,-1.1,0.0,-0.2,True,True
Panama,1275,1209.9,1211.0,1199.8,-65.1,-64.0,-75.2,True,False
Peru,17843,14249.0,14227.0,23063.5,-3594.0,-3616.0,5220.5,False,False
Philippines,1897,1974.1,1730.0,1521.2,77.1,-167.0,-375.8,False,False
Poland,1664,1671.3,1699.0,1723.6,7.3,35.0,59.6,False,False
Portugal,1716,1745.4,1737.0,1692.2,29.4,21.0,-23.8,True,True
Romania,2165,2132.9,2169.0,2175.7,-32.1,4.0,10.7,True,True
Russia,13172,13496.4,13417.0,12468.4,324.4,245.0,-703.6,True,False
Serbia,518,545.3,503.0,420.5,27.3,-15.0,-97.5,True,False
Slovakia,28,28.0,29.0,29.2,0.0,1.0,1.2,False,False
Slovenia,116,111.0,112.0,114.7,-5.0,-4.0,-1.3,True,True
South Korea,298,298.3,298.0,290.6,0.3,0.0,-7.4,True,False
Spain,28432,28436.4,28545.0,28695.4,4.4,113.0,263.4,False,False
Sweden,5749,5722.9,5674.0,5871.7,-26.1,-75.0,122.7,False,False
Switzerland,1977,1973.6,1981.0,1994.2,-3.4,4.0,17.2,False,False
Turkey,5596,5619.3,5636.0,5550.9,23.3,40.0,-45.1,False,False
Ukraine,1610,1650.7,1653.0,1551.8,40.7,43.0,-58.2,False,False
United Arab Emirates,343,351.6,349.0,348.0,8.6,6.0,5.0,True,True
United Kingdom,41188,46016.4,45725.0,45888.2,4828.4,4537.0,4700.2,True,True
