,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,712,835.1,827.0,711.7,123.1,115.0,-0.3,True,True
Belgium,9821,17472.0,10706.0,9464.2,7651.0,885.0,-356.8,True,True
Bulgaria,338,286.4,317.0,108.8,-51.6,-21.0,-229.2,True,False
Canada,8929,17976.1,15174.0,6622.0,9047.1,6245.0,-2307.0,True,True
Croatia,133,209.4,262.0,109.3,76.4,129.0,-23.7,False,True
Cyprus,19,26.9,25.0,11.1,7.9,6.0,-7.9,True,False
Czechia,369,627.4,413.0,280.3,258.4,44.0,-88.7,True,True
Denmark,613,1017.6,814.0,805.6,404.6,201.0,192.6,True,True
Estonia,69,114.3,100.0,69.1,45.3,31.0,0.1,True,True
Finland,329,668.7,657.0,299.3,339.7,328.0,-29.7,True,True
France,30195,42484.1,32136.0,28859.1,12289.1,1941.0,-1335.9,True,True
Germany,9124,15201.6,12214.0,8543.0,6077.6,3090.0,-581.0,True,True
Greece,201,227.0,217.0,152.0,26.0,16.0,-49.0,True,False
Hungary,596,1205.6,934.0,453.1,609.6,338.0,-142.9,True,True
Ireland,1764,3140.9,2275.0,1697.5,1376.9,511.0,-66.5,True,True
Italy,35102,48756.6,39554.0,31458.5,13654.6,4452.0,-3643.5,True,True
Latvia,31,39.7,40.0,36.1,8.7,9.0,5.1,False,True
Lithuania,80,93.4,80.0,53.5,13.4,0.0,-26.5,True,False
Luxembourg,112,155.3,139.0,97.9,43.3,27.0,-14.1,True,True
Netherlands,6159,9660.7,8093.0,6572.4,3501.7,1934.0,413.4,True,True
Norway,255,305.9,289.0,283.6,50.9,34.0,28.6,True,True
Poland,1664,2124.6,2161.0,1109.2,460.6,497.0,-554.8,False,False
Portugal,1716,2133.9,1958.0,1225.8,417.9,242.0,-490.2,True,False
Romania,2165,2817.6,2828.0,1139.1,652.6,663.0,-1025.9,False,False
Slovakia,28,47.7,41.0,26.7,19.7,13.0,-1.3,True,True
Slovenia,116,167.1,143.0,129.9,51.1,27.0,13.9,True,True
Spain,28432,41354.1,31781.0,27727.0,12922.1,3349.0,-705.0,True,True
Sweden,5749,9153.0,7186.0,10196.0,3404.0,1437.0,4447.0,True,False
Switzerland,1977,2603.9,2241.0,2147.7,626.9,264.0,170.7,True,True
United Kingdom,41188,68952.9,49923.0,40555.0,27764.9,8735.0,-633.0,True,True
