,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,2893,1043.3,1831.0,666.8,-1849.7,-1062.0,-2226.2,True,False
Austria,712,737.4,769.0,645.8,25.4,57.0,-66.2,False,False
Belgium,9821,12955.4,10368.0,10589.7,3134.4,547.0,768.7,True,True
Brazil,86449,65354.4,117844.0,80237.1,-21094.6,31395.0,-6211.9,False,True
Bulgaria,338,275.6,333.0,193.2,-62.4,-5.0,-144.8,True,False
Canada,8929,14892.7,13733.0,9877.4,5963.7,4804.0,948.4,True,True
Chile,9020,1810.3,3852.0,679.0,-7209.7,-5168.0,-8341.0,True,False
Colombia,8269,1668.1,4090.0,1988.3,-6600.9,-4179.0,-6280.7,True,True
Croatia,133,144.3,178.0,129.8,11.3,45.0,-3.2,False,True
Cyprus,19,26.9,24.0,10.0,7.9,5.0,-9.0,True,False
Czechia,369,475.4,401.0,396.3,106.4,32.0,27.3,True,True
Denmark,613,744.1,735.0,727.6,131.1,122.0,114.6,True,True
Dominican Republic,1055,822.3,732.0,861.6,-232.7,-323.0,-193.4,False,True
Ecuador,5507,8739.0,7261.0,5206.3,3232.0,1754.0,-300.7,True,True
Egypt,4558,1665.0,2960.0,1879.8,-2893.0,-1598.0,-2678.2,True,True
Estonia,69,92.6,92.0,64.5,23.6,23.0,-4.5,True,True
Finland,329,603.6,528.0,409.2,274.6,199.0,80.2,True,True
France,30195,45144.1,35758.0,31108.5,14949.1,5563.0,913.5,True,True
Germany,9124,11835.9,10641.0,9877.0,2711.9,1517.0,753.0,True,True
Greece,201,281.3,214.0,164.3,80.3,13.0,-36.7,True,True
Hungary,596,825.6,739.0,709.1,229.6,143.0,113.1,True,True
Iceland,10,10.0,13.0,30.9,0.0,3.0,20.9,False,False
Ireland,1764,2380.9,1942.0,1736.3,616.9,178.0,-27.7,True,True
Israel,457,469.1,356.0,271.8,12.1,-101.0,-185.2,False,False
Italy,35102,45195.4,38494.0,35097.6,10093.4,3392.0,-4.4,True,True
Latvia,31,28.9,35.0,16.0,-2.1,4.0,-15.0,False,False
Lithuania,80,115.1,81.0,54.4,35.1,1.0,-25.6,True,True
Luxembourg,112,166.1,133.0,114.4,54.1,21.0,2.4,True,True
Malaysia,123,162.3,147.0,112.1,39.3,24.0,-10.9,True,True
Mexico,43374,22052.4,54947.0,6733.0,-21321.6,11573.0,-36641.0,True,False
Moldova,732,625.0,1174.0,394.4,-107.0,442.0,-337.6,False,False
Netherlands,6159,8064.7,7454.0,6972.5,1905.7,1295.0,813.5,True,True
Norway,255,360.1,279.0,224.9,105.1,24.0,-30.1,True,True
Panama,1275,580.6,711.0,632.7,-694.4,-564.0,-642.3,True,True
Peru,17843,10129.6,9101.0,6240.9,-7713.4,-8742.0,-11602.1,False,False
Philippines,1897,1859.0,1825.0,1691.4,-38.0,-72.0,-205.6,False,False
Poland,1664,2157.1,2275.0,1817.4,493.1,611.0,153.4,False,True
Portugal,1716,2036.1,1800.0,1656.4,320.1,84.0,-59.6,True,True
Romania,2165,2546.1,2752.0,4468.5,381.1,587.0,2303.5,False,False
Slovakia,28,47.7,38.0,24.1,19.7,10.0,-3.9,True,True
Slovenia,116,123.7,130.0,119.5,7.7,14.0,3.5,False,True
South Korea,298,332.0,322.0,342.9,34.0,24.0,44.9,True,False
Spain,28432,36848.4,31552.0,29579.3,8416.4,3120.0,1147.3,True,True
Sweden,5749,8154.1,7206.0,5731.7,2405.1,1457.0,-17.3,True,True
Switzerland,1977,2354.1,2199.0,1935.3,377.1,222.0,-41.7,True,True
Turkey,5596,7629.4,5536.0,5243.2,2033.4,-60.0,-352.8,True,True
Ukraine,1610,1726.4,5962.0,1201.6,116.4,4352.0,-408.4,False,False
United Kingdom,41188,62178.0,49456.0,43434.5,20990.0,8268.0,2246.5,True,True
