,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,815,771.1,768.0,683.1,-43.9,-47.0,-131.9,False,False
Austria,677,675.4,679.0,673.9,-1.6,2.0,-3.1,False,False
Belgium,9650,9704.7,9683.0,9607.5,54.7,33.0,-42.5,True,True
Bolivia,585,595.3,584.0,597.7,10.3,-1.0,12.7,True,False
Brazil,42720,42575.9,42743.0,41578.7,-144.1,23.0,-1141.3,True,False
Bulgaria,172,177.1,176.0,157.1,5.1,4.0,-14.9,True,False
Canada,8183,8308.1,8278.0,,125.1,95.0,,True,
Chile,3101,2136.7,2153.0,1803.7,-964.3,-948.0,-1297.3,True,False
Colombia,1592,1564.1,1563.0,1627.3,-27.9,-29.0,35.3,False,False
Croatia,107,104.9,106.0,102.5,-2.1,-1.0,-4.5,True,False
Cuba,84,83.0,84.0,84.5,-1.0,0.0,0.5,True,True
Cyprus,18,18.9,18.0,17.7,0.9,0.0,-0.3,True,True
Czechia,328,333.0,333.0,334.4,5.0,5.0,6.4,False,False
Denmark,597,601.9,598.0,594.0,4.9,1.0,-3.0,True,True
Dominican Republic,577,568.9,565.0,554.3,-8.1,-12.0,-22.7,False,False
Ecuador,3874,3846.4,3824.0,5421.5,-27.6,-50.0,1547.5,False,False
Egypt,1484,1475.3,1459.0,1539.3,-8.7,-25.0,55.3,False,False
Estonia,69,69.9,70.0,73.0,0.9,1.0,4.0,False,False
Finland,325,327.3,329.0,330.6,2.3,4.0,5.6,False,False
France,29401,29460.6,29395.0,30948.5,59.6,-6.0,1547.5,True,False
Germany,8793,8809.3,8821.0,8778.0,16.3,28.0,-15.0,False,True
Greece,183,184.3,183.0,183.4,1.3,0.0,0.4,True,True
Honduras,310,297.4,296.0,319.8,-12.6,-14.0,9.8,False,True
Hungary,559,563.1,565.0,560.3,4.1,6.0,1.3,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1705,1703.9,1697.0,1652.2,-1.1,-8.0,-52.8,False,False
Israel,300,309.1,305.0,,9.1,5.0,,True,
Italy,34301,34313.9,34209.0,33863.6,12.9,-92.0,-437.4,False,False
Japan,927,933.3,938.0,996.9,6.3,11.0,69.9,False,False
Latvia,28,25.9,26.0,25.0,-2.1,-2.0,-3.0,True,False
Lithuania,75,71.9,74.0,82.5,-3.1,-1.0,7.5,True,False
Luxembourg,110,110.0,111.0,113.8,0.0,1.0,3.8,False,False
Malaysia,120,118.7,119.0,113.8,-1.3,-1.0,-6.2,True,False
Mexico,16872,16929.6,16508.0,15582.6,57.6,-364.0,-1289.4,False,False
Moldova,398,380.4,383.0,370.6,-17.6,-15.0,-27.4,True,False
Netherlands,6076,6080.9,6112.0,6063.8,4.9,36.0,-12.2,False,False
Norway,242,239.7,240.0,231.3,-2.3,-2.0,-10.7,True,False
Panama,429,441.9,434.0,460.4,12.9,5.0,31.4,True,False
Peru,6308,6287.0,6353.0,,-21.0,45.0,,False,
Philippines,1074,1042.4,1046.0,1109.7,-31.6,-28.0,35.7,True,False
Poland,1237,1236.7,1218.0,1169.1,-0.3,-19.0,-67.9,False,False
Portugal,1512,1538.1,1526.0,1631.2,26.1,14.0,119.2,True,False
Romania,1394,1390.4,1386.0,1355.5,-3.6,-8.0,-38.5,False,False
Russia,6819,6843.6,6827.0,7379.1,24.6,8.0,560.1,True,False
Serbia,253,254.1,255.0,287.4,1.1,2.0,34.4,False,False
Slovakia,28,28.0,28.0,28.3,0.0,0.0,0.3,True,False
Slovenia,109,109.9,110.0,111.5,0.9,1.0,2.5,False,False
South Korea,277,274.7,277.0,292.4,-2.3,0.0,15.4,True,False
Spain,27136,27143.7,27303.0,26946.6,7.7,167.0,-189.4,False,False
Sweden,5120,4885.3,4920.0,5250.0,-234.7,-200.0,130.0,True,True
Switzerland,1938,1921.9,1933.0,1931.9,-16.1,-5.0,-6.1,True,True
Turkey,4792,4822.3,4806.0,4835.5,30.3,14.0,43.5,True,False
Ukraine,890,871.4,884.0,890.2,-18.6,-6.0,0.2,True,True
United Kingdom,39424,42385.6,41685.0,41076.3,2961.6,2261.0,1652.3,True,True
