,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01091,342,576.0,,523.8,,439.0,0.0,,,,,507.1,334.7,,,414.0,,662.7,,290.2,,,788.0,379.9,94.6,,464.0,227.8,,,,,,,,,443.7,234.0,,181.8,,97.0,-342.0,,,,,165.1,-7.3,,,72.0,,320.7,,-51.8,,,446.0,37.9,-247.4,,122.0,-114.2,,,,,,,,,101.7,,True,,True,False,,,,,True,True,,,True,,False,,True,,,False,True,False,,True,True,,,,,,,,,True
01093,541,596.0,,593.3,,574.0,561.0,,,,,550.3,412.1,,,717.0,,624.1,,403.2,452.0,,936.0,439.4,81.9,,616.0,644.2,,,,,,,,,489.4,55.0,,52.3,,33.0,20.0,,,,,9.3,-128.9,,,176.0,,83.1,,-137.8,-89.0,,395.0,-101.6,-459.1,,75.0,103.2,,,,,,,,,-51.6,,True,,True,True,,,,,True,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,,,True
01095,1589,2028.0,,2104.0,,1437.0,1298.0,,,,,2155.6,1395.1,,1441.5,2753.0,,972.2,,1548.6,761.0,,2208.5,1096.0,279.6,,2091.0,1426.0,,,,,1157.6,,,,1667.5,439.0,,515.0,,-152.0,-291.0,,,,,566.6,-193.9,,-147.5,1164.0,,-616.8,,-40.4,-828.0,,619.5,-493.0,-1309.4,,502.0,-163.0,,,,,-431.4,,,,78.5,,False,,True,True,,,,,False,True,,True,False,,False,,True,False,,False,False,False,,False,True,,,,,True,,,,True
01097,6767,5776.0,,5665.5,6848.8,5771.0,4591.0,,,,,5488.8,4550.5,,8211.6,6933.0,,4233.2,,4658.1,4204.0,,6431.0,5877.5,0.6,,6665.0,5996.7,,,,,4333.6,9977.0,,,6315.8,-991.0,,-1101.5,81.8,-996.0,-2176.0,,,,,-1278.2,-2216.5,,1444.6,166.0,,-2533.8,,-2108.9,-2563.0,,-336.0,-889.5,-6766.4,,-102.0,-770.3,,,,,-2433.4,3210.0,,,-451.2,,False,True,False,False,,,,,False,False,,False,True,,False,,False,False,,True,True,False,,True,True,,,,,False,False,,,True
01099,416,320.0,,342.0,,331.0,341.0,,,,,332.3,246.2,,,369.0,,638.8,,263.0,,,728.0,243.4,49.1,,379.0,300.0,,,,,,,,,235.1,-96.0,,-74.0,,-85.0,-75.0,,,,,-83.7,-169.8,,,-47.0,,222.8,,-153.0,,,312.0,-172.6,-366.9,,-37.0,-116.0,,,,,,,,,-180.9,,True,,True,True,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
01101,4435,2972.0,,3055.2,,3105.0,2087.0,,,,,3701.3,2365.2,,4555.4,3642.0,,4152.2,,2437.4,2788.5,,4241.5,2930.2,855.8,,3794.0,2835.5,,,,,3181.9,2072.0,,,4229.4,-1463.0,,-1379.8,,-1330.0,-2348.0,,,,,-733.7,-2069.8,,120.4,-793.0,,-282.8,,-1997.6,-1646.5,,-193.5,-1504.8,-3579.2,,-641.0,-1599.5,,,,,-1253.1,-2363.0,,,-205.6,,True,,True,False,,,,,True,False,,True,True,,True,,False,False,,True,False,False,,True,False,,,,,True,False,,,True
01103,2470,3392.0,,3129.8,,2651.0,2664.0,,,,,2719.2,2433.6,,,3313.0,,2289.9,,1780.3,2154.0,,3845.0,2281.0,990.4,,3168.0,2274.6,,,,,1587.1,,,,3059.6,922.0,,659.8,,181.0,194.0,,,,,249.2,-36.4,,,843.0,,-180.1,,-689.7,-316.0,,1375.0,-189.0,-1479.6,,698.0,-195.4,,,,,-882.9,,,,589.6,,True,,True,True,,,,,True,True,,,True,,True,,True,True,,False,True,False,,True,True,,,,,True,,,,True
01105,179,152.0,,153.9,,149.0,0.0,,,,,199.6,95.6,,,132.0,,279.0,,108.2,,,291.0,128.4,0.0,,171.0,164.7,,,,,,,,,137.8,-27.0,,-25.1,,-30.0,-179.0,,,,,20.6,-83.4,,,-47.0,,100.0,,-70.8,,,112.0,-50.6,-179.0,,-8.0,-14.3,,,,,,,,,-41.2,,True,,False,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,True,True,,,,,,,,,False
01107,341,408.0,,353.6,,380.0,258.0,,,,,393.9,299.1,,,421.0,,689.3,,273.1,,,529.0,364.0,73.9,,390.0,377.9,,,,,,,,,343.3,67.0,,12.6,,39.0,-83.0,,,,,52.9,-41.9,,,80.0,,348.3,,-67.9,,,188.0,23.0,-267.1,,49.0,36.9,,,,,,,,,2.3,,True,,True,False,,,,,True,True,,,False,,False,,False,,,False,True,False,,True,True,,,,,,,,,True
01109,728,332.0,,330.6,,336.0,338.0,,,,,470.7,300.4,,,541.0,,282.5,,257.0,345.5,,427.0,291.8,94.2,,494.0,360.0,,,,,,,,,225.7,-396.0,,-397.4,,-392.0,-390.0,,,,,-257.3,-427.6,,,-187.0,,-445.5,,-471.0,-382.5,,-301.0,-436.2,-633.8,,-234.0,-368.0,,,,,,,,,-502.3,,False,,True,True,,,,,True,False,,,True,,False,,False,True,,True,False,False,,True,True,,,,,,,,,False
01111,247,168.0,,167.7,,166.0,96.0,,,,,267.5,197.9,,,459.0,,107.6,,121.3,,,186.0,157.9,40.4,,348.0,210.3,,,,,,,,,103.1,-79.0,,-79.3,,-81.0,-151.0,,,,,20.5,-49.1,,,212.0,,-139.4,,-125.7,,,-61.0,-89.1,-206.6,,101.0,-36.7,,,,,,,,,-143.9,,False,,False,False,,,,,True,True,,,False,,False,,False,,,True,False,False,,False,True,,,,,,,,,False
01113,863,408.0,,401.7,,423.0,359.0,,,,,675.8,531.0,,,949.0,,254.0,,386.7,565.0,,438.5,424.9,0.0,,654.0,554.5,,,,,402.5,,,,37.6,-455.0,,-461.3,,-440.0,-504.0,,,,,-187.2,-332.0,,,86.0,,-609.0,,-476.3,-298.0,,-424.5,-438.1,-863.0,,-209.0,-308.5,,,,,-460.5,,,,-825.4,,False,,True,False,,,,,True,True,,,True,,False,,False,True,,True,True,False,,True,True,,,,,False,,,,False
01115,1615,1884.0,,1846.7,,1602.0,1750.0,,,,,1629.4,1425.5,,,1775.0,,1295.2,,1087.0,889.5,,2007.0,1288.3,349.7,,1779.0,,,,,,874.2,,,,2322.3,269.0,,231.7,,-13.0,135.0,,,,,14.4,-189.5,,,160.0,,-319.8,,-528.0,-725.5,,392.0,-326.7,-1265.3,,164.0,,,,,,-740.8,,,,707.3,,True,,True,True,,,,,True,True,,,True,,False,,False,False,,False,False,False,,True,,,,,,False,,,,False
01117,4368,4468.0,,4820.7,,3913.0,3848.0,,,,,3825.9,3451.8,,4693.9,4751.0,,3161.3,,3471.1,3333.0,,4459.0,3694.1,1280.6,,4320.0,3637.7,,,,,2557.6,3076.0,,,3696.3,100.0,,452.7,,-455.0,-520.0,,,,,-542.1,-916.2,,325.9,383.0,,-1206.7,,-896.9,-1035.0,,91.0,-673.9,-3087.4,,-48.0,-730.3,,,,,-1810.4,-1292.0,,,-671.7,,False,,False,False,,,,,False,False,,False,False,,False,,False,False,,True,False,False,,True,False,,,,,False,False,,,False
01119,93,312.0,,321.1,,255.0,394.0,,,,,230.8,170.5,,,197.0,,776.4,,205.2,,,545.0,194.7,35.8,,251.0,183.2,,,,,,,,,293.4,219.0,,228.1,,162.0,301.0,,,,,137.8,77.5,,,104.0,,683.4,,112.2,,,452.0,101.7,-57.2,,158.0,90.2,,,,,,,,,200.4,,False,,True,False,,,,,True,True,,,True,,False,,True,,,False,True,True,,True,True,,,,,,,,,True
01121,1528,1164.0,,1104.5,,1086.0,230.0,,,,,1213.5,993.4,,,1819.0,,700.6,,739.7,965.5,,1383.0,758.7,199.5,,1401.0,1442.3,,,,,1116.3,,,,818.9,-364.0,,-423.5,,-442.0,-1298.0,,,,,-314.5,-534.6,,,291.0,,-827.4,,-788.3,-562.5,,-145.0,-769.3,-1328.5,,-127.0,-85.7,,,,,-411.7,,,,-709.1,,False,,False,False,,,,,True,False,,,True,,False,,False,False,,True,False,False,,True,True,,,,,False,,,,False
01123,857,520.0,,566.6,,387.0,18.0,,,,,515.5,524.0,,,734.0,,227.0,,414.4,354.0,,392.0,379.4,53.3,,724.0,596.4,,,,,264.8,,,,334.8,-337.0,,-290.4,,-470.0,-839.0,,,,,-341.5,-333.0,,,-123.0,,-630.0,,-442.6,-503.0,,-465.0,-477.6,-803.7,,-133.0,-260.6,,,,,-592.2,,,,-522.2,,True,,False,False,,,,,False,True,,,True,,False,,False,False,,False,False,False,,True,True,,,,,False,,,,False
01125,3808,4476.0,,4590.5,,4139.0,4180.0,,,,,4223.2,2515.6,,4804.6,4832.0,,3806.1,,3109.5,2857.0,,5842.0,3194.6,1849.0,,4382.0,4322.9,,,,,3637.8,2085.0,,,4545.7,668.0,,782.5,,331.0,372.0,,,,,415.2,-1292.4,,996.6,1024.0,,-1.9,,-698.5,-951.0,,2034.0,-613.4,-1959.0,,574.0,514.9,,,,,-170.2,-1723.0,,,737.7,,False,,True,True,,,,,True,False,,False,False,,True,,False,False,,False,True,False,,True,True,,,,,True,False,,,False
01127,1006,1292.0,,1337.6,,986.0,752.0,,,,,1294.0,1047.9,,,1663.0,,842.6,,684.7,470.0,,1382.5,919.7,138.9,,1423.0,1185.5,,,,,880.9,,,,701.3,286.0,,331.6,,-20.0,-254.0,,,,,288.0,41.9,,,657.0,,-163.4,,-321.3,-536.0,,376.5,-86.3,-867.1,,417.0,179.5,,,,,-125.1,,,,-304.7,,False,,True,True,,,,,False,True,,,False,,True,,False,False,,False,True,False,,False,True,,,,,True,,,,False
01129,268,252.0,,252.2,,259.0,0.0,,,,,257.3,193.1,,,379.0,,405.4,,166.2,,,504.0,214.0,0.0,,298.0,288.9,,,,,,,,,489.1,-16.0,,-15.8,,-9.0,-268.0,,,,,-10.7,-74.9,,,111.0,,137.4,,-101.8,,,236.0,-54.0,-268.0,,30.0,20.9,,,,,,,,,221.1,,True,,True,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
01131,229,160.0,,224.1,,158.0,23.0,,,,,235.7,103.0,,,117.0,,211.5,,132.3,,,172.0,108.7,0.0,,194.0,185.2,,,,,,,,,124.3,-69.0,,-4.9,,-71.0,-206.0,,,,,6.7,-126.0,,,-112.0,,-17.5,,-96.7,,,-57.0,-120.3,-229.0,,-35.0,-43.8,,,,,,,,,-104.7,,True,,False,False,,,,,True,False,,,False,,True,,False,,,True,False,False,,True,True,,,,,,,,,False
01133,458,604.0,,636.5,,438.0,262.0,,,,,490.7,369.9,,,626.0,,226.2,,315.4,,,517.5,423.7,87.9,,531.0,445.7,,,,,,,,,360.4,146.0,,178.5,,-20.0,-196.0,,,,,32.7,-88.1,,,168.0,,-231.8,,-142.6,,,59.5,-34.3,-370.1,,73.0,-12.3,,,,,,,,,-97.6,,False,,True,False,,,,,True,True,,,False,,False,,True,,,True,True,False,,True,True,,,,,,,,,True
02013,32,0.0,,3.2,,0.0,0.0,,,,,6.0,13.5,,,,,0.0,,1.5,,,16.0,0.3,,,20.0,7.3,,,,,,,,,3.1,-32.0,,-28.8,,-32.0,-32.0,,,,,-26.0,-18.5,,,,,-32.0,,-30.5,,,-16.0,-31.7,,,-12.0,-24.7,,,,,,,,,-28.9,,True,,False,False,,,,,True,True,,,,,True,,True,,,True,True,,,True,True,,,,,,,,,True
02016,108,64.0,,49.8,,41.0,,,,,,66.1,92.3,,,,,16.0,,164.9,,,18.0,63.3,0.0,,51.0,38.9,,,,,,,,,16.5,-44.0,,-58.2,,-67.0,,,,,,-41.9,-15.7,,,,,-92.0,,56.9,,,-90.0,-44.7,-108.0,,-57.0,-69.1,,,,,,,,,-91.5,,False,,False,,,,,,True,True,,,,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
02020,2673,3364.0,,3153.6,3254.6,2649.0,1302.0,,,,,3790.1,2424.8,,2103.1,,,1695.8,,2181.5,4019.0,,3453.5,2288.4,0.1,,2459.0,4212.0,,,,,6113.6,1149.0,,,1207.9,691.0,,480.6,581.6,-24.0,-1371.0,,,,,1117.1,-248.2,,-569.9,,,-977.2,,-491.5,1346.0,,780.5,-384.6,-2672.9,,-214.0,1539.0,,,,,3440.6,-1524.0,,,-1465.1,,True,True,True,False,,,,,False,True,,True,,,False,,True,False,,False,True,False,,True,False,,,,,False,False,,,False
02050,1004,364.0,,368.2,,283.0,,,,,,416.1,296.1,,,,,128.4,,188.6,,,205.5,259.2,0.0,,301.0,516.4,,,,,,,,,355.7,-640.0,,-635.8,,-721.0,,,,,,-587.9,-707.9,,,,,-875.6,,-815.4,,,-798.5,-744.8,-1004.0,,-703.0,-487.6,,,,,,,,,-648.3,,True,,False,,,,,,True,False,,,,,False,,False,,,False,False,False,,False,True,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,13.3,0.8,,,,,0.0,,0.0,,,,0.0,,,5.0,0.2,,,,,,,,,3.7,0.0,,0.0,,0.0,0.0,,,,,13.3,0.8,,,,,0.0,,0.0,,,,0.0,,,5.0,0.2,,,,,,,,,3.7,,True,,True,True,,,,,False,False,,,,,True,,True,,,,False,,,False,False,,,,,,,,,False
02068,4,0.0,,0.4,,4.0,0.0,,,,,9.5,14.9,,,,,4.4,,8.0,,,16.0,1.4,,,9.0,,,,,,,,,,4.8,-4.0,,-3.6,,0.0,-4.0,,,,,5.5,10.9,,,,,0.4,,4.0,,,12.0,-2.6,,,5.0,,,,,,,,,,0.8,,True,,True,False,,,,,False,False,,,,,True,,False,,,False,True,,,False,,,,,,,,,,True
02070,49,16.0,,16.3,,9.0,0.0,,,,,16.5,40.9,,,,,3.3,,8.6,,,24.0,6.0,0.0,,40.0,17.0,,,,,,,,,5.6,-33.0,,-32.7,,-40.0,-49.0,,,,,-32.5,-8.1,,,,,-45.7,,-40.4,,,-25.0,-43.0,-49.0,,-9.0,-32.0,,,,,,,,,-43.4,,True,,False,False,,,,,True,True,,,,,False,,False,,,True,False,False,,True,True,,,,,,,,,False
02090,998,728.0,,709.8,,699.0,376.0,,,,,1034.7,968.3,,,,,535.7,,581.6,703.5,,1004.0,720.2,0.0,,824.0,837.2,,,,,626.9,,,,1062.7,-270.0,,-288.2,,-299.0,-622.0,,,,,36.7,-29.7,,,,,-462.3,,-416.4,-294.5,,6.0,-277.8,-998.0,,-174.0,-160.8,,,,,-371.1,,,,64.7,,False,,False,False,,,,,True,True,,,,,False,,False,False,,True,False,False,,True,True,,,,,False,,,,True
02100,2,0.0,,2.1,,4.0,0.0,,,,,0.9,6.7,,,,,9.8,,8.8,,,4.0,0.3,,,23.0,11.0,,,,,,,,,3.5,-2.0,,0.1,,2.0,-2.0,,,,,-1.1,4.7,,,,,7.8,,6.8,,,2.0,-1.7,,,21.0,9.0,,,,,,,,,1.5,,True,,False,False,,,,,True,False,,,,,False,,False,,,False,True,,,False,False,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.6,,,,,0.0,,0.0,,,,0.1,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.6,,,,,0.0,,0.0,,,,0.1,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,True,,True,,,,False,,,,,,,,,,,,,
02110,104,168.0,,155.8,,122.0,40.0,,,,,195.8,251.8,,,,,52.7,,115.7,230.5,,72.0,107.9,0.0,,139.0,178.4,,,,,,,,,147.2,64.0,,51.8,,18.0,-64.0,,,,,91.8,147.8,,,,,-51.3,,11.7,126.5,,-32.0,3.9,-104.0,,35.0,74.4,,,,,,,,,43.2,,True,,True,False,,,,,False,False,,,,,True,,True,False,,True,True,False,,True,False,,,,,,,,,True
02122,300,520.0,,537.5,,409.0,325.0,,,,,742.0,676.7,,,,,181.6,,272.4,,,400.0,383.8,0.0,,560.0,605.8,,,,,333.6,,,,217.0,220.0,,237.5,,109.0,25.0,,,,,442.0,376.7,,,,,-118.4,,-27.6,,,100.0,83.8,-300.0,,260.0,305.8,,,,,33.6,,,,-83.0,,False,,True,True,,,,,False,False,,,,,True,,True,,,True,True,False,,False,False,,,,,True,,,,True
02130,41,12.0,,12.4,,8.0,0.0,,,,,37.5,73.0,,,,,4.5,,26.6,,,8.0,13.5,0.0,,56.0,,,,,,,,,,5.7,-29.0,,-28.6,,-33.0,-41.0,,,,,-3.5,32.0,,,,,-36.5,,-14.4,,,-33.0,-27.5,-41.0,,15.0,,,,,,,,,,-35.3,,True,,False,False,,,,,True,False,,,,,False,,True,,,False,True,False,,True,,,,,,,,,,False
02150,134,356.0,,372.2,,197.0,,,,,,272.6,324.0,,,,,162.6,,222.8,,,185.0,177.1,0.0,,217.0,103.9,,,,,,,,,355.3,222.0,,238.2,,63.0,,,,,,138.6,190.0,,,,,28.6,,88.8,,,51.0,43.1,-134.0,,83.0,-30.1,,,,,,,,,221.3,,False,,True,,,,,,True,True,,,,,True,,True,,,True,True,True,,True,True,,,,,,,,,True
02158,387,76.0,,28.3,,45.0,0.0,,,,,,81.3,,,,,83.6,,110.1,,,13.0,40.8,,,,,,,,,,,,,,-311.0,,-358.7,,-342.0,-387.0,,,,,,-305.7,,,,,-303.4,,-276.9,,,-374.0,-346.2,,,,,,,,,,,,,,,False,,False,False,,,,,,True,,,,,True,,True,,,False,False,,,,,,,,,,,,,
02164,17,0.0,,0.0,,0.0,0.0,,,,,0.0,6.2,,,,,4.1,,5.1,,,16.0,,0.0,,17.0,7.9,,,,,,,,,1.4,-17.0,,-17.0,,-17.0,-17.0,,,,,-17.0,-10.8,,,,,-12.9,,-11.9,,,-1.0,,-17.0,,0.0,-9.1,,,,,,,,,-15.6,,False,,False,False,,,,,True,True,,,,,True,,True,,,True,,False,,True,True,,,,,,,,,True
02170,1237,1096.0,,494.2,,686.0,742.0,,,,,1416.2,956.5,,,,,212.8,,594.8,271.5,,461.0,719.8,0.0,,907.0,1217.7,,,,,1276.5,,,,1184.2,-141.0,,-742.8,,-551.0,-495.0,,,,,179.2,-280.5,,,,,-1024.2,,-642.2,-965.5,,-776.0,-517.2,-1237.0,,-330.0,-19.3,,,,,39.5,,,,-52.8,,False,,False,False,,,,,False,False,,,,,False,,False,False,,False,False,False,,False,True,,,,,True,,,,True
02180,35,24.0,,23.4,,22.0,,,,,,49.5,76.7,,,,,1.2,,25.8,,,0.0,23.1,0.0,,60.0,36.8,,,,,,,,,40.8,-11.0,,-11.6,,-13.0,,,,,,14.5,41.7,,,,,-33.8,,-9.2,,,-35.0,-11.9,-35.0,,25.0,1.8,,,,,,,,,5.8,,False,,False,,,,,,False,False,,,,,False,,True,,,False,False,False,,False,True,,,,,,,,,True
02185,185,180.0,,186.9,,138.0,,,,,,190.0,225.4,,,,,104.1,,181.5,,,146.0,114.2,0.0,,117.0,272.1,,,,,,,,,164.7,-5.0,,1.9,,-47.0,,,,,,5.0,40.4,,,,,-80.9,,-3.5,,,-39.0,-70.8,-185.0,,-68.0,87.1,,,,,,,,,-20.3,,True,,False,,,,,,True,False,,,,,False,,True,,,False,False,False,,False,False,,,,,,,,,False
02188,160,44.0,,41.4,,24.0,,,,,,78.4,90.5,,,,,6.3,,28.3,,,4.0,21.0,0.0,,74.0,48.9,,,,,,,,,20.8,-116.0,,-118.6,,-136.0,,,,,,-81.6,-69.5,,,,,-153.7,,-131.7,,,-156.0,-139.0,-160.0,,-86.0,-111.1,,,,,,,,,-139.2,,False,,False,,,,,,True,True,,,,,False,,False,,,False,False,False,,True,True,,,,,,,,,False
02195,18,4.0,,2.9,,3.0,0.0,,,,,1.1,15.3,,,,,0.1,,3.2,,,4.0,0.8,,,13.0,,,,,,,,,,,-14.0,,-15.1,,-15.0,-18.0,,,,,-16.9,-2.7,,,,,-17.9,,-14.8,,,-14.0,-17.2,,,-5.0,,,,,,,,,,,,False,,False,False,,,,,False,True,,,,,False,,False,,,False,False,,,True,,,,,,,,,,
02198,6,12.0,,10.9,,5.0,0.0,,,,,18.1,27.8,,,,,4.9,,25.0,,,3.0,4.4,,,,,,,,,,,,,,6.0,,4.9,,-1.0,-6.0,,,,,12.1,21.8,,,,,-1.1,,19.0,,,-3.0,-1.6,,,,,,,,,,,,,,,True,,True,False,,,,,False,False,,,,,True,,False,,,True,True,,,,,,,,,,,,,
02220,30,52.0,,42.2,,28.0,0.0,,,,,50.1,98.5,,,,,13.2,,36.1,,,26.0,37.0,0.0,,63.0,29.5,,,,,,,,,33.9,22.0,,12.2,,-2.0,-30.0,,,,,20.1,68.5,,,,,-16.8,,6.1,,,-4.0,7.0,-30.0,,33.0,-0.5,,,,,,,,,3.9,,True,,True,False,,,,,True,False,,,,,True,,True,,,True,True,False,,False,True,,,,,,,,,True
02230,1,4.0,,4.9,,4.0,0.0,,,,,2.8,6.8,,,,,0.0,,9.3,,,4.0,2.4,,,,,,,,,,,,,,3.0,,3.9,,3.0,-1.0,,,,,1.8,5.8,,,,,-1.0,,8.3,,,3.0,1.4,,,,,,,,,,,,,,,False,,False,True,,,,,True,False,,,,,True,,False,,,False,True,,,,,,,,,,,,,
02240,27,76.0,,77.7,,54.0,,,,,,71.1,82.2,,,,,23.7,,30.9,,,36.0,48.0,0.0,,60.0,50.9,,,,,,,,,89.0,49.0,,50.7,,27.0,,,,,,44.1,55.2,,,,,-3.3,,3.9,,,9.0,21.0,-27.0,,33.0,23.9,,,,,,,,,62.0,,False,,True,,,,,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,,,,,,False
02261,81,68.0,,72.2,,36.0,,,,,,63.6,75.6,,,,,20.4,,52.6,,,14.0,35.9,0.0,,67.0,31.1,,,,,,,,,60.9,-13.0,,-8.8,,-45.0,,,,,,-17.4,-5.4,,,,,-60.6,,-28.4,,,-67.0,-45.1,-81.0,,-14.0,-49.9,,,,,,,,,-20.1,,True,,False,,,,,,False,True,,,,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
02275,2,0.0,,0.3,,0.0,0.0,,,,,3.0,6.0,,,,,2.4,,10.1,,,4.0,0.9,,,,,,,,,,,,,,-2.0,,-1.7,,-2.0,-2.0,,,,,1.0,4.0,,,,,0.4,,8.1,,,2.0,-1.1,,,,,,,,,,,,,,,True,,False,False,,,,,True,False,,,,,True,,False,,,False,True,,,,,,,,,,,,,
02282,13,0.0,,0.4,,0.0,0.0,,,,,,4.2,,,,,0.0,,1.2,,,8.0,0.2,,,4.0,,,,,,,,,,1.5,-13.0,,-12.6,,-13.0,-13.0,,,,,,-8.8,,,,,-13.0,,-11.8,,,-5.0,-12.8,,,-9.0,,,,,,,,,,-11.5,,True,,False,False,,,,,,True,,,,,True,,True,,,True,True,,,True,,,,,,,,,,True
02290,54,0.0,,0.0,,5.0,0.0,,,,,43.7,36.7,,,,,17.6,,22.3,,,4.0,12.7,0.0,,51.0,,,,,,,,,,9.1,-54.0,,-54.0,,-49.0,-54.0,,,,,-10.3,-17.3,,,,,-36.4,,-31.7,,,-50.0,-41.3,-54.0,,-3.0,,,,,,,,,,-44.9,,False,,True,False,,,,,True,True,,,,,True,,True,,,True,True,False,,True,,,,,,,,,,True
04001,1708,1596.0,,1736.8,,1328.0,1621.0,,,,,1539.7,1127.9,,,1459.0,,718.3,,1110.9,1471.0,,939.0,858.7,0.0,,1448.0,1600.0,,,,,897.0,,,,892.2,-112.0,,28.8,,-380.0,-87.0,,,,,-168.3,-580.1,,,-249.0,,-989.7,,-597.1,-237.0,,-769.0,-849.3,-1708.0,,-260.0,-108.0,,,,,-811.0,,,,-815.8,,True,,False,True,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,True,,,,,False,,,,False
04003,3034,4256.0,,4265.1,,3388.0,3224.0,,,,,2366.9,3802.1,,,1949.0,,3514.3,,3376.5,3697.0,,4288.0,3038.0,1311.7,,3266.0,3463.3,,,,,3355.2,,,,7224.6,1222.0,,1231.1,,354.0,190.0,,,,,-667.1,768.1,,,-1085.0,,480.3,,342.5,663.0,,1254.0,4.0,-1722.3,,232.0,429.3,,,,,321.2,,,,4190.6,,False,,True,True,,,,,True,True,,,True,,True,,True,True,,False,True,False,,True,True,,,,,True,,,,False
04005,3956,3256.0,,3368.1,,2872.0,2707.0,,,,,2504.4,2894.4,,3206.0,2077.0,,2256.8,,2301.8,3075.0,,3399.0,2401.3,1608.2,,2771.0,3140.0,,,,,1761.9,2413.0,,,3083.9,-700.0,,-587.9,,-1084.0,-1249.0,,,,,-1451.6,-1061.6,,-750.0,-1879.0,,-1699.2,,-1654.2,-881.0,,-557.0,-1554.7,-2347.8,,-1185.0,-816.0,,,,,-2194.1,-1543.0,,,-872.1,,True,,False,False,,,,,False,False,,False,False,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
