,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01089,13304,11417.0,,,,9738.0,,11260.3,,13854.5,14922.0,,-1887.0,,,,-3566.0,,-2043.7,,550.5,1618.0,,,,,False,,False,,True,True,
01091,790,539.0,,,,444.0,,859.4,,,,,-251.0,,,,-346.0,,69.4,,,,,,,,False,,True,,,,
01093,1001,896.0,,,,972.0,,1141.2,,,,,-105.0,,,,-29.0,,140.2,,,,,,,,True,,False,,,,
01095,3357,5537.0,,,,3294.0,,5107.7,,2221.8,,,2180.0,,,,-63.0,,1750.7,,-1135.2,,,,,,True,,True,,True,,
01097,10671,6335.0,,,,7253.0,,4580.1,,5789.1,9498.0,,-4336.0,,,,-3418.0,,-6090.9,,-4881.9,-1173.0,,,,,True,,False,,False,True,
01099,665,462.0,,,,432.0,,834.7,,,,,-203.0,,,,-233.0,,169.7,,,,,,,,False,,True,,,,
01101,6954,4039.0,,,,3720.0,,2627.5,,3155.9,6861.0,,-2915.0,,,,-3234.0,,-4326.5,,-3798.1,-93.0,,,,,False,,False,,False,True,
01103,5082,6202.0,,,,4193.0,,5564.2,,6321.1,,,1120.0,,,,-889.0,,482.2,,1239.1,,,,,,True,,True,,False,,
01105,297,126.0,,,,174.0,,74.7,,,,,-171.0,,,,-123.0,,-222.3,,,,,,,,True,,False,,,,
01107,691,497.0,,,,482.0,,451.0,,,,,-194.0,,,,-209.0,,-240.0,,,,,,,,False,,False,,,,
01109,964,518.0,,,,570.0,,321.6,,,,,-446.0,,,,-394.0,,-642.4,,,,,,,,True,,False,,,,
01111,372,378.0,,,,514.0,,248.1,,,,,6.0,,,,142.0,,-123.9,,,,,,,,False,,False,,,,
01113,1196,917.0,,,,1043.0,,1593.4,,639.8,,,-279.0,,,,-153.0,,397.4,,-556.2,,,,,,True,,False,,False,,
01115,3075,3766.0,,,,2096.0,,7596.1,,2503.8,,,691.0,,,,-979.0,,4521.1,,-571.2,,,,,,False,,False,,True,,
01117,7798,7945.0,,,,4683.0,,6805.9,,7458.6,12030.0,,147.0,,,,-3115.0,,-992.1,,-339.4,4232.0,,,,,False,,False,,False,False,
01119,298,217.0,,,,221.0,,89.8,,,,,-81.0,,,,-77.0,,-208.2,,,,,,,,True,,False,,,,
01121,2534,2779.0,,,,2001.0,,4485.3,,2336.5,,,245.0,,,,-533.0,,1951.3,,-197.5,,,,,,False,,False,,True,,
01123,1222,1155.0,,,,734.0,,1239.4,,,,,-67.0,,,,-488.0,,17.4,,,,,,,,False,,True,,,,
01125,7427,7112.0,,,,5529.0,,6410.8,,4145.5,17821.0,,-315.0,,,,-1898.0,,-1016.2,,-3281.5,10394.0,,,,,False,,False,,False,False,
01127,2078,2051.0,,,,2227.0,,2138.7,,1148.5,,,-27.0,,,,149.0,,60.7,,-929.5,,,,,,False,,False,,False,,
01129,473,224.0,,,,468.0,,89.3,,,,,-249.0,,,,-5.0,,-383.7,,,,,,,,True,,False,,,,
01131,417,189.0,,,,142.0,,157.4,,,,,-228.0,,,,-275.0,,-259.6,,,,,,,,False,,False,,,,
01133,864,994.0,,,,946.0,,1215.9,,,,,130.0,,,,82.0,,351.9,,,,,,,,True,,False,,,,
02013,34,56.0,,,,,,561.1,,,,,22.0,,,,,,527.1,,,,,,,,,,False,,,,
02016,181,28.0,,,,,,102.8,,,,,-153.0,,,,,,-78.2,,,,,,,,,,True,,,,
02020,6850,12320.0,,,,,,3879.7,,12028.7,10351.0,,5470.0,,,,,,-2970.3,,5178.7,3501.0,,,,,,,True,,True,True,
02050,1473,1771.0,,,,,,917.3,,,,,298.0,,,,,,-555.7,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02068,18,28.0,,,,,,54.8,,,,,10.0,,,,,,36.8,,,,,,,,,,False,,,,
02070,59,49.0,,,,,,7.8,,,,,-10.0,,,,,,-51.2,,,,,,,,,,False,,,,
02090,2052,2303.0,,,,,,513.9,,1492.3,,,251.0,,,,,,-1538.1,,-559.7,,,,,,,,False,,False,,
02100,7,7.0,,,,,,7.5,,,,,0.0,,,,,,0.5,,,,,,,,,,False,,,,
02105,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02110,226,441.0,,,,,,154.3,,,,,215.0,,,,,,-71.7,,,,,,,,,,True,,,,
02122,939,2856.0,,,,,,1843.4,,819.5,,,1917.0,,,,,,904.4,,-119.5,,,,,,,,True,,True,,
02130,61,119.0,,,,,,11.3,,,,,58.0,,,,,,-49.7,,,,,,,,,,True,,,,
02150,591,1148.0,,,,,,4156.3,,,,,557.0,,,,,,3565.3,,,,,,,,,,False,,,,
02158,620,315.0,,,,,,63.9,,,,,-305.0,,,,,,-556.1,,,,,,,,,,False,,,,
02164,28,28.0,,,,,,3.1,,,,,0.0,,,,,,-24.9,,,,,,,,,,False,,,,
02170,2616,10269.0,,,,,,47395.7,,5229.8,,,7653.0,,,,,,44779.7,,2613.8,,,,,,,,False,,True,,
02180,60,147.0,,,,,,454.3,,,,,87.0,,,,,,394.3,,,,,,,,,,False,,,,
02185,435,651.0,,,,,,1140.0,,,,,216.0,,,,,,705.0,,,,,,,,,,False,,,,
02188,188,105.0,,,,,,43.4,,,,,-83.0,,,,,,-144.6,,,,,,,,,,False,,,,
02195,22,14.0,,,,,,18.5,,,,,-8.0,,,,,,-3.5,,,,,,,,,,True,,,,
02198,18,56.0,,,,,,92.4,,,,,38.0,,,,,,74.4,,,,,,,,,,False,,,,
02220,76,280.0,,,,,,291.5,,,,,204.0,,,,,,215.5,,,,,,,,,,False,,,,
02230,6,14.0,,,,,,130.7,,,,,8.0,,,,,,124.7,,,,,,,,,,False,,,,
02240,101,329.0,,,,,,211.5,,,,,228.0,,,,,,110.5,,,,,,,,,,True,,,,
02261,131,182.0,,,,,,104.3,,,,,51.0,,,,,,-26.7,,,,,,,,,,True,,,,
02275,6,14.0,,,,,,31.9,,,,,8.0,,,,,,25.9,,,,,,,,,,False,,,,
02282,15,14.0,,,,,,3.9,,,,,-1.0,,,,,,-11.1,,,,,,,,,,False,,,,
02290,80,77.0,,,,,,145.1,,,,,-3.0,,,,,,65.1,,,,,,,,,,False,,,,
04001,3077,3332.0,,,,3317.0,,2454.5,,2322.9,,,255.0,,,,240.0,,-622.5,,-754.1,,,,,,True,,False,,False,,
04003,5834,4592.0,,,,2080.0,,7293.5,,3559.2,,,-1242.0,,,,-3754.0,,1459.5,,-2274.8,,,,,,False,,False,,False,,
04005,6541,4480.0,,,,3416.0,,2280.3,,2687.2,8200.0,,-2061.0,,,,-3125.0,,-4260.7,,-3853.8,1659.0,,,,,False,,False,,False,True,
04007,2442,2443.0,,,,1442.0,,3249.0,,1828.6,,,1.0,,,,-1000.0,,807.0,,-613.4,,,,,,False,,False,,False,,
04009,2439,1274.0,,,,990.0,,745.6,,520.7,,,-1165.0,,,,-1449.0,,-1693.4,,-1918.3,,,,,,False,,False,,False,,
04011,223,476.0,,,,213.0,,1283.0,,,,,253.0,,,,-10.0,,1060.0,,,,,,,,True,,False,,,,
04012,1171,987.0,,,,627.0,,1649.4,,,,,-184.0,,,,-544.0,,478.4,,,,,,,,False,,False,,,,
04013,218649,154833.0,,,,115732.0,,337498.8,,170890.5,359615.0,,-63816.0,,,,-102917.0,,118849.8,,-47758.5,140966.0,,,,,False,,False,,True,False,
04015,10988,6706.0,,,,5084.0,,13186.5,,4887.5,14793.0,,-4282.0,,,,-5904.0,,2198.5,,-6100.5,3805.0,,,,,False,,True,,False,True,
04017,5190,4704.0,,,,4337.0,,3819.3,,4802.3,,,-486.0,,,,-853.0,,-1370.7,,-387.7,,,,,,False,,False,,True,,
04019,51790,32424.0,,,,21778.0,,34316.9,,20497.5,122550.0,,-19366.0,,,,-30012.0,,-17473.1,,-31292.5,70760.0,,,,,False,,True,,False,False,
04021,21030,14868.0,,,,10851.0,,16439.6,,11161.6,25149.0,,-6162.0,,,,-10179.0,,-4590.4,,-9868.4,4119.0,,,,,False,,True,,False,True,
04023,2934,3115.0,,,,1060.0,,4136.4,,1661.0,,,181.0,,,,-1874.0,,1202.4,,-1273.0,,,,,,False,,False,,False,,
04025,9245,8225.0,,,,6196.0,,20958.1,,4653.5,12277.0,,-1020.0,,,,-3049.0,,11713.1,,-4591.5,3032.0,,,,,False,,False,,False,False,
04027,15212,10423.0,,,,3265.0,,8909.2,,3953.4,18844.0,,-4789.0,,,,-11947.0,,-6302.8,,-11258.6,3632.0,,,,,False,,False,,False,True,
05001,648,504.0,,,,491.0,,212.5,,,,,-144.0,,,,-157.0,,-435.5,,,,,,,,False,,False,,,,
05003,630,651.0,,,,547.0,,792.6,,,,,21.0,,,,-83.0,,162.6,,,,,,,,False,,False,,,,
05005,1007,1085.0,,,,797.0,,363.1,,,,,78.0,,,,-210.0,,-643.9,,,,,,,,False,,False,,,,
05007,10911,8624.0,,,,6124.0,,7737.8,,10440.9,11374.0,,-2287.0,,,,-4787.0,,-3173.2,,-470.1,463.0,,,,,False,,False,,True,True,
05009,1170,1659.0,,,,787.0,,971.3,,,,,489.0,,,,-383.0,,-198.7,,,,,,,,True,,True,,,,
05011,621,623.0,,,,236.0,,2516.9,,,,,2.0,,,,-385.0,,1895.9,,,,,,,,False,,False,,,,
05013,153,98.0,,,,102.0,,36.3,,,,,-55.0,,,,-51.0,,-116.7,,,,,,,,True,,False,,,,
05015,883,1274.0,,,,440.0,,1612.6,,,,,391.0,,,,-443.0,,729.6,,,,,,,,False,,False,,,,
05017,278,511.0,,,,273.0,,409.7,,,,,233.0,,,,-5.0,,131.7,,,,,,,,True,,True,,,,
05019,818,812.0,,,,469.0,,472.1,,,,,-6.0,,,,-349.0,,-345.9,,,,,,,,False,,False,,,,
05021,513,1106.0,,,,482.0,,660.5,,,,,593.0,,,,-31.0,,147.5,,,,,,,,True,,True,,,,
05023,876,623.0,,,,680.0,,960.0,,,,,-253.0,,,,-196.0,,84.0,,,,,,,,True,,True,,,,
05025,329,336.0,,,,183.0,,495.6,,,,,7.0,,,,-146.0,,166.6,,,,,,,,False,,False,,,,
05027,665,735.0,,,,516.0,,562.8,,,,,70.0,,,,-149.0,,-102.2,,,,,,,,False,,False,,,,
05029,1109,770.0,,,,703.0,,291.0,,,,,-339.0,,,,-406.0,,-818.0,,,,,,,,False,,False,,,,
05031,4167,4893.0,,,,3890.0,,2840.0,,3044.4,,,726.0,,,,-277.0,,-1327.0,,-1122.6,,,,,,True,,False,,False,,
05033,2574,1953.0,,,,2295.0,,715.4,,,,,-621.0,,,,-279.0,,-1858.6,,,,,,,,True,,False,,,,
05035,1728,1771.0,,,,1456.0,,975.9,,1381.9,,,43.0,,,,-272.0,,-752.1,,-346.1,,,,,,False,,False,,False,,
05037,835,707.0,,,,576.0,,572.7,,,,,-128.0,,,,-259.0,,-262.3,,,,,,,,False,,False,,,,
05039,303,322.0,,,,155.0,,155.8,,,,,19.0,,,,-148.0,,-147.2,,,,,,,,False,,False,,,,
05041,481,679.0,,,,230.0,,1166.1,,,,,198.0,,,,-251.0,,685.1,,,,,,,,False,,False,,,,
05043,828,1519.0,,,,458.0,,5293.8,,,,,691.0,,,,-370.0,,4465.8,,,,,,,,True,,False,,,,
05045,4799,4046.0,,,,3272.0,,3612.1,,3326.6,,,-753.0,,,,-1527.0,,-1186.9,,-1472.4,,,,,,False,,False,,False,,
05047,548,560.0,,,,553.0,,551.9,,,,,12.0,,,,5.0,,3.9,,,,,,,,True,,True,,,,
05049,428,287.0,,,,243.0,,65.1,,,,,-141.0,,,,-185.0,,-362.9,,,,,,,,False,,False,,,,
05051,3786,2352.0,,,,2742.0,,1437.7,,1812.7,,,-1434.0,,,,-1044.0,,-2348.3,,-1973.3,,,,,,True,,False,,False,,
05053,656,511.0,,,,395.0,,395.4,,,,,-145.0,,,,-261.0,,-260.6,,,,,,,,False,,False,,,,
05055,1967,3017.0,,,,1727.0,,1901.1,,1524.3,,,1050.0,,,,-240.0,,-65.9,,-442.7,,,,,,True,,True,,True,,
05057,642,546.0,,,,398.0,,270.8,,,,,-96.0,,,,-244.0,,-371.2,,,,,,,,False,,False,,,,
05059,1227,714.0,,,,1037.0,,201.3,,441.1,,,-513.0,,,,-190.0,,-1025.7,,-785.9,,,,,,True,,False,,False,,
05061,436,413.0,,,,261.0,,262.4,,,,,-23.0,,,,-175.0,,-173.6,,,,,,,,False,,False,,,,
05063,1125,1099.0,,,,1456.0,,503.9,,615.0,,,-26.0,,,,331.0,,-621.1,,-510.0,,,,,,False,,False,,False,,
05065,488,301.0,,,,293.0,,45.8,,,,,-187.0,,,,-195.0,,-442.2,,,,,,,,False,,False,,,,
05067,1001,1708.0,,,,568.0,,602.6,,,,,707.0,,,,-433.0,,-398.4,,,,,,,,True,,True,,,,
05069,2271,1925.0,,,,1561.0,,661.5,,1258.4,,,-346.0,,,,-710.0,,-1609.5,,-1012.6,,,,,,False,,False,,False,,
05071,1035,546.0,,,,838.0,,262.5,,,,,-489.0,,,,-197.0,,-772.5,,,,,,,,True,,False,,,,
05073,154,84.0,,,,110.0,,26.0,,,,,-70.0,,,,-44.0,,-128.0,,,,,,,,True,,False,,,,
05075,614,623.0,,,,603.0,,394.5,,,,,9.0,,,,-11.0,,-219.5,,,,,,,,False,,False,,,,
05077,340,504.0,,,,270.0,,636.7,,,,,164.0,,,,-70.0,,296.7,,,,,,,,True,,False,,,,
05079,428,742.0,,,,351.0,,3287.7,,346.2,,,314.0,,,,-77.0,,2859.7,,-81.8,,,,,,True,,False,,True,,
05081,328,210.0,,,,242.0,,58.6,,,,,-118.0,,,,-86.0,,-269.4,,,,,,,,True,,False,,,,
05083,838,707.0,,,,779.0,,403.7,,,,,-131.0,,,,-59.0,,-434.3,,,,,,,,True,,False,,,,
05085,2633,2065.0,,,,1783.0,,1182.0,,2548.8,,,-568.0,,,,-850.0,,-1451.0,,-84.2,,,,,,False,,False,,True,,
05087,518,868.0,,,,363.0,,1741.8,,,,,350.0,,,,-155.0,,1223.8,,,,,,,,True,,False,,,,
05089,345,329.0,,,,272.0,,92.4,,,,,-16.0,,,,-73.0,,-252.6,,,,,,,,False,,False,,,,
05091,1001,798.0,,,,813.0,,247.9,,942.2,,,-203.0,,,,-188.0,,-753.1,,-58.8,,,,,,True,,False,,True,,
05093,1561,2261.0,,,,1677.0,,1353.1,,1075.6,,,700.0,,,,116.0,,-207.9,,-485.4,,,,,,True,,True,,True,,
05095,328,182.0,,,,188.0,,130.2,,,,,-146.0,,,,-140.0,,-197.8,,,,,,,,True,,False,,,,
05097,294,329.0,,,,188.0,,847.8,,,,,35.0,,,,-106.0,,553.8,,,,,,,,False,,False,,,,
05099,191,266.0,,,,220.0,,166.7,,,,,75.0,,,,29.0,,-24.3,,,,,,,,True,,True,,,,
05101,162,224.0,,,,176.0,,125.0,,,,,62.0,,,,14.0,,-37.0,,,,,,,,True,,True,,,,
05103,927,1330.0,,,,535.0,,1599.1,,,,,403.0,,,,-392.0,,672.1,,,,,,,,True,,False,,,,
05105,365,196.0,,,,205.0,,138.8,,,,,-169.0,,,,-160.0,,-226.2,,,,,,,,True,,False,,,,
05107,527,469.0,,,,517.0,,477.3,,,,,-58.0,,,,-10.0,,-49.7,,,,,,,,True,,True,,,,
05109,432,441.0,,,,241.0,,496.7,,,,,9.0,,,,-191.0,,64.7,,,,,,,,False,,False,,,,
05111,1062,931.0,,,,991.0,,221.8,,,,,-131.0,,,,-71.0,,-840.2,,,,,,,,True,,False,,,,
05113,682,1015.0,,,,458.0,,390.6,,,,,333.0,,,,-224.0,,-291.4,,,,,,,,True,,True,,,,
05115,2947,2079.0,,,,1846.0,,866.3,,1825.3,,,-868.0,,,,-1101.0,,-2080.7,,-1121.7,,,,,,False,,False,,False,,
05117,344,147.0,,,,214.0,,39.5,,,,,-197.0,,,,-130.0,,-304.5,,,,,,,,True,,False,,,,
05119,13857,10430.0,,,,9056.0,,6515.3,,5683.1,9666.0,,-3427.0,,,,-4801.0,,-7341.7,,-8173.9,-4191.0,,,,,False,,False,,False,False,
05121,704,791.0,,,,567.0,,392.3,,,,,87.0,,,,-137.0,,-311.7,,,,,,,,False,,False,,,,
05123,1067,938.0,,,,853.0,,520.6,,478.6,,,-129.0,,,,-214.0,,-546.4,,-588.4,,,,,,False,,False,,False,,
05125,4411,4914.0,,,,3426.0,,3953.5,,3627.8,,,503.0,,,,-985.0,,-457.5,,-783.2,,,,,,False,,True,,False,,
05127,407,329.0,,,,298.0,,276.1,,,,,-78.0,,,,-109.0,,-130.9,,,,,,,,False,,False,,,,
05129,247,392.0,,,,202.0,,536.1,,,,,145.0,,,,-45.0,,289.1,,,,,,,,True,,False,,,,
05131,5471,3318.0,,,,4776.0,,1180.9,,2616.7,,,-2153.0,,,,-695.0,,-4290.1,,-2854.3,,,,,,True,,False,,False,,
05133,514,630.0,,,,344.0,,242.6,,,,,116.0,,,,-170.0,,-271.4,,,,,,,,False,,False,,,,
05135,620,679.0,,,,423.0,,351.3,,,,,59.0,,,,-197.0,,-268.7,,,,,,,,False,,False,,,,
05137,356,427.0,,,,279.0,,2680.6,,,,,71.0,,,,-77.0,,2324.6,,,,,,,,False,,False,,,,
05139,1494,959.0,,,,961.0,,920.2,,,,,-535.0,,,,-533.0,,-573.8,,,,,,,,True,,False,,,,
05141,588,518.0,,,,381.0,,883.4,,,,,-70.0,,,,-207.0,,295.4,,,,,,,,False,,False,,,,
05143,10105,8883.0,,,,5879.0,,3864.8,,3984.7,10583.0,,-1222.0,,,,-4226.0,,-6240.2,,-6120.3,478.0,,,,,False,,False,,False,True,
05145,2993,1603.0,,,,2757.0,,373.3,,3279.3,,,-1390.0,,,,-236.0,,-2619.7,,286.3,,,,,,True,,False,,True,,
05147,305,112.0,,,,161.0,,61.2,,,,,-193.0,,,,-144.0,,-243.8,,,,,,,,True,,False,,,,
05149,1181,896.0,,,,562.0,,436.4,,,,,-285.0,,,,-619.0,,-744.6,,,,,,,,False,,False,,,,
06001,38463,19285.0,,,,16212.0,,29362.2,,10095.4,53544.0,,-19178.0,,,,-22251.0,,-9100.8,,-28367.6,15081.0,,,,,False,,True,,False,True,
06003,17,49.0,,,,45.0,,54.4,,,,,32.0,,,,28.0,,37.4,,,,,,,,True,,False,,,,
06005,2051,2541.0,,,,890.0,,17353.3,,,,,490.0,,,,-1161.0,,15302.3,,,,,,,,False,,False,,,,
06007,5294,3661.0,,,,4415.0,,12594.2,,3795.7,6382.0,,-1633.0,,,,-879.0,,7300.2,,-1498.3,1088.0,,,,,True,,False,,True,True,
06009,1087,749.0,,,,858.0,,4557.4,,,,,-338.0,,,,-229.0,,3470.4,,,,,,,,True,,False,,,,
06011,1065,672.0,,,,488.0,,2781.2,,,,,-393.0,,,,-577.0,,1716.2,,,,,,,,False,,False,,,,
06013,28061,15379.0,,,,12048.0,,25456.4,,23811.1,76943.0,,-12682.0,,,,-16013.0,,-2604.6,,-4249.9,48882.0,,,,,False,,True,,True,False,
06015,462,686.0,,,,246.0,,1475.6,,,,,224.0,,,,-216.0,,1013.6,,,,,,,,True,,False,,,,
06017,5069,4326.0,,,,3302.0,,10134.6,,2907.2,,,-743.0,,,,-1767.0,,5065.6,,-2161.8,,,,,,False,,False,,False,,
06019,44636,14798.0,,,,20233.0,,11837.9,,6048.1,26458.0,,-29838.0,,,,-24403.0,,-32798.1,,-38587.9,-18178.0,,,,,True,,False,,False,True,
06021,967,889.0,,,,630.0,,1681.9,,,,,-78.0,,,,-337.0,,714.9,,,,,,,,False,,False,,,,
06023,1480,1148.0,,,,1357.0,,6482.9,,,1794.0,,-332.0,,,,-123.0,,5002.9,,,314.0,,,,,True,,False,,,True,
06025,9007,4165.0,,,,1969.0,,2816.2,,2207.3,1592.0,,-4842.0,,,,-7038.0,,-6190.8,,-6799.7,-7415.0,,,,,False,,False,,False,False,
06027,679,266.0,,,,326.0,,293.3,,,,,-413.0,,,,-353.0,,-385.7,,,,,,,,True,,True,,,,
06029,44768,22596.0,,,,19895.0,,49819.1,,15162.0,39543.0,,-22172.0,,,,-24873.0,,5051.1,,-29606.0,-5225.0,,,,,False,,True,,False,True,
