,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01097,1377,1792.0,,1762.0,2052.9,1772.0,1867.0,,,,,1351.6,,1854.7,,1759.7,1971.0,1246.5,1179.5,,1886.0,1430.0,,,,2076.0,1514.0,2101.5,,,,,,1249.7,1300.2,1343.0,,,2675.2,1772.1,415.0,,385.0,675.9,395.0,490.0,,,,,-25.4,,477.7,,382.7,594.0,-130.5,-197.5,,509.0,53.0,,,,699.0,137.0,724.5,,,,,,-127.3,-76.8,-34.0,,,1298.2,395.1,,True,False,True,False,,,,,True,,False,,True,False,True,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
01099,70,72.0,,80.8,,82.0,63.0,,,,,80.4,,78.5,,,89.0,111.8,67.3,,13.0,67.0,,,,124.0,81.0,107.6,,,,,,,50.5,,,,178.2,86.3,2.0,,10.8,,12.0,-7.0,,,,,10.4,,8.5,,,19.0,41.8,-2.7,,-57.0,-3.0,,,,54.0,11.0,37.6,,,,,,,-19.5,,,,108.2,16.3,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
01101,997,960.0,,1021.5,,978.0,979.0,,,,,845.0,,1148.9,,1000.9,946.0,1595.3,826.8,,949.0,884.7,,,,1318.0,927.0,1014.9,,,,,,775.2,890.1,978.0,,,1436.7,1122.7,-37.0,,24.5,,-19.0,-18.0,,,,,-152.0,,151.9,,3.9,-51.0,598.3,-170.2,,-48.0,-112.3,,,,321.0,-70.0,17.9,,,,,,-221.8,-106.9,-19.0,,,439.7,125.7,,True,,True,True,,,,,False,,False,,True,False,False,False,,False,False,,,,False,False,True,,,,,,False,False,True,,,False,False
01103,419,541.0,,521.7,,502.0,544.0,,,,,540.1,,623.4,,,770.0,472.2,397.7,,406.0,436.0,,,,631.0,484.0,465.3,,,,,,381.3,393.3,,,,493.0,537.8,122.0,,102.7,,83.0,125.0,,,,,121.1,,204.4,,,351.0,53.2,-21.3,,-13.0,17.0,,,,212.0,65.0,46.3,,,,,,-37.7,-25.7,,,,74.0,118.8,,True,,True,False,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
01105,30,44.0,,44.8,,41.0,52.0,,,,,44.6,,68.0,,,36.0,21.7,28.3,,41.0,37.1,,,,53.0,37.0,35.4,,,,,,,37.7,,,,41.3,57.8,14.0,,14.8,,11.0,22.0,,,,,14.6,,38.0,,,6.0,-8.3,-1.7,,11.0,7.1,,,,23.0,7.0,5.4,,,,,,,7.7,,,,11.3,27.8,,False,,True,False,,,,,False,,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,True,False
01107,34,85.0,,82.4,,84.0,84.0,,,,,83.2,,85.0,,,105.0,84.4,69.2,,48.0,62.4,,,,101.0,79.0,63.0,,,,,,,69.0,,,,95.4,97.8,51.0,,48.4,,50.0,50.0,,,,,49.2,,51.0,,,71.0,50.4,35.2,,14.0,28.4,,,,67.0,45.0,29.0,,,,,,,35.0,,,,61.4,63.8,,True,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
01109,148,148.0,,171.5,,154.0,187.0,,,,,126.8,,166.7,,,137.0,480.5,130.2,,148.0,147.1,,,,285.0,143.0,197.5,,,,,,110.1,123.2,,,,329.8,175.6,0.0,,23.5,,6.0,39.0,,,,,-21.2,,18.7,,,-11.0,332.5,-17.8,,0.0,-0.9,,,,137.0,-5.0,49.5,,,,,,-37.9,-24.8,,,,181.8,27.6,,False,,False,False,,,,,False,,False,,,False,False,False,,True,False,,,,False,False,False,,,,,,False,False,,,,False,False
01111,67,54.0,,53.8,,54.0,61.0,,,,,55.8,,52.8,,,102.0,61.5,36.9,,52.0,54.0,,,,61.0,51.0,54.9,,,,,,,57.8,,,,138.5,47.6,-13.0,,-13.2,,-13.0,-6.0,,,,,-11.2,,-14.2,,,35.0,-5.5,-30.1,,-15.0,-13.0,,,,-6.0,-16.0,-12.1,,,,,,,-9.2,,,,71.5,-19.4,,False,,False,True,,,,,True,,False,,,False,True,False,,False,True,,,,True,False,True,,,,,,,True,,,,False,False
01113,274,216.0,,214.4,,215.0,230.0,,,,,158.2,,238.8,,,217.0,186.2,151.9,,284.0,228.3,,,,268.0,175.0,169.0,,,,,,193.1,167.4,,,,216.2,217.9,-58.0,,-59.6,,-59.0,-44.0,,,,,-115.8,,-35.2,,,-57.0,-87.8,-122.1,,10.0,-45.7,,,,-6.0,-99.0,-105.0,,,,,,-80.9,-106.6,,,,-57.8,-56.1,,False,,False,True,,,,,False,,True,,,True,False,False,,True,True,,,,True,False,False,,,,,,False,False,,,,True,True
01115,306,335.0,,334.1,,312.0,285.0,,,,,336.2,,384.1,,,418.0,289.7,255.9,,260.0,272.5,,,,379.0,286.0,419.7,,,,,,232.0,226.6,,,,442.8,363.5,29.0,,28.1,,6.0,-21.0,,,,,30.2,,78.1,,,112.0,-16.3,-50.1,,-46.0,-33.5,,,,73.0,-20.0,113.7,,,,,,-74.0,-79.4,,,,136.8,57.5,,True,,True,True,,,,,False,,False,,,False,True,False,,False,False,,,,False,True,False,,,,,,False,False,,,,False,False
01117,827,972.0,,1052.6,,957.0,785.0,,,,,881.0,,1012.9,,955.9,1125.0,1041.2,709.2,,573.0,831.9,,,,1174.0,859.0,1055.6,,,,,,740.8,849.2,812.0,,,1525.4,958.6,145.0,,225.6,,130.0,-42.0,,,,,54.0,,185.9,,128.9,298.0,214.2,-117.8,,-254.0,4.9,,,,347.0,32.0,228.6,,,,,,-86.2,22.2,-15.0,,,698.4,131.6,,False,,True,True,,,,,True,,False,,True,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
01119,17,1.0,,1.1,,11.0,8.0,,,,,36.7,,15.2,,,48.0,5.7,21.4,,2.0,10.9,,,,,11.0,63.0,,,,,,,17.6,,,,6.0,35.6,-16.0,,-15.9,,-6.0,-9.0,,,,,19.7,,-1.8,,,31.0,-11.3,4.4,,-15.0,-6.1,,,,,-6.0,46.0,,,,,,,0.6,,,,-11.0,18.6,,True,,True,True,,,,,False,,True,,,False,True,True,,True,True,,,,,True,False,,,,,,,True,,,,True,False
01121,300,379.0,,374.6,,360.0,262.0,,,,,284.2,,397.6,,,394.0,503.2,258.3,,347.0,317.4,,,,471.0,334.0,437.2,,,,,,302.5,289.4,,,,502.6,351.8,79.0,,74.6,,60.0,-38.0,,,,,-15.8,,97.6,,,94.0,203.2,-41.7,,47.0,17.4,,,,171.0,34.0,137.2,,,,,,2.5,-10.6,,,,202.6,51.8,,True,,True,True,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
01123,536,67.0,,70.1,,75.0,55.0,,,,,103.9,,87.4,,,160.0,108.5,73.9,,65.0,76.8,,,,93.0,71.0,129.9,,,,,,53.5,66.6,,,,74.8,91.3,-469.0,,-465.9,,-461.0,-481.0,,,,,-432.1,,-448.6,,,-376.0,-427.5,-462.1,,-471.0,-459.2,,,,-443.0,-465.0,-406.1,,,,,,-482.5,-469.4,,,,-461.2,-444.7,,True,,True,False,,,,,True,,True,,,True,True,True,,False,True,,,,True,True,True,,,,,,False,False,,,,True,True
01125,840,590.0,,620.5,,592.0,525.0,,,,,807.2,,685.2,,571.4,1208.0,657.5,640.4,,487.0,534.9,,,,804.0,578.0,1082.3,,,,,,494.3,557.5,428.0,,,1299.3,905.6,-250.0,,-219.5,,-248.0,-315.0,,,,,-32.8,,-154.8,,-268.6,368.0,-182.5,-199.6,,-353.0,-305.1,,,,-36.0,-262.0,242.3,,,,,,-345.7,-282.5,-412.0,,,459.3,65.6,,True,,True,False,,,,,True,,True,,False,False,True,True,,False,False,,,,True,False,True,,,,,,False,False,False,,,False,True
01127,148,166.0,,176.2,,171.0,164.0,,,,,245.6,,235.8,,,397.0,266.2,175.2,,158.0,150.5,,,,243.0,192.0,261.1,,,,,,135.7,107.5,,,,164.8,221.9,18.0,,28.2,,23.0,16.0,,,,,97.6,,87.8,,,249.0,118.2,27.2,,10.0,2.5,,,,95.0,44.0,113.1,,,,,,-12.3,-40.5,,,,16.8,73.9,,False,,False,True,,,,,False,,False,,,False,False,False,,True,True,,,,False,False,False,,,,,,True,False,,,,True,False
01129,47,58.0,,58.6,,59.0,56.0,,,,,60.0,,65.1,,,100.0,95.1,49.3,,45.5,54.9,,,,88.0,59.0,61.4,,,,,,,50.4,,,,52.4,60.4,11.0,,11.6,,12.0,9.0,,,,,13.0,,18.1,,,53.0,48.1,2.3,,-1.5,7.9,,,,41.0,12.0,14.4,,,,,,,3.4,,,,5.4,13.4,,False,,False,True,,,,,False,,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,True,False
01131,53,62.0,,61.6,,61.0,74.0,,,,,48.5,,78.4,,,32.0,95.5,37.7,,67.0,51.4,,,,92.0,53.0,38.0,,,,,,,47.0,,,,41.5,61.8,9.0,,8.6,,8.0,21.0,,,,,-4.5,,25.4,,,-21.0,42.5,-15.3,,14.0,-1.6,,,,39.0,0.0,-15.0,,,,,,,-6.0,,,,-11.5,8.8,,True,,True,False,,,,,True,,False,,,False,False,False,,False,True,,,,False,True,False,,,,,,,True,,,,False,True
01133,78,80.0,,86.9,,84.0,84.0,,,,,101.2,,115.2,,,152.0,105.5,73.5,,69.0,82.1,,,,119.0,78.0,104.2,,,,,,56.4,62.3,,,,97.1,83.5,2.0,,8.9,,6.0,6.0,,,,,23.2,,37.2,,,74.0,27.5,-4.5,,-9.0,4.1,,,,41.0,0.0,26.2,,,,,,-21.6,-15.7,,,,19.1,5.5,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,True,False,,,,,,False,False,,,,False,False
02013,31,1.0,,1.0,,0.0,0.0,,,,,0.9,,1.9,,,,0.0,0.2,,0.0,0.3,,,,1.0,2.0,0.0,,,,,,,,,,,0.5,,-30.0,,-30.0,,-31.0,-31.0,,,,,-30.1,,-29.1,,,,-31.0,-30.8,,-31.0,-30.7,,,,-30.0,-29.0,-31.0,,,,,,,,,,,-30.5,,,False,,False,False,,,,,False,,True,,,,False,False,,False,False,,,,False,True,False,,,,,,,,,,,False,
02016,48,21.0,,20.8,,18.0,,,,,,16.5,,23.3,,,,13.5,24.7,,78.0,48.7,,,,27.0,16.0,7.4,,,,,,,25.1,,,,8.5,,-27.0,,-27.2,,-30.0,,,,,,-31.5,,-24.7,,,,-34.5,-23.3,,30.0,0.7,,,,-21.0,-32.0,-40.6,,,,,,,-22.9,,,,-39.5,,,False,,False,,,,,,False,,True,,,,False,True,,False,True,,,,True,False,False,,,,,,,True,,,,False,
02020,451,595.0,,572.6,884.3,564.0,529.0,,,,,533.6,,679.4,,573.2,,580.4,456.9,,425.0,506.8,,,,620.0,553.0,876.0,,,,,,582.2,744.9,458.0,,,257.1,,144.0,,121.6,433.3,113.0,78.0,,,,,82.6,,228.4,,122.2,,129.4,5.9,,-26.0,55.8,,,,169.0,102.0,425.0,,,,,,131.2,293.9,7.0,,,-193.9,,,True,False,True,True,,,,,True,,False,,True,,True,True,,True,True,,,,False,True,False,,,,,,True,False,True,,,False,
02050,208,163.0,,147.0,,142.0,0.0,,,,,85.9,,159.9,,,,42.0,107.2,,142.0,173.7,,,,147.0,131.0,230.0,,,,,,,113.8,,,,233.9,,-45.0,,-61.0,,-66.0,-208.0,,,,,-122.1,,-48.1,,,,-166.0,-100.8,,-66.0,-34.3,,,,-61.0,-77.0,22.0,,,,,,,-94.2,,,,25.9,,,False,,False,False,,,,,False,,False,,,,False,False,,False,True,,,,False,False,True,,,,,,,False,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,1.5,,0.1,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,1.0,,0.0,,0.0,,0.0,0.0,,,,,1.5,,0.1,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,1.0,,,True,,True,True,,,,,False,,False,,,,False,True,,,True,,,,True,True,True,,,,,,,,,,,False,
02068,1,3.0,,2.7,,2.0,0.0,,,,,1.6,,2.1,,,,7.1,1.0,,1.0,0.6,,,,2.0,3.0,,,,,,,,10.9,,,,3.0,,2.0,,1.7,,1.0,-1.0,,,,,0.6,,1.1,,,,6.1,-0.0,,0.0,-0.4,,,,1.0,2.0,,,,,,,,9.9,,,,2.0,,,True,,True,True,,,,,True,,True,,,,False,True,,True,True,,,,True,False,,,,,,,,False,,,,True,
02070,13,2.0,,0.7,,6.0,0.0,,,,,3.8,,8.1,,,,48.1,6.8,,10.0,11.1,,,,,6.0,10.4,,,,,,,12.8,,,,10.4,,-11.0,,-12.3,,-7.0,-13.0,,,,,-9.2,,-4.9,,,,35.1,-6.2,,-3.0,-1.9,,,,,-7.0,-2.6,,,,,,,-0.2,,,,-2.6,,,False,,True,False,,,,,True,,True,,,,False,True,,True,True,,,,,True,True,,,,,,,True,,,,True,
02090,177,263.0,,259.0,,259.0,,,,,,184.7,,272.1,,,,329.2,181.9,,266.0,264.4,,,,311.0,194.0,270.0,,,,,,203.6,188.9,,,,256.0,,86.0,,82.0,,82.0,,,,,,7.7,,95.1,,,,152.2,4.9,,89.0,87.4,,,,134.0,17.0,93.0,,,,,,26.6,11.9,,,,79.0,,,True,,True,,,,,,True,,False,,,,False,True,,False,False,,,,False,True,False,,,,,,True,True,,,,True,
02100,1,0.0,,0.0,,0.0,0.0,,,,,0.1,,0.5,,,,0.9,0.7,,1.0,1.3,,,,1.0,1.0,0.0,,,,,,,,,,,0.6,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.9,,-0.5,,,,-0.1,-0.3,,0.0,0.3,,,,0.0,0.0,-1.0,,,,,,,,,,,-0.4,,,False,,False,False,,,,,True,,True,,,,True,True,,True,True,,,,True,True,True,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.1,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.1,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,False,True,,,False,,,,True,,,,,,,,,,,,,,
02110,32,28.0,,30.9,,26.0,15.0,,,,,24.6,,36.3,,,,8.3,15.3,,26.0,22.8,,,,22.0,16.0,46.6,,,,,,,,,,,28.9,,-4.0,,-1.1,,-6.0,-17.0,,,,,-7.4,,4.3,,,,-23.7,-16.7,,-6.0,-9.2,,,,-10.0,-16.0,14.6,,,,,,,,,,,-3.1,,,True,,False,False,,,,,False,,False,,,,False,False,,False,False,,,,False,False,False,,,,,,,,,,,True,
02122,56,78.0,,77.1,,78.0,81.0,,,,,71.7,,112.3,,,,87.5,54.2,,35.0,57.0,,,,85.0,77.0,82.0,,,,,,53.4,71.5,,,,102.6,,22.0,,21.1,,22.0,25.0,,,,,15.7,,56.3,,,,31.5,-1.8,,-21.0,1.0,,,,29.0,21.0,26.0,,,,,,-2.6,15.5,,,,46.6,,,True,,False,False,,,,,True,,False,,,,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,
02130,5,11.0,,11.4,,10.0,,,,,,6.2,,11.4,,,,16.8,6.4,,12.0,9.6,,,,13.0,7.0,,,,,,,,,,,,9.2,,6.0,,6.4,,5.0,,,,,,1.2,,6.4,,,,11.8,1.4,,7.0,4.6,,,,8.0,2.0,,,,,,,,,,,,4.2,,,False,,True,,,,,,True,,False,,,,False,True,,False,True,,,,False,True,,,,,,,,,,,,True,
02150,25,35.0,,31.9,,26.0,0.0,,,,,33.8,,44.7,,,,25.4,25.1,,14.0,26.5,,,,40.0,28.0,50.5,,,,,,,41.5,,,,22.2,,10.0,,6.9,,1.0,-25.0,,,,,8.8,,19.7,,,,0.4,0.1,,-11.0,1.5,,,,15.0,3.0,25.5,,,,,,,16.5,,,,-2.8,,,True,,True,False,,,,,True,,False,,,,True,True,,False,True,,,,False,True,False,,,,,,,False,,,,True,
02158,101,54.0,,68.0,,60.0,,,,,,,,76.8,,,,20.6,50.4,,90.0,65.0,,,,68.0,,,,,,,,,,,,,,,-47.0,,-33.0,,-41.0,,,,,,,,-24.2,,,,-80.4,-50.6,,-11.0,-36.0,,,,-33.0,,,,,,,,,,,,,,,,True,,True,,,,,,,,True,,,,False,False,,True,True,,,,True,,,,,,,,,,,,,,
02164,7,0.0,,0.4,,1.0,0.0,,,,,0.0,,3.6,,,,1.4,1.1,,7.0,,,,,2.0,1.0,5.5,,,,,,,11.0,,,,1.0,,-7.0,,-6.6,,-6.0,-7.0,,,,,-7.0,,-3.4,,,,-5.6,-5.9,,0.0,,,,,-5.0,-6.0,-1.5,,,,,,,4.0,,,,-6.0,,,True,,True,False,,,,,True,,True,,,,True,True,,True,,,,,True,True,True,,,,,,,True,,,,True,
02170,215,267.0,,259.6,,252.0,278.0,,,,,191.3,,339.0,,,,290.3,155.9,,210.0,245.0,,,,327.0,215.0,322.1,,,,,,234.9,209.1,,,,340.7,,52.0,,44.6,,37.0,63.0,,,,,-23.7,,124.0,,,,75.3,-59.1,,-5.0,30.0,,,,112.0,0.0,107.1,,,,,,19.9,-5.9,,,,125.7,,,True,,True,False,,,,,True,,False,,,,False,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,
02180,11,11.0,,10.5,,9.0,,,,,,7.6,,13.2,,,,2.0,3.9,,6.0,10.2,,,,8.0,9.0,10.3,,,,,,,20.5,,,,15.8,,0.0,,-0.5,,-2.0,,,,,,-3.4,,2.2,,,,-9.0,-7.1,,-5.0,-0.8,,,,-3.0,-2.0,-0.7,,,,,,,9.5,,,,4.8,,,False,,False,,,,,,False,,False,,,,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,
02185,21,100.0,,94.1,,61.0,0.0,,,,,43.3,,91.8,,,,57.8,42.6,,109.0,68.8,,,,91.0,62.0,31.2,,,,,,,86.8,,,,120.9,,79.0,,73.1,,40.0,-21.0,,,,,22.3,,70.8,,,,36.8,21.6,,88.0,47.8,,,,70.0,41.0,10.2,,,,,,,65.8,,,,99.9,,,True,,True,True,,,,,True,,True,,,,True,True,,False,True,,,,True,True,True,,,,,,,True,,,,False,
02188,42,37.0,,35.3,,35.0,0.0,,,,,16.2,,42.0,,,,798.2,32.1,,50.0,33.4,,,,78.0,34.0,50.4,,,,,,,63.0,,,,41.2,,-5.0,,-6.7,,-7.0,-42.0,,,,,-25.8,,0.0,,,,756.2,-9.9,,8.0,-8.6,,,,36.0,-8.0,8.4,,,,,,,21.0,,,,-0.8,,,False,,False,False,,,,,False,,True,,,,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,True,
02195,1,8.0,,8.2,,6.0,7.0,,,,,0.9,,5.3,,,,17.6,6.5,,2.0,3.6,,,,8.0,6.0,,,,,,,,,,,,,,7.0,,7.2,,5.0,6.0,,,,,-0.1,,4.3,,,,16.6,5.5,,1.0,2.6,,,,7.0,5.0,,,,,,,,,,,,,,,False,,True,True,,,,,True,,True,,,,False,True,,True,True,,,,False,True,,,,,,,,,,,,,
02198,0,1.0,,1.1,,1.0,0.0,,,,,1.9,,1.9,,,,1.8,1.8,,2.0,0.4,,,,,,,,,,,,,,,,,,,1.0,,1.1,,1.0,0.0,,,,,1.9,,1.9,,,,1.8,1.8,,2.0,0.4,,,,,,,,,,,,,,,,,,,,False,,False,True,,,,,False,,False,,,,False,False,,False,True,,,,,,,,,,,,,,,,,,
02220,8,13.0,,13.9,,11.0,0.0,,,,,6.6,,13.0,,,,26.0,5.4,,13.0,14.0,,,,11.0,11.0,6.9,,,,,,,,,,,11.4,,5.0,,5.9,,3.0,-8.0,,,,,-1.4,,5.0,,,,18.0,-2.6,,5.0,6.0,,,,3.0,3.0,-1.1,,,,,,,,,,,3.4,,,False,,True,False,,,,,True,,True,,,,False,True,,False,False,,,,True,True,True,,,,,,,,,,,True,
02230,0,0.0,,0.0,,0.0,0.0,,,,,0.4,,0.4,,,,0.0,0.6,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.4,,0.4,,,,0.0,0.6,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,False,,False,,,,False,False,,True,False,,,,True,,,,,,,,,,,,,,
02240,12,0.0,,0.0,,2.0,0.0,,,,,10.4,,6.8,,,,2.3,2.4,,1.0,3.5,,,,2.0,3.0,8.0,,,,,,,9.8,,,,4.1,,-12.0,,-12.0,,-10.0,-12.0,,,,,-1.6,,-5.2,,,,-9.7,-9.6,,-11.0,-8.5,,,,-10.0,-9.0,-4.0,,,,,,,-2.2,,,,-7.9,,,False,,True,False,,,,,True,,True,,,,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,
02261,12,18.0,,18.5,,16.0,,,,,,9.7,,21.0,,,,13.5,16.7,,14.0,22.1,,,,25.0,15.0,24.3,,,,,,,22.4,,,,18.7,,6.0,,6.5,,4.0,,,,,,-2.3,,9.0,,,,1.5,4.7,,2.0,10.1,,,,13.0,3.0,12.3,,,,,,,10.4,,,,6.7,,,False,,True,,,,,,True,,False,,,,True,True,,True,False,,,,False,True,False,,,,,,,False,,,,False,
02275,1,0.0,,0.1,,0.0,0.0,,,,,0.5,,0.5,,,,0.0,1.0,,0.0,0.1,,,,0.0,,,,,,,,,,,,,,,-1.0,,-0.9,,-1.0,-1.0,,,,,-0.5,,-0.5,,,,-1.0,0.0,,-1.0,-0.9,,,,-1.0,,,,,,,,,,,,,,,,True,,False,False,,,,,True,,True,,,,True,True,,False,True,,,,False,,,,,,,,,,,,,,
02282,3,0.0,,0.5,,1.0,0.0,,,,,,,3.8,,,,21.7,1.4,,2.0,2.0,,,,,1.0,1.5,,,,,,,,,,,0.8,,-3.0,,-2.5,,-2.0,-3.0,,,,,,,0.8,,,,18.7,-1.6,,-1.0,-1.0,,,,,-2.0,-1.5,,,,,,,,,,,-2.2,,,True,,True,False,,,,,,,True,,,,False,True,,True,True,,,,,True,True,,,,,,,,,,,True,
02290,9,15.0,,16.3,,15.0,,,,,,6.8,,17.8,,,,106.6,11.9,,33.0,17.0,,,,29.0,14.0,,,,,,,,23.9,,,,14.3,,6.0,,7.3,,6.0,,,,,,-2.2,,8.8,,,,97.6,2.9,,24.0,8.0,,,,20.0,5.0,,,,,,,,14.9,,,,5.3,,,False,,False,,,,,,True,,False,,,,False,True,,False,False,,,,False,True,,,,,,,,False,,,,True,
04001,331,368.0,,380.4,,375.0,484.0,,,,,367.3,,508.8,,,685.0,378.8,295.0,,362.0,357.9,,,,375.0,406.0,406.2,,,,,,318.4,194.4,,,,1128.2,371.0,37.0,,49.4,,44.0,153.0,,,,,36.3,,177.8,,,354.0,47.8,-36.0,,31.0,26.9,,,,44.0,75.0,75.2,,,,,,-12.6,-136.6,,,,797.2,40.0,,False,,False,False,,,,,True,,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,True,False,,,,False,False
04003,546,803.0,,744.9,,752.0,768.0,,,,,574.0,,867.9,,,759.0,1064.5,595.9,,376.5,555.9,,,,986.0,765.0,822.1,,,,,,562.1,594.6,,,,739.9,821.7,257.0,,198.9,,206.0,222.0,,,,,28.0,,321.9,,,213.0,518.5,49.9,,-169.5,9.9,,,,440.0,219.0,276.1,,,,,,16.1,48.6,,,,193.9,275.7,,True,,True,True,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
04005,825,1192.0,,1185.1,,1075.0,1083.0,,,,,688.2,,1337.9,,1367.7,876.0,1123.0,695.2,,951.0,935.5,,,,1192.0,1079.0,1076.6,,,,,,876.8,854.1,1105.0,,,1363.8,1053.8,367.0,,360.1,,250.0,258.0,,,,,-136.8,,512.9,,542.7,51.0,298.0,-129.8,,126.0,110.5,,,,367.0,254.0,251.6,,,,,,51.8,29.1,280.0,,,538.8,228.8,,True,,True,True,,,,,True,,False,,False,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
04007,371,327.0,,330.3,,325.0,363.0,,,,,273.6,,331.0,,,457.0,322.7,214.1,,312.0,293.5,,,,354.0,320.0,338.5,,,,,,247.3,198.0,,,,365.8,307.3,-44.0,,-40.7,,-46.0,-8.0,,,,,-97.4,,-40.0,,,86.0,-48.3,-156.9,,-59.0,-77.5,,,,-17.0,-51.0,-32.5,,,,,,-123.7,-173.0,,,,-5.2,-63.7,,True,,False,True,,,,,False,,True,,,False,False,False,,False,False,,,,True,False,True,,,,,,False,False,,,,True,False
