,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01061,382,405.0,,392.8,,380.0,570.0,,,,,273.8,324.8,,,350.0,422.7,200.5,,,417.0,374.4,53.9,,453.0,390.0,295.3,,,,,,,,,393.7,288.0,23.0,,10.8,,-2.0,188.0,,,,,-108.2,-57.2,,,-32.0,40.7,-181.5,,,35.0,-7.6,-328.1,,71.0,8.0,-86.7,,,,,,,,,11.7,-94.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,,,,True,False
01063,97,171.0,,181.1,,127.0,189.0,,,,,128.9,129.4,,,79.0,180.9,96.1,,,94.0,123.0,6.6,,213.0,134.0,91.0,,,,,,,,,142.8,66.0,74.0,,84.1,,30.0,92.0,,,,,31.9,32.4,,,-18.0,83.9,-0.9,,,-3.0,26.0,-90.4,,116.0,37.0,-6.0,,,,,,,,,45.8,-31.0,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,False,True,True,,,,,,,,,True,True
01065,357,357.0,,373.3,,275.0,318.0,,,,,268.7,285.1,,,190.0,167.0,210.1,,,314.0,289.1,33.3,,421.0,270.0,176.2,,,,,,,,,401.5,288.0,0.0,,16.3,,-82.0,-39.0,,,,,-88.3,-71.9,,,-167.0,-190.0,-146.9,,,-43.0,-67.9,-323.7,,64.0,-87.0,-180.8,,,,,,,,,44.5,-69.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
01067,311,372.0,,364.7,,295.0,287.0,,,,,248.3,179.0,,,179.0,324.2,160.5,,,404.0,323.2,44.2,,467.0,309.0,262.2,,,,,,,,,377.7,247.0,61.0,,53.7,,-16.0,-24.0,,,,,-62.7,-132.0,,,-132.0,13.2,-150.5,,,93.0,12.2,-266.8,,156.0,-2.0,-48.8,,,,,,,,,66.7,-64.0,,True,,True,True,,,,,False,False,,,False,True,False,,,False,True,False,,False,True,True,,,,,,,,,False,False
01069,1534,1749.0,,1850.1,,1564.0,2638.0,,,,,1288.3,976.1,,,1149.0,1695.7,823.5,1291.0,,2033.0,1577.8,280.0,,1906.0,1712.0,1556.3,,,,,1223.4,,,,1658.3,1230.0,215.0,,316.1,,30.0,1104.0,,,,,-245.7,-557.9,,,-385.0,161.7,-710.5,-243.0,,499.0,43.8,-1254.0,,372.0,178.0,22.3,,,,,-310.6,,,,124.3,-304.0,,False,,True,False,,,,,False,False,,,False,True,False,False,,False,True,False,,False,True,True,,,,,False,,,,True,False
01071,774,999.0,,931.5,,843.0,1485.0,,,,,780.0,697.5,,,813.0,706.8,470.4,322.5,,1568.5,860.7,0.0,,950.0,892.0,875.5,,,,,682.1,,,,1318.8,596.0,225.0,,157.5,,69.0,711.0,,,,,6.0,-76.5,,,39.0,-67.2,-303.6,-451.5,,794.5,86.7,-774.0,,176.0,118.0,101.5,,,,,-91.9,,,,544.8,-178.0,,True,,True,False,,,,,True,True,,,True,True,False,False,,False,True,False,,True,True,True,,,,,True,,,,False,True
01073,10816,13029.0,,12842.6,12446.1,10522.0,17139.0,,,,,10207.3,8625.9,,11928.4,9975.0,9728.9,8197.4,9494.5,,10574.5,11661.4,3542.4,,12403.0,11301.0,11722.9,,,,,6757.0,8368.0,,,8849.0,9616.0,2213.0,,2026.6,1630.1,-294.0,6323.0,,,,,-608.7,-2190.1,,1112.4,-841.0,-1087.1,-2618.6,-1321.5,,-241.5,845.4,-7273.6,,1587.0,485.0,906.9,,,,,-4059.0,-2448.0,,,-1967.0,-1200.0,,True,True,True,False,,,,,True,True,,True,True,True,False,True,,True,True,False,,True,True,True,,,,,False,False,,,True,True
01075,132,180.0,,167.8,,167.0,73.0,,,,,177.9,94.9,,,193.0,79.8,122.6,,,119.0,139.7,0.0,,191.0,187.0,197.6,,,,,,,,,270.3,166.0,48.0,,35.8,,35.0,-59.0,,,,,45.9,-37.1,,,61.0,-52.2,-9.4,,,-13.0,7.7,-132.0,,59.0,55.0,65.6,,,,,,,,,138.3,34.0,,True,,True,False,,,,,True,True,,,False,False,True,,,True,True,False,,False,False,False,,,,,,,,,False,True
01077,1234,1722.0,,1744.5,,1482.0,1348.0,,,,,1189.7,1972.1,,,1413.0,1291.4,832.6,1522.0,,1906.5,1524.8,413.4,,1809.0,1647.0,1393.9,,,,,1447.7,,,,2362.6,1343.0,488.0,,510.5,,248.0,114.0,,,,,-44.3,738.1,,,179.0,57.4,-401.4,288.0,,672.5,290.8,-820.6,,575.0,413.0,159.9,,,,,213.7,,,,1128.6,109.0,,False,,True,True,,,,,True,False,,,True,True,True,True,,False,True,False,,False,True,True,,,,,True,,,,False,True
01079,431,534.0,,533.7,,480.0,380.0,,,,,400.4,461.7,,,535.0,317.8,329.7,392.0,,515.0,513.8,31.4,,588.0,491.0,486.6,,,,,,,,,785.4,457.0,103.0,,102.7,,49.0,-51.0,,,,,-30.6,30.7,,,104.0,-113.2,-101.3,-39.0,,84.0,82.8,-399.6,,157.0,60.0,55.6,,,,,,,,,354.4,26.0,,True,,True,True,,,,,True,True,,,False,False,True,True,,True,True,False,,False,True,True,,,,,,,,,False,True
01081,2629,2124.0,,2054.2,,1914.0,3109.0,,,,,1881.3,755.9,,2178.2,1737.0,1935.8,1356.7,1650.5,,2207.5,2062.5,0.4,,2408.0,2082.0,1739.1,,,,,1830.6,1661.0,,,1722.6,2807.0,-505.0,,-574.8,,-715.0,480.0,,,,,-747.7,-1873.1,,-450.8,-892.0,-693.2,-1272.3,-978.5,,-421.5,-566.5,-2628.6,,-221.0,-547.0,-889.9,,,,,-798.4,-968.0,,,-906.4,178.0,,False,,False,True,,,,,False,False,,True,False,False,False,False,,True,False,False,,True,False,False,,,,,False,False,,,False,True
01083,1328,1539.0,,1429.0,,1313.0,1099.0,,,,,1334.4,2017.8,,,1242.0,817.7,866.9,1333.0,,1259.5,1419.6,0.0,,1684.0,1488.0,1415.0,,,,,1592.1,,,,1804.0,1328.0,211.0,,101.0,,-15.0,-229.0,,,,,6.4,689.8,,,-86.0,-510.3,-461.1,5.0,,-68.5,91.6,-1328.0,,356.0,160.0,87.0,,,,,264.1,,,,476.0,0.0,,True,,True,False,,,,,True,False,,,True,False,False,True,,True,True,False,,False,True,True,,,,,False,,,,False,True
01085,192,117.0,,109.0,,95.0,95.0,,,,,142.3,126.4,,,65.0,89.3,80.6,,,96.0,115.9,0.0,,118.0,98.0,86.9,,,,,,,,,123.1,147.0,-75.0,,-83.0,,-97.0,-97.0,,,,,-49.7,-65.6,,,-127.0,-102.7,-111.4,,,-96.0,-76.1,-192.0,,-74.0,-94.0,-105.1,,,,,,,,,-68.9,-45.0,,False,,False,False,,,,,True,True,,,False,False,False,,,False,False,False,,True,False,False,,,,,,,,,True,True
01087,208,153.0,,151.3,,154.0,95.0,,,,,170.1,110.3,,,127.0,134.9,119.7,,,155.0,156.2,14.1,,191.0,192.0,168.4,,,,,,,,,215.2,128.0,-55.0,,-56.7,,-54.0,-113.0,,,,,-37.9,-97.7,,,-81.0,-73.1,-88.3,,,-53.0,-51.8,-193.9,,-17.0,-16.0,-39.6,,,,,,,,,7.2,-80.0,,False,,True,False,,,,,True,False,,,False,False,False,,,True,True,False,,True,True,True,,,,,,,,,True,False
01089,5043,6231.0,,6218.5,4020.2,5159.0,20687.0,,,,,4694.4,6899.4,,6121.8,4554.0,3947.9,4038.9,3573.5,,5517.5,6532.2,1361.7,,7266.0,5388.0,5369.1,,,,,4140.8,0.0,,,9932.1,4832.0,1188.0,,1175.5,-1022.8,116.0,15644.0,,,,,-348.6,1856.4,,1078.8,-489.0,-1095.1,-1004.1,-1469.5,,474.5,1489.2,-3681.3,,2223.0,345.0,326.1,,,,,-902.2,-5043.0,,,4889.1,-211.0,,True,True,True,False,,,,,True,False,,True,True,True,True,False,,True,False,False,,False,True,True,,,,,True,False,,,False,True
01091,261,243.0,,197.7,,197.0,124.0,,,,,347.4,234.4,,,235.0,118.7,189.2,,,159.0,220.1,0.0,,342.0,274.0,108.2,,,,,,,,,338.7,322.0,-18.0,,-63.3,,-64.0,-137.0,,,,,86.4,-26.6,,,-26.0,-142.3,-71.8,,,-102.0,-40.9,-261.0,,81.0,13.0,-152.8,,,,,,,,,77.7,61.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,,,,False,False
01093,397,432.0,,428.9,,415.0,332.0,,,,,425.3,258.5,,,447.0,245.7,276.2,318.0,,449.0,431.7,0.0,,510.0,416.0,453.7,,,,,,,,,510.2,353.0,35.0,,31.9,,18.0,-65.0,,,,,28.3,-138.5,,,50.0,-151.3,-120.8,-79.0,,52.0,34.7,-397.0,,113.0,19.0,56.7,,,,,,,,,113.2,-44.0,,True,,True,False,,,,,True,False,,,False,False,False,False,,False,True,False,,False,True,False,,,,,,,,,False,False
01095,1127,1386.0,,1392.8,,960.0,817.0,,,,,1383.9,887.8,,942.6,1544.0,676.5,1016.5,751.5,,527.0,1077.9,0.0,,1405.0,1391.0,900.8,,,,,918.2,,,,1381.3,760.0,259.0,,265.8,,-167.0,-310.0,,,,,256.9,-239.2,,-184.4,417.0,-450.5,-110.5,-375.5,,-600.0,-49.1,-1127.0,,278.0,264.0,-226.2,,,,,-208.8,,,,254.3,-367.0,,False,,True,False,,,,,True,True,,True,False,False,True,False,,False,True,False,,False,False,True,,,,,True,,,,True,False
01097,5004,5289.0,,5226.4,5056.3,4836.0,4427.0,,,,,4246.2,4951.8,,6772.8,4424.0,10664.1,3015.9,3778.0,,5863.0,6001.5,0.2,,6472.0,5135.0,4189.6,,,,,4814.8,0.0,,,7111.1,4664.0,285.0,,222.4,52.3,-168.0,-577.0,,,,,-757.8,-52.2,,1768.8,-580.0,5660.1,-1988.1,-1226.0,,859.0,997.5,-5003.8,,1468.0,131.0,-814.4,,,,,-189.2,-5004.0,,,2107.1,-340.0,,True,True,True,False,,,,,False,True,,False,False,False,False,False,,False,False,False,,False,True,False,,,,,True,False,,,False,False
01099,289,381.0,,398.3,,279.0,483.0,,,,,271.6,89.5,,,234.0,375.3,238.9,,,243.0,279.2,33.6,,485.0,352.0,209.3,,,,,,,,,358.4,250.0,92.0,,109.3,,-10.0,194.0,,,,,-17.4,-199.5,,,-55.0,86.3,-50.1,,,-46.0,-9.8,-255.4,,196.0,63.0,-79.7,,,,,,,,,69.4,-39.0,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,False,,False,True,True,,,,,,,,,True,True
01101,3540,2685.0,,2712.8,,2406.0,4658.0,,,,,2589.2,1650.4,,2510.4,2307.0,2109.6,1498.9,2180.0,,2613.0,2401.9,462.2,,2867.0,2790.0,1835.5,,,,,2276.0,1997.0,,,3865.9,2140.0,-855.0,,-827.2,,-1134.0,1118.0,,,,,-950.8,-1889.6,,-1029.6,-1233.0,-1430.4,-2041.1,-1360.0,,-927.0,-1138.1,-3077.8,,-673.0,-750.0,-1704.5,,,,,-1264.0,-1543.0,,,325.9,-1400.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,True,True,False,,,,,False,False,,,True,False
01103,1682,2364.0,,2331.1,,1873.0,1247.0,,,,,1961.4,2454.6,,,1930.0,1303.4,1298.3,1505.5,,1723.0,2273.5,555.3,,2457.0,2041.0,2413.4,,,,,1371.9,,,,3162.2,1654.0,682.0,,649.1,,191.0,-435.0,,,,,279.4,772.6,,,248.0,-378.6,-383.7,-176.5,,41.0,591.5,-1126.7,,775.0,359.0,731.4,,,,,-310.1,,,,1480.2,-28.0,,True,,True,True,,,,,True,False,,,True,True,True,True,,True,True,False,,False,True,False,,,,,True,,,,False,True
01105,120,177.0,,179.4,,145.0,212.0,,,,,144.6,42.0,,,84.0,145.9,102.6,,,166.0,158.0,0.0,,214.0,147.0,111.1,,,,,,,,,189.4,166.0,57.0,,59.4,,25.0,92.0,,,,,24.6,-78.0,,,-36.0,25.9,-17.4,,,46.0,38.0,-120.0,,94.0,27.0,-8.9,,,,,,,,,69.4,46.0,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,False,,False,True,True,,,,,,,,,False,True
01107,234,321.0,,295.9,,282.0,296.0,,,,,284.2,251.2,,,263.0,177.1,176.1,,,183.0,271.0,0.0,,330.0,300.0,355.7,,,,,,,,,384.8,280.0,87.0,,61.9,,48.0,62.0,,,,,50.2,17.2,,,29.0,-56.9,-57.9,,,-51.0,37.0,-234.0,,96.0,66.0,121.7,,,,,,,,,150.8,46.0,,True,,True,True,,,,,True,True,,,True,True,True,,,True,True,False,,False,True,False,,,,,,,,,False,True
01109,588,420.0,,423.5,,378.0,705.0,,,,,341.9,148.1,,,345.0,600.7,216.4,308.0,,232.0,306.5,55.2,,461.0,423.0,506.0,,,,,,,,,437.2,307.0,-168.0,,-164.5,,-210.0,117.0,,,,,-246.1,-439.9,,,-243.0,12.7,-371.6,-280.0,,-356.0,-281.5,-532.8,,-127.0,-165.0,-82.0,,,,,,,,,-150.8,-281.0,,True,,False,True,,,,,False,False,,,False,True,False,False,,False,False,False,,True,True,True,,,,,,,,,True,False
01111,188,177.0,,178.4,,174.0,223.0,,,,,184.9,102.8,,,274.0,158.6,102.6,,,153.0,173.0,22.4,,169.0,245.0,133.7,,,,,,,,,165.4,117.0,-11.0,,-9.6,,-14.0,35.0,,,,,-3.1,-85.2,,,86.0,-29.4,-85.4,,,-35.0,-15.0,-165.6,,-19.0,57.0,-54.3,,,,,,,,,-22.6,-71.0,,True,,False,False,,,,,True,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
01113,700,480.0,,475.1,,489.0,936.0,,,,,479.1,218.9,,,608.0,756.2,342.9,497.5,,427.0,472.1,0.0,,585.0,567.0,834.2,,,,,474.6,,,,424.0,479.0,-220.0,,-224.9,,-211.0,236.0,,,,,-220.9,-481.1,,,-92.0,56.2,-357.1,-202.5,,-273.0,-227.9,-700.0,,-115.0,-133.0,134.2,,,,,-225.4,,,,-276.0,-221.0,,False,,True,False,,,,,False,False,,,True,True,False,True,,False,False,False,,True,True,True,,,,,False,,,,False,False
01115,1099,1548.0,,1539.1,,1145.0,1281.0,,,,,1229.6,1435.6,,,1033.0,943.1,748.4,870.5,,1134.0,1494.1,227.1,,1701.0,1342.0,1418.4,,,,,952.7,,,,2813.2,908.0,449.0,,440.1,,46.0,182.0,,,,,130.6,336.6,,,-66.0,-155.9,-350.6,-228.5,,35.0,395.1,-871.9,,602.0,243.0,319.4,,,,,-146.3,,,,1714.2,-191.0,,True,,True,True,,,,,True,True,,,True,True,True,True,,True,True,False,,False,True,True,,,,,True,,,,False,True
01117,3214,3462.0,,3533.7,,2987.0,4176.0,,,,,2824.7,2265.6,,3336.2,2853.0,2628.2,1958.5,2547.5,,3064.0,3550.5,726.7,,3639.0,3235.0,2414.8,,,,,2820.7,2556.0,,,3940.8,2331.0,248.0,,319.7,,-227.0,962.0,,,,,-389.3,-948.4,,122.2,-361.0,-585.8,-1255.5,-666.5,,-150.0,336.5,-2487.3,,425.0,21.0,-799.2,,,,,-393.3,-658.0,,,726.8,-883.0,,False,,True,False,,,,,False,False,,True,False,False,False,False,,True,False,False,,False,True,False,,,,,False,False,,,False,False
01119,46,141.0,,145.3,,126.0,65.0,,,,,159.8,246.4,,,109.0,53.9,128.0,,,122.0,130.7,0.0,,232.0,151.0,129.1,,,,,,,,,172.6,133.0,95.0,,99.3,,80.0,19.0,,,,,113.8,200.4,,,63.0,7.9,82.0,,,76.0,84.7,-46.0,,186.0,105.0,83.1,,,,,,,,,126.6,87.0,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,True,,False,False,True,,,,,,,,,False,True
01121,1191,1011.0,,999.2,,850.0,638.0,,,,,890.7,577.0,,,1057.0,830.1,618.1,625.5,,764.5,865.7,128.0,,1060.0,1043.0,1030.9,,,,,589.0,,,,1121.6,658.0,-180.0,,-191.8,,-341.0,-553.0,,,,,-300.3,-614.0,,,-134.0,-360.9,-572.9,-565.5,,-426.5,-325.3,-1063.0,,-131.0,-148.0,-160.1,,,,,-602.0,,,,-69.4,-533.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,True,True,True,,,,,False,,,,True,False
01123,755,306.0,,317.9,,326.0,193.0,,,,,363.3,297.9,,,433.0,275.4,231.4,259.0,,351.0,346.3,0.0,,358.0,426.0,381.8,,,,,158.3,,,,446.7,252.0,-449.0,,-437.1,,-429.0,-562.0,,,,,-391.7,-457.1,,,-322.0,-479.6,-523.6,-496.0,,-404.0,-408.7,-755.0,,-397.0,-329.0,-373.2,,,,,-596.7,,,,-308.3,-503.0,,True,,True,False,,,,,True,False,,,True,False,False,False,,True,True,False,,True,True,True,,,,,False,,,,True,False
01125,2545,3789.0,,3878.5,,3181.0,4851.0,,,,,3067.1,2245.3,,3715.5,2870.0,2500.9,2350.2,2066.5,,3165.5,3823.7,1055.3,,4163.0,3462.0,3377.5,,,,,3322.9,0.0,,,4658.1,3484.0,1244.0,,1333.5,,636.0,2306.0,,,,,522.1,-299.7,,1170.5,325.0,-44.1,-194.8,-478.5,,620.5,1278.7,-1489.7,,1618.0,917.0,832.5,,,,,777.9,-2545.0,,,2113.1,939.0,,False,,True,False,,,,,True,True,,True,True,True,True,True,,True,False,False,,False,True,True,,,,,True,False,,,False,True
01127,671,1005.0,,1030.6,,909.0,1041.0,,,,,909.6,1167.7,,,1053.0,687.9,525.5,367.0,,623.0,850.4,97.6,,1079.0,1014.0,1004.2,,,,,557.7,,,,1359.1,685.0,334.0,,359.6,,238.0,370.0,,,,,238.6,496.7,,,382.0,16.9,-145.5,-304.0,,-48.0,179.4,-573.4,,408.0,343.0,333.2,,,,,-113.3,,,,688.1,14.0,,False,,True,False,,,,,True,False,,,False,True,True,True,,True,True,False,,False,False,True,,,,,True,,,,False,True
01129,206,186.0,,185.1,,187.0,151.0,,,,,181.7,145.0,,,255.0,105.5,107.7,,,200.0,185.0,0.0,,237.0,202.0,186.5,,,,,,,,,435.5,182.0,-20.0,,-20.9,,-19.0,-55.0,,,,,-24.3,-61.0,,,49.0,-100.5,-98.3,,,-6.0,-21.0,-206.0,,31.0,-4.0,-19.5,,,,,,,,,229.5,-24.0,,False,,True,False,,,,,False,False,,,False,False,False,,,True,False,False,,False,True,True,,,,,,,,,False,False
01131,185,132.0,,175.4,,112.0,150.0,,,,,160.1,59.6,,,74.0,79.5,92.6,,,88.0,93.8,0.0,,172.0,145.0,119.5,,,,,,,,,145.7,104.0,-53.0,,-9.6,,-73.0,-35.0,,,,,-24.9,-125.4,,,-111.0,-105.5,-92.4,,,-97.0,-91.2,-185.0,,-13.0,-40.0,-65.5,,,,,,,,,-39.3,-81.0,,True,,False,True,,,,,True,False,,,False,False,False,,,False,False,False,,True,True,False,,,,,,,,,True,False
01133,312,429.0,,450.0,,395.0,541.0,,,,,343.7,632.0,,,459.0,330.4,222.2,,,371.0,378.3,49.9,,477.0,370.0,393.2,,,,,,,,,457.6,258.0,117.0,,138.0,,83.0,229.0,,,,,31.7,320.0,,,147.0,18.4,-89.8,,,59.0,66.3,-262.1,,165.0,58.0,81.2,,,,,,,,,145.6,-54.0,,False,,True,False,,,,,True,False,,,False,True,True,,,True,True,False,,False,True,True,,,,,,,,,False,True
02013,32,0.0,,0.8,,0.0,0.0,,,,,2.5,5.0,,,,348.8,0.8,,,0.0,0.9,,,0.0,8.0,5.6,,,,,,,,,1.6,,-32.0,,-31.2,,-32.0,-32.0,,,,,-29.5,-27.0,,,,316.8,-31.2,,,-32.0,-31.1,,,-32.0,-24.0,-26.4,,,,,,,,,-30.4,,,True,,False,False,,,,,True,True,,,,False,True,,,False,True,,,False,True,True,,,,,,,,,True,
02016,88,60.0,,43.3,,43.0,,,,,,45.5,74.4,,,,204.5,76.5,,,50.0,38.0,0.0,,95.0,41.0,23.6,,,,,,,,,49.8,,-28.0,,-44.7,,-45.0,,,,,,-42.5,-13.6,,,,116.5,-11.5,,,-38.0,-50.0,-88.0,,7.0,-47.0,-64.4,,,,,,,,,-38.2,,,False,,False,,,,,,False,True,,,,False,True,,,False,False,False,,True,False,False,,,,,,,,,False,
02020,1807,2598.0,,2425.9,3334.8,1803.0,4821.0,,,,,1676.7,3944.5,,1085.7,,1895.8,1563.9,2098.5,,1285.0,1730.5,0.0,,2096.0,1549.0,2644.4,,,,,4343.4,0.0,,,3257.3,,791.0,,618.9,1527.8,-4.0,3014.0,,,,,-130.3,2137.5,,-721.3,,88.8,-243.1,291.5,,-522.0,-76.5,-1807.0,,289.0,-258.0,837.4,,,,,2536.4,-1807.0,,,1450.3,,,True,False,True,False,,,,,True,False,,True,,True,True,True,,True,True,False,,True,True,False,,,,,False,False,,,False,
02050,632,1116.0,,1106.6,,503.0,0.0,,,,,253.7,969.8,,,,3414.8,281.7,,,366.0,803.0,0.3,,1128.0,528.0,461.9,,,,,,,,,948.6,,484.0,,474.6,,-129.0,-632.0,,,,,-378.3,337.8,,,,2782.8,-350.3,,,-266.0,171.0,-631.7,,496.0,-104.0,-170.1,,,,,,,,,316.6,,,True,,True,False,,,,,True,True,,,,False,True,,,True,True,False,,False,True,True,,,,,,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,6.9,0.2,,,,0.2,0.0,,,,0.0,,,0.0,2.0,0.5,,,,,,,,,2.7,,0.0,,0.0,,0.0,0.0,,,,,6.9,0.2,,,,0.2,0.0,,,,0.0,,,0.0,2.0,0.5,,,,,,,,,2.7,,,True,,True,True,,,,,False,False,,,,False,True,,,,True,,,True,False,False,,,,,,,,,False,
02068,4,0.0,,0.3,,0.0,0.0,,,,,4.5,6.3,,,,0.0,3.1,,,8.0,0.2,,,0.0,3.0,,,,,,,,,,3.0,,-4.0,,-3.7,,-4.0,-4.0,,,,,0.5,2.3,,,,-4.0,-0.9,,,4.0,-3.8,,,-4.0,-1.0,,,,,,,,,,-1.0,,,True,,False,False,,,,,True,True,,,,True,True,,,False,True,,,False,True,,,,,,,,,,True,
02070,38,33.0,,33.3,,19.0,,,,,,8.8,43.1,,,,631.7,14.6,,,14.0,19.5,0.0,,,29.0,10.9,,,,,,,,,27.7,,-5.0,,-4.7,,-19.0,,,,,,-29.2,5.1,,,,593.7,-23.4,,,-24.0,-18.5,-38.0,,,-9.0,-27.1,,,,,,,,,-10.3,,,True,,False,,,,,,False,False,,,,False,False,,,False,False,False,,,False,False,,,,,,,,,False,
02090,734,792.0,,848.6,,596.0,,,,,,552.5,1263.6,,,,926.1,403.0,644.0,,487.0,420.7,0.0,,790.0,504.0,583.4,,,,,769.5,,,,872.9,,58.0,,114.6,,-138.0,,,,,,-181.5,529.6,,,,192.1,-331.0,-90.0,,-247.0,-313.3,-734.0,,56.0,-230.0,-150.6,,,,,35.5,,,,138.9,,,False,,False,,,,,,False,False,,,,False,False,False,,False,False,False,,True,False,False,,,,,True,,,,False,
02100,2,0.0,,0.0,,0.0,0.0,,,,,0.3,2.5,,,,0.0,2.7,,,3.0,0.1,,,0.0,8.0,7.9,,,,,,,,,2.6,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.7,0.5,,,,-2.0,0.7,,,1.0,-1.9,,,-2.0,6.0,5.9,,,,,,,,,0.6,,,False,,False,False,,,,,True,True,,,,True,True,,,True,True,,,False,False,False,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.6,,,,0.4,0.0,,,,0.1,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.6,,,,0.4,0.0,,,,0.1,,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,,False,,,True,,,,,,,,,,,,
02110,73,93.0,,103.6,,79.0,35.0,,,,,89.2,146.4,,,,88.3,74.9,144.0,,30.0,72.7,0.0,,108.0,11.0,131.6,,,,,,,,,83.6,,20.0,,30.6,,6.0,-38.0,,,,,16.2,73.4,,,,15.3,1.9,71.0,,-43.0,-0.3,-73.0,,35.0,-62.0,58.6,,,,,,,,,10.6,,,False,,True,False,,,,,True,False,,,,True,True,False,,False,True,False,,False,False,False,,,,,,,,,True,
02122,228,216.0,,171.7,,147.0,71.0,,,,,261.1,461.5,,,,93.0,149.5,,,20.0,127.0,0.0,,226.0,213.0,314.0,,,,,194.6,,,,275.3,,-12.0,,-56.3,,-81.0,-157.0,,,,,33.1,233.5,,,,-135.0,-78.5,,,-208.0,-101.0,-228.0,,-2.0,-15.0,86.0,,,,,-33.4,,,,47.3,,,False,,False,False,,,,,False,False,,,,False,False,,,False,False,False,,True,False,False,,,,,False,,,,False,
