,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
13025,226,231.0,,227.7,,230.0,317.0,,,,,176.9,266.4,,,238.0,248.4,121.5,,,348.0,289.8,0.0,,329.0,231.0,161.4,,,,,,,,,179.9,182.0,5.0,,1.7,,4.0,91.0,,,,,-49.1,40.4,,,12.0,22.4,-104.5,,,122.0,63.8,-226.0,,103.0,5.0,-64.6,,,,,,,,,-46.1,-44.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13027,137,189.0,,190.5,,188.0,208.0,,,,,205.4,211.6,,,238.0,183.4,145.2,,,85.0,148.3,22.7,,274.0,240.0,199.8,,,,,,,,,222.3,105.0,52.0,,53.5,,51.0,71.0,,,,,68.4,74.6,,,101.0,46.4,8.2,,,-52.0,11.3,-114.3,,137.0,103.0,62.8,,,,,,,,,85.3,-32.0,,False,,True,False,,,,,False,False,,,False,True,True,,,False,True,False,,False,False,False,,,,,,,,,False,True
13029,573,372.0,,371.3,,379.0,343.0,,,,,401.7,374.6,,,441.0,386.2,223.6,403.0,,459.0,343.1,68.0,,529.0,474.0,445.1,,,,,,,,,443.9,287.0,-201.0,,-201.7,,-194.0,-230.0,,,,,-171.3,-198.4,,,-132.0,-186.8,-349.4,-170.0,,-114.0,-229.9,-505.0,,-44.0,-99.0,-127.9,,,,,,,,,-129.1,-286.0,,False,,True,False,,,,,True,True,,,True,True,False,True,,True,False,False,,True,True,True,,,,,,,,,True,False
13031,943,705.0,,704.9,,748.0,1107.0,,,,,799.3,475.2,,,1013.0,1031.0,376.8,664.5,,922.0,791.9,0.0,,1004.0,931.0,462.6,,,,,490.2,,,,506.4,901.0,-238.0,,-238.1,,-195.0,164.0,,,,,-143.7,-467.8,,,70.0,88.0,-566.2,-278.5,,-21.0,-151.1,-943.0,,61.0,-12.0,-480.4,,,,,-452.8,,,,-436.6,-42.0,,False,,True,True,,,,,True,False,,,True,True,False,False,,True,True,False,,True,True,False,,,,,False,,,,False,True
13033,456,258.0,,253.8,,241.0,258.0,,,,,277.6,176.5,,,345.0,186.1,154.1,,,222.0,232.5,0.0,,360.0,307.0,258.1,,,,,,,,,231.0,162.0,-198.0,,-202.2,,-215.0,-198.0,,,,,-178.4,-279.5,,,-111.0,-269.9,-301.9,,,-234.0,-223.5,-456.0,,-96.0,-149.0,-197.9,,,,,,,,,-225.0,-294.0,,False,,False,False,,,,,True,False,,,True,False,False,,,False,False,False,,True,True,True,,,,,,,,,False,False
13035,485,507.0,,517.3,,430.0,489.0,,,,,375.5,602.8,,,366.0,414.2,289.7,,,595.0,491.8,68.8,,640.0,426.0,412.9,,,,,,,,,576.6,267.0,22.0,,32.3,,-55.0,4.0,,,,,-109.5,117.8,,,-119.0,-70.8,-195.3,,,110.0,6.8,-416.2,,155.0,-59.0,-72.1,,,,,,,,,91.6,-218.0,,False,,False,True,,,,,False,False,,,False,False,False,,,False,True,False,,False,False,False,,,,,,,,,False,False
13037,145,66.0,,56.6,,62.0,7.0,,,,,61.2,100.4,,,95.0,860.7,36.9,,,91.0,61.8,0.0,,,76.0,,,,,,,,,,38.5,47.0,-79.0,,-88.4,,-83.0,-138.0,,,,,-83.8,-44.6,,,-50.0,715.7,-108.1,,,-54.0,-83.2,-145.0,,,-69.0,,,,,,,,,,-106.5,-98.0,,False,,False,False,,,,,False,True,,,True,False,False,,,True,False,False,,,True,,,,,,,,,,False,False
13039,576,603.0,,598.2,,598.0,999.0,,,,,509.6,591.5,,,563.0,913.2,457.3,519.5,,769.5,643.6,57.9,,805.0,665.0,510.6,,,,,494.5,,,,675.2,437.0,27.0,,22.2,,22.0,423.0,,,,,-66.4,15.5,,,-13.0,337.2,-118.7,-56.5,,193.5,67.6,-518.1,,229.0,89.0,-65.4,,,,,-81.5,,,,99.2,-139.0,,True,,True,False,,,,,False,True,,,True,False,False,False,,False,False,False,,False,False,False,,,,,False,,,,False,False
13043,148,153.0,,157.3,,148.0,56.0,,,,,123.1,204.5,,,166.0,371.4,54.5,,,232.0,157.5,5.1,,,161.0,78.2,,,,,,,,,82.3,96.0,5.0,,9.3,,0.0,-92.0,,,,,-24.9,56.5,,,18.0,223.4,-93.5,,,84.0,9.5,-142.9,,,13.0,-69.8,,,,,,,,,-65.7,-52.0,,False,,True,False,,,,,False,False,,,False,False,False,,,False,False,False,,,False,False,,,,,,,,,False,False
13045,1366,1347.0,,1360.7,,1300.0,1677.0,,,,,1208.6,1733.0,,1320.2,1932.0,1105.6,662.3,1146.0,,1244.0,1337.6,0.1,,1586.0,1741.0,1494.3,,,,,1140.8,,,,1215.0,1546.0,-19.0,,-5.3,,-66.0,311.0,,,,,-157.4,367.0,,-45.8,566.0,-260.4,-703.7,-220.0,,-122.0,-28.4,-1365.9,,220.0,375.0,128.3,,,,,-225.2,,,,-151.0,180.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,,,,,False,,,,False,False
13047,1040,837.0,,831.1,,787.0,998.0,,,,,699.5,1720.0,,,1654.0,466.0,679.7,831.0,,804.0,794.2,0.0,,1038.0,829.0,436.5,,,,,744.6,,,,1129.9,714.0,-203.0,,-208.9,,-253.0,-42.0,,,,,-340.5,680.0,,,614.0,-574.0,-360.3,-209.0,,-236.0,-245.8,-1040.0,,-2.0,-211.0,-603.5,,,,,-295.4,,,,89.9,-326.0,,False,,False,True,,,,,False,False,,,False,False,False,False,,False,False,False,,True,False,False,,,,,False,,,,True,False
13049,160,126.0,,134.6,,142.0,105.0,,,,,190.1,92.2,,,208.0,97.5,90.2,,,155.0,160.3,0.0,,218.0,169.0,191.9,,,,,,,,,123.6,133.0,-34.0,,-25.4,,-18.0,-55.0,,,,,30.1,-67.8,,,48.0,-62.5,-69.8,,,-5.0,0.3,-160.0,,58.0,9.0,31.9,,,,,,,,,-36.4,-27.0,,True,,True,False,,,,,True,False,,,False,False,False,,,True,True,False,,False,True,True,,,,,,,,,False,True
13051,3395,2292.0,,2304.8,,2369.0,2508.0,,,,,2524.5,3327.9,,,3012.0,2248.9,1650.6,2345.5,,2719.5,2431.4,267.2,,2961.0,3046.0,2340.3,,,,,1971.0,2050.0,,,2680.5,2155.0,-1103.0,,-1090.2,,-1026.0,-887.0,,,,,-870.5,-67.1,,,-383.0,-1146.1,-1744.4,-1049.5,,-675.5,-963.6,-3127.8,,-434.0,-349.0,-1054.7,,,,,-1424.0,-1345.0,,,-714.5,-1240.0,,True,,True,True,,,,,True,True,,,True,False,False,True,,True,True,False,,True,True,True,,,,,False,False,,,True,False
13053,236,81.0,,103.7,,81.0,14.0,,,,,298.2,13.8,,,232.0,8.7,93.3,,,19.0,77.5,0.0,,53.0,137.0,116.2,,,,,55.3,,,,90.4,293.0,-155.0,,-132.3,,-155.0,-222.0,,,,,62.2,-222.2,,,-4.0,-227.3,-142.7,,,-217.0,-158.5,-236.0,,-183.0,-99.0,-119.8,,,,,-180.7,,,,-145.6,57.0,,True,,False,False,,,,,True,False,,,True,False,True,,,False,False,False,,False,True,True,,,,,False,,,,True,True
13055,432,462.0,,456.1,,432.0,611.0,,,,,377.9,339.2,,,530.0,400.8,243.2,,,447.5,402.8,72.0,,518.0,429.0,387.6,,,,,,,,,649.6,318.0,30.0,,24.1,,0.0,179.0,,,,,-54.1,-92.8,,,98.0,-31.2,-188.8,,,15.5,-29.2,-360.0,,86.0,-3.0,-44.4,,,,,,,,,217.6,-114.0,,True,,True,False,,,,,False,False,,,False,False,False,,,True,True,False,,False,True,False,,,,,,,,,False,False
13057,5702,5616.0,,5646.2,,5420.0,5225.0,,,,,3474.9,3820.7,,7909.0,4209.0,6099.4,3039.5,5395.5,,6448.5,5921.8,903.8,,7087.0,4736.0,4103.6,,,,,4277.4,6283.0,,,4812.5,4180.0,-86.0,,-55.8,,-282.0,-477.0,,,,,-2227.1,-1881.3,,2207.0,-1493.0,397.4,-2662.5,-306.5,,746.5,219.8,-4798.2,,1385.0,-966.0,-1598.4,,,,,-1424.6,581.0,,,-889.5,-1522.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False,False
13059,2178,1767.0,,1760.1,,1694.0,4288.0,,,,,1721.9,1459.5,,2017.4,1338.0,1526.4,964.1,1472.0,,1794.0,2103.4,0.2,,2163.0,1858.0,1450.0,,,,,1583.3,1662.0,,,1571.4,1121.0,-411.0,,-417.9,,-484.0,2110.0,,,,,-456.1,-718.5,,-160.6,-840.0,-651.6,-1213.9,-706.0,,-384.0,-74.6,-2177.8,,-15.0,-320.0,-728.0,,,,,-594.7,-516.0,,,-606.6,-1057.0,,False,,False,False,,,,,False,False,,True,False,False,False,False,,True,True,False,,True,True,False,,,,,False,False,,,False,False
13061,30,30.0,,31.0,,29.0,4.0,,,,,30.9,40.9,,,31.0,25.8,15.5,,,23.0,32.8,0.0,,44.0,38.0,31.3,,,,,,,,,28.0,23.0,0.0,,1.0,,-1.0,-26.0,,,,,0.9,10.9,,,1.0,-4.2,-14.5,,,-7.0,2.8,-30.0,,14.0,8.0,1.3,,,,,,,,,-2.0,-7.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13063,3713,3312.0,,3370.1,,3155.0,5434.0,,,,,2798.6,3804.4,,3331.5,3372.0,3620.2,2312.8,2923.0,,3198.5,3299.9,457.4,,4568.0,3380.0,2630.8,,,,,2202.1,2924.0,,,4195.9,2253.0,-401.0,,-342.9,,-558.0,1721.0,,,,,-914.4,91.4,,-381.5,-341.0,-92.8,-1400.2,-790.0,,-514.5,-413.1,-3255.6,,855.0,-333.0,-1082.2,,,,,-1510.9,-789.0,,,482.9,-1460.0,,True,,False,False,,,,,False,True,,True,True,True,False,False,,False,False,False,,False,True,False,,,,,False,False,,,False,False
13065,150,147.0,,152.1,,128.0,4.0,,,,,114.5,74.1,,,120.0,182.6,73.4,,,200.0,119.6,10.6,,170.0,126.0,136.2,,,,,,,,,359.6,69.0,-3.0,,2.1,,-22.0,-146.0,,,,,-35.5,-75.9,,,-30.0,32.6,-76.6,,,50.0,-30.4,-139.4,,20.0,-24.0,-13.8,,,,,,,,,209.6,-81.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13067,13268,12678.0,,12887.5,10106.0,11332.0,17867.0,,,,,9276.1,11170.7,,14184.5,10062.0,12022.2,9161.6,11409.0,,14072.0,13822.3,3211.1,,16696.0,11567.0,9534.4,,,,,9568.7,11341.0,,,14250.8,9481.0,-590.0,,-380.5,-3162.0,-1936.0,4599.0,,,,,-3991.9,-2097.3,,916.5,-3206.0,-1245.8,-4106.4,-1859.0,,804.0,554.3,-10056.9,,3428.0,-1701.0,-3733.6,,,,,-3699.3,-1927.0,,,982.8,-3787.0,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,,,False,False
13069,623,639.0,,648.1,,614.0,448.0,,,,,835.3,814.9,,,687.0,440.4,416.0,710.5,,672.5,623.6,63.9,,719.0,697.0,400.7,,,,,476.6,,,,547.4,639.0,16.0,,25.1,,-9.0,-175.0,,,,,212.3,191.9,,,64.0,-182.6,-207.0,87.5,,49.5,0.6,-559.1,,96.0,74.0,-222.3,,,,,-146.4,,,,-75.6,16.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,False,False,,,,,False,,,,False,False
13071,647,546.0,,537.3,,556.0,774.0,,,,,582.5,1061.0,,,717.0,757.2,266.9,504.0,,940.0,538.4,0.0,,759.0,694.0,607.5,,,,,419.2,,,,651.0,656.0,-101.0,,-109.7,,-91.0,127.0,,,,,-64.5,414.0,,,70.0,110.2,-380.1,-143.0,,293.0,-108.6,-647.0,,112.0,47.0,-39.5,,,,,-227.8,,,,4.0,9.0,,False,,True,False,,,,,True,False,,,True,False,False,False,,False,False,False,,False,True,True,,,,,False,,,,True,True
13073,3083,3339.0,,3262.8,,2916.0,5632.0,,,,,2199.8,1459.5,,,2187.0,3631.1,1599.1,2723.0,,3494.5,3027.1,526.9,,4278.0,2969.0,2442.8,,,,,2735.8,2881.0,,,7205.2,2478.0,256.0,,179.8,,-167.0,2549.0,,,,,-883.2,-1623.5,,,-896.0,548.1,-1483.9,-360.0,,411.5,-55.9,-2556.1,,1195.0,-114.0,-640.2,,,,,-347.2,-202.0,,,4122.2,-605.0,,True,,True,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,True,False,,,,,False,True,,,False,False
13075,226,387.0,,391.3,,328.0,576.0,,,,,256.1,421.9,,,317.0,368.5,165.2,,,592.0,314.5,36.4,,453.0,295.0,274.6,,,,,,,,,485.7,162.0,161.0,,165.3,,102.0,350.0,,,,,30.1,195.9,,,91.0,142.5,-60.8,,,366.0,88.5,-189.6,,227.0,69.0,48.6,,,,,,,,,259.7,-64.0,,False,,True,False,,,,,True,False,,,True,True,True,,,False,True,False,,False,True,True,,,,,,,,,False,True
13077,2138,2313.0,,2375.6,,2089.0,3211.0,,,,,1589.9,1664.2,,2382.4,2177.0,2008.1,1303.8,1811.5,,2093.0,2383.9,0.2,,3092.0,2368.0,1349.2,,,,,1837.5,2160.0,,,1946.1,1656.0,175.0,,237.6,,-49.0,1073.0,,,,,-548.1,-473.8,,244.4,39.0,-129.9,-834.2,-326.5,,-45.0,245.9,-2137.8,,954.0,230.0,-788.8,,,,,-300.5,22.0,,,-191.9,-482.0,,False,,True,False,,,,,False,False,,False,True,True,False,False,,True,False,False,,False,False,False,,,,,False,True,,,False,False
13079,96,147.0,,146.5,,133.0,136.0,,,,,104.5,129.1,,,173.0,124.6,90.1,,,159.0,135.1,15.6,,219.0,174.0,83.5,,,,,,,,,88.0,94.0,51.0,,50.5,,37.0,40.0,,,,,8.5,33.1,,,77.0,28.6,-5.9,,,63.0,39.1,-80.4,,123.0,78.0,-12.5,,,,,,,,,-8.0,-2.0,,True,,True,True,,,,,True,True,,,False,True,True,,,False,True,False,,False,False,True,,,,,,,,,True,True
13081,276,303.0,,314.1,,267.0,298.0,,,,,283.3,439.4,,,358.0,169.7,202.7,,,195.0,244.7,0.0,,461.0,306.0,148.9,,,,,,,,,378.5,251.0,27.0,,38.1,,-9.0,22.0,,,,,7.3,163.4,,,82.0,-106.3,-73.3,,,-81.0,-31.3,-276.0,,185.0,30.0,-127.1,,,,,,,,,102.5,-25.0,,False,,True,True,,,,,True,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,True
13083,221,207.0,,201.5,,182.0,207.0,,,,,144.9,327.2,,,354.0,180.6,111.0,,,152.0,171.8,27.9,,247.0,183.0,200.5,,,,,,,,,296.0,136.0,-14.0,,-19.5,,-39.0,-14.0,,,,,-76.1,106.2,,,133.0,-40.4,-110.0,,,-69.0,-49.2,-193.1,,26.0,-38.0,-20.5,,,,,,,,,75.0,-85.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13085,577,516.0,,514.2,,441.0,514.0,,,,,408.0,207.7,,,341.0,430.1,272.6,,,392.0,441.7,71.7,,683.0,462.0,466.7,,,,,,,,,487.8,401.0,-61.0,,-62.8,,-136.0,-63.0,,,,,-169.0,-369.3,,,-236.0,-146.9,-304.4,,,-185.0,-135.3,-505.3,,106.0,-115.0,-110.3,,,,,,,,,-89.2,-176.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13087,368,315.0,,302.8,,298.0,322.0,,,,,366.1,193.6,,,397.0,279.3,186.8,,,278.0,382.9,0.1,,469.0,383.0,265.9,,,,,209.0,,,,170.0,951.0,-53.0,,-65.2,,-70.0,-46.0,,,,,-1.9,-174.4,,,29.0,-88.7,-181.2,,,-90.0,14.9,-367.9,,101.0,15.0,-102.1,,,,,-159.0,,,,-198.0,583.0,,False,,False,True,,,,,True,False,,,True,False,False,,,False,True,False,,False,True,False,,,,,False,,,,False,False
13089,9407,8817.0,,8835.1,10865.6,8358.0,5476.0,,,,,7658.7,11631.1,,8896.1,7981.0,8920.0,5482.9,8419.0,,8312.0,8832.7,2478.4,,11378.0,9504.0,7250.0,,,,,7006.9,7240.0,,,11633.5,6120.0,-590.0,,-571.9,1458.6,-1049.0,-3931.0,,,,,-1748.3,2224.1,,-510.9,-1426.0,-487.0,-3924.1,-988.0,,-1095.0,-574.3,-6928.6,,1971.0,97.0,-2157.0,,,,,-2400.1,-2167.0,,,2226.5,-3287.0,,True,False,False,False,,,,,False,False,,True,False,True,False,False,,False,True,False,,False,True,False,,,,,False,False,,,False,False
13091,417,414.0,,409.0,,397.0,539.0,,,,,250.8,304.6,,,369.0,420.4,179.7,,,570.0,480.8,0.0,,454.0,382.0,286.3,,,,,,,,,576.3,505.0,-3.0,,-8.0,,-20.0,122.0,,,,,-166.2,-112.4,,,-48.0,3.4,-237.3,,,153.0,63.8,-417.0,,37.0,-35.0,-130.7,,,,,,,,,159.3,88.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13093,163,120.0,,125.8,,109.0,77.0,,,,,119.8,284.3,,,182.0,81.9,91.4,,,124.0,112.2,0.0,,191.0,123.0,108.7,,,,,,,,,123.9,88.0,-43.0,,-37.2,,-54.0,-86.0,,,,,-43.2,121.3,,,19.0,-81.1,-71.6,,,-39.0,-50.8,-163.0,,28.0,-40.0,-54.3,,,,,,,,,-39.1,-75.0,,True,,False,False,,,,,False,False,,,True,False,False,,,True,False,False,,True,True,False,,,,,,,,,True,False
13095,1370,972.0,,992.5,,869.0,3051.0,,,,,878.4,1121.4,,875.2,981.0,1281.1,727.5,750.5,,750.5,805.6,0.1,,1328.0,1250.0,858.4,,,,,553.1,,,,973.8,1027.0,-398.0,,-377.5,,-501.0,1681.0,,,,,-491.6,-248.6,,-494.8,-389.0,-88.9,-642.5,-619.5,,-619.5,-564.4,-1369.9,,-42.0,-120.0,-511.6,,,,,-816.9,,,,-396.2,-343.0,,True,,False,False,,,,,False,True,,False,True,True,False,False,,False,False,False,,True,True,False,,,,,False,,,,True,True
13097,2394,2055.0,,2066.9,,1965.0,3472.0,,,,,1682.1,2766.4,,2381.4,1820.0,1744.8,1377.0,1702.0,,2181.0,2227.1,383.8,,2753.0,2084.0,1902.0,,,,,1642.2,2163.0,,,2175.7,1503.0,-339.0,,-327.1,,-429.0,1078.0,,,,,-711.9,372.4,,-12.6,-574.0,-649.2,-1017.0,-692.0,,-213.0,-166.9,-2010.2,,359.0,-310.0,-492.0,,,,,-751.8,-231.0,,,-218.3,-891.0,,True,,False,False,,,,,False,False,,True,False,False,False,False,,True,True,False,,False,True,False,,,,,False,True,,,True,False
13099,172,93.0,,94.2,,85.0,69.0,,,,,127.0,185.6,,,130.0,70.9,58.2,,,68.0,87.0,0.0,,84.0,127.0,75.1,,,,,,,,,83.7,88.0,-79.0,,-77.8,,-87.0,-103.0,,,,,-45.0,13.6,,,-42.0,-101.1,-113.8,,,-104.0,-85.0,-172.0,,-88.0,-45.0,-96.9,,,,,,,,,-88.3,-84.0,,True,,False,False,,,,,True,True,,,True,False,False,,,False,False,False,,False,True,False,,,,,,,,,False,False
13101,47,63.0,,61.7,,61.0,0.0,,,,,66.4,322.6,,,68.0,64.8,43.7,,,23.0,43.7,0.0,,63.0,67.0,26.9,,,,,,,,,82.3,94.0,16.0,,14.7,,14.0,-47.0,,,,,19.4,275.6,,,21.0,17.8,-3.3,,,-24.0,-3.3,-47.0,,16.0,20.0,-20.1,,,,,,,,,35.3,47.0,,True,,True,False,,,,,False,False,,,False,False,True,,,False,True,False,,False,False,False,,,,,,,,,False,False
13103,626,462.0,,453.4,,475.0,624.0,,,,,485.5,606.0,,,805.0,507.6,263.3,498.0,,597.0,463.5,75.6,,617.0,740.0,423.7,,,,,359.6,,,,327.4,330.0,-164.0,,-172.6,,-151.0,-2.0,,,,,-140.5,-20.0,,,179.0,-118.4,-362.7,-128.0,,-29.0,-162.5,-550.4,,-9.0,114.0,-202.3,,,,,-266.4,,,,-298.6,-296.0,,False,,True,True,,,,,True,True,,,False,True,False,True,,True,True,False,,True,True,False,,,,,False,,,,False,False
13105,345,456.0,,449.3,,311.0,521.0,,,,,274.9,239.2,,,314.0,1000.7,181.5,,,253.0,256.8,121.9,,488.0,394.0,283.2,,,,,,,,,276.7,209.0,111.0,,104.3,,-34.0,176.0,,,,,-70.1,-105.8,,,-31.0,655.7,-163.5,,,-92.0,-88.2,-223.1,,143.0,49.0,-61.8,,,,,,,,,-68.3,-136.0,,True,,True,False,,,,,True,True,,,True,False,False,,,True,True,False,,False,True,True,,,,,,,,,True,False
13107,335,609.0,,596.9,,538.0,1001.0,,,,,352.9,279.4,,,327.0,880.8,240.2,,,1032.0,537.8,58.8,,716.0,481.0,280.3,,,,,,,,,621.9,379.0,274.0,,261.9,,203.0,666.0,,,,,17.9,-55.6,,,-8.0,545.8,-94.8,,,697.0,202.8,-276.2,,381.0,146.0,-54.7,,,,,,,,,286.9,44.0,,True,,True,False,,,,,True,True,,,True,False,True,,,False,True,False,,False,True,True,,,,,,,,,False,True
13109,129,111.0,,110.9,,121.0,163.0,,,,,125.2,65.9,,,163.0,123.0,70.6,,,178.0,143.2,0.0,,167.0,138.0,100.6,,,,,,,,,119.5,142.0,-18.0,,-18.1,,-8.0,34.0,,,,,-3.8,-63.1,,,34.0,-6.0,-58.4,,,49.0,14.2,-129.0,,38.0,9.0,-28.4,,,,,,,,,-9.5,13.0,,False,,True,False,,,,,True,False,,,False,True,False,,,False,True,False,,False,True,False,,,,,,,,,True,True
13111,453,282.0,,307.8,,282.0,448.0,,,,,252.5,430.1,,,445.0,313.4,171.1,,,249.0,290.9,23.7,,312.0,289.0,274.1,,,,,,,,,194.9,183.0,-171.0,,-145.2,,-171.0,-5.0,,,,,-200.5,-22.9,,,-8.0,-139.6,-281.9,,,-204.0,-162.1,-429.3,,-141.0,-164.0,-178.9,,,,,,,,,-258.1,-270.0,,True,,False,True,,,,,False,True,,,True,True,False,,,False,True,False,,True,True,False,,,,,,,,,False,False
13113,1361,1341.0,,1340.8,,1309.0,1915.0,,,,,943.6,1081.4,,1682.6,1364.0,1309.2,837.4,1115.5,,1377.0,1283.9,306.0,,1863.0,1496.0,1341.2,,,,,1169.1,,,,1544.9,938.0,-20.0,,-20.2,,-52.0,554.0,,,,,-417.4,-279.6,,321.6,3.0,-51.8,-523.6,-245.5,,16.0,-77.1,-1055.0,,502.0,135.0,-19.8,,,,,-191.9,,,,183.9,-423.0,,False,,False,False,,,,,False,False,,False,True,False,False,False,,True,False,False,,False,False,True,,,,,False,,,,False,False
13115,1627,1680.0,,1640.6,,1573.0,1773.0,,,,,1392.1,1631.6,,,2133.0,1494.0,907.6,1351.0,,1596.0,1749.8,313.3,,1804.0,1684.0,1352.7,,,,,1069.6,,,,2622.5,1205.0,53.0,,13.6,,-54.0,146.0,,,,,-234.9,4.6,,,506.0,-133.0,-719.4,-276.0,,-31.0,122.8,-1313.7,,177.0,57.0,-274.3,,,,,-557.4,,,,995.5,-422.0,,True,,False,False,,,,,False,True,,,False,False,False,False,,True,False,False,,False,False,False,,,,,False,,,,False,False
13117,4423,3351.0,,3407.1,,3117.0,4200.0,,,,,2300.5,3129.5,,4034.1,3320.0,3140.0,2045.0,2720.0,,3526.5,3268.8,929.1,,4353.0,3306.0,2632.6,,,,,2680.8,2689.0,,,4112.9,2516.0,-1072.0,,-1015.9,,-1306.0,-223.0,,,,,-2122.5,-1293.5,,-388.9,-1103.0,-1283.0,-2378.0,-1703.0,,-896.5,-1154.2,-3493.9,,-70.0,-1117.0,-1790.4,,,,,-1742.2,-1734.0,,,-310.1,-1907.0,,True,,False,True,,,,,False,False,,True,False,False,False,False,,True,False,False,,True,False,False,,,,,False,False,,,True,False
13119,407,396.0,,394.8,,388.0,322.0,,,,,379.4,835.4,,,448.0,298.3,236.0,,,495.0,378.5,92.3,,531.0,400.0,440.9,,,,,,,,,466.8,299.0,-11.0,,-12.2,,-19.0,-85.0,,,,,-27.6,428.4,,,41.0,-108.7,-171.0,,,88.0,-28.5,-314.7,,124.0,-7.0,33.9,,,,,,,,,59.8,-108.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,,,,False,False
