,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
20057,530,882.0,634.0,,,,,1659.0,,251.0,610.5,1108.5,,1047.7,,,352.0,104.0,,,,,1129.0,,-279.0,80.5,578.5,,517.7,,,True,,,,,False,,True,True,False,,False,,
20059,825,1110.0,674.0,,,,,988.0,,679.4,343.1,675.0,,,,,285.0,-151.0,,,,,163.0,,-145.6,-481.9,-150.0,,,,,True,,,,,True,,True,False,True,,,,
20061,1227,1386.0,1264.0,,,,,1683.0,,2553.7,520.9,787.0,,,,,159.0,37.0,,,,,456.0,,1326.7,-706.1,-440.0,,,,,True,,,,,False,,False,False,False,,,,
20063,46,30.0,0.0,,,,,78.0,,3.8,23.8,88.0,,,,,-16.0,-46.0,,,,,32.0,,-42.2,-22.2,42.0,,,,,False,,,,,False,,False,False,False,,,,
20065,49,66.0,,,,,,54.0,,19.4,30.7,126.0,,,,,17.0,,,,,,5.0,,-29.6,-18.3,77.0,,,,,,,,,,True,,False,False,False,,,,
20067,71,282.0,62.0,,,,,315.0,,136.9,117.4,72.0,,,,,211.0,-9.0,,,,,244.0,,65.9,46.4,1.0,,,,,True,,,,,False,,True,True,True,,,,
20069,115,0.0,52.0,,,,,183.0,,1.8,56.8,109.0,,,,,-115.0,-63.0,,,,,68.0,,-113.2,-58.2,-6.0,,,,,True,,,,,True,,True,True,True,,,,
20071,14,0.0,0.0,,,,,96.0,,0.4,7.2,35.0,,,,,-14.0,-14.0,,,,,82.0,,-13.6,-6.8,21.0,,,,,False,,,,,False,,True,True,False,,,,
20073,201,582.0,232.0,,,,,228.0,,1423.4,58.7,213.0,,,,,381.0,31.0,,,,,27.0,,1222.4,-142.3,12.0,,,,,True,,,,,True,,False,True,True,,,,
20075,26,42.0,0.0,,,,,137.0,,3.3,7.4,106.0,,,,,16.0,-26.0,,,,,111.0,,-22.7,-18.6,80.0,,,,,False,,,,,False,,False,False,False,,,,
20077,194,84.0,0.0,,,,,186.0,,19.9,73.6,182.0,,,,,-110.0,-194.0,,,,,-8.0,,-174.1,-120.4,-12.0,,,,,False,,,,,True,,False,False,True,,,,
20079,1108,1116.0,439.0,,,,,1079.0,,340.1,479.7,1274.5,,,,,8.0,-669.0,,,,,-29.0,,-767.9,-628.3,166.5,,,,,False,,,,,False,,False,False,False,,,,
20081,80,144.0,0.0,,,,,134.0,,85.8,27.2,141.5,,,,,64.0,-80.0,,,,,54.0,,5.8,-52.8,61.5,,,,,False,,,,,True,,True,True,True,,,,
20083,20,36.0,0.0,,,,,100.0,,7.5,6.0,71.0,,,,,16.0,-20.0,,,,,80.0,,-12.5,-14.0,51.0,,,,,False,,,,,False,,True,True,False,,,,
20085,381,546.0,382.0,,,,,545.0,,226.8,202.1,488.0,,,,,165.0,1.0,,,,,164.0,,-154.2,-178.9,107.0,,,,,True,,,,,True,,True,False,True,,,,
20087,576,636.0,526.0,,,,,666.0,,300.8,180.8,331.0,,,,,60.0,-50.0,,,,,90.0,,-275.2,-395.2,-245.0,,,,,True,,,,,False,,False,False,False,,,,
20089,69,156.0,0.0,,,,,50.0,,128.9,21.6,100.0,,,,,87.0,-69.0,,,,,-19.0,,59.9,-47.4,31.0,,,,,True,,,,,True,,True,True,True,,,,
20091,15734,17346.0,21947.0,,,,,13993.0,,8136.4,11035.7,15739.5,,16204.4,15823.0,,1612.0,6213.0,,,,,-1741.0,,-7597.6,-4698.3,5.5,,470.4,89.0,,False,,,,,False,,False,False,True,,True,True,
20093,99,174.0,0.0,,,,,153.0,,69.2,22.7,238.0,,,,,75.0,-99.0,,,,,54.0,,-29.8,-76.3,139.0,,,,,False,,,,,True,,True,False,False,,,,
20095,165,330.0,245.0,,,,,230.0,,99.4,165.6,328.0,,,,,165.0,80.0,,,,,65.0,,-65.6,0.6,163.0,,,,,True,,,,,True,,True,True,True,,,,
20097,95,54.0,,,,,,63.0,,107.4,10.0,35.0,,,,,-41.0,,,,,,-32.0,,12.4,-85.0,-60.0,,,,,,,,,,True,,True,False,False,,,,
20099,1127,1482.0,879.0,,,,,733.0,,1342.4,335.0,837.5,,,,,355.0,-248.0,,,,,-394.0,,215.4,-792.0,-289.5,,,,,True,,,,,False,,True,False,True,,,,
20101,30,126.0,0.0,,,,,68.0,,149.8,12.2,59.0,,,,,96.0,-30.0,,,,,38.0,,119.8,-17.8,29.0,,,,,True,,,,,True,,False,True,True,,,,
20103,1621,2076.0,2425.0,,,,,2669.0,,1528.8,1493.3,1662.5,,1038.8,,,455.0,804.0,,,,,1048.0,,-92.2,-127.7,41.5,,-582.2,,,False,,,,,False,,True,True,True,,False,,
20105,98,222.0,40.0,,,,,64.0,,167.0,32.6,133.0,,,,,124.0,-58.0,,,,,-34.0,,69.0,-65.4,35.0,,,,,True,,,,,True,,True,True,True,,,,
20107,285,324.0,274.0,,,,,326.0,,190.1,48.8,258.0,,,,,39.0,-11.0,,,,,41.0,,-94.9,-236.2,-27.0,,,,,True,,,,,False,,False,False,True,,,,
20109,28,66.0,,,,,,73.0,,15.6,32.2,110.0,,,,,38.0,,,,,,45.0,,-12.4,4.2,82.0,,,,,,,,,,False,,True,True,False,,,,
20111,771,1200.0,868.0,,,,,1515.0,,309.6,848.4,1595.5,,410.1,,,429.0,97.0,,,,,744.0,,-461.4,77.4,824.5,,-360.9,,,True,,,,,False,,False,True,False,,True,,
20113,883,1620.0,841.0,,,,,1009.0,,591.4,395.8,384.0,,,,,737.0,-42.0,,,,,126.0,,-291.6,-487.2,-499.0,,,,,True,,,,,True,,True,True,True,,,,
20115,389,516.0,360.0,,,,,421.0,,118.7,70.5,305.0,,,,,127.0,-29.0,,,,,32.0,,-270.3,-318.5,-84.0,,,,,True,,,,,True,,False,False,True,,,,
20117,227,1428.0,647.0,,,,,474.0,,26.2,271.9,407.0,,,,,1201.0,420.0,,,,,247.0,,-200.8,44.9,180.0,,,,,True,,,,,True,,True,True,True,,,,
20119,112,162.0,8.0,,,,,126.0,,23.4,22.7,166.0,,,,,50.0,-104.0,,,,,14.0,,-88.6,-89.3,54.0,,,,,False,,,,,True,,False,False,False,,,,
20121,1045,1176.0,975.0,,,,,1072.0,,1111.8,551.3,747.5,,,,,131.0,-70.0,,,,,27.0,,66.8,-493.7,-297.5,,,,,True,,,,,True,,True,False,False,,,,
20123,217,234.0,228.0,,,,,228.0,,74.8,59.6,270.0,,,,,17.0,11.0,,,,,11.0,,-142.2,-157.4,53.0,,,,,True,,,,,True,,False,False,False,,,,
20125,1415,1266.0,1186.0,,,,,1268.0,,861.8,458.7,778.0,,,,,-149.0,-229.0,,,,,-147.0,,-553.2,-956.3,-637.0,,,,,False,,,,,True,,False,False,False,,,,
20127,215,264.0,269.0,,,,,195.0,,1187.2,51.4,181.0,,,,,49.0,54.0,,,,,-20.0,,972.2,-163.6,-34.0,,,,,False,,,,,True,,False,False,True,,,,
20129,40,0.0,0.0,,,,,134.0,,1.4,6.8,108.0,,,,,-40.0,-40.0,,,,,94.0,,-38.6,-33.2,68.0,,,,,False,,,,,False,,True,True,False,,,,
20131,193,390.0,177.0,,,,,427.0,,88.3,139.9,177.0,,,,,197.0,-16.0,,,,,234.0,,-104.7,-53.1,-16.0,,,,,True,,,,,False,,True,True,True,,,,
20133,676,588.0,489.0,,,,,644.0,,720.7,297.2,522.0,,,,,-88.0,-187.0,,,,,-32.0,,44.7,-378.8,-154.0,,,,,False,,,,,True,,True,False,False,,,,
20135,25,42.0,0.0,,,,,69.0,,8.3,35.0,142.0,,,,,17.0,-25.0,,,,,44.0,,-16.7,10.0,117.0,,,,,False,,,,,False,,True,True,False,,,,
20137,82,60.0,0.0,,,,,166.0,,10.0,33.5,217.0,,,,,-22.0,-82.0,,,,,84.0,,-72.0,-48.5,135.0,,,,,False,,,,,False,,False,False,False,,,,
20139,380,468.0,318.0,,,,,582.0,,213.8,147.9,475.0,,,,,88.0,-62.0,,,,,202.0,,-166.2,-232.1,95.0,,,,,True,,,,,False,,False,False,False,,,,
20141,143,102.0,0.0,,,,,90.0,,46.4,40.4,83.0,,,,,-41.0,-143.0,,,,,-53.0,,-96.6,-102.6,-60.0,,,,,False,,,,,False,,False,False,False,,,,
20143,179,300.0,103.0,,,,,219.0,,115.7,62.6,209.0,,,,,121.0,-76.0,,,,,40.0,,-63.3,-116.4,30.0,,,,,True,,,,,True,,True,True,True,,,,
20145,247,630.0,0.0,,,,,255.0,,582.5,242.0,422.0,,,,,383.0,-247.0,,,,,8.0,,335.5,-5.0,175.0,,,,,True,,,,,True,,True,True,True,,,,
20147,122,210.0,40.0,,,,,173.0,,71.7,67.4,270.0,,,,,88.0,-82.0,,,,,51.0,,-50.3,-54.6,148.0,,,,,True,,,,,True,,True,True,False,,,,
20149,619,444.0,339.0,,,,,1180.0,,198.2,252.1,354.0,,,,,-175.0,-280.0,,,,,561.0,,-420.8,-366.9,-265.0,,,,,False,,,,,False,,False,False,False,,,,
20151,175,330.0,193.0,,,,,343.0,,137.5,105.0,343.0,,,,,155.0,18.0,,,,,168.0,,-37.5,-70.0,168.0,,,,,True,,,,,False,,True,True,False,,,,
20153,63,120.0,,,,,,95.0,,56.2,61.6,84.0,,,,,57.0,,,,,,32.0,,-6.8,-1.4,21.0,,,,,,,,,,True,,True,True,True,,,,
20155,1704,3582.0,1702.0,,,,,2949.0,,1357.1,1512.8,3622.5,,3648.3,,,1878.0,-2.0,,,,,1245.0,,-346.9,-191.2,1918.5,,1944.3,,,True,,,,,True,,True,True,False,,False,,
20157,178,294.0,275.0,,,,,167.0,,183.0,63.1,172.0,,,,,116.0,97.0,,,,,-11.0,,5.0,-114.9,-6.0,,,,,True,,,,,True,,True,True,True,,,,
20159,354,462.0,309.0,,,,,353.0,,146.3,187.8,467.0,,,,,108.0,-45.0,,,,,-1.0,,-207.7,-166.2,113.0,,,,,True,,,,,True,,False,False,False,,,,
20161,1623,1626.0,1199.0,,,,,2958.0,,992.9,1263.5,1973.0,,483.9,,,3.0,-424.0,,,,,1335.0,,-630.1,-359.5,350.0,,-1139.1,,,False,,,,,False,,False,False,False,,False,,
20163,184,84.0,145.0,,,,,135.0,,10.3,30.3,218.5,,,,,-100.0,-39.0,,,,,-49.0,,-173.7,-153.7,34.5,,,,,True,,,,,True,,False,False,True,,,,
20165,108,0.0,0.0,,,,,83.0,,15.5,51.9,211.0,,,,,-108.0,-108.0,,,,,-25.0,,-92.5,-56.1,103.0,,,,,False,,,,,True,,True,True,True,,,,
20167,131,294.0,185.0,,,,,236.0,,61.0,142.4,414.0,,,,,163.0,54.0,,,,,105.0,,-70.0,11.4,283.0,,,,,True,,,,,True,,True,True,False,,,,
20169,2110,2826.0,1917.0,,,,,2395.0,,1697.5,1263.5,2151.0,,1063.3,,,716.0,-193.0,,,,,285.0,,-412.5,-846.5,41.0,,-1046.7,,,True,,,,,True,,True,False,True,,False,,
20171,103,180.0,96.0,,,,,208.0,,270.6,57.2,22.0,,,,,77.0,-7.0,,,,,105.0,,167.6,-45.8,-81.0,,,,,True,,,,,False,,False,True,False,,,,
20173,15515,17670.0,21804.0,,,,,18044.0,,5969.8,11924.4,17581.0,,16131.1,10166.0,,2155.0,6289.0,,,,,2529.0,,-9545.2,-3590.6,2066.0,,616.1,-5349.0,,False,,,,,False,,False,False,True,,True,False,
20175,378,1284.0,240.0,,,,,1249.0,,363.2,635.8,1123.0,,576.4,,,906.0,-138.0,,,,,871.0,,-14.8,257.8,745.0,,198.4,,,True,,,,,True,,True,True,True,,True,,
20177,5007,6330.0,4093.0,,,,,7117.0,,3529.3,3818.8,5646.5,,4332.9,2233.0,,1323.0,-914.0,,,,,2110.0,,-1477.7,-1188.2,639.5,,-674.1,-2774.0,,True,,,,,False,,False,True,True,,True,False,
20179,70,114.0,,,,,,97.0,,9.4,18.8,123.0,,,,,44.0,,,,,,27.0,,-60.6,-51.2,53.0,,,,,,,,,,True,,False,False,False,,,,
20181,74,138.0,109.0,,,,,287.0,,50.5,25.2,101.0,,,,,64.0,35.0,,,,,213.0,,-23.5,-48.8,27.0,,,,,True,,,,,False,,True,True,True,,,,
20183,62,120.0,11.0,,,,,99.0,,22.2,54.6,141.0,,,,,58.0,-51.0,,,,,37.0,,-39.8,-7.4,79.0,,,,,True,,,,,True,,True,True,False,,,,
20185,72,102.0,9.0,,,,,86.0,,13.9,67.5,131.0,,,,,30.0,-63.0,,,,,14.0,,-58.1,-4.5,59.0,,,,,False,,,,,True,,False,True,False,,,,
20187,16,12.0,0.0,,,,,58.0,,2.5,4.5,41.0,,,,,-4.0,-16.0,,,,,42.0,,-13.5,-11.5,25.0,,,,,False,,,,,False,,False,False,False,,,,
20189,83,120.0,76.0,,,,,310.0,,9.3,44.5,214.5,,,,,37.0,-7.0,,,,,227.0,,-73.7,-38.5,131.5,,,,,True,,,,,False,,False,False,False,,,,
20191,710,876.0,588.0,,,,,751.0,,788.0,343.5,671.0,,,,,166.0,-122.0,,,,,41.0,,78.0,-366.5,-39.0,,,,,True,,,,,True,,True,False,True,,,,
20193,209,438.0,184.0,,,,,350.0,,160.7,129.0,282.0,,,,,229.0,-25.0,,,,,141.0,,-48.3,-80.0,73.0,,,,,True,,,,,True,,True,True,True,,,,
20195,98,132.0,,,,,,106.0,,25.7,45.2,146.0,,,,,34.0,,,,,,8.0,,-72.3,-52.8,48.0,,,,,,,,,,True,,False,False,False,,,,
20197,233,108.0,53.0,,,,,224.0,,27.8,33.5,212.0,,,,,-125.0,-180.0,,,,,-9.0,,-205.2,-199.5,-21.0,,,,,False,,,,,True,,False,False,True,,,,
20199,15,48.0,0.0,,,,,108.0,,10.3,10.4,52.0,,,,,33.0,-15.0,,,,,93.0,,-4.7,-4.6,37.0,,,,,True,,,,,False,,True,True,False,,,,
20201,115,120.0,86.0,,,,,214.0,,10.2,60.5,253.0,,,,,5.0,-29.0,,,,,99.0,,-104.8,-54.5,138.0,,,,,False,,,,,False,,False,False,False,,,,
20203,38,54.0,0.0,,,,,70.0,,9.7,26.1,101.0,,,,,16.0,-38.0,,,,,32.0,,-28.3,-11.9,63.0,,,,,False,,,,,False,,False,True,False,,,,
20205,353,504.0,421.0,,,,,336.0,,680.9,195.0,341.0,,,,,151.0,68.0,,,,,-17.0,,327.9,-158.0,-12.0,,,,,True,,,,,True,,False,False,True,,,,
20207,95,54.0,0.0,,,,,87.0,,87.9,3.1,52.0,,,,,-41.0,-95.0,,,,,-8.0,,-7.1,-91.9,-43.0,,,,,False,,,,,True,,True,False,False,,,,
20209,4595,6360.0,4659.0,,,,,5737.0,,2839.7,3699.8,4435.5,,5190.1,1999.0,,1765.0,64.0,,,,,1142.0,,-1755.3,-895.2,-159.5,,595.1,-2596.0,,True,,,,,True,,True,True,True,,True,False,
21001,430,948.0,623.0,,,,,789.0,,445.0,217.7,800.0,,,,,518.0,193.0,,,,,359.0,,15.0,-212.3,370.0,,,,,True,,,,,True,,True,True,True,,,,
21003,574,594.0,837.0,,,,,1026.0,,969.1,322.2,757.0,,,,,20.0,263.0,,,,,452.0,,395.1,-251.8,183.0,,,,,False,,,,,False,,False,False,False,,,,
21005,643,702.0,675.0,,,,,742.0,,705.7,251.8,1070.0,,,,,59.0,32.0,,,,,99.0,,62.7,-391.2,427.0,,,,,True,,,,,False,,False,False,False,,,,
21007,95,144.0,184.0,,,,,198.0,,177.2,31.1,124.0,,,,,49.0,89.0,,,,,103.0,,82.2,-63.9,29.0,,,,,False,,,,,False,,False,False,True,,,,
21009,956,876.0,904.0,,,,,1700.0,,694.8,706.9,895.0,,770.7,,,-80.0,-52.0,,,,,744.0,,-261.2,-249.1,-61.0,,-185.3,,,True,,,,,False,,False,False,True,,False,,
21011,297,162.0,267.0,,,,,428.0,,781.4,86.8,122.0,,,,,-135.0,-30.0,,,,,131.0,,484.4,-210.2,-175.0,,,,,True,,,,,True,,False,False,False,,,,
21013,844,810.0,719.0,,,,,1157.0,,897.7,533.4,828.0,,,,,-34.0,-125.0,,,,,313.0,,53.7,-310.6,-16.0,,,,,False,,,,,False,,False,False,True,,,,
21015,4172,4116.0,3344.0,,,,,5391.0,,2987.4,3137.8,4033.5,,3946.1,3695.0,,-56.0,-828.0,,,,,1219.0,,-1184.6,-1034.2,-138.5,,-225.9,-477.0,,False,,,,,False,,False,False,False,,False,False,
21017,597,516.0,545.0,,,,,824.0,,645.0,193.3,434.0,,,,,-81.0,-52.0,,,,,227.0,,48.0,-403.7,-163.0,,,,,True,,,,,False,,True,False,False,,,,
21019,1523,2988.0,2088.0,,,,,1552.0,,1622.6,654.9,2671.5,,1425.1,,,1465.0,565.0,,,,,29.0,,99.6,-868.1,1148.5,,-97.9,,,True,,,,,True,,True,True,True,,True,,
21021,1590,1704.0,1245.0,,,,,1129.0,,2508.5,463.6,2114.0,,,,,114.0,-345.0,,,,,-461.0,,918.5,-1126.4,524.0,,,,,False,,,,,False,,False,False,False,,,,
21023,206,120.0,153.0,,,,,271.0,,257.2,18.6,165.0,,,,,-86.0,-53.0,,,,,65.0,,51.2,-187.4,-41.0,,,,,True,,,,,True,,True,False,True,,,,
21025,332,378.0,248.0,,,,,474.0,,128.8,109.9,48.0,,,,,46.0,-84.0,,,,,142.0,,-203.2,-222.1,-284.0,,,,,False,,,,,False,,False,False,False,,,,
21027,433,282.0,220.0,,,,,661.0,,151.1,162.6,483.0,,,,,-151.0,-213.0,,,,,228.0,,-281.9,-270.4,50.0,,,,,False,,,,,False,,False,False,True,,,,
21029,2297,2154.0,2126.0,,,,,2796.0,,1675.1,1290.6,1979.5,,1140.7,,,-143.0,-171.0,,,,,499.0,,-621.9,-1006.4,-317.5,,-1156.3,,,False,,,,,False,,False,False,False,,False,,
21031,391,324.0,293.0,,,,,547.0,,572.7,108.0,182.0,,,,,-67.0,-98.0,,,,,156.0,,181.7,-283.0,-209.0,,,,,False,,,,,False,,False,False,False,,,,
21033,319,708.0,426.0,,,,,494.0,,1129.5,117.9,475.0,,,,,389.0,107.0,,,,,175.0,,810.5,-201.1,156.0,,,,,True,,,,,True,,False,True,True,,,,
21035,953,846.0,676.0,,,,,1137.0,,457.8,525.0,704.0,,,,,-107.0,-277.0,,,,,184.0,,-495.2,-428.0,-249.0,,,,,False,,,,,False,,False,False,False,,,,
21037,2671,2340.0,2012.0,,,,,4227.0,,1673.0,1855.3,1981.5,,1797.3,,,-331.0,-659.0,,,,,1556.0,,-998.0,-815.7,-689.5,,-873.7,,,False,,,,,False,,False,False,False,,False,,
21039,149,180.0,107.0,,,,,145.0,,74.9,53.4,116.0,,,,,31.0,-42.0,,,,,-4.0,,-74.1,-95.6,-33.0,,,,,False,,,,,True,,False,False,False,,,,
21041,355,348.0,290.0,,,,,558.0,,209.4,116.2,274.0,,,,,-7.0,-65.0,,,,,203.0,,-145.6,-238.8,-81.0,,,,,False,,,,,False,,False,False,False,,,,
21043,756,708.0,470.0,,,,,922.0,,478.4,378.6,762.0,,,,,-48.0,-286.0,,,,,166.0,,-277.6,-377.4,6.0,,,,,False,,,,,False,,False,False,True,,,,
21045,356,624.0,488.0,,,,,512.0,,402.1,313.2,547.0,,,,,268.0,132.0,,,,,156.0,,46.1,-42.8,191.0,,,,,True,,,,,True,,True,True,True,,,,
21047,2064,1572.0,1271.0,,,,,2568.0,,1144.8,898.0,1391.0,,1610.2,,,-492.0,-793.0,,,,,504.0,,-919.2,-1166.0,-673.0,,-453.8,,,False,,,,,False,,False,False,False,,True,,
21049,873,792.0,766.0,,,,,1352.0,,914.6,424.1,733.0,,,,,-81.0,-107.0,,,,,479.0,,41.6,-448.9,-140.0,,,,,False,,,,,False,,True,False,False,,,,
21051,893,462.0,338.0,,,,,817.0,,347.7,355.4,269.0,,,,,-431.0,-555.0,,,,,-76.0,,-545.3,-537.6,-624.0,,,,,False,,,,,True,,False,False,False,,,,
21053,640,552.0,314.0,,,,,555.0,,409.0,156.9,462.0,,,,,-88.0,-326.0,,,,,-85.0,,-231.0,-483.1,-178.0,,,,,False,,,,,True,,False,False,False,,,,
21055,194,228.0,284.0,,,,,296.0,,161.4,51.8,199.0,,,,,34.0,90.0,,,,,102.0,,-32.6,-142.2,5.0,,,,,False,,,,,False,,True,False,True,,,,
21057,256,354.0,189.0,,,,,324.0,,262.6,47.5,172.0,,,,,98.0,-67.0,,,,,68.0,,6.6,-208.5,-84.0,,,,,True,,,,,True,,True,False,True,,,,
21059,3360,2838.0,1866.0,,,,,3342.0,,4267.6,2256.2,2533.5,,3540.0,,,-522.0,-1494.0,,,,,-18.0,,907.6,-1103.8,-826.5,,180.0,,,False,,,,,True,,False,False,False,,True,,
21061,194,246.0,268.0,,,,,444.0,,191.2,82.4,106.0,,,,,52.0,74.0,,,,,250.0,,-2.8,-111.6,-88.0,,,,,False,,,,,False,,True,False,False,,,,
21063,187,330.0,69.0,,,,,284.0,,144.0,100.5,97.0,,,,,143.0,-118.0,,,,,97.0,,-43.0,-86.5,-90.0,,,,,True,,,,,True,,True,True,True,,,,
21065,294,318.0,259.0,,,,,574.0,,143.8,204.0,296.0,,,,,24.0,-35.0,,,,,280.0,,-150.2,-90.0,2.0,,,,,False,,,,,False,,False,False,True,,,,
21067,7816,9828.0,6617.0,,,,,12266.0,,7170.2,7490.5,8949.0,,10942.1,5872.0,,2012.0,-1199.0,,,,,4450.0,,-645.8,-325.5,1133.0,,3126.1,-1944.0,,True,,,,,False,,True,True,True,,False,True,
21069,403,702.0,794.0,,,,,576.0,,374.8,260.0,820.0,,,,,299.0,391.0,,,,,173.0,,-28.2,-143.0,417.0,,,,,False,,,,,True,,True,True,False,,,,
21071,967,990.0,577.0,,,,,1081.0,,409.9,382.9,684.0,,,,,23.0,-390.0,,,,,114.0,,-557.1,-584.1,-283.0,,,,,False,,,,,False,,False,False,False,,,,
21073,1019,1152.0,813.0,,,,,1844.0,,1304.6,866.4,1095.0,,,,,133.0,-206.0,,,,,825.0,,285.6,-152.6,76.0,,,,,False,,,,,False,,False,False,True,,,,
21075,100,72.0,79.0,,,,,246.0,,55.3,56.5,60.0,,,,,-28.0,-21.0,,,,,146.0,,-44.7,-43.5,-40.0,,,,,True,,,,,False,,False,False,False,,,,
21077,190,504.0,462.0,,,,,394.0,,1263.3,96.8,393.5,,,,,314.0,272.0,,,,,204.0,,1073.3,-93.2,203.5,,,,,True,,,,,True,,False,True,True,,,,
21079,431,588.0,515.0,,,,,592.0,,627.5,253.5,443.5,,,,,157.0,84.0,,,,,161.0,,196.5,-177.5,12.5,,,,,True,,,,,False,,False,False,True,,,,
21081,591,816.0,700.0,,,,,1033.0,,1548.5,259.9,1034.0,,,,,225.0,109.0,,,,,442.0,,957.5,-331.1,443.0,,,,,True,,,,,False,,False,False,False,,,,
21083,1317,870.0,367.0,,,,,1280.0,,470.8,613.1,530.0,,892.0,,,-447.0,-950.0,,,,,-37.0,,-846.2,-703.9,-787.0,,-425.0,,,False,,,,,True,,False,False,False,,True,,
21085,554,450.0,323.0,,,,,1027.0,,305.6,324.4,366.0,,,,,-104.0,-231.0,,,,,473.0,,-248.4,-229.6,-188.0,,,,,False,,,,,False,,False,False,False,,,,
21087,315,348.0,363.0,,,,,443.0,,104.5,243.1,361.0,,,,,33.0,48.0,,,,,128.0,,-210.5,-71.9,46.0,,,,,False,,,,,False,,False,False,False,,,,
21089,1067,1248.0,732.0,,,,,1497.0,,810.0,501.6,1080.0,,,,,181.0,-335.0,,,,,430.0,,-257.0,-565.4,13.0,,,,,False,,,,,False,,False,False,True,,,,
21091,322,168.0,150.0,,,,,324.0,,58.1,48.4,78.0,,,,,-154.0,-172.0,,,,,2.0,,-263.9,-273.6,-244.0,,,,,False,,,,,True,,False,False,False,,,,
21093,2510,2598.0,2335.0,,,,,3366.0,,958.0,2214.5,2221.0,,1743.7,,,88.0,-175.0,,,,,856.0,,-1552.0,-295.5,-289.0,,-766.3,,,False,,,,,False,,False,False,False,,False,,
21095,916,1062.0,1090.0,,,,,998.0,,1158.1,785.0,1445.0,,,,,146.0,174.0,,,,,82.0,,242.1,-131.0,529.0,,,,,False,,,,,True,,False,True,False,,,,
21097,675,366.0,336.0,,,,,947.0,,215.6,79.7,446.0,,,,,-309.0,-339.0,,,,,272.0,,-459.4,-595.4,-229.0,,,,,False,,,,,True,,False,False,True,,,,
21099,442,930.0,659.0,,,,,669.0,,2950.9,345.3,1034.0,,,,,488.0,217.0,,,,,227.0,,2508.9,-96.7,592.0,,,,,True,,,,,True,,False,True,False,,,,
21101,1343,1170.0,940.0,,,,,1543.0,,1180.6,701.7,1122.0,,421.4,,,-173.0,-403.0,,,,,200.0,,-162.4,-641.3,-221.0,,-921.6,,,False,,,,,False,,True,False,False,,False,,
21103,371,594.0,573.0,,,,,635.0,,587.7,201.9,447.0,,,,,223.0,202.0,,,,,264.0,,216.7,-169.1,76.0,,,,,True,,,,,False,,True,True,True,,,,
21105,63,90.0,37.0,,,,,111.0,,263.4,46.8,38.0,,,,,27.0,-26.0,,,,,48.0,,200.4,-16.2,-25.0,,,,,True,,,,,False,,False,True,True,,,,
21107,1182,1008.0,807.0,,,,,1501.0,,490.0,598.9,713.0,,949.6,,,-174.0,-375.0,,,,,319.0,,-692.0,-583.1,-469.0,,-232.4,,,False,,,,,False,,False,False,False,,False,,
21109,352,228.0,149.0,,,,,494.0,,101.8,101.0,197.0,,,,,-124.0,-203.0,,,,,142.0,,-250.2,-251.0,-155.0,,,,,False,,,,,False,,False,False,False,,,,
21111,18848,22212.0,26143.0,,,,,23736.0,,16192.3,20986.1,19601.5,,18510.6,13560.0,,3364.0,7295.0,,,,,4888.0,,-2655.7,2138.1,753.5,,-337.4,-5288.0,,False,,,,,False,,True,True,True,,True,False,
21113,1142,1452.0,898.0,,,,,1730.0,,1261.0,759.8,1539.0,,952.5,,,310.0,-244.0,,,,,588.0,,119.0,-382.2,397.0,,-189.5,,,True,,,,,False,,True,False,False,,True,,
21115,501,612.0,735.0,,,,,678.0,,624.4,245.8,463.0,,,,,111.0,234.0,,,,,177.0,,123.4,-255.2,-38.0,,,,,False,,,,,False,,False,False,True,,,,
21117,5136,4950.0,5342.0,,,,,7763.0,,3808.9,4474.2,4341.0,,6487.2,4459.0,,-186.0,206.0,,,,,2627.0,,-1327.1,-661.8,-795.0,,1351.2,-677.0,,False,,,,,False,,False,False,False,,False,False,
21119,221,294.0,220.0,,,,,375.0,,164.6,172.1,173.0,,,,,73.0,-1.0,,,,,154.0,,-56.4,-48.9,-48.0,,,,,True,,,,,False,,True,True,True,,,,
